平成29年12月１日現在,,,
年齢,計,男,女
22,2143,1076,1067
23,2276,1153,1123
24,2309,1182,1127
２５～２９,11502,5812,5690
25,2285,1134,1151
26,2228,1135,1093
27,2315,1169,1146
28,2383,1219,1164
29,2291,1155,1136
３０～３４,13065,6571,6494
30,2404,1212,1192
31,2491,1273,1218
32,2644,1286,1358
33,2805,1414,1391
34,2721,1386,1335
３５～３９,14411,7220,7191
35,2707,1339,1368
36,2785,1398,1387
37,2969,1495,1474
38,2883,1432,1451
39,3067,1556,1511
４０～４４,15612,7910,7702
40,2951,1477,1474
41,2988,1525,1463
42,3060,1547,1513
43,3356,1730,1626
44,3257,1631,1626
４５～４９,15799,7939,7860
45,3278,1648,1630
46,3166,1556,1610
47,3206,1628,1578
48,3055,1572,1483
49,3094,1535,1559
５０～５４,13180,6785,6395
50,2389,1200,1189
51,3051,1571,1480
52,2676,1424,1252
53,2539,1312,1227
54,2525,1278,1247
５５～５９,10498,5311,5187
55,2279,1168,1111
56,2152,1058,1094
57,2159,1107,1052
58,2013,1028,985
59,1895,950,945
６０～６４,9118,4575,4543
60,1838,918,920
61,1728,844,884
62,1830,935,895
63,1875,949,926
64,1847,929,918
６５～６９,11190,5428,5762
65,1940,1014,926
66,2099,1017,1082
67,2321,1120,1201
68,2444,1139,1305
69,2386,1138,1248
７０～７４,8478,3930,4548
70,1696,792,904
71,1459,697,762
72,1789,836,953
73,1804,851,953
74,1730,754,976
７５～７９,7568,3232,4336
75,1765,777,988
76,1629,714,915
77,1398,570,828
78,1324,543,781
79,1452,628,824
８０～８４,6159,2460,3699
80,1403,559,844
81,1297,527,770
82,1234,506,728
83,1069,424,645
84,1156,444,712
８５～８９,4034,1451,2583
85,1023,368,655
86,891,343,548
87,787,294,493
88,722,248,474
89,611,198,413
９０～９４,1811,535,1276
90,541,185,356
91,435,148,287
92,359,87,272
93,259,65,194
94,217,50,167
９５～１０３,556,90,466
95,171,31,140
96,130,20,110
97,64,11,53
98,62,10,52
99,43,6,37
100,26,3,23
101,29,3,26
102,21,2,19
103,10,4,6
１０４以上,11,1,10
不詳者　　,0,0,0
平成29年１月１日現在,,,
年齢,計,男,女
総計　　　,185101,90703,94398
　０～４　,8047,4141,3906
0,1559,803,756
1,1643,849,794
2,1618,823,795
3,1629,844,785
4,1598,822,776
　５～９　,7905,4116,3789
5,1654,870,784
6,1560,785,775
7,1648,865,783
8,1539,804,735
9,1504,792,712
１０～１４,7359,3804,3555
10,1486,740,746
11,1469,781,688
12,1459,751,708
13,1428,742,686
14,1517,790,727
１５～１９,8029,4048,3981
15,1488,730,758
16,1551,786,765
17,1513,784,729
18,1656,826,830
19,1821,922,899
２０～２４,10760,5346,5414
20,1972,977,995
21,2047,965,1082
22,2162,1096,1066
23,2265,1136,1129
24,2314,1172,1142
２５～２９,11544,5835,5709
25,2288,1135,1153
26,2262,1150,1112
27,2317,1169,1148
28,2374,1213,1161
29,2303,1168,1135
３０～３４,13114,6598,6516
30,2407,1218,1189
31,2505,1273,1232
32,2669,1296,1373
33,2821,1421,1400
34,2712,1390,1322
３５～３９,14428,7231,7197
35,2722,1361,1361
36,2808,1403,1405
37,2997,1509,1488
38,2874,1431,1443
39,3027,1527,1500
４０～４４,15661,7919,7742
40,2978,1493,1485
41,2980,1533,1447
42,3093,1543,1550
43,3358,1723,1635
44,3252,1627,1625
４５～４９,15818,7956,7862
45,3262,1648,1614
46,3178,1564,1614
47,3177,1617,1560
48,3066,1565,1501
49,3135,1562,1573
５０～５４,13083,6731,6352
50,2301,1148,1153
51,3085,1608,1477
52,2649,1401,1248
53,2553,1299,1254
54,2495,1275,1220
５５～５９,10468,5312,5156
55,2262,1167,1095
56,2135,1053,1082
57,2185,1133,1052
58,2024,1027,997
59,1862,932,930
６０～６４,9108,4562,4546
60,1825,912,913
61,1742,845,897
62,1838,942,896
63,1859,924,935
64,1844,939,905
６５～６９,11284,5444,5840
65,1958,1010,948
66,2125,1039,1086
67,2362,1141,1221
68,2454,1145,1309
69,2385,1109,1276
７０～７４,8442,3944,4498
70,1620,773,847
71,1460,703,757
72,1791,841,950
73,1825,847,978
74,1746,780,966
７５～７９,7538,3205,4333
75,1758,761,997
76,1633,718,915
77,1359,538,821
78,1333,559,774
79,1455,629,826
８０～８４,6153,2445,3708
80,1419,567,852
81,1295,529,766
82,1205,482,723
83,1089,441,648
84,1145,426,719
８５～８９,4008,1456,2552
85,1021,383,638
86,889,338,551
87,761,279,482
88,741,253,488
89,596,203,393
９０～９４,1798,522,1276
90,533,182,351
91,447,142,305
92,338,83,255
93,261,61,200
94,219,54,165
９５～１０３,541,87,454
95,163,28,135
96,125,23,102
97,60,9,51
98,65,10,55
99,45,5,40
100,26,3,23
101,30,3,27
102,20,2,18
103,7,4,3
１０４以上,13,1,12
不詳者　　,0,0,0
