令和2年12月1日現在,,,,
年齢,計,男,女,
32,2321,1181,1140,
33,2365,1181,1184,
34,2507,1291,1216,
３５～３９,13674,6867,6807,
35,2670,1316,1354,
36,2733,1401,1332,
37,2775,1421,1354,
38,2744,1346,1398,
39,2752,1383,1369,
４０～４４,14827,7405,7422,
40,2966,1508,1458,
41,2913,1446,1467,
42,3042,1518,1524,
43,2922,1446,1476,
44,2984,1487,1497,
４５～４９,16127,8100,8027,
45,3083,1539,1544,
46,3292,1679,1613,
47,3269,1660,1609,
48,3269,1642,1627,
49,3214,1580,1634,
５０～５４,14737,7428,7309,
50,3226,1630,1596,
51,3068,1571,1497,
52,3029,1493,1536,
53,2455,1216,1239,
54,2959,1518,1441,
５５～５９,12136,6261,5875,
55,2734,1452,1282,
56,2522,1310,1212,
57,2476,1250,1226,
58,2274,1188,1086,
59,2130,1061,1069,
６０～６４,9432,4699,4733,
60,2094,1068,1026,
61,1996,1015,981,
62,1869,913,956,
63,1775,871,904,
64,1698,832,866,
６５～６９,9214,4581,4633,
65,1763,876,887,
66,1825,926,899,
67,1740,848,892,
68,1872,960,912,
69,2014,971,1043,
７０～７４,10009,4663,5346,
70,2227,1074,1153,
71,2357,1080,1277,
72,2368,1108,1260,
73,1695,763,932,
74,1362,638,724,
７５～７９,8233,3579,4654,
75,1673,749,924,
76,1713,768,945,
77,1642,703,939,
78,1695,714,981,
79,1510,645,865,
８０～８４,6293,2473,3820,
80,1342,538,804,
81,1202,465,737,
82,1341,552,789,
83,1252,469,783,
84,1156,449,707,
８５～８９,4487,1615,2872,
85,1054,390,664,
86,925,356,569,
87,926,338,588,
88,868,278,590,
89,714,253,461,
９０～９４,2232,704,1528,
90,603,212,391,
91,555,176,379,
92,438,131,307,
93,344,101,243,
94,292,84,208,
９５～１０３,705,128,577,
95,215,49,166,
96,162,30,132,
97,106,22,84,
98,79,12,67,
99,68,9,59,
100,22,3,19,
101,31,2,29,
102,14,1,13,
103,8,0,8,
１０４以上,15,4,11,
不詳者　　,0,0,0,
令和2年2月1日現在,,,,
年齢,計,男,女,
総計,188450,92230,96220,
　０～４　,7623,3988,3635,
0,1293,707,586,
1,1573,829,744,
2,1507,755,752,
3,1607,837,770,
4,1643,860,783,
　５～９　,8237,4227,4010,
5,1670,872,798,
6,1666,860,806,
7,1585,806,779,
8,1707,895,812,
9,1609,794,815,
１０～１４,7827,4058,3769,
10,1674,859,815,
11,1609,854,755,
12,1540,812,728,
13,1509,749,760,
14,1495,784,711,
１５～１９,7907,4021,3886,
15,1484,762,722,
16,1436,747,689,
17,1546,802,744,
18,1561,762,799,
19,1880,948,932,
２０～２４,11140,5407,5733,
20,2042,1038,1004,
21,2151,1032,1119,
22,2212,1063,1149,
23,2390,1124,1266,
24,2345,1150,1195,
２５～２９,11723,5991,5732,
25,2504,1294,1210,
26,2375,1189,1186,
27,2363,1216,1147,
28,2309,1195,1114,
29,2172,1097,1075,
３０～３４,11906,6044,5862,
30,2292,1177,1115,
31,2407,1214,1193,
32,2295,1167,1128,
33,2396,1198,1198,
34,2516,1288,1228,
３５～３９,13716,6890,6826,
35,2700,1332,1368,
36,2730,1398,1332,
37,2752,1413,1339,
38,2747,1353,1394,
39,2787,1394,1393,
４０～４４,14842,7404,7438,
40,2941,1493,1448,
41,2915,1441,1474,
42,3038,1527,1511,
43,2979,1466,1513,
44,2969,1477,1492,
４５～４９,16156,8127,8029,
45,3107,1559,1548,
46,3326,1710,1616,
47,3238,1626,1612,
48,3283,1650,1633,
49,3202,1582,1620,
５０～５４,14747,7430,7317,
50,3215,1618,1597,
51,3045,1548,1497,
52,3066,1524,1542,
53,2386,1182,1204,
54,3035,1558,1477,
５５～５９,12080,6222,5858,
55,2675,1424,1251,
56,2532,1320,1212,
57,2488,1252,1236,
58,2240,1159,1081,
59,2145,1067,1078,
６０～６４,9390,4678,4712,
60,2086,1067,1019,
61,1977,1006,971,
62,1853,913,940,
63,1792,877,915,
64,1682,815,867,
６５～６９,9258,4614,4644,
65,1774,895,879,
66,1803,913,890,
67,1783,872,911,
68,1874,964,910,
69,2024,970,1054,
７０～７４,9966,4637,5329,
70,2256,1080,1176,
71,2368,1081,1287,
72,2319,1085,1234,
73,1624,743,881,
74,1399,648,751,
７５～７９,8260,3590,4670,
75,1722,778,944,
76,1696,767,929,
77,1650,699,951,
78,1667,706,961,
79,1525,640,885,
８０～８４,6273,2466,3807,
80,1316,523,793,
81,1208,478,730,
82,1340,545,795,
83,1261,476,785,
84,1148,444,704,
８５～８９,4484,1612,2872,
85,1049,407,642,
86,907,328,579,
87,965,347,618,
88,835,272,563,
89,728,258,470,
９０～９４,2205,695,1510,
90,608,215,393,
91,539,170,369,
92,420,122,298,
93,364,113,251,
94,274,75,199,
９５～１０３,694,125,569,
95,214,46,168,
96,156,32,124,
97,107,21,86,
98,80,12,68,
99,63,8,55,
100,21,3,18,
101,32,2,30,
102,14,1,13,
103,7,0,7,
１０４以上,16,4,12,
不詳者　　,0,0,0,
令和2年1月1日現在,,,,
年齢,計,男,女,
総計,188461,92234,96227,
　０～４　,7641,4012,3629,
0,1312,717,595,
1,1561,820,741,
2,1514,765,749,
3,1621,841,780,
4,1633,869,764,
　５～９　,8240,4215,4025,
5,1662,856,806,
6,1671,848,823,
7,1606,822,784,
8,1691,887,804,
9,1610,802,808,
１０～１４,7806,4054,3752,
10,1684,878,806,
11,1579,827,752,
12,1542,813,729,
13,1516,743,773,
14,1485,793,692,
１５～１９,7948,4035,3913,
15,1482,759,723,
16,1451,754,697,
17,1538,802,736,
18,1599,781,818,
19,1878,939,939,
２０～２４,11191,5434,5757,
20,2046,1036,1010,
21,2180,1057,1123,
22,2198,1046,1152,
23,2429,1153,1276,
24,2338,1142,1196,
２５～２９,11704,5974,5730,
25,2482,1267,1215,
26,2333,1169,1164,
27,2409,1244,1165,
28,2302,1203,1099,
29,2178,1091,1087,
３０～３４,11935,6051,5884,
30,2293,1173,1120,
31,2394,1208,1186,
32,2299,1169,1130,
33,2430,1227,1203,
34,2519,1274,1245,
３５～３９,13730,6913,6817,
35,2702,1346,1356,
36,2727,1392,1335,
37,2729,1393,1336,
38,2774,1375,1399,
39,2798,1407,1391,
４０～４４,14829,7410,7419,
40,2963,1495,1468,
41,2925,1462,1463,
42,2988,1486,1502,
43,2996,1478,1518,
44,2957,1489,1468,
４５～４９,16197,8132,8065,
45,3143,1559,1584,
46,3332,1707,1625,
47,3246,1619,1627,
48,3268,1657,1611,
49,3208,1590,1618,
５０～５４,14705,7420,7285,
50,3187,1605,1582,
51,3051,1536,1515,
52,3110,1553,1557,
53,2294,1134,1160,
54,3063,1592,1471,
５５～５９,12012,6175,5837,
55,2651,1405,1246,
56,2562,1314,1248,
57,2453,1243,1210,
58,2234,1161,1073,
59,2112,1052,1060,
６０～６４,9392,4682,4710,
60,2113,1092,1021,
61,1973,997,976,
62,1823,896,927,
63,1791,882,909,
64,1692,815,877,
６５～６９,9293,4624,4669,
65,1776,897,879,
66,1786,887,899,
67,1790,889,901,
68,1887,962,925,
69,2054,989,1065,
７０～７４,9932,4620,5312,
70,2292,1094,1198,
71,2371,1085,1286,
72,2315,1055,1260,
73,1550,728,822,
74,1404,658,746,
７５～７９,8313,3614,4699,
75,1726,780,946,
76,1721,770,951,
77,1671,720,951,
78,1660,695,965,
79,1535,649,886,
８０～８４,6247,2448,3799,
80,1277,490,787,
81,1225,496,729,
82,1338,540,798,
83,1273,481,792,
84,1134,441,693,
８５～８９,4465,1609,2856,
85,1027,389,638,
86,912,338,574,
87,971,341,630,
88,828,282,546,
89,727,259,468,
９０～９４,2187,688,1499,
90,593,206,387,
91,537,169,368,
92,408,123,285,
93,372,115,257,
94,277,75,202,
９５～１０３,679,120,559,
95,210,45,165,
96,156,30,126,
97,105,23,82,
98,75,8,67,
99,57,8,49,
100,23,3,20,
101,31,2,29,
102,15,1,14,
103,7,0,7,
１０４以上,15,4,11,
不詳者　　,0,0,0,
