令和3年10月1日現在,,,,
年齢,計,男,女,
31,2299,1170,1129,
32,2433,1211,1222,
33,2355,1182,1173,
34,2556,1284,1272,
３５～３９,13722,6951,6771,
35,2588,1295,1293,
36,2732,1361,1371,
37,2809,1458,1351,
38,2777,1434,1343,
39,2816,1403,1413,
４０～４４,14804,7411,7393,
40,2817,1425,1392,
41,2991,1516,1475,
42,3003,1516,1487,
43,2993,1479,1514,
44,3000,1475,1525,
４５～４９,16041,8068,7973,
45,2982,1490,1492,
46,3156,1557,1599,
47,3339,1716,1623,
48,3280,1637,1643,
49,3284,1668,1616,
５０～５４,14891,7443,7448,
50,3222,1606,1616,
51,3192,1604,1588,
52,3055,1546,1509,
53,3114,1547,1567,
54,2308,1140,1168,
５５～５９,12966,6701,6265,
55,3082,1593,1489,
56,2651,1405,1246,
57,2551,1299,1252,
58,2453,1241,1212,
59,2229,1163,1066,
６０～６４,9756,4874,4882,
60,2092,1032,1060,
61,2108,1086,1022,
62,1963,990,973,
63,1809,886,923,
64,1784,880,904,
６５～６９,8834,4373,4461,
65,1659,793,866,
66,1765,889,876,
67,1767,868,899,
68,1769,875,894,
69,1874,948,926,
７０～７４,10473,4854,5619,
70,2035,974,1061,
71,2267,1068,1199,
72,2356,1074,1282,
73,2277,1024,1253,
74,1538,714,824,
７５～７９,8015,3521,4494,
75,1369,634,735,
76,1703,766,937,
77,1685,743,942,
78,1636,701,935,
79,1622,677,945,
８０～８４,6417,2513,3904,
80,1492,615,877,
81,1238,470,768,
82,1184,472,712,
83,1280,507,773,
84,1223,449,774,
８５～８９,4612,1661,2951,
85,1088,425,663,
86,970,358,612,
87,861,314,547,
88,907,305,602,
89,786,259,527,
９０～９４,2330,736,1594,
90,659,223,436,
91,523,174,349,
92,486,144,342,
93,357,105,252,
94,305,90,215,
９５～１０３,738,151,587,
95,232,63,169,
96,160,31,129,
97,121,24,97,
98,80,18,62,
99,57,5,52,
100,41,5,36,
101,15,2,13,
102,24,2,22,
103,8,1,7,
１０４以上,13,2,11,
不詳者　　,0,0,0,
