令和元年12月1日現在,,,,
年齢,計,男,女,
32,2326,1174,1152,
33,2473,1262,1211,
34,2625,1296,1329,
３５～３９,13811,6952,6859,
35,2709,1367,1342,
36,2717,1378,1339,
37,2713,1337,1376,
38,2729,1374,1355,
39,2943,1496,1447,
４０～４４,14920,7468,7452,
40,2894,1448,1446,
41,3039,1519,1520,
42,2925,1466,1459,
43,2989,1498,1491,
44,3073,1537,1536,
４５～４９,16266,8167,8099,
45,3299,1676,1623,
46,3281,1654,1627,
47,3267,1644,1623,
48,3194,1562,1632,
49,3225,1631,1594,
５０～５４,14262,7285,6977,
50,3064,1582,1482,
51,3039,1495,1544,
52,2478,1237,1241,
53,2949,1520,1429,
54,2732,1451,1281,
５５～５９,11523,5869,5654,
55,2525,1308,1217,
56,2481,1246,1235,
57,2277,1179,1098,
58,2121,1047,1074,
59,2119,1089,1030,
６０～６４,9196,4582,4614,
60,2020,1032,988,
61,1888,928,960,
62,1781,879,902,
63,1711,844,867,
64,1796,899,897,
６５～６９,9771,4852,4919,
65,1843,938,905,
66,1766,864,902,
67,1880,975,905,
68,2035,983,1052,
69,2247,1092,1155,
７０～７４,9566,4422,5144,
70,2385,1090,1295,
71,2391,1126,1265,
72,1714,780,934,
73,1384,654,730,
74,1692,772,920,
７５～７９,8055,3479,4576,
75,1752,802,950,
76,1663,723,940,
77,1724,735,989,
78,1553,671,882,
79,1363,548,815,
８０～８４,6265,2457,3808,
80,1235,481,754,
81,1386,579,807,
82,1306,493,813,
83,1206,471,735,
84,1132,433,699,
８５～８９,4344,1567,2777,
85,975,383,592,
86,1000,370,630,
87,919,297,622,
88,787,281,506,
89,663,236,427,
９０～９４,2121,658,1463,
90,612,201,411,
91,491,150,341,
92,404,129,275,
93,351,114,237,
94,263,64,199,
９５～１０３,642,111,531,
95,195,34,161,
96,137,30,107,
97,106,17,89,
98,80,13,67,
99,43,8,35,
100,40,4,36,
101,19,2,17,
102,12,0,12,
103,10,3,7,
１０４以上,14,2,12,
不詳者　　,0,0,0,
平成31年２月１日現在,,,,
年齢,計,男,女,
総計　　　,187098,91536,95562,
　０～４　,7898,4104,3794,
0,1554,821,733,
1,1506,754,752,
2,1576,831,745,
3,1616,840,776,
4,1646,858,788,
　５～９　,8174,4194,3980,
5,1644,854,790,
6,1579,809,770,
7,1700,894,806,
8,1584,784,800,
9,1667,853,814,
１０～１４,7578,3926,3652,
10,1591,844,747,
11,1518,802,716,
12,1491,745,746,
13,1500,780,720,
14,1478,755,723,
１５～１９,8007,4071,3936,
15,1414,741,673,
16,1548,796,752,
17,1496,722,774,
18,1650,830,820,
19,1899,982,917,
２０～２４,11026,5400,5626,
20,2023,983,1040,
21,2099,1032,1067,
22,2132,1027,1105,
23,2325,1118,1207,
24,2447,1240,1207,
２５～２９,11501,5802,5699,
25,2356,1189,1167,
26,2323,1165,1158,
27,2311,1166,1145,
28,2187,1107,1080,
29,2324,1175,1149,
３０～３４,12188,6154,6034,
30,2390,1224,1166,
31,2299,1163,1136,
32,2366,1200,1166,
33,2492,1275,1217,
34,2641,1292,1349,
３５～３９,13833,6967,6866,
35,2728,1380,1348,
36,2706,1374,1332,
37,2707,1340,1367,
38,2756,1382,1374,
39,2936,1491,1445,
４０～４４,14952,7495,7457,
40,2883,1440,1443,
41,3041,1534,1507,
42,2957,1474,1483,
43,2978,1492,1486,
44,3093,1555,1538,
４５～４９,16252,8159,8093,
45,3331,1708,1623,
46,3242,1612,1630,
47,3287,1658,1629,
48,3179,1566,1613,
49,3213,1615,1598,
５０～５４,14228,7273,6955,
50,3039,1558,1481,
51,3089,1532,1557,
52,2401,1203,1198,
53,3029,1563,1466,
54,2670,1417,1253,
５５～５９,11524,5861,5663,
55,2525,1311,1214,
56,2501,1258,1243,
57,2252,1150,1102,
58,2141,1062,1079,
59,2105,1080,1025,
６０～６４,9184,4583,4601,
60,2003,1021,982,
61,1884,933,951,
62,1796,885,911,
63,1700,830,870,
64,1801,914,887,
６５～６９,9832,4874,4958,
65,1822,924,898,
66,1811,890,921,
67,1884,982,902,
68,2046,981,1065,
69,2269,1097,1172,
７０～７４,9557,4418,5139,
70,2395,1092,1303,
71,2343,1102,1241,
72,1647,758,889,
73,1427,666,761,
74,1745,800,945,
７５～７９,8016,3456,4560,
75,1744,812,932,
76,1667,714,953,
77,1692,727,965,
78,1568,667,901,
79,1345,536,809,
８０～８４,6254,2482,3772,
80,1237,493,744,
81,1387,572,815,
82,1305,495,810,
83,1203,470,733,
84,1122,452,670,
８５～８９,4353,1555,2798,
85,962,361,601,
86,1042,378,664,
87,891,294,597,
88,795,287,508,
89,663,235,428,
９０～９４,2093,646,1447,
90,594,194,400,
91,478,142,336,
92,427,141,286,
93,331,106,225,
94,263,63,200,
９５～１０３,634,113,521,
95,191,38,153,
96,138,32,106,
97,105,15,90,
98,76,11,65,
99,40,8,32,
100,42,4,38,
101,20,2,18,
102,10,0,10,
103,12,3,9,
１０４以上,14,3,11,
不詳者　　,0,0,0,
平成31年１月１日現在,,,,
年齢,計,男,女,
総計　　　,187199,91624,95575,
　０～４　,7900,4109,3791,
0,1529,808,721,
1,1513,768,745,
2,1597,835,762,
3,1615,852,763,
4,1646,846,800,
　５～９　,8191,4219,3972,
5,1657,853,804,
6,1590,813,777,
7,1682,888,794,
8,1588,791,797,
9,1674,874,800,
１０～１４,7543,3898,3645,
10,1563,814,749,
11,1519,807,712,
12,1502,739,763,
13,1488,788,700,
14,1471,750,721,
１５～１９,8057,4080,3977,
15,1436,749,687,
16,1538,796,742,
17,1521,733,788,
18,1659,825,834,
19,1903,977,926,
２０～２４,11097,5460,5637,
20,2062,1017,1045,
21,2083,1016,1067,
22,2176,1045,1131,
23,2322,1129,1193,
24,2454,1253,1201,
２５～２９,11464,5768,5696,
25,2309,1159,1150,
26,2358,1176,1182,
27,2282,1153,1129,
28,2186,1107,1079,
29,2329,1173,1156,
３０～３４,12229,6199,6030,
30,2377,1227,1150,
31,2315,1175,1140,
32,2393,1214,1179,
33,2492,1261,1231,
34,2652,1322,1330,
３５～３９,13888,7002,6886,
35,2729,1373,1356,
36,2687,1370,1317,
37,2734,1368,1366,
38,2763,1391,1372,
39,2975,1500,1475,
４０～４４,14966,7484,7482,
40,2890,1443,1447,
41,2998,1503,1495,
42,2982,1482,1500,
43,2963,1501,1462,
44,3133,1555,1578,
４５～４９,16240,8162,8078,
45,3332,1710,1622,
46,3253,1611,1642,
47,3274,1660,1614,
48,3187,1575,1612,
49,3194,1606,1588,
５０～５４,14201,7262,6939,
50,3049,1551,1498,
51,3140,1566,1574,
52,2306,1152,1154,
53,3055,1596,1459,
54,2651,1397,1254,
５５～５９,11526,5876,5650,
55,2544,1298,1246,
56,2471,1255,1216,
57,2252,1160,1092,
58,2122,1055,1067,
59,2137,1108,1029,
６０～６４,9158,4559,4599,
60,2003,1010,993,
61,1853,917,936,
62,1792,886,906,
63,1711,831,880,
64,1799,915,884,
６５～６９,9925,4903,5022,
65,1818,907,911,
66,1813,901,912,
67,1905,980,925,
68,2076,1002,1074,
69,2313,1113,1200,
７０～７４,9494,4398,5096,
70,2402,1102,1300,
71,2343,1077,1266,
72,1572,740,832,
73,1428,676,752,
74,1749,803,946,
７５～７９,8026,3453,4573,
75,1766,813,953,
76,1691,740,951,
77,1680,715,965,
78,1584,680,904,
79,1305,505,800,
８０～８４,6241,2479,3762,
80,1253,514,739,
81,1375,561,814,
82,1326,503,823,
83,1196,473,723,
84,1091,428,663,
８５～８９,4343,1556,2787,
85,981,378,603,
86,1046,368,678,
87,883,308,575,
88,787,278,509,
89,646,224,422,
９０～９４,2080,641,1439,
90,600,195,405,
91,468,144,324,
92,420,135,285,
93,337,104,233,
94,255,63,192,
９５～１０３,619,113,506,
95,189,39,150,
96,134,32,102,
97,97,12,85,
98,74,13,61,
99,42,8,34,
100,42,5,37,
101,17,1,16,
102,10,0,10,
103,14,3,11,
１０４以上,11,3,8,
不詳者　　,0,0,0,
