管理番号,調査時期,調査地点ID,調査年月日,調査時刻,問１_居住地区分,問１_都道府県名,問１_区市町村名,問１_国名,問１_入国空港・港,問１_出国空港・港,問2_性別,問2_年齢,問3-①_日帰り-宿泊,問3-②_区内宿泊数,問3-②_区外宿泊数,問3-②_区外地名,問3-②_区外宿泊施設名,問3-②_総宿泊数,問3-②_区内宿泊施設数,問3-②_1．実家や知人・親戚宅,問3-②_2．旅館,問3-②_3．ホテル,問3-②_4．民泊,問3-②_5．保養所・研修所,問3-②_6．車中泊・交通機関泊,問3-②_7．その他,問3-②_その他/内容,問3-②_無回答,問4-①_主要目的,問4-①_主要目的／その他,問4-②_目的１,問4-②_場所１,問4-②_目的２,問4-②_場所２,問4-②_目的３,問4-②_場所３,問4-②_目的４,問4-②_場所４,問4-②_目的５,問4-②_場所５,問4-②_目的６,問4-②_場所６,問4-②_その他/内容,問⑤_同行者数,問⑤_0.一人,問⑤_1.家族,問⑤_2.友人,問⑤_3.職場・学校等の団体旅行,問⑤_4.その他,問⑤_4.その他/内容,問⑤_無回答,問⑥_来訪回数-現在の観光地,問⑥_来訪回数-台東区,問⑦_1.台東区公式観光情報サイト,問⑦_2.その他インターネットサイト,問⑦_3.台東区公式SNS,問⑦_4.その他SNS・ブログの投稿を見て,問⑦_5.パンフレット類,問⑦_6.観光情報誌・ガイドブック,問⑦_7.テレビ・ラジオ,問⑦_8.新聞・雑誌の記事,問⑦_9.旅行会社,問⑦_10.観光案内所,問⑦_11.宿泊施設からの案内,問⑦_12.ポスター・チラシを見て,問⑦_13.地元・以前来た,問⑦_14.仕事上・取引先からの情報,問⑦_15.家族・知人等の情報,問⑦_16.その他,問⑦_16.その他/内容,問⑦_具体的名称,問⑦_無回答,問⑧_観光地点1,問⑧_1-時間,問⑧_観光地点2,問⑧_2-時間,問⑧_観光地点3,問⑧_3-時間,問⑧_観光地点4,問⑧_4-時間,問⑧_調査地点,問⑧_調査地点-時間,問⑧_観光地点5,問⑧_5-時間,問⑧_観光地点6,問⑧_6-時間,問⑧_観光地点7,問⑧_7-時間,問⑧_観光地点8,問⑧_8-時間,問⑨_利用交通機関,問⑩_費用総額,問⑩_①交通費,問⑩_②宿泊費,問⑩_③土産代,問⑩_③土産代-品名,問⑩_④飲食費,問⑩_④飲食費-品名,問⑩_⑤入場料,問⑩_⑥体験プログラム費用,問⑩_⑥体験プログラム-内容,問⑩_⑦その他費用,問⑩_⑦その他-具体的項目,問⑩_⑧パック料金,問⑩_⑧パック料金内訳,問⑪_①現在の観光地,問⑪_②観光地内の案内サイン類,問⑪_③観光地への交通アクセス・駐車場,問⑪_④食事,問⑪_⑤土産品,問⑪_⑥宿泊施設,問⑪_⑦観光情報,問⑪_⑧総合満足度,問⑪_総合満足度理由,問⑫_再来訪意向-観光地,問⑫_再来訪意向-台東区,問⑬_紹介意向-観光地,問⑬_紹介意向-台東区,問⑭_良かったこと-1,問⑭_1-理由,問⑭_良かったこと-2,問⑭_2-理由,問⑭_残念-1,問⑭_1-理由,問⑭_残念-2,問⑭_2-理由,問⑮_大きな荷物の有無,問⑮_大きな荷物理由,問⑮_4.その他/理由,問⑮_預かり所等の活用,問⑮_料金,問⑯_意見
475,1,2,2018/6/20,15:10,2,高知県,高知市,,,,2,8,2,1,2,,,3,1,0,0,1,0,0,0,0,,0,1,,,,,,,,,,,,,,,10,0,0,0,1,0,,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,102,,,,,,,,,,6,101000,90000,,10000,,,,1000,,,,,,,5,4,,4,5,5,5,5,雰囲気が良い,5,5,5,5,1,,999,,999,,999,,2,999,,999,,
476,1,2,2018/6/20,14:40,2,岡山県,岡山市,,,,1,1,2,3,,,,3,,0,0,1,0,0,0,0,,0,4,修学旅行,,,,,,,,,,,,,,2,0,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,102,,,,,,,,,,1,7000,5000,,2000,,,,,,,,,,,4,5,,5,,4,,,,3,3,,,5,,999,,999,,999,,2,999,,999,,雨の日は大変でした
477,1,2,2018/6/20,14:25,2,北海道,札幌市,,,,2,9,2,,4,谷塚,,4,,0,0,0,0,0,0,0,,1,999,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,102,30,,,,,,,,,3,64000,40000,,,,20000,,4000,,,,,,,5,5,5,5,,0,,,,5,5,5,5,1,,999,,9,,999,,2,999,,999,,
478,1,2,2018/6/20,13:45,1,東京都,文京区,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,,2,,,,,,,,,,,1,1,0,0,0,0,,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,102,40,,,,,,,,,2,4200,350,,3000,,850,,,,,,,,,5,5,,,,0,,,,5,5,5,5,1,,999,,999,,999,,2,999,,999,,
479,1,2,2018/6/20,13:16,1,東京都,北区,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,102,,,,,,,,,,2,1050,400,,,,650,,,,,,,,,4,,4,,,0,,,,,,,,999,,999,,999,,999,,2,999,,999,,
480,1,2,2018/6/20,12:50,2,新潟県,南魚沼郡湯沢町,,,,2,10,2,,3,松戸,東横イン,3,,0,0,0,0,0,0,0,,1,2,,6,,12,,7,,13,,,,,,,1,1,0,0,0,0,,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,102,,,,,,,,,,7,30000,,,,,30000,,,,,,,,,4,4,4,4,4,4,4,4,,5,5,5,5,1,,2,,7,地冬バス遠回りしてほしい,999,,1,1,,999,,
481,1,2,2018/6/20,12:20,2,千葉県,我孫子市,,,,1,12,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,,8,,9,,6,,,,,,,1,1,0,0,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,102,,,,,,,,,,2,2800,2000,,,,,,800,,,,,,,3,3,4,4,4,0,4,,,5,5,5,5,1,,999,,6,,999,,2,999,,999,,
482,1,2,2018/6/20,12:05,2,茨城県,,,,,1,13,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,102,,,,,,,,,,2,12000,10000,,1000,,1000,,,,,,,,,4,4,4,4,4,0,,,,4,4,4,4,999,,999,,999,,999,,2,999,,999,,
483,1,2,2018/6/20,11:40,2,埼玉県,,,,,1,2,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,102,,,,,,,,,,2,310,310,,,,,,,,,,,,,5,3,4,3,3,0,,4,,5,3,4,2,1,浅草,999,,6,,999,,2,999,,999,,案内はもっと親切にしてほしい
484,1,2,2018/6/20,11:25,1,東京都,北区,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,102,40,,,,,,,,,2,1750,300,,1000,フルーツ,450,天ぷらうどん,,,,,,,,5,5,5,5,5,5,5,5,ものが安い、新鮮,5,5,5,5,4,美味しい,999,,999,,999,,2,999,,999,,
485,1,2,2018/6/20,16:15,3,海外,,中国,,,1,4,2,7,,,,7,,1,0,0,0,0,0,0,,0,2,,1,21,2,33,9,21,21,23,,,,,,2,0,0,1,0,0,,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,5,,,,,,,,102,,,,,,,,,,2,705000,5000,,700000,洋服、酒、ジュエリー,,,,,,,,,,5,4,5,5,5,,5,5,人が優しい、まちがキレイ,5,5,5,5,1,,2,,999,,999,,1,1,,999,,
486,1,2,2018/6/20,16:06,3,海外,,韓国,,,2,12,2,,,,,,,1,0,0,0,0,0,0,,0,2,,2,33,9,21,,,,,,,,,,1,1,0,0,0,0,,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,20,,,,,,,102,,,,,,,,,,2,315000,10000,,300000,,5000,,,,,,,,,4,,4,4,4,0,,,,,,,,999,,999,,999,,999,,2,999,,999,,
487,1,2,2018/6/20,15:30,3,海外,,中国,,,1,6,2,5,1,新宿,,6,,0,0,1,0,0,0,0,,0,2,,1,,9,,,,,,,,,,,1,1,0,0,0,0,,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,30,,,,,,,,102,,,,,,,,,,3,320000,5000,60000,250000,化粧品、お酒、たばこ,5000,天ぷら、刺身,,,,,,,,5,5,5,5,5,5,5,5,人が優しい,5,5,5,5,4,美味しい、新鮮,3,キレイ,999,,999,,1,1,,999,,
488,1,2,2018/6/20,14:05,3,海外,,中国,,,1,7,2,,,五反田,,,,0,0,0,0,0,0,0,,1,2,,1,,6,,9,,2,,7,,,,,8,0,1,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,102,30,,,,,,,,,2,212000,2000,,200000,化粧品、日用品、食品,10000,寿司、刺身,,,,,,,,4,,,5,,0,,,,5,5,5,5,1,,2,,999,,999,,2,999,,999,,
489,1,2,2018/6/20,11:00,3,海外,,中国,成田,成田,1,10,2,4,,,,4,,0,1,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,2,0,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,102,,,,,,,,,,16,25000,10000,10000,,,5000,刺身、てんぷら,,,,,,,,5,4,4,4,5,5,,5,日本人は優しい、まちがキレイ、サービス良い,5,5,5,5,1,,4,,6,雨の中傘や人混雑してます,999,,2,999,,999,,
490,1,2,2018/6/20,10:18,3,海外,,香港,成田,成田,1,7,2,,,,,4,,0,0,0,0,0,0,0,,1,2,,1,,2,,13,,,,,,,,,3,0,1,0,0,0,,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,30,,,,,,,,102,,,,,,,,,,2,101000,1000,,50000,化粧水、日本酒,50000,刺身、すし,,,,,,,,5,5,5,5,5,5,5,5,サービス良い、雰囲気良いです,5,5,5,5,2,,4,,999,,999,,2,999,,999,,
491,1,2,2018/6/20,10:12,3,海外,,中国,羽田,羽田,1,7,2,,2,,,2,,0,0,0,0,0,0,0,,1,2,,1,,2,,6,,7,,,,,,,8,0,1,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,102,,,,,,,,,,2,25000,5000,,,化粧品,20000,刺身、すし,,,,,,,,5,3,5,5,,0,,,,5,5,5,5,1,雰囲気とても良い,999,,999,,999,,2,999,,999,,
492,1,4,2018/6/27,15:00,3,海外,,ベトナム,関西,成田,1,4,2,,4,大久保,,4,,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,2,5000,1000,,2000,,1000,,,,,1000,,,,5,,,,5,0,,,,5,5,5,5,10,,999,,999,,999,,2,999,,2,,
493,1,4,2018/6/27,14:30,3,海外,,中国,成田,成田,2,2,2,4,,,,4,,1,0,0,0,0,0,0,,0,3,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,999,42000,2000,,30000,アクセサリ、カバン,10000,刺身、寿司,,,,,,,,5,4,,5,5,,,,,5,5,5,5,4,満足、新鮮おいしい,999,,999,,999,,2,999,,2,,
494,1,4,2018/6/27,14:00,3,海外,,中国,成田,成田,999,10,2,,4,埼玉県,,4,,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,2,0,0,0,0,0,,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,2,780,780,,,,,,,,,,,,,4,,,,,0,,,,4,,4,,10,,999,,999,,999,,2,999,,2,,
495,1,4,2018/6/27,13:30,3,海外,,中国,成田,羽田,999,2,2,,3,日暮里,,3,,0,0,0,0,0,0,0,,1,2,,3,,6,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,10000,5000,,,,5000,,,,,,,,,4,4,4,5,5,3,,,,5,,5,,4,おいしい,7,,999,,999,,2,999,,2,,
496,1,4,2018/6/27,13:15,3,海外,,タイ,成田,成田,1,3,2,,3,新宿,,3,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,2,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,30,104,,,,,,,,,,2,4000,1000,,3000,,,,,,,,,,,4,3,4,4,,0,,,,4,,4,,7,,999,,999,,999,,2,999,,2,,
497,1,4,2018/6/27,13:00,3,海外,,台湾,,,2,2,2,,3,池袋,,3,,0,0,0,0,0,0,0,,1,2,,2,59,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,40,,,,,,,,,2,32000,2000,,30000,文具、カバン、布,,,,,,,,,,4,3,2,4,4,0,4,,,4,4,4,,4,新鮮,999,,999,,999,,2,999,,2,,
498,1,4,2018/6/27,12:43,3,海外,,台湾,成田,成田,2,4,2,,5,墨田区,,5,,0,0,0,0,0,0,0,,1,2,,1,41,3,33,,,,,,,,,,3,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,35000,,,,,30000,,5000,,,,,,,4,3,5,4,3,4,4,4,サービス良い,4,4,4,4,2,便利,999,,999,,999,,2,999,,2,,
499,1,4,2018/6/27,12:29,3,海外,,台湾,成田,成田,999,2,2,,,,,,,0,0,0,0,0,0,0,,1,999,,,,,,,,,,,,,,,6,0,0,1,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,999,2500,1500,,,,1000,,,,,,,,,4,4,4,4,4,4,,,,4,4,4,4,4,,999,,999,,999,,2,999,,2,,
500,1,4,2018/6/27,12:22,3,海外,,香港,成田,成田,1,1,2,4,,,,4,,0,1,0,0,0,0,0,,0,2,,1,41,8,23,,,,,,,,,,2,0,0,0,1,0,,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,13000,2000,5000,,,5000,刺身、てんぷら,1000,,,,,,,4,,4,4,,3,4,,,4,4,4,4,4,,7,,999,,999,,2,999,,2,,
501,1,4,2018/6/27,12:15,3,海外,,中国,成田,成田,2,6,2,,6,,,6,,0,0,0,0,0,0,0,,1,2,,8,,7,,10,,,,,,,,,4,0,0,1,0,0,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,50600,10000,,20000,,20000,,600,,,,,,,5,5,5,5,5,5,5,5,とても満足,4,4,4,4,5,にぎやか,13,便利,2,複雑,999,,2,999,,1,300,物価が高い
502,1,4,2018/6/27,12:00,3,海外,,香港,成田,成田,1,8,2,2,,,,2,,1,0,0,0,0,0,0,,0,2,,,,,,,,,,,,,,,4,0,1,0,0,0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,17,,,,,,,,2,17000,2000,10000,,,5000,,,,,,,,,2,2,,3,4,,,,,3,,3,,999,,999,,999,,999,,2,999,,2,,
503,1,4,2018/6/27,11:35,3,海外,,中国,羽田,羽田,999,5,2,3,,,,3,,0,0,1,0,0,0,0,,0,999,,,,,,,,,,,,,,,5,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,2,18000,5000,8000,,,5000,,,,,,,,,4,4,4,5,4,,5,4,,4,,,,7,,11,,9,狭い,999,,1,1,,2,,
504,1,4,2018/6/27,10:58,3,海外,,中国,羽田,羽田,2,4,2,3,,,,3,,0,0,1,0,0,0,0,,0,2,,3,,7,,,,,,,,,,,6,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,35000,5000,8000,,,2000,,,,,20000,宝くじ,,,5,3,2,2,5,4,,,,4,4,4,4,5,,7,,999,,999,,2,999,,999,,
505,1,4,2018/6/27,10:00,3,海外,,中国,成田,成田,1,1,2,,4,池袋,,4,,0,0,0,0,0,0,0,,1,4,学校,,,,,,,,,,,,,,1,1,0,0,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,30,,,,,,,,,2,6656,656,,5000,,1000,,,,,,,,,4,2,2,2,4,3,3,3,,4,4,3,3,4,品物豊か,999,,2,わかりにくい,999,,2,999,,999,,
506,1,4,2018/6/30,10:00,1,東京都,江戸川区,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,104,10,,,,,,,,,3,42000,,,,,2000,寿司,,,,40000,バッグ,,,4,4,4,4,4,0,4,4,,4,4,4,4,2,便利です,999,,999,,999,,2,999,,2,,
507,1,4,2018/6/30,10:10,1,東京都,中野区,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,3,0,0,1,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,2,11320,320,,,,1000,そば,,,,10000,洋服,,,4,4,4,3,3,0,3,4,,4,4,2,2,999,,999,,999,,999,,2,999,,2,,
508,1,4,2018/6/30,10:20,2,静岡県,御殿場市,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,2,31500,,,,,1500,和食,,,,30000,バッグ　,,,4,4,4,4,4,0,4,4,,4,4,3,3,7,親切な方が多い,999,,999,,999,,2,999,,2,,
509,1,4,2018/6/30,10:30,1,東京都,豊島区,,,,1,7,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,2,31820,320,,,,1500,そば,,,,30000,バッグ,,,4,4,4,4,4,0,4,4,,4,4,2,2,999,,999,,999,,999,,2,999,,2,,
510,1,4,2018/6/30,10:35,2,群馬県,前橋市,,,,2,2,2,,3,,,3,,0,0,0,0,0,0,0,,1,2,,1,41,9,21,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,41,60,21,120,,,,,2,11510,510,,1000,人形焼,10000,洋食・和食・中華,,,,,,,,4,4,4,4,4,4,4,4,,3,3,3,3,12,ごみなどがなくてきれいな街です,999,,999,,999,,2,999,,2,,
511,1,4,2018/6/30,10:40,2,埼玉県,さいたま市,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,104,10,,,,,,,,,2,31320,320,,,,1000,そば,,,,30000,バッグ,,,4,4,4,4,4,0,3,4,,4,4,4,4,5,思ったより人が多く活気がある,999,,999,,999,,2,999,,2,,
512,1,4,2018/6/30,10:45,1,東京都,武蔵野市,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,以前住んでいた,,0,,,,,,,,,104,10,,,,,,,,,2,25280,280,,,,20000,天ぷらそば,,,,5000,バッグ,,,5,5,5,5,5,0,4,5,,2,2,4,4,1,上野公園ではいろんなことを楽しめる！,999,,999,,999,,2,999,,2,,
513,1,4,2018/6/30,10:50,1,東京都,大田区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,3,0,0,1,0,0,,0,20,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,104,10,,,,,,,,,2,11280,280,,,,1000,パスタ,,,,10000,バッグ,,,4,4,4,4,4,0,4,4,,4,4,2,2,999,,999,,999,,999,,2,999,,2,,
514,1,4,2018/6/30,10:55,2,千葉県,柏市,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,1,4,教会の結婚式,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,結婚式の案内状,,0,,,,,,,,,104,15,,,,,,,,,2,1320,320,,,,1000,,,,,,,,,4,4,4,4,4,0,4,4,,4,4,4,4,14,庶民的なところがよい,999,,999,,999,,2,999,,2,,
515,1,4,2018/6/30,11:00,1,東京都,西東京市,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,3,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,2,6320,320,,2000,和菓子,1000,そば,,,,3000,台所用品,,,4,4,4,4,4,0,3,4,,4,4,3,3,999,,999,,14,上野公園、浅草寺は外国人が多くなって日本人が少なくなったような気がします,999,,2,999,,2,,
516,1,4,2018/6/30,11:05,1,東京都,品川区,,,,2,5,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,3,11500,,,,,1500,,,,,10000,バッグ,,,4,4,4,3,4,0,3,4,,3,3,3,3,6,人通りが多いのが良い,999,,999,,999,,2,999,,2,,
517,1,4,2018/6/30,11:10,1,東京都,墨田区,,,,2,5,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,3,0,1,0,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,104,10,,,,,,,,,2,31360,360,,,,1000,パスタ,,,,30000,カバン,,,4,4,4,4,4,0,4,4,,4,4,4,4,12,カバンやバッグの安売りがあってよい,999,,999,,999,,2,999,,2,,
518,1,4,2018/6/30,11:15,2,千葉県,市川市,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,,120,,,,,,,3,3860,360,,1500,人形焼、雷おこし,2000,てんぷら,,,,,,,,4,4,3,4,4,0,3,4,,4,4,3,3,1,浅草寺にお参りすることができたので！,999,,999,,999,,2,999,,2,,
519,1,4,2018/6/30,11:20,1,東京都,江東区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,0,,,,,,,,,104,10,,,,,,,,,3,11000,,,,,1000,そば,,,,10000,スーツケース,,,4,4,4,4,3,0,3,4,,4,4,4,4,4,問屋が多く安く買えるのが良い！,999,,999,,999,,2,999,,2,,
520,1,4,2018/6/30,11:25,2,埼玉県,富士見市,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,4,手芸用品の買い物,,,,,,,,,,,,,,3,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,2,8320,320,,,,2000,洋食,,,,6000,手芸用品,,,4,4,4,4,3,0,4,4,,4,4,4,4,4,問屋が多く安く買えるのが良い！,999,,999,,999,,2,999,,2,,
521,1,4,2018/6/30,11:30,2,千葉県,松戸市,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,3,0,0,1,0,0,,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,2,7320,320,,,,2000,天ぷら,,,,5000,バッグ,,,4,4,4,4,4,0,3,4,,2,2,2,2,4,問屋が多く安く買えるのが良い！,999,,999,,999,,2,999,,2,,
522,1,4,2018/6/30,11:35,1,東京都,台東区,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,5,1200,200,,,,1000,そば,,,,,,,,5,5,5,5,5,0,5,5,,,0,5,5,999,,999,,999,,999,,2,999,,2,,
523,1,4,2018/6/30,11:40,1,東京都,新宿区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,2,21780,280,,,,1500,ざるそば,,,,20000,バッグ,,,4,4,4,4,4,0,3,4,,3,3,3,3,4,買い物が楽しめる街！,999,,999,,999,,2,999,,2,,
524,1,4,2018/6/30,11:50,1,東京都,大田区,,,,1,4,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,41,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,41,90,,,,,,,104,10,,,,,,,,,3,23520,520,,1500,人形焼、雷おこし,1500,パスタ,,,,20000,バッグ,,,4,4,4,4,3,0,3,4,,4,4,3,3,1,浅草寺は活気があって元気になれる,999,,999,,999,,2,999,,2,,
525,1,4,2018/6/30,12:00,1,東京都,台東区,,,,1,4,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,41,,,,,,,,,,,,4,0,1,0,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,20,41,120,,,,,,,3,1990,490,,,,1500,刺身定食,,,,,,,,5,5,5,4,4,0,4,5,,4,0,4,4,12,きれいな街になったこと,999,,999,,999,,2,999,,2,,
526,1,4,2018/6/30,13:00,1,東京都,江戸川区,,,,2,5,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,104,10,,,,,,,,,2,21000,,,,,1000,そば,,,,20000,バッグ,,,4,4,4,4,,0,3,4,,4,4,3,3,4,ものが安く買える（いろんな問屋があるから）,999,,999,,999,,2,999,,2,,
