管理番号,調査時期,調査地点ID,調査年月日,調査時刻,問１_居住地区分,問１_都道府県名,問１_区市町村名,問１_国名,問１_入国空港・港,問１_出国空港・港,問2_性別,問2_年齢,問3-①_日帰り-宿泊,問3-②_区内宿泊数,問3-②_区外宿泊数,問3-②_区外地名,問3-②_区外宿泊施設名,問3-②_総宿泊数,問3-②_区内宿泊施設数,問3-②_1．実家や知人・親戚宅,問3-②_2．旅館,問3-②_3．ホテル,問3-②_4．民泊,問3-②_5．保養所・研修所,問3-②_6．車中泊・交通機関泊,問3-②_7．その他,問3-②_その他/内容,問3-②_無回答,問4-①_主要目的,問4-①_主要目的／その他,問4-②_目的１,問4-②_場所１,問4-②_目的２,問4-②_場所２,問4-②_目的３,問4-②_場所３,問4-②_目的４,問4-②_場所４,問4-②_目的５,問4-②_場所５,問4-②_目的６,問4-②_場所６,問4-②_その他/内容,問⑤_同行者数,問⑤_0.一人,問⑤_1.家族,問⑤_2.友人,問⑤_3.職場・学校等の団体旅行,問⑤_4.その他,問⑤_4.その他/内容,問⑤_無回答,問⑥_来訪回数-現在の観光地,問⑥_来訪回数-台東区,問⑦_1.台東区公式観光情報サイト,問⑦_2.その他インターネットサイト,問⑦_3.台東区公式SNS,問⑦_4.その他SNS・ブログの投稿を見て,問⑦_5.パンフレット類,問⑦_6.観光情報誌・ガイドブック,問⑦_7.テレビ・ラジオ,問⑦_8.新聞・雑誌の記事,問⑦_9.旅行会社,問⑦_10.観光案内所,問⑦_11.宿泊施設からの案内,問⑦_12.ポスター・チラシを見て,問⑦_13.地元・以前来た,問⑦_14.仕事上・取引先からの情報,問⑦_15.家族・知人等の情報,問⑦_16.その他,問⑦_16.その他/内容,問⑦_具体的名称,問⑦_無回答,問⑧_観光地点1,問⑧_1-時間,問⑧_観光地点2,問⑧_2-時間,問⑧_観光地点3,問⑧_3-時間,問⑧_観光地点4,問⑧_4-時間,問⑧_調査地点,問⑧_調査地点-時間,問⑧_観光地点5,問⑧_5-時間,問⑧_観光地点6,問⑧_6-時間,問⑧_観光地点7,問⑧_7-時間,問⑧_観光地点8,問⑧_8-時間,問⑨_利用交通機関,問⑩_費用総額,問⑩_①交通費,問⑩_②宿泊費,問⑩_③土産代,問⑩_③土産代-品名,問⑩_④飲食費,問⑩_④飲食費-品名,問⑩_⑤入場料,問⑩_⑥体験プログラム費用,問⑩_⑥体験プログラム-内容,問⑩_⑦その他費用,問⑩_⑦その他-具体的項目,問⑩_⑧パック料金,問⑩_⑧パック料金内訳,問⑪_①現在の観光地,問⑪_②観光地内の案内サイン類,問⑪_③観光地への交通アクセス・駐車場,問⑪_④食事,問⑪_⑤土産品,問⑪_⑥宿泊施設,問⑪_⑦観光情報,問⑪_⑧総合満足度,問⑪_総合満足度理由,問⑫_再来訪意向-観光地,問⑫_再来訪意向-台東区,問⑬_紹介意向-観光地,問⑬_紹介意向-台東区,問⑭_良かったこと-1,問⑭_1-理由,問⑭_良かったこと-2,問⑭_2-理由,問⑭_残念-1,問⑭_1-理由,問⑭_残念-2,問⑭_2-理由,問⑮_大きな荷物の有無,問⑮_大きな荷物理由,問⑮_4.その他/理由,問⑮_預かり所等の活用,問⑮_料金,問⑯_意見
2902,3,3,2018/12/15,10:20,2,千葉県,千葉市,,,,1,13,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,2,51,3,51,7,56,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,120,,,,,,,,,3,10360,360,,5000,人形焼、雷おこし、あげまんじゅう、ベルト,5000,和食,,,,,,,,4,4,4,5,5,0,4,4,,5,4,4,3,1,なし,999,,999,,999,,2,999,,2,,
2903,3,3,2018/12/15,10:30,1,東京都,荒川区,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,120,,,,,,,,,3,940,340,,,,600,うどん,,,,,,,,5,4,4,4,,0,4,4,,5,4,4,3,1,なし,999,,999,,999,,2,999,,2,,
2904,3,3,2018/12/15,10:40,1,東京都,大田区,,,,1,13,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,90,,,,,,,,,3,1340,340,,,,1000,ラーメン,,,,,,,,4,4,4,4,,0,4,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2905,3,3,2018/12/15,10:50,1,東京都,福生市,,,,1,999,1,,,,,,,0,0,0,0,0,0,0,,0,999,,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,180,,,,,,,,,3,1340,340,,,,1000,和食,,,,,,,,4,4,4,4,,0,3,4,,4,3,2,2,1,なし,999,,999,,999,,2,999,,2,,
2906,3,3,2018/12/15,11:00,2,埼玉県,さいたま市,,,,1,10,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,6,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,60,,,,,,,,,13,500,,,500,人形焼、雷おこし,,,,,,,,,,4,4,4,,4,0,4,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2907,3,3,2018/12/15,11:10,1,東京都,江戸川区,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,30,,,,,,,,,3,960,360,,,,600,お弁当,,,,,,,,4,4,4,4,,0,4,4,,5,4,4,3,1,なし,999,,999,,999,,2,999,,2,,
2908,3,3,2018/12/15,11:20,2,千葉県,松戸市,,,,2,1,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,60,,,,,,,,,6,,,,,,,,,,,,,10000,2,4,4,4,,,0,4,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2909,3,3,2018/12/15,11:30,2,神奈川県,横浜市,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,3,51,,,,,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,120,,,,,,,,,3,3360,360,,,,1500,和食,,,,1500,人形焼、雷おこし,,,4,4,4,,,0,4,4,,4,3,3,2,1,なし,4,なつかしいお菓子を買ったから,999,,999,,2,999,,2,,
2910,3,3,2018/12/15,11:40,2,埼玉県,上尾市,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,2,0,0,1,0,0,,0,3,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,120,,,,,,,,,3,6340,3340,,1500,人形焼,1500,洋食,,,,,,,,4,4,4,4,4,0,4,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2911,3,3,2018/12/15,11:50,2,埼玉県,八潮市,,,,1,13,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,3,840,340,,,,500,飲み物,,,,,,,,4,4,4,,,0,4,4,,5,4,4,3,1,なし,999,,999,,999,,2,999,,2,,
2912,3,3,2018/12/15,12:00,2,埼玉県,さいたま市,,,,2,1,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,2,0,0,1,0,0,,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,120,,,,,,,,,3,2840,340,,1000,人形焼,1500,洋食,,,,,,,,4,4,4,4,4,0,4,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2913,3,3,2018/12/15,12:30,1,東京都,葛飾区,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,120,,,,,,,,,3,2340,340,,1000,人形焼,1000,和食,,,,,,,,5,4,4,4,4,0,4,4,,5,4,2,2,1,なし,999,,999,,999,,2,999,,2,,
2914,3,3,2018/12/15,12:40,2,神奈川県,横浜市,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,3,51,,,,,,,,,,4,0,1,0,0,0,,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,60,,,,,,,,,3,2090,340,,750,あげまんじゅう、人形焼,1000,うどん,,,,,,,,4,4,4,4,4,0,4,4,,4,3,4,3,1,なし,4,なし,9,トイレを使用した後、流さない人がいる！,999,,2,999,,2,,
2915,3,3,2018/12/15,12:50,1,東京都,荒川区,,,,1,12,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,3,1340,340,,,,1000,そば,,,,,,,,4,4,4,4,,0,4,4,,5,4,2,1,1,なし,999,,999,,999,,2,999,,2,,
2916,3,3,2018/12/15,13:00,1,東京都,府中市,,,,2,7,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,2,0,1,0,0,0,,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,60,,,,,,,,,3,2840,340,,1000,人形焼,1500,洋食,,,,,,,,4,4,4,4,4,0,4,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2917,3,3,2018/12/15,13:10,2,長野県,上田市,,,,2,9,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,60,,,,,,,,,3,2840,340,,1000,雷おこし、人形焼,1500,中華,,,,,,,,5,4,4,4,4,0,4,4,,5,4,4,3,1,なし,999,,999,,999,,2,999,,2,,
2918,3,3,2018/12/15,13:20,2,栃木県,宇都宮市,,,,2,11,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,60,,,,,,,,,6,1000,,,1000,雷おこし、人形焼,,,,,,,,2800,2,5,4,4,,4,0,3,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2919,3,3,2018/12/15,13:30,2,山口県,下関市,,,,1,1,999,,3,舞浜、早稲田,ホテル,3,,0,0,0,0,0,0,0,,0,4,教育旅行,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,学校,,0,,,,,,,,,103,60,,,,,,,,,6,500,,,500,雷おこし,,,,,,,,100000,2,5,4,4,,4,0,,4,,4,3,4,3,1,仁王像が大きかった！,999,,999,,999,,1,1,,1,300,
2920,3,3,2018/12/15,13:40,2,茨城県,土浦市,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,2,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,120,,,,,,,,,3,3340,340,,1000,食品,2000,和食,,,,,,,,4,4,4,5,5,0,4,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2921,3,3,2018/12/15,13:50,1,東京都,中野区,,,,1,13,999,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,3,1340,340,,,,1000,そば,,,,,,,,4,4,4,4,,0,4,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2922,3,3,2018/12/15,14:00,2,山口県,山陽小野田市,,,,2,1,2,,3,舞浜、茅場町,ホテル,3,,0,0,1,0,0,0,0,,0,4,教育旅行,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,学校,,0,,,,,,,,,103,60,,,,,,,,,6,1000,,,1000,雷おこし,,,,,,,,100000,2,4,4,4,,4,0,4,4,,4,3,4,3,1,なし,999,,999,,999,,2,999,,2,,
2923,3,3,2018/12/15,14:10,2,埼玉県,三郷市,,,,2,1,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,4,0,0,1,0,0,,0,5,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,180,,,,,,,,,3,2340,340,,1000,人形焼、雷おこし,1000,パスタ,,,,,,,,5,4,4,4,4,0,4,4,,5,4,4,3,7,すごくやさしかったから！,999,,999,,999,,2,999,,2,,
2924,3,3,2018/12/15,14:20,2,埼玉県,川口市,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,120,,,,,,,,,3,2340,340,,1000,人形焼,1000,そば,,,,,,,,5,4,4,4,4,0,3,4,,5,4,4,3,1,なし,999,,999,,999,,2,999,,2,,
2925,3,3,2018/12/15,14:30,2,神奈川県,川崎市,,,,2,4,999,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,3,0,1,0,0,0,,0,3,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,120,,,,,,,,,3,1840,340,,,,1500,洋食,,,,,,,,4,4,4,4,,0,3,4,,4,3,4,3,999,,999,,999,,999,,2,999,,2,,
2926,3,3,2018/12/15,14:40,1,東京都,北区,,,,1,12,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,俳句を作るため,,0,,,,,,,,,103,90,,,,,,,,,4,,,,,,,,,,,,,,,4,4,4,,,0,4,4,,5,4,2,2,999,,999,,999,,999,,2,999,,2,,
2927,3,3,2018/12/15,10:00,3,海外,,中国,関西,成田,2,3,2,,9,大阪、京都、金沢、銀座他,,9,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,51,,,,,,,,103,80,,,,,,,,,3,200,200,,,,,,,,,,,,,5,5,5,,,0,,5,初めて来た。とても日本的。にぎやか。,5,5,4,4,2,ホテルと目的地数ヵ所が近くて便利,999,,999,,999,,2,999,,2,,
2928,3,3,2018/12/15,10:05,3,海外,,中国,関西,成田,2,2,2,,9,大阪、京都、金沢、東京（銀座）他,,9,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,0,51,,,,,,,,103,80,,,,,,,,,3,200,200,,,,,,,,,,,,,4,5,5,,,0,,4,,4,4,3,3,2,交通が非常に便利,999,,12,境内にゴミが散乱している。観光客が多いせいか？,6,,2,999,,2,,
2929,3,3,2018/12/15,10:20,3,海外,,オーストラリア,成田,羽田,2,8,2,7,4,京都、大阪,,11,,0,0,1,0,0,0,0,,0,2,,1,41,2,51,7,56,9,21,,,,,,2,0,1,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Tokyo Cheapo,0,41,,,,,,,,103,60,56,60,21,200,,,,,16,,,,,,,ラーメン、寿司,,,,,,,,5,5,5,5,5,5,5,5,目的地が徒歩圏内でとても便利。とても楽しめる。,4,4,5,5,999,全部満足,999,,4,今のところ、おいしそうな寿司店を発見できていない,999,,2,999,,2,,
2930,3,3,2018/12/15,10:30,3,海外,,ベトナム,羽田,羽田,1,2,2,,4,恵比寿,,4,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,,,,,103,30,,,,,,,,,4,,,,,,,,,,,,,,2,4,4,3,4,4,0,4,4,清潔で快適,5,5,4,4,12,ゴミが少ない,999,,4,店の閉店時間が早い,999,,2,999,,2,,
2931,3,3,2018/12/15,10:40,3,海外,,ベトナム,中部,中部,2,3,2,,5,名古屋、新宿他,APAホテル,5,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,8,,,,,,,,,,,,,,2,4,4,4,,,0,,4,,4,4,4,4,1,,12,街が清潔,8,,999,,2,999,,2,,
2932,3,3,2018/12/15,10:50,3,海外,,台湾,成田,成田,2,6,2,2,,,,2,1,0,0,1,0,0,0,0,,0,2,,1,41,3,33,3,35,,,,,,,,2,0,1,0,0,0,,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,33,,35,,,,,,103,,51,,56,,,,,,16,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,買物が楽しめる,4,4,4,4,2,とても便利,14,お店がたくさん,999,,999,,2,999,,2,,
2933,3,3,2018/12/15,11:00,3,海外,,台湾,成田,成田,2,8,2,,6,新宿,ゲストハウス,6,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,6,0,1,0,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,51,,,,,,,,103,120,,,,,,,,,3,300,300,,,,,,,,,,,,,4,4,4,,,0,4,4,前2回とも楽しかったので、息子家族を連れて来た,3,3,3,3,5,にぎやかで楽しい。全部満足。,999,,999,,999,,2,999,,2,,
2934,3,3,2018/12/15,11:10,3,海外,,タイ,成田,成田,2,5,2,,6,新宿,パークホテル,6,,0,0,0,0,0,0,0,,0,2,,1,41,3,33,23,41,12,35,,,,,参拝,2,0,0,1,0,0,,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,30,35,,33,180,,,,,3,300,300,,,,,寿司、ウニ、和牛,,,,,,,,5,5,5,5,5,0,5,5,食べ物がおいしい。ショッピングを楽しめる。,4,4,4,4,2,,4,良い買い物ができる,999,,999,,2,999,,2,,
2935,3,3,2018/12/15,11:20,3,海外,,中国,関西,関西,1,3,2,,7,馬喰町、大阪、京都,プラネタイズホステル,7,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,トリップアドバイザーなど,0,51,,,,,,,,103,120,,,,,,,,,16,250,,,,,250,コンビニ食,,,,,,,,5,5,5,,,0,5,5,情報が得やすい,4,4,4,4,999,全部満足,999,,6,,999,,1,1,,2,,
2936,3,3,2018/12/15,11:25,3,海外,,中国,関西,関西,1,3,2,,7,馬喰町、大阪、京都,プラネタイズホステル,7,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,エクスペディアとかホテルズ.comなど,0,51,,,,,,,,103,120,,,,,,,,,16,,,,,,,コンビニ食,,,,,,,,5,5,5,,,0,5,5,すべて満足、快適、自由に行動できる,5,5,4,4,14,通信状況がよく、調べたいことがすぐにさがせた,999,,999,,999,,1,1,,2,,
2937,3,3,2018/12/15,11:35,3,海外,,マレーシア,関西,成田,2,4,2,,6,池袋,THE B,6,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,3,0,1,0,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,グーグル,0,51,,,,,,,,103,60,,,,,,,,,2,340,340,,,,,,,,,,,,,5,5,5,,,0,5,5,すべて満足。次回も来る。日本大好き。,5,5,5,5,999,全部満足,999,,999,,999,,2,999,,2,,
2938,3,3,2018/12/15,11:45,3,海外,,シンガポール,羽田,羽田,1,6,2,,8,新宿、大阪、京都,京王プラザ他,8,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,3,0,1,0,0,0,,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,51,,,,,,,,103,90,,,,,,,,,2,2300,300,,,,2000,,,,,,,,,5,5,5,5,,0,5,5,食べ物がおいしい,5,5,5,5,1,,4,和食が良い,6,,999,,2,999,,2,,
2939,3,3,2018/12/15,11:50,3,海外,,中国,羽田,羽田,1,9,2,,4,人形町,ヴィラフォンテーヌ,4,,0,0,0,0,0,0,0,,0,2,,1,41,3,49,12,35,,,,,,,,1,1,0,0,0,0,,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,「東京攻略」ガイドブック,0,51,,,,,,,,103,,49,,35,,,,,,3,180,180,,,合羽橋道具,,食べ歩きできる食品,,,,,,,,5,5,5,,,0,5,5,買物が期待できる。上野エリアも楽しそう。,5,5,5,5,999,全部満足,999,,999,,999,,2,999,,2,,
2940,3,3,2018/12/15,12:00,3,海外,,スペイン,成田,成田,2,3,2,,8,東京都中央区,APAホテル,8,,0,0,0,0,0,0,0,,0,2,,1,41,2,51,23,56,,,,,,,街歩き,1,1,0,0,0,0,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,51,,,,,,,,103,,56,,,,,,,,3,200,200,,,キーホルダー,,,,,,,,,,5,5,5,,5,0,5,5,初めて来た。日本的。エキサイティング。,4,4,5,5,5,伝統がある,7,日本人が親切,999,,999,,2,999,,2,,
2941,3,3,2018/12/15,12:10,3,海外,,シンガポール,成田,成田,2,6,2,6,1,,,7,,0,0,1,0,0,0,0,,0,2,,1,41,1,51,,,,,,,,,,12,0,1,0,0,0,,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,,51,90,,,,,,,3,,,,,,,,,,,,,,2,4,4,4,,,,4,4,今朝成田に着いたばかりでまだよくわからない。前回は楽しかった。,4,4,4,4,4,食べ物がおいしい,999,,999,,999,,2,999,,2,,
2942,3,3,2018/12/15,12:20,3,海外,,韓国,成田,成田,1,3,2,3,,,,3,,0,0,0,1,0,0,0,,0,2,,1,41,1,51,2,51,7,51,,,,,,3,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,51,,,,,,,,103,60,,,,,,,,,16,18500,,12000,6000,日本的デザインの箸,500,メロンパン、団子,,,,,,,,4,4,4,4,4,4,4,4,日本人の友人がとても親切にいろいろな所を案内してくれている,5,5,5,5,5,にぎやかで活気がある,999,,6,,999,,2,999,,2,,
2943,3,3,2018/12/15,12:30,3,海外,,インドネシア,成田,成田,2,999,2,,9,荒川区,システムハウス,9,,0,0,0,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,5,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,グーグル,1,,,,,,,,,103,40,,,,,,,,,2,7800,200,,7000,箸,600,もち、せんべい,,,,,,,,4,4,5,5,5,0,5,5,いろいろなスナックがあっておいしい。買物も楽しめる。,5,5,4,4,5,すごくにぎやか,4,おいしい物がたくさん,6,,999,,2,999,,1,700,
2944,3,3,2018/12/15,12:40,3,海外,,マレーシア,羽田,羽田,2,7,2,,6,墨田区,Ａｉｒｂｎｂ,6,,0,0,0,0,0,0,0,,0,2,,1,41,7,56,,,,,,,,,,6,0,1,0,0,0,,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,花のマークがついたＪａｐａｎナントカというサイト。Tokyo Cheapo,0,51,,56,,,,,,103,120,,,,,,,,,3,3180,180,,,,3000,ラーメン他,,,,,,,,5,5,5,4,3,0,,5,観光は楽しめるが、物価が高い,5,5,5,5,999,全部満足,999,,4,物価が高い,999,,2,999,,2,,
2945,3,3,2018/12/15,12:50,3,海外,,中国,関西,成田,2,3,2,,5,大阪、京都、西葛西,ルミエールホテル,5,,0,0,0,0,0,0,0,,0,2,,1,41,3,56,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,51,,,,,,,,103,,56,,,,,,,,6,11000,,,10000,食品、酒など,1000,うどん,,,,,,,,5,5,5,5,5,0,5,5,店が多くて、いろいろなおみやげが買えた。うどんもおいしかった。,5,5,5,5,7,日本人が親切,12,,9,境内のトイレ、掃除が行き届いていない。汚れている。,999,,2,999,,2,,
2946,3,3,2018/12/15,13:00,3,海外,,中国,羽田,羽田,1,7,2,,5,新宿,ワシントンホテル,5,,0,0,0,0,0,0,0,,0,2,,1,41,1,51,7,56,,,,,,,,8,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,56,,51,,,,,,103,60,2,,,,,,,,3,1300,300,,,,1000,ラーメン,,,,,,,,5,5,5,5,,0,,5,食事がおいしい。活気があって楽しい。,5,5,4,4,5,人が多くて、観光地らしくてにぎやかで良い。,6,人が多くて、観光地らしくてにぎやかで良い。,14,屋内の休憩所があると良い。今日は北風が強くて寒いので。,999,,2,999,,2,,
2947,3,3,2018/12/16,,1,東京都,台東区,,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,,0,0,0,0,0,,1,10,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,,,,,,,,,,999,1000,,,,,1000,,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,999,,999,,999,,999,,2,999,,2,,
2948,3,3,2018/12/16,10:00,2,愛媛県,喜多郡内子町,,,,1,10,2,1,,,,1,,0,0,1,0,0,0,0,,0,4,市民講座,1,41,2,51,,,,,,,,,,2,0,1,0,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,103,30,51,30,,,,,,,2,23700,700,10000,5000,人形焼き他,7000,もんじゃ,,,,1000,お札,,,4,4,4,4,4,,4,4,,4,4,4,4,12,都心と違って下町の雰囲気が良い,999,,999,,999,,2,999,,2,,
2949,3,3,2018/12/16,10:10,2,山形県,西置賜郡小国町,,,,1,10,2,,1,東京都千代田区,APAホテル,1,,0,0,1,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,3,0,1,0,0,0,,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,30,51,40,,,,,,,2,11400,900,,5000,人形焼、せんべい,2500,,,,,3000,お札,,,5,5,5,4,4,,4,4,,4,4,4,4,7,道を聞いても親切に教えてくれる,999,,999,,999,,2,999,,2,,
