"key","管理者番号","樹木","指定番号","樹種","指定日","樹木等所在","経度","緯度","分類"
"","134","○","630","ｶｴﾃﾞ","2017/05/24 0:00:00","江古田1-19-1","139.675649359135","35.7264087430396","保護指定樹木"
"","267","●","461","ﾑｸﾛｼﾞ","1999/03/16 0:00:00","江原町1-3-12","139.675670742236","35.7282407657576","保護指定樹木"
"","134","○","629","ｶｴﾃﾞ","2017/05/24 0:00:00","江古田1-19-1","139.675676104636","35.7264033656136","保護指定樹木"
"","140","○","465","ｶｷ","1999/06/15 0:00:00","上高田1-41-2","139.675749701659","35.7108728926521","保護指定樹木"
"","140","○","231","ｸｽﾉｷ","1983/02/16 0:00:00","上高田1-41-2","139.675773458453","35.7110595398086","保護指定樹木"
"","246","●","424","ｸｽﾉｷ","1996/03/01 0:00:00","中野6-14-10","139.676436374549","35.7082858386543","保護指定樹木"
"","451","●","350","ｻｸﾗ","1990/02/05 0:00:00","弥生町1-39-10","139.676577659161","35.6875289044245","保護指定樹木"
"","425","●","141","ｼｲ","1981/07/11 0:00:00","江原町3-3-7","139.676535539216","35.7306768029409","保護指定樹木"
"","531","●","624","ｻｸﾗ","2016/09/26 0:00:00","中野1-14-14","139.676822570264","35.7055782862407","保護指定樹木"
"","498","●","140","ｼｲ","1981/07/11 0:00:00","江原町3-3-8","139.676795256132","35.7308372081963","保護指定樹木"
"","488","○","557","ｻｸﾗ","2009/07/31 0:00:00","上高田4-17-2","139.677295953804","35.7131640945302","保護指定樹木"
"","488","○","556","ｻｸﾗ","2009/07/31 0:00:00","上高田4-17-2","139.677307529802","35.7132261161285","保護指定樹木"
"","488","○","555","ｻｸﾗ","2009/07/31 0:00:00","上高田4-17-2","139.677310335487","35.7132869339213","保護指定樹木"
"","488","○","553","ｻｸﾗ","2009/07/31 0:00:00","上高田4-17-2","139.677379826763","35.7136411769998","保護指定樹木"
"","488","○","554","ｻｸﾗ","2009/07/31 0:00:00","上高田4-17-2","139.677387058357","35.713681729138","保護指定樹木"
"","488","○","559","ｹﾔｷ","2009/07/31 0:00:00","上高田4-17-2","139.677427563321","35.7139047668328","保護指定樹木"
"","488","○","562","ｹﾔｷ","2009/07/31 0:00:00","上高田4-17-2","139.677428923256","35.7139572357034","保護指定樹木"
"","488","○","561","ｹﾔｷ","2009/07/31 0:00:00","上高田4-17-2","139.677503472871","35.7139668717265","保護指定樹木"
"","488","○","560","ｹﾔｷ","2009/07/31 0:00:00","上高田4-17-2","139.677518198534","35.713913231249","保護指定樹木"
"","488","○","558","ｹﾔｷ","2009/07/31 0:00:00","上高田4-17-2","139.677966470677","35.7134690327636","保護指定樹木"
"","534","●","632","ｻｸﾗ","2017/11/01 0:00:00","本町2-11-12","139.67815914031","35.6934148678194","保護指定樹木"
"","488","●","549","ﾏﾃﾊﾞｼｲ","2009/07/31 0:00:00","上高田4-17-2","139.678179116299","35.7138938137165","保護指定樹木"
"","37","●","49","ｻｸﾗ","1979/12/04 0:00:00","本町2-13-12","139.678364569603","35.6946363160352","保護指定樹木"
"","488","○","550","ｻｸﾗ","2009/07/31 0:00:00","上高田4-17-2","139.678396185428","35.7134725154147","保護指定樹木"
"","488","○","551","ｻｸﾗ","2009/07/31 0:00:00","上高田4-17-2","139.678561612685","35.7134376038505","保護指定樹木"
"","488","○","552","ｻｸﾗ","2009/07/31 0:00:00","上高田4-17-2","139.678697609821","35.7134270467543","保護指定樹木"
"","274","●","477","ｻｸﾗ","1999/11/01 0:00:00","東中野2-32","139.679847246689","35.7056801536798","保護指定樹木"
"","274","○","478","ｷﾝﾓｸｾｲ","1999/11/01 0:00:00","東中野2-32","139.679973517931","35.7056835462187","保護指定樹木"
"","474","○","529","ｽﾀﾞｼﾞｲ","2007/12/07 0:00:00","東中野2-16-17","139.680475504731","35.7051480507639","保護指定樹木"
"","474","●","528","ｻｸﾗ","2007/12/07 0:00:00","東中野2-16-17","139.68052487628","35.7050355337688","保護指定樹木"
"","470","●","522","ｱｶﾏﾂ","2007/03/30 0:00:00","東中野2-6-29","139.681047153112","35.7020868353471","保護指定樹木"
"","278","○","304","ｼｲ","1984/08/23 0:00:00","東中野2-7-22","139.681441024252","35.7025256608555","保護指定樹木"
"","278","●","303","ｼｲ","1984/08/23 0:00:00","東中野2-7-22","139.681511202849","35.7025221720836","保護指定樹木"
"","522","●","604","ﾔﾏﾓﾓ","2014/02/18 0:00:00","本町1-5-5","139.682376147351","35.6927919339522","保護指定樹木"
"","68","●","94","ﾓﾁﾉｷ","1980/12/12 0:00:00","東中野3-11-2","139.682671703023","35.7081109683526","保護指定樹木"
"","36","●","48","ｼｲ","1979/12/03 0:00:00","東中野1-12-17","139.683599239263","35.7023634966142","保護指定樹木"
"","175","●","316","ﾋﾏﾗﾔｽｷﾞ","1985/06/17 0:00:00","東中野1-14-10","139.683993285883","35.70282944306","保護指定樹木"
"","273","●","476","ｽﾀﾞｼﾞｲ","1999/10/29 0:00:00","東中野4-9-19","139.684906779894","35.7076794171034","保護指定樹木"
"","262","●","458","ｴﾉｷ","1997/12/08 0:00:00","中央1-27-5","139.685231671209","35.6994986500454","保護指定樹木"
"","262","○","634","ｼｲ","2018/06/11 0:00:00","中央1-27-5","139.68523437197","35.6994653064413","保護指定樹木"
"","262","○","606","ｹﾔｷ","2014/07/25 0:00:00","中央1-27-5","139.685301905464","35.6995426181309","保護指定樹木"
"","262","○","635","ｼｲ","2018/06/11 0:00:00","中央1-27-5","139.685308887019","35.6994868619686","保護指定樹木"
"","262","○","496","ｻｸﾗ","2003/11/27 0:00:00","中央1-27-5","139.685336482008","35.6995011638299","保護指定樹木"
"","178","●","320","ｲﾁｮｳ","1985/11/11 0:00:00","東中野1-15-9","139.685864130264","35.7029596036003","保護指定樹木"
"","554","◯","667","スダジイ","2023/06/14 0:00:00","東中野5丁目2","139.686754951454","35.7066264646892","保護指定樹木"
"","525","○","608","ﾒﾀｾｺｲｱ","2014/12/26 0:00:00","東中野1-1-2","139.686886753191","35.7018873199297","保護指定樹木"
"","525","○","662","ﾒﾀｾｺｲｱ","2021/06/04 0:00:00","東中野1-1-2","139.686902806441","35.7018753745471","保護指定樹木"
"","525","●","607","ﾒﾀｾｺｲｱ","2014/12/26 0:00:00","東中野1-1-2","139.686922294686","35.7019033468528","保護指定樹木"
"","252","","676","ｹﾔｷ","","","139.637627752804","35.7180548472333","保護指定樹木"
