年月日[西暦],港区総数日本人世帯数[世帯],港区総数日本人人口男[人],港区総数日本人人口女[人],港区総数日本人人口計[人],港区総数外国人世帯数[世帯],港区総数外国人人口男[人],港区総数外国人人口女[人],港区総数外国人人口計[人],港区総数複数国籍世帯数[世帯],港区総数合計世帯数[世帯],港区総数合計人口男[人],港区総数合計人口女[人],港区総数合計人口計[人],芝地区総合支所管内日本人世帯数[世帯],芝地区総合支所管内日本人人口男[人],芝地区総合支所管内日本人人口女[人],芝地区総合支所管内日本人人口計[人],芝地区総合支所管内外国人世帯数[世帯],芝地区総合支所管内外国人人口男[人],芝地区総合支所管内外国人人口女[人],芝地区総合支所管内外国人人口計[人],芝地区総合支所管内複数国籍世帯数[世帯],芝地区総合支所管内合計世帯数[世帯],芝地区総合支所管内合計人口男[人],芝地区総合支所管内合計人口女[人],芝地区総合支所管内合計人口計[人],麻布地区総合支所管内日本人世帯数[世帯],麻布地区総合支所管内日本人人口男[人],麻布地区総合支所管内日本人人口女[人],麻布地区総合支所管内日本人人口計[人],麻布地区総合支所管内外国人世帯数[世帯],麻布地区総合支所管内外国人人口男[人],麻布地区総合支所管内外国人人口女[人],麻布地区総合支所管内外国人人口計[人],麻布地区総合支所管内複数国籍世帯数[世帯],麻布地区総合支所管内合計世帯数[世帯],麻布地区総合支所管内合計人口男[人],麻布地区総合支所管内合計人口女[人],麻布地区総合支所管内合計人口計[人],赤坂地区総合支所管内日本人世帯数[世帯],赤坂地区総合支所管内日本人人口男[人],赤坂地区総合支所管内日本人人口女[人],赤坂地区総合支所管内日本人人口計[人],赤坂地区総合支所管内外国人世帯数[世帯],赤坂地区総合支所管内外国人人口男[人],赤坂地区総合支所管内外国人人口女[人],赤坂地区総合支所管内外国人人口計[人],赤坂地区総合支所管内複数国籍世帯数[世帯],赤坂地区総合支所管内合計世帯数[世帯],赤坂地区総合支所管内合計人口男[人],赤坂地区総合支所管内合計人口女[人],赤坂地区総合支所管内合計人口計[人],高輪地区総合支所管内日本人世帯数[世帯],高輪地区総合支所管内日本人人口男[人],高輪地区総合支所管内日本人人口女[人],高輪地区総合支所管内日本人人口計[人],高輪地区総合支所管内外国人世帯数[世帯],高輪地区総合支所管内外国人人口男[人],高輪地区総合支所管内外国人人口女[人],高輪地区総合支所管内外国人人口計[人],高輪地区総合支所管内複数国籍世帯数[世帯],高輪地区総合支所管内合計世帯数[世帯],高輪地区総合支所管内合計人口男[人],高輪地区総合支所管内合計人口女[人],高輪地区総合支所管内合計人口計[人],芝浦港南地区総合支所管内日本人世帯数[世帯],芝浦港南地区総合支所管内日本人人口男[人],芝浦港南地区総合支所管内日本人人口女[人],芝浦港南地区総合支所管内日本人人口計[人],芝浦港南地区総合支所管内外国人世帯数[世帯],芝浦港南地区総合支所管内外国人人口男[人],芝浦港南地区総合支所管内外国人人口女[人],芝浦港南地区総合支所管内外国人人口計[人],芝浦港南地区総合支所管内複数国籍世帯[世帯],芝浦港南地区総合支所管内合計世帯数[世帯],芝浦港南地区総合支所管内合計人口男[人],芝浦港南地区総合支所管内合計人口女[人],芝浦港南地区総合支所管内合計人口計[人]
20220201,133932,112404,128257,240661,8938,8728,8221,16949,3267,146137,121132,136478,257610,24090,18522,20334,38856,1439,1311,1145,2456,460,25989,19833,21479,41312,31407,25108,28900,54008,3133,3158,2903,6061,1008,35548,28266,31803,60069,19696,16244,18739,34983,1520,1317,1243,2560,464,21680,17561,19982,37543,31690,26177,32550,58727,1266,1233,1241,2474,609,33565,27410,33791,61201,27049,26353,27734,54087,1580,1709,1689,3398,726,29355,28062,29423,57485
20220301,134009,112510,128269,240779,8895,8690,8211,16901,3272,146176,121200,136480,257680,24114,18562,20312,38874,1420,1285,1148,2433,463,25997,19847,21460,41307,31364,25072,28855,53927,3103,3138,2871,6009,998,35465,28210,31726,59936,19705,16244,18733,34977,1510,1306,1237,2543,463,21678,17550,19970,37520,31740,26245,32627,58872,1277,1248,1254,2502,616,33633,27493,33881,61374,27086,26387,27742,54129,1585,1713,1701,3414,732,29403,28100,29443,57543
20220401,135036,112907,128652,241559,9082,8866,8358,17224,3291,147409,121773,137010,258783,24438,18701,20501,39202,1454,1307,1163,2470,463,26355,20008,21664,41672,31609,25166,28988,54154,3208,3234,2947,6181,1005,35822,28400,31935,60335,19780,16291,18730,35021,1506,1305,1246,2551,469,21755,17596,19976,37572,31971,26378,32693,59071,1297,1271,1279,2550,625,33893,27649,33972,61621,27238,26371,27740,54111,1617,1749,1723,3472,729,29584,28120,29463,57583
20220501,135320,112989,128670,241659,9607,9304,8697,18001,3295,148222,122293,137367,259660,24502,18711,20537,39248,1525,1379,1205,2584,466,26493,20090,21742,41832,31670,25166,28958,54124,3392,3391,3089,6480,1008,36070,28557,32047,60604,19871,16360,18776,35136,1541,1341,1273,2614,472,21884,17701,20049,37750,32018,26402,32694,59096,1364,1318,1319,2637,621,34003,27720,34013,61733,27259,26350,27705,54055,1785,1875,1811,3686,728,29772,28225,29516,57741
20220601,135395,113082,128749,241831,9788,9440,8897,18337,3298,148481,122522,137646,260168,24526,18762,20529,39291,1541,1393,1234,2627,464,26531,20155,21763,41918,31652,25149,28949,54098,3476,3461,3177,6638,1011,36139,28610,32126,60736,19904,16401,18804,35205,1556,1356,1282,2638,479,21939,17757,20086,37843,32000,26382,32697,59079,1396,1331,1352,2683,619,34015,27713,34049,61762,27313,26388,27770,54158,1819,1899,1852,3751,725,29857,28287,29622,57909
20220701,135535,113158,128899,242057,9911,9515,8949,18464,3300,148746,122673,137848,260521,24532,18776,20553,39329,1571,1422,1244,2666,467,26570,20198,21797,41995,31691,25144,29013,54157,3500,3464,3179,6643,1008,36199,28608,32192,60800,19931,16410,18824,35234,1570,1364,1300,2664,474,21975,17774,20124,37898,32005,26390,32687,59077,1445,1364,1382,2746,620,34070,27754,34069,61823,27376,26438,27822,54260,1825,1901,1844,3745,731,29932,28339,29666,58005
20220801,135573,113136,128916,242052,9921,9513,8964,18477,3292,148786,122649,137880,260529,24518,18765,20554,39319,1573,1436,1260,2696,461,26552,20201,21814,42015,31679,25090,28982,54072,3518,3471,3182,6653,1005,36202,28561,32164,60725,19968,16435,18864,35299,1566,1351,1294,2645,468,22002,17786,20158,37944,32012,26390,32680,59070,1460,1377,1384,2761,625,34097,27767,34064,61831,27396,26456,27836,54292,1804,1878,1844,3722,733,29933,28334,29680,58014
20220901,135637,113199,128989,242188,10031,9636,9136,18772,3290,148958,122835,138125,260960,24565,18766,20599,39365,1599,1435,1289,2724,451,26615,20201,21888,42089,31671,25106,28965,54071,3551,3539,3233,6772,1013,36235,28645,32198,60843,19936,16394,18845,35239,1596,1380,1311,2691,463,21995,17774,20156,37930,32017,26405,32697,59102,1483,1397,1428,2825,627,34127,27802,34125,61927,27448,26528,27883,54411,1802,1885,1875,3760,736,29986,28413,29758,58171
20221001,135631,113182,129047,242229,10233,9768,9286,19054,3302,149166,122950,138333,261283,24573,18781,20594,39375,1610,1456,1289,2745,460,26643,20237,21883,42120,31586,25032,28929,53961,3645,3603,3318,6921,1014,36245,28635,32247,60882,19917,16395,18843,35238,1636,1403,1339,2742,460,22013,17798,20182,37980,32066,26408,32751,59159,1518,1413,1456,2869,628,34212,27821,34207,62028,27489,26566,27930,54496,1824,1893,1884,3777,740,30053,28459,29814,58273
20221101,135721,113214,129088,242302,10447,9924,9398,19322,3305,149473,123138,138486,261624,24557,18755,20574,39329,1656,1486,1321,2807,457,26670,20241,21895,42136,31636,25057,28948,54005,3697,3650,3332,6982,1016,36349,28707,32280,60987,19954,16426,18848,35274,1646,1401,1341,2742,461,22061,17827,20189,38016,32050,26385,32744,59129,1543,1431,1476,2907,630,34223,27816,34220,62036,27524,26591,27974,54565,1905,1956,1928,3884,741,30170,28547,29902,58449
20221201,135773,113273,129171,242444,10548,9971,9481,19452,3306,149627,123244,138652,261896,24540,18757,20577,39334,1692,1508,1340,2848,462,26694,20265,21917,42182,31651,25053,28969,54022,3719,3653,3341,6994,1009,36379,28706,32310,61016,19941,16411,18860,35271,1666,1428,1376,2804,464,22071,17839,20236,38075,32079,26388,32773,59161,1546,1425,1474,2899,629,34254,27813,34247,62060,27562,26664,27992,54656,1925,1957,1950,3907,742,30229,28621,29942,58563
20230101,135716,113177,129099,242276,10488,9891,9448,19339,3284,149488,123068,138547,261615,24514,18724,20570,39294,1673,1490,1336,2826,459,26646,20214,21906,42120,31648,25057,28939,53996,3670,3599,3311,6910,1003,36321,28656,32250,60906,19907,16377,18831,35208,1660,1427,1358,2785,462,22029,17804,20189,37993,32100,26372,32780,59152,1567,1431,1478,2909,620,34287,27803,34258,62061,27547,26647,27979,54626,1918,1944,1965,3909,740,30205,28591,29944,58535
20230201,135658,113212,129109,242321,10648,10059,9579,19638,3313,149619,123271,138688,261959,24496,18750,20564,39314,1722,1531,1374,2905,465,26683,20281,21938,42219,31605,25033,28937,53970,3708,3655,3357,7012,1015,36328,28688,32294,60982,19934,16396,18846,35242,1677,1452,1358,2810,462,22073,17848,20204,38052,32092,26373,32791,59164,1574,1438,1490,2928,626,34292,27811,34281,62092,27531,26660,27971,54631,1967,1983,2000,3983,745,30243,28643,29971,58614
20230301,135794,113347,129277,242624,10783,10160,9720,19880,3333,149910,123507,138997,262504,24508,18776,20572,39348,1751,1548,1402,2950,466,26725,20324,21974,42298,31575,25005,28915,53920,3739,3683,3396,7079,1022,36336,28688,32311,60999,19923,16392,18839,35231,1698,1459,1375,2834,462,22083,17851,20214,38065,32256,26529,32970,59499,1587,1454,1506,2960,634,34477,27983,34476,62459,27532,26645,27981,54626,2008,2016,2041,4057,749,30289,28661,30022,58683
20230401,136933,113862,129893,243755,10995,10325,9890,20215,3330,151258,124187,139783,263970,24744,18833,20661,39494,1803,1575,1424,2999,457,27004,20408,22085,42493,31746,25050,28967,54017,3759,3693,3419,7112,1016,36521,28743,32386,61129,19987,16392,18864,35256,1710,1470,1392,2862,467,22164,17862,20256,38118,32720,26874,33344,60218,1676,1520,1592,3112,644,35040,28394,34936,63330,27736,26713,28057,54770,2047,2067,2063,4130,746,30529,28780,30120,58900
20230501,137364,114102,130072,244174,11186,10486,10036,20522,3347,151897,124588,140108,264696,24825,18857,20686,39543,1845,1604,1450,3054,458,27128,20461,22136,42597,31774,25040,28926,53966,3801,3724,3438,7162,1016,36591,28764,32364,61128,20020,16423,18861,35284,1725,1488,1396,2884,471,22216,17911,20257,38168,32906,27042,33502,60544,1725,1577,1635,3212,652,35283,28619,35137,63756,27839,26740,28097,54837,2090,2093,2117,4210,750,30679,28833,30214,59047
20230601,137584,114321,130321,244642,11248,10561,10098,20659,3361,152193,124882,140419,265301,24824,18860,20676,39536,1860,1611,1471,3082,453,27137,20471,22147,42618,31717,25021,28889,53910,3804,3736,3450,7186,1016,36537,28757,32339,61096,20024,16461,18867,35328,1738,1501,1405,2906,472,22234,17962,20272,38234,33102,27163,33717,60880,1745,1602,1647,3249,658,35505,28765,35364,64129,27917,26816,28172,54988,2101,2111,2125,4236,762,30780,28927,30297,59224
20230701,137698,114412,130538,244950,11265,10538,10084,20622,3366,152329,124950,140622,265572,24803,18849,20653,39502,1861,1597,1464,3061,454,27118,20446,22117,42563,31695,24990,28950,53940,3792,3692,3418,7110,1012,36499,28682,32368,61050,20029,16468,18911,35379,1754,1516,1397,2913,477,22260,17984,20308,38292,33183,27240,33782,61022,1753,1619,1659,3278,661,35597,28859,35441,64300,27988,26865,28242,55107,2105,2114,2146,4260,762,30855,28979,30388,59367
20230801,137711,114400,130590,244990,11286,10570,10080,20650,3374,152371,124970,140670,265640,24765,18834,20634,39468,1867,1615,1472,3087,456,27088,20449,22106,42555,31616,24906,28871,53777,3748,3633,3379,7012,1002,36366,28539,32250,60789,20020,16451,18919,35370,1740,1519,1383,2902,485,22245,17970,20302,38272,33270,27295,33853,61148,1786,1664,1684,3348,662,35718,28959,35537,64496,28040,26914,28313,55227,2145,2139,2162,4301,769,30954,29053,30475,59528
20230901,137648,114369,130538,244907,11314,10692,10155,20847,3385,152347,125061,140693,265754,24725,18792,20609,39401,1872,1627,1480,3107,455,27052,20419,22089,42508,31583,24911,28851,53762,3767,3694,3429,7123,1008,36358,28605,32280,60885,19999,16438,18884,35322,1737,1515,1380,2895,484,22220,17953,20264,38217,33322,27343,33877,61220,1811,1711,1706,3417,667,35800,29054,35583,64637,28019,26885,28317,55202,2127,2145,2160,4305,771,30917,29030,30477,59507
20231001,137616,114350,130552,244902,11495,10819,10261,21080,3382,152493,125169,140813,265982,24690,18788,20583,39371,1904,1638,1505,3143,456,27050,20426,22088,42514,31542,24864,28817,53681,3805,3726,3444,7170,1003,36350,28590,32261,60851,19964,16404,18868,35272,1763,1529,1392,2921,480,22207,17933,20260,38193,33369,27386,33937,61323,1861,1736,1751,3487,670,35900,29122,35688,64810,28051,26908,28347,55255,2162,2190,2169,4359,773,30986,29098,30516,59614
20231101,137653,114409,130606,245015,11589,10920,10349,21269,3395,152637,125329,140955,266284,24717,18820,20580,39400,1921,1653,1519,3172,463,27101,20473,22099,42572,31489,24816,28783,53599,3838,3760,3481,7241,1002,36329,28576,32264,60840,19960,16392,18877,35269,1771,1543,1400,2943,482,22213,17935,20277,38212,33434,27461,34013,61474,1879,1760,1761,3521,677,35990,29221,35774,64995,28053,26920,28353,55273,2180,2204,2188,4392,771,31004,29124,30541,59665
20231201,137636,114481,130678,245159,11652,10946,10424,21370,3406,152694,125427,141102,266529,24734,18845,20592,39437,1924,1650,1515,3165,463,27121,20495,22107,42602,31454,24817,28753,53570,3857,3767,3505,7272,1001,36312,28584,32258,60842,19922,16376,18863,35239,1785,1541,1411,2952,481,22188,17917,20274,38191,33468,27492,34091,61583,1873,1760,1766,3526,684,36025,29252,35857,65109,28058,26951,28379,55330,2213,2228,2227,4455,777,31048,29179,30606,59785
20240101,137575,114470,130558,245028,11586,10883,10395,21278,3384,152545,125353,140953,266306,24778,18873,20618,39491,1902,1644,1509,3153,467,27147,20517,22127,42644,31403,24800,28649,53449,3797,3718,3475,7193,990,36190,28518,32124,60642,19894,16368,18846,35214,1807,1548,1418,2966,477,22178,17916,20264,38180,33443,27487,34079,61566,1864,1755,1768,3523,681,35988,29242,35847,65089,28057,26942,28366,55308,2216,2218,2225,4443,769,31042,29160,30591,59751
20240201,137533,114460,130532,244992,11710,11025,10505,21530,3388,152631,125485,141037,266522,24787,18875,20641,39516,1932,1678,1539,3217,468,27187,20553,22180,42733,31401,24813,28596,53409,3845,3773,3516,7289,995,36241,28586,32112,60698,19884,16355,18830,35185,1799,1539,1417,2956,476,22159,17894,20247,38141,33395,27483,34094,61577,1887,1783,1797,3580,684,35966,29266,35891,65157,28066,26934,28371,55305,2247,2252,2236,4488,765,31078,29186,30607,59793
20240301,137539,114476,130498,244974,11785,11099,10559,21658,3403,152727,125575,141057,266632,24804,18897,20628,39525,1942,1684,1525,3209,468,27214,20581,22153,42734,31386,24831,28578,53409,3880,3797,3562,7359,1001,36267,28628,32140,60768,19869,16356,18821,35177,1805,1543,1428,2971,478,22152,17899,20249,38148,33414,27486,34077,61563,1910,1806,1799,3605,685,36009,29292,35876,65168,28066,26906,28394,55300,2248,2269,2245,4514,771,31085,29175,30639,59814
20240401,138144,114691,130696,245387,11963,11182,10681,21863,3401,153508,125873,141377,267250,24949,18901,20715,39616,1986,1715,1555,3270,470,27405,20616,22270,42886,31597,24937,28702,53639,3932,3812,3591,7403,1006,36535,28749,32293,61042,19833,16330,18752,35082,1831,1558,1446,3004,473,22137,17888,20198,38086,33620,27602,34132,61734,1962,1819,1838,3657,679,36261,29421,35970,65391,28145,26921,28395,55316,2252,2278,2251,4529,773,31170,29199,30646,59845
20240501,138313,114701,130640,245341,12125,11290,10758,22048,3383,153821,125991,141398,267389,24980,18905,20697,39602,2015,1738,1563,3301,469,27464,20643,22260,42903,31668,24950,28711,53661,3951,3824,3596,7420,1008,36627,28774,32307,61081,19879,16346,18771,35117,1871,1589,1474,3063,468,22218,17935,20245,38180,33656,27623,34160,61783,1990,1837,1860,3697,677,36323,29460,36020,65480,28130,26877,28301,55178,2298,2302,2265,4567,761,31189,29179,30566,59745
20240601,138306,114710,130674,245384,12161,11314,10794,22108,3384,153851,126024,141468,267492,24961,18883,20704,39587,2035,1760,1577,3337,470,27466,20643,22281,42924,31669,24944,28721,53665,3934,3803,3585,7388,1001,36604,28747,32306,61053,19894,16356,18779,35135,1877,1589,1477,3066,468,22239,17945,20256,38201,33632,27623,34154,61777,2023,1864,1883,3747,678,36333,29487,36037,65524,28150,26904,28316,55220,2292,2298,2272,4570,767,31209,29202,30588,59790
20240701,138264,114626,130725,245351,12201,11338,10761,22099,3388,153853,125964,141486,267450,24929,18863,20684,39547,2039,1761,1577,3338,476,27444,20624,22261,42885,31665,24922,28755,53677,3950,3795,3551,7346,995,36610,28717,32306,61023,19868,16319,18758,35077,1881,1608,1476,3084,469,22218,17927,20234,38161,33634,27636,34175,61811,2030,1870,1877,3747,679,36343,29506,36052,65558,28168,26886,28353,55239,2301,2304,2280,4584,769,31238,29190,30633,59823
20240801,138251,114657,130749,245406,12292,11418,10792,22210,3399,153942,126075,141541,267616,24956,18902,20680,39582,2080,1806,1601,3407,475,27511,20708,22281,42989,31705,24941,28770,53711,3958,3784,3517,7301,1000,36663,28725,32287,61012,19829,16302,18757,35059,1892,1608,1476,3084,472,22193,17910,20233,38143,33606,27618,34172,61790,2032,1882,1889,3771,677,36315,29500,36061,65561,28155,26894,28370,55264,2330,2338,2309,4647,775,31260,29232,30679,59911
20240901,138126,114535,130739,245274,12343,11472,10895,22367,3408,153877,126007,141634,267641,24942,18896,20698,39594,2087,1828,1629,3457,479,27508,20724,22327,43051,31668,24905,28766,53671,3991,3818,3572,7390,1011,36670,28723,32338,61061,19796,16256,18742,34998,1914,1621,1494,3115,467,22177,17877,20236,38113,33589,27617,34179,61796,2023,1876,1885,3761,681,36293,29493,36064,65557,28131,26861,28354,55215,2328,2329,2315,4644,770,31229,29190,30669,59859

港区の人口・世帯数（住民基本台帳に基づく） ,Ver202409
