年月日[西暦],港区総数日本人世帯数[世帯],港区総数日本人人口男[人],港区総数日本人人口女[人],港区総数日本人人口計[人],港区総数外国人世帯数[世帯],港区総数外国人人口男[人],港区総数外国人人口女[人],港区総数外国人人口計[人],港区総数複数国籍世帯数[世帯],港区総数合計世帯数[世帯],港区総数合計人口男[人],港区総数合計人口女[人],港区総数合計人口計[人],芝地区総合支所管内日本人世帯数[世帯],芝地区総合支所管内日本人人口男[人],芝地区総合支所管内日本人人口女[人],芝地区総合支所管内日本人人口計[人],芝地区総合支所管内外国人世帯数[世帯],芝地区総合支所管内外国人人口男[人],芝地区総合支所管内外国人人口女[人],芝地区総合支所管内外国人人口計[人],芝地区総合支所管内複数国籍世帯数[世帯],芝地区総合支所管内合計世帯数[世帯],芝地区総合支所管内合計人口男[人],芝地区総合支所管内合計人口女[人],芝地区総合支所管内合計人口計[人],麻布地区総合支所管内日本人世帯数[世帯],麻布地区総合支所管内日本人人口男[人],麻布地区総合支所管内日本人人口女[人],麻布地区総合支所管内日本人人口計[人],麻布地区総合支所管内外国人世帯数[世帯],麻布地区総合支所管内外国人人口男[人],麻布地区総合支所管内外国人人口女[人],麻布地区総合支所管内外国人人口計[人],麻布地区総合支所管内複数国籍世帯数[世帯],麻布地区総合支所管内合計世帯数[世帯],麻布地区総合支所管内合計人口男[人],麻布地区総合支所管内合計人口女[人],麻布地区総合支所管内合計人口計[人],赤坂地区総合支所管内日本人世帯数[世帯],赤坂地区総合支所管内日本人人口男[人],赤坂地区総合支所管内日本人人口女[人],赤坂地区総合支所管内日本人人口計[人],赤坂地区総合支所管内外国人世帯数[世帯],赤坂地区総合支所管内外国人人口男[人],赤坂地区総合支所管内外国人人口女[人],赤坂地区総合支所管内外国人人口計[人],赤坂地区総合支所管内複数国籍世帯数[世帯],赤坂地区総合支所管内合計世帯数[世帯],赤坂地区総合支所管内合計人口男[人],赤坂地区総合支所管内合計人口女[人],赤坂地区総合支所管内合計人口計[人],高輪地区総合支所管内日本人世帯数[世帯],高輪地区総合支所管内日本人人口男[人],高輪地区総合支所管内日本人人口女[人],高輪地区総合支所管内日本人人口計[人],高輪地区総合支所管内外国人世帯数[世帯],高輪地区総合支所管内外国人人口男[人],高輪地区総合支所管内外国人人口女[人],高輪地区総合支所管内外国人人口計[人],高輪地区総合支所管内複数国籍世帯数[世帯],高輪地区総合支所管内合計世帯数[世帯],高輪地区総合支所管内合計人口男[人],高輪地区総合支所管内合計人口女[人],高輪地区総合支所管内合計人口計[人],芝浦港南地区総合支所管内日本人世帯数[世帯],芝浦港南地区総合支所管内日本人人口男[人],芝浦港南地区総合支所管内日本人人口女[人],芝浦港南地区総合支所管内日本人人口計[人],芝浦港南地区総合支所管内外国人世帯数[世帯],芝浦港南地区総合支所管内外国人人口男[人],芝浦港南地区総合支所管内外国人人口女[人],芝浦港南地区総合支所管内外国人人口計[人],芝浦港南地区総合支所管内複数国籍世帯[世帯],芝浦港南地区総合支所管内合計世帯数[世帯],芝浦港南地区総合支所管内合計人口男[人],芝浦港南地区総合支所管内合計人口女[人],芝浦港南地区総合支所管内合計人口計[人]
20070701,109747,90142,102546,192688,-,-,-,-,-,-,-,-,-,18205,14365,15782,30147,-,-,-,-,-,-,-,-,-,26804,20593,24049,44642,-,-,-,-,-,-,-,-,-,16515,13337,15756,29093,-,-,-,-,-,-,-,-,-,28252,23224,28244,51468,-,-,-,-,-,-,-,-,-,19971,18623,18715,37338,-,-,-,-,-,-,-,-,-
20070801,109951,90312,102723,193035,-,-,-,-,-,-,-,-,-,18212,14375,15754,30129,-,-,-,-,-,-,-,-,-,26828,20619,24076,44695,-,-,-,-,-,-,-,-,-,16523,13324,15780,29104,-,-,-,-,-,-,-,-,-,28278,23241,28261,51502,-,-,-,-,-,-,-,-,-,20110,18753,18852,37605,-,-,-,-,-,-,-,-,-
20070901,110192,90567,102922,193489,-,-,-,-,-,-,-,-,-,18260,14390,15788,30178,-,-,-,-,-,-,-,-,-,26815,20605,24070,44675,-,-,-,-,-,-,-,-,-,16488,13317,15729,29046,-,-,-,-,-,-,-,-,-,28317,23267,28276,51543,-,-,-,-,-,-,-,-,-,20312,18988,19059,38047,-,-,-,-,-,-,-,-,-
20071001,110271,90609,102974,193583,-,-,-,-,-,-,-,-,-,18290,14419,15790,30209,-,-,-,-,-,-,-,-,-,26832,20631,24047,44678,-,-,-,-,-,-,-,-,-,16450,13273,15714,28987,-,-,-,-,-,-,-,-,-,28327,23257,28295,51552,-,-,-,-,-,-,-,-,-,20372,19029,19128,38157,-,-,-,-,-,-,-,-,-
20071101,110412,90738,103142,193880,-,-,-,-,-,-,-,-,-,18358,14452,15836,30288,-,-,-,-,-,-,-,-,-,26822,20620,24042,44662,-,-,-,-,-,-,-,-,-,16402,13257,15682,28939,-,-,-,-,-,-,-,-,-,28341,23276,28319,51595,-,-,-,-,-,-,-,-,-,20489,19133,19263,38396,-,-,-,-,-,-,-,-,-
20071201,110507,90766,103307,194073,-,-,-,-,-,-,-,-,-,18409,14463,15894,30357,-,-,-,-,-,-,-,-,-,26824,20611,24048,44659,-,-,-,-,-,-,-,-,-,16380,13248,15675,28923,-,-,-,-,-,-,-,-,-,28353,23261,28350,51611,-,-,-,-,-,-,-,-,-,20541,19183,19340,38523,-,-,-,-,-,-,-,-,-
20080101,110934,91234,103832,195066,-,-,-,-,-,-,-,-,-,18379,14412,15854,30266,-,-,-,-,-,-,-,-,-,26716,20531,23954,44485,-,-,-,-,-,-,-,-,-,16370,13245,15685,28930,-,-,-,-,-,-,-,-,-,28342,23236,28334,51570,-,-,-,-,-,-,-,-,-,21127,19810,20005,39815,-,-,-,-,-,-,-,-,-
20080201,111138,91426,104025,195451,-,-,-,-,-,-,-,-,-,18397,14417,15884,30301,-,-,-,-,-,-,-,-,-,26722,20544,23955,44499,-,-,-,-,-,-,-,-,-,16377,13260,15673,28933,-,-,-,-,-,-,-,-,-,28341,23246,28331,51577,-,-,-,-,-,-,-,-,-,21301,19959,20182,40141,-,-,-,-,-,-,-,-,-
20080301,111077,91505,104003,195508,-,-,-,-,-,-,-,-,-,18347,14416,15834,30250,-,-,-,-,-,-,-,-,-,26667,20518,23916,44434,-,-,-,-,-,-,-,-,-,16359,13263,15661,28924,-,-,-,-,-,-,-,-,-,28348,23267,28347,51614,-,-,-,-,-,-,-,-,-,21356,20041,20245,40286,-,-,-,-,-,-,-,-,-
20080401,111613,91639,104289,195928,-,-,-,-,-,-,-,-,-,18612,14523,16005,30528,-,-,-,-,-,-,-,-,-,26774,20539,23959,44498,-,-,-,-,-,-,-,-,-,16354,13233,15657,28890,-,-,-,-,-,-,-,-,-,28469,23282,28375,51657,-,-,-,-,-,-,-,-,-,21404,20062,20293,40355,-,-,-,-,-,-,-,-,-
20080501,111900,91701,104463,196164,-,-,-,-,-,-,-,-,-,18718,14618,16055,30673,-,-,-,-,-,-,-,-,-,26825,20520,23997,44517,-,-,-,-,-,-,-,-,-,16395,13237,15649,28886,-,-,-,-,-,-,-,-,-,28513,23249,28369,51618,-,-,-,-,-,-,-,-,-,21449,20077,20393,40470,-,-,-,-,-,-,-,-,-
20080601,112032,91805,104513,196318,-,-,-,-,-,-,-,-,-,18838,14730,16155,30885,-,-,-,-,-,-,-,-,-,26839,20536,23960,44496,-,-,-,-,-,-,-,-,-,16396,13223,15630,28853,-,-,-,-,-,-,-,-,-,28485,23219,28344,51563,-,-,-,-,-,-,-,-,-,21474,20097,20424,40521,-,-,-,-,-,-,-,-,-
20080701,112183,91943,104623,196566,-,-,-,-,-,-,-,-,-,18967,14842,16246,31088,-,-,-,-,-,-,-,-,-,26783,20508,23933,44441,-,-,-,-,-,-,-,-,-,16387,13203,15640,28843,-,-,-,-,-,-,-,-,-,28520,23234,28361,51595,-,-,-,-,-,-,-,-,-,21526,20156,20443,40599,-,-,-,-,-,-,-,-,-
20080801,112270,92029,104720,196749,-,-,-,-,-,-,-,-,-,19024,14906,16263,31169,-,-,-,-,-,-,-,-,-,26724,20431,23886,44317,-,-,-,-,-,-,-,-,-,16451,13250,15720,28970,-,-,-,-,-,-,-,-,-,28515,23259,28361,51620,-,-,-,-,-,-,-,-,-,21556,20183,20490,40673,-,-,-,-,-,-,-,-,-
20080901,112339,92147,104843,196990,-,-,-,-,-,-,-,-,-,19011,14905,16248,31153,-,-,-,-,-,-,-,-,-,26689,20397,23860,44257,-,-,-,-,-,-,-,-,-,16555,13350,15860,29210,-,-,-,-,-,-,-,-,-,28510,23284,28359,51643,-,-,-,-,-,-,-,-,-,21574,20211,20516,40727,-,-,-,-,-,-,-,-,-
20081001,112602,92333,105023,197356,-,-,-,-,-,-,-,-,-,19066,14950,16274,31224,-,-,-,-,-,-,-,-,-,26662,20385,23856,44241,-,-,-,-,-,-,-,-,-,16608,13381,15869,29250,-,-,-,-,-,-,-,-,-,28554,23266,28396,51662,-,-,-,-,-,-,-,-,-,21712,20351,20628,40979,-,-,-,-,-,-,-,-,-
20081101,112743,92468,105153,197621,-,-,-,-,-,-,-,-,-,19106,14992,16287,31279,-,-,-,-,-,-,-,-,-,26638,20402,23857,44259,-,-,-,-,-,-,-,-,-,16613,13393,15870,29263,-,-,-,-,-,-,-,-,-,28559,23218,28418,51636,-,-,-,-,-,-,-,-,-,21827,20463,20721,41184,-,-,-,-,-,-,-,-,-
20081201,113164,92897,105590,198487,-,-,-,-,-,-,-,-,-,19100,14993,16311,31304,-,-,-,-,-,-,-,-,-,26546,20341,23783,44124,-,-,-,-,-,-,-,-,-,16618,13393,15876,29269,-,-,-,-,-,-,-,-,-,28542,23207,28422,51629,-,-,-,-,-,-,-,-,-,22358,20963,21198,42161,-,-,-,-,-,-,-,-,-
20090101,113324,93056,105803,198859,-,-,-,-,-,-,-,-,-,19098,15008,16330,31338,-,-,-,-,-,-,-,-,-,26469,20267,23743,44010,-,-,-,-,-,-,-,-,-,16591,13372,15862,29234,-,-,-,-,-,-,-,-,-,28508,23181,28405,51586,-,-,-,-,-,-,-,-,-,22658,21228,21463,42691,-,-,-,-,-,-,-,-,-
20090201,113522,93333,106071,199404,-,-,-,-,-,-,-,-,-,19115,15033,16336,31369,-,-,-,-,-,-,-,-,-,26447,20278,23767,44045,-,-,-,-,-,-,-,-,-,16610,13399,15901,29300,-,-,-,-,-,-,-,-,-,28510,23187,28432,51619,-,-,-,-,-,-,-,-,-,22840,21436,21635,43071,-,-,-,-,-,-,-,-,-
20090301,113562,93335,106166,199501,-,-,-,-,-,-,-,-,-,19130,15049,16365,31414,-,-,-,-,-,-,-,-,-,26410,20234,23712,43946,-,-,-,-,-,-,-,-,-,16614,13379,15930,29309,-,-,-,-,-,-,-,-,-,28470,23155,28430,51585,-,-,-,-,-,-,-,-,-,22938,21518,21729,43247,-,-,-,-,-,-,-,-,-
20090401,113986,93482,106359,199841,-,-,-,-,-,-,-,-,-,19293,15119,16463,31582,-,-,-,-,-,-,-,-,-,26444,20179,23697,43876,-,-,-,-,-,-,-,-,-,16642,13392,15953,29345,-,-,-,-,-,-,-,-,-,28534,23175,28394,51569,-,-,-,-,-,-,-,-,-,23073,21617,21852,43469,-,-,-,-,-,-,-,-,-
20090501,114226,93539,106530,200069,-,-,-,-,-,-,-,-,-,19358,15155,16482,31637,-,-,-,-,-,-,-,-,-,26490,20200,23714,43914,-,-,-,-,-,-,-,-,-,16670,13377,15986,29363,-,-,-,-,-,-,-,-,-,28524,23140,28390,51530,-,-,-,-,-,-,-,-,-,23184,21667,21958,43625,-,-,-,-,-,-,-,-,-
20090601,114253,93612,106650,200262,-,-,-,-,-,-,-,-,-,19302,15122,16477,31599,-,-,-,-,-,-,-,-,-,26478,20230,23695,43925,-,-,-,-,-,-,-,-,-,16711,13409,16016,29425,-,-,-,-,-,-,-,-,-,28535,23128,28414,51542,-,-,-,-,-,-,-,-,-,23227,21723,22048,43771,-,-,-,-,-,-,-,-,-
20090701,114333,93731,106790,200521,-,-,-,-,-,-,-,-,-,19321,15158,16529,31687,-,-,-,-,-,-,-,-,-,26443,20199,23675,43874,-,-,-,-,-,-,-,-,-,16768,13452,16056,29508,-,-,-,-,-,-,-,-,-,28538,23153,28426,51579,-,-,-,-,-,-,-,-,-,23263,21769,22104,43873,-,-,-,-,-,-,-,-,-
20090801,114506,93879,107020,200899,-,-,-,-,-,-,-,-,-,19350,15201,16558,31759,-,-,-,-,-,-,-,-,-,26445,20188,23700,43888,-,-,-,-,-,-,-,-,-,16873,13553,16163,29716,-,-,-,-,-,-,-,-,-,28518,23120,28440,51560,-,-,-,-,-,-,-,-,-,23320,21817,22159,43976,-,-,-,-,-,-,-,-,-
20090901,114598,93928,107117,201045,-,-,-,-,-,-,-,-,-,19376,15220,16563,31783,-,-,-,-,-,-,-,-,-,26454,20185,23712,43897,-,-,-,-,-,-,-,-,-,16898,13552,16175,29727,-,-,-,-,-,-,-,-,-,28500,23131,28426,51557,-,-,-,-,-,-,-,-,-,23370,21840,22241,44081,-,-,-,-,-,-,-,-,-
20091001,114673,93982,107189,201171,-,-,-,-,-,-,-,-,-,19459,15308,16645,31953,-,-,-,-,-,-,-,-,-,26405,20149,23641,43790,-,-,-,-,-,-,-,-,-,16888,13522,16161,29683,-,-,-,-,-,-,-,-,-,28503,23136,28430,51566,-,-,-,-,-,-,-,-,-,23418,21867,22312,44179,-,-,-,-,-,-,-,-,-
20091101,114707,93987,107284,201271,-,-,-,-,-,-,-,-,-,19481,15306,16685,31991,-,-,-,-,-,-,-,-,-,26360,20109,23618,43727,-,-,-,-,-,-,-,-,-,16936,13568,16217,29785,-,-,-,-,-,-,-,-,-,28494,23128,28419,51547,-,-,-,-,-,-,-,-,-,23436,21876,22345,44221,-,-,-,-,-,-,-,-,-
20091201,114811,94037,107416,201453,-,-,-,-,-,-,-,-,-,19480,15285,16696,31981,-,-,-,-,-,-,-,-,-,26368,20110,23632,43742,-,-,-,-,-,-,-,-,-,16954,13569,16225,29794,-,-,-,-,-,-,-,-,-,28516,23147,28438,51585,-,-,-,-,-,-,-,-,-,23493,21926,22425,44351,-,-,-,-,-,-,-,-,-
20100101,114816,93979,107564,201543,-,-,-,-,-,-,-,-,-,19465,15251,16704,31955,-,-,-,-,-,-,-,-,-,26372,20123,23636,43759,-,-,-,-,-,-,-,-,-,16960,13554,16266,29820,-,-,-,-,-,-,-,-,-,28526,23106,28496,51602,-,-,-,-,-,-,-,-,-,23493,21945,22462,44407,-,-,-,-,-,-,-,-,-
20100201,114972,94088,107796,201884,-,-,-,-,-,-,-,-,-,19512,15267,16762,32029,-,-,-,-,-,-,-,-,-,26401,20149,23665,43814,-,-,-,-,-,-,-,-,-,16977,13576,16318,29894,-,-,-,-,-,-,-,-,-,28550,23112,28545,51657,-,-,-,-,-,-,-,-,-,23532,21984,22506,44490,-,-,-,-,-,-,-,-,-
20100301,114980,94132,107892,202024,-,-,-,-,-,-,-,-,-,19498,15253,16761,32014,-,-,-,-,-,-,-,-,-,26411,20159,23705,43864,-,-,-,-,-,-,-,-,-,16959,13564,16305,29869,-,-,-,-,-,-,-,-,-,28568,23145,28585,51730,-,-,-,-,-,-,-,-,-,23544,22011,22536,44547,-,-,-,-,-,-,-,-,-
20100401,115501,94357,108148,202505,-,-,-,-,-,-,-,-,-,19609,15313,16804,32117,-,-,-,-,-,-,-,-,-,26659,20262,23841,44103,-,-,-,-,-,-,-,-,-,17061,13629,16380,30009,-,-,-,-,-,-,-,-,-,28630,23180,28590,51770,-,-,-,-,-,-,-,-,-,23542,21973,22533,44506,-,-,-,-,-,-,-,-,-
20100501,115721,94414,108379,202793,-,-,-,-,-,-,-,-,-,19683,15320,16874,32194,-,-,-,-,-,-,-,-,-,26688,20292,23844,44136,-,-,-,-,-,-,-,-,-,17124,13655,16466,30121,-,-,-,-,-,-,-,-,-,28644,23169,28619,51788,-,-,-,-,-,-,-,-,-,23582,21978,22576,44554,-,-,-,-,-,-,-,-,-
20100601,115948,94620,108564,203184,-,-,-,-,-,-,-,-,-,19734,15355,16914,32269,-,-,-,-,-,-,-,-,-,26746,20343,23900,44243,-,-,-,-,-,-,-,-,-,17134,13646,16457,30103,-,-,-,-,-,-,-,-,-,28676,23208,28652,51860,-,-,-,-,-,-,-,-,-,23658,22068,22641,44709,-,-,-,-,-,-,-,-,-
20100701,116374,94945,108960,203905,-,-,-,-,-,-,-,-,-,19996,15584,17137,32721,-,-,-,-,-,-,-,-,-,26790,20344,23940,44284,-,-,-,-,-,-,-,-,-,17170,13664,16516,30180,-,-,-,-,-,-,-,-,-,28721,23225,28667,51892,-,-,-,-,-,-,-,-,-,23697,22128,22700,44828,-,-,-,-,-,-,-,-,-
20100801,116426,95022,109076,204098,-,-,-,-,-,-,-,-,-,20048,15651,17185,32836,-,-,-,-,-,-,-,-,-,26794,20359,23962,44321,-,-,-,-,-,-,-,-,-,17156,13671,16531,30202,-,-,-,-,-,-,-,-,-,28676,23207,28638,51845,-,-,-,-,-,-,-,-,-,23752,22134,22760,44894,-,-,-,-,-,-,-,-,-
20100901,116641,95252,109265,204517,-,-,-,-,-,-,-,-,-,20094,15689,17252,32941,-,-,-,-,-,-,-,-,-,26825,20407,23977,44384,-,-,-,-,-,-,-,-,-,17193,13720,16573,30293,-,-,-,-,-,-,-,-,-,28716,23236,28664,51900,-,-,-,-,-,-,-,-,-,23813,22200,22799,44999,-,-,-,-,-,-,-,-,-
20101001,116855,95428,109473,204901,-,-,-,-,-,-,-,-,-,20147,15726,17290,33016,-,-,-,-,-,-,-,-,-,26863,20438,24006,44444,-,-,-,-,-,-,-,-,-,17226,13757,16591,30348,-,-,-,-,-,-,-,-,-,28774,23257,28753,52010,-,-,-,-,-,-,-,-,-,23845,22250,22833,45083,-,-,-,-,-,-,-,-,-
20101101,116933,95545,109537,205082,-,-,-,-,-,-,-,-,-,20160,15764,17315,33079,-,-,-,-,-,-,-,-,-,26853,20424,23990,44414,-,-,-,-,-,-,-,-,-,17225,13750,16598,30348,-,-,-,-,-,-,-,-,-,28837,23316,28826,52142,-,-,-,-,-,-,-,-,-,23858,22291,22808,45099,-,-,-,-,-,-,-,-,-
20101201,117075,95742,109688,205430,-,-,-,-,-,-,-,-,-,20202,15810,17343,33153,-,-,-,-,-,-,-,-,-,26922,20486,24025,44511,-,-,-,-,-,-,-,-,-,17240,13782,16600,30382,-,-,-,-,-,-,-,-,-,28852,23327,28887,52214,-,-,-,-,-,-,-,-,-,23859,22337,22833,45170,-,-,-,-,-,-,-,-,-
20110101,117152,95828,109771,205599,-,-,-,-,-,-,-,-,-,20191,15832,17340,33172,-,-,-,-,-,-,-,-,-,26910,20492,24037,44529,-,-,-,-,-,-,-,-,-,17277,13791,16600,30391,-,-,-,-,-,-,-,-,-,28865,23320,28919,52239,-,-,-,-,-,-,-,-,-,23909,22393,22875,45268,-,-,-,-,-,-,-,-,-
20110201,117332,95952,109940,205892,-,-,-,-,-,-,-,-,-,20200,15839,17365,33204,-,-,-,-,-,-,-,-,-,26972,20505,24100,44605,-,-,-,-,-,-,-,-,-,17309,13831,16625,30456,-,-,-,-,-,-,-,-,-,28886,23321,28931,52252,-,-,-,-,-,-,-,-,-,23965,22456,22919,45375,-,-,-,-,-,-,-,-,-
20110301,117415,96024,110042,206066,-,-,-,-,-,-,-,-,-,20243,15861,17390,33251,-,-,-,-,-,-,-,-,-,26956,20478,24098,44576,-,-,-,-,-,-,-,-,-,17359,13857,16665,30522,-,-,-,-,-,-,-,-,-,28868,23343,28949,52292,-,-,-,-,-,-,-,-,-,23989,22485,22940,45425,-,-,-,-,-,-,-,-,-
20110401,117886,96231,110240,206471,-,-,-,-,-,-,-,-,-,20373,15949,17480,33429,-,-,-,-,-,-,-,-,-,27124,20598,24168,44766,-,-,-,-,-,-,-,-,-,17398,13854,16715,30569,-,-,-,-,-,-,-,-,-,28954,23349,28945,52294,-,-,-,-,-,-,-,-,-,24037,22481,22932,45413,-,-,-,-,-,-,-,-,-
20110501,118161,96380,110282,206662,-,-,-,-,-,-,-,-,-,20445,16014,17486,33500,-,-,-,-,-,-,-,-,-,27199,20620,24207,44827,-,-,-,-,-,-,-,-,-,17489,13929,16694,30623,-,-,-,-,-,-,-,-,-,28974,23345,28974,52319,-,-,-,-,-,-,-,-,-,24054,22472,22921,45393,-,-,-,-,-,-,-,-,-
20110601,118270,96440,110363,206803,-,-,-,-,-,-,-,-,-,20441,16020,17469,33489,-,-,-,-,-,-,-,-,-,27271,20681,24257,44938,-,-,-,-,-,-,-,-,-,17517,13940,16696,30636,-,-,-,-,-,-,-,-,-,28980,23332,29017,52349,-,-,-,-,-,-,-,-,-,24061,22467,22924,45391,-,-,-,-,-,-,-,-,-
20110701,118360,96568,110422,206990,-,-,-,-,-,-,-,-,-,20459,16032,17488,33520,-,-,-,-,-,-,-,-,-,27280,20705,24252,44957,-,-,-,-,-,-,-,-,-,17514,13955,16703,30658,-,-,-,-,-,-,-,-,-,29014,23358,29052,52410,-,-,-,-,-,-,-,-,-,24093,22518,22927,45445,-,-,-,-,-,-,-,-,-
20110801,118443,96682,110400,207082,-,-,-,-,-,-,-,-,-,20490,16053,17472,33525,-,-,-,-,-,-,-,-,-,27297,20732,24236,44968,-,-,-,-,-,-,-,-,-,17532,13980,16718,30698,-,-,-,-,-,-,-,-,-,29050,23378,29059,52437,-,-,-,-,-,-,-,-,-,24074,22539,22915,45454,-,-,-,-,-,-,-,-,-
20110901,118555,96819,110489,207308,-,-,-,-,-,-,-,-,-,20514,16046,17511,33557,-,-,-,-,-,-,-,-,-,27326,20743,24257,45000,-,-,-,-,-,-,-,-,-,17571,14044,16723,30767,-,-,-,-,-,-,-,-,-,29086,23433,29056,52489,-,-,-,-,-,-,-,-,-,24058,22553,22942,45495,-,-,-,-,-,-,-,-,-
20111001,118718,97039,110571,207610,-,-,-,-,-,-,-,-,-,20604,16099,17565,33664,-,-,-,-,-,-,-,-,-,27350,20749,24274,45023,-,-,-,-,-,-,-,-,-,17578,14074,16720,30794,-,-,-,-,-,-,-,-,-,29097,23486,29063,52549,-,-,-,-,-,-,-,-,-,24089,22631,22949,45580,-,-,-,-,-,-,-,-,-
20111101,118807,97141,110712,207853,-,-,-,-,-,-,-,-,-,20650,16137,17569,33706,-,-,-,-,-,-,-,-,-,27396,20781,24314,45095,-,-,-,-,-,-,-,-,-,17593,14108,16762,30870,-,-,-,-,-,-,-,-,-,29124,23520,29114,52634,-,-,-,-,-,-,-,-,-,24044,22595,22953,45548,-,-,-,-,-,-,-,-,-
20111201,118965,97262,110951,208213,-,-,-,-,-,-,-,-,-,20660,16151,17608,33759,-,-,-,-,-,-,-,-,-,27497,20830,24418,45248,-,-,-,-,-,-,-,-,-,17587,14113,16767,30880,-,-,-,-,-,-,-,-,-,29164,23541,29142,52683,-,-,-,-,-,-,-,-,-,24057,22627,23016,45643,-,-,-,-,-,-,-,-,-
20120101,119042,97371,111026,208397,-,-,-,-,-,-,-,-,-,20662,16147,17593,33740,-,-,-,-,-,-,-,-,-,27596,20922,24532,45454,-,-,-,-,-,-,-,-,-,17591,14127,16754,30881,-,-,-,-,-,-,-,-,-,29104,23508,29097,52605,-,-,-,-,-,-,-,-,-,24089,22667,23050,45717,-,-,-,-,-,-,-,-,-
20120201,119364,97623,111235,208858,-,-,-,-,-,-,-,-,-,20730,16210,17618,33828,-,-,-,-,-,-,-,-,-,27710,21008,24567,45575,-,-,-,-,-,-,-,-,-,17633,14165,16790,30955,-,-,-,-,-,-,-,-,-,29160,23538,29153,52691,-,-,-,-,-,-,-,-,-,24131,22702,23107,45809,-,-,-,-,-,-,-,-,-
20120301,119615,97860,111413,209273,-,-,-,-,-,-,-,-,-,20818,16268,17677,33945,-,-,-,-,-,-,-,-,-,27782,21076,24629,45705,-,-,-,-,-,-,-,-,-,17650,14181,16771,30952,-,-,-,-,-,-,-,-,-,29199,23574,29170,52744,-,-,-,-,-,-,-,-,-,24166,22761,23166,45927,-,-,-,-,-,-,-,-,-
20120401,120370,98241,111781,210022,-,-,-,-,-,-,-,-,-,21010,16344,17798,34142,-,-,-,-,-,-,-,-,-,28037,21219,24712,45931,-,-,-,-,-,-,-,-,-,17797,14273,16891,31164,-,-,-,-,-,-,-,-,-,29279,23623,29213,52836,-,-,-,-,-,-,-,-,-,24247,22782,23167,45949,-,-,-,-,-,-,-,-,-
20120501,120806,98469,112038,210507,-,-,-,-,-,-,-,-,-,21134,16400,17862,34262,-,-,-,-,-,-,-,-,-,28111,21269,24733,46002,-,-,-,-,-,-,-,-,-,17852,14294,16911,31205,-,-,-,-,-,-,-,-,-,29363,23657,29308,52965,-,-,-,-,-,-,-,-,-,24346,22849,23224,46073,-,-,-,-,-,-,-,-,-
20120601,121114,98686,112299,210985,-,-,-,-,-,-,-,-,-,21170,16431,17884,34315,-,-,-,-,-,-,-,-,-,28259,21404,24824,46228,-,-,-,-,-,-,-,-,-,17868,14305,16929,31234,-,-,-,-,-,-,-,-,-,29453,23680,29393,53073,-,-,-,-,-,-,-,-,-,24364,22866,23269,46135,-,-,-,-,-,-,-,-,-
20120701,121241,98874,112395,211269,-,-,-,-,-,-,-,-,-,21173,16451,17877,34328,-,-,-,-,-,-,-,-,-,28272,21437,24805,46242,-,-,-,-,-,-,-,-,-,17947,14375,16992,31367,-,-,-,-,-,-,-,-,-,29441,23687,29402,53089,-,-,-,-,-,-,-,-,-,24408,22924,23319,46243,-,-,-,-,-,-,-,-,-
20120801,118792,99065,112600,211665,-,10252,8886,19138,-,-,109317,121486,230803,20820,16502,17925,34427,-,1547,1196,2743,-,-,18049,19121,37170,27529,21462,24829,46291,-,3866,3405,7271,-,-,25328,28234,53562,17514,14380,17030,31410,-,1711,1514,3225,-,-,16091,18544,34635,28998,23739,29448,53187,-,1511,1356,2867,-,-,25250,30804,56054,23931,22982,23368,46350,-,1617,1415,3032,-,-,24599,24783,49382
20120901,118929,99232,112774,212006,-,10264,8975,19239,-,-,109496,121749,231245,20832,16537,17941,34478,-,1552,1217,2769,-,-,18089,19158,37247,27565,21506,24869,46375,-,3881,3448,7329,-,-,25387,28317,53704,17537,14396,17072,31468,-,1720,1542,3262,-,-,16116,18614,34730,29008,23742,29476,53218,-,1491,1345,2836,-,-,25233,30821,56054,23987,23051,23416,46467,-,1620,1423,3043,-,-,24671,24839,49510
20121001,119024,99375,112907,212282,-,10288,9079,19367,-,-,109663,121986,231649,20857,16571,17963,34534,-,1555,1237,2792,-,-,18126,19200,37326,27639,21561,24944,46505,-,3922,3519,7441,-,-,25483,28463,53946,17516,14390,17060,31450,-,1708,1551,3259,-,-,16098,18611,34709,29004,23744,29504,53248,-,1491,1354,2845,-,-,25235,30858,56093,24008,23109,23436,46545,-,1612,1418,3030,-,-,24721,24854,49575
20121101,119088,99428,113021,212449,-,10367,9129,19496,-,-,109795,122150,231945,20866,16585,17975,34560,-,1551,1230,2781,-,-,18136,19205,37341,27645,21552,24959,46511,-,3953,3530,7483,-,-,25505,28489,53994,17557,14425,17069,31494,-,1737,1565,3302,-,-,16162,18634,34796,29008,23754,29556,53310,-,1501,1375,2876,-,-,25255,30931,56186,24012,23112,23462,46574,-,1625,1429,3054,-,-,24737,24891,49628
20121201,119108,99438,113124,212562,-,10374,9187,19561,-,-,109812,122311,232123,20888,16589,17998,34587,-,1551,1240,2791,-,-,18140,19238,37378,27638,21556,24974,46530,-,3980,3577,7557,-,-,25536,28551,54087,17570,14415,17093,31508,-,1742,1577,3319,-,-,16157,18670,34827,29000,23751,29574,53325,-,1487,1370,2857,-,-,25238,30944,56182,24012,23127,23485,46612,-,1614,1423,3037,-,-,24741,24908,49649
