アセットDB番号,台帳番号,種別,局,団体名,台帳名称,分類,所在（都道府県）,所在（区市町村）,所在（町、字）,所在（地番）,所在（その他）,住居表示,緯度（世界測地系）,経度（世界測地系）,構造,面積（㎡）,竣工日,取得年月日,階数高（地上）,高さ（m),DB追加・更新年月日
200039700,200039700,建物,住宅政策本部,,金森第１０アパート（２号棟）,行政財産,東京都,町田市,金森,３丁目,1189,,35.525701,139.462615,鉄筋コンクリート造,"1,452.99",19980421,,4,,20191108
200039701,200039701,建物,住宅政策本部,,金森第１０アパート（２号棟）,行政財産,東京都,町田市,金森,３丁目,1189,,35.52579,139.4629,鉄筋コンクリート造,"1,243.62",19980421,,4,,20191108
200040705,200040705,建物,住宅政策本部,,金森第１１アパート（１号棟）,行政財産,東京都,町田市,金森東,３丁目,１０２１－１,,35.533264,139.465786,鉄筋コンクリート造,"3,077.54",20000120,,4,,20191108
200040706,200040706,建物,住宅政策本部,,金森第１１アパート（２号棟）,行政財産,東京都,町田市,金森東,３丁目,１０２１－１,,35.532802,139.465529,鉄筋コンクリート造,"2,535.17",20000120,,4,,20191108
200040707,200040707,建物,住宅政策本部,,金森第１１アパート（２号棟）,行政財産,東京都,町田市,金森東,３丁目,１０２１－１,,35.532867,139.465841,鉄筋コンクリート造,180.74,20000120,,4,,20191108
200040708,200040708,建物,住宅政策本部,,金森第１１アパート（３号棟）,行政財産,東京都,町田市,金森東,３丁目,１０２１－１,,35.532521,139.465376,鉄筋コンクリート造,"2,922.66",20000120,,4,,20191108
200040709,200040709,建物,住宅政策本部,,金森第１１アパート（３号棟）,行政財産,東京都,町田市,金森東,３丁目,１０２１－１,,35.53263,139.464879,鉄筋コンクリート造,68.18,20000120,,4,,20191108
200041220,200041220,建物,住宅政策本部,,金森第１１アパート（４号棟）,行政財産,東京都,町田市,金森東,２丁目,999,,35.533855,139.465176,鉄筋コンクリート造,"2,826.16",20001127,,4,,20191108
200041219,200041219,建物,住宅政策本部,,金森第１１アパート（５号棟）,行政財産,東京都,町田市,金森東,２丁目,999,,35.533538,139.464788,鉄筋コンクリート造,"4,258.50",20001127,,4,,20191108
200041218,200041218,建物,住宅政策本部,,金森第１１アパート（６号棟）,行政財産,東京都,町田市,金森東,２丁目,999,,35.533179,139.464648,鉄筋コンクリート造,"2,925.36",20001127,,4,,20191108
200041217,200041217,建物,住宅政策本部,,金森第１１アパート（７号棟）,行政財産,東京都,町田市,金森東,２丁目,999,,35.532928,139.464474,鉄筋コンクリート造,"2,020.11",20001127,,4,,20191108
200023253,200023253,建物,住宅政策本部,,金森第３アパート（１号棟）,行政財産,東京都,町田市,金森,７丁目,820,,35.528353,139.45834,鉄筋コンクリート造,992,19820301,,3,,20191108
200023247,200023247,建物,住宅政策本部,,金森第３アパート（２号棟）,行政財産,東京都,町田市,金森,７丁目,820,,35.5286,139.458232,鉄筋コンクリート造,992,19820301,,3,,20191108
200023248,200023248,建物,住宅政策本部,,金森第３アパート（３号棟）,行政財産,東京都,町田市,金森,７丁目,820,,35.528828,139.458018,鉄筋コンクリート造,"1,242.00",19820301,,3,,20191108
200023249,200023249,建物,住宅政策本部,,金森第３アパート（４号棟）,行政財産,東京都,町田市,金森,７丁目,820,,35.529433,139.457738,鉄筋コンクリート造,"1,242.00",19820301,,3,,20191108
200023250,200023250,建物,住宅政策本部,,金森第３アパート（５号棟）,行政財産,東京都,町田市,金森,７丁目,820,,35.529712,139.457617,鉄筋コンクリート造,"1,242.00",19820301,,3,,20191108
200023251,200023251,建物,住宅政策本部,,金森第３アパート（６号棟）,行政財産,東京都,町田市,金森,７丁目,820,,35.529989,139.457488,鉄筋コンクリート造,828,19820301,,3,,20191108
200023252,200023252,建物,住宅政策本部,,金森第３アパート（７号棟）,行政財産,東京都,町田市,金森,７丁目,820,,35.529736,139.456898,鉄筋コンクリート造,"1,242.00",19820301,,3,,20191108
200026492,200026492,建物,住宅政策本部,,金森第４アパート（１号棟）,行政財産,東京都,町田市,金森東,２丁目,624,,35.531873,139.460769,鉄筋コンクリート造,"1,114.23",19850301,,3,,20191108
200026491,200026491,建物,住宅政策本部,,金森第４アパート（２号棟）,行政財産,東京都,町田市,金森東,２丁目,624,,35.531639,139.461034,鉄筋コンクリート造,"1,734.14",19850301,,3,,20191108
200026490,200026490,建物,住宅政策本部,,金森第４アパート（３号棟）,行政財産,東京都,町田市,金森東,２丁目,624,,35.53149,139.460275,鉄筋コンクリート造,"1,407.26",19850301,,3,,20191108
200026489,200026489,建物,住宅政策本部,,金森第４アパート（４号棟）,行政財産,東京都,町田市,金森東,２丁目,624,,35.531236,139.460307,鉄筋コンクリート造,704.15,19850301,,3,,20191108
200029119,200029119,建物,住宅政策本部,,金森第５アパート（１号棟）,行政財産,東京都,町田市,金森,２丁目,874,,35.529972,139.458351,鉄筋コンクリート造,"3,425.69",19870427,,5,,20191108
200029121,200029121,建物,住宅政策本部,,金森第５アパート（２号棟）,行政財産,東京都,町田市,金森,２丁目,874,,35.529654,139.458502,鉄筋コンクリート造,"3,139.85",19870427,,5,,20191108
200029120,200029120,建物,住宅政策本部,,金森第５アパート（３号棟）,行政財産,東京都,町田市,金森,２丁目,874,,35.529312,139.458693,鉄筋コンクリート造,"3,427.37",19870427,,5,,20191108
200029784,200029784,建物,住宅政策本部,,金森第５アパート（４号棟）,行政財産,東京都,町田市,金森,２丁目,874,,35.53037,139.459325,鉄筋コンクリート造,"3,349.02",19880428,,4,,20191108
200029785,200029785,建物,住宅政策本部,,金森第５アパート（５号棟）,行政財産,東京都,町田市,金森,２丁目,874,,35.529973,139.459365,鉄筋コンクリート造,"2,679.21",19880428,,4,,20191108
200029786,200029786,建物,住宅政策本部,,金森第５アパート（６号棟）,行政財産,東京都,町田市,金森,２丁目,874,,35.529643,139.459549,鉄筋コンクリート造,"4,186.91",19880428,,5,,20191108
200039738,200039738,建物,住宅政策本部,,金森第６アパート（１０号棟）,行政財産,東京都,町田市,金森,７丁目,222,,35.531124,139.455039,鉄骨鉄筋コンクリート造,"3,842.91",19980518,,10,,20191108
200039739,200039739,建物,住宅政策本部,,金森第６アパート（１１号棟）,行政財産,東京都,町田市,金森,７丁目,222,,35.530785,139.455203,鉄骨鉄筋コンクリート造,"3,788.23",19980518,,10,,20191108
200039740,200039740,建物,住宅政策本部,,金森第６アパート（１２号棟）,行政財産,東京都,町田市,金森,７丁目,222,,35.530462,139.455228,鉄骨鉄筋コンクリート造,"3,686.79",19980518,,10,,20191108
200039741,200039741,建物,住宅政策本部,,金森第６アパート（１３号棟）,行政財産,東京都,町田市,金森,７丁目,222,,35.530797,139.455759,鉄骨鉄筋コンクリート造,"2,426.56",19980518,,9,,20191108
200039742,200039742,建物,住宅政策本部,,金森第６アパート（１３号棟）,行政財産,東京都,町田市,金森,７丁目,222,,35.530622,139.455606,鉄骨鉄筋コンクリート造,"2,241.98",19980518,,9,,20191108
200039743,200039743,建物,住宅政策本部,,金森第６アパート（１４号棟）,行政財産,東京都,町田市,金森,７丁目,222,,35.531069,139.45609,鉄骨鉄筋コンクリート造,"2,348.68",19980518,,9,,20191108
200039744,200039744,建物,住宅政策本部,,金森第６アパート（１４号棟）,行政財産,東京都,町田市,金森,７丁目,222,,35.5313,139.456144,鉄骨鉄筋コンクリート造,"1,541.60",19980518,,9,,20191108
200029783,200029783,建物,住宅政策本部,,金森第６アパート（１号棟）,行政財産,東京都,町田市,金森,２丁目,681,,35.530778,139.457812,鉄筋コンクリート造,"1,341.00",19880428,,3,,20191108
200035401,200035401,建物,住宅政策本部,,金森第６アパート（２号棟）,行政財産,東京都,町田市,金森,７丁目,777,,35.530567,139.45718,鉄筋コンクリート造,803.23,19930330,,4,,20191108
200035402,200035402,建物,住宅政策本部,,金森第６アパート（３号棟）,行政財産,東京都,町田市,金森,７丁目,777,,35.530193,139.456783,鉄筋コンクリート造,"1,148.20",19930330,,4,,20191108
200035403,200035403,建物,住宅政策本部,,金森第６アパート（４号棟）,行政財産,東京都,町田市,金森,７丁目,777,,35.529736,139.456179,鉄骨鉄筋コンクリート造,"8,107.34",19930330,,9,,20191108
200035404,200035404,建物,住宅政策本部,,金森第６アパート（４号棟）,行政財産,東京都,町田市,金森,７丁目,777,,35.529764,139.45575,鉄骨鉄筋コンクリート造,"1,844.64",19930330,,9,,20191108
200035405,200035405,建物,住宅政策本部,,金森第６アパート（５号棟）,行政財産,東京都,町田市,金森,７丁目,777,,35.530126,139.455465,鉄筋コンクリート造,"1,148.20",19930330,,4,,20191108
200035406,200035406,建物,住宅政策本部,,金森第６アパート（６号棟）,行政財産,東京都,町田市,金森,７丁目,777,,35.530408,139.45585,鉄筋コンクリート造,"1,720.08",19930330,,4,,20191108
200035407,200035407,建物,住宅政策本部,,金森第６アパート（７号棟）,行政財産,東京都,町田市,金森,７丁目,777,,35.530813,139.456315,鉄筋コンクリート造,"2,390.19",19930330,,5,,20191108
200035408,200035408,建物,住宅政策本部,,金森第６アパート（７号棟）,行政財産,東京都,町田市,金森,７丁目,777,,35.530807,139.456809,鉄筋コンクリート造,"2,538.19",19930330,,5,,20191108
200035409,200035409,建物,住宅政策本部,,金森第６アパート（８号棟）,行政財産,東京都,町田市,金森,７丁目,777,,35.531862,139.454541,鉄筋コンクリート造,"1,291.18",19930330,,3,,20191108
200035410,200035410,建物,住宅政策本部,,金森第６アパート（９号棟）,行政財産,東京都,町田市,金森,７丁目,777,,35.531912,139.453969,鉄筋コンクリート造,"1,086.62",19930330,,3,,20191108
200028455,200028455,建物,住宅政策本部,,金森第７アパート（１号棟）,行政財産,東京都,町田市,金森,４丁目,1705,,35.524346,139.466881,鉄筋コンクリート造,"1,489.40",19870310,,5,,20191108
200028456,200028456,建物,住宅政策本部,,金森第７アパート（２号棟）,行政財産,東京都,町田市,金森,４丁目,1705,,35.524561,139.466448,鉄筋コンクリート造,"3,731.29",19870310,,5,,20191108
200028457,200028457,建物,住宅政策本部,,金森第７アパート（３号棟）,行政財産,東京都,町田市,金森,４丁目,1705,,35.524866,139.465963,鉄筋コンクリート造,"1,516.19",19870310,,4,,20191108
200038268,200038268,建物,住宅政策本部,,金森第８アパート（１号棟）,行政財産,東京都,町田市,金森,４丁目,1688,,35.522975,139.466571,鉄筋コンクリート造,"4,058.78",19961119,,5,,20191108
200038269,200038269,建物,住宅政策本部,,金森第８アパート（２号棟）,行政財産,東京都,町田市,金森,４丁目,1688,,35.522818,139.465907,鉄筋コンクリート造,"2,392.04",19961119,,4,,20191108
200038270,200038270,建物,住宅政策本部,,金森第８アパート（３号棟）,行政財産,東京都,町田市,金森,４丁目,148,,35.522485,139.466032,鉄筋コンクリート造,"1,250.48",19961119,,5,,20191108
200038271,200038271,建物,住宅政策本部,,金森第８アパート（３号棟）,行政財産,東京都,町田市,金森,４丁目,148,,35.522723,139.466314,鉄筋コンクリート造,"1,451.79",19961119,,5,,20191108
200038272,200038272,建物,住宅政策本部,,金森第８アパート（３号棟）,行政財産,東京都,町田市,金森,４丁目,148,,35.522622,139.465999,鉄筋コンクリート造,111.33,19961119,,5,,20191108
200038273,200038273,建物,住宅政策本部,,金森第８アパート（４号棟）,行政財産,東京都,町田市,金森,４丁目,148,,35.522464,139.466751,鉄筋コンクリート造,"1,250.48",19961119,,5,,20191108
200038274,200038274,建物,住宅政策本部,,金森第８アパート（４号棟）,行政財産,東京都,町田市,金森,４丁目,148,,35.522504,139.466492,鉄筋コンクリート造,"1,557.18",19961119,,5,,20191108
200038275,200038275,建物,住宅政策本部,,金森第８アパート（４号棟）,行政財産,東京都,町田市,金森,４丁目,148,,35.522596,139.466842,鉄筋コンクリート造,111.33,19961119,,5,,20191108
200038276,200038276,建物,住宅政策本部,,金森第８アパート（５号棟）,行政財産,東京都,町田市,金森,４丁目,148,,35.522144,139.466282,鉄筋コンクリート造,"2,629.54",19961119,,5,,20191108
200038277,200038277,建物,住宅政策本部,,金森第８アパート（６号棟）,行政財産,東京都,町田市,金森,４丁目,148,,35.521853,139.466537,鉄筋コンクリート造,"3,109.11",19961119,,4,,20191108
200038278,200038278,建物,住宅政策本部,,金森第８アパート（７号棟）,行政財産,東京都,町田市,金森,４丁目,148,,35.522005,139.465468,鉄筋コンクリート造,894.41,19961119,,3,,20191108
200038279,200038279,建物,住宅政策本部,,金森第８アパート（８号棟）,行政財産,東京都,町田市,金森,４丁目,148,,35.522342,139.467331,鉄筋コンクリート造,"1,782.12",19961119,,5,,20191108
200039106,200039106,建物,住宅政策本部,,金森第９アパート（１号棟）,行政財産,東京都,町田市,金森東,２丁目,509,,35.534955,139.462851,鉄筋コンクリート造,"2,242.02",19980319,,4,,20191108
200039107,200039107,建物,住宅政策本部,,金森第９アパート（２号棟）,行政財産,東京都,町田市,金森東,２丁目,509,,35.534438,139.462184,鉄筋コンクリート造,"4,068.99",19980319,,4,,20191108
200029836,200029836,建物,住宅政策本部,,原町田二丁目アパート（１号棟）,行政財産,東京都,町田市,原町田,２丁目,1392,,35.537887,139.455141,鉄筋コンクリート造,"3,283.70",19880801,,5,,20191108
200029837,200029837,建物,住宅政策本部,,原町田二丁目アパート（１号棟）,行政財産,東京都,町田市,原町田,２丁目,1392,,35.538197,139.455043,鉄筋コンクリート造,410.46,19880801,,5,,20191108
200040315,200040315,建物,住宅政策本部,,高ケ坂アパート（１号棟）,行政財産,東京都,町田市,金森東,１丁目,1099,,35.534969,139.465176,鉄筋コンクリート造,"2,661.62",19990616,,5,,20191108
200040316,200040316,建物,住宅政策本部,,高ケ坂アパート（１号棟）,行政財産,東京都,町田市,金森東,１丁目,1099,,35.535032,139.464878,鉄筋コンクリート造,69.08,19990616,,5,,20191108
200040317,200040317,建物,住宅政策本部,,高ケ坂アパート（２号棟）,行政財産,東京都,町田市,金森東,１丁目,1099,,35.535338,139.465239,鉄筋コンクリート造,"3,561.28",19990616,,6,,20191108
200040318,200040318,建物,住宅政策本部,,高ケ坂アパート（３号棟）,行政財産,東京都,町田市,金森東,１丁目,1099,,35.535413,139.46462,鉄筋コンクリート造,"3,561.28",19990616,,6,,20191108
200040319,200040319,建物,住宅政策本部,,高ケ坂アパート（４号棟）,行政財産,東京都,町田市,金森東,１丁目,1099,,35.535488,139.46395,鉄筋コンクリート造,"3,561.28",19990616,,6,,20191108
200040320,200040320,建物,住宅政策本部,,高ケ坂アパート（５号棟）,行政財産,東京都,町田市,金森東,１丁目,1099,,35.535108,139.463799,鉄筋コンクリート造,"2,661.62",19990616,,5,,20191108
200040321,200040321,建物,住宅政策本部,,高ケ坂アパート（５号棟）,行政財産,東京都,町田市,金森東,１丁目,1099,,35.535066,139.464132,鉄筋コンクリート造,69.08,19990616,,5,,20191108
200040322,200040322,建物,住宅政策本部,,高ケ坂アパート（６号棟）,行政財産,東京都,町田市,金森東,１丁目,1099,,35.534856,139.464486,鉄骨鉄筋コンクリート造,"6,035.32",19990616,,10,,20191108
200042268,200042268,建物,住宅政策本部,,高ケ坂第２アパート（１号棟）,行政財産,東京都,町田市,高ケ坂,７丁目,830,,35.53931,139.462318,鉄筋コンクリート造,"2,407.66",20030804,,4,,20191108
200042179,200042179,建物,住宅政策本部,,高ケ坂第２アパート（２号棟）,行政財産,東京都,町田市,高ケ坂,７丁目,830,,35.538952,139.462287,鉄筋コンクリート造,"2,786.13",20030324,,4,,20191108
200042180,200042180,建物,住宅政策本部,,高ケ坂第２アパート（３号棟）,行政財産,東京都,町田市,高ケ坂,７丁目,830,,35.538632,139.461822,鉄筋コンクリート造,"3,937.18",20030324,,4,,20191108
200042181,200042181,建物,住宅政策本部,,高ケ坂第２アパート（３号棟）,行政財産,東京都,町田市,高ケ坂,７丁目,830,,35.538638,139.462299,鉄筋コンクリート造,77.48,20030324,,4,,20191108
200042182,200042182,建物,住宅政策本部,,高ケ坂第２アパート（４号棟）,行政財産,東京都,町田市,高ケ坂,７丁目,830,,35.538308,139.462173,鉄筋コンクリート造,77.48,20030324,,4,,20191108
200042183,200042183,建物,住宅政策本部,,高ケ坂第２アパート（４号棟）,行政財産,東京都,町田市,高ケ坂,７丁目,830,,35.538297,139.461772,鉄筋コンクリート造,"3,439.56",20030324,,4,,20191108
200042184,200042184,建物,住宅政策本部,,高ケ坂第２アパート（５号棟）,行政財産,東京都,町田市,高ケ坂,７丁目,830,,35.537937,139.461918,鉄筋コンクリート造,"3,734.47",20030324,,4,,20191108
200042185,200042185,建物,住宅政策本部,,高ケ坂第２アパート（６号棟）,行政財産,東京都,町田市,高ケ坂,７丁目,830,,35.537616,139.461659,鉄筋コンクリート造,"2,234.39",20030324,,4,,20191108
200005265,200005265,建物,住宅政策本部,,山崎町アパート（１号棟）,行政財産,東京都,町田市,山崎町,,567,,35.584413,139.437138,鉄筋コンクリート造,"2,849.08",19800317,,5,,20191108
200005266,200005266,建物,住宅政策本部,,山崎町アパート（２号棟）,行政財産,東京都,町田市,山崎町,,567,,35.584498,139.43768,鉄筋コンクリート造,"1,518.90",19800317,,5,,20191108
200005317,200005317,建物,住宅政策本部,,山崎町アパート（３号棟）,行政財産,東京都,町田市,山崎町,,567,,35.583936,139.43767,鉄筋コンクリート造,"1,595.77",19800317,,3,,20191108
200005267,200005267,建物,住宅政策本部,,山崎町アパート（４号棟）,行政財産,東京都,町田市,山崎町,,567,,35.583331,139.437184,鉄筋コンクリート造,"2,073.56",19800317,,5,,20191108
200005318,200005318,建物,住宅政策本部,,山崎町アパート（５号棟）,行政財産,東京都,町田市,山崎町,,567,,35.583061,139.437249,鉄筋コンクリート造,"1,595.77",19800317,,3,,20191108
200005268,200005268,建物,住宅政策本部,,山崎町アパート（６号棟）,行政財産,東京都,町田市,山崎町,,567,,35.583355,139.435965,鉄筋コンクリート造,"2,289.57",19800317,,5,,20191108
200005269,200005269,建物,住宅政策本部,,山崎町アパート（７号棟）,行政財産,東京都,町田市,山崎町,,567,,35.583089,139.436099,鉄筋コンクリート造,"2,073.56",19800317,,5,,20191108
200005270,200005270,建物,住宅政策本部,,山崎町アパート（８号棟）,行政財産,東京都,町田市,山崎町,,567,,35.582825,139.436235,鉄筋コンクリート造,"2,073.56",19800317,,5,,20191108
200035428,200035428,建物,住宅政策本部,,山崎町第２アパート（１０号棟）,行政財産,東京都,町田市,山崎町,,457,,35.57985,139.430167,鉄筋コンクリート造,"1,827.38",19930315,,4,,20191108
200035429,200035429,建物,住宅政策本部,,山崎町第２アパート（１１号棟）,行政財産,東京都,町田市,山崎町,,457,,35.579547,139.43017,鉄筋コンクリート造,"1,218.63",19930315,,4,,20191108
200035430,200035430,建物,住宅政策本部,,山崎町第２アパート（１２号棟）,行政財産,東京都,町田市,山崎町,,457,,35.579298,139.429828,鉄筋コンクリート造,"1,827.38",19930315,,4,,20191108
200033221,200033221,建物,住宅政策本部,,山崎町第２アパート（１号棟）,行政財産,東京都,町田市,山崎町,,457,,35.581755,139.4331,鉄筋コンクリート造,"2,901.34",19920310,,4,,20191108
200033222,200033222,建物,住宅政策本部,,山崎町第２アパート（２号棟）,行政財産,東京都,町田市,山崎町,,457,,35.581486,139.43204,鉄筋コンクリート造,"1,582.56",19920310,,3,,20191108
200033223,200033223,建物,住宅政策本部,,山崎町第２アパート（３号棟）,行政財産,東京都,町田市,山崎町,,457,,35.581811,139.43195,鉄筋コンクリート造,"2,901.36",19920310,,4,,20191108
200033224,200033224,建物,住宅政策本部,,山崎町第２アパート（４号棟）,行政財産,東京都,町田市,山崎町,,457,,35.582058,139.432932,鉄筋コンクリート造,"2,804.80",19920310,,4,,20191108
200035423,200035423,建物,住宅政策本部,,山崎町第２アパート（５号棟）,行政財産,東京都,町田市,山崎町,,457,,35.580772,139.430502,鉄筋コンクリート造,"2,503.85",19930315,,4,,20191108
200035424,200035424,建物,住宅政策本部,,山崎町第２アパート（６号棟）,行政財産,東京都,町田市,山崎町,,457,,35.580835,139.429732,鉄筋コンクリート造,"1,370.53",19930315,,3,,20191108
200035425,200035425,建物,住宅政策本部,,山崎町第２アパート（７号棟）,行政財産,東京都,町田市,山崎町,,457,,35.580458,139.430383,鉄筋コンクリート造,"2,282.71",19930315,,4,,20191108
200035426,200035426,建物,住宅政策本部,,山崎町第２アパート（８号棟）,行政財産,東京都,町田市,山崎町,,457,,35.580437,139.429596,鉄筋コンクリート造,"1,218.63",19930315,,4,,20191108
200035427,200035427,建物,住宅政策本部,,山崎町第２アパート（９号棟）,行政財産,東京都,町田市,山崎町,,457,,35.580172,139.430172,鉄筋コンクリート造,"2,436.13",19930315,,4,,20191108
200036384,200036384,建物,住宅政策本部,,森野五丁目アパート（１号棟）,行政財産,東京都,町田市,森野,５丁目,13,,35.548001,139.436231,鉄筋コンクリート造,"1,337.44",19950403,,3,,20191108
200036385,200036385,建物,住宅政策本部,,森野五丁目アパート（２号棟）,行政財産,東京都,町田市,森野,５丁目,13,,35.548069,139.435744,鉄筋コンクリート造,"1,136.64",19950403,,3,,20191108
200036386,200036386,建物,住宅政策本部,,森野五丁目アパート（３号棟）,行政財産,東京都,町田市,森野,５丁目,13,,35.54772,139.436189,鉄筋コンクリート造,"1,136.64",19950403,,3,,20191108
200036387,200036387,建物,住宅政策本部,,森野五丁目アパート（４号棟）,行政財産,東京都,町田市,森野,５丁目,13,,35.547522,139.435849,鉄筋コンクリート造,"2,142.30",19950403,,4,,20191108
200036388,200036388,建物,住宅政策本部,,森野五丁目アパート（５号棟）,行政財産,東京都,町田市,森野,５丁目,13,,35.547788,139.435341,鉄筋コンクリート造,"2,581.37",19950403,,4,,20191108
200037422,200037422,建物,住宅政策本部,,森野五丁目第２アパート（１号棟）,行政財産,東京都,町田市,森野,５丁目,404,,35.549296,139.432806,鉄筋コンクリート造,"1,147.87",19960411,,3,,20191108
200037423,200037423,建物,住宅政策本部,,森野五丁目第２アパート（２号棟）,行政財産,東京都,町田市,森野,５丁目,404,,35.549139,139.433066,鉄筋コンクリート造,902.46,19960411,,3,,20191108
200037424,200037424,建物,住宅政策本部,,森野五丁目第２アパート（３号棟）,行政財産,東京都,町田市,森野,５丁目,404,,35.548826,139.433599,鉄筋コンクリート造,"1,439.47",19960411,,4,,20191108
200037425,200037425,建物,住宅政策本部,,森野五丁目第２アパート（３号棟）,行政財産,東京都,町田市,森野,５丁目,404,,35.548655,139.433889,鉄筋コンクリート造,"1,566.35",19960411,,4,,20191108
200040302,200040302,建物,住宅政策本部,,森野五丁目第３アパート（１号棟）,行政財産,東京都,町田市,森野,５丁目,597,,35.550848,139.436927,鉄筋コンクリート造,"1,556.18",19990618,,4,,20191108
200040303,200040303,建物,住宅政策本部,,森野五丁目第３アパート（１号棟）,行政財産,東京都,町田市,森野,５丁目,597,,35.550674,139.436938,鉄筋コンクリート造,91.49,19990618,,4,,20191108
200040304,200040304,建物,住宅政策本部,,森野五丁目第３アパート（２号棟）,行政財産,東京都,町田市,森野,５丁目,597,,35.55016,139.436766,鉄筋コンクリート造,"3,101.71",19990618,,4,,20191108
200040305,200040305,建物,住宅政策本部,,森野五丁目第３アパート（３号棟）,行政財産,東京都,町田市,森野,５丁目,597,,35.549844,139.43622,鉄筋コンクリート造,"4,835.45",19990618,,5,,20191108
200040378,200040378,建物,住宅政策本部,,森野四丁目アパート（１号棟）,行政財産,東京都,町田市,森野,４丁目,122,,35.554829,139.432897,鉄骨鉄筋コンクリート造,"11,198.57",19990921,,9,,20191108
200040379,200040379,建物,住宅政策本部,,森野四丁目アパート（１号棟）,行政財産,東京都,町田市,森野,４丁目,122,,35.555071,139.432337,鉄骨鉄筋コンクリート造,110.98,19990921,,9,,20191108
200040380,200040380,建物,住宅政策本部,,森野四丁目アパート（２号棟）,行政財産,東京都,町田市,森野,４丁目,122,,35.554461,139.432557,鉄骨鉄筋コンクリート造,"8,969.27",19990921,,8,,20191108
200005272,200005272,建物,住宅政策本部,,森野二丁目アパート（４６号棟）,行政財産,東京都,町田市,森野,２丁目,1003,,35.545802,139.439642,鉄骨鉄筋コンクリート造,"13,350.51",19800318,,11,,20191108
200027232,200027232,建物,住宅政策本部,,森野二丁目第２アパート（２－１７－５号棟）,行政財産,東京都,町田市,森野,２丁目,1216,,35.548713,139.440652,鉄筋コンクリート造,"2,395.31",19850603,,4,,20191108
200027233,200027233,建物,住宅政策本部,,森野二丁目第３アパート（２－３０－２号棟）,行政財産,東京都,町田市,森野,２丁目,1233,,35.548396,139.442329,鉄筋コンクリート造,"1,144.76",19850603,,3,,20191108
200037426,200037426,建物,住宅政策本部,,森野六丁目アパート（１号棟）,行政財産,東京都,町田市,森野,６丁目,45,,35.551525,139.429696,鉄筋コンクリート造,688.28,19960411,,4,,20191108
200037427,200037427,建物,住宅政策本部,,森野六丁目アパート（１号棟）,行政財産,東京都,町田市,森野,６丁目,45,,35.551559,139.429358,鉄筋コンクリート造,"1,839.56",19960411,,4,,20191108
200037428,200037428,建物,住宅政策本部,,森野六丁目アパート（１号棟）,行政財産,東京都,町田市,森野,６丁目,45,,35.551623,139.429595,鉄筋コンクリート造,89.84,19960411,,4,,20191108
200037429,200037429,建物,住宅政策本部,,森野六丁目アパート（２号棟）,行政財産,東京都,町田市,森野,６丁目,45,,35.551293,139.429039,鉄筋コンクリート造,"2,221.00",19960411,,4,,20191108
200037430,200037430,建物,住宅政策本部,,森野六丁目アパート（３号棟）,行政財産,東京都,町田市,森野,６丁目,45,,35.551206,139.429744,鉄筋コンクリート造,"2,072.41",19960411,,4,,20191108
200037431,200037431,建物,住宅政策本部,,森野六丁目アパート（３号棟）,行政財産,東京都,町田市,森野,６丁目,45,,35.551176,139.430184,鉄筋コンクリート造,618.48,19960411,,4,,20191108
200037432,200037432,建物,住宅政策本部,,森野六丁目アパート（４号棟）,行政財産,東京都,町田市,森野,６丁目,45,,35.550922,139.430036,鉄筋コンクリート造,"3,087.30",19960411,,4,,20191108
200037433,200037433,建物,住宅政策本部,,森野六丁目アパート（５号棟）,行政財産,東京都,町田市,森野,６丁目,45,,35.550401,139.430811,鉄筋コンクリート造,"1,351.51",19960411,,3,,20191108
200037434,200037434,建物,住宅政策本部,,森野六丁目アパート（６号棟）,行政財産,東京都,町田市,森野,６丁目,45,,35.550206,139.431135,鉄筋コンクリート造,"1,147.87",19960411,,3,,20191108
200005274,200005274,建物,住宅政策本部,,成瀬アパート（１０号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.541461,139.475819,鉄筋コンクリート造,"2,870.30",19800331,,5,,20191108
200005257,200005257,建物,住宅政策本部,,成瀬アパート（１１号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.541149,139.476029,鉄筋コンクリート造,"1,618.25",19790313,,5,,20191108
200005313,200005313,建物,住宅政策本部,,成瀬アパート（１１号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.541221,139.476063,鉄筋コンクリート造,378.11,19790313,,5,,20191108
200005258,200005258,建物,住宅政策本部,,成瀬アパート（１２号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.540837,139.476209,鉄筋コンクリート造,"1,659.00",19790313,,5,,20191108
200005314,200005314,建物,住宅政策本部,,成瀬アパート（１３号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.541218,139.476586,鉄筋コンクリート造,"1,632.00",19790313,,4,,20191108
200005316,200005316,建物,住宅政策本部,,成瀬アパート（１３号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.541439,139.476478,鉄筋コンクリート造,548.17,19791130,,4,,20191108
200005315,200005315,建物,住宅政策本部,,成瀬アパート（１４号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.540799,139.4771,鉄筋コンクリート造,"2,124.00",19790313,,4,,20191108
200005259,200005259,建物,住宅政策本部,,成瀬アパート（１５号棟）,行政財産,東京都,町田市,成瀬,７丁目,1152,,35.540376,139.476618,鉄筋コンクリート造,"2,323.00",19790313,,5,,20191108
