アセットDB番号,台帳番号,種別,局,団体名,台帳名称,分類,所在（都道府県）,所在（区市町村）,所在（町、字）,所在（地番）,所在（その他）,住居表示,緯度（世界測地系）,経度（世界測地系）,構造,面積（㎡）,竣工日,取得年月日,階数高（地上）,高さ（m),DB追加・更新年月日
250701209,,建物,住宅政策本部,東京都住宅供給公社,東寺方住宅2号棟,,東京都,多摩市,東寺方,,,６２６－２－２,35.642635,139.437537,鉄筋コンクリート造,-,19790330,,地上５階建,,20200124
250701210,,建物,住宅政策本部,東京都住宅供給公社,東寺方住宅3号棟,,東京都,多摩市,東寺方,,,６２６－２－３,35.642321,139.43737,鉄筋コンクリート造,-,19790330,,地上５階建,,20200124
250701211,,建物,住宅政策本部,東京都住宅供給公社,東寺方住宅4号棟,,東京都,多摩市,東寺方,,,６２６－２－４,35.642691,139.437088,鉄筋コンクリート造,-,19790330,,地上５階建,,20200124
250701212,,建物,住宅政策本部,東京都住宅供給公社,東寺方住宅5号棟,,東京都,多摩市,東寺方,,,６２６－２－５,35.642994,139.437209,鉄筋コンクリート造,-,19790330,,地上５階建,,20200124
250701213,,建物,住宅政策本部,東京都住宅供給公社,落合三丁目住宅1号棟,,東京都,多摩市,落合,,,2003/5/1,35.621746,139.431507,鉄筋コンクリート造,-,19800229,,地上５階建,,20200124
250701214,,建物,住宅政策本部,東京都住宅供給公社,落合三丁目住宅2号棟,,東京都,多摩市,落合,,,2003/5/2,35.621766,139.430822,鉄筋コンクリート造,-,19800229,,地上５階建,,20200124
250701215,,建物,住宅政策本部,東京都住宅供給公社,落合三丁目住宅3号棟,,東京都,多摩市,落合,,,2003/5/3,35.621298,139.431045,鉄筋コンクリート造,-,19800229,,地上５階建,,20200124
250701216,,建物,住宅政策本部,東京都住宅供給公社,落合三丁目住宅4号棟,,東京都,多摩市,落合,,,2003/5/4,35.621278,139.431798,鉄筋コンクリート造,-,19800229,,地上５階建,,20200124
250701217,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム愛宕四丁目2号棟,,東京都,多摩市,愛宕,,,４－５３－２,35.631805,139.430262,鉄筋コンクリート造,-,19930803,,地上５階建,,20200124
250701218,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム愛宕四丁目3号棟,,東京都,多摩市,愛宕,,,４－５３－３,35.631617,139.430433,鉄筋コンクリート造,-,19930803,,地上５階建,,20200124
250701219,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅1号棟,,東京都,稲城市,平尾,,,３－１－１－１,35.611494,139.487596,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701220,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅2号棟,,東京都,稲城市,平尾,,,３－１－１－２,35.611013,139.487276,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701221,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅3号棟,,東京都,稲城市,平尾,,,３－１－１－３,35.611276,139.486791,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701222,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅4号棟,,東京都,稲城市,平尾,,,３－１－１－４,35.61098,139.486411,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701223,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅5号棟,,東京都,稲城市,平尾,,,３－１－１－５,35.610676,139.486838,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701224,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅6号棟,,東京都,稲城市,平尾,,,３－１－１－６,35.610498,139.48621,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701225,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅7号棟,,東京都,稲城市,平尾,,,３－１－１－７,35.610775,139.485817,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701226,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅8号棟,,東京都,稲城市,平尾,,,３－１－１－８,35.610613,139.485084,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701227,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅9号棟,,東京都,稲城市,平尾,,,３－１－１－９,35.610239,139.485654,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701228,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅10号棟,,東京都,稲城市,平尾,,,３－１－１－１０,35.609809,139.485455,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701229,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅11号棟,,東京都,稲城市,平尾,,,３－１－１－１１,35.610043,139.485021,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701230,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅12号棟,,東京都,稲城市,平尾,,,３－１－１－１２,35.610387,139.484552,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701231,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅13号棟,,東京都,稲城市,平尾,,,３－１－１－１３,35.610278,139.482371,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701232,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅14号棟,,東京都,稲城市,平尾,,,３－１－１－１４,35.610543,139.482712,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701233,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅15号棟,,東京都,稲城市,平尾,,,３－１－１－１５,35.610719,139.483331,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701234,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅16号棟,,東京都,稲城市,平尾,,,３－１－１－１６,35.610223,139.483166,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701235,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅17号棟,,東京都,稲城市,平尾,,,３－１－１－１７,35.609867,139.483084,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701236,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅18号棟,,東京都,稲城市,平尾,,,３－１－１－１８,35.609975,139.483632,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701237,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅19号棟,,東京都,稲城市,平尾,,,３－１－１－１９,35.609922,139.484153,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701238,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅20号棟,,東京都,稲城市,平尾,,,３－１－１－２０,35.609502,139.483913,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701239,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅21号棟,,東京都,稲城市,平尾,,,３－１－１－２１,35.609151,139.483816,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701240,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅22号棟,,東京都,稲城市,平尾,,,３－１－１－２２,35.609242,139.484373,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701241,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅23号棟,,東京都,稲城市,平尾,,,３－１－１－２３,35.609386,139.484885,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701242,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅24号棟,,東京都,稲城市,平尾,,,３－１－１－２４,35.609263,139.485844,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701243,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅25号棟,,東京都,稲城市,平尾,,,３－１－１－２５,35.609686,139.486346,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701244,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅26号棟,,東京都,稲城市,平尾,,,３－１－１－２６,35.609819,139.486918,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701245,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅27号棟,,東京都,稲城市,平尾,,,３－１－１－２７,35.609352,139.486787,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701246,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅28号棟,,東京都,稲城市,平尾,,,３－１－１－２８,35.608934,139.486698,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701247,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅29号棟,,東京都,稲城市,平尾,,,３－１－１－２９,35.60906,139.487249,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701248,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅30号棟,,東京都,稲城市,平尾,,,３－１－１－３０,35.609232,139.48778,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701249,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅31号棟,,東京都,稲城市,平尾,,,３－１－１－３１,35.608677,139.487622,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701250,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅32号棟,,東京都,稲城市,平尾,,,３－１－１－３２,35.610521,139.48781,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701251,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅33号棟,,東京都,稲城市,平尾,,,３－１－１－３３,35.610051,139.487852,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701252,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅34号棟,,東京都,稲城市,平尾,,,３－１－１－３４,35.609931,139.488583,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701253,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅37号棟,,東京都,稲城市,平尾,,,３－１－１－３７,35.609009,139.489195,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701254,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅38号棟,,東京都,稲城市,平尾,,,３－１－１－３８,35.60929,139.489514,鉄筋コンクリート造,-,19700610,,地上５階建,,20200124
250701255,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅39号棟,,東京都,稲城市,平尾,,,３－１－１－３９,35.610373,139.489976,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701256,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅40号棟,,東京都,稲城市,平尾,,,３－１－１－４０,35.610867,139.490005,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701257,,建物,住宅政策本部,東京都住宅供給公社,平尾住宅41号棟,,東京都,稲城市,平尾,,,３－１－１－４１,35.611402,139.490022,鉄筋コンクリート造,-,19710310,,地上５階建,,20200124
250701258,,建物,住宅政策本部,東京都住宅供給公社,コーシャハイム平尾,,東京都,稲城市,平尾,,,2003/7/4,35.610744,139.492756,鉄筋コンクリート造,-,20170228,,地上５階建,,20200124
251100001,,建物,産業労働局,株式会社東京ビッグサイト,東新展示棟（東7・8ホール）,,東京都,江東区,有明,,,3丁目10番1号,35.633067,139.799463,鉄骨造,19950.73,20161001,,2,,20200918
251100002,,建物,産業労働局,株式会社東京ビッグサイト,ＴＦＴ（東京ファッションタウン）ビル東館,,東京都,江東区,有明,3丁目,1番地22,3丁目6番11号,35.63087,139.790603,鉄骨造,120119.11,19960201,,9,,20200918
251100003,,建物,産業労働局,株式会社東京ビッグサイト,ＴＦＴ（東京ファッションタウン）ビル西館,,東京都,江東区,有明,3丁目,1番地34,3丁目4番10号,35.630277,139.789538,鉄骨造,42600.92,19960301,,9,,20200918
251100004,,建物,産業労働局,株式会社東京ビッグサイト,タイム２４ビル,,東京都,江東区,青海,2丁目,45番地,2丁目4番32号,35.61755,139.777046,鉄骨造,66485.52,19960101,,19,,20200918
251100005,,建物,産業労働局,株式会社東京ビッグサイト,有明パークビル,,東京都,江東区,有明,3丁目,1番地28,3丁目7番11号,35.632848,139.793349,鉄骨造,70113.76,19990501,,22,,20200918
251400001,,建物,港湾局,株式会社東京テレポートセンター,テレコムセンタービル,,東京都,江東区,青海,２丁目,Jan-38,5月10日,35.617106,139.779901,鉄骨造・鉄骨鉄筋コンクリート造,"158,050.18",19960201,,21,,20200124
251400002,,建物,港湾局,株式会社東京テレポートセンター,青海フロンティアビル,,東京都,江東区,青海,２丁目,Jan-43,4月24日,35.617633,139.778389,鉄骨造・鉄骨鉄筋コンクリート造,"54,679.08",19960131,,21,,20200124
251400003,,建物,港湾局,株式会社東京テレポートセンター,有明フロンティアビル,,東京都,江東区,有明,３丁目,1-25-1,7月26日,35.631453,139.791819,鉄骨造・鉄骨鉄筋コンクリート造,"78,223.50",19960130,,21（高層棟）、12（中層棟）,,20200124
251400004,,建物,港湾局,株式会社東京テレポートセンター,台場フロンティアビル,,東京都,港区,台場,２丁目,12月1日,3月2日,35.628651,139.777921,鉄骨造・鉄骨鉄筋コンクリート造,"74,647.75",19951031,,23,,20200124
251400005,,建物,港湾局,株式会社東京テレポートセンター,ニューピア竹芝ノースタワー,,東京都,港区,海岸,１丁目,2025/5/1,11月1日,35.655773,139.763855,鉄骨造・鉄骨鉄筋コンクリート造,"80,663.54",19910914,,24,,20200124
251400006,,建物,港湾局,株式会社東京テレポートセンター,ニューピア竹芝サウスタワー,,東京都,港区,海岸,１丁目,Feb-58,1月16日,35.653721,139.762383,鉄骨造・鉄骨鉄筋コンクリート造,"118,420.84",19950712,,21,,20200124
251400007,,建物,港湾局,東京港埠頭株式会社,大井総合受電所,,東京都,品川区,八潮,２丁目,1番２号,,35.607483,139.75949,鉄筋コンクリート造,828,19890301,,2,,20200124
251400008,,建物,港湾局,東京港埠頭株式会社,青海総合受電所,,東京都,江東区,青海,３丁目,4番34号,,35.60633,139.788896,鉄筋コンクリート造,338,19930322,,1,,20200124
251400009,,建物,港湾局,東京港埠頭株式会社,東京港フェリーターミナル,,東京都,江東区,有明,４丁目,８番６号,,35.617297,139.795757,鉄筋コンクリート造,"10,187",19970201,,5,,20200124
114000061,114000061,土地,総務局,,旧西国分寺地区整備事業用地,行政財産,東京都,国分寺市,泉町,２丁目,１０２番１３,,35.697581,139.470194,,"6,000.01",,,,,20191108
100000004,100000004,土地,総務局,,職員青山住宅地,行政財産,東京都,港区,南青山,３丁目,56,,35.666723,139.71599,,"1,459.53",,,,,20191108
