日付,種別,区分,販売方法,種類1,種類2,卸売頭数
2021-12-01,豚,搬入枝肉,せり,極上,,
2021-12-01,豚,搬入枝肉,せり,上,,
2021-12-01,豚,搬入枝肉,せり,中,,
2021-12-01,豚,搬入枝肉,せり,並,,
2021-12-01,豚,搬入枝肉,せり,等外,,
2021-12-01,豚,搬入枝肉,相対,極上,,
2021-12-01,豚,搬入枝肉,相対,上,,
2021-12-01,豚,搬入枝肉,相対,中,,
2021-12-01,豚,搬入枝肉,相対,並,,
2021-12-01,豚,搬入枝肉,相対,等外,,1
2021-12-02,牛,生体,,和牛,おす,
2021-12-02,牛,生体,,和牛,めす,49
2021-12-02,牛,生体,,和牛,去勢,197
2021-12-02,牛,生体,,交雑,おす,
2021-12-02,牛,生体,,交雑,めす,72
2021-12-02,牛,生体,,交雑,去勢,30
2021-12-02,牛,生体,,乳牛用,おす,
2021-12-02,牛,生体,,乳牛用,めす,
2021-12-02,牛,生体,,乳牛用,去勢,
2021-12-02,牛,搬入枝肉,,和牛,おす,
2021-12-02,牛,搬入枝肉,,和牛,めす,65
2021-12-02,牛,搬入枝肉,,和牛,去勢,52
2021-12-02,牛,搬入枝肉,,交雑,おす,
2021-12-02,牛,搬入枝肉,,交雑,めす,58
2021-12-02,牛,搬入枝肉,,交雑,去勢,47
2021-12-02,牛,搬入枝肉,,乳牛用,おす,
2021-12-02,牛,搬入枝肉,,乳牛用,めす,31
2021-12-02,牛,搬入枝肉,,乳牛用,去勢,1
2021-12-02,豚,生体,せり,極上,,5
2021-12-02,豚,生体,せり,上,,216
2021-12-02,豚,生体,せり,中,,342
2021-12-02,豚,生体,せり,並,,114
2021-12-02,豚,生体,せり,等外,,68
2021-12-02,豚,生体,相対,極上,,
2021-12-02,豚,生体,相対,上,,
2021-12-02,豚,生体,相対,中,,
2021-12-02,豚,生体,相対,並,,
2021-12-02,豚,生体,相対,等外,,
2021-12-02,豚,搬入枝肉,せり,極上,,
2021-12-02,豚,搬入枝肉,せり,上,,
2021-12-02,豚,搬入枝肉,せり,中,,
2021-12-02,豚,搬入枝肉,せり,並,,
2021-12-02,豚,搬入枝肉,せり,等外,,
2021-12-02,豚,搬入枝肉,相対,極上,,
2021-12-02,豚,搬入枝肉,相対,上,,
2021-12-02,豚,搬入枝肉,相対,中,,14
2021-12-02,豚,搬入枝肉,相対,並,,16
2021-12-02,豚,搬入枝肉,相対,等外,,9
2021-12-03,牛,生体,,和牛,おす,
2021-12-03,牛,生体,,和牛,めす,46
2021-12-03,牛,生体,,和牛,去勢,221
2021-12-03,牛,生体,,交雑,おす,
2021-12-03,牛,生体,,交雑,めす,28
2021-12-03,牛,生体,,交雑,去勢,42
2021-12-03,牛,生体,,乳牛用,おす,
2021-12-03,牛,生体,,乳牛用,めす,
2021-12-03,牛,生体,,乳牛用,去勢,
2021-12-03,牛,搬入枝肉,,和牛,おす,
2021-12-03,牛,搬入枝肉,,和牛,めす,82
2021-12-03,牛,搬入枝肉,,和牛,去勢,67
2021-12-03,牛,搬入枝肉,,交雑,おす,
2021-12-03,牛,搬入枝肉,,交雑,めす,27
2021-12-03,牛,搬入枝肉,,交雑,去勢,28
2021-12-03,牛,搬入枝肉,,乳牛用,おす,
2021-12-03,牛,搬入枝肉,,乳牛用,めす,33
2021-12-03,牛,搬入枝肉,,乳牛用,去勢,
2021-12-03,豚,生体,せり,極上,,2
2021-12-03,豚,生体,せり,上,,283
2021-12-03,豚,生体,せり,中,,450
2021-12-03,豚,生体,せり,並,,179
2021-12-03,豚,生体,せり,等外,,39
2021-12-03,豚,生体,相対,極上,,
2021-12-03,豚,生体,相対,上,,
2021-12-03,豚,生体,相対,中,,
2021-12-03,豚,生体,相対,並,,
2021-12-03,豚,生体,相対,等外,,
2021-12-03,豚,搬入枝肉,せり,極上,,
2021-12-03,豚,搬入枝肉,せり,上,,
2021-12-03,豚,搬入枝肉,せり,中,,
2021-12-03,豚,搬入枝肉,せり,並,,
2021-12-03,豚,搬入枝肉,せり,等外,,
2021-12-03,豚,搬入枝肉,相対,極上,,
2021-12-03,豚,搬入枝肉,相対,上,,4
2021-12-03,豚,搬入枝肉,相対,中,,
2021-12-03,豚,搬入枝肉,相対,並,,
2021-12-03,豚,搬入枝肉,相対,等外,,
2021-12-04,牛,生体,,和牛,おす,
2021-12-04,牛,生体,,和牛,めす,
2021-12-04,牛,生体,,和牛,去勢,
2021-12-04,牛,生体,,交雑,おす,
2021-12-04,牛,生体,,交雑,めす,
2021-12-04,牛,生体,,交雑,去勢,
2021-12-04,牛,生体,,乳牛用,おす,
2021-12-04,牛,生体,,乳牛用,めす,
2021-12-04,牛,生体,,乳牛用,去勢,
2021-12-04,牛,搬入枝肉,,和牛,おす,
2021-12-04,牛,搬入枝肉,,和牛,めす,
2021-12-04,牛,搬入枝肉,,和牛,去勢,
2021-12-04,牛,搬入枝肉,,交雑,おす,
2021-12-04,牛,搬入枝肉,,交雑,めす,
2021-12-04,牛,搬入枝肉,,交雑,去勢,
2021-12-04,牛,搬入枝肉,,乳牛用,おす,
2021-12-04,牛,搬入枝肉,,乳牛用,めす,
2021-12-04,牛,搬入枝肉,,乳牛用,去勢,
2021-12-04,豚,生体,せり,極上,,
2021-12-04,豚,生体,せり,上,,
2021-12-04,豚,生体,せり,中,,
2021-12-04,豚,生体,せり,並,,
2021-12-04,豚,生体,せり,等外,,
2021-12-04,豚,生体,相対,極上,,
2021-12-04,豚,生体,相対,上,,
2021-12-04,豚,生体,相対,中,,
2021-12-04,豚,生体,相対,並,,
2021-12-04,豚,生体,相対,等外,,
2021-12-04,豚,搬入枝肉,せり,極上,,
2021-12-04,豚,搬入枝肉,せり,上,,
2021-12-04,豚,搬入枝肉,せり,中,,
2021-12-04,豚,搬入枝肉,せり,並,,
2021-12-04,豚,搬入枝肉,せり,等外,,
2021-12-04,豚,搬入枝肉,相対,極上,,
2021-12-04,豚,搬入枝肉,相対,上,,
2021-12-04,豚,搬入枝肉,相対,中,,
2021-12-04,豚,搬入枝肉,相対,並,,
2021-12-04,豚,搬入枝肉,相対,等外,,1
2021-12-06,牛,生体,,和牛,おす,
2021-12-06,牛,生体,,和牛,めす,273
2021-12-06,牛,生体,,和牛,去勢,66
2021-12-06,牛,生体,,交雑,おす,
2021-12-06,牛,生体,,交雑,めす,20
2021-12-06,牛,生体,,交雑,去勢,
2021-12-06,牛,生体,,乳牛用,おす,
2021-12-06,牛,生体,,乳牛用,めす,
2021-12-06,牛,生体,,乳牛用,去勢,
2021-12-06,牛,搬入枝肉,,和牛,おす,
2021-12-06,牛,搬入枝肉,,和牛,めす,95
2021-12-06,牛,搬入枝肉,,和牛,去勢,49
2021-12-06,牛,搬入枝肉,,交雑,おす,
2021-12-06,牛,搬入枝肉,,交雑,めす,74
2021-12-06,牛,搬入枝肉,,交雑,去勢,26
2021-12-06,牛,搬入枝肉,,乳牛用,おす,
2021-12-06,牛,搬入枝肉,,乳牛用,めす,18
2021-12-06,牛,搬入枝肉,,乳牛用,去勢,3
2021-12-06,豚,生体,せり,極上,,1
2021-12-06,豚,生体,せり,上,,206
2021-12-06,豚,生体,せり,中,,246
2021-12-06,豚,生体,せり,並,,128
2021-12-06,豚,生体,せり,等外,,87
2021-12-06,豚,生体,相対,極上,,
2021-12-06,豚,生体,相対,上,,
2021-12-06,豚,生体,相対,中,,
2021-12-06,豚,生体,相対,並,,
2021-12-06,豚,生体,相対,等外,,
2021-12-06,豚,搬入枝肉,せり,極上,,
2021-12-06,豚,搬入枝肉,せり,上,,
2021-12-06,豚,搬入枝肉,せり,中,,
2021-12-06,豚,搬入枝肉,せり,並,,
2021-12-06,豚,搬入枝肉,せり,等外,,
2021-12-06,豚,搬入枝肉,相対,極上,,
2021-12-06,豚,搬入枝肉,相対,上,,
2021-12-06,豚,搬入枝肉,相対,中,,
2021-12-06,豚,搬入枝肉,相対,並,,
2021-12-06,豚,搬入枝肉,相対,等外,,
2021-12-07,牛,生体,,和牛,おす,
2021-12-07,牛,生体,,和牛,めす,48
2021-12-07,牛,生体,,和牛,去勢,191
2021-12-07,牛,生体,,交雑,おす,
2021-12-07,牛,生体,,交雑,めす,28
2021-12-07,牛,生体,,交雑,去勢,67
2021-12-07,牛,生体,,乳牛用,おす,
2021-12-07,牛,生体,,乳牛用,めす,
2021-12-07,牛,生体,,乳牛用,去勢,
2021-12-07,牛,搬入枝肉,,和牛,おす,
2021-12-07,牛,搬入枝肉,,和牛,めす,30
2021-12-07,牛,搬入枝肉,,和牛,去勢,18
2021-12-07,牛,搬入枝肉,,交雑,おす,
2021-12-07,牛,搬入枝肉,,交雑,めす,
2021-12-07,牛,搬入枝肉,,交雑,去勢,6
2021-12-07,牛,搬入枝肉,,乳牛用,おす,
2021-12-07,牛,搬入枝肉,,乳牛用,めす,20
2021-12-07,牛,搬入枝肉,,乳牛用,去勢,3
2021-12-07,豚,生体,せり,極上,,4
2021-12-07,豚,生体,せり,上,,311
2021-12-07,豚,生体,せり,中,,438
2021-12-07,豚,生体,せり,並,,176
2021-12-07,豚,生体,せり,等外,,41
2021-12-07,豚,生体,相対,極上,,
2021-12-07,豚,生体,相対,上,,
2021-12-07,豚,生体,相対,中,,
2021-12-07,豚,生体,相対,並,,
2021-12-07,豚,生体,相対,等外,,
2021-12-07,豚,搬入枝肉,せり,極上,,
2021-12-07,豚,搬入枝肉,せり,上,,
2021-12-07,豚,搬入枝肉,せり,中,,
2021-12-07,豚,搬入枝肉,せり,並,,
2021-12-07,豚,搬入枝肉,せり,等外,,
2021-12-07,豚,搬入枝肉,相対,極上,,
2021-12-07,豚,搬入枝肉,相対,上,,
2021-12-07,豚,搬入枝肉,相対,中,,17
2021-12-07,豚,搬入枝肉,相対,並,,18
2021-12-07,豚,搬入枝肉,相対,等外,,15
2021-12-08,牛,生体,,和牛,おす,
2021-12-08,牛,生体,,和牛,めす,106
2021-12-08,牛,生体,,和牛,去勢,190
2021-12-08,牛,生体,,交雑,おす,
2021-12-08,牛,生体,,交雑,めす,24
2021-12-08,牛,生体,,交雑,去勢,32
2021-12-08,牛,生体,,乳牛用,おす,
2021-12-08,牛,生体,,乳牛用,めす,
2021-12-08,牛,生体,,乳牛用,去勢,
2021-12-08,牛,搬入枝肉,,和牛,おす,
2021-12-08,牛,搬入枝肉,,和牛,めす,90
2021-12-08,牛,搬入枝肉,,和牛,去勢,38
2021-12-08,牛,搬入枝肉,,交雑,おす,
2021-12-08,牛,搬入枝肉,,交雑,めす,59
2021-12-08,牛,搬入枝肉,,交雑,去勢,47
2021-12-08,牛,搬入枝肉,,乳牛用,おす,
2021-12-08,牛,搬入枝肉,,乳牛用,めす,17
2021-12-08,牛,搬入枝肉,,乳牛用,去勢,9
2021-12-08,豚,生体,せり,極上,,1
2021-12-08,豚,生体,せり,上,,173
2021-12-08,豚,生体,せり,中,,323
2021-12-08,豚,生体,せり,並,,91
2021-12-08,豚,生体,せり,等外,,60
2021-12-08,豚,生体,相対,極上,,
2021-12-08,豚,生体,相対,上,,
2021-12-08,豚,生体,相対,中,,
2021-12-08,豚,生体,相対,並,,
2021-12-08,豚,生体,相対,等外,,
2021-12-08,豚,搬入枝肉,せり,極上,,
2021-12-08,豚,搬入枝肉,せり,上,,
2021-12-08,豚,搬入枝肉,せり,中,,
2021-12-08,豚,搬入枝肉,せり,並,,
2021-12-08,豚,搬入枝肉,せり,等外,,
2021-12-08,豚,搬入枝肉,相対,極上,,
2021-12-08,豚,搬入枝肉,相対,上,,
2021-12-08,豚,搬入枝肉,相対,中,,
2021-12-08,豚,搬入枝肉,相対,並,,
2021-12-08,豚,搬入枝肉,相対,等外,,1
2021-12-09,牛,生体,,和牛,おす,
2021-12-09,牛,生体,,和牛,めす,58
2021-12-09,牛,生体,,和牛,去勢,228
2021-12-09,牛,生体,,交雑,おす,
2021-12-09,牛,生体,,交雑,めす,23
2021-12-09,牛,生体,,交雑,去勢,36
2021-12-09,牛,生体,,乳牛用,おす,
2021-12-09,牛,生体,,乳牛用,めす,
2021-12-09,牛,生体,,乳牛用,去勢,
2021-12-09,牛,搬入枝肉,,和牛,おす,
2021-12-09,牛,搬入枝肉,,和牛,めす,56
2021-12-09,牛,搬入枝肉,,和牛,去勢,71
2021-12-09,牛,搬入枝肉,,交雑,おす,
2021-12-09,牛,搬入枝肉,,交雑,めす,62
2021-12-09,牛,搬入枝肉,,交雑,去勢,57
2021-12-09,牛,搬入枝肉,,乳牛用,おす,
2021-12-09,牛,搬入枝肉,,乳牛用,めす,25
2021-12-09,牛,搬入枝肉,,乳牛用,去勢,
2021-12-09,豚,生体,せり,極上,,2
2021-12-09,豚,生体,せり,上,,182
2021-12-09,豚,生体,せり,中,,325
2021-12-09,豚,生体,せり,並,,104
2021-12-09,豚,生体,せり,等外,,82
2021-12-09,豚,生体,相対,極上,,
2021-12-09,豚,生体,相対,上,,
2021-12-09,豚,生体,相対,中,,
2021-12-09,豚,生体,相対,並,,
2021-12-09,豚,生体,相対,等外,,
2021-12-09,豚,搬入枝肉,せり,極上,,
2021-12-09,豚,搬入枝肉,せり,上,,
2021-12-09,豚,搬入枝肉,せり,中,,
2021-12-09,豚,搬入枝肉,せり,並,,
2021-12-09,豚,搬入枝肉,せり,等外,,
2021-12-09,豚,搬入枝肉,相対,極上,,
2021-12-09,豚,搬入枝肉,相対,上,,4
2021-12-09,豚,搬入枝肉,相対,中,,3
2021-12-09,豚,搬入枝肉,相対,並,,27
2021-12-09,豚,搬入枝肉,相対,等外,,12
2021-12-10,牛,生体,,和牛,おす,
2021-12-10,牛,生体,,和牛,めす,49
2021-12-10,牛,生体,,和牛,去勢,244
2021-12-10,牛,生体,,交雑,おす,
2021-12-10,牛,生体,,交雑,めす,22
2021-12-10,牛,生体,,交雑,去勢,28
2021-12-10,牛,生体,,乳牛用,おす,
2021-12-10,牛,生体,,乳牛用,めす,
2021-12-10,牛,生体,,乳牛用,去勢,
2021-12-10,牛,搬入枝肉,,和牛,おす,
2021-12-10,牛,搬入枝肉,,和牛,めす,73
2021-12-10,牛,搬入枝肉,,和牛,去勢,45
2021-12-10,牛,搬入枝肉,,交雑,おす,
2021-12-10,牛,搬入枝肉,,交雑,めす,29
2021-12-10,牛,搬入枝肉,,交雑,去勢,34
2021-12-10,牛,搬入枝肉,,乳牛用,おす,
2021-12-10,牛,搬入枝肉,,乳牛用,めす,19
2021-12-10,牛,搬入枝肉,,乳牛用,去勢,1
2021-12-10,豚,生体,せり,極上,,6
2021-12-10,豚,生体,せり,上,,266
2021-12-10,豚,生体,せり,中,,397
2021-12-10,豚,生体,せり,並,,215
2021-12-10,豚,生体,せり,等外,,100
2021-12-10,豚,生体,相対,極上,,
2021-12-10,豚,生体,相対,上,,
2021-12-10,豚,生体,相対,中,,
2021-12-10,豚,生体,相対,並,,
2021-12-10,豚,生体,相対,等外,,
2021-12-10,豚,搬入枝肉,せり,極上,,
2021-12-10,豚,搬入枝肉,せり,上,,
2021-12-10,豚,搬入枝肉,せり,中,,
2021-12-10,豚,搬入枝肉,せり,並,,
2021-12-10,豚,搬入枝肉,せり,等外,,
2021-12-10,豚,搬入枝肉,相対,極上,,
2021-12-10,豚,搬入枝肉,相対,上,,
2021-12-10,豚,搬入枝肉,相対,中,,2
2021-12-10,豚,搬入枝肉,相対,並,,12
2021-12-10,豚,搬入枝肉,相対,等外,,6
2021-12-11,牛,生体,,和牛,おす,
2021-12-11,牛,生体,,和牛,めす,99
2021-12-11,牛,生体,,和牛,去勢,191
2021-12-11,牛,生体,,交雑,おす,
2021-12-11,牛,生体,,交雑,めす,32
2021-12-11,牛,生体,,交雑,去勢,15
2021-12-11,牛,生体,,乳牛用,おす,
2021-12-11,牛,生体,,乳牛用,めす,
2021-12-11,牛,生体,,乳牛用,去勢,
2021-12-11,牛,搬入枝肉,,和牛,おす,
2021-12-11,牛,搬入枝肉,,和牛,めす,55
2021-12-11,牛,搬入枝肉,,和牛,去勢,29
2021-12-11,牛,搬入枝肉,,交雑,おす,
2021-12-11,牛,搬入枝肉,,交雑,めす,14
2021-12-11,牛,搬入枝肉,,交雑,去勢,7
2021-12-11,牛,搬入枝肉,,乳牛用,おす,
2021-12-11,牛,搬入枝肉,,乳牛用,めす,18
2021-12-11,牛,搬入枝肉,,乳牛用,去勢,
2021-12-11,豚,生体,せり,極上,,
2021-12-11,豚,生体,せり,上,,167
2021-12-11,豚,生体,せり,中,,257
2021-12-11,豚,生体,せり,並,,154
2021-12-11,豚,生体,せり,等外,,78
2021-12-11,豚,生体,相対,極上,,
2021-12-11,豚,生体,相対,上,,
2021-12-11,豚,生体,相対,中,,
2021-12-11,豚,生体,相対,並,,
2021-12-11,豚,生体,相対,等外,,
2021-12-11,豚,搬入枝肉,せり,極上,,
2021-12-11,豚,搬入枝肉,せり,上,,
2021-12-11,豚,搬入枝肉,せり,中,,
2021-12-11,豚,搬入枝肉,せり,並,,
2021-12-11,豚,搬入枝肉,せり,等外,,
2021-12-11,豚,搬入枝肉,相対,極上,,
2021-12-11,豚,搬入枝肉,相対,上,,
2021-12-11,豚,搬入枝肉,相対,中,,
2021-12-11,豚,搬入枝肉,相対,並,,
2021-12-11,豚,搬入枝肉,相対,等外,,1
2021-12-13,牛,生体,,和牛,おす,
2021-12-13,牛,生体,,和牛,めす,231
2021-12-13,牛,生体,,和牛,去勢,41
2021-12-13,牛,生体,,交雑,おす,
2021-12-13,牛,生体,,交雑,めす,12
2021-12-13,牛,生体,,交雑,去勢,3
2021-12-13,牛,生体,,乳牛用,おす,
2021-12-13,牛,生体,,乳牛用,めす,
2021-12-13,牛,生体,,乳牛用,去勢,
2021-12-13,牛,搬入枝肉,,和牛,おす,
2021-12-13,牛,搬入枝肉,,和牛,めす,66
2021-12-13,牛,搬入枝肉,,和牛,去勢,29
2021-12-13,牛,搬入枝肉,,交雑,おす,
2021-12-13,牛,搬入枝肉,,交雑,めす,55
2021-12-13,牛,搬入枝肉,,交雑,去勢,23
2021-12-13,牛,搬入枝肉,,乳牛用,おす,
2021-12-13,牛,搬入枝肉,,乳牛用,めす,29
2021-12-13,牛,搬入枝肉,,乳牛用,去勢,2
2021-12-13,豚,生体,せり,極上,,4
2021-12-13,豚,生体,せり,上,,181
2021-12-13,豚,生体,せり,中,,378
2021-12-13,豚,生体,せり,並,,191
2021-12-13,豚,生体,せり,等外,,90
2021-12-13,豚,生体,相対,極上,,
2021-12-13,豚,生体,相対,上,,
2021-12-13,豚,生体,相対,中,,
2021-12-13,豚,生体,相対,並,,
2021-12-13,豚,生体,相対,等外,,
2021-12-13,豚,搬入枝肉,せり,極上,,
2021-12-13,豚,搬入枝肉,せり,上,,
2021-12-13,豚,搬入枝肉,せり,中,,
2021-12-13,豚,搬入枝肉,せり,並,,
2021-12-13,豚,搬入枝肉,せり,等外,,
2021-12-13,豚,搬入枝肉,相対,極上,,
2021-12-13,豚,搬入枝肉,相対,上,,
2021-12-13,豚,搬入枝肉,相対,中,,
2021-12-13,豚,搬入枝肉,相対,並,,
2021-12-13,豚,搬入枝肉,相対,等外,,
2021-12-14,牛,生体,,和牛,おす,
2021-12-14,牛,生体,,和牛,めす,80
2021-12-14,牛,生体,,和牛,去勢,183
2021-12-14,牛,生体,,交雑,おす,
2021-12-14,牛,生体,,交雑,めす,13
2021-12-14,牛,生体,,交雑,去勢,64
2021-12-14,牛,生体,,乳牛用,おす,
2021-12-14,牛,生体,,乳牛用,めす,
2021-12-14,牛,生体,,乳牛用,去勢,
2021-12-14,牛,搬入枝肉,,和牛,おす,
2021-12-14,牛,搬入枝肉,,和牛,めす,55
2021-12-14,牛,搬入枝肉,,和牛,去勢,1
2021-12-14,牛,搬入枝肉,,交雑,おす,
2021-12-14,牛,搬入枝肉,,交雑,めす,14
2021-12-14,牛,搬入枝肉,,交雑,去勢,8
2021-12-14,牛,搬入枝肉,,乳牛用,おす,
2021-12-14,牛,搬入枝肉,,乳牛用,めす,21
2021-12-14,牛,搬入枝肉,,乳牛用,去勢,2
2021-12-14,豚,生体,せり,極上,,3
2021-12-14,豚,生体,せり,上,,291
2021-12-14,豚,生体,せり,中,,378
2021-12-14,豚,生体,せり,並,,163
2021-12-14,豚,生体,せり,等外,,83
2021-12-14,豚,生体,相対,極上,,
2021-12-14,豚,生体,相対,上,,
2021-12-14,豚,生体,相対,中,,
2021-12-14,豚,生体,相対,並,,
2021-12-14,豚,生体,相対,等外,,
2021-12-14,豚,搬入枝肉,せり,極上,,
2021-12-14,豚,搬入枝肉,せり,上,,
2021-12-14,豚,搬入枝肉,せり,中,,
2021-12-14,豚,搬入枝肉,せり,並,,
2021-12-14,豚,搬入枝肉,せり,等外,,
2021-12-14,豚,搬入枝肉,相対,極上,,
2021-12-14,豚,搬入枝肉,相対,上,,
2021-12-14,豚,搬入枝肉,相対,中,,12
2021-12-14,豚,搬入枝肉,相対,並,,15
2021-12-14,豚,搬入枝肉,相対,等外,,14
2021-12-15,牛,生体,,和牛,おす,
2021-12-15,牛,生体,,和牛,めす,105
2021-12-15,牛,生体,,和牛,去勢,148
2021-12-15,牛,生体,,交雑,おす,
2021-12-15,牛,生体,,交雑,めす,67
2021-12-15,牛,生体,,交雑,去勢,25
2021-12-15,牛,生体,,乳牛用,おす,
2021-12-15,牛,生体,,乳牛用,めす,
2021-12-15,牛,生体,,乳牛用,去勢,3
2021-12-15,牛,搬入枝肉,,和牛,おす,
2021-12-15,牛,搬入枝肉,,和牛,めす,55
2021-12-15,牛,搬入枝肉,,和牛,去勢,35
2021-12-15,牛,搬入枝肉,,交雑,おす,
2021-12-15,牛,搬入枝肉,,交雑,めす,72
2021-12-15,牛,搬入枝肉,,交雑,去勢,67
2021-12-15,牛,搬入枝肉,,乳牛用,おす,
2021-12-15,牛,搬入枝肉,,乳牛用,めす,14
2021-12-15,牛,搬入枝肉,,乳牛用,去勢,3
2021-12-15,豚,生体,せり,極上,,2
2021-12-15,豚,生体,せり,上,,184
2021-12-15,豚,生体,せり,中,,357
2021-12-15,豚,生体,せり,並,,137
2021-12-15,豚,生体,せり,等外,,105
2021-12-15,豚,生体,相対,極上,,
2021-12-15,豚,生体,相対,上,,
2021-12-15,豚,生体,相対,中,,
2021-12-15,豚,生体,相対,並,,
2021-12-15,豚,生体,相対,等外,,
2021-12-15,豚,搬入枝肉,せり,極上,,
2021-12-15,豚,搬入枝肉,せり,上,,
2021-12-15,豚,搬入枝肉,せり,中,,
2021-12-15,豚,搬入枝肉,せり,並,,
2021-12-15,豚,搬入枝肉,せり,等外,,
2021-12-15,豚,搬入枝肉,相対,極上,,
2021-12-15,豚,搬入枝肉,相対,上,,
2021-12-15,豚,搬入枝肉,相対,中,,
2021-12-15,豚,搬入枝肉,相対,並,,
2021-12-15,豚,搬入枝肉,相対,等外,,1
2021-12-16,牛,生体,,和牛,おす,
2021-12-16,牛,生体,,和牛,めす,71
2021-12-16,牛,生体,,和牛,去勢,177
2021-12-16,牛,生体,,交雑,おす,
2021-12-16,牛,生体,,交雑,めす,25
2021-12-16,牛,生体,,交雑,去勢,64
2021-12-16,牛,生体,,乳牛用,おす,
2021-12-16,牛,生体,,乳牛用,めす,
2021-12-16,牛,生体,,乳牛用,去勢,
2021-12-16,牛,搬入枝肉,,和牛,おす,
2021-12-16,牛,搬入枝肉,,和牛,めす,49
2021-12-16,牛,搬入枝肉,,和牛,去勢,71
2021-12-16,牛,搬入枝肉,,交雑,おす,
2021-12-16,牛,搬入枝肉,,交雑,めす,70
2021-12-16,牛,搬入枝肉,,交雑,去勢,39
2021-12-16,牛,搬入枝肉,,乳牛用,おす,
2021-12-16,牛,搬入枝肉,,乳牛用,めす,12
2021-12-16,牛,搬入枝肉,,乳牛用,去勢,
2021-12-16,豚,生体,せり,極上,,
2021-12-16,豚,生体,せり,上,,221
2021-12-16,豚,生体,せり,中,,276
2021-12-16,豚,生体,せり,並,,107
2021-12-16,豚,生体,せり,等外,,81
2021-12-16,豚,生体,相対,極上,,
2021-12-16,豚,生体,相対,上,,
2021-12-16,豚,生体,相対,中,,
2021-12-16,豚,生体,相対,並,,
2021-12-16,豚,生体,相対,等外,,
2021-12-16,豚,搬入枝肉,せり,極上,,
2021-12-16,豚,搬入枝肉,せり,上,,
2021-12-16,豚,搬入枝肉,せり,中,,
2021-12-16,豚,搬入枝肉,せり,並,,
2021-12-16,豚,搬入枝肉,せり,等外,,
2021-12-16,豚,搬入枝肉,相対,極上,,
2021-12-16,豚,搬入枝肉,相対,上,,
2021-12-16,豚,搬入枝肉,相対,中,,8
2021-12-16,豚,搬入枝肉,相対,並,,18
2021-12-16,豚,搬入枝肉,相対,等外,,10
2021-12-17,牛,生体,,和牛,おす,
2021-12-17,牛,生体,,和牛,めす,46
2021-12-17,牛,生体,,和牛,去勢,181
2021-12-17,牛,生体,,交雑,おす,
2021-12-17,牛,生体,,交雑,めす,51
2021-12-17,牛,生体,,交雑,去勢,49
2021-12-17,牛,生体,,乳牛用,おす,
2021-12-17,牛,生体,,乳牛用,めす,
2021-12-17,牛,生体,,乳牛用,去勢,
2021-12-17,牛,搬入枝肉,,和牛,おす,
2021-12-17,牛,搬入枝肉,,和牛,めす,58
2021-12-17,牛,搬入枝肉,,和牛,去勢,55
2021-12-17,牛,搬入枝肉,,交雑,おす,
2021-12-17,牛,搬入枝肉,,交雑,めす,38
2021-12-17,牛,搬入枝肉,,交雑,去勢,39
