ID,寄附種別,寄附タイトル,都道府県コード又は市町村コード,都道府県,市区町村,行政区,寄附金額,寄附年月日,寄附年度
364,一般寄付,目黒区におまかせ！,112020,埼玉県,熊谷市,,25000,2020/10/1,2020
365,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,200000,長野県,北佐久郡軽井沢町,,286000,2020/10/1,2020
366,一般寄付,目黒区におまかせ！,131091,東京都,品川区,,110000,2020/10/1,2020
367,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131156,東京都,杉並区,,127000,2020/10/1,2020
368,一般寄付,目黒区におまかせ！,131113,東京都,大田区,,18000,2020/10/1,2020
369,一般寄付,目黒区におまかせ！,142042,神奈川県,鎌倉市,,185000,2020/10/1,2020
370,学校備品等整備寄付金,次代を担う子どもたちのために学校備品等を充実させたい！,131172,東京都,北区,,110000,2020/10/1,2020
371,一般寄付,目黒区におまかせ！,131156,東京都,杉並区,,25000,2020/10/1,2020
372,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,12000,2020/10/1,2020
373,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,141003,神奈川県,横浜市,青葉区,143000,2020/10/1,2020
374,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,282014,兵庫県,姫路市,,110000,2020/10/1,2020
375,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,121002,千葉県,千葉市,花見川区,60000,2020/10/1,2020
376,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,431001,熊本県,熊本市,中央区,80000,2020/10/1,2020
377,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131113,東京都,大田区,,110000,2020/10/1,2020
378,一般寄付,目黒区におまかせ！,131091,東京都,品川区,,110000,2020/10/1,2020
379,一般寄付,目黒区におまかせ！,152021,新潟県,長岡市,,35000,2020/10/1,2020
380,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,012025,北海道,函館市,,16000,2020/10/1,2020
381,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131059,東京都,文京区,,185000,2020/10/1,2020
382,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,127000,2020/10/1,2020
383,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,143000,2020/10/1,2020
384,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,127000,2020/10/1,2020
385,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,112305,埼玉県,新座市,,25000,2020/10/1,2020
386,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131148,東京都,中野区,,143000,2020/10/1,2020
387,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,422053,長崎県,大村市,,25000,2020/10/1,2020
388,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,28000,2020/10/1,2020
389,一般寄付,目黒区におまかせ！,131016,東京都,千代田区,,10000,2020/10/1,2020
390,一般寄付,目黒区におまかせ！,131016,東京都,千代田区,,12000,2020/10/1,2020
391,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,132187,東京都,福生市,,550000,2020/10/1,2020
392,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132021,東京都,立川市,,60000,2020/10/1,2020
393,一般寄付,目黒区におまかせ！,131156,東京都,杉並区,,185000,2020/10/1,2020
394,一般寄付,目黒区におまかせ！,131156,東京都,杉並区,,60000,2020/10/1,2020
395,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,172014,石川県,金沢市,,28000,2020/10/1,2020
396,学校備品等整備寄付金,次代を担う子どもたちのために学校備品等を充実させたい！,281000,兵庫県,神戸市,中央区,16000,2020/10/1,2020
397,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,12000,2020/10/1,2020
398,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131164,東京都,豊島区,,35000,2020/10/1,2020
399,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,202011,長野県,長野市,,120000,2020/10/1,2020
400,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,122076,千葉県,松戸市,,70000,2020/10/1,2020
401,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,202011,長野県,長野市,,63000,2020/10/1,2020
402,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,60000,2020/10/1,2020
403,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,185000,2020/10/1,2020
404,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,185000,2020/10/1,2020
405,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131130,東京都,渋谷区,,312000,2020/10/1,2020
406,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131032,東京都,港区,,185000,2020/10/1,2020
407,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,35000,2020/10/1,2020
408,一般寄付,目黒区におまかせ！,200000,長野県,上伊那郡箕輪町,,16000,2020/10/1,2020
409,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,131113,東京都,大田区,,85000,2020/10/1,2020
410,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,131130,東京都,渋谷区,,143000,2020/10/1,2020
411,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,127000,2020/10/1,2020
412,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132047,東京都,三鷹市,,85000,2020/11/1,2020
413,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,12000,2020/10/1,2020
414,一般寄付,目黒区におまかせ！,131091,東京都,品川区,,12000,2020/10/1,2020
415,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132012,東京都,八王子市,,7000,2020/10/1,2020
416,一般寄付,目黒区におまかせ！,131113,東京都,大田区,,50000,2020/10/1,2020
417,学校備品等整備寄付金,次代を担う子どもたちのために学校備品等を充実させたい！,131156,東京都,杉並区,,16000,2020/10/1,2020
418,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,041009,宮城県,仙台市,青葉区,185000,2020/10/1,2020
419,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,142042,神奈川県,鎌倉市,,25000,2020/10/1,2020
420,図書資料充実寄付金,図書館の資料を充実させたい！,131156,東京都,杉並区,,35000,2020/10/1,2020
421,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,042111,宮城県,岩沼市,,185000,2020/10/1,2020
422,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,281000,兵庫県,神戸市,東灘区,16000,2020/10/1,2020
423,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131016,東京都,千代田区,,12000,2020/10/1,2020
424,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,131156,東京都,杉並区,,60000,2020/11/1,2020
425,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,131156,東京都,杉並区,,60000,2020/11/1,2020
426,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,131156,東京都,杉並区,,60000,2020/11/1,2020
427,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,121002,千葉県,千葉市,稲毛区,254000,2020/11/1,2020
428,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,030007,岩手県,上閉伊郡大槌町,,185000,2020/11/1,2020
429,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,162027,富山県,高岡市,,15000,2020/11/1,2020
430,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,282065,兵庫県,芦屋市,,185000,2020/11/1,2020
431,一般寄付,目黒区におまかせ！,192104,山梨県,甲斐市,,16000,2020/11/1,2020
432,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,282146,兵庫県,宝塚市,,10000,2020/11/1,2020
433,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,泉区,20000,2020/11/1,2020
434,一般寄付,目黒区におまかせ！,131059,東京都,文京区,,127000,2020/11/1,2020
435,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,022021,青森県,弘前市,,16000,2020/11/1,2020
436,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141305,神奈川県,川崎市,幸区,185000,2020/11/1,2020
437,一般寄付,目黒区におまかせ！,112101,埼玉県,加須市,,96000,2020/11/1,2020
438,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131121,東京都,世田谷区,,60000,2020/11/1,2020
439,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,082295,茨城県,稲敷市,,35000,2020/11/1,2020
440,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,121002,千葉県,千葉市,緑区,16000,2020/11/1,2020
441,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,132012,東京都,八王子市,,60000,2020/11/1,2020
442,図書資料充実寄付金,図書館の資料を充実させたい！,262021,京都府,舞鶴市,,26000,2020/11/1,2020
443,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,131121,東京都,世田谷区,,25000,2020/11/1,2020
444,一般寄付,目黒区におまかせ！,132047,東京都,三鷹市,,70000,2020/11/1,2020
445,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,131105,東京都,目黒区,,6000,2020/11/1,2020
446,一般寄付,目黒区におまかせ！,442011,大分県,大分市,,12000,2020/11/1,2020
447,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,132209,東京都,東大和市,,7000,2020/11/1,2020
448,一般寄付,目黒区におまかせ！,112178,埼玉県,鴻巣市,,25000,2020/11/1,2020
449,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,052094,秋田県,鹿角市,,12000,2020/11/1,2020
450,一般寄付,目黒区におまかせ！,102016,群馬県,前橋市,,185000,2020/11/1,2020
451,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,142182,神奈川県,綾瀬市,,12000,2020/11/1,2020
452,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,131121,東京都,世田谷区,,12000,2020/11/1,2020
453,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,122076,千葉県,松戸市,,110000,2020/11/1,2020
454,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,131091,東京都,品川区,,35000,2020/11/1,2020
455,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,131121,東京都,世田谷区,,228000,2020/11/1,2020
456,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,中区,185000,2020/11/1,2020
457,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,16000,2020/11/1,2020
458,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,18000,2020/11/1,2020
459,一般寄付,目黒区におまかせ！,112348,埼玉県,八潮市,,35000,2020/11/1,2020
460,一般寄付,目黒区におまかせ！,142042,神奈川県,鎌倉市,,16000,2020/11/1,2020
461,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,都筑区,16000,2020/11/1,2020
462,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,132021,東京都,立川市,,185000,2020/11/1,2020
463,コミュニティ活動支援寄付金,めぐろのまちづくり活動を応援したい！,112097,埼玉県,飯能市,,35000,2020/11/1,2020
464,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,川崎区,16000,2020/11/1,2020
465,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,60000,2020/11/1,2020
466,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141003,神奈川県,横浜市,青葉区,185000,2020/11/1,2020
467,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131083,東京都,江東区,,70000,2020/11/1,2020
468,学校備品等整備寄付金,次代を担う子どもたちのために学校備品等を充実させたい！,112089,埼玉県,所沢市,,254000,2020/11/1,2020
469,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,271004,大阪府,大阪市,福島区,16000,2020/11/1,2020
470,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141003,神奈川県,横浜市,戸塚区,16000,2020/11/1,2020
471,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141003,神奈川県,横浜市,緑区,12000,2020/11/1,2020
472,一般寄付,目黒区におまかせ！,231002,愛知県,名古屋市,名東区,12000,2020/11/1,2020
473,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,131130,東京都,渋谷区,,110000,2020/11/1,2020
474,一般寄付,目黒区におまかせ！,131237,東京都,江戸川区,,20000,2020/11/1,2020
475,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,122271,千葉県,浦安市,,7000,2020/11/1,2020
476,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,青葉区,15000,2020/11/1,2020
477,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,122327,千葉県,白井市,,35000,2020/11/1,2020
478,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,48000,2020/11/1,2020
479,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131130,東京都,渋谷区,,143000,2020/11/1,2020
480,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,470007,沖縄県,島尻郡八重瀬町,,7000,2020/11/1,2020
481,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141003,神奈川県,横浜市,瀬谷区,127000,2020/11/1,2020
482,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,141003,神奈川県,横浜市,瀬谷区,10000,2020/11/1,2020
483,一般寄付,目黒区におまかせ！,131130,東京都,渋谷区,,127000,2020/11/1,2020
484,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,鶴見区,12000,2020/11/1,2020
485,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,青葉区,127000,2020/11/1,2020
486,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,102059,群馬県,太田市,,35000,2020/11/1,2020
487,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,131130,東京都,渋谷区,,120000,2020/11/1,2020
488,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,131130,東京都,渋谷区,,85000,2020/11/1,2020
489,図書資料充実寄付金,図書館の資料を充実させたい！,132012,東京都,八王子市,,22000,2020/11/1,2020
490,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131083,東京都,江東区,,12000,2020/11/1,2020
491,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131130,東京都,渋谷区,,127000,2020/11/1,2020
492,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131130,東京都,渋谷区,,143000,2020/11/1,2020
493,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131130,東京都,渋谷区,,35000,2020/11/1,2020
494,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131202,東京都,練馬区,,25000,2020/11/1,2020
495,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131202,東京都,練馬区,,25000,2020/11/1,2020
496,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,青葉区,35000,2020/11/1,2020
497,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,231002,愛知県,名古屋市,中区,16000,2020/11/1,2020
498,一般寄付,目黒区におまかせ！,131113,東京都,大田区,,70000,2020/11/1,2020
499,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,232149,愛知県,蒲郡市,,12000,2020/11/1,2020
500,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,185000,2020/11/1,2020
501,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131032,東京都,港区,,12000,2020/11/1,2020
502,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131041,東京都,新宿区,,16000,2020/11/1,2020
503,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,143000,2020/11/1,2020
504,一般寄付,目黒区におまかせ！,131024,東京都,中央区,,25000,2020/11/1,2020
505,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,232238,愛知県,大府市,,10000,2020/11/1,2020
506,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,372013,香川県,高松市,,127000,2020/11/1,2020
507,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,127000,2020/11/1,2020
508,一般寄付,目黒区におまかせ！,132144,東京都,国分寺市,,20000,2020/11/1,2020
509,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,202185,長野県,千曲市,,12000,2020/11/1,2020
510,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,122211,千葉県,八千代市,,12000,2020/11/1,2020
511,一般寄付,目黒区におまかせ！,131091,東京都,品川区,,25000,2020/11/1,2020
512,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,281000,兵庫県,神戸市,垂水区,12000,2020/11/1,2020
513,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,422011,長崎県,長崎市,,10000,2020/11/1,2020
514,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,122271,千葉県,浦安市,,16000,2020/11/1,2020
515,一般寄付,目黒区におまかせ！,131113,東京都,大田区,,185000,2020/11/1,2020
516,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,252018,滋賀県,大津市,,16000,2020/11/1,2020
517,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131148,東京都,中野区,,15000,2020/11/1,2020
518,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131148,東京都,中野区,,15000,2020/11/1,2020
519,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131148,東京都,中野区,,15000,2020/11/1,2020
520,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,122033,千葉県,市川市,,60000,2020/11/1,2020
521,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,122173,千葉県,柏市,,85000,2020/11/1,2020
522,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,042153,宮城県,大崎市,,12000,2020/11/1,2020
523,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131148,東京都,中野区,,12000,2020/11/1,2020
524,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,172014,石川県,金沢市,,16000,2020/11/1,2020
525,学校備品等整備寄付金,次代を担う子どもたちのために学校備品等を充実させたい！,360007,徳島県,板野郡上板町,,185000,2020/11/1,2020
526,一般寄付,目黒区におまかせ！,131202,東京都,練馬区,,85000,2020/11/1,2020
527,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,112348,埼玉県,八潮市,,220000,2020/11/1,2020
528,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131121,東京都,世田谷区,,12000,2020/11/1,2020
529,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,131032,東京都,港区,,185000,2020/11/1,2020
530,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,232068,愛知県,春日井市,,16000,2020/11/1,2020
531,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131083,東京都,江東区,,35000,2020/11/1,2020
532,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,青葉区,35000,2020/11/1,2020
533,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,131121,東京都,世田谷区,,16000,2020/11/1,2020
534,学校備品等整備寄付金,次代を担う子どもたちのために学校備品等を充実させたい！,112411,埼玉県,鶴ヶ島市,,16000,2020/11/1,2020
535,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131091,東京都,品川区,,60000,2020/11/1,2020
536,一般寄付,目黒区におまかせ！,131202,東京都,練馬区,,35000,2020/11/1,2020
537,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131130,東京都,渋谷区,,16000,2020/11/1,2020
538,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,131091,東京都,品川区,,254000,2020/11/1,2020
539,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,212016,岐阜県,岐阜市,,35000,2020/11/1,2020
540,一般寄付,目黒区におまかせ！,141305,神奈川県,川崎市,川崎区,143000,2020/11/1,2020
541,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,271403,大阪府,堺市,北区,185000,2020/11/1,2020
542,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131016,東京都,千代田区,,10000,2020/11/1,2020
543,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,85000,2020/11/1,2020
544,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,402192,福岡県,大野城市,,16000,2020/11/1,2020
545,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,麻生区,254000,2020/11/1,2020
546,一般寄付,目黒区におまかせ！,182028,福井県,敦賀市,,35000,2020/11/1,2020
547,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131083,東京都,江東区,,35000,2020/11/1,2020
548,一般寄付,目黒区におまかせ！,112275,埼玉県,朝霞市,,185000,2020/11/1,2020
549,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131105,東京都,目黒区,,3000,2020/11/1,2020
550,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,242012,三重県,津市,,12000,2020/11/1,2020
551,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,172031,石川県,小松市,,28000,2020/11/1,2020
552,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131113,東京都,大田区,,15000,2020/11/1,2020
553,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,082015,茨城県,水戸市,,18000,2020/11/1,2020
554,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,082015,茨城県,水戸市,,12000,2020/11/1,2020
555,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,261009,京都府,京都市,西京区,110000,2020/12/1,2020
556,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,35000,2020/11/1,2020
557,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,082031,茨城県,土浦市,,20000,2020/11/1,2020
558,一般寄付,目黒区におまかせ！,131032,東京都,港区,,24000,2020/11/1,2020
559,一般寄付,目黒区におまかせ！,232114,愛知県,豊田市,,12000,2020/11/1,2020
560,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131032,東京都,港区,,35000,2020/11/1,2020
561,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,高津区,12000,2020/11/1,2020
562,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,192015,山梨県,甲府市,,60000,2020/11/1,2020
563,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131172,東京都,北区,,35000,2020/11/1,2020
564,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,142042,神奈川県,鎌倉市,,185000,2020/11/1,2020
565,一般寄付,目黒区におまかせ！,131059,東京都,文京区,,110000,2020/11/1,2020
566,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131121,東京都,世田谷区,,152000,2020/11/1,2020
567,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131075,東京都,墨田区,,35000,2020/11/1,2020
568,一般寄付,目黒区におまかせ！,472051,沖縄県,宜野湾市,,12000,2020/11/1,2020
569,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,港南区,35000,2020/11/1,2020
570,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131199,東京都,板橋区,,24000,2020/11/1,2020
571,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122203,千葉県,流山市,,12000,2020/11/1,2020
572,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,宮前区,143000,2020/11/1,2020
573,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,112127,埼玉県,東松山市,,15000,2020/11/1,2020
574,一般寄付,目黒区におまかせ！,112461,埼玉県,白岡市,,35000,2020/11/1,2020
575,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131148,東京都,中野区,,127000,2020/11/1,2020
576,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,271004,大阪府,大阪市,西区,16000,2020/11/1,2020
577,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,132144,東京都,国分寺市,,24000,2020/11/1,2020
578,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,25000,2020/11/1,2020
579,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131121,東京都,世田谷区,,16000,2020/11/1,2020
580,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131032,東京都,港区,,12000,2020/11/1,2020
581,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131237,東京都,江戸川区,,35000,2020/11/1,2020
582,図書資料充実寄付金,図書館の資料を充実させたい！,131105,東京都,目黒区,,10000,2020/11/1,2020
