市町村名,歳入合計（千円）,1地方税（千円）,2地方譲与税（千円）,地方譲与税の内訳・(1)地方揮発油譲与税（千円）,地方譲与税の内訳・(2)自動車重量譲与税（千円）,地方譲与税の内訳・(3)航空機燃料譲与税（千円）,3利子割交付金（千円）,4配当割交付金（千円）,5株式等譲渡所得割交付金（千円）,6地方消費税交付金（千円）,7ゴルフ場利用税交付金（千円）,8特別地方消費税交付金（千円）,9自動車取得税交付金（千円）,10地方特例交付金（千円）,11地方交付税（千円）,地方交付税の内訳・(1)普通交付税（千円）,地方交付税の内訳・(2)特別交付税（千円）,地方交付税の内訳・(3)震災復興特別交付税（千円）,12交通安全対策特別交付金（千円）,13分担金及び負担金（千円）,分担金及び負担金の内訳・(1)同級他団体からのもの（千円）,分担金及び負担金の内訳・(2)その他からのもの（千円）,14使用料（千円）,使用料の内訳・(1)授業料（千円）,使用料の内訳・授業料の内訳・①幼稚園（千円）,使用料の内訳・授業料の内訳・②その他（千円）,使用料の内訳・(2)保育所使用料（千円）,使用料の内訳・(3)公営住宅使用料（千円）,使用料の内訳・(4)その他（千円）,15手数料（千円）,手数料の内訳・(1)法定受託事務に係るもの（千円）,手数料の内訳・(2)自治事務に係るもの（千円）,16国庫支出金（千円）,国庫支出金の内訳・(1)生活保護費負担金（千円）,国庫支出金の内訳・(2)児童保護費等負担金（千円）,国庫支出金の内訳・(3)障害者自立支援給付費等負担金（千円）,国庫支出金の内訳・(4)子どものための金銭の給付交付金（千円）,国庫支出金の内訳・(5)普通建設事業費支出金（千円）,国庫支出金の内訳・(6)災害復旧事業費支出金（千円）,国庫支出金の内訳・(7)委託金（千円）,国庫支出金の内訳・委託金の内訳・①普通建設事業費（千円）,国庫支出金の内訳・委託金の内訳・②災害復旧事業費（千円）,国庫支出金の内訳・委託金の内訳・③その他（千円）,国庫支出金の内訳・(8)財政補給金（千円）,国庫支出金の内訳・(9)社会資本整備総合交付金（千円）,国庫支出金の内訳・(10)特定防衛施設周辺整備調整交付金（千円）,国庫支出金の内訳・(11)がんばる地域交付金（千円）,国庫支出金の内訳・(12)その他（千円）,17国有提供施設等所在市町村助成交付金（千円）,18都道府県支出金（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・①児童保護費（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・②障害者自立支援（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・③子どものための金銭の給付交付金（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・④普通建設事（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・⑤災害復旧事（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・⑥委託金（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・⑥委託金・委託金の内訳・（ア）普通建設事業（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・⑥委託金・委託金の内訳・（イ）災害復旧事業（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・⑥委託金・委託金の内訳・（ウ）その他（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・⑦電源立地地域対策交付金（千円）,都道府県支出金の内訳・(1)国庫財源を伴うもの・国庫財源を伴うものの内訳・⑧その他（千円）,都道府県支出金の内訳・(2)都費のみのもの（千円）,都道府県支出金の内訳・(2)都費のみのもの・都費のみのものの内訳・①普通建設事業費支出金（千円）,都道府県支出金の内訳・(2)都費のみのもの・都費のみのものの内訳・②災害復旧事業費支出金（千円）,都道府県支出金の内訳・(2)都費のみのもの・都費のみのものの内訳・③その他（千円）,19財産収入（千円）,財産収入の内訳・(1)財産運用収入（千円）,財産収入の内訳・(2)財産売払収入（千円）,財産収入の内訳・(2)財産売払収入・財産売払収入の内訳・①土地建物（千円）,財産収入の内訳・(2)財産売払収入・財産売払収入の内訳・②立木竹（千円）,財産収入の内訳・(2)財産売払収入・財産売払収入の内訳・③その他（千円）,20寄附金（千円）,21繰入金（千円）,22繰越金（千円）,繰越金の内訳・(1)純繰越金（千円）,繰越金の内訳・(2)繰越事業費等充当財源繰越額（千円）,23諸収入（千円）,諸収入の内訳・(1)延滞金加算金及び過料（千円）,諸収入の内訳・(2)預金利子（千円）,諸収入の内訳・(3)公営企業貸付金元利収入（千円）,諸収入の内訳・(4)貸付金元利収入（千円）,諸収入の内訳・(5)受託事業収入（千円）,諸収入の内訳・(5)受託事業収入・受託事業収入の内訳・①同級他団体からのもの（千円）,諸収入の内訳・(5)受託事業収入・受託事業収入の内訳・②民間からのもの（千円）,諸収入の内訳・(6)収益事業収入（千円）,諸収入の内訳・(7)雑入（千円）,諸収入の内訳・(7)雑入・雑入の内訳・①一部事務組合配分金（千円）,諸収入の内訳・(7)雑入・雑入の内訳・②その他（千円）,24地方債（千円）,区分
福生市,23546526 ,8048609 ,93775 ,28079 ,65696 ,0 ,60645 ,76330 ,64086 ,747798 ,0 ,0 ,31262 ,28179 ,2409228 ,2031802 ,377426 ,0 ,9884 ,219476 ,0 ,219476 ,195013 ,0 ,0 ,0 ,0 ,99263 ,95750 ,187267 ,9419 ,177848 ,4105089 ,1652334 ,400024 ,322869 ,574446 ,61389 ,0 ,26890 ,0 ,0 ,26890 ,0 ,9460 ,387223 ,4582 ,665872 ,1609213 ,3318951 ,903731 ,200780 ,163499 ,127043 ,1313 ,0 ,24089 ,0 ,0 ,24089 ,0 ,387007 ,2415220 ,341210 ,0 ,2074010 ,17524 ,14368 ,3156 ,3156 ,0 ,0 ,2926 ,633253 ,1113039 ,1113039 ,0 ,174979 ,20335 ,177 ,0 ,0 ,0 ,0 ,0 ,0 ,154467 ,0 ,154467 ,400000 ,福
狛江市,27018152 ,11815441 ,106488 ,31886 ,74602 ,0 ,106943 ,134636 ,113058 ,918130 ,0 ,0 ,35393 ,42239 ,1748688 ,1486502 ,262184 ,2 ,7488 ,150669 ,8929 ,141740 ,316430 ,0 ,0 ,0 ,153112 ,0 ,163318 ,310946 ,9136 ,301810 ,3351373 ,1461868 ,213247 ,459617 ,738406 ,17443 ,0 ,25784 ,0 ,0 ,25784 ,0 ,30617 ,0 ,2170 ,402221 ,0 ,3398885 ,845275 ,109128 ,229744 ,159759 ,0 ,0 ,29337 ,0 ,0 ,29337 ,0 ,317307 ,2553610 ,386595 ,0 ,2167015 ,15712 ,10645 ,5067 ,5067 ,0 ,0 ,32087 ,1234234 ,1031604 ,1025501 ,6103 ,391108 ,39671 ,280 ,0 ,318 ,0 ,0 ,0 ,0 ,350839 ,82549 ,268290 ,1756600 ,狛
東大和市,30466074 ,12319548 ,134028 ,40132 ,93896 ,0 ,90120 ,113699 ,95619 ,1013534 ,0 ,0 ,44660 ,76641 ,1957963 ,1780798 ,177051 ,114 ,11992 ,379097 ,2038 ,377059 ,169131 ,0 ,0 ,0 ,15965 ,3718 ,149448 ,297550 ,8031 ,289519 ,5449306 ,2332668 ,479010 ,713568 ,1002966 ,81862 ,0 ,27665 ,0 ,0 ,27665 ,0 ,116865 ,0 ,1383 ,693319 ,0 ,4404940 ,1230697 ,239504 ,356635 ,223931 ,10540 ,0 ,40005 ,0 ,0 ,40005 ,0 ,360082 ,3174243 ,566134 ,2500 ,2605609 ,63372 ,1674 ,61698 ,61527 ,0 ,171 ,10824 ,417758 ,1347290 ,1327865 ,19425 ,236960 ,35761 ,64 ,0 ,27006 ,0 ,0 ,0 ,0 ,174129 ,0 ,174129 ,1832042 ,東
清瀬市,29950749 ,9184352 ,109396 ,32757 ,76639 ,0 ,76607 ,96302 ,80785 ,884080 ,0 ,0 ,36474 ,58169 ,4032691 ,3859369 ,173320 ,2 ,7793 ,179586 ,14523 ,165063 ,225269 ,0 ,0 ,0 ,76787 ,47002 ,101480 ,184899 ,6421 ,178478 ,5760568 ,3114709 ,225447 ,713811 ,793908 ,189781 ,0 ,23424 ,0 ,0 ,23424 ,0 ,15524 ,0 ,44173 ,639791 ,28253 ,4847789 ,1639383 ,112825 ,371424 ,178756 ,419571 ,0 ,30161 ,0 ,0 ,30161 ,0 ,526646 ,3208406 ,614695 ,0 ,2593711 ,216292 ,2737 ,213555 ,213555 ,0 ,0 ,25891 ,921507 ,768602 ,768602 ,0 ,163444 ,6629 ,14 ,0 ,10609 ,0 ,0 ,0 ,0 ,146192 ,0 ,146192 ,2062000 ,清
東久留米市,38768959 ,16697651 ,175566 ,52570 ,122996 ,0 ,130866 ,164685 ,138251 ,1379929 ,0 ,0 ,58485 ,88335 ,3052626 ,2889104 ,163520 ,2 ,13666 ,280956 ,33306 ,247650 ,364852 ,0 ,0 ,0 ,122217 ,0 ,242635 ,66079 ,16684 ,49395 ,6502073 ,2770322 ,320569 ,943246 ,1218712 ,91723 ,0 ,45827 ,0 ,0 ,45827 ,0 ,269253 ,0 ,21510 ,820911 ,0 ,5431055 ,1259957 ,160642 ,470685 ,267132 ,31200 ,0 ,38917 ,0 ,0 ,38917 ,0 ,291381 ,4171098 ,759955 ,0 ,3411143 ,150091 ,2564 ,147527 ,147527 ,0 ,0 ,18993 ,50488 ,1273161 ,1260453 ,12708 ,350551 ,43935 ,1 ,0 ,54470 ,0 ,0 ,0 ,0 ,252145 ,30738 ,221407 ,2380600 ,久
武蔵村山市,28770358 ,10102500 ,120754 ,36157 ,84597 ,0 ,61635 ,77902 ,65597 ,914130 ,0 ,0 ,40222 ,70575 ,2076705 ,1897534 ,179139 ,32 ,11087 ,317290 ,8517 ,308773 ,114534 ,0 ,0 ,0 ,19692 ,7859 ,86983 ,135070 ,8257 ,126813 ,5407338 ,2066134 ,477764 ,653678 ,940668 ,149868 ,0 ,28057 ,0 ,0 ,28057 ,0 ,278300 ,96521 ,3983 ,712365 ,469121 ,4204826 ,1244202 ,238882 ,326436 ,212038 ,179950 ,0 ,38681 ,0 ,0 ,38681 ,0 ,248215 ,2960624 ,471369 ,0 ,2489255 ,319524 ,319030 ,494 ,494 ,0 ,0 ,3765 ,1603705 ,838052 ,789146 ,48906 ,346863 ,39186 ,0 ,0 ,70360 ,0 ,0 ,0 ,0 ,237317 ,0 ,237317 ,1469163 ,村
多摩市,52005314 ,28716557 ,242414 ,72587 ,169827 ,0 ,187411 ,235155 ,197008 ,2002615 ,26557 ,0 ,81225 ,90035 ,72781 ,0 ,72750 ,31 ,15316 ,502838 ,7004 ,495834 ,402884 ,0 ,0 ,0 ,36350 ,46450 ,320084 ,611209 ,15068 ,596141 ,7750384 ,3236833 ,708734 ,1013733 ,1526583 ,111737 ,0 ,46709 ,0 ,0 ,46709 ,0 ,168565 ,0 ,4590 ,932900 ,25550 ,6465401 ,2176595 ,428570 ,507003 ,333240 ,271252 ,0 ,67011 ,0 ,0 ,67011 ,0 ,569519 ,4288806 ,437031 ,0 ,3851775 ,46885 ,39724 ,7161 ,4946 ,0 ,2215 ,2448 ,1372204 ,1844982 ,1831362 ,13620 ,686255 ,66750 ,587 ,0 ,3006 ,0 ,0 ,0 ,20000 ,595912 ,0 ,595912 ,427200 ,多
稲城市,37092369 ,14461095 ,138344 ,41424 ,96920 ,0 ,112519 ,142738 ,120498 ,1022730 ,75252 ,0 ,46340 ,62692 ,1177409 ,908147 ,269241 ,21 ,9577 ,293655 ,11485 ,282170 ,349703 ,0 ,0 ,0 ,116834 ,1883 ,230986 ,304069 ,8167 ,295902 ,5747560 ,1567859 ,340926 ,400222 ,1097947 ,1490256 ,0 ,26342 ,0 ,0 ,26342 ,0 ,138243 ,0 ,12477 ,673288 ,236064 ,5476214 ,1180758 ,185065 ,200095 ,239699 ,271075 ,0 ,37977 ,0 ,0 ,37977 ,0 ,246847 ,4295456 ,1602050 ,0 ,2693406 ,102514 ,19391 ,83123 ,83078 ,0 ,45 ,85211 ,1373491 ,951015 ,745526 ,205489 ,549189 ,34733 ,302 ,0 ,0 ,0 ,0 ,0 ,20000 ,494154 ,117947 ,376207 ,4254490 ,稲
羽村市,21928274 ,11063158 ,98408 ,29466 ,68942 ,0 ,61763 ,78098 ,65782 ,790439 ,0 ,0 ,32898 ,43241 ,337909 ,240094 ,97813 ,2 ,8213 ,224414 ,10155 ,214259 ,225949 ,0 ,0 ,0 ,12421 ,37746 ,175782 ,200758 ,7720 ,193038 ,2995415 ,955204 ,299359 ,349317 ,650836 ,29570 ,0 ,20086 ,0 ,0 ,20086 ,0 ,93248 ,87169 ,1113 ,509513 ,247899 ,3159644 ,1103348 ,194893 ,174480 ,143738 ,288943 ,0 ,23366 ,0 ,0 ,23366 ,0 ,277928 ,2056296 ,171246 ,0 ,1885050 ,24825 ,22743 ,2082 ,1674 ,0 ,408 ,1269 ,599814 ,626144 ,591703 ,34441 ,387234 ,31151 ,687 ,0 ,0 ,0 ,0 ,0 ,0 ,355396 ,0 ,355396 ,655000 ,羽
あきる野市,30618655 ,10644922 ,162005 ,48510 ,113495 ,0 ,78571 ,99177 ,83436 ,983198 ,52971 ,0 ,54019 ,60903 ,4075968 ,3504939 ,571027 ,2 ,12380 ,359220 ,8888 ,350332 ,140359 ,0 ,0 ,0 ,26009 ,39029 ,75321 ,269587 ,10118 ,259469 ,4364748 ,1273212 ,506790 ,539880 ,945385 ,24674 ,0 ,61656 ,0 ,35612 ,26044 ,0 ,460460 ,0 ,0 ,552691 ,0 ,5337667 ,1305292 ,253394 ,269725 ,210935 ,108444 ,0 ,36712 ,0 ,0 ,36712 ,0 ,426082 ,4032375 ,1162732 ,6626 ,2863017 ,112142 ,76346 ,35796 ,29535 ,582 ,5679 ,7565 ,720685 ,685521 ,666732 ,18789 ,276704 ,42612 ,46 ,0 ,26213 ,54444 ,54444 ,0 ,20000 ,133389 ,0 ,133389 ,2036907 ,あ
西東京市,68528907 ,31106515 ,259982 ,77847 ,182135 ,0 ,254314 ,320878 ,269868 ,2332788 ,0 ,0 ,86466 ,141902 ,4204497 ,3832318 ,372179 ,0 ,19041 ,366817 ,29004 ,337813 ,573935 ,0 ,0 ,0 ,408210 ,9507 ,156218 ,406368 ,18771 ,387597 ,10472424 ,5385128 ,257862 ,1171259 ,2022881 ,3982 ,0 ,68870 ,0 ,0 ,68870 ,0 ,155486 ,0 ,0 ,1406956 ,0 ,8108392 ,2008159 ,170839 ,588906 ,438085 ,139887 ,0 ,72717 ,0 ,0 ,72717 ,0 ,597725 ,6100233 ,1042299 ,0 ,5057934 ,248674 ,39761 ,208913 ,208913 ,0 ,0 ,19496 ,2628899 ,1691700 ,1507759 ,183941 ,388593 ,61295 ,571 ,0 ,6057 ,1304 ,1304 ,0 ,0 ,319366 ,0 ,319366 ,4627358 ,西
瑞穂町,14226879 ,6693405 ,75829 ,22706 ,53123 ,0 ,31617 ,39819 ,33446 ,510962 ,0 ,0 ,25308 ,25795 ,68077 ,16644 ,51431 ,2 ,7612 ,81740 ,10091 ,71649 ,81182 ,0 ,0 ,0 ,38090 ,19204 ,23888 ,143877 ,4547 ,139330 ,1349024 ,0 ,115174 ,228540 ,387902 ,9124 ,0 ,10635 ,0 ,0 ,10635 ,0 ,2634 ,259751 ,0 ,335264 ,751076 ,2222095 ,474674 ,60527 ,114021 ,87690 ,31902 ,0 ,19509 ,0 ,0 ,19509 ,0 ,161025 ,1747421 ,712469 ,0 ,1034952 ,11921 ,11523 ,398 ,398 ,0 ,0 ,1470 ,1218986 ,537526 ,375546 ,161980 ,126112 ,8408 ,171 ,0 ,0 ,0 ,0 ,0 ,0 ,117533 ,0 ,117533 ,190000 ,瑞
日の出町,9096201 ,2852542 ,40595 ,12155 ,28440 ,0 ,15245 ,19188 ,16110 ,236330 ,0 ,0 ,13566 ,14139 ,840430 ,813621 ,26808 ,1 ,2941 ,105827 ,8046 ,97781 ,43280 ,0 ,0 ,0 ,0 ,14665 ,28615 ,99123 ,2281 ,96842 ,612750 ,0 ,151072 ,122041 ,204091 ,0 ,0 ,5611 ,0 ,0 ,5611 ,0 ,24351 ,0 ,0 ,105584 ,0 ,2034480 ,520814 ,75536 ,60770 ,44495 ,238481 ,0 ,13152 ,0 ,0 ,13152 ,0 ,88380 ,1513666 ,291517 ,200 ,1221949 ,153826 ,81658 ,72168 ,72168 ,0 ,0 ,4241 ,233524 ,235712 ,224283 ,11429 ,1088589 ,5230 ,62 ,0 ,4001 ,0 ,0 ,0 ,0 ,1079296 ,10754 ,1068542 ,433763 ,日
檜原村,3606790 ,208827 ,10111 ,3027 ,7084 ,0 ,1514 ,1898 ,1590 ,34105 ,0 ,0 ,3355 ,198 ,1231408 ,1049419 ,181989 ,0 ,634 ,5985 ,0 ,5985 ,21711 ,0 ,0 ,0 ,0 ,19620 ,2091 ,8019 ,1007 ,7012 ,262601 ,0 ,19301 ,39503 ,17181 ,162806 ,0 ,1939 ,0 ,0 ,1939 ,0 ,0 ,0 ,6157 ,15714 ,0 ,1475935 ,163056 ,9650 ,19751 ,3239 ,96062 ,0 ,6101 ,0 ,0 ,6101 ,0 ,28253 ,1312879 ,243149 ,11393 ,1058337 ,12442 ,12289 ,153 ,153 ,0 ,0 ,4872 ,49741 ,159166 ,91477 ,67689 ,38608 ,115 ,162 ,0 ,0 ,0 ,0 ,0 ,0 ,38331 ,0 ,38331 ,74070 ,檜
奥多摩町,6615044 ,765276 ,28405 ,8505 ,19900 ,0 ,4478 ,5581 ,4654 ,80526 ,0 ,0 ,9409 ,400 ,1604252 ,1453647 ,150604 ,1 ,1741 ,17278 ,0 ,17278 ,107237 ,0 ,0 ,0 ,0 ,28345 ,78892 ,22113 ,2269 ,19844 ,129822 ,0 ,24753 ,45383 ,26597 ,0 ,0 ,2354 ,0 ,0 ,2354 ,0 ,4094 ,0 ,0 ,26641 ,0 ,3061447 ,107894 ,12377 ,22684 ,6270 ,0 ,1054 ,8507 ,0 ,0 ,8507 ,8055 ,48947 ,2953553 ,865031 ,57034 ,2031488 ,52375 ,41497 ,10878 ,10878 ,0 ,0 ,3747 ,339772 ,150366 ,150086 ,280 ,60991 ,263 ,85 ,0 ,1578 ,0 ,0 ,0 ,0 ,59065 ,0 ,59065 ,165174 ,奥
大島町,13776388 ,940144 ,57428 ,16910 ,39563 ,955 ,6783 ,8502 ,7119 ,116416 ,919 ,0 ,18766 ,1539 ,3421929 ,1676863 ,1745065 ,1 ,2894 ,30317 ,0 ,30317 ,148424 ,0 ,0 ,0 ,23780 ,47821 ,76823 ,261571 ,1352 ,260219 ,2538730 ,0 ,43773 ,72083 ,74206 ,253106 ,1961810 ,6033 ,0 ,0 ,6033 ,0 ,30370 ,0 ,29668 ,67681 ,0 ,4003468 ,178745 ,21887 ,35862 ,13545 ,22109 ,1366 ,9622 ,0 ,0 ,9622 ,0 ,74354 ,3824723 ,1177387 ,204562 ,2442774 ,6459 ,5369 ,1090 ,0 ,0 ,1090 ,41020 ,878636 ,238331 ,230537 ,7794 ,233661 ,0 ,432 ,0 ,17927 ,0 ,0 ,0 ,0 ,215302 ,0 ,215302 ,813332 ,大
利島村,1115087 ,43867 ,2118 ,633 ,1485 ,0 ,380 ,477 ,400 ,5301 ,0 ,0 ,698 ,31 ,345056 ,259706 ,85350 ,0 ,0 ,0 ,0 ,0 ,17700 ,0 ,0 ,0 ,2629 ,13470 ,1601 ,161 ,48 ,113 ,23114 ,0 ,0 ,3537 ,2855 ,0 ,0 ,1412 ,0 ,0 ,1412 ,0 ,0 ,0 ,0 ,15310 ,0 ,456941 ,7065 ,0 ,1769 ,402 ,0 ,0 ,1793 ,0 ,0 ,1793 ,0 ,3101 ,449876 ,34585 ,0 ,415291 ,3919 ,3859 ,60 ,0 ,0 ,60 ,250 ,127980 ,20835 ,20697 ,138 ,49463 ,0 ,19 ,0 ,100 ,0 ,0 ,0 ,0 ,49344 ,0 ,49344 ,16396 ,利
新島村,3781718 ,325312 ,17190 ,5114 ,11965 ,111 ,2355 ,2957 ,2478 ,42493 ,0 ,0 ,5699 ,424 ,1277274 ,1084907 ,192367 ,0 ,1220 ,0 ,0 ,0 ,102447 ,0 ,0 ,0 ,12970 ,23827 ,65650 ,14452 ,869 ,13583 ,186980 ,0 ,0 ,7226 ,22188 ,78135 ,0 ,14530 ,0 ,0 ,14530 ,0 ,0 ,0 ,15634 ,49267 ,13726 ,1285534 ,104520 ,0 ,3613 ,5222 ,55017 ,0 ,5886 ,0 ,0 ,5886 ,0 ,34782 ,1181014 ,487303 ,0 ,693711 ,44773 ,34737 ,10036 ,0 ,0 ,10036 ,250 ,86774 ,97400 ,97400 ,0 ,78120 ,0 ,90 ,0 ,22987 ,0 ,0 ,0 ,0 ,55043 ,0 ,55043 ,193860 ,新
神津島村,2628126 ,229394 ,8177 ,2430 ,5687 ,60 ,1531 ,1928 ,1621 ,27555 ,0 ,0 ,2700 ,252 ,813593 ,666988 ,146605 ,0 ,582 ,720 ,0 ,720 ,40417 ,0 ,0 ,0 ,11531 ,18051 ,10835 ,49040 ,1240 ,47800 ,94653 ,0 ,0 ,6058 ,23220 ,36259 ,0 ,3188 ,0 ,0 ,3188 ,0 ,10850 ,0 ,0 ,15078 ,0 ,1088082 ,79314 ,0 ,3042 ,13818 ,36503 ,0 ,2215 ,0 ,0 ,2215 ,0 ,23736 ,1008768 ,349290 ,0 ,659478 ,2668 ,2633 ,35 ,35 ,0 ,0 ,511 ,61376 ,59063 ,59063 ,0 ,76101 ,444 ,45 ,0 ,8927 ,0 ,0 ,0 ,0 ,66685 ,0 ,66685 ,68162 ,神
三宅村,4225167 ,333135 ,17928 ,5351 ,12519 ,58 ,2709 ,3417 ,2874 ,37954 ,0 ,0 ,5928 ,67 ,1355653 ,1019021 ,336632 ,0 ,1204 ,340 ,0 ,340 ,66031 ,0 ,0 ,0 ,12048 ,46231 ,7752 ,136342 ,1090 ,135252 ,77869 ,0 ,0 ,32210 ,16623 ,0 ,0 ,7101 ,0 ,0 ,7101 ,0 ,15274 ,0 ,0 ,6661 ,0 ,1308710 ,77504 ,0 ,16635 ,3733 ,25732 ,0 ,5119 ,0 ,0 ,5119 ,0 ,26285 ,1231206 ,653860 ,5706 ,571640 ,14166 ,14166 ,0 ,0 ,0 ,0 ,650 ,458064 ,142820 ,142820 ,0 ,46880 ,1 ,161 ,0 ,2326 ,0 ,0 ,0 ,0 ,44392 ,0 ,44392 ,212426 ,三
御蔵島村,1234973 ,46573 ,1423 ,425 ,998 ,0 ,356 ,452 ,382 ,5458 ,0 ,0 ,468 ,0 ,435712 ,333101 ,102611 ,0 ,0 ,1159 ,0 ,1159 ,17527 ,0 ,0 ,0 ,579 ,13175 ,3773 ,197 ,157 ,40 ,28626 ,0 ,0 ,1302 ,3489 ,10206 ,0 ,1312 ,0 ,0 ,1312 ,0 ,1786 ,0 ,0 ,10531 ,0 ,368929 ,8933 ,0 ,651 ,755 ,0 ,0 ,2077 ,0 ,0 ,2077 ,0 ,5450 ,359996 ,113178 ,0 ,246818 ,693 ,693 ,0 ,0 ,0 ,0 ,0 ,160000 ,28807 ,28807 ,0 ,117211 ,0 ,30 ,0 ,540 ,0 ,0 ,0 ,0 ,116641 ,0 ,116641 ,21000 ,御
八丈町,7400779 ,954217 ,66817 ,17434 ,40789 ,8594 ,6490 ,8221 ,6933 ,113068 ,0 ,0 ,19348 ,954 ,2343755 ,2044067 ,299668 ,20 ,3521 ,15698 ,1022 ,14676 ,214832 ,0 ,0 ,0 ,46574 ,102592 ,65666 ,16371 ,1745 ,14626 ,472370 ,0 ,0 ,98331 ,61427 ,226264 ,0 ,4935 ,0 ,0 ,4935 ,0 ,0 ,0 ,2676 ,78737 ,0 ,2415742 ,218006 ,0 ,48898 ,14871 ,128386 ,0 ,7140 ,0 ,0 ,7140 ,0 ,18711 ,2197736 ,759758 ,0 ,1437978 ,3586 ,1982 ,1604 ,1604 ,0 ,0 ,1101 ,25765 ,231688 ,122585 ,109103 ,69880 ,1487 ,3 ,0 ,28500 ,0 ,0 ,0 ,0 ,39890 ,0 ,39890 ,410422 ,八
青ケ島村,1099231 ,34736 ,3696 ,1106 ,2590 ,0 ,286 ,363 ,307 ,3082 ,0 ,0 ,1222 ,0 ,367892 ,255839 ,112053 ,0 ,0 ,0 ,0 ,0 ,11791 ,0 ,0 ,0 ,198 ,9365 ,2228 ,113 ,101 ,12 ,13710 ,0 ,0 ,0 ,1188 ,0 ,4441 ,1249 ,0 ,0 ,1249 ,0 ,0 ,0 ,0 ,6832 ,0 ,398881 ,2030 ,0 ,0 ,272 ,0 ,0 ,1324 ,0 ,0 ,1324 ,0 ,434 ,396851 ,89876 ,21000 ,285975 ,10492 ,1629 ,8863 ,8863 ,0 ,0 ,0 ,5 ,158197 ,17697 ,140500 ,94458 ,0 ,26 ,0 ,0 ,0 ,0 ,0 ,0 ,94432 ,0 ,94432 ,0 ,青
小笠原村,4109722 ,467569 ,6668 ,1995 ,4673 ,0 ,4564 ,5776 ,4869 ,42248 ,0 ,0 ,2333 ,327 ,1407489 ,1197430 ,210059 ,0 ,0 ,380 ,0 ,380 ,308715 ,0 ,0 ,0 ,15618 ,2606 ,290491 ,13676 ,835 ,12841 ,376674 ,0 ,0 ,541 ,34348 ,54934 ,0 ,18807 ,0 ,0 ,18807 ,0 ,0 ,56560 ,66097 ,145387 ,128212 ,968697 ,24685 ,0 ,271 ,6983 ,0 ,0 ,11571 ,0 ,0 ,11571 ,0 ,5860 ,944012 ,127214 ,0 ,816798 ,49668 ,41042 ,8626 ,8626 ,0 ,0 ,5489 ,66978 ,88689 ,88689 ,0 ,57801 ,110 ,132 ,0 ,2633 ,0 ,0 ,0 ,0 ,54926 ,0 ,54926 ,102900 ,小
