,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
クロロホルム（Chloroform）,11月,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.13,0.13,0.12,0.1,0.1,0.11,0.1,0.09,0.1,0.11,0.11,0.13,0.14,0.13,0.12,0.12,0.12
クロロホルム（Chloroform）,12月,0.16,0.16,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.12,0.12,0.11,0.11,0.12,0.11,0.14,0.14,0.16,0.17,0.18,0.17,0.17,0.16,0.16
クロロホルム（Chloroform）,1月,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.1,0.12,0.1,0.09,0.09,0.1,0.09,0.11,0.12,0.14,0.13,0.13,0.13,0.14,0.13
クロロホルム（Chloroform）,2月,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.1,0.1,0.1
クロロホルム（Chloroform）,3月,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.11,0.11,0.11
クロロホルム（Chloroform）,平均,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.12,0.11,0.12,0.12,0.12
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
"1,2－ジクロロエタン（1,2-Dichloroethane）",4月,0.1,0.095,0.094,0.099,0.097,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1
"1,2－ジクロロエタン（1,2-Dichloroethane）",5月,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.1
"1,2－ジクロロエタン（1,2-Dichloroethane）",6月,0.17,0.17,0.2,0.24,0.24,0.26,0.26,0.22,0.21,0.17,0.15,0.16,0.16,0.18,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.17
"1,2－ジクロロエタン（1,2-Dichloroethane）",7月,0.074,0.073,0.077,0.074,0.079,0.08,0.081,0.078,0.076,0.08,0.078,0.089,0.1,0.1,0.094,0.095,0.097,0.092,0.093,0.09,0.089,0.092,0.12,0.11
"1,2－ジクロロエタン（1,2-Dichloroethane）",8月,0.092,0.092,0.087,0.084,0.092,0.087,0.083,0.089,0.087,0.087,0.085,0.086,0.094,0.09,0.13,0.098,0.083,0.086,0.082,0.081,0.079,0.078,0.076,0.073
"1,2－ジクロロエタン（1,2-Dichloroethane）",9月,0.076,0.078,0.075,0.073,0.075,0.075,0.077,0.072,0.066,0.071,0.071,0.074,0.074,0.082,0.083,0.085,0.1,0.091,0.088,0.08,0.083,0.082,0.075,0.078
"1,2－ジクロロエタン（1,2-Dichloroethane）",10月,0.078,0.077,0.073,0.076,0.069,0.066,0.072,0.07,0.071,0.074,0.07,0.068,0.073,0.075,0.075,0.081,0.079,0.074,0.079,0.081,0.081,0.077,0.076,0.079
"1,2－ジクロロエタン（1,2-Dichloroethane）",11月,0.093,0.091,0.084,0.082,0.084,0.085,0.086,0.086,0.082,0.082,0.075,0.077,0.074,0.078,0.079,0.08,0.089,0.14,0.1,0.11,0.091,0.09,0.097,0.098
"1,2－ジクロロエタン（1,2-Dichloroethane）",12月,0.1,0.1,0.1,0.098,0.099,0.092,0.096,0.095,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.098,0.1,0.11,0.11,0.1,0.11,0.1,0.096,0.11
"1,2－ジクロロエタン（1,2-Dichloroethane）",1月,0.091,0.091,0.09,0.095,0.087,0.09,0.095,0.1,0.097,0.099,0.095,0.086,0.089,0.091,0.09,0.094,0.098,0.11,0.11,0.1,0.11,0.099,0.094,0.097
"1,2－ジクロロエタン（1,2-Dichloroethane）",2月,0.091,0.085,0.098,0.094,0.089,0.089,0.094,0.092,0.092,0.089,0.09,0.094,0.093,0.085,0.091,0.094,0.091,0.093,0.095,0.1,0.096,0.091,0.086,0.085
"1,2－ジクロロエタン（1,2-Dichloroethane）",3月,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11
"1,2－ジクロロエタン（1,2-Dichloroethane）",平均,0.098,0.099,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.099,0.095,0.097,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.099,0.099,0.1
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
トルエン（Toluene）,4月,2.5,2.9,3.2,3.5,3.2,3.1,3.1,3.1,2.3,2,2.3,2.4,2,1.9,1.9,1.9,1.7,1.8,2,2,2.2,1.9,2,2.2
トルエン（Toluene）,5月,3,3.2,2.5,2.7,3.3,3.7,3.4,2.9,2.5,2.1,2.4,2.6,2.6,2.2,2.4,2.6,2.7,2.8,2.6,2.5,2.5,2.6,2.4,5.1
トルエン（Toluene）,6月,5.2,4.7,4.5,5.3,5.2,6.1,6,5.8,5.4,4.9,5.2,6.4,5.1,4.6,5.9,5.5,5.9,4.8,5.1,5.3,5.5,4.8,4.5,4.9
トルエン（Toluene）,7月,3.1,3,2.3,2.6,2.7,3.5,3.2,3.9,3.5,3.7,3.8,4.7,4.6,3.4,4.8,7.4,3.6,3.5,3.7,3.3,3.1,3.2,3.3,2.9
トルエン（Toluene）,8月,3,2.5,2.2,2.4,2.8,3.4,3.7,4.1,3.5,2.8,3.1,2.8,2.8,2.3,2.5,2.3,2.3,2.4,2.7,2.9,2.7,2.3,2.6,2.2
トルエン（Toluene）,9月,2.7,2.9,2.9,3,2.9,3.2,3.9,3.7,3.4,3.1,3.3,3.2,2.7,2.8,3.1,3.3,3.4,3.6,3.1,3.2,2.7,3,2.9,2.8
トルエン（Toluene）,10月,4.3,4.8,4.3,4.4,4.5,4.7,5.1,5,4.6,3.7,3.5,3.6,3.7,3.9,3.7,4.2,4.7,5.8,5.7,5.1,4.5,4.1,4.3,4.1
トルエン（Toluene）,11月,5.7,5.5,5.4,5.3,5.2,5.5,5.6,6,5.9,4.9,4.7,3.8,3.4,3.6,3.9,4.1,5,6.7,6.7,6.4,6.5,6.2,5.7,6
トルエン（Toluene）,12月,10,11,10,10,9.1,8.4,9.3,8.8,7.3,6.1,5.4,4.9,4.7,4.5,4.8,5.8,6.6,9.4,10,9.8,10,11,9.9,9.5
トルエン（Toluene）,1月,6.1,6,5.9,5.9,5.7,6,6,5.8,5.3,6.8,4.6,4.1,3.5,3.4,3.2,4.2,4.3,5.7,6.5,6.3,6.4,6.1,6.6,6.5
トルエン（Toluene）,2月,4.7,5.1,5.3,6.1,5.4,5,5.3,5.4,4.7,4.2,4.8,4,3.5,2.9,3.1,3.1,2.6,3,3.2,3.5,3.7,3.7,3.4,4
トルエン（Toluene）,3月,2.8,3.7,3.3,3.5,3.8,4.4,4.5,4.6,3.9,3.1,2.5,3,2.4,2.5,2.4,2,2,2.4,2.3,2.2,2.1,2.2,2.6,2.5
トルエン（Toluene）,平均,4.4,4.6,4.3,4.6,4.5,4.7,4.9,4.9,4.4,4,3.8,3.8,3.4,3.2,3.5,3.9,3.7,4.3,4.5,4.4,4.3,4.2,4.2,4.4
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
m＋ｐ-キシレン（m+p-Xylene）,4月,0.47,0.46,0.41,0.47,0.45,0.54,0.59,0.63,0.43,0.36,0.41,0.45,0.37,0.44,0.36,0.37,0.33,0.34,0.41,0.41,0.44,0.42,0.45,0.5
m＋ｐ-キシレン（m+p-Xylene）,5月,0.35,0.36,0.45,0.41,0.52,0.55,0.54,0.55,0.45,0.35,0.41,0.44,0.43,0.36,0.4,0.45,0.5,0.58,0.57,0.56,0.52,0.51,0.43,0.4
m＋ｐ-キシレン（m+p-Xylene）,6月,1,0.89,0.81,0.97,0.92,1,1,1.1,0.98,0.88,0.85,1.2,0.98,0.84,1.1,1,1.1,1.1,1.1,1.3,1.4,1.1,1,1.1
m＋ｐ-キシレン（m+p-Xylene）,7月,0.57,0.53,0.46,0.49,0.52,0.67,0.69,0.76,0.73,0.74,0.86,1,0.86,0.75,0.77,0.65,0.66,0.73,0.75,0.78,0.76,0.76,0.74,0.67
m＋ｐ-キシレン（m+p-Xylene）,8月,0.69,0.57,0.56,0.58,0.64,0.75,0.82,0.92,0.75,0.63,0.55,0.62,0.56,0.46,0.56,0.53,0.56,0.62,0.64,0.68,0.7,0.68,0.67,0.59
m＋ｐ-キシレン（m+p-Xylene）,9月,0.64,0.61,0.6,0.61,0.63,0.64,0.78,0.85,0.78,0.75,0.69,0.7,0.61,0.57,0.66,0.76,0.8,1,0.9,0.91,0.81,0.88,0.79,0.8
m＋ｐ-キシレン（m+p-Xylene）,10月,0.97,0.93,0.85,0.83,0.78,0.81,0.93,0.98,0.97,0.74,0.72,0.74,0.71,0.79,0.85,0.96,1,1.3,1.4,1.4,1.2,1.1,1.1,1
m＋ｐ-キシレン（m+p-Xylene）,11月,1.3,1,0.95,0.88,0.91,0.98,0.99,1.2,1.1,1.1,0.86,0.73,0.7,0.74,0.82,0.94,1.2,1.6,1.7,1.7,1.5,1.4,1.4,1.3
m＋ｐ-キシレン（m+p-Xylene）,12月,2.3,2.1,2,1.9,1.9,1.8,2.3,2.4,2.1,1.7,1.4,1.3,1.1,1.1,1.2,1.6,1.9,2.9,3.2,3.2,3,3,2.7,2.5
m＋ｐ-キシレン（m+p-Xylene）,1月,1.3,1.3,1.2,1.1,0.96,1,1.1,1.4,1.2,1.2,0.87,0.82,0.75,0.74,0.73,0.91,1.1,1.6,1.9,1.9,1.8,1.6,1.6,1.4
m＋ｐ-キシレン（m+p-Xylene）,2月,0.62,0.72,0.78,0.85,0.82,0.89,0.88,1.1,0.9,0.76,0.66,0.66,0.58,0.52,0.55,0.6,0.56,0.67,0.72,0.89,0.84,0.86,0.7,0.69
m＋ｐ-キシレン（m+p-Xylene）,3月,0.58,0.65,0.54,0.56,0.5,0.61,0.71,0.73,0.62,0.53,0.47,0.55,0.47,0.44,0.49,0.43,0.44,0.49,0.58,0.57,0.53,0.58,0.61,0.57
m＋ｐ-キシレン（m+p-Xylene）,平均,0.9,0.85,0.79,0.8,0.8,0.86,0.95,1,0.92,0.81,0.73,0.76,0.68,0.65,0.7,0.77,0.84,1.1,1.2,1.2,1.1,1.1,1,0.96
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
o-キシレン（o-Xylene）,4月,0.19,0.18,0.17,0.18,0.18,0.22,0.25,0.27,0.19,0.16,0.18,0.2,0.16,0.18,0.16,0.16,0.14,0.14,0.17,0.18,0.19,0.17,0.19,0.21
o-キシレン（o-Xylene）,5月,0.14,0.14,0.17,0.16,0.2,0.21,0.22,0.23,0.19,0.16,0.17,0.19,0.19,0.16,0.17,0.19,0.21,0.23,0.22,0.22,0.21,0.2,0.17,0.15
o-キシレン（o-Xylene）,6月,0.4,0.35,0.32,0.37,0.36,0.39,0.4,0.43,0.4,0.36,0.35,0.49,0.41,0.37,0.43,0.42,0.41,0.43,0.45,0.48,0.57,0.41,0.39,0.44
o-キシレン（o-Xylene）,7月,0.21,0.2,0.18,0.19,0.2,0.26,0.26,0.29,0.29,0.29,0.32,0.35,0.32,0.28,0.29,0.25,0.26,0.28,0.27,0.3,0.29,0.29,0.28,0.25
o-キシレン（o-Xylene）,8月,0.27,0.22,0.22,0.22,0.25,0.28,0.31,0.36,0.3,0.26,0.23,0.26,0.24,0.2,0.24,0.22,0.22,0.24,0.24,0.26,0.27,0.26,0.26,0.22
o-キシレン（o-Xylene）,9月,0.25,0.24,0.23,0.23,0.24,0.25,0.31,0.34,0.32,0.3,0.28,0.29,0.25,0.24,0.27,0.3,0.31,0.38,0.35,0.35,0.32,0.35,0.32,0.31
o-キシレン（o-Xylene）,10月,0.39,0.35,0.31,0.3,0.28,0.3,0.36,0.38,0.39,0.29,0.28,0.29,0.28,0.31,0.33,0.36,0.41,0.47,0.51,0.5,0.44,0.4,0.42,0.37
o-キシレン（o-Xylene）,11月,0.46,0.38,0.35,0.33,0.33,0.36,0.37,0.47,0.44,0.4,0.34,0.29,0.27,0.29,0.33,0.37,0.46,0.61,0.67,0.66,0.58,0.51,0.51,0.47
o-キシレン（o-Xylene）,12月,0.83,0.75,0.71,0.7,0.68,0.66,0.85,0.9,0.79,0.68,0.57,0.52,0.44,0.45,0.54,0.65,0.75,1.1,1.2,1.2,1.1,1.1,1,0.93
o-キシレン（o-Xylene）,1月,0.48,0.47,0.42,0.39,0.35,0.4,0.42,0.54,0.45,0.49,0.34,0.32,0.29,0.29,0.29,0.35,0.41,0.62,0.75,0.73,0.69,0.6,0.59,0.5
o-キシレン（o-Xylene）,2月,0.24,0.27,0.31,0.32,0.31,0.34,0.34,0.42,0.37,0.32,0.27,0.28,0.24,0.22,0.23,0.25,0.22,0.29,0.3,0.4,0.34,0.35,0.28,0.27
o-キシレン（o-Xylene）,3月,0.22,0.25,0.2,0.21,0.19,0.24,0.28,0.29,0.25,0.22,0.19,0.22,0.19,0.19,0.2,0.17,0.18,0.19,0.23,0.23,0.21,0.24,0.25,0.22
o-キシレン（o-Xylene）,平均,0.34,0.32,0.3,0.3,0.3,0.33,0.36,0.41,0.37,0.33,0.29,0.31,0.27,0.27,0.29,0.31,0.33,0.42,0.5,0.46,0.44,0.41,0.39,0.36
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
総キシレン（total-Xylen）,4月,0.65,0.64,0.58,0.65,0.63,0.76,0.84,0.9,0.62,0.52,0.58,0.65,0.53,0.62,0.52,0.53,0.47,0.48,0.58,0.58,0.63,0.59,0.63,0.71
総キシレン（total-Xylen）,5月,0.49,0.5,0.62,0.57,0.72,0.77,0.76,0.78,0.63,0.51,0.58,0.62,0.62,0.53,0.56,0.64,0.71,0.81,0.79,0.78,0.73,0.71,0.6,0.55
総キシレン（total-Xylen）,6月,1.4,1.3,1.1,1.3,1.3,1.4,1.4,1.5,1.4,1.2,1.2,1.7,1.4,1.2,1.5,1.4,1.5,1.5,1.6,1.7,2,1.5,1.4,1.6
総キシレン（total-Xylen）,7月,0.78,0.73,0.64,0.68,0.71,0.93,0.95,1.1,1,1,1.2,1.4,1.2,1,1.1,0.9,0.92,1,1,1.1,1.1,1.1,1,0.92
総キシレン（total-Xylen）,8月,0.96,0.78,0.78,0.81,0.89,1,1.1,1.3,1,0.89,0.78,0.89,0.8,0.67,0.8,0.74,0.78,0.86,0.89,0.94,0.97,0.94,0.92,0.81
総キシレン（total-Xylen）,9月,0.9,0.85,0.83,0.85,0.87,0.88,1.1,1.2,1.1,1.1,0.97,0.99,0.86,0.81,0.93,1.1,1.1,1.4,1.2,1.3,1.1,1.2,1.1,1.1
総キシレン（total-Xylen）,10月,1.4,1.3,1.2,1.1,1.1,1.1,1.3,1.4,1.4,1,1,1,0.98,1.1,1.2,1.3,1.4,1.7,1.9,1.9,1.6,1.5,1.5,1.4
総キシレン（total-Xylen）,11月,1.7,1.4,1.3,1.2,1.2,1.4,1.4,1.6,1.6,1.5,1.2,1,0.98,1,1.2,1.3,1.7,2.2,2.4,2.4,2.1,1.9,1.9,1.8
総キシレン（total-Xylen）,12月,3.1,2.9,2.7,2.6,2.6,2.5,3.2,3.3,2.9,2.4,2,1.8,1.6,1.6,1.8,2.3,2.6,4.1,4.4,4.5,4.1,4.1,3.7,3.5
総キシレン（total-Xylen）,1月,1.8,1.8,1.6,1.5,1.3,1.4,1.5,1.9,1.6,1.7,1.2,1.2,1,1,1,1.3,1.5,2.2,2.7,2.6,2.5,2.2,2.2,1.9
総キシレン（total-Xylen）,2月,0.85,0.98,1.1,1.2,1.1,1.2,1.2,1.5,1.3,1.1,0.94,0.94,0.83,0.74,0.79,0.85,0.77,0.96,1,1.3,1.2,1.2,0.98,0.95
総キシレン（total-Xylen）,3月,0.8,0.9,0.75,0.77,0.69,0.85,0.99,1,0.87,0.75,0.66,0.77,0.66,0.63,0.69,0.6,0.62,0.68,0.81,0.8,0.74,0.82,0.86,0.79
総キシレン（total-Xylen）,平均,1.2,1.2,1.1,1.1,1.1,1.2,1.3,1.5,1.3,1.1,1,1.1,0.95,0.91,1,1.1,1.2,1.5,1.6,1.7,1.6,1.5,1.4,1.3
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
エチルベンゼン（Ethylbenzene）,4月,0.59,0.59,0.6,0.65,0.62,0.67,0.66,0.6,0.44,0.42,0.55,0.64,0.59,0.82,0.59,0.55,0.51,0.48,0.48,0.44,0.48,0.47,0.46,0.53
エチルベンゼン（Ethylbenzene）,5月,0.38,0.43,0.56,0.52,0.62,0.66,0.61,0.51,0.46,0.4,0.5,0.67,0.68,0.57,0.59,0.64,0.64,0.68,0.61,0.61,0.53,0.49,0.43,0.45
エチルベンゼン（Ethylbenzene）,6月,1.1,1,0.91,1.2,1.1,1.1,1,0.91,0.84,0.81,0.99,1.4,1.5,1.2,1.7,1.5,1.6,1.6,1.5,1.4,1.4,1.1,1.1,1.2
エチルベンゼン（Ethylbenzene）,7月,0.62,0.61,0.48,0.53,0.53,0.6,0.58,0.61,0.62,0.72,1,1.4,1.2,1,1.1,0.84,0.89,0.95,0.87,0.79,0.76,0.75,0.74,0.76
エチルベンゼン（Ethylbenzene）,8月,0.55,0.5,0.48,0.51,0.59,0.63,0.64,0.7,0.63,0.57,0.62,0.81,0.81,0.65,0.68,0.68,0.62,0.62,0.56,0.58,0.55,0.5,0.5,0.45
エチルベンゼン（Ethylbenzene）,9月,0.54,0.57,0.55,0.58,0.57,0.58,0.63,0.61,0.56,0.59,0.63,0.73,0.71,0.66,0.69,0.79,0.86,1,0.77,0.69,0.63,0.63,0.58,0.59
エチルベンゼン（Ethylbenzene）,10月,0.87,0.92,0.91,0.9,0.89,0.84,0.85,0.81,0.74,0.63,0.68,0.75,0.77,0.86,0.89,1.1,1.1,1.2,1.3,1.3,1,0.94,0.96,0.89
エチルベンゼン（Ethylbenzene）,11月,1.4,1.2,1.1,1,1.1,1.1,1.1,1.1,1,1.2,0.95,0.83,0.75,0.89,0.9,1.2,1.6,1.5,1.7,1.9,1.7,1.5,1.5,1.5
エチルベンゼン（Ethylbenzene）,12月,2.3,2.2,2,2,1.9,1.8,1.9,1.8,1.6,1.3,1.2,1.1,1,1,1.2,1.5,1.7,2.5,2.7,2.4,2.5,2.6,2.4,2.2
エチルベンゼン（Ethylbenzene）,1月,1.4,1.3,1.2,1.2,1,1,1,1.1,0.96,0.93,0.79,0.85,0.74,0.7,0.76,1,1.1,1.4,1.6,1.7,1.5,1.5,1.7,1.4
エチルベンゼン（Ethylbenzene）,2月,0.69,0.85,0.9,1,1,1,0.94,0.98,0.81,0.72,0.72,0.75,0.74,0.67,0.71,0.68,0.7,0.72,0.66,0.76,0.78,0.85,0.79,0.77
エチルベンゼン（Ethylbenzene）,3月,0.63,0.72,0.66,0.68,0.63,0.68,0.76,0.74,0.59,0.52,0.51,0.65,0.58,0.57,0.63,0.54,0.57,0.63,0.67,0.59,0.51,0.54,0.62,0.62
エチルベンゼン（Ethylbenzene）,平均,0.92,0.9,0.86,0.89,0.88,0.89,0.89,0.88,0.77,0.73,0.76,0.88,0.84,0.8,0.86,0.91,0.99,1.1,1.1,1.1,1,0.99,0.98,0.95
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
スチレン（Styrene）,4月,0.22,0.22,0.2,0.22,0.22,0.27,0.24,0.23,0.17,0.14,0.18,0.24,0.21,0.19,0.17,0.18,0.18,0.17,0.19,0.16,0.17,0.16,0.18,0.21
スチレン（Styrene）,5月,0.17,0.17,0.2,0.18,0.22,0.23,0.23,0.23,0.19,0.16,0.19,0.23,0.24,0.21,0.23,0.24,0.27,0.28,0.24,0.25,0.24,0.23,0.2,0.19
スチレン（Styrene）,6月,0.3,0.28,0.26,0.29,0.3,0.33,0.29,0.31,0.26,0.24,0.23,0.28,0.28,0.24,0.27,0.26,0.27,0.28,0.3,0.3,0.33,0.3,0.29,0.32
スチレン（Styrene）,7月,0.17,0.16,0.15,0.15,0.17,0.2,0.2,0.21,0.19,0.21,0.23,0.28,0.25,0.22,0.2,0.21,0.23,0.23,0.21,0.21,0.22,0.21,0.2,0.19
スチレン（Styrene）,8月,0.21,0.2,0.18,0.2,0.21,0.23,0.22,0.21,0.17,0.14,0.16,0.14,0.17,0.13,0.14,0.14,0.14,0.17,0.2,0.17,0.19,0.18,0.26,0.19
スチレン（Styrene）,9月,0.18,0.17,0.18,0.19,0.19,0.2,0.2,0.2,0.17,0.16,0.2,0.16,0.15,0.15,0.15,0.18,0.2,0.22,0.21,0.21,0.19,0.2,0.18,0.19
スチレン（Styrene）,10月,0.18,0.17,0.18,0.18,0.17,0.17,0.19,0.2,0.2,0.16,0.18,0.2,0.18,0.22,0.21,0.28,0.34,0.32,0.32,0.27,0.22,0.19,0.18,0.19
スチレン（Styrene）,11月,0.26,0.22,0.21,0.19,0.18,0.2,0.21,0.23,0.22,0.17,0.18,0.16,0.17,0.17,0.22,0.2,0.24,0.3,0.31,0.31,0.31,0.26,0.25,0.25
スチレン（Styrene）,12月,0.55,0.49,0.46,0.45,0.45,0.42,0.49,0.48,0.4,0.31,0.3,0.24,0.22,0.21,0.34,0.32,0.37,0.54,0.67,0.6,0.6,0.62,0.59,0.54
スチレン（Styrene）,1月,0.36,0.37,0.34,0.33,0.31,0.32,0.34,0.38,0.37,0.29,0.21,0.26,0.23,0.28,0.24,0.26,0.3,0.38,0.43,0.42,0.46,0.43,0.43,0.39
スチレン（Styrene）,2月,0.2,0.23,0.24,0.27,0.25,0.28,0.27,0.32,0.28,0.2,0.21,0.24,0.22,0.19,0.2,0.21,0.2,0.21,0.22,0.25,0.25,0.25,0.24,0.23
スチレン（Styrene）,3月,0.21,0.21,0.19,0.18,0.17,0.21,0.22,0.22,0.17,0.16,0.16,0.2,0.24,0.19,0.19,0.19,0.19,0.2,0.21,0.2,0.18,0.19,0.22,0.19
スチレン（Styrene）,平均,0.25,0.24,0.23,0.24,0.24,0.26,0.26,0.27,0.23,0.2,0.2,0.22,0.21,0.2,0.21,0.22,0.24,0.28,0.3,0.28,0.28,0.27,0.27,0.26
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
"1,1－ジクロロエタン（1,1-Dichloroethane）",4月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",5月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",6月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"1,1－ジクロロエタン（1,1-Dichloroethane）",7月,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
