事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,11月,19.4,156.9,144.3,12.6,10.8,66.4,64.8,1.6
30人以上,"N 生活関連サービス業,娯楽業",令和５,2023,12月,18.7,152.5,140,12.5,10.8,67,65.4,1.6
30人以上,"O 教育,学習支援業",平成30,2018,年平均,19.5,151.4,141.6,9.8,8.5,47.9,47.3,0.6
30人以上,"O 教育,学習支援業",平成31・令和元,2019,年平均,19.2,152.1,141.9,10.2,7.5,45.4,44.5,0.9
30人以上,"O 教育,学習支援業",令和２,2020,年平均,17.6,139,131.4,7.6,7.5,41.3,40.8,0.5
30人以上,"O 教育,学習支援業",令和３,2021,年平均,17.8,140.6,131.2,9.4,8.5,45.1,44.6,0.5
30人以上,"O 教育,学習支援業",令和４,2022,年平均,17.6,136.3,127.9,8.4,9.1,47.4,46.7,0.7
30人以上,"O 教育,学習支援業",令和５,2023,年平均,18.8,150.9,137.4,13.5,8.6,48.7,47.8,0.9
30人以上,"O 教育,学習支援業",令和５,2023,1月,17.6,141.1,129.9,11.2,7.6,42.4,41.7,0.7
30人以上,"O 教育,学習支援業",令和５,2023,2月,16.7,138.4,124.9,13.5,8.1,47.5,46.5,1
30人以上,"O 教育,学習支援業",令和５,2023,3月,19.5,157.6,144.6,13,8.6,51.1,49.9,1.2
30人以上,"O 教育,学習支援業",令和５,2023,4月,20.1,162.9,145.1,17.8,9.3,53,50.5,2.5
30人以上,"O 教育,学習支援業",令和５,2023,5月,19,153.7,140.3,13.4,8.4,46.8,46.1,0.7
30人以上,"O 教育,学習支援業",令和５,2023,6月,20.8,168.9,152.7,16.2,9.9,55.4,54.7,0.7
30人以上,"O 教育,学習支援業",令和５,2023,7月,19.4,153.3,141.8,11.5,9.2,51.9,51.1,0.8
30人以上,"O 教育,学習支援業",令和５,2023,8月,15.8,122.2,115,7.2,7,41.1,40.3,0.8
30人以上,"O 教育,学習支援業",令和５,2023,9月,19,151.7,139.7,12,8.7,49.7,48.9,0.8
30人以上,"O 教育,学習支援業",令和５,2023,10月,20,160.7,144.3,16.4,9.1,50.2,49.5,0.7
30人以上,"O 教育,学習支援業",令和５,2023,11月,19.5,157.2,142,15.2,8.8,49.8,48.9,0.9
30人以上,"O 教育,学習支援業",令和５,2023,12月,18,144,129.2,14.8,8.4,46.2,45.6,0.6
30人以上,"P 医療,福祉",平成30,2018,年平均,19.5,158.3,149.9,8.4,13.6,80.5,79.1,1.4
30人以上,"P 医療,福祉",平成31・令和元,2019,年平均,19.3,155.7,147.6,8.1,11.8,68.8,67.4,1.4
30人以上,"P 医療,福祉",令和２,2020,年平均,19.4,154.1,146.4,7.7,11.5,68.9,67.6,1.3
30人以上,"P 医療,福祉",令和３,2021,年平均,19.2,154.6,146.1,8.5,11.6,71.8,70.3,1.5
30人以上,"P 医療,福祉",令和４,2022,年平均,19.1,152.7,144.3,8.4,12.4,71.7,70.4,1.3
30人以上,"P 医療,福祉",令和５,2023,年平均,18.9,154.1,144.7,9.4,12.6,73.5,71.8,1.7
30人以上,"P 医療,福祉",令和５,2023,1月,18.3,147.9,139.5,8.4,11.5,74,72.2,1.8
30人以上,"P 医療,福祉",令和５,2023,2月,18,145.3,137.1,8.2,12.2,66.7,65.5,1.2
30人以上,"P 医療,福祉",令和５,2023,3月,19.3,159.7,149.7,10,13.2,73.3,71.7,1.6
30人以上,"P 医療,福祉",令和５,2023,4月,19.5,158.7,149.2,9.5,12.5,75.9,74,1.9
30人以上,"P 医療,福祉",令和５,2023,5月,18.9,153.6,144.2,9.4,13.2,74.3,72.7,1.6
30人以上,"P 医療,福祉",令和５,2023,6月,19.5,159.7,149.8,9.9,12.8,76.8,75,1.8
30人以上,"P 医療,福祉",令和５,2023,7月,19.1,154.9,145,9.9,12.8,71.4,69.9,1.5
30人以上,"P 医療,福祉",令和５,2023,8月,18.8,154.4,144.7,9.7,12,72.5,70.4,2.1
30人以上,"P 医療,福祉",令和５,2023,9月,18.6,152.7,142.9,9.8,12.5,71.1,69.4,1.7
30人以上,"P 医療,福祉",令和５,2023,10月,19.1,152.1,144.2,7.9,13.4,79.6,77.7,1.9
30人以上,"P 医療,福祉",令和５,2023,11月,19.1,155.1,145.3,9.8,12.5,71.2,69.8,1.4
30人以上,"P 医療,福祉",令和５,2023,12月,19,153.6,144,9.6,12.4,71.9,70.4,1.5
30人以上,Q 複合サービス事業,平成30,2018,年平均,19.3,166.3,149,17.3,18.3,100.4,90,10.4
30人以上,Q 複合サービス事業,平成31・令和元,2019,年平均,18.8,162.4,145.5,16.9,17.9,99.6,91.7,7.9
30人以上,Q 複合サービス事業,令和２,2020,年平均,18.8,160.6,146.6,14,18.5,101.4,93.9,7.5
30人以上,Q 複合サービス事業,令和３,2021,年平均,18.6,155.6,141.7,13.9,18.9,104.9,98.7,6.2
30人以上,Q 複合サービス事業,令和４,2022,年平均,19,157.7,143.9,13.8,17.5,97.8,90.5,7.3
30人以上,Q 複合サービス事業,令和５,2023,年平均,18.8,157.5,141.5,16,18.9,117.9,110.3,7.6
30人以上,Q 複合サービス事業,令和５,2023,1月,18.6,154.8,137.5,17.3,16.5,94.8,89.1,5.7
30人以上,Q 複合サービス事業,令和５,2023,2月,17.5,145.7,130.9,14.8,17.3,80.4,74.6,5.8
30人以上,Q 複合サービス事業,令和５,2023,3月,18.7,160,143.6,16.4,19.2,122.2,113.8,8.4
30人以上,Q 複合サービス事業,令和５,2023,4月,19.3,161.1,145.2,15.9,18.4,116.2,108.7,7.5
30人以上,Q 複合サービス事業,令和５,2023,5月,18.7,156.3,139.7,16.6,19,117.5,111.7,5.8
30人以上,Q 複合サービス事業,令和５,2023,6月,19.7,165.7,150.2,15.5,19.1,120.2,112,8.2
30人以上,Q 複合サービス事業,令和５,2023,7月,18.8,155,141.5,13.5,19.2,122.5,115.8,6.7
30人以上,Q 複合サービス事業,令和５,2023,8月,19,156,142.9,13.1,19.9,124.1,119,5.1
30人以上,Q 複合サービス事業,令和５,2023,9月,18.6,157.9,139.4,18.5,18.9,122.3,114,8.3
30人以上,Q 複合サービス事業,令和５,2023,10月,19.2,160.7,144.2,16.5,19.6,131.5,123.2,8.3
30人以上,Q 複合サービス事業,令和５,2023,11月,18.7,156.4,139.4,17,19,122.5,114.9,7.6
30人以上,Q 複合サービス事業,令和５,2023,12月,19.4,160.7,143.9,16.8,19.7,132.7,119.7,13
30人以上,R サービス業（他に分類されないもの）,平成30,2018,年平均,19.2,158.5,146,12.5,16,102.1,97.3,4.8
30人以上,R サービス業（他に分類されないもの）,平成31・令和元,2019,年平均,18.7,155.4,141.5,13.9,15.1,98.5,94.2,4.3
30人以上,R サービス業（他に分類されないもの）,令和２,2020,年平均,18.5,147.9,136,11.9,14.7,90.5,87.3,3.2
30人以上,R サービス業（他に分類されないもの）,令和３,2021,年平均,18.6,156,141.7,14.3,15.4,96.4,93.2,3.2
30人以上,R サービス業（他に分類されないもの）,令和４,2022,年平均,18.6,158.1,142.5,15.6,15.3,97.8,94.1,3.7
30人以上,R サービス業（他に分類されないもの）,令和５,2023,年平均,18.9,159.3,143.8,15.5,15.5,103.4,98.8,4.6
30人以上,R サービス業（他に分類されないもの）,令和５,2023,1月,17.9,151.7,136.7,15,14.2,90.9,86,4.9
30人以上,R サービス業（他に分類されないもの）,令和５,2023,2月,18.1,153.3,137.1,16.2,15.2,99.9,95.3,4.6
30人以上,R サービス業（他に分類されないもの）,令和５,2023,3月,19.2,162.5,146.1,16.4,15.4,102.1,97.6,4.5
30人以上,R サービス業（他に分類されないもの）,令和５,2023,4月,19.4,163,147.2,15.8,15.5,102.2,97.7,4.5
30人以上,R サービス業（他に分類されないもの）,令和５,2023,5月,18.5,155.1,140,15.1,15.5,103.2,98.7,4.5
30人以上,R サービス業（他に分類されないもの）,令和５,2023,6月,19.6,167.8,151.9,15.9,15.3,102.8,98.2,4.6
30人以上,R サービス業（他に分類されないもの）,令和５,2023,7月,19.1,161.1,145.5,15.6,16.2,108.9,104.2,4.7
30人以上,R サービス業（他に分類されないもの）,令和５,2023,8月,18.9,158.1,143.6,14.5,15.9,105.6,101.2,4.4
30人以上,R サービス業（他に分類されないもの）,令和５,2023,9月,18.7,159.8,144.7,15.1,15.8,107.4,102.6,4.8
30人以上,R サービス業（他に分類されないもの）,令和５,2023,10月,19.1,160.6,145.1,15.5,15.9,106.8,102.3,4.5
30人以上,R サービス業（他に分類されないもの）,令和５,2023,11月,19.2,162.3,146,16.3,15.5,102.1,97.8,4.3
30人以上,R サービス業（他に分類されないもの）,令和５,2023,12月,18.6,156.8,142,14.8,15.9,106.2,101.8,4.4
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年年報,,,,,,,,,,,,
第７－２表　産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間　（事業所規模30人以上）,,,,,,,,,,,,
