年度（平成）,Fiscal Year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Passengers getting on trains／総数 Total,乗車人員 Passengers getting on trains／定期 Commuter Pass,乗車人員 Passengers getting on trains／普通 Tickets,降車人員 Passengers getting off trains／総数 Total,降車人員 Passengers getting off trains／定期 Commuter Pass,降車人員 Passengers getting off trains／普通 Tickets
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,駒込,Komagome,,7570,4578,2992,7702,4578,3124
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,西ケ原,Nishigahara,,1609,943,666,1597,943,654
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,王子,Oji,,11654,7638,4016,11853,7638,4215
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,王子神谷,Oji-Kamiya,,6964,4904,2060,6763,4904,1859
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,志茂,Shimo,,2316,1473,843,2277,1473,804
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,南北線,Namboku Line,赤羽岩淵,Akabane-Iwabuchi,,17905,13876,4029,17632,13876,3756
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,,,※,147862,82197,65665,147371,82197,65174
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,小竹向原,Kotake-Mukaihara,◎,16010,10297,5713,15088,10297,4791
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,千川,Senkawa,◎,3249,2546,703,3465,2546,919
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,要町,Kanamecho,◎,3353,2439,914,3548,2439,1109
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,池袋,Ikebukuro,◎,20465,12006,8459,22931,12006,10925
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,雑司が谷,Zoshigaya,,3512,1819,1693,3446,1819,1627
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,西早稲田,Nishi-Waseda,,7286,4666,2620,7244,4666,2578
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,東新宿,Higashi-Shinjuku,,8044,3929,4115,7831,3929,3902
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,新宿三丁目,Shinjuku-Sanchome,◎,19181,7521,11660,18488,7521,10967
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,北参道,Kita-Sando,,4446,2226,2220,4443,2226,2217
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,明治神宮前（原宿）,Meiji-Jingumae(Harajuku),◎,7085,1740,5345,6219,1740,4479
30,2018,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,副都心線,Fukutoshin Line,渋谷,Shibuya,◎,55231,33008,22223,54668,33008,21660
30,2018,都営,Metropolitan,,,,,,1155747,682035,473710,1155940,682035,473904
30,2018,都営,Metropolitan,浅草線,Asakusa Line,,,※,279193,160644,118549,279193,160644,118549
30,2018,都営,Metropolitan,浅草線,Asakusa Line,西馬込,Nishi-Magome,,8998,6800,2198,8773,6800,1973
30,2018,都営,Metropolitan,浅草線,Asakusa Line,馬込,Magome,,5404,3630,1774,5173,3630,1543
30,2018,都営,Metropolitan,浅草線,Asakusa Line,中延,Nakanobu,,5845,3789,2056,5806,3789,2017
30,2018,都営,Metropolitan,浅草線,Asakusa Line,戸越,Togoshi,,4144,2502,1642,4026,2502,1524
30,2018,都営,Metropolitan,浅草線,Asakusa Line,五反田,Gotanda,,12881,7912,4969,13132,7912,5220
30,2018,都営,Metropolitan,浅草線,Asakusa Line,高輪台,Takanawadai,,2679,1555,1124,2805,1555,1250
30,2018,都営,Metropolitan,浅草線,Asakusa Line,泉岳寺,Sengakuji,,40795,22512,18283,41124,22512,18612
30,2018,都営,Metropolitan,浅草線,Asakusa Line,三田,Mita,◎,20507,11961,8546,20575,11961,8614
30,2018,都営,Metropolitan,浅草線,Asakusa Line,大門,Daimon,◎,20562,11118,9444,20545,11118,9428
30,2018,都営,Metropolitan,浅草線,Asakusa Line,新橋,Shimbashi,,18459,10125,8334,18452,10125,8327
30,2018,都営,Metropolitan,浅草線,Asakusa Line,東銀座,Higashi-Ginza,,15675,8396,7279,15772,8396,7376
30,2018,都営,Metropolitan,浅草線,Asakusa Line,宝町,Takaracho,,5836,3465,2371,5933,3465,2468
30,2018,都営,Metropolitan,浅草線,Asakusa Line,日本橋,Nihombashi,,18236,10951,7286,18413,10951,7462
30,2018,都営,Metropolitan,浅草線,Asakusa Line,人形町,Ningyocho,,10140,5547,4592,9947,5547,4400
30,2018,都営,Metropolitan,浅草線,Asakusa Line,東日本橋,Higashi-Nihombashi,◎,15495,8163,7332,15571,8163,7408
30,2018,都営,Metropolitan,浅草線,Asakusa Line,浅草橋,Asakusabashi,,11297,5830,5468,11150,5830,5321
30,2018,都営,Metropolitan,浅草線,Asakusa Line,蔵前,Kuramae,◎,6875,3222,3653,6846,3222,3624
30,2018,都営,Metropolitan,浅草線,Asakusa Line,浅草,Asakusa,,9813,3828,5986,10827,3828,6999
30,2018,都営,Metropolitan,浅草線,Asakusa Line,本所吾妻橋,Honjo-Azumabashi,,3580,2099,1481,3487,2099,1388
30,2018,都営,Metropolitan,浅草線,Asakusa Line,押上,Oshiage,,41970,27239,14731,40836,27239,13597
30,2018,都営,Metropolitan,三田線,Mita Line,,,※,245550,155169,90380,245550,155169,90380
30,2018,都営,Metropolitan,三田線,Mita Line,目黒,Meguro,,19024,12863,6161,18238,12863,5375
30,2018,都営,Metropolitan,三田線,Mita Line,白金台,Shirokanedai ,,1846,1009,837,2123,1009,1115
30,2018,都営,Metropolitan,三田線,Mita Line,白金高輪,Shirokane-Takanawa,,5068,2776,2292,5227,2776,2451
30,2018,都営,Metropolitan,三田線,Mita Line,三田,Mita,◎,20067,12134,7933,20012,12134,7878
30,2018,都営,Metropolitan,三田線,Mita Line,芝公園,Shibakoen,,5836,3598,2237,5939,3598,2341
30,2018,都営,Metropolitan,三田線,Mita Line,御成門,Onarimon,,8866,5657,3209,9074,5657,3417
30,2018,都営,Metropolitan,三田線,Mita Line,内幸町,Uchisaiwaicho,,8226,5059,3167,8440,5059,3381
30,2018,都営,Metropolitan,三田線,Mita Line,日比谷,Hibiya,,16827,9818,7009,16968,9818,7150
30,2018,都営,Metropolitan,三田線,Mita Line,大手町,Otemachi,,19551,12485,7066,19777,12485,7291
30,2018,都営,Metropolitan,三田線,Mita Line,神保町,Jimbocho,◎,26812,15827,10985,26864,15827,11038
30,2018,都営,Metropolitan,三田線,Mita Line,水道橋,Suidobashi,,8718,4804,3914,8982,4804,4178
30,2018,都営,Metropolitan,三田線,Mita Line,春日,Kasuga,◎,12800,6906,5894,12714,6906,5808
30,2018,都営,Metropolitan,三田線,Mita Line,白山,Hakusan,,9413,6895,2518,9331,6895,2435
30,2018,都営,Metropolitan,三田線,Mita Line,千石,Sengoku,,5797,3657,2140,5654,3657,1997
30,2018,都営,Metropolitan,三田線,Mita Line,巣鴨,Sugamo,,17311,11328,5982,17674,11328,6346
30,2018,都営,Metropolitan,三田線,Mita Line,西巣鴨,Nishi-Sugamo,,5646,3898,1748,5505,3898,1607
30,2018,都営,Metropolitan,三田線,Mita Line,新板橋,Shin-Itabashi,,5635,3480,2155,5670,3480,2190
30,2018,都営,Metropolitan,三田線,Mita Line,板橋区役所前,Itabashikuyakushomae,,6443,4075,2368,6404,4075,2329
30,2018,都営,Metropolitan,三田線,Mita Line,板橋本町,Itabashihoncho,,6624,4511,2112,6396,4511,1885
30,2018,都営,Metropolitan,三田線,Mita Line,本蓮沼,Motohasunuma,,4752,3248,1504,4642,3248,1395
30,2018,都営,Metropolitan,三田線,Mita Line,志村坂上,Shimura-Sakaue,,5705,3827,1878,5720,3827,1892
30,2018,都営,Metropolitan,三田線,Mita Line,志村三丁目,Shimura-Sanchome,,5976,4159,1817,5844,4159,1685
30,2018,都営,Metropolitan,三田線,Mita Line,蓮根,Hasune,,3622,2446,1176,3562,2446,1116
30,2018,都営,Metropolitan,三田線,Mita Line,西台,Nishidai,,5007,3536,1471,5000,3536,1464
30,2018,都営,Metropolitan,三田線,Mita Line,高島平,Takashimadaira,,5642,4011,1630,5588,4011,1577
30,2018,都営,Metropolitan,三田線,Mita Line,新高島平,Shin-Takashimadaira,,1845,1335,510,1804,1335,468
30,2018,都営,Metropolitan,三田線,Mita Line,西高島平,Nishi-Takashimadaira,,2492,1826,666,2397,1826,571
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,,,※,274415,165970,108444,274608,165970,108638
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,新宿,Shinjuku,◎,57373,35037,22336,56621,35037,21584
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,新宿三丁目,Shinjuku-Sanchome,,13388,6302,7086,13854,6302,7552
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,曙橋,Akebonobashi,,7220,4007,3213,7062,4007,3055
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,市ヶ谷,Ichigaya,,18080,11341,6738,18824,11341,7483
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,九段下,Kudanshita,,21313,11746,9567,20908,11746,9162
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,神保町,Jimbocho,◎,25110,15121,9988,25273,15121,10152
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,小川町,Ogawamachi,,13391,8376,5015,13455,8376,5079
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,岩本町,Iwamotocho,,10103,5771,4332,10090,5771,4319
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,馬喰横山,Bakuroyokoyama,◎,21514,12368,9146,21460,12368,9093
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,浜町,Hamacho,,4191,2398,1792,4273,2398,1875
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,森下,Morishita,◎,14293,7796,6498,14640,7796,6845
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,菊川,Kikukawa,,4674,3001,1673,4715,3001,1714
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,住吉,Sumiyoshi,,8185,5050,3136,8152,5050,3103
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,西大島,Nishi-Ojima,,5321,3371,1950,5379,3371,2008
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,大島,Ojima,,6313,4158,2155,6225,4158,2067
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,東大島,Higashi-Ojima,,5972,4061,1911,5974,4061,1913
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,船堀,Funabori,,11813,7826,3987,11752,7826,3926
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,一之江,Ichinoe,,8210,5672,2537,8079,5672,2407
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,瑞江,Mizue,,10440,7302,3138,10417,7302,3116
30,2018,都営,Metropolitan,新宿線,Shinjuku Line,篠崎,Shinozaki,,7512,5267,2245,7456,5267,2189
30,2018,都営,Metropolitan,大江戸線,Oedo Line,,,※,356589,200252,156337,356589,200252,156337
30,2018,都営,Metropolitan,大江戸線,Oedo Line,新宿西口,Shinjuku-Nishiguchi ,,11935,5782,6153,10725,5782,4943
30,2018,都営,Metropolitan,大江戸線,Oedo Line,東新宿,Higashi-Shinjuku,,7857,3935,3922,7702,3935,3767
30,2018,都営,Metropolitan,大江戸線,Oedo Line,若松河田,Wakamatsu-Kawada,,5857,3301,2557,5955,3301,2654
30,2018,都営,Metropolitan,大江戸線,Oedo Line,牛込柳町,Ushigome-Yanagicho,,3898,2260,1638,3825,2260,1565
30,2018,都営,Metropolitan,大江戸線,Oedo Line,牛込神楽坂,Ushigome-Kagurazaka ,,2697,1327,1370,2864,1327,1537
30,2018,都営,Metropolitan,大江戸線,Oedo Line,飯田橋,Iidabashi ,,6277,3432,2845,6235,3432,2802
30,2018,都営,Metropolitan,大江戸線,Oedo Line,春日,Kasuga,◎,11148,6200,4948,10964,6200,4764
30,2018,都営,Metropolitan,大江戸線,Oedo Line,本郷三丁目,Hongo-Sanchome,,4002,2196,1806,4107,2196,1911
30,2018,都営,Metropolitan,大江戸線,Oedo Line,上野御徒町,Ueno-Okachimachi,,10987,5491,5496,10913,5491,5422
30,2018,都営,Metropolitan,大江戸線,Oedo Line,新御徒町,Shin-Okachimachi,,10182,6474,3708,9860,6474,3387
30,2018,都営,Metropolitan,大江戸線,Oedo Line,蔵前,Kuramae,◎,6420,3136,3284,6455,3136,3319
30,2018,都営,Metropolitan,大江戸線,Oedo Line,両国,Ryogoku,,6460,3765,2695,6430,3765,2665
30,2018,都営,Metropolitan,大江戸線,Oedo Line,森下,Morishita ,◎,13252,7473,5779,12902,7473,5429
30,2018,都営,Metropolitan,大江戸線,Oedo Line,清澄白河,Kiyosumi-Shirakawa ,,7732,4386,3346,7879,4386,3492
30,2018,都営,Metropolitan,大江戸線,Oedo Line,門前仲町,Monzen-Nakacho,,16025,9928,6097,16096,9928,6169
30,2018,都営,Metropolitan,大江戸線,Oedo Line,月島,Tsukishima ,,13752,8073,5680,13721,8073,5648
30,2018,都営,Metropolitan,大江戸線,Oedo Line,勝どき,Kachidoki ,,18642,12103,6539,18619,12103,6517
30,2018,都営,Metropolitan,大江戸線,Oedo Line,築地市場,Tsukijishijo ,,5403,2679,2724,5643,2679,2965
30,2018,都営,Metropolitan,大江戸線,Oedo Line,汐留,Shiodome,,9934,5324,4610,9970,5324,4646
30,2018,都営,Metropolitan,大江戸線,Oedo Line,大門,Daimon ,,24705,13425,11281,24584,13425,11159
30,2018,都営,Metropolitan,大江戸線,Oedo Line,赤羽橋,Akabanebashi,,7921,4179,3741,7800,4179,3621
30,2018,都営,Metropolitan,大江戸線,Oedo Line,麻布十番,Azabu-Juban ,,7023,3162,3861,6912,3162,3750
30,2018,都営,Metropolitan,大江戸線,Oedo Line,六本木,Roppongi,,18881,8429,10452,19003,8429,10574
30,2018,都営,Metropolitan,大江戸線,Oedo Line,青山一丁目,Aoyama-Itchome ,,14342,7451,6891,14259,7451,6807
30,2018,都営,Metropolitan,大江戸線,Oedo Line,国立競技場,Kokuritsu-Kyogijo,,1883,764,1119,1879,764,1115
30,2018,都営,Metropolitan,大江戸線,Oedo Line,代々木,Yoyogi ,,7038,3665,3373,7109,3665,3444
30,2018,都営,Metropolitan,大江戸線,Oedo Line,新宿,Shinjuku,◎,25635,14369,11266,27412,14369,13044
30,2018,都営,Metropolitan,大江戸線,Oedo Line,都庁前,Tochomae,,9261,4781,4480,9789,4781,5008
30,2018,都営,Metropolitan,大江戸線,Oedo Line,西新宿五丁目,Nishi-Shinjuku-Gochome ,,6778,3868,2910,6395,3868,2527
30,2018,都営,Metropolitan,大江戸線,Oedo Line,中野坂上,Nakano-Sakaue ,,7523,4684,2839,7633,4684,2949
30,2018,都営,Metropolitan,大江戸線,Oedo Line,東中野,Higashi-Nakano,,4957,3011,1946,5174,3011,2163
30,2018,都営,Metropolitan,大江戸線,Oedo Line,中井,Nakai ,,4786,2829,1957,4630,2829,1801
30,2018,都営,Metropolitan,大江戸線,Oedo Line,落合南長崎,Ochiai-Minami-Nagasaki,,5163,3208,1955,5060,3208,1852
30,2018,都営,Metropolitan,大江戸線,Oedo Line,新江古田,Shin-Egota,,5304,3453,1852,5217,3453,1764
30,2018,都営,Metropolitan,大江戸線,Oedo Line,練馬,Nerima,,14868,9248,5620,14864,9248,5616
30,2018,都営,Metropolitan,大江戸線,Oedo Line,豊島園,Toshimaen,,2244,1276,968,2221,1276,946
30,2018,都営,Metropolitan,大江戸線,Oedo Line,練馬春日町,Nerima-Kasugacho,,4211,2824,1387,4184,2824,1360
30,2018,都営,Metropolitan,大江戸線,Oedo Line,光が丘,Hikarigaoka,,11608,8365,3243,11600,8365,3235
,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 ) 4　運輸 4　TRANSPORT ,,,,,,,,,,,,,,
4-15  地下鉄の駅別乗降車人員 (平成26～30年度） 4-15 PASSENGERS OF SUBWAYS BY STATION ( Fiscal Years 2014-2018 ),,,,,,,,,,,,,,
同一会社内の乗り継ぎは除く（但し，都営地下鉄内の乗り継ぎは含む）。 ◎印は同一会社内の乗換え駅を示す。　※印は区部にある駅 (線) を示す。,,,,,,,,,,,,,,
Figures exclude transit within the same company (but include transit on Toei subways). Stations marked with ◎ indicate transfer stations for lines within the same company. ※ refers to stations (lines) located in the ku area.,,,,,,,,,,,,,,
資料：東京地下鉄株式会社鉄道本部営業部審査課，都交通局総務部企画調整課 Source: Tokyo Metro Co.， Ltd.; Bureau of Transportation， TMG,,,,,,,,,,,,,,
（単位　千人) (In thousands of persons),,,,,,,,,,,,,,
