SAMPLEID,ANSWERDATE,SEX,AGE,AGEID,PREFECTURE,AREA,JOB,SQ1,SQ2,SQ3_1,SQ3_2,SQ3_3,SQ3_4,SQ3_5,SQ3_6,SQ3_7,SQ3_8,SQ4,SQ5,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_8FA,Q3,Q4,Q5,Q5_20FA,Q6,Q6_11FA,Q7S1,Q7S2,Q7S3,Q8,Q9,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_11FA,Q13,Q14,Q15S1,Q15S2,Q15S3,Q15S4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_5FA,Q17S1,Q17S2,Q17S3,Q17S4,Q17S5,Q18,Q19,Q20
6234513,2020/11/7 0:37,1,44,7,14,3,3,3,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,0,0,0,,,1,20,教材販売,2,,1,2,2,1,1,1,5,0,1,0,0,0,0,0,0,0,1,0,0,,2,2,,,,,1,0,0,0,0,0,,1,1,1,1,1,1,1,1
6239483,2020/11/7 17:29,1,62,11,11,3,5,5,1,1,0,0,0,0,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,,2,1,20,施設管理,1,,2,2,2,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,2,3,4,4,4,4,0,1,0,0,0,0,,1,2,2,1,1,2,4,2
6244327,2020/11/7 9:05,1,54,9,14,3,4,1,1,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,4,,6,,1,5,5,2,5,1,1,1,0,1,1,0,0,1,0,0,0,0,0,,1,1,3,3,4,4,1,1,1,1,0,0,,,,,,,2,1,1
6264212,2020/11/7 18:59,1,57,10,13,3,4,5,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,0,,2,3,10,,1,,2,6,2,2,6,3,4,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,3,3,3,3,0,0,0,0,0,1,,2,2,2,2,2,4,4,2
6272873,2020/11/7 14:37,2,50,9,13,3,3,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,20,オフィス業務請負業,2,,2,6,6,2,6,2,5,1,0,0,0,0,0,0,0,1,0,0,0,,2,1,,,,,0,0,1,0,0,0,,,,,,,2,3,1
6291799,2020/11/7 14:45,2,39,6,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,2,4,8,,2,,2,2,2,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,1,0,0,1,0,0,0,,1,1,1,1,1,2,2,1
6297610,2020/11/7 17:43,1,42,7,11,3,5,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,4,1,7,,3,,1,6,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,,1,3,1,1,1,1,0,0,1,0,0,0,,1,1,1,1,1,1,2,1
6317889,2020/11/7 17:41,1,37,6,13,3,3,5,1,1,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,1,,4,4,20,サービス業,2,,2,2,2,2,2,3,5,1,1,0,0,0,0,1,0,0,0,0,0,,2,2,,,,,0,0,0,0,0,1,,1,1,1,1,2,4,4,2
6359041,2020/11/7 18:31,1,53,9,13,3,4,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,2,,5,,1,2,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,,3,1,3,3,3,3,1,1,0,1,0,0,,1,1,1,1,1,1,1,1
6402176,2020/11/6 23:29,1,51,9,11,3,5,3,1,1,0,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,,,1,2,,4,,2,3,2,2,2,1,4,1,0,0,0,0,1,0,0,0,0,0,0,,1,3,2,4,4,4,1,0,1,0,0,0,,1,1,1,1,2,2,1,1
6416257,2020/11/7 13:15,1,38,6,13,3,4,2,1,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,,,,3,,8,,2,3,3,3,3,1,5,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,,,,,0,0,1,0,0,0,,1,1,3,1,1,1,2,1
6422654,2020/11/7 19:50,1,62,11,14,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,11,,2,,1,3,1,2,2,1,3,0,0,0,0,0,0,1,0,0,1,0,0,,2,2,3,3,3,3,0,1,1,0,0,0,,1,1,1,1,1,2,2,1
6424503,2020/11/7 20:29,1,38,6,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,4,4,6,,3,,2,2,2,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,4,1,,,,,0,1,0,0,0,0,,2,2,2,2,2,4,4,2
6448100,2020/11/7 18:40,1,58,10,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,7,,1,,1,6,2,2,4,2,5,1,0,0,0,0,1,0,0,0,0,0,0,,1,1,,,,,0,1,0,0,0,0,,1,1,1,1,1,2,2,1
6455716,2020/11/7 14:58,1,57,10,13,3,5,3,1,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,,,1,3,,1,,2,4,3,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,3,3,0,0,1,0,0,0,,1,1,1,1,1,2,1,1
6471761,2020/11/7 17:14,1,29,4,14,3,3,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,2,,2,,1,6,4,1,4,2,3,0,0,0,0,0,0,0,0,0,1,0,0,,3,3,1,2,2,2,0,1,0,0,0,0,,1,1,2,2,2,3,3,2
6473498,2020/11/6 22:25,1,59,10,12,3,4,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,,,1,2,,9,,2,3,3,2,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,3,2,4,4,4,1,1,0,0,0,0,,2,1,2,2,1,2,3,1
6475815,2020/11/6 23:23,2,34,5,13,3,3,2,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,11,,7,,1,5,5,2,6,3,5,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,0,0,1,0,0,,1,1,2,2,1,4,4,2
6479671,2020/11/7 13:56,1,51,9,11,3,3,3,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,2,4,,2,,1,3,3,2,3,2,2,0,0,0,0,0,0,1,0,1,1,0,0,,2,3,2,2,1,2,1,1,1,1,0,0,,1,1,1,1,1,2,2,1
6496609,2020/11/7 18:25,1,57,10,12,3,4,5,1,1,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,1,0,0,,2,1,3,,8,,2,2,2,2,6,2,4,1,1,0,1,0,1,0,0,1,0,0,0,,1,3,1,1,1,1,1,0,0,0,0,0,,2,2,2,2,2,3,3,2
6503830,2020/11/7 18:17,1,27,4,11,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,1,,7,,1,,1,2,1,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,,1,2,1,4,1,4,0,0,1,0,0,0,,1,2,1,1,1,2,3,3
6509403,2020/11/7 13:59,1,58,10,13,3,5,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,8,,1,,2,5,3,1,6,2,5,0,0,0,0,1,0,0,0,0,0,0,0,,1,2,,,,,0,0,0,1,0,0,,1,3,1,1,1,2,2,1
6538474,2020/11/7 13:27,2,49,8,13,3,3,5,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,,1,1,2,,2,,2,2,2,1,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,,2,1,1,2,2,2,1,0,0,0,0,0,,2,2,1,1,2,2,2,1
6554736,2020/11/7 13:15,1,55,10,14,3,4,3,1,1,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,,,4,2,,6,,1,1,1,3,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,,3,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,4,2,3
6569953,2020/11/7 20:29,1,48,8,13,3,4,5,1,1,0,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0,0,0,0,,2,1,2,,5,,1,4,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,1,0,0,0,0,,1,1,1,1,1,2,3,3
6572345,2020/11/7 18:12,2,36,6,13,3,3,4,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,1,,6,,2,,2,3,2,2,6,1,2,0,0,1,1,0,0,0,0,0,0,0,0,,1,1,2,1,2,3,0,0,1,1,0,0,,1,1,1,1,1,1,3,1
6576027,2020/11/7 19:40,2,40,7,13,3,5,3,1,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,,,2,5,,2,,2,4,3,2,3,2,5,1,0,0,0,0,1,0,0,0,0,0,0,,2,1,,,,,0,1,0,0,0,0,,3,3,1,1,1,5,3,2
6589028,2020/11/7 5:42,1,51,9,11,3,4,2,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,2,,5,,2,6,6,1,6,1,4,0,1,0,0,0,1,0,0,0,0,0,0,,3,1,3,3,3,2,1,0,0,0,0,0,,2,2,2,2,2,1,2,1
6590837,2020/11/7 0:00,2,60,11,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,,4,1,20,人材派遣業,2,,2,2,3,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,3,,,,,0,0,0,1,0,0,,2,2,2,2,2,2,2,1
6594430,2020/11/7 17:16,1,53,9,13,3,4,2,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,4,,5,,2,6,2,2,6,2,4,0,0,1,0,0,1,0,0,0,0,0,0,,1,3,1,1,1,1,0,0,0,1,0,0,,1,1,1,1,1,1,4,1
6594958,2020/11/7 7:21,2,40,7,13,3,3,5,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,,4,2,19,,2,,2,4,1,3,2,2,5,0,0,0,0,0,0,0,0,1,0,0,0,,3,2,,,,,0,0,0,0,0,1,,3,3,3,1,3,3,4,2
6614018,2020/11/7 14:45,1,58,10,14,3,3,3,1,1,1,0,0,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,0,,,1,11,,1,,2,4,2,1,2,2,3,1,1,0,0,0,1,0,0,0,0,0,0,,3,1,3,3,3,3,0,0,0,0,0,1,,3,3,3,3,3,5,5,3
6629867,2020/11/7 18:21,2,49,8,11,3,3,3,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,4,20,翻訳・校正業,2,,2,6,4,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,1,0,0,0,,2,2,2,1,2,2,3,2
6629890,2020/11/7 13:15,1,49,8,13,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,1,0,0,0,,,1,8,,1,,2,3,3,2,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,,1,1,3,3,3,4,1,1,0,0,0,0,,1,1,3,1,1,1,1,1
6665181,2020/11/7 18:21,1,53,9,14,3,3,1,1,1,1,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,20,レコード会社,2,,2,6,5,3,6,2,4,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,1,0,0,0,0,,,,,,,3,5,3
6670333,2020/11/7 20:16,2,26,4,13,3,3,4,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,,4,,3,,2,,1,1,1,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,0,0,0,1,,1,1,1,1,1,2,5,1
6684312,2020/11/7 13:58,2,30,5,11,3,3,3,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,,,4,7,,2,,1,3,3,1,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,,1,2,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,4,3
6689187,2020/11/7 15:38,1,45,8,14,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,20,サービス業,2,,2,4,3,2,6,1,5,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,1,1,1,1,0,0,,1,1,1,1,1,1,5,1
6690733,2020/11/7 19:51,2,36,6,14,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,,4,4,14,,10,,1,1,1,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,3,2,3,3,3,3,0,0,0,0,0,1,,3,1,2,1,1,4,4,2
6696995,2020/11/7 17:32,1,52,9,13,3,5,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,1,,8,,1,,2,3,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,,1,3,2,2,2,2,0,0,0,1,0,0,,1,1,1,1,1,1,1,1
6700675,2020/11/7 18:13,1,56,10,13,3,3,4,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,2,,2,,2,,1,1,1,3,6,3,5,0,1,1,0,0,0,0,0,0,1,0,0,,3,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,4,4,3
6729277,2020/11/7 17:30,1,45,8,14,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,7,,1,,2,4,3,2,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,3,3,3,0,0,0,0,0,1,,1,1,2,1,1,2,4,3
6740000,2020/11/6 22:45,2,50,9,13,3,5,5,1,1,0,0,0,0,1,0,0,1,2,2,0,0,0,0,1,0,0,0,0,,4,4,10,,3,,2,2,2,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,3,3,3,3,0,0,0,0,0,1,,2,2,2,2,2,4,3,3
6744507,2020/11/6 22:06,2,29,4,13,3,3,4,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,1,,19,,2,,1,3,1,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,3,,,,,0,0,0,0,0,1,,3,3,3,3,3,5,5,3
6771078,2020/11/7 18:51,1,58,10,12,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,4,,1,,1,4,3,1,3,1,5,0,1,0,0,0,0,0,0,1,0,0,0,,2,1,,,,,1,0,0,0,0,0,,1,1,1,1,1,2,2,1
6779390,2020/11/7 6:09,1,34,5,13,3,3,4,1,1,1,0,0,0,0,0,0,1,1,2,1,1,1,0,1,1,0,0,0,,2,,4,,2,,1,4,1,2,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,,1,2,2,2,2,5,0,1,0,0,0,0,,1,1,1,1,1,1,2,1
6787546,2020/11/7 20:15,2,49,8,12,3,3,2,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,1,0,0,0,0,,,,16,,2,,2,6,4,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,1,0,0,0,0,,1,2,2,1,1,2,5,2
6842777,2020/11/7 18:19,1,62,11,13,3,3,4,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,,,,,,1,,7,,2,,2,6,3,2,5,1,2,0,1,1,0,0,0,1,0,1,0,0,0,,1,2,2,2,3,3,0,1,0,1,0,0,,1,1,1,1,1,2,1,1
6842856,2020/11/7 15:53,2,27,4,11,3,5,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,,1,11,,3,,1,6,5,2,6,2,5,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,,,,,0,0,0,0,0,1,,3,3,1,1,3,2,3,1
6851155,2020/11/7 7:18,1,40,7,13,3,1,5,1,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,,2,1,20,公務員,2,,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,1,1,0,0,0,,1,1,1,1,1,4,4,2
6852517,2020/11/7 20:52,1,60,11,11,3,5,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,19,,10,,2,4,4,1,6,1,4,1,0,1,0,0,0,0,0,1,0,0,0,,2,2,3,3,3,3,0,0,1,1,0,0,,1,1,2,1,2,2,2,1
6869702,2020/11/6 21:58,2,36,6,11,3,3,5,1,1,1,0,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,,4,4,13,,2,,2,2,2,1,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,Yahoo路線情報,3,1,,,,,0,0,0,1,0,0,,1,3,1,1,3,4,4,2
6886146,2020/11/7 15:28,2,43,7,13,3,3,3,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,,,1,2,,11,講師,2,6,4,3,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,2,,,,,0,0,0,1,0,0,,1,1,1,1,1,2,2,1
6894111,2020/11/7 18:14,1,61,11,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,1,13,,2,,1,1,2,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,1,0,0,0,0,,1,1,1,1,1,1,1,1
6902317,2020/11/7 17:09,1,36,6,12,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,,4,4,4,,2,,2,2,2,1,2,3,4,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,3,3,3,3,0,0,0,0,0,1,,1,2,2,2,2,4,4,2
6909834,2020/11/7 13:45,1,46,8,11,3,3,3,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,,,1,3,,2,,2,3,2,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,3,3,1,0,0,0,0,0,,1,3,2,1,1,4,2,3
6918079,2020/11/7 18:18,1,39,6,13,3,3,5,1,1,0,0,0,0,1,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,2,2,20,人材,2,,3,6,3,2,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,2,3,2,1,1,0,0,0,0,,1,1,1,1,1,3,3,1
6919212,2020/11/7 13:40,1,53,9,12,3,5,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,20,サービス,10,,2,5,5,2,6,1,2,0,0,0,0,0,1,0,0,1,0,0,0,,2,2,2,2,2,1,1,1,0,0,0,0,,1,1,2,1,1,2,2,1
6923578,2020/11/7 19:01,1,44,7,13,3,3,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,4,,2,,2,6,3,1,3,2,4,0,0,0,0,0,1,0,0,0,0,0,0,,3,2,2,3,4,4,0,1,0,0,0,0,,2,2,2,2,2,3,2,2
6927472,2020/11/7 17:56,2,55,10,13,3,3,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,1,1,7,,2,,2,2,2,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,0,0,1,,1,1,1,1,2,4,5,3
6991097,2020/11/7 16:36,2,27,4,13,3,4,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,0,,4,4,4,,2,,2,2,2,2,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,4,0,1,1,1,0,0,,3,2,1,1,2,2,3,1
6996344,2020/11/7 17:47,1,61,11,13,3,5,5,1,1,1,0,0,0,0,0,0,2,2,2,0,1,0,0,1,1,1,0,0,,4,4,11,,3,,2,2,2,1,3,2,4,0,0,0,0,0,1,1,0,0,0,0,0,,2,1,2,2,1,2,0,0,0,0,0,1,,1,1,1,1,1,2,2,1
7009143,2020/11/7 3:35,2,48,8,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,1,1,0,0,,,,2,,2,,2,5,2,2,3,2,3,1,1,0,0,0,0,0,0,0,1,0,0,,3,1,3,2,2,3,0,0,1,0,0,0,,1,1,1,1,1,2,2,1
7011780,2020/11/7 13:08,1,59,10,14,3,3,1,1,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,4,,2,,1,6,6,2,6,1,2,0,0,0,0,0,0,1,0,1,1,0,0,,1,1,3,3,3,3,1,0,0,0,0,0,,,,,,,2,2,1
7042807,2020/11/7 13:47,1,62,11,13,3,4,5,1,1,0,0,0,0,1,0,0,3,2,2,0,0,0,1,0,0,0,0,0,,2,1,7,,1,,1,1,1,1,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,,2,2,,,,,0,0,1,0,0,0,,1,1,1,1,1,2,3,1
7049088,2020/11/7 7:54,1,52,9,13,3,3,2,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,18,,1,,2,5,3,1,3,2,4,0,1,0,0,0,0,0,0,1,0,0,0,,2,3,5,5,5,5,1,0,1,0,0,0,,1,1,1,1,1,1,2,1
7057259,2020/11/7 3:08,1,35,6,13,3,3,3,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,1,8,,1,,2,4,3,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,0,0,0,1,,2,3,2,2,2,5,3,2
7063324,2020/11/7 20:43,1,41,7,11,3,4,3,1,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,0,0,0,,,4,4,,4,,1,3,2,2,6,1,4,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,5,5,3
7066795,2020/11/7 17:35,2,26,4,12,3,4,3,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,,4,20,&#8505;t,5,,2,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,3,3,0,0,1,0,0,0,,1,1,1,1,1,2,4,1
7082292,2020/11/7 17:59,1,50,9,11,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,20,何でも屋,1,,2,5,3,2,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,,2,3,1,1,1,4,1,0,0,0,0,0,,2,2,2,1,1,2,2,1
7113394,2020/11/7 17:30,1,38,6,14,3,3,5,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,3,1,3,,1,,1,3,1,1,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,,1,1,1,2,1,2,1,1,0,0,0,0,,1,1,1,1,1,1,1,1
7144927,2020/11/7 18:09,2,38,6,13,3,5,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,14,,10,,1,6,3,2,3,1,3,0,0,1,0,0,0,0,1,0,0,0,0,,1,3,1,1,2,1,1,1,1,0,0,0,,1,1,1,1,1,1,1,1
7179932,2020/11/7 18:12,2,53,9,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,4,4,13,,3,,2,4,2,2,2,1,4,1,1,0,0,0,0,1,0,0,1,0,0,,2,2,4,4,4,4,0,0,0,1,0,0,,1,1,1,1,1,2,2,1
7190903,2020/11/7 10:17,2,34,5,11,3,5,3,1,1,0,0,0,0,1,0,0,1,2,2,0,0,0,0,1,0,0,0,0,,,4,14,,3,,2,6,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,1,0,0,0,,3,3,3,3,3,2,5,3
7193849,2020/11/6 23:18,1,46,8,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,8,,10,,1,3,2,2,3,2,4,1,0,0,1,0,1,1,1,1,0,0,0,,3,1,1,3,3,3,0,0,0,0,0,1,,1,3,3,1,3,2,4,3
7210790,2020/11/6 22:17,2,58,10,14,3,3,2,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,,,3,,2,,2,6,4,2,6,1,4,0,0,1,0,0,0,1,0,0,1,0,0,,2,2,2,2,2,2,0,1,1,0,0,0,,1,1,1,1,3,2,2,1
7210834,2020/11/7 17:41,1,50,9,13,3,4,3,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,0,,,2,3,,8,,2,6,4,1,4,2,5,1,0,0,0,0,0,0,0,1,0,0,0,,2,2,,,,,0,0,1,1,0,0,,1,1,1,1,1,2,4,2
7212297,2020/11/7 13:14,1,64,11,13,3,1,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,4,1,13,,10,,2,2,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,1,0,ヤフー路線情報,2,1,,,,,0,0,0,0,0,1,,2,2,2,1,2,2,4,1
7231667,2020/11/7 13:21,1,42,7,12,3,5,3,1,1,0,0,0,0,1,0,0,2,1,2,0,0,0,1,1,0,0,0,0,,,3,13,,2,,1,6,2,3,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,1,3,,,,,0,0,0,0,1,0,非正規のみに助成金,3,1,1,1,1,3,4,2
7268038,2020/11/7 0:47,1,47,8,13,3,4,3,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,,,1,4,,2,,2,6,3,2,3,1,3,1,0,1,1,0,0,0,0,0,0,0,0,,2,3,1,4,4,4,0,1,0,1,0,0,,1,1,2,1,1,1,2,1
7271613,2020/11/7 13:41,2,36,6,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,,4,4,11,,2,,2,2,2,2,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,3,3,3,3,0,0,0,0,0,1,,1,1,2,1,1,2,2,3
7286409,2020/11/6 23:57,1,59,10,13,3,4,3,1,1,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,タクシーに乗ることが多いから,,2,20,技術サービス,8,,2,5,4,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,3,,,,,0,0,0,0,0,1,,1,2,2,1,2,3,2,3
7370865,2020/11/7 8:06,2,26,4,13,3,3,5,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,,3,2,4,,2,,2,2,2,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,,2,2,,,,,0,1,0,0,0,0,,1,1,1,1,1,2,2,1
7410197,2020/11/7 15:58,1,48,8,11,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,4,4,14,,10,,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,1,0,0,0,0,0,,1,2,2,3,1,2,3,2
7417402,2020/11/7 17:33,1,60,11,12,3,4,1,1,1,0,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,2,,5,,2,4,4,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,1,1,0,0,,,,,,,2,2,1
7473651,2020/11/7 15:35,1,55,10,14,3,3,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,11,,1,,1,2,6,2,6,3,5,0,0,0,0,0,0,0,0,1,0,0,0,,3,3,,,,,0,0,0,0,0,1,,3,3,3,3,3,4,4,2
