SAMPLEID,ANSWERDATE,SEX,AGE,AGEID,PREFECTURE,AREA,JOB,SQ1,SQ2,SQ3_1,SQ3_2,SQ3_3,SQ3_4,SQ3_5,SQ3_6,SQ3_7,SQ3_8,SQ4,SQ5,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_8FA,Q3,Q4,Q5,Q5_20FA,Q6,Q6_11FA,Q7S1,Q7S2,Q7S3,Q8,Q9,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_11FA,Q13,Q14,Q15S1,Q15S2,Q15S3,Q15S4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_5FA,Q17S1,Q17S2,Q17S3,Q17S4,Q17S5,Q18,Q19,Q20
1871777,2020/11/6 22:20,1,65,11,14,3,4,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,4,,1,,2,4,4,1,6,1,2,1,1,0,0,0,0,0,0,0,1,0,0,,1,2,3,3,3,3,1,0,0,0,0,0,,1,1,2,1,1,2,3,3
1888383,2020/11/7 17:42,2,54,9,13,3,3,5,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,,4,4,20,サービス,2,,3,4,3,2,3,2,5,1,0,0,0,0,0,1,0,1,1,0,0,,2,1,,,,,0,0,0,0,0,1,,1,2,2,2,2,4,3,3
1957173,2020/11/7 19:52,1,52,9,11,3,5,2,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,4,,2,,2,6,3,2,3,1,2,1,0,0,1,0,0,1,0,0,0,0,0,,1,3,3,3,3,3,0,0,0,1,0,0,,1,3,3,3,3,2,3,1
1989444,2020/11/6 22:18,1,51,9,13,3,5,2,1,1,1,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,2,,1,,1,6,3,2,6,3,5,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,4,2
2008244,2020/11/7 10:09,1,48,8,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,1,0,1,0,0,0,0,,1,1,7,,2,,2,2,2,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,,,,,1,0,0,0,0,0,,1,2,2,1,1,3,4,2
2042093,2020/11/7 18:34,1,56,10,13,3,1,4,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,いつでも混んでいる,2,,20,官公庁,9,,2,3,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,yahoo乗換案内,3,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,5,5,3
2148072,2020/11/7 8:58,1,46,8,13,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,4,,5,,1,6,6,1,6,2,5,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,1,0,0,1,0,0,,,,,,,3,2,1
2158982,2020/11/7 18:21,1,66,11,11,3,4,3,1,1,1,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,,,1,4,,6,,1,6,3,2,3,2,5,1,0,0,0,0,0,0,0,1,0,0,0,,3,1,,,,,0,0,0,0,0,1,,1,2,2,2,1,3,5,3
2169495,2020/11/7 2:44,2,49,8,13,3,3,2,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,2,,1,6,6,1,5,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,2,2,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
2180112,2020/11/7 17:12,1,58,10,14,3,4,3,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,1,15,,6,,1,4,3,2,6,2,5,0,0,0,0,0,0,0,0,1,1,0,0,,2,1,,,,,0,0,0,1,0,0,,1,3,1,1,3,2,2,1
2185701,2020/11/7 13:22,1,50,9,13,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,1,,1,6,3,2,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,1,0,0,0,,1,2,2,2,2,1,3,3
2342698,2020/11/6 23:25,1,55,10,12,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,4,4,8,,1,,2,2,2,2,2,2,5,1,0,0,0,0,0,0,0,1,0,0,0,,1,2,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,5,3
2395876,2020/11/7 18:16,1,58,10,14,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,1,,2,5,5,2,6,2,5,1,0,0,0,0,0,0,0,0,1,0,0,,2,1,,,,,0,0,0,0,0,1,,1,1,1,1,1,2,2,3
2469167,2020/11/7 18:09,1,62,11,11,3,3,3,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,1,2,,2,,1,3,2,1,3,2,4,0,1,0,0,0,1,0,0,0,0,0,0,,2,1,2,2,2,4,0,0,1,1,0,0,,1,1,1,1,2,2,3,3
2498528,2020/11/7 19:38,1,45,8,11,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,,4,4,4,,2,,2,1,2,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,0,0,0,1,,1,1,1,1,1,2,2,1
2769295,2020/11/7 15:07,1,49,8,11,3,3,4,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,,,,,,2,,6,,2,,2,2,2,2,6,3,4,0,1,1,0,0,0,0,0,0,0,0,0,,2,3,1,1,1,1,0,0,1,1,0,0,,2,2,2,2,2,4,4,2
2855095,2020/11/7 10:14,1,58,10,14,3,5,5,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,2,1,15,,1,,2,2,2,3,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,,3,3,2,3,2,3,0,0,0,0,0,1,,2,2,2,1,1,3,3,2
2894899,2020/11/7 17:31,2,52,9,14,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,0,,,1,4,,2,,2,6,2,2,3,2,5,1,0,0,0,0,0,0,0,1,1,0,0,,1,1,,,,,0,0,1,0,0,0,,2,2,2,2,2,3,3,3
3003578,2020/11/7 17:51,1,46,8,13,3,1,5,1,1,1,0,0,0,0,0,0,2,2,2,0,1,0,0,1,1,0,0,0,,4,4,19,,2,,2,2,2,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,3,3,2,3,0,1,0,1,0,0,,1,1,2,1,1,3,3,2
3007015,2020/11/7 20:51,1,58,10,12,3,5,5,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,,2,1,7,,1,,2,6,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,Yahoo!乗換案内,3,1,2,2,2,2,0,0,0,0,1,0,タクシーチケットや自家用車通勤の認可,1,2,3,3,3,3,5,3
3010840,2020/11/7 18:36,1,56,10,12,3,4,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,7,,2,6,6,2,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,1,0,0,1,0,0,,1,1,1,1,1,5,5,3
3025561,2020/11/6 23:00,1,56,10,13,3,3,3,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,1,18,,2,,2,6,3,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,3,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,4,3
3029468,2020/11/7 19:54,1,46,8,14,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,2,,5,,2,6,6,3,6,1,5,0,0,0,0,0,0,0,0,1,0,0,0,,3,1,,,,,0,0,0,0,0,1,,,,,,,4,5,3
3036760,2020/11/7 18:01,1,47,8,13,3,4,3,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,1,2,,1,,2,4,2,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,,,,,0,0,0,1,0,0,,1,3,1,1,3,2,2,3
3044328,2020/11/7 19:41,2,39,6,13,3,3,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,6,,2,,1,6,3,2,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Yahoo!乗換案内,1,3,1,2,1,4,1,1,1,0,0,0,,1,1,1,1,1,1,1,1
3046769,2020/11/6 22:14,2,38,6,14,3,3,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,4,,2,,2,5,4,3,6,2,4,0,0,0,0,0,0,0,0,0,1,0,0,,3,3,2,2,2,2,0,0,0,1,0,0,,3,1,1,1,2,4,4,1
3047448,2020/11/6 23:08,1,48,8,13,3,4,2,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,0,0,0,,,,2,,5,,2,6,4,3,4,3,5,0,0,0,0,0,1,0,0,0,0,0,0,,2,2,,,,,0,0,0,0,0,1,,3,3,3,3,3,3,3,3
3054245,2020/11/7 13:42,1,59,10,14,3,3,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,4,,2,,2,6,6,1,6,3,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,2,,,,,0,0,0,0,0,1,,,,,,,4,5,2
3054655,2020/11/6 21:58,1,48,8,13,3,3,2,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,6,,1,,1,2,1,1,6,3,4,1,1,1,0,0,1,0,0,1,0,0,0,,2,1,1,1,1,1,0,0,0,1,0,0,,2,2,2,2,2,3,2,2
3064724,2020/11/6 22:50,1,48,8,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,,2,1,11,,1,,2,6,2,2,2,2,5,1,0,0,0,0,0,0,0,1,0,0,0,,3,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,5,3
3079111,2020/11/7 4:58,1,64,11,14,3,5,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,4,,1,,2,5,5,2,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,1,0,0,,,,,,,2,2,1
3085078,2020/11/7 19:28,1,65,11,11,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,4,4,7,,3,,2,2,2,2,6,2,5,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,,,,,0,0,0,0,0,1,,3,1,3,3,3,2,5,3
3085996,2020/11/6 23:59,1,59,10,14,3,4,3,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,,,1,4,,2,,2,6,6,3,6,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,1,3,2,1,3,3,1,0,0,0,0,0,,1,1,3,1,1,2,4,3
3089648,2020/11/7 7:25,1,59,10,13,3,4,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,4,4,3,,1,,2,2,2,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,3,,,,,0,0,0,0,0,1,,3,3,3,3,3,5,5,3
3093555,2020/11/7 17:17,1,54,9,12,3,3,1,1,1,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,2,,1,,3,5,5,2,5,2,4,1,0,0,0,0,1,0,0,0,0,0,0,,3,3,3,3,4,4,0,0,1,0,0,0,,,,,,,3,3,2
3094284,2020/11/7 17:14,2,38,6,13,3,3,2,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,,,,8,,2,,2,6,3,1,3,2,5,1,1,1,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,1,0,0,0,,1,3,3,1,3,2,3,3
3106192,2020/11/7 4:00,1,59,10,14,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,4,,9,,2,6,2,2,6,3,5,0,0,0,0,0,0,0,0,0,0,1,0,yahoo乗り換え案内,2,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,4,3,2
3109576,2020/11/7 18:05,1,41,7,14,3,4,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,2,,5,,2,6,3,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,1,,4,3,,,,,1,1,1,1,0,0,,1,1,1,1,1,5,5,3
3118841,2020/11/7 13:42,1,57,10,13,3,5,5,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,2,1,13,,10,,1,1,1,2,2,3,5,0,0,0,0,0,0,0,0,0,1,0,0,,4,1,,,,,0,0,0,1,0,0,,1,2,1,1,2,4,4,1
3130497,2020/11/7 17:59,1,45,8,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,4,4,6,,3,,2,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,,3,2,1,1,1,1,0,1,0,0,0,0,,1,1,1,1,1,1,2,1
3137557,2020/11/7 1:15,1,60,11,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,2,0,0,1,1,1,1,0,0,0,,,,2,,9,,2,2,2,3,2,3,5,1,1,0,0,0,1,0,0,0,0,0,0,,1,3,,,,,0,0,1,1,0,0,,1,3,1,1,1,2,2,1
3139851,2020/11/7 19:14,1,53,9,12,3,4,4,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,1,,4,,7,,2,3,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,1,0,0,0,0,0,,3,1,1,1,1,1,1,1
3147550,2020/11/7 8:31,1,57,10,14,3,3,1,1,1,0,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,4,,2,,2,6,6,2,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,,1,3,1,1,2,3,0,0,0,0,0,1,,,,,,,3,3,3
3149623,2020/11/7 17:25,1,50,9,12,3,4,3,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,1,20,会計,9,,2,2,2,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,3,1,3,5,0,1,0,1,0,0,,1,1,1,1,1,2,2,3
3150852,2020/11/6 23:30,1,43,7,11,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,20,IT,5,,2,6,6,1,6,1,5,1,0,0,0,0,0,0,0,0,1,0,0,,3,2,,,,,0,0,0,1,0,0,,,,,,,2,2,1
3169336,2020/11/6 22:03,1,34,5,14,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,,2,1,13,,2,,2,3,2,2,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,,1,2,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,3,2
3195791,2020/11/7 7:44,1,62,11,13,3,3,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,2,1,4,,2,,1,1,1,1,3,2,4,0,1,0,0,0,0,0,0,1,0,0,0,,3,3,2,2,2,3,0,0,0,0,0,1,,1,3,3,3,3,3,3,3
3202422,2020/11/6 22:59,1,52,9,12,3,3,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,4,,1,,1,6,6,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,0,0,0,1,,,,,,,5,3,3
3230286,2020/11/7 17:47,1,55,10,13,3,3,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,4,,2,,1,4,4,3,6,2,5,0,0,0,0,0,1,0,0,0,1,0,0,,2,1,,,,,1,0,0,0,0,0,,,,,,,2,3,3
3237291,2020/11/6 22:23,1,56,10,13,3,5,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,2,,4,,2,6,6,1,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,3,5,5,5,5,0,0,0,0,0,1,,,,,,,1,1,1
3243900,2020/11/7 15:20,2,52,9,13,3,3,3,1,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,,,1,8,,2,,2,3,3,2,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,,1,3,1,1,1,1,0,0,0,0,0,1,,1,3,1,1,2,2,2,1
3249560,2020/11/7 20:53,1,58,10,13,3,3,5,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,,1,1,20,コンサルティング,1,,2,4,2,1,6,1,4,1,0,0,0,0,0,0,0,0,0,1,0,Yahoo!乗換案内,2,3,1,4,4,4,1,0,0,0,0,0,,2,2,2,2,2,3,4,2
3251389,2020/11/7 20:41,1,47,8,14,3,3,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,4,,2,,1,6,6,2,6,2,4,0,0,0,0,0,0,0,0,0,0,1,0,yahoo路線,1,3,2,2,4,4,0,0,0,1,0,0,,1,1,1,1,1,2,1,1
3266289,2020/11/6 22:58,1,38,6,11,3,3,2,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,7,,2,,2,3,3,1,3,1,4,0,0,0,0,0,1,0,0,0,1,0,0,,4,3,2,2,2,1,1,1,1,1,0,0,,1,1,1,2,1,2,3,1
3268205,2020/11/7 8:35,1,40,7,14,3,5,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,20,IT,3,,2,3,4,2,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,3,3,0,0,0,1,0,0,,2,2,2,2,2,5,5,3
3273110,2020/11/7 13:22,1,62,11,13,3,5,5,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,0,0,0,,1,1,9,,2,,2,2,2,2,3,1,2,1,1,0,0,1,0,1,0,0,0,0,0,,1,3,3,4,4,4,0,0,1,1,0,0,,1,1,1,2,2,1,3,1
3277610,2020/11/7 1:04,1,52,9,14,3,4,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,2,,5,,2,6,3,2,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,1,1,1,1,0,0,0,0,0,1,,1,1,1,1,1,1,4,2
3283051,2020/11/7 20:28,1,47,8,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,1,1,0,0,,4,4,14,,10,,2,2,2,3,3,2,4,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,2,3,3,4,0,0,0,0,0,1,,1,1,2,1,1,2,5,1
3297232,2020/11/7 6:59,1,50,9,12,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,,4,4,11,,2,,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,,2,2,2,2,3,2,0,1,0,0,0,0,,1,1,2,2,1,2,2,1
3301222,2020/11/6 22:11,1,59,10,13,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,9,,2,,1,3,2,2,2,2,5,1,0,0,0,0,1,0,0,0,0,0,0,,2,3,,,,,1,1,0,0,0,0,,1,1,3,1,2,2,2,1
3314060,2020/11/7 18:55,1,64,11,12,3,3,5,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,2,1,4,,2,,2,2,2,2,6,2,4,0,0,0,0,0,1,0,0,1,0,0,0,,2,1,1,1,1,1,1,0,0,0,0,0,,1,1,1,1,1,3,2,3
3315389,2020/11/7 17:00,1,68,11,14,3,5,5,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,4,4,20,不動産建物サービス,3,,1,1,1,2,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,3,3
3318963,2020/11/7 14:47,1,54,9,14,3,4,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,,1,2,,5,,1,3,3,1,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,2,4,3,3,1,0,0,0,0,0,,2,2,2,2,2,4,2,2
3333005,2020/11/7 19:48,2,51,9,14,3,3,2,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,0,,,,20,会計事務所,10,,1,3,2,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,1,0,0,0,0,0,,1,2,2,2,1,3,3,2
3338970,2020/11/7 7:52,2,44,7,13,3,1,5,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,,4,4,14,,10,,2,4,2,2,2,2,5,0,1,0,0,0,1,0,0,0,0,0,0,,2,1,,,,,0,0,0,0,0,1,,1,3,1,1,3,1,2,1
3360422,2020/11/7 13:32,2,25,4,13,3,3,2,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,20,人材,2,,1,3,2,2,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,,3,1,,,,,0,0,0,0,0,1,,1,1,3,1,3,3,5,1
3373174,2020/11/7 18:12,1,58,10,13,3,1,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,20,公務,2,,2,4,3,2,6,2,5,1,0,0,0,0,0,1,0,1,0,0,0,,1,3,,,,,0,0,0,0,0,1,,2,2,2,2,2,2,3,2
3388572,2020/11/7 16:49,2,55,10,13,3,3,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,16,,2,,2,6,6,2,6,3,4,0,0,0,0,0,0,0,0,0,0,0,1,,1,3,,,,,0,0,0,0,0,1,,,,,,,4,3,2
3388722,2020/11/7 0:18,1,58,10,11,3,4,3,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,1,4,,6,,2,3,3,1,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,2,2,2,2,0,0,0,1,0,0,,1,3,2,1,1,1,1,1
3392412,2020/11/7 17:16,1,44,7,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,8,,1,,1,5,4,2,6,1,2,1,0,0,0,0,0,0,0,0,0,1,0,Yahoo乗換案内,2,3,1,5,2,4,0,0,0,1,0,0,,1,1,3,1,1,2,5,1
3399592,2020/11/7 13:17,2,41,7,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,1,0,0,,4,4,14,,2,,1,2,1,2,2,2,5,0,0,0,0,0,0,1,0,0,1,0,0,,3,1,,,,,0,0,0,0,0,1,,3,1,2,1,1,2,2,2
3410342,2020/11/7 18:40,1,45,8,13,3,3,3,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,1,20,人材サービス,2,,1,4,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,,2,3,2,2,2,2,0,1,1,0,0,0,,1,1,1,3,1,3,3,3
3417189,2020/11/6 22:54,1,58,10,14,3,3,3,1,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,0,0,0,,,2,2,,1,,2,3,3,3,3,3,4,1,0,0,1,0,0,0,0,0,0,0,0,,3,1,3,3,3,3,0,0,0,0,0,1,,2,2,2,2,2,4,4,2
3418786,2020/11/7 18:49,1,56,10,13,3,1,5,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,2,1,11,,1,,1,2,1,1,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,0,1,0,0,,1,1,2,1,1,2,3,1
3438165,2020/11/7 17:30,1,58,10,14,3,3,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,4,,1,,1,4,2,2,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,4,3,5,1,0,0,0,0,0,,1,1,2,1,2,5,2,1
3438328,2020/11/7 14:14,1,55,10,13,3,3,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,2,,5,,1,6,6,1,6,3,4,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,3,3,3,5,1,0,0,0,0,0,,,,,,,4,4,2
3445761,2020/11/7 12:44,1,58,10,12,3,3,5,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,4,4,7,,2,,2,2,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,0,0,0,0,1,,1,1,1,1,1,4,4,2
3457499,2020/11/7 17:12,1,60,11,11,3,4,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,2,,5,,1,6,4,3,6,2,5,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,,,0,0,0,0,0,1,,1,1,1,1,1,1,5,1
3470742,2020/11/7 0:32,1,51,9,13,3,3,4,1,1,0,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,0,1,,3,,13,,2,,1,4,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,3,3,0,0,0,0,0,1,,3,2,3,1,1,3,3,1
3475991,2020/11/7 18:52,1,65,11,11,3,4,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,2,1,4,,6,,2,6,2,2,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,,1,3,3,1,2,3,0,1,0,1,0,0,,1,1,1,1,1,2,2,1
3486976,2020/11/6 23:30,1,48,8,13,3,4,5,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,1,0,1,0,0,,4,4,3,,8,,1,1,1,2,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0,,2,1,1,2,3,2,0,0,1,0,0,0,,1,2,2,1,2,2,2,1
3488013,2020/11/7 17:23,1,58,10,14,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,1,1,8,,9,,2,3,2,1,6,2,4,0,1,0,0,0,0,0,0,1,0,0,0,,1,1,2,2,4,4,0,0,0,0,0,1,,1,1,1,1,1,2,2,1
3492426,2020/11/7 20:43,1,40,7,12,3,3,2,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,,,4,,1,,2,6,2,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,3,,,,,0,0,0,0,0,1,,1,2,1,1,1,1,1,1
3497669,2020/11/7 17:13,1,45,8,12,3,3,2,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,4,,2,,2,6,4,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,1,0,0,,1,1,1,1,1,2,2,1
3500880,2020/11/7 20:04,2,42,7,13,3,4,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,2,,5,,4,6,5,3,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,0,0,0,1,,1,3,3,3,3,5,5,3
3513853,2020/11/7 15:53,1,58,10,13,3,4,2,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,4,,5,,2,3,2,2,3,1,3,1,1,0,0,0,0,0,0,1,0,0,0,,2,2,2,3,3,3,0,0,1,0,0,0,,1,2,2,1,2,2,3,3
3516283,2020/11/7 0:05,1,51,9,11,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,2,,5,,2,6,6,2,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,2,3,1,1,1,4,0,0,1,1,0,0,,,,,,,2,2,1
3523210,2020/11/7 14:04,1,65,11,11,3,3,1,1,1,0,0,0,0,0,0,0,3,1,,,,,,,,,,,,,,5,,2,,2,6,6,2,6,2,5,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,,,,,1,0,0,0,0,0,,,,,,,2,2,1
