日付,種別,種類,区分,頭数(頭)
2024-05-09,牛,交雑種,上場頭数(生体),60.0
2024-05-09,牛,交雑種,上場頭数(搬入),128.0
2024-05-09,牛,乳牛,本日と畜,0.0
2024-05-09,牛,乳牛,上場頭数(生体),0.0
2024-05-09,牛,乳牛,上場頭数(搬入),22.5
2024-05-09,牛,計,本日と畜,398.0
2024-05-09,牛,計,上場頭数(生体),399.0
2024-05-09,牛,計,上場頭数(搬入),228.5
2024-05-09,馬,,本日と畜,0.0
2024-05-09,馬,,上場頭数(生体),0.0
2024-05-09,馬,,上場頭数(搬入),0.0
2024-05-09,豚,,本日と畜,936.0
2024-05-09,豚,,上場頭数(生体),1040.0
2024-05-09,豚,,上場頭数(搬入),0.0
2024-05-09,こ牛,,本日と畜,0.0
2024-05-09,こ牛,,上場頭数(生体),0.0
2024-05-09,こ牛,,上場頭数(搬入),0.0
2024-05-10,牛,和牛,本日と畜,328.0
2024-05-10,牛,和牛,上場頭数(生体),287.0
2024-05-10,牛,和牛,上場頭数(搬入),74.0
2024-05-10,牛,交雑種,本日と畜,70.0
2024-05-10,牛,交雑種,上場頭数(生体),112.0
2024-05-10,牛,交雑種,上場頭数(搬入),82.0
2024-05-10,牛,乳牛,本日と畜,0.0
2024-05-10,牛,乳牛,上場頭数(生体),0.0
2024-05-10,牛,乳牛,上場頭数(搬入),55.5
2024-05-10,牛,計,本日と畜,398.0
2024-05-10,牛,計,上場頭数(生体),399.0
2024-05-10,牛,計,上場頭数(搬入),211.5
2024-05-10,馬,,本日と畜,0.0
2024-05-10,馬,,上場頭数(生体),0.0
2024-05-10,馬,,上場頭数(搬入),0.0
2024-05-10,豚,,本日と畜,732.0
2024-05-10,豚,,上場頭数(生体),978.0
2024-05-10,豚,,上場頭数(搬入),26.0
2024-05-10,こ牛,,本日と畜,0.0
2024-05-10,こ牛,,上場頭数(生体),0.0
2024-05-10,こ牛,,上場頭数(搬入),0.0
2024-05-13,牛,和牛,本日と畜,282.0
2024-05-13,牛,和牛,上場頭数(生体),328.0
2024-05-13,牛,和牛,上場頭数(搬入),32.0
2024-05-13,牛,交雑種,本日と畜,118.0
2024-05-13,牛,交雑種,上場頭数(生体),70.0
2024-05-13,牛,交雑種,上場頭数(搬入),52.0
2024-05-13,牛,乳牛,本日と畜,0.0
2024-05-13,牛,乳牛,上場頭数(生体),0.0
2024-05-13,牛,乳牛,上場頭数(搬入),49.5
2024-05-13,牛,計,本日と畜,400.0
2024-05-13,牛,計,上場頭数(生体),398.0
2024-05-13,牛,計,上場頭数(搬入),133.5
2024-05-13,馬,,本日と畜,0.0
2024-05-13,馬,,上場頭数(生体),0.0
2024-05-13,馬,,上場頭数(搬入),0.0
2024-05-13,豚,,本日と畜,983.0
2024-05-13,豚,,上場頭数(生体),732.0
2024-05-13,豚,,上場頭数(搬入),11.0
2024-05-13,こ牛,,本日と畜,0.0
2024-05-13,こ牛,,上場頭数(生体),0.0
2024-05-13,こ牛,,上場頭数(搬入),2.0
2024-05-14,牛,和牛,本日と畜,344.0
2024-05-14,牛,和牛,上場頭数(生体),282.0
2024-05-14,牛,和牛,上場頭数(搬入),27.0
2024-05-14,牛,交雑種,本日と畜,55.0
2024-05-14,牛,交雑種,上場頭数(生体),118.0
2024-05-14,牛,交雑種,上場頭数(搬入),5.0
2024-05-14,牛,乳牛,本日と畜,0.0
2024-05-14,牛,乳牛,上場頭数(生体),0.0
2024-05-14,牛,乳牛,上場頭数(搬入),8.0
2024-05-14,牛,計,本日と畜,399.0
2024-05-14,牛,計,上場頭数(生体),400.0
2024-05-14,牛,計,上場頭数(搬入),40.0
2024-05-14,馬,,本日と畜,0.0
2024-05-14,馬,,上場頭数(生体),0.0
2024-05-14,馬,,上場頭数(搬入),0.0
2024-05-14,豚,,本日と畜,733.0
2024-05-14,豚,,上場頭数(生体),983.0
2024-05-14,豚,,上場頭数(搬入),0.0
2024-05-14,こ牛,,本日と畜,0.0
2024-05-14,こ牛,,上場頭数(生体),0.0
2024-05-14,こ牛,,上場頭数(搬入),1.0
2024-05-15,牛,和牛,本日と畜,309.0
2024-05-15,牛,和牛,上場頭数(生体),344.0
2024-05-15,牛,和牛,上場頭数(搬入),155.0
2024-05-15,牛,交雑種,本日と畜,77.0
2024-05-15,牛,交雑種,上場頭数(生体),55.0
2024-05-15,牛,交雑種,上場頭数(搬入),129.0
2024-05-15,牛,乳牛,本日と畜,0.0
2024-05-15,牛,乳牛,上場頭数(生体),0.0
2024-05-15,牛,乳牛,上場頭数(搬入),46.5
2024-05-15,牛,計,本日と畜,386.0
2024-05-15,牛,計,上場頭数(生体),399.0
2024-05-15,牛,計,上場頭数(搬入),330.5
2024-05-15,馬,,本日と畜,0.0
2024-05-15,馬,,上場頭数(生体),0.0
2024-05-15,馬,,上場頭数(搬入),0.0
2024-05-15,豚,,本日と畜,705.0
2024-05-15,豚,,上場頭数(生体),778.0
2024-05-15,豚,,上場頭数(搬入),0.0
2024-05-15,こ牛,,本日と畜,0.0
2024-05-15,こ牛,,上場頭数(生体),0.0
2024-05-15,こ牛,,上場頭数(搬入),0.0
2024-05-16,牛,和牛,本日と畜,345.0
2024-05-16,牛,和牛,上場頭数(生体),307.0
2024-05-16,牛,和牛,上場頭数(搬入),67.0
2024-05-16,牛,交雑種,本日と畜,47.0
2024-05-16,牛,交雑種,上場頭数(生体),77.0
2024-05-16,牛,交雑種,上場頭数(搬入),114.0
2024-05-16,牛,乳牛,本日と畜,0.0
2024-05-16,牛,乳牛,上場頭数(生体),0.0
2024-05-16,牛,乳牛,上場頭数(搬入),58.0
2024-05-16,牛,計,本日と畜,392.0
2024-05-16,牛,計,上場頭数(生体),384.0
2024-05-16,牛,計,上場頭数(搬入),239.0
2024-05-16,馬,,本日と畜,0.0
2024-05-16,馬,,上場頭数(生体),0.0
2024-05-16,馬,,上場頭数(搬入),0.0
2024-05-16,豚,,本日と畜,837.0
2024-05-16,豚,,上場頭数(生体),730.0
2024-05-16,豚,,上場頭数(搬入),1.0
2024-05-16,こ牛,,本日と畜,0.0
2024-05-16,こ牛,,上場頭数(生体),0.0
2024-05-16,こ牛,,上場頭数(搬入),3.0
2024-05-17,牛,和牛,本日と畜,300.0
2024-05-17,牛,和牛,上場頭数(生体),346.0
2024-05-17,牛,和牛,上場頭数(搬入),54.0
2024-05-17,牛,交雑種,本日と畜,92.0
2024-05-17,牛,交雑種,上場頭数(生体),47.0
2024-05-17,牛,交雑種,上場頭数(搬入),20.0
2024-05-17,牛,乳牛,本日と畜,0.0
2024-05-17,牛,乳牛,上場頭数(生体),0.0
2024-05-17,牛,乳牛,上場頭数(搬入),74.0
2024-05-17,牛,計,本日と畜,392.0
2024-05-17,牛,計,上場頭数(生体),393.0
2024-05-17,牛,計,上場頭数(搬入),148.0
2024-05-17,馬,,本日と畜,0.0
2024-05-17,馬,,上場頭数(生体),0.0
2024-05-17,馬,,上場頭数(搬入),0.0
2024-05-17,豚,,本日と畜,652.0
2024-05-17,豚,,上場頭数(生体),951.0
2024-05-17,豚,,上場頭数(搬入),14.0
2024-05-17,こ牛,,本日と畜,0.0
2024-05-17,こ牛,,上場頭数(生体),0.0
2024-05-17,こ牛,,上場頭数(搬入),0.0
2024-05-20,牛,和牛,本日と畜,307.0
2024-05-20,牛,和牛,上場頭数(生体),301.0
2024-05-20,牛,和牛,上場頭数(搬入),24.0
2024-05-20,牛,交雑種,本日と畜,86.0
2024-05-20,牛,交雑種,上場頭数(生体),92.0
2024-05-20,牛,交雑種,上場頭数(搬入),28.0
2024-05-20,牛,乳牛,本日と畜,0.0
2024-05-20,牛,乳牛,上場頭数(生体),0.0
2024-05-20,牛,乳牛,上場頭数(搬入),37.0
2024-05-20,牛,計,本日と畜,393.0
2024-05-20,牛,計,上場頭数(生体),393.0
2024-05-20,牛,計,上場頭数(搬入),89.0
2024-05-20,馬,,本日と畜,0.0
2024-05-20,馬,,上場頭数(生体),0.0
2024-05-20,馬,,上場頭数(搬入),0.0
2024-05-20,豚,,本日と畜,737.0
2024-05-20,豚,,上場頭数(生体),652.0
2024-05-20,豚,,上場頭数(搬入),11.0
2024-05-20,こ牛,,本日と畜,0.0
2024-05-20,こ牛,,上場頭数(生体),0.0
2024-05-20,こ牛,,上場頭数(搬入),0.0
2024-05-21,牛,和牛,本日と畜,239.0
2024-05-21,牛,和牛,上場頭数(生体),307.0
2024-05-21,牛,和牛,上場頭数(搬入),32.5
2024-05-21,牛,交雑種,本日と畜,71.0
2024-05-21,牛,交雑種,上場頭数(生体),86.0
2024-05-21,牛,交雑種,上場頭数(搬入),0.0
2024-05-21,牛,乳牛,本日と畜,0.0
2024-05-21,牛,乳牛,上場頭数(生体),0.0
2024-05-21,牛,乳牛,上場頭数(搬入),22.0
2024-05-21,牛,計,本日と畜,310.0
2024-05-21,牛,計,上場頭数(生体),393.0
2024-05-21,牛,計,上場頭数(搬入),54.5
2024-05-21,馬,,本日と畜,0.0
2024-05-21,馬,,上場頭数(生体),0.0
2024-05-21,馬,,上場頭数(搬入),0.0
2024-05-21,豚,,本日と畜,729.0
2024-05-21,豚,,上場頭数(生体),782.0
2024-05-21,豚,,上場頭数(搬入),0.0
2024-05-21,こ牛,,本日と畜,0.0
2024-05-21,こ牛,,上場頭数(生体),0.0
2024-05-21,こ牛,,上場頭数(搬入),1.0
2024-05-22,牛,和牛,本日と畜,231.0
2024-05-22,牛,和牛,上場頭数(生体),239.0
2024-05-22,牛,和牛,上場頭数(搬入),117.0
2024-05-22,牛,交雑種,本日と畜,135.0
2024-05-22,牛,交雑種,上場頭数(生体),71.0
2024-05-22,牛,交雑種,上場頭数(搬入),138.0
2024-05-22,牛,乳牛,本日と畜,0.0
2024-05-22,牛,乳牛,上場頭数(生体),0.0
2024-05-22,牛,乳牛,上場頭数(搬入),32.0
2024-05-22,牛,計,本日と畜,366.0
2024-05-22,牛,計,上場頭数(生体),310.0
2024-05-22,牛,計,上場頭数(搬入),287.0
2024-05-22,馬,,本日と畜,0.0
2024-05-22,馬,,上場頭数(生体),0.0
2024-05-22,馬,,上場頭数(搬入),0.0
2024-05-22,豚,,本日と畜,859.0
2024-05-22,豚,,上場頭数(生体),761.0
2024-05-22,豚,,上場頭数(搬入),0.0
2024-05-22,こ牛,,本日と畜,0.0
2024-05-22,こ牛,,上場頭数(生体),0.0
2024-05-22,こ牛,,上場頭数(搬入),0.0
2024-05-23,牛,和牛,本日と畜,267.0
2024-05-23,牛,和牛,上場頭数(生体),231.0
2024-05-23,牛,和牛,上場頭数(搬入),95.0
2024-05-23,牛,交雑種,本日と畜,43.0
2024-05-23,牛,交雑種,上場頭数(生体),134.0
2024-05-23,牛,交雑種,上場頭数(搬入),91.0
2024-05-23,牛,乳牛,本日と畜,0.0
2024-05-23,牛,乳牛,上場頭数(生体),0.0
2024-05-23,牛,乳牛,上場頭数(搬入),65.5
2024-05-23,牛,計,本日と畜,310.0
2024-05-23,牛,計,上場頭数(生体),365.0
2024-05-23,牛,計,上場頭数(搬入),251.5
2024-05-23,馬,,本日と畜,0.0
2024-05-23,馬,,上場頭数(生体),0.0
2024-05-23,馬,,上場頭数(搬入),0.0
2024-05-23,豚,,本日と畜,718.0
2024-05-23,豚,,上場頭数(生体),859.0
2024-05-23,豚,,上場頭数(搬入),0.0
2024-05-23,こ牛,,本日と畜,0.0
2024-05-23,こ牛,,上場頭数(生体),0.0
2024-05-23,こ牛,,上場頭数(搬入),1.0
2024-05-24,牛,和牛,本日と畜,219.0
2024-05-24,牛,和牛,上場頭数(生体),267.0
2024-05-24,牛,和牛,上場頭数(搬入),51.0
2024-05-24,牛,交雑種,本日と畜,57.0
2024-05-24,牛,交雑種,上場頭数(生体),43.0
2024-05-24,牛,交雑種,上場頭数(搬入),7.0
2024-05-24,牛,乳牛,本日と畜,0.0
2024-05-24,牛,乳牛,上場頭数(生体),0.0
2024-05-24,牛,乳牛,上場頭数(搬入),15.5
2024-05-24,牛,計,本日と畜,276.0
2024-05-24,牛,計,上場頭数(生体),310.0
2024-05-24,牛,計,上場頭数(搬入),73.5
2024-05-24,馬,,本日と畜,0.0
2024-05-24,馬,,上場頭数(生体),0.0
2024-05-24,馬,,上場頭数(搬入),0.0
2024-05-24,豚,,本日と畜,802.0
2024-05-24,豚,,上場頭数(生体),814.0
2024-05-24,豚,,上場頭数(搬入),6.0
2024-05-24,こ牛,,本日と畜,0.0
2024-05-24,こ牛,,上場頭数(生体),0.0
2024-05-24,こ牛,,上場頭数(搬入),0.0
2024-05-27,牛,和牛,本日と畜,211.0
2024-05-27,牛,和牛,上場頭数(生体),219.0
2024-05-27,牛,和牛,上場頭数(搬入),44.5
2024-05-27,牛,交雑種,本日と畜,76.0
2024-05-27,牛,交雑種,上場頭数(生体),57.0
2024-05-27,牛,交雑種,上場頭数(搬入),49.0
2024-05-27,牛,乳牛,本日と畜,0.0
2024-05-27,牛,乳牛,上場頭数(生体),0.0
2024-05-27,牛,乳牛,上場頭数(搬入),58.0
2024-05-27,牛,計,本日と畜,287.0
2024-05-27,牛,計,上場頭数(生体),276.0
2024-05-27,牛,計,上場頭数(搬入),151.5
2024-05-27,馬,,本日と畜,0.0
2024-05-27,馬,,上場頭数(生体),0.0
2024-05-27,馬,,上場頭数(搬入),0.0
2024-05-27,豚,,本日と畜,650.0
2024-05-27,豚,,上場頭数(生体),801.0
2024-05-27,豚,,上場頭数(搬入),10.0
2024-05-27,こ牛,,本日と畜,0.0
2024-05-27,こ牛,,上場頭数(生体),0.0
2024-05-27,こ牛,,上場頭数(搬入),0.0
2024-05-28,牛,和牛,本日と畜,202.0
2024-05-28,牛,和牛,上場頭数(生体),211.0
2024-05-28,牛,和牛,上場頭数(搬入),46.0
2024-05-28,牛,交雑種,本日と畜,68.0
2024-05-28,牛,交雑種,上場頭数(生体),76.0
2024-05-28,牛,交雑種,上場頭数(搬入),1.0
2024-05-28,牛,乳牛,本日と畜,0.0
2024-05-28,牛,乳牛,上場頭数(生体),0.0
2024-05-28,牛,乳牛,上場頭数(搬入),18.0
2024-05-28,牛,計,本日と畜,270.0
2024-05-28,牛,計,上場頭数(生体),287.0
2024-05-28,牛,計,上場頭数(搬入),65.0
2024-05-28,馬,,本日と畜,0.0
2024-05-28,馬,,上場頭数(生体),0.0
2024-05-28,馬,,上場頭数(搬入),0.0
2024-05-28,豚,,本日と畜,749.0
2024-05-28,豚,,上場頭数(生体),755.0
2024-05-28,豚,,上場頭数(搬入),0.0
2024-05-28,こ牛,,本日と畜,0.0
2024-05-28,こ牛,,上場頭数(生体),0.0
2024-05-28,こ牛,,上場頭数(搬入),0.0
2024-05-29,牛,和牛,本日と畜,201.0
2024-05-29,牛,和牛,上場頭数(生体),201.0
2024-05-29,牛,和牛,上場頭数(搬入),93.0
2024-05-29,牛,交雑種,本日と畜,65.0
2024-05-29,牛,交雑種,上場頭数(生体),68.0
2024-05-29,牛,交雑種,上場頭数(搬入),104.0
2024-05-29,牛,乳牛,本日と畜,0.0
2024-05-29,牛,乳牛,上場頭数(生体),0.0
2024-05-29,牛,乳牛,上場頭数(搬入),53.0
2024-05-29,牛,計,本日と畜,266.0
2024-05-29,牛,計,上場頭数(生体),269.0
2024-05-29,牛,計,上場頭数(搬入),250.0
2024-05-29,馬,,本日と畜,0.0
2024-05-29,馬,,上場頭数(生体),0.0
2024-05-29,馬,,上場頭数(搬入),0.0
2024-05-29,豚,,本日と畜,842.0
2024-05-29,豚,,上場頭数(生体),782.0
2024-05-29,豚,,上場頭数(搬入),0.0
2024-05-29,こ牛,,本日と畜,0.0
2024-05-29,こ牛,,上場頭数(生体),0.0
2024-05-29,こ牛,,上場頭数(搬入),0.0
2024-05-30,牛,和牛,本日と畜,176.0
2024-05-30,牛,和牛,上場頭数(生体),201.0
2024-05-30,牛,和牛,上場頭数(搬入),32.0
2024-05-30,牛,交雑種,本日と畜,32.0
2024-05-30,牛,交雑種,上場頭数(生体),65.0
2024-05-30,牛,交雑種,上場頭数(搬入),74.0
2024-05-30,牛,乳牛,本日と畜,0.0
2024-05-30,牛,乳牛,上場頭数(生体),0.0
2024-05-30,牛,乳牛,上場頭数(搬入),36.0
2024-05-30,牛,計,本日と畜,208.0
2024-05-30,牛,計,上場頭数(生体),266.0
2024-05-30,牛,計,上場頭数(搬入),142.0
2024-05-30,馬,,本日と畜,0.0
2024-05-30,馬,,上場頭数(生体),0.0
2024-05-30,馬,,上場頭数(搬入),0.0
2024-05-30,豚,,本日と畜,651.0
2024-05-30,豚,,上場頭数(生体),842.0
2024-05-30,豚,,上場頭数(搬入),0.0
2024-05-30,こ牛,,本日と畜,0.0
2024-05-30,こ牛,,上場頭数(生体),0.0
2024-05-30,こ牛,,上場頭数(搬入),0.0
2024-05-31,牛,和牛,本日と畜,305.0
2024-05-31,牛,和牛,上場頭数(生体),164.0
2024-05-31,牛,和牛,上場頭数(搬入),69.0
2024-05-31,牛,交雑種,本日と畜,86.0
2024-05-31,牛,交雑種,上場頭数(生体),32.0
2024-05-31,牛,交雑種,上場頭数(搬入),4.0
2024-05-31,牛,乳牛,本日と畜,0.0
2024-05-31,牛,乳牛,上場頭数(生体),0.0
2024-05-31,牛,乳牛,上場頭数(搬入),66.0
2024-05-31,牛,計,本日と畜,391.0
2024-05-31,牛,計,上場頭数(生体),196.0
2024-05-31,牛,計,上場頭数(搬入),139.0
2024-05-31,馬,,本日と畜,0.0
2024-05-31,馬,,上場頭数(生体),0.0
2024-05-31,馬,,上場頭数(搬入),0.0
2024-05-31,豚,,本日と畜,680.0
2024-05-31,豚,,上場頭数(生体),749.0
2024-05-31,豚,,上場頭数(搬入),9.0
2024-05-31,こ牛,,本日と畜,0.0
2024-05-31,こ牛,,上場頭数(生体),0.0
2024-05-31,こ牛,,上場頭数(搬入),0.0
2024-06-03,牛,和牛,本日と畜,313.0
2024-06-03,牛,和牛,上場頭数(生体),316.0
2024-06-03,牛,和牛,上場頭数(搬入),40.0
2024-06-03,牛,交雑種,本日と畜,81.0
2024-06-03,牛,交雑種,上場頭数(生体),86.0
2024-06-03,牛,交雑種,上場頭数(搬入),41.0
2024-06-03,牛,乳牛,本日と畜,0.0
2024-06-03,牛,乳牛,上場頭数(生体),0.0
2024-06-03,牛,乳牛,上場頭数(搬入),53.0
2024-06-03,牛,計,本日と畜,394.0
2024-06-03,牛,計,上場頭数(生体),402.0
2024-06-03,牛,計,上場頭数(搬入),134.0
2024-06-03,馬,,本日と畜,0.0
2024-06-03,馬,,上場頭数(生体),0.0
2024-06-03,馬,,上場頭数(搬入),0.0
2024-06-03,豚,,本日と畜,760.0
2024-06-03,豚,,上場頭数(生体),680.0
2024-06-03,豚,,上場頭数(搬入),11.0
2024-06-03,こ牛,,本日と畜,0.0
2024-06-03,こ牛,,上場頭数(生体),0.0
2024-06-03,こ牛,,上場頭数(搬入),0.0
2024-06-04,牛,和牛,本日と畜,312.0
2024-06-04,牛,和牛,上場頭数(生体),313.0
2024-06-04,牛,和牛,上場頭数(搬入),41.0
2024-06-04,牛,交雑種,本日と畜,87.0
2024-06-04,牛,交雑種,上場頭数(生体),81.0
2024-06-04,牛,交雑種,上場頭数(搬入),19.0
2024-06-04,牛,乳牛,本日と畜,0.0
2024-06-04,牛,乳牛,上場頭数(生体),0.0
2024-06-04,牛,乳牛,上場頭数(搬入),19.0
2024-06-04,牛,計,本日と畜,399.0
2024-06-04,牛,計,上場頭数(生体),394.0
2024-06-04,牛,計,上場頭数(搬入),79.0
2024-06-04,馬,,本日と畜,0.0
2024-06-04,馬,,上場頭数(生体),0.0
2024-06-04,馬,,上場頭数(搬入),0.0
2024-06-04,豚,,本日と畜,686.0
2024-06-04,豚,,上場頭数(生体),805.0
2024-06-04,豚,,上場頭数(搬入),0.0
2024-06-04,こ牛,,本日と畜,0.0
2024-06-04,こ牛,,上場頭数(生体),0.0
2024-06-04,こ牛,,上場頭数(搬入),0.0
2024-06-05,牛,和牛,本日と畜,304.0
2024-06-05,牛,和牛,上場頭数(生体),309.0
2024-06-05,牛,和牛,上場頭数(搬入),120.0
2024-06-05,牛,交雑種,本日と畜,96.0
2024-06-05,牛,交雑種,上場頭数(生体),87.0
2024-06-05,牛,交雑種,上場頭数(搬入),127.0
2024-06-05,牛,乳牛,本日と畜,0.0
2024-06-05,牛,乳牛,上場頭数(生体),0.0
2024-06-05,牛,乳牛,上場頭数(搬入),50.0
2024-06-05,牛,計,本日と畜,400.0
2024-06-05,牛,計,上場頭数(生体),396.0
2024-06-05,牛,計,上場頭数(搬入),297.0
2024-06-05,馬,,本日と畜,0.0
2024-06-05,馬,,上場頭数(生体),0.0
2024-06-05,馬,,上場頭数(搬入),0.0
2024-06-05,豚,,本日と畜,666.0
2024-06-05,豚,,上場頭数(生体),716.0
2024-06-05,豚,,上場頭数(搬入),3.0
2024-06-05,こ牛,,本日と畜,0.0
2024-06-05,こ牛,,上場頭数(生体),0.0
2024-06-05,こ牛,,上場頭数(搬入),0.0
2024-06-06,牛,和牛,本日と畜,351.0
2024-06-06,牛,和牛,上場頭数(生体),306.0
2024-06-06,牛,和牛,上場頭数(搬入),60.5
2024-06-06,牛,交雑種,本日と畜,43.0
2024-06-06,牛,交雑種,上場頭数(生体),96.0
2024-06-06,牛,交雑種,上場頭数(搬入),77.0
2024-06-06,牛,乳牛,本日と畜,0.0
2024-06-06,牛,乳牛,上場頭数(生体),0.0
2024-06-06,牛,乳牛,上場頭数(搬入),44.5
2024-06-06,牛,計,本日と畜,394.0
2024-06-06,牛,計,上場頭数(生体),402.0
2024-06-06,牛,計,上場頭数(搬入),182.0
2024-06-06,馬,,本日と畜,0.0
2024-06-06,馬,,上場頭数(生体),0.0
2024-06-06,馬,,上場頭数(搬入),0.0
2024-06-06,豚,,本日と畜,711.0
2024-06-06,豚,,上場頭数(生体),711.0
2024-06-06,豚,,上場頭数(搬入),1.0
2024-06-06,こ牛,,本日と畜,0.0
2024-06-06,こ牛,,上場頭数(生体),0.0
2024-06-06,こ牛,,上場頭数(搬入),1.0
2024-06-07,牛,和牛,本日と畜,305.0
2024-06-07,牛,和牛,上場頭数(生体),351.0
2024-06-07,牛,和牛,上場頭数(搬入),55.5
2024-06-07,牛,交雑種,本日と畜,86.0
2024-06-07,牛,交雑種,上場頭数(生体),43.0
2024-06-07,牛,交雑種,上場頭数(搬入),17.0
2024-06-07,牛,乳牛,本日と畜,0.0
2024-06-07,牛,乳牛,上場頭数(生体),0.0
2024-06-07,牛,乳牛,上場頭数(搬入),50.0
2024-06-07,牛,計,本日と畜,391.0
2024-06-07,牛,計,上場頭数(生体),394.0
2024-06-07,牛,計,上場頭数(搬入),122.5
2024-06-07,馬,,本日と畜,0.0
2024-06-07,馬,,上場頭数(生体),0.0
2024-06-07,馬,,上場頭数(搬入),0.0
2024-06-07,豚,,本日と畜,570.0
2024-06-07,豚,,上場頭数(生体),798.0
2024-06-07,豚,,上場頭数(搬入),11.0
2024-06-07,こ牛,,本日と畜,0.0
2024-06-07,こ牛,,上場頭数(生体),0.0
2024-06-07,こ牛,,上場頭数(搬入),1.0
2024-06-10,牛,和牛,本日と畜,277.0
2024-06-10,牛,和牛,上場頭数(生体),303.0
2024-06-10,牛,和牛,上場頭数(搬入),43.0
2024-06-10,牛,交雑種,本日と畜,115.0
2024-06-10,牛,交雑種,上場頭数(生体),86.0
2024-06-10,牛,交雑種,上場頭数(搬入),44.0
2024-06-10,牛,乳牛,本日と畜,0.0
2024-06-10,牛,乳牛,上場頭数(生体),0.0
2024-06-10,牛,乳牛,上場頭数(搬入),29.5
2024-06-10,牛,計,本日と畜,392.0
2024-06-10,牛,計,上場頭数(生体),389.0
2024-06-10,牛,計,上場頭数(搬入),116.5
2024-06-10,馬,,本日と畜,0.0
2024-06-10,馬,,上場頭数(生体),0.0
2024-06-10,馬,,上場頭数(搬入),0.0
2024-06-10,豚,,本日と畜,704.0
2024-06-10,豚,,上場頭数(生体),570.0
2024-06-10,豚,,上場頭数(搬入),19.0
2024-06-10,こ牛,,本日と畜,0.0
2024-06-10,こ牛,,上場頭数(生体),0.0
2024-06-10,こ牛,,上場頭数(搬入),0.0
2024-06-11,牛,和牛,本日と畜,336.0
2024-06-11,牛,和牛,上場頭数(生体),277.0
2024-06-11,牛,和牛,上場頭数(搬入),17.0
2024-06-11,牛,交雑種,本日と畜,40.0
2024-06-11,牛,交雑種,上場頭数(生体),115.0
2024-06-11,牛,交雑種,上場頭数(搬入),1.0
2024-06-11,牛,乳牛,本日と畜,0.0
2024-06-11,牛,乳牛,上場頭数(生体),0.0
2024-06-11,牛,乳牛,上場頭数(搬入),18.0
2024-06-11,牛,計,本日と畜,376.0
2024-06-11,牛,計,上場頭数(生体),392.0
2024-06-11,牛,計,上場頭数(搬入),36.0
2024-06-11,馬,,本日と畜,0.0
2024-06-11,馬,,上場頭数(生体),0.0
2024-06-11,馬,,上場頭数(搬入),0.0
2024-06-11,豚,,本日と畜,674.0
2024-06-11,豚,,上場頭数(生体),749.0
2024-06-11,豚,,上場頭数(搬入),0.0
2024-06-11,こ牛,,本日と畜,0.0
2024-06-11,こ牛,,上場頭数(生体),0.0
2024-06-11,こ牛,,上場頭数(搬入),0.0
2024-06-12,牛,和牛,本日と畜,306.0
2024-06-12,牛,和牛,上場頭数(生体),336.0
2024-06-12,牛,和牛,上場頭数(搬入),110.0
2024-06-12,牛,交雑種,本日と畜,84.0
2024-06-12,牛,交雑種,上場頭数(生体),40.0
2024-06-12,牛,交雑種,上場頭数(搬入),113.0
2024-06-12,牛,乳牛,本日と畜,0.0
2024-06-12,牛,乳牛,上場頭数(生体),0.0
2024-06-12,牛,乳牛,上場頭数(搬入),44.5
2024-06-12,牛,計,本日と畜,390.0
2024-06-12,牛,計,上場頭数(生体),376.0
2024-06-12,牛,計,上場頭数(搬入),267.5
2024-06-12,馬,,本日と畜,0.0
2024-06-12,馬,,上場頭数(生体),0.0
2024-06-12,馬,,上場頭数(搬入),0.0
2024-06-12,豚,,本日と畜,599.0
2024-06-12,豚,,上場頭数(生体),674.0
2024-06-12,豚,,上場頭数(搬入),0.0
2024-06-12,こ牛,,本日と畜,0.0
2024-06-12,こ牛,,上場頭数(生体),0.0
2024-06-12,こ牛,,上場頭数(搬入),0.0
2024-06-13,牛,和牛,本日と畜,315.0
2024-06-13,牛,和牛,上場頭数(生体),307.0
2024-06-13,牛,和牛,上場頭数(搬入),82.5
2024-06-13,牛,交雑種,本日と畜,79.0
2024-06-13,牛,交雑種,上場頭数(生体),85.0
2024-06-13,牛,交雑種,上場頭数(搬入),83.0
2024-06-13,牛,乳牛,本日と畜,0.0
2024-06-13,牛,乳牛,上場頭数(生体),0.0
2024-06-13,牛,乳牛,上場頭数(搬入),44.5
2024-06-13,牛,計,本日と畜,394.0
2024-06-13,牛,計,上場頭数(生体),392.0
2024-06-13,牛,計,上場頭数(搬入),210.0
2024-06-13,馬,,本日と畜,0.0
2024-06-13,馬,,上場頭数(生体),0.0
2024-06-13,馬,,上場頭数(搬入),0.0
2024-06-13,豚,,本日と畜,813.0
2024-06-13,豚,,上場頭数(生体),599.0
2024-06-13,豚,,上場頭数(搬入),5.0
2024-06-13,こ牛,,本日と畜,0.0
2024-06-13,こ牛,,上場頭数(生体),0.0
2024-06-13,こ牛,,上場頭数(搬入),1.0
2024-06-14,牛,和牛,本日と畜,292.0
2024-06-14,牛,和牛,上場頭数(生体),315.0
2024-06-14,牛,和牛,上場頭数(搬入),42.0
2024-06-14,牛,交雑種,本日と畜,104.0
2024-06-14,牛,交雑種,上場頭数(生体),79.0
2024-06-14,牛,交雑種,上場頭数(搬入),5.0
2024-06-14,牛,乳牛,本日と畜,0.0
2024-06-14,牛,乳牛,上場頭数(生体),0.0
2024-06-14,牛,乳牛,上場頭数(搬入),46.5
