分類,市場,水産市場ID,日付,種別,品名,販売方法,産地,銘柄,高値(円),中値(円),安値(円)
水産,豊洲,Sui_K1,2024-06-29,塩干加工,その他（塩干加工）,相対,,,,,
水産,足立,Sui_K2,2024-06-29,大物,まぐろ（生鮮）,せり・入札,各地,,2484,,2268
水産,足立,Sui_K2,2024-06-29,大物,まぐろ（生鮮）,せり・入札,海外,,,,
水産,足立,Sui_K2,2024-06-29,大物,まぐろ（生鮮）,相対,各地,,3726,,
水産,足立,Sui_K2,2024-06-29,大物,まぐろ（生鮮）,相対,海外,,,,
水産,足立,Sui_K2,2024-06-29,大物,いんど（生鮮）,せり・入札,海外,,,4860,
水産,足立,Sui_K2,2024-06-29,大物,いんど（生鮮）,相対,海外,,,864,
水産,足立,Sui_K2,2024-06-29,大物,その他（大物生）,相対,,,,,
水産,足立,Sui_K2,2024-06-29,大物,その他（大物冷）,相対,,,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,めじ,相対,各地,,1188,,1134
水産,足立,Sui_K2,2024-06-29,鮮魚,めじ,第三者販売,各地,,,1188,
水産,足立,Sui_K2,2024-06-29,鮮魚,きんめだい,相対,各地,,3456,,2160
水産,足立,Sui_K2,2024-06-29,鮮魚,きんめだい,第三者販売,各地,,3024,,
水産,足立,Sui_K2,2024-06-29,鮮魚,ぶり・わらさ,相対,各地,ブリ,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,ぶり・わらさ,相対,各地,ワラサ,378,,324
水産,足立,Sui_K2,2024-06-29,鮮魚,ぶり・わらさ,第三者販売,各地,ブリ,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,ぶり・わらさ,第三者販売,各地,ワラサ,,356,
水産,足立,Sui_K2,2024-06-29,鮮魚,はまち,相対,各地,,1976,1512,1026
水産,足立,Sui_K2,2024-06-29,鮮魚,はまち,相対,各地,活〆,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,はまち,第三者販売,各地,,1944,1512,1080
水産,足立,Sui_K2,2024-06-29,鮮魚,はまち,第三者販売,各地,活〆,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,かれい,相対,各地,マコガレイ,1274,,864
水産,足立,Sui_K2,2024-06-29,鮮魚,かれい,相対,各地,アカガレイ,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,あじ,相対,各地,中,2376,,756
水産,足立,Sui_K2,2024-06-29,鮮魚,あじ,第三者販売,各地,中,1188,,972
水産,足立,Sui_K2,2024-06-29,鮮魚,さば,相対,各地,,1404,540,302
水産,足立,Sui_K2,2024-06-29,鮮魚,さば,第三者販売,各地,,1512,,475
水産,足立,Sui_K2,2024-06-29,鮮魚,かつお,相対,各地,,1296,918,162
水産,足立,Sui_K2,2024-06-29,鮮魚,かつお,第三者販売,各地,,1296,,810
水産,足立,Sui_K2,2024-06-29,鮮魚,いわし,相対,各地,,1404,,864
水産,足立,Sui_K2,2024-06-29,鮮魚,いわし,第三者販売,各地,,,810,
水産,足立,Sui_K2,2024-06-29,鮮魚,するめいか,相対,各地,,1512,,972
水産,足立,Sui_K2,2024-06-29,鮮魚,するめいか,第三者販売,各地,,,1058,
水産,足立,Sui_K2,2024-06-29,鮮魚,さわら・さごち,相対,各地海外込,サワラ,,1512,
水産,足立,Sui_K2,2024-06-29,鮮魚,さわら・さごち,第三者販売,各地海外込,サワラ,,1944,
水産,足立,Sui_K2,2024-06-29,鮮魚,いさき,相対,各地,,3240,1620,1296
水産,足立,Sui_K2,2024-06-29,鮮魚,いさき,第三者販売,各地,,1836,1188,
水産,足立,Sui_K2,2024-06-29,鮮魚,あんこう,相対,各地海外込,,,486,
水産,足立,Sui_K2,2024-06-29,鮮魚,あんこう,相対,各地海外込,きも,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,あんこう,第三者販売,各地海外込,,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,あんこう,第三者販売,各地海外込,きも,,3456,
水産,足立,Sui_K2,2024-06-29,鮮魚,かき,相対,各地,,1620,810,540
水産,足立,Sui_K2,2024-06-29,鮮魚,かき,相対,各地,パック,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,かき,第三者販売,各地,,1620,,1440
水産,足立,Sui_K2,2024-06-29,鮮魚,かき,第三者販売,各地,パック,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,うに,相対,各地,,7020,,1620
水産,足立,Sui_K2,2024-06-29,鮮魚,うに,相対,海外,大小込,6480,4536,1080
水産,足立,Sui_K2,2024-06-29,鮮魚,その他（鮮魚）,相対,,,,,
水産,足立,Sui_K2,2024-06-29,鮮魚,その他（鮮魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-06-29,活魚,活またい,相対,各地,養殖,1598,1404,648
水産,足立,Sui_K2,2024-06-29,活魚,活またい,第三者販売,各地,養殖,1566,1350,1058
水産,足立,Sui_K2,2024-06-29,活魚,活ひらめ,相対,各地,養殖,3240,3078,2484
水産,足立,Sui_K2,2024-06-29,活魚,活ひらめ,第三者販売,各地,養殖,3132,,3046
水産,足立,Sui_K2,2024-06-29,活魚,その他（活魚）,相対,,,,,
水産,足立,Sui_K2,2024-06-29,活魚,その他（活魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-06-29,冷凍,冷さば,相対,海外,,1023,,702
水産,足立,Sui_K2,2024-06-29,冷凍,冷さば,第三者販売,海外,,,432,
水産,足立,Sui_K2,2024-06-29,冷凍,冷するめ,相対,各地,,2660,1606,
水産,足立,Sui_K2,2024-06-29,冷凍,冷ぎんだら,相対,海外,,1566,1544,1026
水産,足立,Sui_K2,2024-06-29,冷凍,冷ぎんだら,第三者販売,海外,,1838,,1134
水産,足立,Sui_K2,2024-06-29,冷凍,冷さけ,相対,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-06-29,冷凍,冷さけ,相対,各地海外込,ギンサケ,1296,1242,864
水産,足立,Sui_K2,2024-06-29,冷凍,冷さけ,第三者販売,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-06-29,冷凍,冷さけ,第三者販売,各地海外込,ギンサケ,,1080,
水産,足立,Sui_K2,2024-06-29,冷凍,冷えび,相対,海外,BT16-20,2610,,2088
水産,足立,Sui_K2,2024-06-29,冷凍,冷えび,第三者販売,海外,BT16-20,,2490,
水産,足立,Sui_K2,2024-06-29,冷凍,その他（冷凍）,相対,,,,,
水産,足立,Sui_K2,2024-06-29,冷凍,その他（冷凍）,第三者販売,,,,,
水産,足立,Sui_K2,2024-06-29,塩干加工,塩さけ,相対,各地海外込,ベニサケ,1728,,1674
水産,足立,Sui_K2,2024-06-29,塩干加工,塩さけ,相対,各地海外込,ギンサケ,1512,1458,1242
水産,足立,Sui_K2,2024-06-29,塩干加工,塩さけ,相対,北海道,トキサケ,,,
水産,足立,Sui_K2,2024-06-29,塩干加工,塩さけ,第三者販売,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-06-29,塩干加工,塩さけ,第三者販売,各地海外込,ギンサケ,,1620,
水産,足立,Sui_K2,2024-06-29,塩干加工,塩さけ,第三者販売,北海道,トキサケ,,,
水産,足立,Sui_K2,2024-06-29,塩干加工,しらす干,相対,各地,,2376,,1566
水産,足立,Sui_K2,2024-06-29,塩干加工,しらす干,第三者販売,各地,,,1944,
水産,足立,Sui_K2,2024-06-29,塩干加工,開干あじ,相対,各地,大～小,259,189,97
水産,足立,Sui_K2,2024-06-29,塩干加工,開干あじ,第三者販売,各地,大～小,,259,
水産,足立,Sui_K2,2024-06-29,塩干加工,蒲焼うなぎ,相対,各地,,10206,,2484
水産,足立,Sui_K2,2024-06-29,塩干加工,蒲焼うなぎ,第三者販売,各地,,8413,,2916
水産,足立,Sui_K2,2024-06-29,塩干加工,すけこ,第三者販売,各地,,,929,
水産,足立,Sui_K2,2024-06-29,塩干加工,かまぼこ,相対,各地,,724,,85
水産,足立,Sui_K2,2024-06-29,塩干加工,その他（塩干加工）,相対,,,,,
水産,足立,Sui_K2,2024-06-29,塩干加工,その他（塩干加工）,第三者販売,,,,,
水産,大田,Sui_K3,2024-06-29,大物,まぐろ（生鮮）,相対,各地,,,3637,
水産,大田,Sui_K3,2024-06-29,大物,まぐろ（生鮮）,相対,海外,,,,
水産,大田,Sui_K3,2024-06-29,大物,めばち（冷凍）,せり・入札,各地海外込,,1404,972,756
水産,大田,Sui_K3,2024-06-29,大物,その他（大物冷）,相対,,,,,
水産,大田,Sui_K3,2024-06-29,鮮魚,まだい,相対,各地,,2160,1511,1080
水産,大田,Sui_K3,2024-06-29,鮮魚,ぶり・わらさ,相対,各地,ブリ,,556,
水産,大田,Sui_K3,2024-06-29,鮮魚,はまち,相対,各地,,,1382,
水産,大田,Sui_K3,2024-06-29,鮮魚,はまち,相対,各地,活〆,,,
水産,大田,Sui_K3,2024-06-29,鮮魚,あじ,相対,各地,中,2160,1492,756
水産,大田,Sui_K3,2024-06-29,鮮魚,さば,相対,各地,,,1080,
水産,大田,Sui_K3,2024-06-29,鮮魚,かつお,相対,各地,,972,819,540
水産,大田,Sui_K3,2024-06-29,鮮魚,いわし,相対,各地,,1080,791,324
水産,大田,Sui_K3,2024-06-29,鮮魚,煮だこ,相対,各地,,,2700,
水産,大田,Sui_K3,2024-06-29,鮮魚,さわら・さごち,相対,各地海外込,サワラ,,2592,
水産,大田,Sui_K3,2024-06-29,鮮魚,いさき,相対,各地,,4428,4232,3294
水産,大田,Sui_K3,2024-06-29,鮮魚,あゆ,相対,各地,,,2776,
水産,大田,Sui_K3,2024-06-29,鮮魚,その他（鮮魚）,相対,,,,,
水産,大田,Sui_K3,2024-06-29,活魚,活またい,相対,各地,養殖,1512,1422,540
水産,大田,Sui_K3,2024-06-29,活魚,活またい,第三者販売,各地,養殖,1728,1376,1196
水産,大田,Sui_K3,2024-06-29,活魚,活ひらめ,相対,各地,養殖,3240,2387,540
水産,大田,Sui_K3,2024-06-29,活魚,活ひらめ,第三者販売,各地,養殖,3240,2574,864
水産,大田,Sui_K3,2024-06-29,活魚,その他（活魚）,相対,,,,,
水産,大田,Sui_K3,2024-06-29,活魚,その他（活魚）,第三者販売,,,,,
水産,大田,Sui_K3,2024-06-29,冷凍,冷えび,相対,海外,BT16-20,,4860,
水産,大田,Sui_K3,2024-06-29,冷凍,その他（冷凍）,相対,,,,,
水産,大田,Sui_K3,2024-06-29,塩干加工,塩さけ,相対,海外,ギンサケ,,1350,
水産,大田,Sui_K3,2024-06-29,塩干加工,しらす干,相対,各地,,,2052,
水産,大田,Sui_K3,2024-06-29,塩干加工,開干さば,相対,千葉,,,254,
水産,大田,Sui_K3,2024-06-29,塩干加工,開干あじ,相対,各地,大〜小,,173,
水産,大田,Sui_K3,2024-06-29,塩干加工,蒲焼うなぎ,相対,各地,,,3402,
水産,大田,Sui_K3,2024-06-29,塩干加工,その他（塩干加工）,相対,,,,,
水産,豊洲,Sui_K1,2024-07-01,大物,まぐろ（生鮮）,せり・入札,新潟,,,,
水産,豊洲,Sui_K1,2024-07-01,大物,まぐろ（生鮮）,せり・入札,各地,,32400,,3780
水産,豊洲,Sui_K1,2024-07-01,大物,まぐろ（生鮮）,せり・入札,海外,,,16200,
水産,豊洲,Sui_K1,2024-07-01,大物,まぐろ（冷凍）,せり・入札,各地海外込,,5400,3149,1944
水産,豊洲,Sui_K1,2024-07-01,大物,きわだ（生鮮）,せり・入札,東京,,,1080,
水産,豊洲,Sui_K1,2024-07-01,大物,きわだ（生鮮）,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,大物,きわだ（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-07-01,大物,きわだ（冷凍）,せり・入札,各地海外込,,1404,1026,756
水産,豊洲,Sui_K1,2024-07-01,大物,めばち（生鮮）,せり・入札,東京,,,,
水産,豊洲,Sui_K1,2024-07-01,大物,めばち（生鮮）,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,大物,めばち（生鮮）,せり・入札,海外,,,1620,
水産,豊洲,Sui_K1,2024-07-01,大物,めばち（冷凍）,せり・入札,各地海外込,,3024,1023,702
水産,豊洲,Sui_K1,2024-07-01,大物,いんど（生鮮）,せり・入札,海外,,6480,,2160
水産,豊洲,Sui_K1,2024-07-01,大物,いんど（冷凍）,せり・入札,各地海外込,,4320,1847,756
水産,豊洲,Sui_K1,2024-07-01,大物,まかじき（冷凍）,せり・入札,各地海外込,,,,
水産,豊洲,Sui_K1,2024-07-01,大物,めかじき（生鮮）,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,大物,めかじき（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-07-01,大物,めかじき（冷凍）,せり・入札,各地海外込,フィーレ,1998,1296,1080
水産,豊洲,Sui_K1,2024-07-01,大物,その他（大物冷）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,しばえび,せり・入札,各地,,6480,,6048
水産,豊洲,Sui_K1,2024-07-01,鮮魚,くるまえび,せり・入札,各地,天然,23760,,12960
水産,豊洲,Sui_K1,2024-07-01,鮮魚,くるまえび,せり・入札,各地,養殖,12960,,4860
水産,豊洲,Sui_K1,2024-07-01,鮮魚,くるまえび,せり・入札,海外,養殖,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,めじ,相対,各地,,2160,1188,1080
水産,豊洲,Sui_K1,2024-07-01,鮮魚,まだい,相対,各地,,2160,,432
水産,豊洲,Sui_K1,2024-07-01,鮮魚,きんめだい,相対,各地,,3240,2160,1620
水産,豊洲,Sui_K1,2024-07-01,鮮魚,あまだい,相対,各地海外込,,5400,,2160
水産,豊洲,Sui_K1,2024-07-01,鮮魚,ぶり・わらさ,相対,各地,ブリ,864,432,324
水産,豊洲,Sui_K1,2024-07-01,鮮魚,ぶり・わらさ,相対,各地,ワラサ,540,356,324
水産,豊洲,Sui_K1,2024-07-01,鮮魚,いなだ・わかし,相対,各地,イナダ,540,486,432
水産,豊洲,Sui_K1,2024-07-01,鮮魚,はまち,相対,愛媛・鹿児島,,1026,999,972
水産,豊洲,Sui_K1,2024-07-01,鮮魚,はまち,相対,各地,,1026,999,972
水産,豊洲,Sui_K1,2024-07-01,鮮魚,はまち,相対,各地,活〆,1296,1269,1242
水産,豊洲,Sui_K1,2024-07-01,鮮魚,ひらめ,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,ひらめ,相対,各地海外込,,1620,,864
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かれい,相対,各地,無頭,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かれい,相対,北海道,アカガレイ,,648,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かれい,相対,北海道,クロガレイ,648,594,540
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かれい,相対,各地,マカレイ,756,,432
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かれい,相対,各地,マコガレイ,1080,,648
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かれい,相対,各地,アサバ,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,あじ,相対,佐賀,中,972,864,756
水産,豊洲,Sui_K1,2024-07-01,鮮魚,あじ,相対,各地,中,1080,,648
水産,豊洲,Sui_K1,2024-07-01,鮮魚,あじ,相対,各地,中小,648,594,540
水産,豊洲,Sui_K1,2024-07-01,鮮魚,あじ,相対,各地,小・豆,324,270,216
水産,豊洲,Sui_K1,2024-07-01,鮮魚,さば,相対,各地,,648,378,324
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かつお,相対,岩手,,1080,756,540
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かつお,相対,各地,,1944,,378
水産,豊洲,Sui_K1,2024-07-01,鮮魚,いわし,相対,各地,,1620,432,324
水産,豊洲,Sui_K1,2024-07-01,鮮魚,にしん,相対,各地海外込,生,756,,378
水産,豊洲,Sui_K1,2024-07-01,鮮魚,にしん,相対,各地海外込,解凍,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,さんま,相対,各地,生,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,さんま,相対,各地,解凍,1620,,1080
水産,豊洲,Sui_K1,2024-07-01,鮮魚,するめいか,相対,各地,,2117,1728,756
水産,豊洲,Sui_K1,2024-07-01,鮮魚,やりいか,相対,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,煮だこ,相対,海外,,3024,,1944
水産,豊洲,Sui_K1,2024-07-01,鮮魚,たら類,相対,各地,生,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,たら類,相対,各地,ぶわ,,1512,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,たら類,相対,各地,フィーレ,1512,,972
水産,豊洲,Sui_K1,2024-07-01,鮮魚,さけます類,相対,北海道,シロサケ,5400,,4320
水産,豊洲,Sui_K1,2024-07-01,鮮魚,さけます類,相対,,アキサケ,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,さけます類,相対,宮城,ギンＦ,1620,,1404
水産,豊洲,Sui_K1,2024-07-01,鮮魚,さけます類,相対,各地,マス,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かます,相対,各地,,2160,,324
水産,豊洲,Sui_K1,2024-07-01,鮮魚,めばる,相対,各地,,1944,,1620
水産,豊洲,Sui_K1,2024-07-01,鮮魚,さわら・さごち,相対,各地海外込,サワラ,2160,,1728
水産,豊洲,Sui_K1,2024-07-01,鮮魚,さわら・さごち,相対,各地海外込,サゴチ,1080,,864
水産,豊洲,Sui_K1,2024-07-01,鮮魚,きんき,相対,各地,,11880,,1836
水産,豊洲,Sui_K1,2024-07-01,鮮魚,めぬけ,相対,各地,,4320,,3780
水産,豊洲,Sui_K1,2024-07-01,鮮魚,すずき,相対,各地,,2160,,324
水産,豊洲,Sui_K1,2024-07-01,鮮魚,きす,相対,各地,,3780,,1620
水産,豊洲,Sui_K1,2024-07-01,鮮魚,いさき,相対,各地,,2160,,324
水産,豊洲,Sui_K1,2024-07-01,鮮魚,たかべ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,こはだ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,まながつお,せり・入札,各地,,,5400,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,まながつお,相対,各地海外込,,5940,,3240
水産,豊洲,Sui_K1,2024-07-01,鮮魚,とびうお,相対,各地,,108,,86
水産,豊洲,Sui_K1,2024-07-01,鮮魚,たちうお,相対,各地海外込,,3780,,1080
水産,豊洲,Sui_K1,2024-07-01,鮮魚,あんこう,相対,各地海外込,まる,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,あんこう,相対,各地海外込,きも,2160,,1620
水産,豊洲,Sui_K1,2024-07-01,鮮魚,あゆ,相対,各地,養殖,2484,,1836
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かき,相対,各地,むき,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かき,相対,海外,むき,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かき,相対,岩手・宮城,むき,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,かき,相対,各地,パック,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,ほたて,相対,各地,煮,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,あかがい,相対,海外,,1620,,648
水産,豊洲,Sui_K1,2024-07-01,鮮魚,うに,せり・入札,各地,白,162000,,1620
水産,豊洲,Sui_K1,2024-07-01,鮮魚,うに,せり・入札,各地,赤,27000,,2700
水産,豊洲,Sui_K1,2024-07-01,鮮魚,うに,せり・入札,各地,中小箱込,4644,,4320
水産,豊洲,Sui_K1,2024-07-01,鮮魚,うに,せり・入札,海外,大小込,24840,,1080
水産,豊洲,Sui_K1,2024-07-01,鮮魚,うに,相対,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,うに,相対,各地,小箱,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,うに,相対,海外,小箱,2592,,1728
水産,豊洲,Sui_K1,2024-07-01,鮮魚,けがに,相対,各地,活,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,その他（鮮魚）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-07-01,鮮魚,その他（鮮魚）,相対,,,,,
水産,豊洲,Sui_K1,2024-07-01,活魚,活またい,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-07-01,活魚,活またい,せり・入札,各地,養殖,,,
水産,豊洲,Sui_K1,2024-07-01,活魚,活またい,相対,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,活魚,活またい,相対,各地,養殖,2160,,324
水産,豊洲,Sui_K1,2024-07-01,活魚,活ひらめ,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-07-01,活魚,活ひらめ,せり・入札,各地,養殖,,,
水産,豊洲,Sui_K1,2024-07-01,活魚,活ひらめ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,活魚,活ひらめ,相対,各地,養殖,3240,,1620
水産,豊洲,Sui_K1,2024-07-01,活魚,活かんぱち,相対,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,活魚,活あなご,相対,各地海外込,,,,
水産,豊洲,Sui_K1,2024-07-01,活魚,その他（活魚）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-07-01,活魚,その他（活魚）,相対,,,,,
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷さば,相対,海外,,972,,540
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷さんま,相対,各地,,1404,,1296
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷するめ,相対,各地,,2376,,2160
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷まだい,相対,海外,,,,
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷にしん,相対,海外,,231,,216
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷ぎんだら,相対,海外,,1728,,1080
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷かれい,相対,各地,アサバ子無,,,
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷かれい,相対,各地,カラス,1188,,1080
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷かれい,相対,各地,アサバ子持,540,,432
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷さけ,相対,各地海外込,ベニサケ,1404,,1296
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷さけ,相対,各地海外込,ギンサケ,1080,,1026
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷もんごう,相対,海外,むき,2808,,1620
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷もんごう,相対,海外,まる,,,
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷たこ,相対,海外,煮,3024,,1944
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷えび,相対,海外,BT16-20,4104,,3888
水産,豊洲,Sui_K1,2024-07-01,冷凍,冷煮ずわい,相対,各地,,4320,,2268
水産,豊洲,Sui_K1,2024-07-01,冷凍,その他（冷凍）,相対,,,,,
水産,豊洲,Sui_K1,2024-07-01,塩干加工,塩さけ,相対,北海道,トキサケ,,,
水産,豊洲,Sui_K1,2024-07-01,塩干加工,塩さけ,相対,北海道,アキサケ,972,918,864
水産,豊洲,Sui_K1,2024-07-01,塩干加工,塩さけ,相対,北海道,ベニサケ,,4320,
水産,豊洲,Sui_K1,2024-07-01,塩干加工,塩さけ,相対,岩手・宮城,養ギン,1458,1404,1350
水産,豊洲,Sui_K1,2024-07-01,塩干加工,塩さけ,相対,アラスカ,ベニＦ,,,
水産,豊洲,Sui_K1,2024-07-01,塩干加工,塩さけ,相対,ロシア,ベニサケ,1512,1490,1458
水産,豊洲,Sui_K1,2024-07-01,塩干加工,塩さけ,相対,チリ,ギンＦ,1350,1296,1242
水産,豊洲,Sui_K1,2024-07-01,塩干加工,塩かずのこ,相対,各地,特大〜小,5400,,2700
水産,豊洲,Sui_K1,2024-07-01,塩干加工,しらす干,せり・入札,各地,,1296,,972
水産,豊洲,Sui_K1,2024-07-01,塩干加工,にぼし,せり・入札,各地,,1188,,540
水産,豊洲,Sui_K1,2024-07-01,塩干加工,身欠にしん,相対,各地,乾,2484,,1944
水産,豊洲,Sui_K1,2024-07-01,塩干加工,開干さんま,相対,千葉,,178,,140
水産,豊洲,Sui_K1,2024-07-01,塩干加工,開干さば,相対,千葉,,497,,173
水産,豊洲,Sui_K1,2024-07-01,塩干加工,開干かます,相対,各地,,432,,86
水産,豊洲,Sui_K1,2024-07-01,塩干加工,開干あじ,相対,各地,大,378,,324
水産,豊洲,Sui_K1,2024-07-01,塩干加工,開干あじ,相対,各地,中,270,,162
水産,豊洲,Sui_K1,2024-07-01,塩干加工,開干あじ,相対,各地,小,140,,108
水産,豊洲,Sui_K1,2024-07-01,塩干加工,めざし,相対,各地,,9720,,6480
水産,豊洲,Sui_K1,2024-07-01,塩干加工,蒲焼うなぎ,相対,海外,,5184,,4320
水産,豊洲,Sui_K1,2024-07-01,塩干加工,ししゃも,相対,各地,,216,,108
水産,豊洲,Sui_K1,2024-07-01,塩干加工,煮ほたるいか,相対,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,塩干加工,煮ほたるいか,相対,富山,,,,
水産,豊洲,Sui_K1,2024-07-01,塩干加工,すけこ,相対,各地,生,3564,2700,2160
水産,豊洲,Sui_K1,2024-07-01,塩干加工,すけこ,相対,各地,冷凍,1944,1728,1296
水産,豊洲,Sui_K1,2024-07-01,塩干加工,かまぼこ,相対,各地,小板,1944,,227
水産,豊洲,Sui_K1,2024-07-01,塩干加工,ちくわ,相対,各地,,184,,97
水産,豊洲,Sui_K1,2024-07-01,塩干加工,あげもの,相対,各地,,,,
水産,豊洲,Sui_K1,2024-07-01,塩干加工,塩ます,相対,北海道,,756,734,702
水産,豊洲,Sui_K1,2024-07-01,塩干加工,干するめ,相対,各地,,7236,,5832
水産,豊洲,Sui_K1,2024-07-01,塩干加工,その他（塩干加工）,相対,,,,,
水産,足立,Sui_K2,2024-07-01,大物,まぐろ（生鮮）,せり・入札,各地,,1944,,1728
水産,足立,Sui_K2,2024-07-01,大物,まぐろ（生鮮）,せり・入札,海外,,,,
水産,足立,Sui_K2,2024-07-01,大物,まぐろ（生鮮）,相対,各地,,,4158,
水産,足立,Sui_K2,2024-07-01,大物,まぐろ（生鮮）,相対,海外,,,,
水産,足立,Sui_K2,2024-07-01,大物,めばち（冷凍）,せり・入札,各地海外込,,1836,,810
水産,足立,Sui_K2,2024-07-01,大物,めばち（冷凍）,相対,各地海外込,,918,864,778
水産,足立,Sui_K2,2024-07-01,大物,いんど（生鮮）,せり・入札,海外,,3240,,2700
水産,足立,Sui_K2,2024-07-01,大物,いんど（冷凍）,せり・入札,各地海外込,,,2268,
水産,足立,Sui_K2,2024-07-01,大物,その他（大物冷）,相対,,,,,
水産,足立,Sui_K2,2024-07-01,鮮魚,きんめだい,相対,各地,,3564,,2484
水産,足立,Sui_K2,2024-07-01,鮮魚,ぶり・わらさ,相対,各地,ブリ,,216,
水産,足立,Sui_K2,2024-07-01,鮮魚,ぶり・わらさ,相対,各地,ワラサ,378,335,270
水産,足立,Sui_K2,2024-07-01,鮮魚,はまち,相対,各地,,1976,1512,1026
水産,足立,Sui_K2,2024-07-01,鮮魚,はまち,相対,各地,活〆,,,
水産,足立,Sui_K2,2024-07-01,鮮魚,はまち,第三者販売,各地,,1944,,1512
水産,足立,Sui_K2,2024-07-01,鮮魚,はまち,第三者販売,各地,活〆,,,
水産,足立,Sui_K2,2024-07-01,鮮魚,かれい,相対,各地,マコガレイ,1620,864,540
水産,足立,Sui_K2,2024-07-01,鮮魚,かれい,相対,各地,アカガレイ,,,
水産,足立,Sui_K2,2024-07-01,鮮魚,かれい,第三者販売,各地,マコガレイ,,1080,
