年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
35,2,3,26,18,8,8,18,17,12,13,6,2,14,13,16,10,10,6,1,5,5,3,9,8,12,13,25,20,57,60,10,4,8,9,13,12,10,9,16,14,14,10,3,7,13,11,5,5,7,7,1,6,11,5,2,4,12,11,3,6,12,12,5,7,1,2,23,20,28,23,6,1,9,4,7,4,19,15,30,19,23,38,9,7,7,3,2,2,17,10,20,24,27,26,5,12,5,10,9,4,0,0,16,15,12,10,5,2,5,6,4,1,22,22,17,10,6,4,4,1,5,2,1,3,22,26,16,17,18,22,7,10,8,8,8,8,27,22,13,7,27,27,2,2,10,9,14,7,6,7,4,4,0,0,2,5,0,2,3,4,1,1,17,18,915,844,"1,759"
36,7,3,15,17,6,13,15,15,14,10,8,4,15,10,16,18,19,7,4,5,4,1,6,5,10,9,10,17,61,50,5,5,12,17,16,11,9,10,12,16,14,10,9,7,22,21,11,7,5,7,6,6,6,8,3,1,10,5,15,7,5,6,3,7,0,0,16,22,28,23,4,4,6,8,11,11,24,8,31,22,35,40,5,3,7,7,0,0,9,15,31,20,23,21,18,9,9,4,7,8,0,0,16,10,16,17,4,6,1,4,3,0,21,19,13,13,3,8,2,3,4,7,9,2,29,28,12,24,11,21,6,10,11,10,11,8,18,23,12,15,22,31,2,1,10,18,10,10,9,4,8,3,1,0,5,3,4,2,5,5,1,5,13,15,929,885,"1,814"
37,4,8,20,10,12,9,9,13,13,11,6,8,24,18,4,7,14,15,4,4,3,3,4,3,12,8,21,15,54,55,4,3,8,6,11,12,8,9,21,19,13,13,5,9,9,10,13,14,11,6,8,2,16,6,4,7,10,17,12,13,14,19,3,5,0,1,24,14,27,27,1,1,9,6,6,11,11,21,25,27,33,38,6,7,10,8,0,0,19,11,33,21,33,23,11,18,6,11,5,8,0,0,11,11,15,19,4,3,2,5,3,5,20,19,21,20,4,10,2,3,3,4,4,6,35,37,11,16,14,6,7,8,12,8,7,7,22,18,19,10,35,32,3,3,7,10,11,12,8,6,7,9,1,1,3,6,0,3,8,1,1,3,11,14,944,925,"1,869"
38,3,9,16,16,10,9,18,21,11,13,6,7,13,19,12,10,16,11,4,2,1,1,8,6,6,13,18,12,49,61,3,6,8,5,8,13,9,10,19,12,21,10,8,10,12,11,10,13,6,3,3,7,10,12,4,3,21,14,7,9,12,10,5,5,1,2,20,17,28,27,6,2,10,5,8,15,15,12,23,23,41,47,5,5,7,7,2,3,17,9,18,29,22,26,20,7,9,10,8,8,0,0,14,13,24,18,2,0,7,3,1,3,32,29,9,16,7,4,1,2,3,2,4,7,26,28,19,26,12,19,8,9,9,7,9,13,22,19,10,11,31,23,2,2,10,14,4,7,11,6,7,6,0,0,5,3,4,4,3,3,0,4,14,14,927,932,"1,859"
39,8,4,24,19,10,7,14,7,10,14,15,5,23,28,11,11,11,6,5,0,2,2,8,4,13,6,25,10,70,54,11,8,10,2,15,19,12,12,14,17,11,8,9,7,19,9,10,12,4,12,4,4,11,11,5,3,14,10,9,10,17,16,3,6,2,3,13,16,26,15,3,2,8,5,11,19,8,20,29,26,49,48,4,4,4,6,3,2,13,23,24,25,21,23,10,13,10,10,8,3,0,0,13,15,19,16,5,4,6,5,5,3,21,18,17,9,7,9,4,4,7,9,4,6,32,21,26,26,27,14,8,12,9,9,11,14,22,22,8,8,24,23,4,3,12,14,6,10,8,8,7,6,0,3,1,3,5,1,4,6,4,2,15,6,"1,014",915,"1,929"
40,2,2,29,16,9,10,14,10,10,7,6,3,33,30,17,12,15,15,3,3,2,1,4,3,12,10,17,15,75,54,6,7,12,11,17,12,8,14,27,9,11,12,13,11,20,17,6,9,7,5,10,7,6,9,7,4,12,11,7,11,14,12,6,2,1,1,23,23,35,15,4,3,11,9,21,16,15,14,24,19,48,41,7,7,9,7,3,1,16,15,24,26,27,20,10,12,6,9,7,11,0,0,9,10,23,15,2,8,1,6,3,5,22,18,19,6,4,3,4,1,6,3,2,3,33,25,23,22,22,17,16,17,12,11,8,9,11,22,7,8,27,38,5,6,8,10,12,15,9,2,9,4,1,2,2,2,2,5,3,2,4,2,14,16,"1,051",916,"1,967"
41,6,4,24,24,5,16,22,8,16,17,4,9,34,32,16,12,12,11,6,3,1,2,8,7,10,8,18,24,76,65,9,7,9,7,9,10,12,8,17,18,13,8,6,7,20,10,20,7,10,10,8,7,8,3,7,7,16,10,11,11,11,10,7,6,1,0,22,14,27,21,4,2,11,6,17,21,11,15,21,26,41,37,3,4,9,7,2,2,13,14,22,26,36,35,20,7,12,7,10,11,0,0,13,13,20,18,8,3,5,6,1,1,27,24,21,14,10,6,4,2,7,7,4,6,32,21,27,27,22,25,12,8,10,13,13,27,21,20,11,13,36,43,8,10,14,7,13,12,9,6,8,5,1,2,0,3,1,1,2,2,1,1,16,15,"1,110","1,004","2,114"
42,5,5,26,13,11,8,12,9,16,11,3,6,30,48,10,16,16,9,1,7,5,3,8,9,14,15,17,13,90,76,9,4,14,10,16,13,16,8,27,16,11,5,6,6,12,13,10,10,11,10,3,9,3,5,3,7,8,13,10,12,6,9,10,12,2,0,15,13,22,26,3,2,11,6,18,19,15,9,31,23,34,38,5,4,5,12,1,1,10,11,29,20,20,31,10,28,15,15,4,14,0,0,13,16,23,27,0,12,6,3,5,1,27,12,16,23,11,6,2,3,6,10,2,4,29,31,26,30,23,15,16,15,15,15,21,14,24,18,16,13,31,44,6,4,12,15,19,13,5,5,10,10,2,1,1,3,5,6,7,4,2,8,24,21,"1,094","1,084","2,178"
43,4,8,29,19,8,5,19,12,21,10,6,3,37,44,17,16,14,11,4,3,5,3,7,3,8,14,22,20,86,70,9,4,13,10,20,12,3,9,26,19,7,18,8,5,11,13,14,12,8,10,15,10,9,9,8,6,11,16,13,8,14,12,6,8,0,1,8,24,20,17,3,1,13,7,21,13,16,17,24,27,35,43,9,5,8,9,0,1,13,12,20,16,22,28,12,13,13,16,10,6,0,0,19,13,26,22,4,3,11,5,2,2,27,19,13,13,7,5,3,2,10,6,8,0,31,30,36,16,23,24,10,20,23,13,21,16,24,25,25,15,45,64,3,5,14,13,10,12,9,12,3,8,2,3,5,5,4,5,8,6,4,5,18,15,"1,177","1,080","2,257"
44,5,9,12,17,8,13,17,16,11,12,6,7,35,52,21,18,13,11,7,7,4,5,5,2,17,10,27,20,73,89,7,6,15,13,21,14,12,8,31,15,11,10,7,5,12,16,10,11,7,5,4,9,11,10,12,4,8,11,9,8,12,18,8,7,1,0,19,14,21,13,5,3,13,6,18,15,16,18,30,35,35,34,9,3,10,8,2,2,16,13,16,20,28,21,17,18,10,10,11,12,0,0,16,10,25,20,8,11,6,5,4,4,24,28,16,22,8,14,5,7,4,9,3,2,33,35,27,24,27,17,12,11,13,17,15,10,27,30,13,19,54,40,2,5,10,11,15,9,9,7,18,14,1,1,3,5,6,5,4,3,7,2,14,13,"1,164","1,113","2,277"
45,6,4,21,22,7,8,12,27,16,14,10,7,48,45,18,21,13,12,1,5,1,2,11,8,8,11,20,21,93,82,4,13,13,6,7,18,9,14,24,13,16,11,7,4,25,11,10,11,5,8,9,10,12,4,18,8,14,13,13,15,20,13,11,8,0,0,14,8,15,21,4,5,8,8,23,19,9,8,28,35,38,33,8,8,8,12,1,3,15,17,29,22,30,35,20,18,15,12,7,9,0,0,27,13,27,31,4,8,4,6,3,1,26,20,23,24,11,11,8,6,10,13,5,6,32,26,25,24,26,24,24,18,16,11,16,16,24,32,22,17,54,74,6,5,14,16,9,15,7,7,6,7,0,1,4,8,5,3,5,6,3,5,17,18,"1,237","1,214","2,451"
46,9,8,26,21,12,9,13,18,10,17,10,5,49,49,25,22,14,17,7,3,3,4,10,5,8,16,37,29,94,99,10,9,5,11,15,7,15,9,15,16,7,13,7,10,21,11,19,18,8,15,5,5,15,7,10,10,8,11,8,12,14,8,7,4,0,2,18,15,16,17,5,1,9,3,26,17,13,24,35,26,37,39,10,5,8,9,1,4,15,16,36,25,27,24,23,21,17,15,6,7,0,0,20,14,24,29,9,6,5,9,3,5,16,22,30,31,14,14,3,5,9,7,2,5,29,30,26,19,24,17,23,23,17,12,24,16,21,23,10,19,51,62,7,7,14,19,8,14,9,9,9,7,1,4,5,7,7,7,7,9,4,2,12,16,"1,261","1,237","2,498"
47,7,6,26,19,9,17,14,13,13,6,1,8,36,40,17,32,11,22,6,1,5,1,5,5,19,14,29,18,98,69,12,13,12,11,16,10,8,9,14,15,17,9,10,11,16,16,14,12,7,8,8,9,11,11,11,8,9,14,11,10,10,12,7,8,2,1,13,21,28,25,3,5,9,13,14,17,16,15,27,40,29,22,8,14,7,16,0,7,16,17,30,37,33,32,32,18,13,20,9,11,0,0,20,13,28,25,13,5,9,10,6,5,37,18,24,30,3,8,7,3,11,12,3,4,28,33,29,28,15,16,20,19,15,22,19,17,43,27,17,21,58,47,10,6,12,11,16,15,8,6,7,9,1,3,4,9,4,5,8,4,3,3,10,18,"1,266","1,240","2,506"
48,6,12,23,20,6,21,20,18,16,12,9,5,57,50,30,25,22,7,5,9,6,1,12,5,16,7,23,21,99,72,9,9,12,10,16,17,12,12,19,11,12,15,10,5,20,18,15,18,15,4,10,5,10,12,13,8,12,14,10,6,16,21,1,9,0,1,21,13,25,24,5,2,7,8,16,15,19,15,47,43,27,37,12,12,6,14,2,5,23,33,31,33,37,35,38,29,23,16,13,8,0,0,21,20,19,31,10,3,12,11,1,7,26,32,25,30,9,10,5,3,10,8,4,14,31,31,17,19,24,26,18,21,11,13,6,14,31,18,21,13,55,47,2,5,16,10,12,11,11,6,7,4,1,7,6,7,11,8,12,8,6,6,20,15,"1,374","1,280","2,654"
49,3,5,17,24,11,16,14,28,14,9,8,10,37,38,25,27,11,12,8,4,2,2,15,8,10,9,28,16,100,94,3,10,10,12,20,11,6,8,15,13,17,11,9,10,16,11,8,17,8,11,9,13,14,10,10,7,9,17,8,9,10,17,3,3,3,2,19,9,25,25,6,4,8,8,11,19,10,12,43,39,26,32,7,3,15,16,6,10,10,14,27,20,28,35,35,20,21,10,11,11,0,0,14,6,21,18,7,7,8,4,2,4,28,25,24,26,8,15,8,3,13,13,6,5,23,25,13,15,22,30,13,10,15,11,11,18,35,27,20,15,31,29,8,7,12,9,7,15,9,8,8,10,4,1,7,6,2,7,9,6,6,3,16,19,"1,199","1,178","2,377"
50,7,8,20,18,21,22,27,21,7,8,2,8,45,29,25,34,14,16,6,4,3,4,9,6,9,14,15,20,103,73,13,4,8,10,11,13,8,13,17,9,15,9,4,4,12,18,11,16,6,4,7,12,9,11,16,12,10,18,5,12,13,15,4,5,1,0,10,11,18,18,1,2,17,9,15,11,16,13,43,35,37,24,8,13,11,12,8,3,19,11,29,31,36,24,21,29,7,13,9,11,0,0,17,18,17,25,5,8,10,10,8,3,24,26,19,20,4,13,3,2,8,9,4,4,29,24,21,22,25,16,26,16,10,22,16,14,30,24,15,11,42,26,5,3,6,14,13,11,9,11,12,9,3,4,5,9,5,4,8,5,2,3,12,18,"1,201","1,144","2,345"
51,4,8,16,34,24,8,29,22,14,9,15,10,45,40,30,30,16,21,7,2,2,3,8,6,1,6,19,17,80,82,8,1,14,11,18,11,6,11,16,17,10,9,8,7,9,15,27,14,1,7,7,6,10,14,20,9,12,17,8,11,15,15,3,4,1,1,18,13,25,21,3,1,6,9,14,9,17,12,40,35,15,22,7,8,15,20,5,6,32,25,28,30,34,33,27,21,12,18,17,8,0,0,16,16,15,18,7,12,8,5,3,2,25,28,27,27,13,11,4,5,5,8,9,5,28,24,13,21,16,23,18,19,17,8,22,16,24,27,18,23,36,36,3,7,9,15,12,10,12,7,9,10,4,2,5,11,4,7,9,5,6,5,10,12,"1,225","1,194","2,419"
52,3,13,24,25,13,1,25,14,9,11,9,10,34,32,33,28,17,14,6,3,3,0,4,7,14,9,21,24,92,71,10,9,15,15,18,8,6,9,12,11,14,12,7,7,20,19,12,19,12,10,11,8,13,9,4,6,12,16,7,15,18,11,2,4,3,2,13,6,27,20,0,2,7,5,9,10,12,12,44,50,27,14,7,8,8,16,5,8,20,9,30,25,30,26,20,18,9,19,13,6,0,0,17,12,14,13,4,16,7,10,2,6,32,34,20,22,12,16,5,6,15,9,5,7,30,22,17,18,16,17,13,15,13,19,14,9,19,26,19,7,41,16,4,4,13,11,10,13,6,4,5,7,1,3,7,4,2,3,7,7,3,8,17,21,"1,174","1,091","2,265"
53,3,5,22,17,13,10,16,21,10,9,10,5,33,31,29,29,18,18,4,1,2,1,9,3,8,10,23,23,93,57,8,4,9,4,7,7,10,7,15,10,20,9,5,7,17,12,10,15,3,11,10,9,11,15,12,10,12,10,6,5,10,8,5,5,3,1,17,17,22,19,6,5,15,8,11,11,15,15,38,39,16,23,8,12,7,13,5,6,19,18,29,23,23,18,25,12,15,10,4,13,0,0,20,11,18,17,3,7,10,7,2,2,27,17,20,21,11,8,3,3,10,10,2,4,22,13,21,12,26,20,10,11,11,8,17,6,24,20,6,12,25,27,4,1,9,10,11,13,6,7,5,5,1,4,6,5,2,5,9,4,1,0,19,26,"1,102",967,"2,069"
54,3,7,21,19,12,8,14,15,12,13,11,5,33,20,29,20,16,16,5,2,3,0,7,7,8,7,26,18,64,72,6,3,12,5,8,6,8,2,12,6,13,6,3,8,11,17,8,17,5,7,16,2,11,15,6,8,9,17,9,10,6,22,3,2,0,0,9,13,20,13,5,2,12,13,14,11,9,16,35,39,9,16,7,5,12,9,5,7,23,16,17,21,24,23,13,21,15,10,8,1,0,0,13,15,15,20,2,6,3,12,1,4,24,25,14,12,6,11,3,2,6,7,6,3,15,20,11,9,21,18,14,17,10,8,9,9,19,17,19,14,26,21,2,5,12,11,15,12,3,1,4,5,0,3,5,7,7,5,6,7,2,4,16,24,956,952,"1,908"
55,11,4,23,27,6,11,20,22,7,10,8,14,25,25,24,31,12,12,7,7,4,2,3,2,10,9,22,21,72,56,6,4,11,12,7,11,5,6,15,12,7,14,6,3,18,15,13,17,5,3,8,9,13,7,5,3,16,16,3,7,10,12,3,3,0,0,13,13,15,18,6,3,19,14,16,12,16,19,51,38,16,16,12,13,7,15,3,3,18,17,29,27,23,29,20,12,18,15,9,6,0,0,15,10,16,29,4,6,4,4,2,2,25,19,25,20,7,7,4,2,9,5,7,8,23,21,15,16,16,16,13,11,10,16,11,3,17,16,15,14,21,23,3,5,3,10,13,17,5,7,9,6,5,5,8,6,6,2,5,2,3,11,17,20,"1,032","1,016","2,048"
56,9,8,19,25,9,9,21,15,7,8,12,7,24,21,18,18,16,11,3,1,1,2,3,3,7,6,26,27,98,49,6,7,9,10,4,8,5,9,12,14,11,7,2,2,11,16,13,14,12,11,7,7,14,10,8,13,14,18,10,10,9,9,3,2,0,0,12,13,19,10,2,2,13,12,14,16,17,20,41,42,18,18,10,12,11,9,1,2,23,20,30,20,20,18,15,19,12,11,9,5,0,0,22,18,14,11,3,4,5,2,3,3,25,19,18,11,5,9,3,4,5,5,5,8,23,25,15,6,12,17,13,11,9,13,16,9,16,16,16,15,15,23,2,3,7,11,12,13,5,8,4,5,1,1,5,3,5,1,4,4,2,6,16,19,996,929,"1,925"
57,8,7,21,16,9,10,13,12,12,9,4,6,32,22,21,23,16,9,7,7,1,1,4,4,13,14,24,24,60,56,6,4,7,11,9,10,7,7,20,11,5,10,0,3,16,20,13,13,10,4,4,11,11,10,6,7,7,13,10,11,13,7,1,3,0,1,14,11,18,12,5,4,18,15,13,15,16,13,29,39,22,16,9,5,9,6,2,5,17,12,23,11,15,23,19,10,12,13,5,8,0,0,13,16,16,26,5,8,6,8,6,1,18,17,13,21,7,8,4,5,5,5,6,1,22,20,13,15,13,7,12,7,16,11,8,9,15,9,14,15,20,15,3,2,5,7,11,18,8,6,6,5,0,3,1,5,2,3,5,3,2,4,23,18,934,892,"1,826"
58,7,10,23,18,7,10,12,12,7,8,6,6,14,20,25,11,18,15,1,3,1,3,6,2,9,7,20,18,58,42,3,3,5,2,10,5,6,5,13,13,8,10,9,3,10,10,10,8,12,8,3,11,9,6,6,3,14,17,6,15,13,12,2,3,0,0,10,8,18,12,3,3,6,9,12,17,15,19,29,33,19,19,9,6,7,5,3,3,18,19,15,11,22,21,18,21,14,11,3,8,0,0,12,11,20,19,1,3,8,7,2,2,18,20,20,9,8,10,4,4,3,9,4,7,19,14,15,11,15,17,11,13,11,16,6,4,9,19,16,12,17,22,3,5,8,10,16,16,2,5,4,6,1,4,3,7,2,1,6,5,2,4,21,21,861,857,"1,718"
59,10,5,18,16,10,5,16,15,7,6,8,5,21,15,17,15,9,8,0,2,2,1,3,3,7,5,17,21,52,59,4,8,5,6,11,4,6,3,14,12,12,9,7,6,8,11,11,11,6,9,7,3,8,8,8,8,13,14,10,9,14,9,2,2,0,0,16,10,12,10,3,3,10,11,13,6,14,15,32,18,15,16,3,5,6,8,3,5,18,17,15,21,18,17,12,18,3,7,8,13,0,0,17,10,15,15,3,3,8,7,3,2,18,21,14,18,8,13,2,1,5,5,5,6,15,23,10,10,13,18,11,3,9,9,8,8,14,18,12,6,16,19,2,3,7,15,10,13,5,4,5,2,0,2,5,3,3,5,6,7,2,4,19,30,814,816,"1,630"
60,10,3,15,11,11,6,7,11,4,6,5,6,15,15,17,14,11,15,4,1,3,0,0,2,6,11,30,19,46,40,2,6,7,10,8,6,5,4,10,9,3,4,5,2,14,11,15,10,10,10,6,5,10,8,6,5,11,19,7,6,10,15,1,0,1,0,7,9,12,12,1,2,11,6,10,14,17,12,29,21,11,22,7,10,3,6,2,4,15,9,24,25,18,18,19,25,5,7,6,9,0,0,14,11,19,19,3,5,6,6,6,2,17,12,17,10,7,12,3,0,6,7,5,3,15,14,12,8,17,16,4,9,13,15,4,11,13,20,13,8,24,22,4,0,5,6,12,13,3,8,5,6,2,3,3,4,1,3,5,5,2,3,10,21,782,783,"1,565"
61,4,12,12,14,9,9,9,20,4,12,5,8,14,18,17,14,9,9,3,5,1,3,4,3,4,9,17,8,35,35,0,2,7,5,8,7,7,4,14,4,9,3,0,4,9,13,13,16,13,10,11,9,7,7,9,8,14,15,8,14,16,17,0,2,1,0,14,11,10,7,2,1,5,6,11,19,13,13,31,22,17,13,7,11,6,3,5,5,13,18,12,11,15,20,14,13,8,13,8,7,0,0,11,10,23,30,1,1,7,3,1,4,17,18,21,16,12,13,6,4,8,2,4,7,13,16,13,11,13,17,11,16,16,20,9,10,10,21,9,7,24,19,4,4,9,9,10,15,8,5,4,5,1,1,0,9,3,5,8,4,1,3,17,21,778,838,"1,616"
62,4,9,17,13,11,5,15,16,11,3,4,4,16,16,12,17,5,13,4,4,1,3,4,2,8,3,20,13,44,43,6,4,5,3,8,3,5,6,9,7,4,8,3,5,10,8,12,13,9,17,9,7,8,13,4,9,15,13,7,10,8,16,1,4,1,1,7,7,8,12,1,2,6,7,13,14,14,13,23,19,20,16,2,4,7,14,3,3,13,9,10,16,20,18,19,22,9,10,6,5,0,0,10,13,18,20,6,3,7,10,0,1,15,15,18,31,8,18,4,6,6,8,3,5,16,17,15,10,15,14,5,10,16,24,7,5,19,12,11,3,16,19,0,3,14,9,14,16,3,7,7,4,1,3,2,8,1,7,3,12,2,4,19,30,762,849,"1,611"
63,2,7,14,13,5,4,9,15,10,10,6,4,19,16,7,4,6,5,1,5,1,1,4,5,8,7,18,7,40,35,4,4,3,11,7,7,4,4,11,4,3,5,3,3,8,13,15,18,17,11,5,4,6,9,5,4,9,22,7,7,8,12,3,7,0,1,9,3,9,12,1,2,7,8,9,11,10,18,19,9,21,16,7,6,6,11,1,4,16,11,14,9,18,20,26,28,10,12,10,8,0,0,10,14,16,39,1,10,3,9,5,6,11,19,14,27,17,23,5,3,4,9,2,5,14,13,12,12,21,14,5,12,18,14,7,10,9,11,10,3,17,16,2,4,9,12,18,14,6,4,4,3,1,1,6,5,5,5,5,6,3,8,20,17,741,820,"1,561"
64,5,12,9,13,11,9,16,13,9,7,7,5,9,15,10,15,7,10,2,1,3,1,3,2,6,4,11,8,47,39,4,1,5,5,2,9,5,5,4,10,6,4,3,0,13,10,4,10,4,8,10,3,10,12,13,8,7,9,4,22,24,15,4,2,0,0,6,9,9,5,2,2,13,5,15,15,20,23,17,18,23,16,1,4,9,9,5,2,11,13,12,12,19,29,9,15,10,11,5,7,0,0,11,14,25,33,3,13,7,6,6,6,18,10,19,19,10,15,3,4,4,11,2,7,14,18,9,9,18,18,7,12,11,26,8,7,14,15,6,8,9,27,6,8,8,20,16,10,6,6,5,6,1,2,6,6,7,3,5,8,5,4,22,25,754,858,"1,612"
65,5,5,9,10,6,7,8,9,5,2,4,8,13,14,12,11,6,11,4,3,0,0,4,3,1,6,11,16,44,36,5,4,7,3,7,6,6,4,9,9,5,7,6,3,7,5,14,13,10,11,2,9,8,8,5,5,18,19,9,19,13,15,1,8,1,0,6,6,10,9,5,2,7,7,11,8,8,18,17,24,10,29,7,5,1,13,2,6,12,8,19,24,12,27,24,13,19,11,9,6,0,0,14,18,28,44,4,10,4,8,1,6,14,18,20,20,18,30,5,2,8,7,6,12,16,10,7,17,16,22,14,22,12,21,7,14,11,13,8,5,16,22,3,9,13,23,14,19,6,6,4,6,5,4,6,6,4,7,4,4,4,5,22,24,758,939,"1,697"
66,7,7,9,11,4,10,15,15,6,7,8,5,21,17,10,21,9,8,3,6,2,1,5,4,4,2,12,12,35,42,5,4,6,3,5,20,11,7,11,12,3,3,1,3,6,6,18,12,6,10,7,7,8,12,8,15,12,13,15,14,14,27,4,11,1,1,10,7,2,5,1,2,5,3,11,14,23,21,23,22,20,21,5,4,9,11,6,4,10,14,16,12,19,25,22,24,17,15,6,9,0,0,15,10,31,53,3,6,5,8,2,3,14,10,18,23,13,21,5,6,8,12,5,3,11,19,14,15,14,25,16,13,17,15,5,12,10,8,4,10,13,18,6,3,8,15,9,12,8,4,3,7,2,6,3,5,5,6,7,6,3,11,21,18,794,944,"1,738"
67,8,6,15,14,6,13,21,17,9,10,4,4,20,20,13,10,9,11,3,1,6,3,5,7,2,6,19,9,35,42,4,9,7,8,11,10,3,2,13,10,3,6,2,8,11,8,8,11,9,13,8,9,4,8,12,14,12,14,10,26,17,25,3,3,0,1,4,7,8,11,4,1,6,8,10,6,22,27,18,24,21,26,6,9,12,9,3,2,11,8,17,17,29,32,19,23,10,11,14,4,0,0,12,14,31,46,8,8,5,11,5,8,19,12,19,24,20,20,6,8,4,11,6,13,14,18,10,14,14,31,12,25,18,38,6,10,14,8,9,6,14,18,4,5,16,25,16,20,3,6,8,8,2,2,4,2,4,2,9,7,4,7,17,27,859,"1,037","1,896"
68,5,11,18,11,4,5,12,6,6,10,7,4,13,12,11,12,12,16,4,4,2,1,6,4,6,4,10,10,28,40,3,8,7,6,13,20,6,2,6,11,11,5,1,4,9,10,16,16,9,12,6,9,9,8,12,12,11,21,20,23,19,24,6,2,0,0,10,4,9,4,3,1,5,8,10,18,15,24,21,15,27,23,4,7,13,12,3,5,13,10,20,24,29,21,19,29,10,17,11,11,0,0,15,16,37,37,9,13,8,8,3,5,16,22,33,34,29,26,4,4,12,6,6,13,18,18,9,8,17,27,24,32,17,29,10,10,12,15,9,14,19,29,5,7,18,19,16,16,2,1,10,8,3,1,6,12,8,6,12,7,2,5,27,27,946,"1,051","1,997"
69,9,15,6,22,12,8,8,11,3,8,5,6,24,18,16,11,6,7,2,6,1,1,5,3,7,9,7,10,41,46,4,3,11,6,15,22,1,3,11,7,8,6,3,6,10,13,15,13,13,14,6,11,3,12,23,12,18,26,22,34,19,18,6,11,0,1,3,8,12,8,1,1,7,5,20,17,20,23,23,28,31,30,4,7,8,13,5,4,10,11,16,29,27,33,26,21,14,24,3,9,0,0,14,15,40,35,5,13,11,11,3,7,23,20,27,31,18,28,8,8,15,12,9,4,19,21,14,14,22,40,28,30,23,22,10,21,15,9,4,4,17,26,3,8,13,26,15,22,3,8,5,4,3,4,9,12,0,7,9,13,3,12,21,23,979,"1,180","2,159"
70,7,8,14,15,4,10,14,26,11,13,7,8,19,20,12,11,21,8,2,5,1,4,3,9,2,4,13,15,30,42,5,7,7,7,14,17,2,4,12,10,5,6,6,9,5,10,19,10,8,14,6,8,10,7,15,20,10,23,23,22,28,27,10,11,0,0,6,8,4,3,0,3,8,10,15,12,35,18,18,22,21,36,8,6,16,25,2,14,13,15,17,28,34,38,34,42,9,22,5,10,0,0,7,19,42,55,12,20,13,14,6,13,20,29,25,29,29,25,6,5,9,12,9,18,17,18,9,8,34,52,25,31,25,26,14,20,7,16,6,4,22,35,6,13,25,21,11,19,6,4,9,9,4,2,11,17,6,3,14,15,7,12,26,24,"1,052","1,310","2,362"
71,11,9,17,16,9,3,13,31,13,14,3,7,22,26,16,23,6,11,5,2,2,3,6,4,8,4,15,9,44,43,7,5,6,6,9,12,2,4,14,18,10,9,9,2,6,7,15,20,16,20,19,17,11,24,13,22,20,24,31,32,25,25,17,17,2,0,4,6,5,8,5,2,8,10,12,11,25,27,20,34,25,32,8,14,22,17,5,8,16,19,24,25,26,41,33,41,19,26,11,14,0,0,20,18,40,47,8,14,15,17,5,4,21,25,26,40,23,24,8,7,7,9,17,13,16,22,14,10,39,45,33,45,35,39,11,13,8,16,9,9,33,34,10,12,29,43,23,15,5,2,6,9,5,4,15,8,9,9,11,12,8,8,40,29,"1,239","1,406","2,645"
72,5,8,20,16,7,13,12,15,8,9,6,2,24,21,17,19,13,14,5,6,6,6,6,2,5,6,9,11,39,40,6,2,3,11,21,18,5,8,12,12,5,15,6,5,10,13,18,17,17,19,10,10,11,16,12,16,19,25,39,50,33,38,13,12,0,1,8,4,4,9,3,2,6,7,8,12,23,17,21,25,33,28,9,9,17,35,9,13,13,10,23,25,36,46,37,51,24,43,9,12,0,0,21,19,55,61,14,19,12,17,11,10,19,24,44,48,31,31,5,12,15,23,16,10,15,17,7,14,46,51,35,45,32,34,13,17,13,10,8,5,30,34,13,11,27,47,24,16,5,8,12,8,5,5,6,21,5,6,7,22,13,15,22,23,"1,286","1,507","2,793"
