"ID","設置場所所在地","設置場所名称","設置年","備考","経度","緯度","分類"
"218","沼袋４－３５","沼四緑の公園","平成31年度","","139.661017403725","35.722650921674","初期消火機器設置箇所（スタンドパイプ）"
"219","松が丘１－２","松が丘公園","平成31年度","","139.671229266502","35.7173081621283","初期消火機器設置箇所（スタンドパイプ）"
"220","松が丘２－２９、３５","江古田公園","平成31年度","","139.671013568469","35.7231377853172","初期消火機器設置箇所（スタンドパイプ）"
"221","江原町１－１５","江原公園","平成31年度","","139.674731530663","35.7288925704606","初期消火機器設置箇所（スタンドパイプ）"
"222","江原町３－１７","こぐま公園","平成31年度","","139.673424535399","35.7316337278452","初期消火機器設置箇所（スタンドパイプ）"
"223","江原町３－３２","江原屋敷森緑地公園","平成31年度","","139.67257467441","35.732619758768","初期消火機器設置箇所（スタンドパイプ）"
"224","江古田１－３","みずのとう公園","平成31年度","","139.674589698028","35.724789152277","初期消火機器設置箇所（スタンドパイプ）"
"225","江古田１－３４","江古一御嶽公園","平成31年度","","139.671695937117","35.7254820395718","初期消火機器設置箇所（スタンドパイプ）"
"226","江古田２－２１","江古田二丁目公園","平成31年度","","139.664922911911","35.7262628353298","初期消火機器設置箇所（スタンドパイプ）"
"227","江古田３－８","本多山公園","平成31年度","","139.66933733221","35.7278527321513","初期消火機器設置箇所（スタンドパイプ）"
"228","江古田３－１４","江古田の森公園","平成31年度","","139.668075623498","35.7292139456626","初期消火機器設置箇所（スタンドパイプ）"
"229","江古田４－１４","江古四しいの木公園","平成31年度","","139.664611784881","35.7253685837964","初期消火機器設置箇所（スタンドパイプ）"
"230","大和町４－５１","みはと公園","平成31年度","","139.642045528246","35.7159997902848","初期消火機器設置箇所（スタンドパイプ）"
"231","若宮１－４２","みつわ公園","平成31年度","","139.647540900464","35.7188720446529","初期消火機器設置箇所（スタンドパイプ）"
"232","若宮２－４８","鷺南公園","平成31年度","","139.642801905085","35.7183325181166","初期消火機器設置箇所（スタンドパイプ）"
"233","若宮２－５６","わかさぎ公園","平成31年度","","139.640734075903","35.7175219650145","初期消火機器設置箇所（スタンドパイプ）"
"234","若宮３－５","かせい公園","平成31年度","","139.646352935988","35.720818379259","初期消火機器設置箇所（スタンドパイプ）"
"235","若宮３－２１","若宮公園","平成31年度","","139.64336333687","35.7217617335751","初期消火機器設置箇所（スタンドパイプ）"
"236","若宮３－５２","かしの木公園","平成31年度","","139.641877870188","35.7200071745357","初期消火機器設置箇所（スタンドパイプ）"
"237","若宮３－５８","双鷺公園","平成31年度","","139.640407603852","35.7217253522387","初期消火機器設置箇所（スタンドパイプ）"
"238","白鷺２－１０","白鷺ふれあい公園","平成31年度","","139.635311446833","35.7180588297588","初期消火機器設置箇所（スタンドパイプ）"
"239","鷺宮１－５","わかたけ公園","平成31年度","","139.647852552471","35.7220635652728","初期消火機器設置箇所（スタンドパイプ）"
"240","鷺宮３－１９","みよし公園","平成31年度","","139.638585348242","35.7233458939396","初期消火機器設置箇所（スタンドパイプ）"
"241","鷺宮３－３１","みたけ公園","平成31年度","","139.639121328312","35.7239853289663","初期消火機器設置箇所（スタンドパイプ）"
"242","鷺宮６－２４","鷺六公園","平成31年度","","139.629678677974","35.7253911572788","初期消火機器設置箇所（スタンドパイプ）"
"243","鷺宮６－３１","西鷺公園","平成31年度","","139.62627774601","35.7265759011166","初期消火機器設置箇所（スタンドパイプ）"
"244","新井１－３４","新井東防災広場","令和2年度","","139.668759469583","35.7118316457548","初期消火機器設置箇所（スタンドパイプ）"
"245","新井２－２－８","ビバグランデ楼蘭館前","令和2年度","","139.664456939418","35.7104744612573","初期消火機器設置箇所（スタンドパイプ）"
"246","新井２－８－１３","職員研修センター","令和2年度","","139.66494899978","35.7122389634959","初期消火機器設置箇所（スタンドパイプ）"
"247","新井２－２３－２","荻野宅前","令和2年度","","139.66334268648","35.7120931661336","初期消火機器設置箇所（スタンドパイプ）"
"248","新井４－１８－５","秋田コーポ前","令和2年度","","139.667621265388","35.7166685930892","初期消火機器設置箇所（スタンドパイプ）"
"249","新井５－３－５","新井薬師梅照院入口","令和2年度","","139.667784795581","35.7136923455602","初期消火機器設置箇所（スタンドパイプ）"
"250","鷺宮５－９－１２","トゥールジュモー前","令和2年度","","139.633380833926","35.7258170765911","初期消火機器設置箇所（スタンドパイプ）"
"251","上鷺宮１－１５－８","コーポピスカ前","令和2年度","","139.636288654966","35.7304498062481","初期消火機器設置箇所（スタンドパイプ）"
"252","新井１－１９","新井東公園","令和2年度","","139.668267812709","35.7115092536227","初期消火機器設置箇所（スタンドパイプ）"
"253","新井２－３１","新井南公園","令和2年度","","139.662380987926","35.7106713261707","初期消火機器設置箇所（スタンドパイプ）"
"254","新井２－４４","草の実公園","令和2年度","","139.660837674927","35.7130343375701","初期消火機器設置箇所（スタンドパイプ）"
"255","新井３－２４","柏公園","令和2年度","","139.661383259622","35.7132261782901","初期消火機器設置箇所（スタンドパイプ）"
"256","新井３－３７","平和の森公園","令和2年度","","139.663082319947","35.7173769832984","初期消火機器設置箇所（スタンドパイプ）"
"257","新井３－３７","平和の森公園","令和2年度","","139.660782634087","35.7167790235543","初期消火機器設置箇所（スタンドパイプ）"
"258","新井３－３７","平和の森公園","令和2年度","","139.660506005439","35.7149608993606","初期消火機器設置箇所（スタンドパイプ）"
"259","新井４－１５","新井薬師公園","令和2年度","","139.667215702042","35.7153314872908","初期消火機器設置箇所（スタンドパイプ）"
"260","新井５－４","新井薬師公園","令和2年度","","139.667396358442","35.7150247325735","初期消火機器設置箇所（スタンドパイプ）"
"261","新井５－４","新井薬師公園","令和2年度","","139.668153603646","35.7146782585617","初期消火機器設置箇所（スタンドパイプ）"
"262","東中野５－２７","おかのうえ公園","令和2年度","","139.690594803132","35.7101651188489","初期消火機器設置箇所（スタンドパイプ）"
"263","東中野４－２５","すみよし公園","令和2年度","","139.687342172314","35.7100453245309","初期消火機器設置箇所（スタンドパイプ）"
"264","東中野５－１３","けやき公園","令和2年度","","139.689593535028","35.7084988169681","初期消火機器設置箇所（スタンドパイプ）"
"265","東中野５－２３","おたき公園","令和2年度","","139.692292580205","35.7100886989422","初期消火機器設置箇所（スタンドパイプ）"
"266","鷺宮５－１１","若葉公園","令和2年度","","139.631575489499","35.7253419420739","初期消火機器設置箇所（スタンドパイプ）"
"267","上鷺宮２－１８","上鷺東公園","令和2年度","","139.634918228101","35.7296288239392","初期消火機器設置箇所（スタンドパイプ）"
"268","上鷺宮４－６","かみさぎ北公園","令和2年度","","139.629168566401","35.7331882672246","初期消火機器設置箇所（スタンドパイプ）"
"269","上鷺宮４－８","上鷺公園","令和2年度","","139.628724332779","35.7320403526873","初期消火機器設置箇所（スタンドパイプ）"
"270","上鷺宮４－１２","上鷺宮いこい公園","令和2年度","","139.627226823655","35.7335194981687","初期消火機器設置箇所（スタンドパイプ）"
"271","上鷺宮４－１３，１４","風の子広場","令和2年度","","139.628383317304","35.7342096162757","初期消火機器設置箇所（スタンドパイプ）"
"272","上鷺宮５－８","北中野公園","令和2年度","","139.627393713158","35.7284866572718","初期消火機器設置箇所（スタンドパイプ）"
"273","上鷺宮５－１７","上鷺西公園","令和2年度","","139.625178767457","35.7312971048899","初期消火機器設置箇所（スタンドパイプ）"
"274","上鷺宮５－１９","八成公園","令和2年度","","139.626602760818","35.7316173572835","初期消火機器設置箇所（スタンドパイプ）"
"275","上鷺宮５－２６","武蔵台公園","令和2年度","","139.630445520823","35.7306847831497","初期消火機器設置箇所（スタンドパイプ）"
