"管理番号","設置形式","設置本数","調査結果","緯度","経度","経度","緯度","分類"
"桃9-020","建柱式","1","点検済","35.6994318431","139.666698168","139.666694761474","35.6994317794063","点検済"
"南9-193","壁掛式","1","点検済","35.688328429","139.666737914","139.666734598763","35.6883283327966","点検済"
"新8-070","建柱式","1","点検済","35.7206209488","139.666677137","139.666673535332","35.7206209526828","点検済"
"江9-152","建柱式","1","点検済","35.7300956045","139.667841643","139.667837940188","35.7300956431891","点検済"
"新9-129","建柱式","1","点検済","35.7231013903","139.667866207","139.667862574004","35.7231014046472","点検済"
"南9-199","建柱式","1","点検済","35.6888044291","139.667952955","139.667949629158","35.6888043365386","点検済"
"新12-002","建柱式","1","点検済","35.7100820044","139.666726329","139.666722826458","35.7100819730929","点検済"
"江8-008","壁掛式","1","点検済","35.7265932514","139.666692317","139.66668865602","35.7265932764045","点検済"
"鍋55-003-2","建柱式","2","点検済","35.6941322412","139.667944137","139.667940767992","35.6941321638226","点検済"
"新9-135","建柱式","1","点検済","35.7222621836","139.666703045","139.666699427499","35.7222621933054","点検済"
"南9-030","建柱式","1","点検済","35.6859472967","139.666787535","139.666784238414","35.6859471940281","点検済"
"南9-185","建柱式","1","点検済","35.6876923054","139.666786194","139.666782883356","35.6876922075991","点検済"
"鍋8-083","建柱式","1","点検済","35.6960873117","139.666774124","139.666770744847","35.6960872380851","点検済"
"桃7-055","建柱式","1","点検済","35.7016681518","139.666764281","139.666760854373","35.7016680949327","点検済"
"江8-061","建柱式","1","点検済","35.7268795857","139.666714445","139.666710781244","35.7268796117214","点検済"
"南9-086","建柱式","1","点検済","35.6813284775","139.666818389","139.666815127912","35.6813283625271","点検済"
"新12-001","建柱式","1","点検済","35.7137278319","139.666755348","139.666751812104","35.7137278123414","点検済"
"新8-067","建柱式","1","点検済","35.7207846529","139.666745293","139.66674168933","35.7207846574632","点検済"
"鍋8-084","建柱式","1","点検済","35.6965485621","139.66680564","139.666802256791","35.6965484899627","点検済"
"南9-088","建柱式","1","点検済","35.6808249944","139.666842515","139.666839257474","35.6808248781975","点検済"
"昭8-075","建柱式","1","点検済","35.7072651901","139.666804462","139.666800984786","35.7072651500954","点検済"
"新7-016","建柱式","1","点検済","35.7113561694","139.666803628","139.666800113484","35.7113561423762","点検済"
"新7-140","建柱式","1","点検済","35.7230809455","139.666780829","139.666777203091","35.7230809582274","点検済"
"江8-012","建柱式","1","点検済","35.7251810298","139.667947894","139.667944240061","35.7251810515759","点検済"
"新7-136","建柱式","1","点検済","35.7147296148","139.666807652","139.66680410564","35.7147295985891","点検済"
"桃9-019","建柱式","1","点検済","35.7001689511","139.666844416","139.666841002439","35.7001688898776","点検済"
"南9-094","建柱式","1","点検済","35.680290461","139.666897506","139.666894251622","35.6802903435976","点検済"
"南9-042","建柱式","1","点検済","35.6833405456","139.666902712","139.666899435702","35.6833404359499","点検済"
"新7-032","建柱式","1","点検済","35.7121058968","139.666843191","139.666839668929","35.7121058722134","点検済"
"桃7-050","建柱式","1","点検済","35.7015251969","139.666866641","139.666863215114","35.7015251397858","点検済"
"昭7-036","壁掛式","1","点検済","35.7080684003","139.66685585","139.666852365283","35.7080683627964","点検済"
"昭7-097","建柱式","1","点検済","35.7099355888","139.666862821","139.666859319069","35.7099355572582","点検済"
"昭8-089","建柱式","1","点検済","35.7066616673","139.66686977","139.666866297869","35.7066616256009","点検済"
"新7-005","建柱式","1","点検済","35.7110577858","139.666865059","139.666861546695","35.7110577578722","点検済"
"桃7-059","建柱式","1","点検済","35.7019688666","139.666895165","139.666891734968","35.7019688108675","点検済"
"昭57-011","建柱式","1","点検済","35.7079417955","139.666895236","139.666891752213","35.7079417576866","点検済"
"昭8-077","建柱式","1","点検済","35.707484916","139.666900188","139.666896708028","35.707484876797","点検済"
"新9-018","建柱式","1","点検済","35.7125768548","139.668069631","139.668066097834","35.7125768337936","点検済"
"南9-172","建柱式","1","点検済","35.687366617","139.666947126","139.666943817645","35.6873665185232","点検済"
"鍋7-012","建柱式","1","点検済","35.6946452527","139.668120136","139.668116761779","35.6946451771745","点検済"
"江8-062","建柱式","1","点検済","35.7267892218","139.666870683","139.666867019863","35.7267892476803","点検済"
"新7-174","建柱式","1","点検済","35.7185471635","139.6668908","139.666887217363","35.7185471603001","点検済"
"南58-012","建柱式","1","点検済","35.6813076263","139.666968203","139.666964941266","35.6813075116149","点検済"
"新7-137","建柱式","1","点検済","35.7143169253","139.66690287","139.666899327331","35.7143169079256","点検済"
"南8-102","建柱式","1","点検済","35.6817923987","139.6669708","139.666967534697","35.6817922852557","点検済"
"新7-058","建柱式","1","点検済","35.7100265703","139.66691494","139.666911436826","35.7100265390961","点検済"
"新8-034","建柱式","1","点検済","35.7182042328","139.666901414","139.666897834658","35.71820422843","点検済"
"鍋7-043","建柱式","1","点検済","35.6983303687","139.666947126","139.666943727714","35.6983303021798","点検済"
"新8-074","建柱式","1","点検済","35.7199234396","139.666909575","139.666905979251","35.7199234413862","点検済"
"南7-113","建柱式","1","点検済","35.6792773516","139.666995406","139.666992159159","35.6792772318511","点検済"
"南7-049","建柱式","1","点検済","35.6803603531","139.666996118","139.666992863063","35.6803602360658","点検済"
"江8-033","建柱式","1","点検済","35.7255017966","139.666916952","139.666913300584","35.7255018181258","点検済"
"新8-033","建柱式","1","点検済","35.7174389022","139.666939607","139.666936034924","35.7174388951722","点検済"
"新7-127","建柱式","1","点検済","35.7130374654","139.666964561","139.66696102961","35.7130374440232","点検済"
"新9-123","建柱式","1","点検済","35.7227042289","139.666952491","139.666948867132","35.7227042405956","点検済"
"昭7-049","建柱式","1","点検済","35.7089986324","139.666982951","139.666979457074","35.7089985980553","点検済"
"新7-131","壁掛式","1","点検済","35.7140806351","139.666973948","139.666970407651","35.7140806170864","点検済"
"鍋8-086","建柱式","1","点検済","35.6971931707","139.667013787","139.667010397446","35.6971931008513","点検済"
"南9-039","建柱式","1","点検済","35.6846205417","139.667042345","139.667039057525","35.6846204358675","点検済"
"桃7-057","壁掛式","1","点検済","35.7007131104","139.667025163","139.667021743577","35.7007130511314","点検済"
"南9-079","建柱式","1","点検済","35.6830203455","139.667067826","139.667064550968","35.6830202354409","点検済"
"桃57-003","建柱式","1","点検済","35.700044478","139.66705398","139.667050566441","35.7000444167767","点検済"
"新11-002","建柱式","1","点検済","35.7124189617","139.668215811","139.668212278882","35.7124189404035","点検済"
"南58-018","建柱式","1","点検済","35.6800836085","139.667098654","139.667095400546","35.6800834909978","点検済"
"江8-034","建柱式","1","点検済","35.7248850428","139.667009973","139.667006327643","35.7248850622879","点検済"
"桃8-118","建柱式","1","点検済","35.7022352933","139.667063523","139.667060089673","35.7022352386661","点検済"
"新8-071","建柱式","1","点検済","35.7204124145","139.667042899","139.667039297222","35.7204124181737","点検済"
"昭8-092","建柱式","1","点検済","35.7097065128","139.667067066","139.667063565079","35.7097064808767","点検済"
"桃8-142","建柱式","1","点検済","35.7040305755","139.668280184","139.668276728295","35.7040305284416","点検済"
"新9-071","建柱式","1","点検済","35.7169177045","139.667059779","139.667056211496","35.7169176958065","点検済"
"鍋8-080","壁掛式","1","点検済","35.6953708035","139.667104788","139.667101413148","35.6953707283461","点検済"
"南7-084","建柱式","1","点検済","35.6832974214","139.667140183","139.667136905756","35.6832973121664","点検済"
"江8-035","建柱式","1","点検済","35.7239704685","139.667067826","139.667064189042","35.7239704847882","点検済"
"南9-170","建柱式","1","点検済","35.6886938777","139.667141927","139.6671386066","35.6886937833169","点検済"
"新57-002","建柱式","1","点検済","35.7103467215","139.667101353","139.667097846381","35.7103466916659","点検済"
"南9-076","建柱式","1","点検済","35.6822556387","139.667172432","139.667169162169","35.6822555268979","点検済"
"新8-072","壁掛式","1","点検済","35.7206856077","139.667102695","139.667099089707","35.7206856124036","点検済"
"鍋12-007","建柱式","1","点検済","35.694822841","139.66715836","139.667154989428","35.6948227642974","点検済"
"鍋7-036","建柱式","1","点検済","35.6960900345","139.667156339","139.66715295757","35.6960899616285","点検済"
"新9-134","建柱式","1","点検済","35.7232420838","139.667105377","139.667101746873","35.7232420975676","点検済"
"新57-003","建柱式","1","点検済","35.7109129722","139.66713354","139.667130027479","35.7109129442468","点検済"
"新7-017","建柱式","1","点検済","35.7110534453","139.667137563","139.667134049471","35.7110534178151","点検済"
"江8-081","建柱式","1","点検済","35.725884488","139.667120129","139.667116472849","35.7258845110701","点検済"
"鍋57-005","建柱式","1","点検済","35.6972848147","139.667180479","139.667177087366","35.6972847453877","点検済"
"桃7-058","建柱式","1","点検済","35.7003564767","139.66717551","139.667172092985","35.7003564166288","点検済"
"南9-186","壁掛式","1","点検済","35.6878323016","139.66720749","139.667204176143","35.6878322049753","点検済"
"鍋7-035","建柱式","1","点検済","35.6967718347","139.667189866","139.667186479322","35.6967717638869","点検済"
"南14-001","建柱式","1","点検済","35.6853272322","139.667221765","139.667218471107","35.6853271287189","点検済"
"鍋8-079","建柱式","1","点検済","35.6946697804","139.667211995","139.667208624946","35.6946697032854","点検済"
"新7-023","建柱式","1","点検済","35.7120459459","139.667180255","139.667176731829","35.7120459216803","点検済"
"南9-204","建柱式","1","点検済","35.6906786802","139.66722687","139.667223533268","35.6906785914357","点検済"
"江8-064","建柱式","1","点検済","35.7272203549","139.667152315","139.667148645752","35.7272203826422","点検済"
"昭7-108","建柱式","1","点検済","35.7099077343","139.667189623","139.667186119556","35.7099077032357","点検済"
"新7-105","壁掛式","1","点検済","35.715587306","139.667177974","139.667174418086","35.7155872931395","点検済"
"南9-173","建柱式","1","点検済","35.6861607955","139.667239487","139.667236186514","35.6861606943049","点検済"
"新14-001","建柱式","1","点検済","35.7138390663","139.667193825","139.667190285167","35.7138390478558","点検済"
"南9-092","建柱式","1","点検済","35.6799124529","139.667264968","139.667261715069","35.6799123353551","点検済"
"昭8-061","建柱式","1","点検済","35.7076929086","139.667217936","139.667214452732","35.7076928706136","点検済"
"新8-049","建柱式","1","点検済","35.718322863","139.667196572","139.667192989605","35.7183228595393","点検済"
"南9-026","建柱式","1","点検済","35.6848133474","139.66726765","139.667264360338","35.6848132425552","点検済"
"南9-064","建柱式","1","点検済","35.6879275846","139.667266309","139.667262994328","35.6879274883571","点検済"
"新9-120","壁掛式","1","点検済","35.7217940047","139.667204618","139.667201002196","35.7217940135468","点検済"
"新7-022","建柱式","1","点検済","35.7112812278","139.66845308","139.668449556914","35.7112812032892","点検済"
"南7-105","建柱式","1","点検済","35.6815706258","139.667299437","139.66729617157","35.6815705125365","点検済"
"新7-021","建柱式","1","点検済","35.7106401923","139.667246193","139.667242682164","35.7106401636777","点検済"
"鍋11-007","建柱式","1","点検済","35.6943687788","139.667280612","139.66727724456","35.6943687009526","点検済"
"桃7-049","建柱式","1","点検済","35.7005187927","139.667268502","139.667265083028","35.700518733281","点検済"
"鍋8-045","建柱式","1","点検済","35.6939626691","139.668521394","139.668518023326","35.6939625922401","点検済"
"新11-003","建柱式","1","点検済","35.7124102982","139.667244255","139.667240728104","35.7124102752561","点検済"
"昭8-074","壁掛式","1","点検済","35.7070151268","139.667255792","139.66725231463","35.7070150868475","点検済"
"新7-037","建柱式","1","点検済","35.7124222285","139.668501467","139.668497932526","35.7124222076481","点検済"
"江8-066","建柱式","1","点検済","35.7264571606","139.667228088","139.667224425354","35.7264571858633","点検済"
"鍋7-049","建柱式","1","点検済","35.6991918514","139.667287096","139.667283688714","35.6991917880561","点検済"
"江9-172","建柱式","1","点検済","35.7308979559","139.668470621","139.668466906033","35.7308979983089","点検済"
"桃8-052","建柱式","1","点検済","35.7022344917","139.668536052","139.668532610827","35.7022344396815","点検済"
"新9-067","建柱式","1","点検済","35.7168284316","139.667263473","139.667259905025","35.7168284229084","点検済"
"新9-124","建柱式","1","点検済","35.7224777626","139.667252898","139.667249274977","35.7224777739252","点検済"
"鍋8-081","建柱式","1","点検済","35.6950024515","139.667314615","139.667311242098","35.695002375614","点検済"
"鍋7-045","建柱式","1","点検済","35.6975385478","139.667309708","139.66730631399","35.6975384795135","点検済"
"南58-010","建柱式","1","点検済","35.6826453728","139.66735362","139.6673503464","35.6826452623864","点検済"
"南9-091","建柱式","1","点検済","35.6805720645","139.667358936","139.667355677575","35.680571948838","点検済"
"鍋7-034","建柱式","1","点検済","35.6959811332","139.66732913","139.667325748865","35.6959810602758","点検済"
"南9-166","建柱式","1","点検済","35.69077197","139.667347056","139.667343717881","35.6907718817115","点検済"
"昭8-091","建柱式","1","点検済","35.7084965781","139.667301178","139.667310888299","35.7084857445013","点検済"
"南9-197","建柱式","1","点検済","35.689334888","139.667357504","139.667354177689","35.6893347958239","点検済"
"桃8-152","建柱式","1","点検済","35.7054527049","139.667336215","139.667332751262","35.7054526604033","点検済"
"桃7-047","建柱式","1","点検済","35.7002916795","139.667351701","139.667348283629","35.7002916195476","点検済"
"昭8-080","建柱式","1","点検済","35.7079690462","139.667341164","139.667337677589","35.707969009261","点検済"
"新9-086","建柱式","1","点検済","35.7138454786","139.667330304","139.66732676334","35.7138454603989","点検済"
"南58-009","建柱式","1","点検済","35.6819419107","139.667397738","139.667394468826","35.6819417986092","点検済"
"桃8-148","建柱式","1","点検済","35.70295225","139.667364446","139.667361004615","35.7029521980519","点検済"
"鍋8-085","建柱式","1","点検済","35.6980724745","139.667379727","139.667376328167","35.6980724079399","点検済"
"鍋7-014","建柱式","1","点検済","35.6957426964","139.667385397","139.667382017551","35.6957426228606","点検済"
"新7-057","建柱式","1","点検済","35.7099971685","139.667361528","139.667358022477","35.7099971380686","点検済"
"鍋14-007","建柱式","1","点検済","35.6966755087","139.667400226","139.667396838699","35.6966754379854","点検済"
"南9-029","建柱式","1","点検済","35.6860834567","139.667433947","139.667430646249","35.6860833557295","点検済"
"鍋8-069","建柱式","1","点検済","35.6945088515","139.667427548","139.667424178609","35.694508774334","点検済"
"鍋9-107","建柱式","1","点検済","35.6947035444","139.667444676","139.667441305056","35.6947034678052","点検済"
"新7-031","建柱式","1","点検済","35.7121125372","139.667412648","139.667409122927","35.7121125135837","点検済"
"新9-119","建柱式","1","点検済","35.7212561401","139.667405784","139.667402171953","35.7212561473013","点検済"
"南9-025","壁掛式","1","点検済","35.6844135746","139.667487592","139.667484303503","35.6844134692004","点検済"
"南7-106","建柱式","1","点検済","35.6813743649","139.667501003","139.667497737484","35.6813742516035","点検済"
"桃7-044","建柱式","1","点検済","35.6998654569","139.667475522","139.667472107279","35.6998653958651","点検済"
"南9-187-1","建柱式","2","点検済","35.6873492864","139.667501785","139.667498473437","35.6873491890384","点検済"
"南9-187-2","建柱式","2","点検済","35.6873673137","139.667501748","139.667498436292","35.6873672163876","点検済"
"鍋7-033","建柱式","1","点検済","35.6971748129","139.667488933","139.667485540675","35.697174743808","点検済"
"昭7-105","建柱式","1","点検済","35.7099111413","139.66862753","139.66862401907","35.7099111127112","点検済"
"昭7-096","建柱式","1","点検済","35.7098899641","139.667465714","139.667462209224","35.7098899334581","点検済"
"南9-191","壁掛式","1","点検済","35.6876546446","139.667514265","139.667510950927","35.6876545480979","点検済"
"南7-079","建柱式","1","点検済","35.6837327581","139.66752246","139.667519177481","35.6837326509299","点検済"
"新9-118","建柱式","1","点検済","35.7210851986","139.667454064","139.667450453104","35.721085205223","点検済"
"新9-251","建柱式","1","点検済","35.7146212004","139.668648746","139.668645190685","35.7146211868077","点検済"
"桃7-048","建柱式","1","点検済","35.70025621","139.667499167","139.667495749161","35.7002561502033","点検済"
"鍋7-042","建柱式","1","点検済","35.6987305539","139.667503826","139.667500421022","35.6987304895347","点検済"
"鍋9-070","壁掛式","1","点検済","35.6913055463","139.667520519","139.667517175686","35.6913054597861","点検済"
"新7-130","建柱式","1","点検済","35.7134719396","139.667475522","139.667471983548","35.7134719204729","点検済"
"鍋7-041","建柱式","1","点検済","35.6991158783","139.667515632","139.667512223747","35.6991158151116","点検済"
"桃7-045","建柱式","1","点検済","35.6997549141","139.667514414","139.667511000023","35.6997548528183","点検済"
"新7-038","建柱式","1","点検済","35.7125507208","139.668677151","139.668673615043","35.7125507007082","点検済"
"江8-005","建柱式","1","点検済","35.7256003276","139.667466134","139.667462478571","35.7256003501564","点検済"
"新7-024","建柱式","1","点検済","35.7116229578","139.667495638","139.667492117136","35.7116229327257","点検済"
"桃8-073","建柱式","1","点検済","35.7020934085","139.667526801","139.667523366479","35.7020933542641","点検済"
"南9-031","建柱式","1","点検済","35.6854877529","139.667566488","139.667563190984","35.6854876505865","点検済"
"新9-138","建柱式","1","点検済","35.7181791362","139.66751039","139.667506807641","35.718179132687","点検済"
"新7-055","建柱式","1","点検済","35.7143395868","139.668699079","139.668695526027","35.7143395723965","点検済"
"南7-085","建柱式","1","点検済","35.6833133723","139.667593539","139.667590258982","35.6833132640992","点検済"
"南96-017","建柱式","1","点検済","35.6822774253","139.667596221","139.667592948774","35.6822773145279","点検済"
"新7-033","壁掛式","1","点検済","35.7111862956","139.667542577","139.667539059581","35.7111862692416","点検済"
"鍋55-004","建柱式","1","点検済","35.6944628394","139.667577446","139.6675740757","35.6944627623269","点検済"
"鍋8-141","建柱式","1","点検済","35.6983500576","139.667581928","139.667578525775","35.698349992232","点検済"
"新96-003","建柱式","1","点検済","35.7128675952","139.667551965","139.667548431678","35.7128675741886","点検済"
"新8-032","建柱式","1","点検済","35.7174757421","139.667547941","139.667544365243","35.7174757361796","点検済"
"南9-087","建柱式","1","点検済","35.6814374659","139.667627714","139.667624447796","35.6814373530446","点検済"
"昭8-071","建柱式","1","点検済","35.7068983302","139.667591533","139.66758805489","35.7068982904941","点検済"
"鍋8-067","建柱式","1","点検済","35.6940916254","139.667620338","139.667616971057","35.6940915473251","点検済"
"南9-023","建柱式","1","点検済","35.6845618495","139.667643077","139.667639786983","35.6845617448239","点検済"
"新96-004","建柱式","1","点検済","35.7126181908","139.667587154","139.667583623273","35.7126181690933","点検済"
"南58-006","建柱式","1","点検済","35.6802768441","139.66765523","139.667651971728","35.680276728332","点検済"
"南9-016","建柱式","1","点検済","35.6859865108","139.667645842","139.667642540407","35.6859864100215","点検済"
"桃57-005","建柱式","1","点検済","35.699426754","139.66761824","139.667614828609","35.6994266919266","点検済"
"江8-059","建柱式","1","点検済","35.7265339159","139.667565376","139.667561710302","35.7265339418364","点検済"
"鍋8-142","建柱式","1","点検済","35.6991167035","139.667625725","139.667622316422","35.6991166405032","点検済"
"鍋9-072","建柱式","1","点検済","35.6922579402","139.66764059","139.66763723823","35.69225785666","点検済"
"新9-002","建柱式","1","点検済","35.7102378266","139.66760695","139.66760344104","35.7102377973613","点検済"
"新9-247","建柱式","1","点検済","35.7099775674","139.667614996","139.667611490037","35.7099775373013","点検済"
"新9-128","建柱式","1","点検済","35.7227608454","139.667590857","139.667587228533","35.7227608581569","点検済"
"新9-122","建柱式","1","点検済","35.7221626808","139.667596088","139.667592465813","35.7221626914589","点検済"
"鍋9-076-2","建柱式","2","点検済","35.6937054743","139.667655533","139.667652169088","35.6937053951292","点検済"
"鍋9-076-1","建柱式","2","点検済","35.693687447","139.667655571","139.667652207238","35.6936873677752","点検済"
"新7-129","建柱式","1","点検済","35.7135722997","139.667618264","139.667614724253","35.7135722810952","点検済"
"江9-173","建柱式","1","点検済","35.7304750077","139.667588174","139.667584469239","35.7304750473935","点検済"
"桃8-063","建柱式","1","点検済","35.7025371889","139.667646623","139.667643183846","35.7025371362084","点検済"
"南9-074","壁掛式","1","点検済","35.6826053133","139.667701498","139.667698222512","35.6826052035192","点検済"
"新9-003","建柱式","1","点検済","35.7105764891","139.667648524","139.667645011912","35.7105764609428","点検済"
"鍋8-082","建柱式","1","点検済","35.6950944323","139.667683454","139.667680078364","35.6950943573458","点検済"
"江96-002","建柱式","1","点検済","35.7213981671","139.667631301","139.667627686099","35.7213981751099","点検済"
"桃8-108","建柱式","1","点検済","35.7028413417","139.667670652","139.667667210251","35.7028412899858","点検済"
"桃8-147","建柱式","1","点検済","35.7030871118","139.667670209","139.667666764771","35.7030870608001","点検済"
"桃8-067","壁掛式","1","点検済","35.7012421293","139.667676651","139.667673223341","35.7012420727766","点検済"
"桃8-149","建柱式","1","点検済","35.7032840507","139.667673139","139.667669692983","35.7032840002963","点検済"
"江8-011","建柱式","1","点検済","35.7256297235","139.667629749","139.667626092035","35.7256297464295","点検済"
"新9-104","建柱式","1","点検済","35.7165058637","139.668890696","139.668887121709","35.7165058564585","点検済"
"桃8-154","建柱式","1","点検済","35.7045925328","139.667693157","139.6676896991","35.7045924863573","点検済"
"昭7-042","建柱式","1","点検済","35.7073010185","139.66769201","139.66768852773","35.7073009801807","点検済"
"新7-177","建柱式","1","点検済","35.7107106301","139.667701604","139.667698090333","35.7107106024894","点検済"
"南9-089","建柱式","1","点検済","35.6808238","139.66777468","139.667771417512","35.6808236859284","点検済"
"桃8-153-2","建柱式","2","点検済","35.7040256749","139.667733014","139.667729560618","35.7040256268018","点検済"
"桃8-173","建柱式","1","点検済","35.7036951524","139.667734355","139.66773090469","35.7036951033419","点検済"
"桃8-153-1","建柱式","2","点検済","35.7040153291","139.667735025","139.667731572358","35.7040152809518","点検済"
"桃8-130","建柱式","1","点検済","35.7052551516","139.667739631","139.667736166889","35.7052551072278","点検済"
"江8-018","建柱式","1","点検済","35.7250635774","139.667702168","139.667698516949","35.7250635984264","点検済"
"鍋9-071","建柱式","1","点検済","35.691943464","139.668070072","139.667771221753","35.691911425713","点検済"
"新9-088","建柱式","1","点検済","35.7135340072","139.66774106","139.667737520176","35.7135339886584","点検済"
"新9-022","建柱式","1","点検済","35.7119235019","139.667750448","139.6677469228","35.7119234782572","点検済"
"南9-189","建柱式","1","点検済","35.6881858731","139.667802255","139.667798935142","35.6881857786151","点検済"
"新9-243","建柱式","1","点検済","35.7234315298","139.667730331","139.667726695996","35.7234315450848","点検済"
"鍋8-072","建柱式","1","点検済","35.6951321621","139.667799636","139.66779625943","35.6951320874654","点検済"
"新9-070","建柱式","1","点検済","35.7168278737","139.667763188","139.667759617622","35.7168278657638","点検済"
"昭7-051","建柱式","1","点検済","35.7062290623","139.66778812","139.667784646865","35.7062290209357","点検済"
"南7-071","壁掛式","1","点検済","35.6853111542","139.669066072","139.669062767909","35.6853110545715","点検済"
"南9-188","建柱式","1","点検済","35.6872591972","139.667833522","139.667830209388","35.6872591002599","点検済"
"昭8-072","建柱式","1","点検済","35.7070102687","139.66779964","139.667796159772","35.7070102296998","点検済"
"鍋14-001","建柱式","1","点検済","35.6948831235","139.667826485","139.667823110362","35.694883048166","点検済"
"鍋11-019","建柱式","1","点検済","35.6935389602","139.667831042","139.667827678539","35.6935388808417","点検済"
"新9-126","建柱式","1","点検済","35.7223035574","139.667773247","139.667769622147","35.7223035687651","点検済"
"昭8-085","建柱式","1","点検済","35.7093669788","139.667813473","139.667809971196","35.7093669470927","点検済"
"昭9-151","建柱式","1","点検済","35.7071527744","139.667818844","139.667815362706","35.7071527358184","点検済"
"新7-109","建柱式","1","点検済","35.7156235865","139.667802751","139.66779919124","35.7156235747918","点検済"
"昭57-007","建柱式","1","点検済","35.7095446687","139.667816495","139.66781299153","35.7095446375651","点検済"
"新7-025","建柱式","1","点検済","35.7116011792","139.66781348","139.667809957356","35.7116011545883","点検済"
"昭7-095","建柱式","1","点検済","35.7098688332","139.667817269","139.667813762516","35.7098688031011","点検済"
"新8-079","建柱式","1","点検済","35.7193714077","139.667798728","139.667795131739","35.7193714087753","点検済"
"南9-168","建柱式","1","点検済","35.6862206431","139.667871345","139.667868040495","35.6862205434177","点検済"
"新8-052","建柱式","1","点検済","35.7175367177","139.667808115","139.667804537411","35.7175367123776","点検済"
"南9-020","壁掛式","1","点検済","35.6846450212","139.66789275","139.667889457985","35.684644917288","点検済"
"鍋9-073","建柱式","1","点検済","35.6928458707","139.667884662","139.667881304029","35.6928457893577","点検済"
"新9-237","建柱式","1","点検済","35.7184981659","139.669070095","139.669066499968","35.7184981657975","点検済"
"江9-018","建柱式","1","点検済","35.721923949","139.6690665","139.669062871452","35.7219239608972","点検済"
"南96-016","建柱式","1","点検済","35.6822774253","139.66792345","139.667920176529","35.6822773152643","点検済"
"南9-090","建柱式","1","点検済","35.6812055165","139.667928815","139.667925548779","35.6812054037723","点検済"
"新7-139","建柱式","1","点検済","35.7239073203","139.667842984","139.667839343436","35.7239073374358","点検済"
"新8-050","建柱式","1","点検済","35.7176978673","139.667856395","139.667852815312","35.7176978625526","点検済"
"鍋9-103-1","建柱式","2","点検済","35.6972281377","139.667899095","139.667895700433","35.6972280695301","点検済"
"鍋9-103-2","建柱式","2","点検済","35.697246165","139.667899058","139.667895663283","35.6972460968842","点検済"
"鍋7-044","建柱式","1","点検済","35.6985211093","139.667899176","139.667895770658","35.6985210450092","点検済"
"昭8-088","建柱式","1","点検済","35.7090380109","139.667880355","139.66787685589","35.7090379782604","点検済"
"江9-152","建柱式","1","点検済","35.7300956045","139.667841643","139.667837940188","35.7300956431891","点検済"
"鍋11-012","建柱式","1","点検済","35.6960595708","139.668041759","139.667918600391","35.6958700467056","点検済"
"新9-129","建柱式","1","点検済","35.7231013903","139.667866207","139.667862574004","35.7231014046472","点検済"
"南9-199","建柱式","1","点検済","35.6888044291","139.667952955","139.667949629158","35.6888043365386","点検済"
"南9-027","建柱式","1","点検済","35.6850725994","139.667962343","139.667959046694","35.6850724968376","点検済"
"鍋55-003-1","建柱式","2","点検済","35.694114214","139.667944174","139.667940805142","35.6941141365686","点検済"
"鍋55-003-2","建柱式","2","点検済","35.6941322412","139.667944137","139.667940767992","35.6941321638226","点検済"
"江8-023","建柱式","1","点検済","35.7261828009","139.667881876","139.667878212573","35.7261828260317","点検済"
"新8-078","建柱式","1","点検済","35.7195880834","139.667896628","139.66789302967","35.7195880854104","点検済"
"南7-083","壁掛式","1","点検済","35.6828259015","139.667973071","139.667969793108","35.6828257929788","点検済"
"新7-007","建柱式","1","点検済","35.7111160592","139.667918086","139.667914567436","35.7111160332493","点検済"
"鍋7-013","建柱式","1","点検済","35.6948985669","139.667953845","139.667950469554","35.6948984918388","点検済"
"鍋9-058-2","建柱式","2","点検済","35.692929281","139.669202864","139.669199498474","35.6929292022502","点検済"
"新96-001","建柱式","1","点検済","35.7108541694","139.66792345","139.667919934258","35.7108541426383","点検済"
"新8-095","建柱式","1","点検済","35.7164974043","139.66916129","139.669157714158","35.7164973974493","点検済"
"昭8-079","建柱式","1","点検済","35.7079990612","139.667937428","139.667933938138","35.7079990254111","点検済"
"鍋8-125-1","建柱式","2","点検済","35.6956744362","139.667971969","139.667968437908","35.695746292811","点検済"
"鍋8-125-2","建柱式","2","点検済","35.6956924635","139.667971932","139.667968549842","35.6956923908526","点検済"
"江9-171","建柱式","1","点検済","35.7309447685","139.667911381","139.6679076686","35.730944810292","点検済"
"桃8-132","壁掛式","1","点検済","35.7047821073","139.667974085","139.667970623896","35.7047820619255","点検済"
"江9-174","建柱式","1","点検済","35.7313102873","139.667926468","139.667922752236","35.7313103303741","点検済"
"鍋9-075","建柱式","1","点検済","35.6931476624","139.668011963","139.668008602203","35.6931475821714","点検済"
"鍋8-139","建柱式","1","点検済","35.6979072846","139.668002933","139.66799953222","35.6979072186522","点検済"
"江8-012","建柱式","1","点検済","35.7251810298","139.667947894","139.667944240061","35.7251810515759","点検済"
"桃8-151","建柱式","1","点検済","35.7036228707","139.667818522","139.667989992392","35.7036026800644","点検済"
"新7-132","建柱式","1","点検済","35.7131812015","139.667979777","139.667976238717","35.7131811822515","点検済"
"新8-053","建柱式","1","点検済","35.7188248941","139.667977443","139.667973851306","35.7188248935449","点検済"
"鍋8-146","建柱式","1","点検済","35.6982808339","139.668030072","139.668026667963","35.6982807691211","点検済"
"南7-076","建柱式","1","点検済","35.6827471395","139.669358151","139.669354865962","35.6827470338305","点検済"
