年次（西暦）,地域階層コード,地域コード,従業地・通学地コード,地域名,（常住地）東京都,（常住地）区部,（常住地）千代田区,（常住地）中央区,（常住地）港区,（常住地）新宿区,（常住地）文京区,（常住地）台東区,（常住地）墨田区,（常住地）江東区,（常住地）品川区,（常住地）目黒区,（常住地）大田区,（常住地）世田谷区,（常住地）渋谷区,（常住地）中野区,（常住地）杉並区,（常住地）豊島区,（常住地）北区,（常住地）荒川区,（常住地）板橋区,（常住地）練馬区,（常住地）足立区,（常住地）葛飾区,（常住地）江戸川区,（常住地）多摩・島しょ,（常住地）市部,（常住地）八王子市,（常住地）立川市,（常住地）武蔵野市,（常住地）三鷹市,（常住地）青梅市,（常住地）府中市,（常住地）昭島市,（常住地）調布市,（常住地）町田市,（常住地）小金井市,（常住地）小平市,（常住地）日野市,（常住地）東村山市,（常住地）国分寺市,（常住地）国立市,（常住地）福生市,（常住地）狛江市,（常住地）東大和市,（常住地）清瀬市,（常住地）東久留米市,（常住地）武蔵村山市,（常住地）多摩市,（常住地）稲城市,（常住地）羽村市,（常住地）あきる野市,（常住地）西東京市,（常住地）郡部,（常住地）瑞穂町,（常住地）日の出町,（常住地）檜原村,（常住地）奥多摩町,（常住地）島部,（常住地）埼玉県,（常住地）千葉県,（常住地）神奈川県,（常住地）他の道府県,常住地別昼間人口（総数）
2020,4,13229,2,（従業地）西東京市,44224,5712,18,24,37,215,58,19,29,73,81,54,99,202,67,421,620,197,103,42,278,2827,82,58,108,38512,38463,307,380,950,519,136,332,204,170,99,544,2157,193,1568,322,104,79,31,452,691,2655,223,66,59,70,94,26058,49,34,12,3,0,0,6248,767,1193,453,52885
2020,3,13300,2,（従業地）郡部,26020,201,0,0,0,12,3,0,1,9,6,4,8,28,1,14,38,12,3,0,10,41,3,1,7,25819,15853,894,712,33,57,3913,113,1047,32,47,55,271,188,161,110,75,1194,8,409,27,79,1243,40,24,1931,3076,114,9966,6038,2393,429,1106,0,2687,45,240,140,29132
2020,4,13303,2,（従業地）瑞穂町,16560,140,0,0,0,6,3,0,0,6,6,3,4,16,1,9,29,5,2,0,10,35,2,0,3,16420,10305,484,577,27,46,2586,77,782,26,35,44,241,129,141,80,54,865,7,376,23,75,1195,28,18,1581,708,100,6115,5935,138,9,33,0,2462,30,155,79,19286
2020,4,13305,2,（従業地）日の出町,6829,53,0,0,0,6,0,0,1,2,0,1,4,12,0,5,5,7,1,0,0,5,1,0,3,6776,4405,372,112,6,9,709,31,216,6,9,8,27,49,14,26,18,296,0,26,3,4,40,8,6,272,2124,14,2371,87,2203,57,24,0,179,8,72,17,7105
2020,4,13307,2,（従業地）檜原村,719,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,717,317,24,14,0,1,35,3,19,0,0,3,0,2,3,1,1,9,0,4,1,0,4,1,0,9,183,0,400,2,32,363,3,0,6,0,5,8,738
2020,4,13308,2,（従業地）奥多摩町,1912,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1906,826,14,9,0,1,583,2,30,0,3,0,3,8,3,3,2,24,1,3,0,0,4,3,0,69,61,0,1080,14,20,0,1046,0,40,7,8,36,2003
2020,3,13350,2,（従業地）島部,11741,222,1,3,2,1,4,3,3,18,16,10,19,16,6,6,13,13,5,4,17,15,7,21,19,11519,77,6,3,7,5,3,5,2,12,4,0,3,4,4,3,0,0,1,2,1,0,1,3,0,1,0,7,2,1,1,0,0,11440,129,107,138,102,12217
2020,1,11000,2,（従業地）埼玉県,126388,84077,358,638,675,1808,1989,1348,1698,2163,1346,878,1789,2624,896,2082,2979,3605,7693,2496,12111,12000,14645,5173,3083,42311,41101,2047,1376,907,850,2487,1609,912,902,786,907,2775,873,5554,1429,563,648,263,1478,4464,3523,1001,388,396,778,575,3610,1210,1054,119,6,31,0,,,,,
2020,1,12000,2,（従業地）千葉県,71949,66067,432,1566,900,1073,1405,1333,3097,6803,1704,719,2376,1965,691,942,1629,1059,1415,1854,1546,1698,5220,8950,17690,5882,5854,514,202,400,407,81,366,96,420,475,308,288,216,235,282,129,38,165,67,144,188,57,154,118,35,44,425,27,18,8,0,1,1,,,,,
2020,1,14000,2,（従業地）神奈川県,213051,109098,473,1386,2709,2293,1707,1283,1920,3994,10643,5722,28607,17170,2286,2524,4943,2162,2264,1530,2871,3765,2586,2453,3807,103953,103725,14670,1853,1230,1503,684,4859,1132,3490,47716,1067,1344,2839,762,1312,1232,360,2866,480,329,574,347,4582,6405,371,477,1241,226,136,82,3,5,2,,,,,
2020,1,99000,2,（従業地）他の道府県,35781,24119,280,546,787,743,874,688,554,1322,1082,746,1738,2361,676,728,1656,780,859,728,1164,1611,1733,1124,1339,11662,11567,2052,445,530,520,234,722,239,625,1210,401,489,516,362,473,253,88,244,174,174,242,112,351,275,119,137,580,89,53,30,0,6,6,,,,,
2020,0,99999,2,従業地別常住人口（総数）,6448493,4547909,35384,93607,125434,176332,110823,103620,134427,248749,210674,134201,372813,400906,114388,161425,275415,145079,164529,104114,272675,317366,309618,209274,327056,1900584,1865112,251291,81836,67665,94413,57199,125246,51479,110093,179709,56905,84954,83648,64392,57382,33196,25959,38430,35749,30551,49755,30705,63184,41557,25278,33319,91217,23977,14780,6620,750,1827,11495,,,,,
2020,1,13000,3,（通学地）東京都,1712515,1133806,8720,16159,30743,36394,33159,20258,27192,59356,41918,31650,79926,126615,22664,33734,66427,31599,36959,24598,69168,101014,84926,53821,96806,578709,569847,85154,22060,18611,25059,16269,35037,13683,32209,60179,17854,28780,26735,19073,17745,10890,5938,10023,10966,9959,14763,10611,18933,13699,7093,10793,27731,6577,4151,1934,140,352,2285,100948,62162,126238,36764,2038627
2020,2,13100,3,（通学地）区部,1167770,1096883,8486,15811,29979,35136,32330,19901,26722,58309,41018,30684,78216,120239,21553,31814,60136,30684,36187,24215,67723,95533,83922,53041,95244,70887,70577,5523,1902,4661,5408,999,4305,1072,6197,5539,2998,3933,2181,2485,2432,1434,415,2590,899,1563,2464,508,1930,1709,433,628,6369,302,193,78,9,22,8,81838,55702,89460,26772,1421542
2020,4,13101,3,（通学地）千代田区,41095,34295,6633,560,778,1508,1613,679,910,1658,895,819,1479,3043,703,1039,2064,1006,898,624,1737,1719,1101,1000,1829,6800,6768,618,222,576,478,110,443,106,602,514,337,354,229,173,270,204,41,192,78,102,168,33,191,146,39,88,454,32,21,8,1,2,0,9374,9849,9673,3578,73569
2020,4,13102,3,（通学地）中央区,14217,13963,34,11505,49,59,51,87,135,493,97,29,171,85,25,26,81,41,57,50,53,70,175,166,424,254,253,25,11,22,13,8,16,6,18,29,17,7,10,6,10,3,0,5,4,1,5,0,9,2,2,1,23,1,1,0,0,0,0,337,483,337,147,15521
2020,4,13103,3,（通学地）港区,43703,41324,252,512,23666,604,831,332,383,958,1474,1379,1977,1965,840,443,971,435,429,258,759,842,620,562,832,2379,2373,214,51,211,176,23,147,38,192,280,116,98,72,59,104,72,12,78,17,34,55,7,79,66,5,11,156,6,6,0,0,0,0,2625,2924,7480,787,57519
2020,4,13104,3,（通学地）新宿区,65073,53817,295,410,710,26482,1491,423,519,1143,867,913,1343,2753,823,2912,2601,1541,979,477,1515,2520,886,765,1449,11256,11202,911,387,763,615,158,599,181,869,712,547,895,343,446,465,225,69,255,154,176,312,85,279,231,73,112,1340,54,28,21,1,4,0,10705,6631,10169,3216,95794
2020,4,13105,3,（通学地）文京区,53533,49031,342,472,668,1118,23412,827,646,1209,663,803,1026,1721,565,674,1245,2155,1662,836,3175,2034,1235,1006,1537,4502,4480,409,132,290,335,86,207,69,343,319,222,233,158,160,166,104,35,115,64,111,196,27,129,82,38,33,417,22,17,4,1,0,0,9465,6271,5228,2946,77443
2020,4,13106,3,（通学地）台東区,20921,20569,52,123,66,87,256,14545,565,385,123,37,190,100,37,51,80,128,254,712,210,142,1039,640,747,352,349,34,12,21,22,1,12,5,25,35,15,29,7,16,9,4,2,4,5,8,12,3,18,2,1,1,46,1,1,0,0,0,2,873,869,415,366,23444
2020,4,13107,3,（通学地）墨田区,25467,25354,25,155,47,58,69,327,19363,1082,73,17,129,40,20,42,44,36,79,228,76,59,782,1010,1593,113,113,11,2,12,6,1,5,1,6,12,2,6,8,6,2,0,1,1,1,4,2,1,1,2,1,0,19,0,0,0,0,0,0,373,1021,159,135,27155
2020,4,13108,3,（通学地）江東区,52649,52002,23,282,115,86,97,199,755,45219,288,90,339,172,71,77,119,86,114,154,147,189,545,617,2218,647,641,51,20,40,43,8,31,10,46,50,33,41,18,23,34,14,5,13,15,21,23,4,14,5,11,9,59,6,4,2,0,0,0,915,1358,726,405,56053
2020,4,13109,3,（通学地）品川区,40168,39108,39,141,426,184,179,179,198,408,30127,745,2937,993,153,145,302,156,149,138,275,279,241,234,480,1060,1055,87,21,78,60,15,57,12,77,168,40,57,28,29,27,24,7,48,15,17,35,12,28,30,7,12,64,5,4,0,0,1,0,1624,1913,5927,868,50500
2020,4,13110,3,（通学地）目黒区,33509,30792,43,124,299,244,316,80,104,545,915,20231,1932,2590,419,209,890,182,168,97,335,459,194,151,265,2717,2712,194,42,127,494,24,193,30,251,364,89,100,78,45,84,51,8,133,18,28,42,10,65,99,9,17,117,5,2,2,0,1,0,1004,771,4471,512,40267
2020,4,13111,3,（通学地）大田区,65847,65235,10,77,266,77,50,81,159,206,1581,485,60035,711,120,77,93,67,72,96,103,146,221,166,336,612,610,52,10,19,32,10,47,8,29,156,15,29,22,20,15,12,2,25,5,6,20,1,20,25,2,4,24,1,1,0,0,0,1,691,866,4878,518,72800
2020,4,13112,3,（通学地）世田谷区,129940,118509,184,287,721,687,493,248,350,796,1502,2487,2788,98128,1120,842,2363,502,496,277,826,1267,691,525,929,11431,11393,1011,231,415,852,114,927,128,1563,1555,292,307,393,177,253,205,53,956,101,85,148,60,553,499,63,86,366,35,23,8,2,2,3,6223,4231,18037,3293,161724
2020,4,13113,3,（通学地）渋谷区,36816,31561,130,311,1030,602,444,262,301,627,871,1198,1346,2424,15079,593,1413,537,505,294,778,1057,584,408,767,5255,5224,468,133,305,458,77,330,86,557,494,205,279,189,154,152,90,21,217,67,63,134,46,164,146,25,49,315,29,18,6,2,3,2,5448,3747,9473,2347,57831
2020,4,13114,3,（通学地）中野区,34871,30389,47,106,118,673,180,124,157,336,162,148,304,653,318,21276,1902,297,238,101,457,1854,243,200,495,4482,4455,298,175,256,280,77,231,93,226,126,229,416,137,295,192,81,37,81,94,121,195,74,68,55,47,56,515,27,18,5,0,4,0,1768,1329,1577,655,40200
2020,4,13115,3,（通学地）杉並区,63312,55211,75,116,207,570,285,142,182,419,323,360,528,2537,535,1414,43274,351,261,134,501,1952,276,211,558,8101,8074,477,231,893,972,105,612,128,877,263,491,375,225,207,306,162,53,309,102,92,157,60,125,187,47,49,569,27,15,8,1,3,0,2299,1271,2447,869,70198
2020,4,13116,3,（通学地）豊島区,43983,39745,117,276,409,992,1111,342,313,652,497,522,840,1155,371,697,959,20897,1278,553,2868,2499,974,635,788,4238,4214,283,106,197,233,82,193,83,255,246,149,265,108,201,138,82,32,77,66,259,324,34,103,58,26,46,568,24,16,7,1,0,0,10714,4200,4696,2135,65728
2020,4,13117,3,（通学地）北区,35142,34646,49,73,126,261,466,341,232,332,84,93,180,192,100,128,130,735,26045,624,1677,551,1247,494,486,496,494,34,7,25,28,8,25,4,35,15,8,47,19,31,14,6,1,11,13,25,33,3,9,4,4,5,80,2,2,0,0,0,0,4358,738,319,453,41010
2020,4,13118,3,（通学地）荒川区,20809,20467,30,32,38,60,145,177,143,103,43,48,93,136,38,47,97,106,241,17327,132,133,791,313,194,342,342,32,1,22,19,8,13,8,25,32,15,18,9,9,12,11,1,17,2,6,21,7,8,13,2,1,30,0,0,0,0,0,0,718,693,409,216,22845
2020,4,13119,3,（通学地）板橋区,61409,59932,40,83,109,338,527,135,152,255,199,124,206,270,104,305,347,842,1572,286,50715,2140,530,230,423,1477,1471,108,28,68,76,26,76,19,63,52,52,77,45,107,45,29,9,17,22,99,133,10,29,26,12,17,226,6,2,3,0,1,0,6971,1091,923,1284,71678
2020,4,13120,3,（通学地）練馬区,83847,80590,33,45,66,313,167,37,39,133,76,73,108,304,72,709,966,421,210,64,1087,75327,134,74,132,3257,3248,79,43,254,147,15,74,31,79,39,87,239,34,276,89,36,13,16,42,283,410,23,16,15,5,14,889,9,8,1,0,0,0,2290,556,578,426,87697
2020,4,13121,3,（通学地）足立区,74291,73764,14,39,22,48,61,144,290,204,50,43,100,122,14,48,93,73,339,621,163,138,69568,1176,394,527,521,59,14,29,34,22,32,20,23,27,17,24,23,22,26,9,10,9,5,12,23,4,9,4,6,12,46,6,4,2,0,0,0,1808,1361,644,771,78875
2020,4,13122,3,（通学地）葛飾区,45611,45300,10,19,22,36,42,85,362,165,52,24,79,90,16,34,60,58,85,160,81,88,1341,41373,1018,311,308,38,18,21,17,8,13,1,11,32,14,20,14,11,13,5,0,6,4,5,11,1,9,7,4,1,24,3,2,0,0,1,0,712,1123,532,330,48308
2020,4,13123,3,（通学地）江戸川区,81557,81279,9,63,21,49,44,105,464,981,56,16,86,55,10,26,42,32,56,104,53,68,504,1085,77350,278,277,30,5,17,18,13,22,5,25,19,6,17,12,12,6,5,3,5,5,5,5,3,4,5,4,4,22,1,0,1,0,0,0,543,2406,362,515,85383
2020,2,13500,3,（通学地）多摩・島しょ,544745,36923,234,348,764,1258,829,357,470,1047,900,966,1710,6376,1111,1920,6291,915,772,383,1445,5481,1004,780,1562,507822,499270,79631,20158,13950,19651,15270,30732,12611,26012,54640,14856,24847,24554,16588,15313,9456,5523,7433,10067,8396,12299,10103,17003,11990,6660,10165,21362,6275,3958,1856,131,330,2277,19110,6460,36778,9992,617085
2020,3,13200,3,（通学地）市部,537498,36877,234,347,763,1256,829,356,470,1046,899,965,1707,6373,1110,1917,6288,912,770,383,1441,5474,1001,779,1557,500621,498954,79582,20149,13948,19649,15226,30727,12582,26009,54637,14853,24840,24550,16580,15308,9455,5508,7433,10047,8393,12297,10058,17002,11989,6648,10132,21352,1662,916,579,47,120,5,19082,6453,36773,9980,609786
2020,4,13201,3,（通学地）八王子市,95392,7017,44,86,114,231,167,93,134,279,211,200,465,986,155,335,871,207,211,136,394,772,275,219,432,88375,88059,68835,1170,382,492,514,1393,651,1143,2397,552,745,3225,417,787,516,304,171,343,142,200,285,1612,494,340,515,434,315,200,82,11,22,1,5728,1648,11109,3503,117380
2020,4,13202,3,（通学地）立川市,23050,388,0,2,3,13,6,1,4,9,10,11,19,45,12,22,110,5,7,0,16,59,12,7,15,22662,22545,1075,15373,144,170,307,532,364,145,160,260,522,596,303,428,303,129,18,299,76,88,291,266,192,158,208,138,115,57,46,2,10,2,255,81,313,283,23982
2020,4,13203,3,（通学地）武蔵野市,22935,5697,51,56,92,194,137,49,59,169,90,141,177,655,150,357,1415,135,100,43,174,1013,121,117,202,17238,17031,432,211,10938,718,107,432,141,377,136,556,447,207,196,350,192,49,61,114,74,181,67,73,74,67,78,753,207,29,173,1,4,0,2135,1076,1211,650,28007
2020,4,13204,3,（通学地）三鷹市,21429,2345,19,17,49,81,65,16,27,56,50,60,88,504,60,109,546,39,24,24,67,290,37,28,89,19084,19073,195,83,337,15688,45,393,52,631,79,261,192,89,70,127,81,16,111,25,18,77,18,85,108,22,34,236,11,7,3,0,1,0,438,270,514,295,22946
2020,4,13205,3,（通学地）青梅市,13115,16,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,7,1,1,1,13099,12980,129,86,6,5,11941,20,143,2,8,8,26,30,11,12,13,92,1,38,1,8,68,5,4,146,169,8,119,73,29,4,13,0,50,4,32,19,13220
2020,4,13206,3,（通学地）府中市,30186,948,3,9,8,34,31,7,11,37,23,22,48,202,19,41,162,29,25,10,35,98,16,24,54,29238,29213,560,246,182,343,50,24180,137,684,89,327,269,361,141,413,291,26,78,60,38,46,39,308,210,23,37,75,23,9,9,0,5,2,422,153,501,246,31508
2020,4,13207,3,（通学地）昭島市,11275,33,1,0,0,0,1,1,0,0,0,0,2,2,2,6,6,0,1,0,4,5,0,2,0,11242,11159,299,225,2,8,264,62,9329,18,15,31,69,117,34,72,52,112,2,79,6,3,77,15,12,80,154,22,83,48,28,2,5,0,60,9,29,28,11401
2020,4,13208,3,（通学地）調布市,29019,3489,10,31,219,92,64,16,30,63,73,117,106,1084,289,95,590,60,51,19,73,210,77,38,82,25530,25526,551,60,304,683,17,635,39,21118,231,203,163,198,51,124,95,20,222,21,15,31,9,303,269,9,9,146,4,4,0,0,0,0,639,372,1374,528,31932
2020,4,13209,3,（通学地）町田市,57684,3110,12,20,67,78,55,31,40,81,113,128,258,983,128,98,269,64,61,31,105,182,106,54,146,54574,54543,1932,128,57,110,91,280,86,311,49495,70,84,292,64,88,66,30,224,68,18,29,29,516,323,45,53,54,31,22,4,2,3,0,1020,532,13661,925,73822
2020,4,13210,3,（通学地）小金井市,19594,2704,18,31,37,103,64,23,30,71,73,47,111,294,50,205,631,63,65,25,93,438,71,58,103,16890,16853,380,217,415,382,130,507,128,211,144,11134,817,214,236,479,168,61,25,102,86,252,68,99,102,59,73,364,37,18,12,2,5,0,1460,413,1217,496,23180
2020,4,13211,3,（通学地）小平市,26647,2145,13,25,36,124,47,28,30,58,62,55,81,158,46,163,309,72,72,24,92,471,50,47,82,24502,24453,460,446,210,176,150,372,213,107,83,387,18538,231,497,774,168,69,17,339,151,230,148,31,50,101,113,392,49,36,8,2,3,0,1369,322,574,503,29415
2020,4,13212,3,（通学地）日野市,23628,794,7,1,8,35,12,9,13,31,28,13,44,107,19,50,106,23,22,8,53,101,36,22,46,22834,22776,1710,312,64,87,166,425,166,175,213,91,135,17894,85,135,119,52,29,99,27,44,86,272,117,78,117,78,58,29,19,4,6,0,655,114,966,459,25822
2020,4,13213,3,（通学地）東村山市,15340,397,0,1,1,13,5,0,1,6,4,2,4,24,1,46,76,7,11,0,13,174,1,2,5,14943,14928,85,128,53,50,32,84,44,19,8,104,386,46,12905,99,37,23,1,191,113,139,83,12,5,30,33,218,15,7,8,0,0,0,372,12,32,35,15791
2020,4,13214,3,（通学地）国分寺市,15874,1776,26,18,62,66,48,25,23,51,43,56,55,182,70,108,346,62,38,20,68,250,49,30,80,14098,14065,369,170,166,156,102,245,89,94,82,256,577,172,178,10573,116,44,21,75,50,79,61,58,64,49,53,166,33,20,9,0,4,0,1218,282,538,431,18343
2020,4,13215,3,（通学地）国立市,13884,1747,16,12,20,75,50,15,16,43,39,41,73,310,45,101,437,47,21,11,71,189,33,29,53,12137,12111,541,367,272,195,91,387,129,224,220,252,664,264,117,516,7032,40,45,79,44,66,51,136,130,47,63,139,26,16,9,0,1,0,756,294,1113,306,16353
2020,4,13218,3,（通学地）福生市,5089,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,5082,4994,74,43,1,1,230,5,151,1,1,3,6,18,3,3,2,4117,0,29,1,1,59,2,0,94,148,1,88,56,23,2,7,0,7,1,3,8,5108
2020,4,13219,3,（通学地）狛江市,7361,243,0,0,1,0,1,0,0,0,2,4,5,199,4,2,10,3,3,0,4,3,0,0,2,7118,7116,69,3,2,34,0,53,1,98,395,3,1,7,1,5,2,0,6290,0,0,1,2,57,89,1,1,1,2,1,1,0,0,0,15,11,48,47,7482
2020,4,13220,3,（通学地）東大和市,9410,23,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,15,0,0,0,9387,9318,105,238,3,5,178,30,130,1,6,18,160,110,149,57,24,61,0,7604,7,31,135,10,6,65,123,62,69,41,22,3,3,0,41,3,6,16,9476
2020,4,13221,3,（通学地）清瀬市,9236,733,1,6,3,21,19,4,10,18,8,6,10,30,2,31,52,25,16,5,48,350,21,20,27,8503,8497,28,18,15,18,8,42,12,7,11,36,147,18,381,39,12,6,6,28,7134,304,2,6,10,8,5,196,6,3,0,0,3,0,872,151,117,168,10544
2020,4,13222,3,（通学地）東久留米市,11720,439,0,6,1,16,18,3,1,2,1,9,2,12,11,13,35,21,7,2,31,232,10,1,5,11281,11276,15,18,23,16,6,18,6,6,3,53,183,9,242,17,1,3,0,26,222,10132,6,4,3,2,4,258,5,3,2,0,0,0,133,7,17,25,11902
2020,4,13223,3,（通学地）武蔵村山市,10434,92,0,0,0,0,0,0,1,1,0,1,0,7,0,6,15,3,0,0,3,50,1,1,3,10342,10231,165,243,13,19,216,58,178,12,16,43,121,59,107,76,47,59,1,136,17,33,8246,44,38,108,116,60,111,90,14,3,4,0,122,13,28,25,10622
2020,4,13224,3,（通学地）多摩市,17854,1450,10,21,31,35,24,19,26,43,51,32,107,484,31,36,140,23,23,14,50,77,51,51,71,16404,16388,838,103,36,95,29,306,36,430,615,29,50,202,25,43,41,15,87,36,10,16,21,12955,283,26,27,34,16,12,3,0,1,0,546,305,2392,517,21614
2020,4,13225,3,（通学地）稲城市,10627,182,0,2,3,5,2,3,1,11,9,6,15,44,5,8,21,0,2,4,8,14,3,4,12,10445,10442,229,33,9,49,8,140,11,133,165,8,14,52,7,3,34,4,14,2,2,6,10,109,9385,7,6,2,3,0,3,0,0,0,105,40,591,100,11463
2020,4,13227,3,（通学地）羽村市,5782,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,5777,5706,37,55,2,0,258,9,70,0,2,5,5,23,10,8,2,76,1,86,0,2,90,0,0,4917,47,1,71,64,5,0,2,0,7,4,7,4,5804
2020,4,13228,3,（通学地）あきる野市,9928,47,0,0,0,1,1,0,0,1,0,0,1,4,1,4,7,3,1,0,4,13,1,1,4,9881,9727,400,114,6,9,259,37,233,15,47,22,55,80,37,26,22,91,1,61,2,11,66,17,14,152,7935,15,154,65,63,9,17,0,74,7,63,24,10096
2020,4,13229,3,（通学地）西東京市,21005,1050,3,2,8,39,12,12,13,16,9,12,35,49,9,76,131,21,9,7,34,459,29,23,42,19955,19944,69,59,306,140,27,82,43,47,16,141,464,36,313,54,19,9,7,107,139,287,41,7,7,14,11,17499,11,6,4,0,1,0,583,329,317,339,22573
2020,3,13300,3,（通学地）郡部,4926,14,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,4,0,0,3,4912,299,45,8,2,0,43,5,29,3,2,3,6,4,6,5,0,15,0,19,2,1,45,0,1,12,33,10,4613,3042,1277,84,210,0,17,0,1,6,4950
2020,4,13303,3,（通学地）瑞穂町,3357,11,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,4,0,0,1,3346,293,45,8,2,0,42,5,29,3,2,3,6,4,6,5,0,14,0,19,2,1,43,0,1,11,32,10,3053,3042,6,2,3,0,17,0,0,1,3375
2020,4,13305,3,（通学地）日の出町,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1271,0,1271,0,0,0,0,0,1,5,1281
2020,4,13307,3,（通学地）檜原村,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,82,0,0,0,0,0,0,82
2020,4,13308,3,（通学地）奥多摩町,212,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,209,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,207,0,0,0,207,0,0,0,0,0,212
2020,3,13350,3,（通学地）島部,2321,32,0,1,1,1,0,1,0,1,1,1,3,1,1,2,3,2,1,0,3,3,3,1,2,2289,17,4,1,0,2,1,0,0,0,1,0,1,0,2,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2272,11,7,4,6,2349
2020,1,11000,3,（通学地）埼玉県,19228,11998,58,121,119,317,396,238,290,397,234,193,395,552,150,328,568,538,713,372,1575,1889,1403,577,575,7230,7072,468,264,139,147,390,252,208,139,140,204,606,173,742,300,122,120,48,196,393,509,127,74,67,156,177,911,156,122,24,4,6,2,,,,,
2020,1,12000,3,（通学地）千葉県,14389,13216,69,188,133,171,286,251,585,1221,263,133,463,341,123,153,286,193,240,386,345,368,1385,2137,3496,1173,1160,111,40,71,87,22,65,30,58,72,53,69,56,51,33,24,11,26,20,24,53,9,27,19,16,7,106,9,7,2,0,0,4,,,,,
2020,1,14000,3,（通学地）神奈川県,33476,20504,153,238,623,523,487,192,278,666,1367,1367,3946,4316,566,470,1116,404,378,208,585,959,491,390,781,12972,12912,1639,277,299,311,139,514,166,650,4958,230,292,385,151,276,193,74,473,88,71,127,48,568,562,83,90,248,58,38,18,1,1,2,,,,,
2020,1,99000,3,（通学地）他の道府県,4783,2667,23,54,39,60,100,61,76,130,102,90,217,261,69,61,166,89,73,86,127,154,278,201,150,2116,2091,654,80,53,53,39,129,52,72,178,46,84,155,41,57,35,21,20,18,17,38,21,66,37,27,31,67,22,17,3,1,1,3,,,,,
2020,0,99999,3,通学地別常住人口（総数）,1784391,1182191,9023,16760,31657,37465,34428,21000,28421,61770,43884,33433,84947,132085,23572,34746,68563,32823,38363,25650,71800,104384,88483,57126,101808,602200,593082,88026,22721,19173,25657,16859,35997,14139,33128,65527,18387,29831,27504,20058,18411,11264,6164,10590,11288,10464,15490,10816,19668,14384,7375,11098,29063,6822,4335,1981,146,360,2296,,,,,
2025,1,13000,1,（従業地・通学地）東京都,13701803,9611857,76273,184511,291065,352207,239577,214509,267445,536297,412830,286859,715180,926053,247682,342527,583758,300145,347363,215642,585725,727964,654797,436453,666995,4089946,4014199,543309,177681,147917,188981,124175,255786,106608,237704,379281,124565,192545,188937,136154,125695,71993,53311,81370,80746,69444,108298,69302,137466,86005,51325,76568,199033,52766,30030,16871,1696,4169,22981,920527,698555,1074007,175836,16570728
2025,2,13100,1,（従業地・通学地）区部,10073604,9486126,75503,183379,289037,347406,237205,213374,265925,533295,409650,284191,709947,906203,244007,335126,559058,296809,344588,214485,580377,707400,652002,434228,662931,587478,585892,40961,17151,39289,45056,5472,38188,9181,55696,44703,27160,30257,20422,20546,21969,10538,3068,22542,7938,12037,20588,3440,19180,15037,2718,3263,49492,1539,936,520,24,59,47,829469,681658,926158,153847,12664736
2025,4,13101,1,（従業地・通学地）千代田区,497339,420819,60656,12918,13124,17403,19514,9439,11777,24376,15529,12202,19965,28353,10784,14117,25277,12837,13011,8541,19310,19584,15769,13606,22727,76520,76324,5307,2286,6684,6175,662,4630,1272,7145,5489,4400,3882,2808,2275,3376,1665,346,2441,883,1349,2381,344,2525,1795,349,436,5419,192,111,68,3,10,4,113249,119406,128640,26010,884644
2025,4,13102,1,（従業地・通学地）中央区,391973,352853,2149,133105,7547,7516,6969,7405,10814,24324,10791,6772,14784,14189,5274,7291,12512,6125,6527,5667,9975,10477,12140,10782,19718,39120,39046,2568,1157,3103,3228,330,2463,597,3627,3093,2123,1972,1331,1204,1747,892,190,1313,487,646,1176,191,1271,924,169,160,3084,73,44,26,1,2,1,71350,91961,79654,15088,650026
