平成28年地価調査地点データ一覧（林地を除く）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
継続地点,都道府県市区町村コード,対象年（和暦）,基準地名,基準地番号（用途）,基準地番号（連番）,都分類地区１,都分類地区２,区市町村名,地番,住居表示,当年価格（円）,前年価格（円）,対前年変動率（％）,地積（㎡）,形状区分,間口（比率）,奥行（比率）,利用の現況,構造,地上階,地下階,周辺の土地の利用の現況,前面道路区分,前面道路の方位,前面道路の幅員(m),前面道路の駅前区分,側道区分,側道方位,ガス,水道,下水道,主要交通施設,交通施設との近接区分,交通施設までの道路距離（m）,用途区分,防火地域,指定建ぺい率（％）,指定容積率（％）,割増容積率考慮区分,高度地区,区域区分,森林法,公園法,公園法普通特別,共通地点区分,前回地価公示都道府県市区町村コード,前回地価公示番号（用途）,前回地価公示番号（連番）,前回価公示価格（円）
○,13113 ,28 ,渋谷,0 ,10 ,区部,都心５区,渋谷区,東一丁目２６番１,東１－５－１０,"957,000 ","925,000 ",3.5 ,189 ,,1,1.5,住宅,RC,2F,,一般住宅、共同住宅等が混在する住宅地域,区道,南西,4.5,,,,ガス,水道,下水道,渋谷,,700 ,２中専,準防,60 ,300 ,,高度,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,1 ,区部,都心５区,渋谷区,広尾五丁目２１番２,広尾５－１６－１,"1,540,000 ","1,470,000 ",4.8 ,94 ,,1,1.5,店舗兼共同住宅,RC,5F,,小売店、飲食店、共同住宅等が混在する商業地域,区道,北西,11,,,,ガス,水道,下水道,広尾,,180 ,商業,防火,80 ,400 ,,高度,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,2 ,区部,都心５区,渋谷区,恵比寿一丁目１２番１３,恵比寿１－１１－２,"2,920,000 ","2,700,000 ",8.1 ,192 ,,1,2,店舗、事務所兼共同住宅,SRC,8F,,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,都道,北東,20,,,,ガス,水道,下水道,恵比寿,,110 ,商業,防火,80 ,500 ,,高度,,,,,*,13113 ,5 ,15 ,"2,780,000 "
○,13113 ,28 ,渋谷,5 ,3 ,区部,都心５区,渋谷区,神南一丁目１０番２外,神南１－２２－８,"10,200,000 ","9,250,000 ",10.3 ,317 ,,1,1.5,店舗兼事務所,SRC,10F,,中高層の店舗、事務所ビルが建ち並ぶ商業地域,区道,西,24,,,,ガス,水道,下水道,渋谷,,250 ,商業,防火,80 ,800 ,,,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,4 ,区部,都心５区,渋谷区,道玄坂二丁目２１３番,道玄坂２－２９－１９,"10,000,000 ","9,130,000 ",9.5 ,207 ,台形,1,2,店舗兼事務所,RC,7F,1B,中高層の店舗、事務所ビルが建ち並ぶ商業地域,区道,北東,20,,,,ガス,水道,下水道,渋谷,,300 ,商業,防火,80 ,700 ,,,,,,,*,13113 ,5 ,12 ,"9,500,000 "
○,13113 ,28 ,渋谷,5 ,5 ,区部,都心５区,渋谷区,渋谷二丁目９番３,渋谷２－９－９,"4,370,000 ","4,050,000 ",7.9 ,184 ,,1,2,店舗兼事務所,SRC,9F,1B,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,国道,北西,40,,背面道,,ガス,水道,下水道,渋谷,,600 ,商業,防火,80 ,700 ,,,,,,,*,13113 ,5 ,3 ,"4,140,000 "
○,13113 ,28 ,渋谷,5 ,6 ,区部,都心５区,渋谷区,道玄坂一丁目２９番１４,道玄坂１－１９－１２,"4,150,000 ","3,840,000 ",8.1 ,119 ,,1,2,店舗、事務所兼住宅,SRC,10F,,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,区道,北西,22,,,,ガス,水道,下水道,渋谷,,570 ,商業,防火,80 ,800 ,,,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,7 ,区部,都心５区,渋谷区,渋谷三丁目６番１４,渋谷３－６－２,"4,300,000 ","4,000,000 ",7.5 ,171 ,,1,1.5,店舗兼事務所,SRC,9F,1B,中高層の店舗付事務所ビル等が建ち並ぶ商業地域,国道,北,55,,,,ガス,水道,下水道,渋谷,,360 ,商業,防火,80 ,800 ,,,,,,,,,,,
,13113 ,28 ,渋谷,5 ,8 ,区部,都心５区,渋谷区,千駄ケ谷五丁目３２番５外,千駄ケ谷５－３２－１０,"5,300,000 ",,,"1,275 ",,2,1,店舗、事務所兼駐車場,SRC,8F,1B,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,都道,西,22,,三方路,,ガス,水道,下水道,新宿,,430 ,商業,防火,80 ,600 ,,,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,9 ,区部,都心５区,渋谷区,幡ケ谷二丁目１９番２８,幡ケ谷２－１９－４,"1,250,000 ","1,200,000 ",4.2 ,176 ,台形,1,1.2,店舗兼共同住宅,SRC,10F,,高層の店舗兼共同住宅が多い商業地域,国道,南東,40,,側道,南西,ガス,水道,下水道,幡ヶ谷,,250 ,商業,防火,80 ,500 ,,高度,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,10 ,区部,都心５区,渋谷区,円山町８６番２外,円山町２２－１６,"1,250,000 ","1,200,000 ",4.2 ,142 ,,1,1.5,店舗、診療所兼共同住宅,RC,5F,,中層の店舗兼マンションが多い商業地域,区道,北西,5.3,,,,ガス,水道,下水道,神泉,,80 ,商業,防火,80 ,500 ,,,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,11 ,区部,都心５区,渋谷区,渋谷三丁目２０番１９,渋谷３－２９－２０,"3,500,000 ","3,200,000 ",9.4 ,"1,652 ",,1,1,事務所,SRC,14F,1B,大規模な事務所ビル等が建ち並ぶ商業地域,区道,北東,10,,,,ガス,水道,下水道,渋谷,近接,,商業,防火,80 ,600 ,,,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,12 ,区部,都心５区,渋谷区,初台一丁目３８番１０外,初台１－３８－１１,"1,170,000 ","1,120,000 ",4.5 ,115 ,台形,1,2,店舗、事務所兼住宅,RC,5F,1B,中層店舗ビル等が建ち並ぶ駅前の商業地域,区道,南西,9.7,,,,ガス,水道,下水道,初台,近接,,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,13 ,区部,都心５区,渋谷区,西原三丁目２番９外,西原３－２－５,"1,110,000 ","1,070,000 ",3.7 ,89 ,,1,3.5,店舗兼住宅,RC,4F,,中層の小売店舗、飲食店舗等が多い近隣商業地域,区道,南,7.5,,背面道,,ガス,水道,下水道,代々木上原,,300 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,14 ,区部,都心５区,渋谷区,富ケ谷一丁目１５５４番８外,富ケ谷１－５１－４,"1,330,000 ","1,270,000 ",4.7 ,92 ,,1,3,店舗、事務所兼住宅,S,5F,,中高層店舗、事務所ビル等が多い駅前の商業地域,区道,北東,13,,,,ガス,水道,下水道,代々木公園,,80 ,近商,防火,80 ,400 ,,高度,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,15 ,区部,都心５区,渋谷区,代々木一丁目４４番１,代々木１－４４－１２,"1,270,000 ","1,200,000 ",5.8 ,91 ,台形,1.5,1,店舗兼事務所,RC,5F,,中層の事務所ビル等が建ち並ぶ商業地域,区道,南,15,,,,ガス,水道,下水道,代々木,,320 ,近商,防火,80 ,400 ,,高度,,,,,,,,,
○,13113 ,28 ,渋谷,5 ,16 ,区部,都心５区,渋谷区,神宮前一丁目１９番４６,神宮前１－１９－１４,"3,900,000 ","3,690,000 ",5.7 ,115 ,,1.5,1,店舗、事務所兼住宅,SRC,8F,,中高層の店舗、事務所ビル等が建ち並ぶ商業地域,区道,北西,20,,側道,北東,ガス,水道,下水道,原宿,,80 ,商業,防火,80 ,500 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,0 ,1 ,区部,その他区,中野区,鷺宮三丁目１５３番４,鷺宮３－２８－５,"430,000 ","424,000 ",1.4 ,167 ,,1,2,住宅,W,2F,,中小規模一般住宅にアパートも見られる住宅地域,区道,北西,5.5,,,,ガス,水道,下水道,鷺ノ宮,,320 ,１低専,準防,50 ,150 ,,高度,,,,,*,13114 ,0 ,14 ,"426,000 "
○,13114 ,28 ,中野,0 ,2 ,区部,その他区,中野区,大和町一丁目６７番１５,大和町１－３６－１２,"431,000 ","418,000 ",3.1 ,159 ,,1,2,住宅,LS,2F,,中規模一般住宅、アパートが多い住宅地域,区道,東,3.5,,,,ガス,水道,下水道,高円寺,,750 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,0 ,3 ,区部,その他区,中野区,江原町三丁目２４番８,江原町３－２４－２,"441,000 ","430,000 ",2.6 ,217 ,,1,1.5,寄宿舎,W,2F,,中規模一般住宅に共同住宅も見られる住宅地域,区道,南,6,,,,ガス,水道,下水道,新江古田,,300 ,１低専,準防,60 ,150 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,0 ,4 ,区部,その他区,中野区,上高田四丁目３４番３,上高田４－３４－４,"444,000 ","433,000 ",2.5 ,101 ,,1,1.5,住宅,W,2F,,一般住宅のほか共同住宅等も見られる住宅地域,区道,西,5.5,,,,ガス,水道,下水道,新井薬師前,,620 ,１低専,準防,60 ,150 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,0 ,5 ,区部,その他区,中野区,本町六丁目５８番１６,本町６－２２－５,"525,000 ","510,000 ",2.9 ,215 ,,1,1.5,住宅,W,1F,,中規模一般住宅、アパート等が建ち並ぶ住宅地域,区道,西,5.5,,,,ガス,水道,下水道,新中野,,450 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,0 ,6 ,区部,その他区,中野区,南台三丁目４５番７,南台３－３７－７,"468,000 ","451,000 ",3.8 ,85 ,,1.5,1,住宅,W,3F,,小規模一般住宅、アパート等が建ち並ぶ住宅地域,区道,南,3.6,,側道,東,ガス,水道,下水道,方南町,,700 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,0 ,7 ,区部,その他区,中野区,中央三丁目１番１７,中央３－３－６,"590,000 ","572,000 ",3.1 ,92 ,,1,2,住宅,W,3F,,一般住宅、アパート等が建ち並ぶ住宅地域,区道,西,5.4,,,,ガス,水道,下水道,新中野,,720 ,１中専,準防,60 ,200 ,,高度,,,,,*,13114 ,0 ,3 ,"578,000 "
○,13114 ,28 ,中野,0 ,8 ,区部,その他区,中野区,中央一丁目３１番１７６,中央１－３０－２８,"639,000 ","615,000 ",3.9 ,294 ,,1,2,住宅,W,2F,,一般住宅、マンション等が建ち並ぶ住宅地域,区道,東,5.5,,,,ガス,水道,下水道,中野坂上,,280 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,0 ,9 ,区部,その他区,中野区,東中野四丁目４７番１９,東中野４－１２－１８,"570,000 ","551,000 ",3.4 ,161 ,,1,1.5,住宅,LS,2F,,一般住宅のほかマンション等も見られる住宅地域,私道,南東,4,,,,ガス,水道,下水道,東中野,,290 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,0 ,10 ,区部,その他区,中野区,沼袋二丁目２００番２１,沼袋２－２３－１１,"436,000 ","426,000 ",2.3 ,132 ,,1,2,住宅,W,2F,,中規模一般住宅にアパートも混在する住宅地域,区道,北東,5.2,,,,ガス,水道,下水道,沼袋,,550 ,１低専,準防,60 ,150 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,0 ,11 ,区部,その他区,中野区,新井二丁目４８番２７,新井２－８－１０,"550,000 ","529,000 ",4.0 ,170 ,,1,1.5,共同住宅,RC,4F,,中小規模の中層共同住宅が多く建ち並ぶ住宅地域,区道,北,10,,,,ガス,水道,下水道,中野,,820 ,１中専,防火,60 ,200 ,,高度,,,,,*,13114 ,0 ,1 ,"538,000 "
○,13114 ,28 ,中野,5 ,1 ,区部,その他区,中野区,鷺宮三丁目１１８６番４外,鷺宮３－１９－５,"713,000 ","690,000 ",3.3 ,171 ,,1,2,店舗、診療所兼住宅,RC,4F,,小規模店舗、店舗兼住宅等が建ち並ぶ商業地域,都道,西,11,,,,ガス,水道,下水道,鷺ノ宮,,70 ,近商,防火,80 ,300 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,5 ,2 ,区部,その他区,中野区,鷺宮三丁目２１５番３２,鷺宮３－１－１６,"603,000 ","594,000 ",1.5 ,67 ,,1,2,店舗兼共同住宅,S,3F,,低層の店舗兼共同住宅等が建ち並ぶ駅前商業地域,区道,東,5.4,,側道,南,ガス,水道,下水道,都立家政,近接,,近商,防火,80 ,300 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,5 ,3 ,区部,その他区,中野区,野方六丁目１７番１０,野方６－５２－５,"552,000 ","533,000 ",3.6 ,456 ,,1,2,共同住宅,SRC,8F,,中高層の店舗付マンションが多い路線商業地域,都道,北,15,,三方路,,ガス,水道,下水道,野方,,650 ,近商,防火,80 ,300 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,5 ,4 ,区部,その他区,中野区,中央四丁目３４番１５,中央４－２７－５,"830,000 ","777,000 ",6.8 ,177 ,,1.2,1,店舗兼共同住宅,RC,7F,,低層店舗、中高層マンションが多い路線商業地域,都道,西,15,,,,ガス,水道,下水道,新中野,,460 ,近商,防火,80 ,400 ,,,,,,,*,13114 ,5 ,4 ,"791,000 "
○,13114 ,28 ,中野,5 ,5 ,区部,その他区,中野区,南台三丁目６４番２０,南台３－１２－１１,"544,000 ","533,000 ",2.1 ,75 ,,1,2,店舗兼住宅,S,3F,,中低層の店舗兼共同住宅等が建ち並ぶ商業地域,区道,北,6,,,,ガス,水道,下水道,中野富士見町,,"1,000 ",近商,防火,80 ,300 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,5 ,6 ,区部,その他区,中野区,新井一丁目９１番６,新井１－２－１２,"861,000 ","820,000 ",5.0 ,137 ,,1,3,店舗兼共同住宅,S,4F,,中高層の店舗、共同住宅等が建ち並ぶ商業地域,都道,南,15,,,,ガス,水道,下水道,中野,,750 ,近商,防火,80 ,400 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,5 ,7 ,区部,その他区,中野区,中野五丁目３０番７,中野５－６４－９,"3,340,000 ","3,150,000 ",6.0 ,60 ,,1,1.5,店舗兼住宅,RC,4F,,小売店、飲食店舗等が建ち並ぶ駅前の商業地域,区道,東,5.5,,側道,北,ガス,水道,下水道,中野,,70 ,商業,防火,80 ,600 ,,,,,,,,,,,
○,13114 ,28 ,中野,5 ,8 ,区部,その他区,中野区,本町三丁目６３番６,本町３－３０－１０,"1,070,000 ","1,020,000 ",4.9 ,264 ,,1,2,店舗兼共同住宅,SRC,10F,,中高層の店舗、事務所兼共同住宅が多い商業地域,都道,北,25,,,,ガス,水道,下水道,中野坂上,,410 ,商業,防火,80 ,500 ,,高度,,,,,,,,,
○,13114 ,28 ,中野,5 ,9 ,区部,その他区,中野区,沼袋一丁目２６８番８外,沼袋１－３６－５,"698,000 ","682,000 ",2.3 ,156 ,,1,2.5,店舗兼事務所,RC,5F,1B,小売店舗街に銀行等が見られる駅前の商業地域,区道,西,6.3,,,,ガス,水道,下水道,沼袋,近接,,商業,防火,80 ,400 ,,高度,,,,,*,13114 ,5 ,2 ,"688,000 "
○,13114 ,28 ,中野,5 ,10 ,区部,その他区,中野区,弥生町五丁目５番７,弥生町５－１１－２４,"656,000 ","631,000 ",4.0 ,178 ,,1,1.5,事務所兼共同住宅,RC,4F,1B,低層店舗、マンション等が混在する路線商業地域,都道,東,15,,,,ガス,水道,下水道,中野富士見町,,460 ,近商,防火,80 ,400 ,,,,,,,,,,,
○,13115 ,28 ,杉並,0 ,1 ,区部,その他区,杉並区,高円寺北一丁目６８８番１０,高円寺北１－１５－１２,"484,000 ","465,000 ",4.1 ,134 ,,1,1,住宅,W,2F,,中規模一般住宅、アパート等が建ち並ぶ住宅地域,区道,西,4.2,,,,ガス,水道,下水道,高円寺,,750 ,１低専,準防,60 ,150 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,2 ,区部,その他区,杉並区,高円寺南四丁目８０７番３５,高円寺南４－４０－１０,"572,000 ","558,000 ",2.5 ,74 ,,1,2,住宅,W,3F,,小規模一般住宅、アパート等が多い住宅地域,区道,南西,4,,,,ガス,水道,下水道,高円寺,,320 ,２中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,3 ,区部,その他区,杉並区,堀ノ内二丁目６４４番４,堀ノ内２－１１－４,"456,000 ","442,000 ",3.2 ,347 ,,1,2,共同住宅,RC,5F,,中低層共同住宅を中心とする環七背後の住宅地域,区道,南,5.5,,側道,西,ガス,水道,下水道,方南町,,440 ,２住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,4 ,区部,その他区,杉並区,永福一丁目３８７番７,永福１－３７－１７,"555,000 ","540,000 ",2.8 ,108 ,,1,1.5,住宅,W,2F,,一般住宅、共同住宅等が建ち並ぶ住宅地域,私道,北東,4,,,,ガス,水道,下水道,永福町,,360 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,5 ,区部,その他区,杉並区,西荻南二丁目３４３番１７,西荻南２－１１－２,"513,000 ","497,000 ",3.2 ,191 ,,1,1.5,共同住宅,W,2F,,中規模一般住宅、アパート等が建ち並ぶ住宅地域,区道,南西,5.4,,,,ガス,水道,下水道,西荻窪,,700 ,１低専,準防,60 ,150 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,6 ,区部,その他区,杉並区,高井戸西二丁目２１３１番１１２,高井戸西２－７－７,"492,000 ","480,000 ",2.5 ,133 ,,1,2,住宅,W,2F,,一般住宅、共同住宅が多い駅近隣の住宅地域,区道,南西,5.5,,,,ガス,水道,下水道,富士見ヶ丘,,180 ,１低専,準防,40 ,80 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,7 ,区部,その他区,杉並区,久我山一丁目３７０番４,久我山１－５－１７,"604,000 ","572,000 ",5.6 ,"3,566 ",,1,1,共同住宅,RC,9F,1B,中高層の共同住宅、事務所ビル等が建ち並ぶ地域,区道,西,11,,側道,北,ガス,水道,下水道,久我山,,570 ,準工,準防,60 ,200 ,,高度,,,,,*,13115 ,0 ,20 ,"582,000 "
○,13115 ,28 ,杉並,0 ,8 ,区部,その他区,杉並区,桃井一丁目２１９番３,桃井１－２３－６,"432,000 ","423,000 ",2.1 ,204 ,,1,1,住宅,W,2F,,中規模の一般住宅が多い閑静な住宅地域,区道,西,5.4,,,,ガス,水道,下水道,荻窪,,"1,300 ",１低専,準防,60 ,150 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,9 ,区部,その他区,杉並区,南荻窪一丁目２１２番９,南荻窪１－２３－２,"527,000 ","508,000 ",3.7 ,195 ,,1,2.5,住宅,RC,2F,1B,中規模の一般住宅が多い住宅地域,区道,南東,5.4,,,,ガス,水道,下水道,荻窪,,"1,000 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,10 ,区部,その他区,杉並区,荻窪二丁目９４番７,荻窪２－７－４,"550,000 ","535,000 ",2.8 ,141 ,,1.2,1,住宅,W,2F,,中規模の一般住宅が多い住宅地域,区道,西,6.3,,,,ガス,水道,下水道,荻窪,,930 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,11 ,区部,その他区,杉並区,荻窪四丁目５４番４,荻窪４－２７－１１,"566,000 ","544,000 ",4.0 ,217 ,,1,2,住宅,W,2F,,一般住宅、共同住宅等が建ち並ぶ住宅地域,区道,北東,5.4,,,,ガス,水道,下水道,荻窪,,500 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
,13115 ,28 ,杉並,0 ,12 ,区部,その他区,杉並区,成田東四丁目１８番２,成田東４－１３－１９,"513,000 ",,,141 ,,1,1.5,住宅,W,2F,,中小規模一般住宅等が建ち並ぶ住宅地域,区道,南東,5.1,,,,ガス,水道,下水道,南阿佐ケ谷,,300 ,１低専,準防,50 ,100 ,,高度,,,,,*,13115 ,0 ,21 ,"500,000 "
○,13115 ,28 ,杉並,0 ,13 ,区部,その他区,杉並区,高円寺北四丁目４４７番６,高円寺北４－９－１１,"500,000 ","478,000 ",4.6 ,82 ,,1,2,住宅,W,2F,,一般住宅、共同住宅等が建ち並ぶ住宅地域,区道,北,4.5,,,,ガス,水道,下水道,高円寺,,900 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,14 ,区部,その他区,杉並区,成田東一丁目５６１番９,成田東１－６－１０,"415,000 ","406,000 ",2.2 ,146 ,台形,1,1.2,住宅,LS,2F,,中規模程度の一般住宅が多い住宅地域,区道,南,4.9,,,,ガス,水道,下水道,西永福,,"1,200 ",１低専,準防,50 ,100 ,,高度,,,,,*,13115 ,0 ,8 ,"411,000 "
○,13115 ,28 ,杉並,0 ,15 ,区部,その他区,杉並区,善福寺二丁目４０番１２,善福寺２－９－１３,"454,000 ","445,000 ",2.0 ,219 ,,1,1.5,住宅,LS,2F,,中規模一般住宅、アパート等が建ち並ぶ住宅地域,区道,東,4.5,,,,ガス,水道,下水道,西荻窪,,"1,000 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,16 ,区部,その他区,杉並区,善福寺四丁目２２５番,善福寺４－２１－１０,"423,000 ","416,000 ",1.7 ,300 ,,1,1.5,住宅,W,2F,,中規模の一般住宅が多い住宅地域,区道,南西,5.4,,,,ガス,水道,下水道,上石神井,,"1,100 ",１低専,準防,40 ,80 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,17 ,区部,その他区,杉並区,天沼一丁目４０７番７,天沼１－８－４,"461,000 ","446,000 ",3.4 ,170 ,,1,1,住宅,LS,2F,,中小規模一般住宅、アパートが建ち並ぶ住宅地域,区道,西,4,,,,ガス,水道,下水道,荻窪,,700 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,18 ,区部,その他区,杉並区,西荻北二丁目２３番１１,西荻北２－２１－１,"533,000 ","520,000 ",2.5 ,100 ,,1,1.5,住宅,LS,2F,,中小規模の住宅が建ち並ぶ利便性の良い住宅地域,区道,南,4.5,,,,ガス,水道,下水道,西荻窪,,520 ,１低専,準防,50 ,100 ,,高度,,,,,*,13115 ,0 ,42 ,"525,000 "
○,13115 ,28 ,杉並,0 ,19 ,区部,その他区,杉並区,和田一丁目１０５２番１５,和田１－４４－２７,"449,000 ","435,000 ",3.2 ,158 ,,1,1,住宅,LS,2F,,中規模一般住宅、アパート等が建ち並ぶ住宅地域,区道,東,4,,,,ガス,水道,下水道,東高円寺,,700 ,１低専,準防,60 ,150 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,20 ,区部,その他区,杉並区,永福三丁目２５３番３,永福３－２３－１１,"610,000 ","586,000 ",4.1 ,284 ,,1,2,住宅,W,3F,,中規模一般住宅が建ち並ぶ閑静な住宅地域,区道,北,11,,,,ガス,水道,下水道,西永福,,290 ,１低専,準防,50 ,100 ,,高度,,,,,*,13115 ,0 ,33 ,"600,000 "
,13115 ,28 ,杉並,0 ,21 ,区部,その他区,杉並区,浜田山三丁目９１９番３２外,浜田山３－１５－１４,"540,000 ",,,230 ,,1,2,住宅,W,2F,,中規模の一般住宅が多い住宅地域,区道,東,6,,,,ガス,水道,下水道,浜田山,,450 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,22 ,区部,その他区,杉並区,方南一丁目２１４番５外,方南１－３２－２,"418,000 ","406,000 ",3.0 ,132 ,,1,1.5,住宅,W,2F,,中小規模一般住宅、アパートが建ち並ぶ住宅地域,私道,東,4,,,,ガス,水道,下水道,方南町,,780 ,１低専,準防,60 ,150 ,,高度,,,,,,,,,
○,13115 ,28 ,杉並,0 ,23 ,区部,その他区,杉並区,今川四丁目１４０番２,今川４－１７－４,"405,000 ","397,000 ",2.0 ,154 ,,1,1.2,住宅,W,3F,,中規模一般住宅の中にアパート等もある住宅地域,区道,南,5.5,,,,ガス,水道,下水道,上井草,,"1,300 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
