"データセットID","データセットタイトル","データセット説明","タグ","タグ読み","ライセンス","組織","事業説明等のページ","データ所管部署","データセット作成日時","データセット最終更新日時","更新頻度","カテゴリ分類","データタイトル","データURL","データ説明","形式","サイズ","並び順","データ作成日時","データ最終更新日時","GIS用住所","経度","緯度","分類"
"t131148d0000000046","子ども若者支援センター","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","子ども教育部子ども若者相談課","","","必要に応じて","その他","子ども若者支援センター","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000520.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000047","児童相談所","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","子ども教育部児童福祉課","","","必要に応じて","その他","児童相談所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000523.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000048","区営自転車保管場所設置箇所","【中野区】中野区内にある自転車保管場所の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部交通政策課","","","１年に１回程度","生活","区営自転車保管場所設置箇所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_57000010.csv","中野区内にある自転車保管場所の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000049","男女共同参画センター","男女共同参画センターの所在地です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","企画部企画課","","","必要時応じて","生活","男女共同参画センター","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000521.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000050","公共サイン一覧","【中野区】現在中野区内に設置されている公共サイン（施設案内看板）の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","企画部広聴・広報課","","","随時","生活","公共サイン一覧","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_13000010.csv","【中野区】現在中野区内に設置されている公共サイン（施設案内看板）の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000051","区民のひろば一覧","【中野区】現在中野区内に設置されている区民のひろば（区民専用掲示板）の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","企画部広聴・広報課","","","随時","生活","区民のひろば一覧","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_6000470.csv","【中野区】現在中野区内に設置されている区民のひろば（区民専用掲示板）の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000052","中野区お知らせ板一覧","【中野区】現在中野区内に設置されている中野区お知らせ板（行政情報掲示板）の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","企画部広聴・広報課","","","随時","生活","中野区お知らせ板一覧","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_6000480.csv","【中野区】現在中野区内に設置されている中野区お知らせ板（行政情報掲示板）の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000053","防災広場","【中野区】中野区内にある防災広場の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","必要に応じて","防災・災害計画","防災広場","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000333.csv","中野区内にある防災広場の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000054","中野区役所","中野区役所の施設情報です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部DX推進室デジタル政策課","","","","その他","中野区役所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000405.csv","中野区役所の施設情報です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000055","文化施設","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","区民部文化振興・多文化共生推進課","","","変更時","芸術文化","文化施設","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000397.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000056","国際交流協会","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","区民部文化振興・多文化共生推進課","","","必要に応じて","芸術文化","国際交流協会","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_6000380.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000057","地域事務所","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","区民部戸籍住民課","","","１年に１回","生活","地域事務所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000398.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000058","産業振興センター","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","区民部産業振興課","","","必要に応じて","産業雇用創出","産業振興センター","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000400.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000059","地域包括支援センター","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","年１回","医療・福祉","地域包括支援センター","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000407.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000061","区営住宅_福祉住宅","【中野区】中野区営住宅及び中野区立福祉住宅の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部住宅課","","","必要に応じて","まちづくり","区営住宅_福祉住宅","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000416.csv","中野区営住宅及び中野区立福祉住宅の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000062","まちづくり住宅","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","まちづくり推進部まちづくり事業課","","","１年に１回程度","まちづくり","まちづくり住宅","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000417.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000063","公園配置図","【中野区】中野区の公園の基本情報です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部公園課","","","年１回程度","その他","公園配置図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_57000040.csv","中野区の公園の基本情報です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000064","教育センター","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","教育委員会事務局指導室","","","必要に応じて","その他","教育センター","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_21/CSV/opendata_5000522.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000065","固定資産台帳_事業用資産_建物等_集計","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","企画部財政課","","","年１回","その他","固定資産台帳_事業用資産_建物等_集計","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_22/CSV/opendata_5000507.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000066","固定資産台帳_事業用資産_建物等_資産別","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","企画部財政課","","","年１回","その他","固定資産台帳_事業用資産_建物等_資産別","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_22/CSV/opendata_5000505.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000067","投票所","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","選挙管理委員会事務局","","","変更時","その他","投票所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_23/CSV/opendata_6000560.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000068","投票区域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","選挙管理委員会事務局","","","変更時","その他","投票区域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_23/CSV/opendata_6000570.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000069","国勢調査による人口と世帯情報2020年度","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","国勢調査による人口と世帯情報2020年度","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_25/CSV/opendata_10050.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000070","国勢調査による人口と世帯情報2015年度","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","国勢調査による人口と世帯情報2015年度","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_25/CSV/opendata_10040.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000071","国勢調査による人口と世帯情報2010年度","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","国勢調査による人口と世帯情報2010年度","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_25/CSV/opendata_10030.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000072","国勢調査による人口と世帯情報2005年度","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","国勢調査による人口と世帯情報2005年度","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_25/CSV/opendata_10020.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000073","国勢調査による人口と世帯情報2000年度","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","国勢調査による人口と世帯情報2000年度","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_25/CSV/opendata_10010.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000074","住民基本台帳による人口_2022年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による人口_2022年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000560.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000075","住民基本台帳による人口_2021年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による人口_2021年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000559.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000076","住民基本台帳による人口_2020年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による人口_2020年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000558.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000077","住民基本台帳による人口_2019年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による人口_2019年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000557.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000078","住民基本台帳による人口_2018年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による人口_2018年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000556.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000079","住民基本台帳による日本人人口_2022年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による日本人人口_2022年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000582.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000080","住民基本台帳による日本人人口_2021年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による日本人人口_2021年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000580.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000081","住民基本台帳による日本人人口_2020年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による日本人人口_2020年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000563.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000082","住民基本台帳による日本人人口_2019年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による日本人人口_2019年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000562.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000083","住民基本台帳による日本人人口_2018年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による日本人人口_2018年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000561.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000084","住民基本台帳による外国人人口_2022年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による外国人人口_2022年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000584.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000085","住民基本台帳による外国人人口_2021年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による外国人人口_2021年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000583.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000086","住民基本台帳による外国人人口_2020年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による外国人人口_2020年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000568.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000087","住民基本台帳による外国人人口_2019年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による外国人人口_2019年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000567.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000088","住民基本台帳による外国人人口_2018年","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部総務課","","","過年度調査結果のため更新は行わない","その他","住民基本台帳による外国人人口_2018年","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_26/CSV/opendata_5000566.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000089","土砂災害特別警戒区域","【中野区】中野区内にある土砂災害特別警戒区域の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","５年に１回程度","防災・災害計画","土砂災害特別警戒区域","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_27/CSV/opendata_18000060.csv","中野区内にある土砂災害特別警戒区域の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000090","土砂災害警戒区域","【中野区】中野区内にある土砂災害警戒区域の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","５年に１回程度","防災・災害計画","土砂災害警戒区域","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_27/CSV/opendata_18000070.csv","中野区内にある土砂災害警戒区域の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000091","避難所_土砂災害","【中野区】土砂災害時の避難所一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","５年に１回程度","防災・災害計画","避難所_土砂災害","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_27/CSV/opendata_18000090.csv","土砂災害時の避難所一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000092","防災行政無線","【中野区】中野区内にある防災行政無線設置場所の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","数年に１回程度(場所変更時に更新)","防災・災害計画","防災行政無線","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_27/CSV/opendata_5000775.csv","中野区内にある防災行政無線設置場所の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000093","避難経路","【中野区】土砂災害時の避難経路です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","５年に１回程度","防災・災害計画","避難経路","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_32/CSV/opendata_18000080.csv","土砂災害時の避難経路です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000094","荒川水系神田川_善福寺川_妙正寺川洪水浸水想定区域図浸水継続時間","【中野区】最大規模降雨時による河川付近の浸水継続時間です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","５年に１回程度","防災・災害計画","荒川水系神田川_善福寺川_妙正寺川洪水浸水想定区域図浸水継続時間","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_28/CSV/opendata_18000050.csv","最大規模降雨時による河川付近の浸水継続時間です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000095","外水氾濫区域","【中野区】河川が氾濫した場合の浸水区域です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","５年に１回程度","防災・災害計画","外水氾濫区域","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_28/CSV/opendata_18000100.csv","河川が氾濫した場合の浸水区域です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000096","浸水深","【中野区】最大規模降雨時の浸水深です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","５年に１回程度","防災・災害計画","浸水深","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_28/CSV/opendata_18000110.csv","最大規模降雨時の浸水深です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
