1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第４表　年間収入区分別及び住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
204,3,1,0,0,0,金融資産純増,-186327,-,10.9,-193497,-,-177214,-,-193185,-,-189409,-,-193597,-,-146253,-
205,3,3,0,0,0,貯蓄純増,-183746,-,18.7,-190302,-,-177214,-,-193185,-,-185956,-,-189377,-,-147110,-
206,3,4,0,0,0,預貯金純増,-178052,-,9.9,-181675,-,-167342,-,-182018,-,-181674,-,-181565,-,-157804,-
207,3,4,0,0,0,保険純増,-5695,-,80.0,-8627,-,-9872,-,-11168,-,-4282,-,-7812,-,10695,-
208,3,3,0,0,0,有価証券純購入,-2580,-,-115.2,-3195,-,-,-,-,-,-3453,-,-4220,-,857,-
209,3,1,0,0,0,土地家屋借金純減,3772,-,-26.5,4447,-,2857,-,3505,-,4082,-,4750,-,-,-
210,3,1,0,0,0,他の借金純減,20,-,-98.0,-,-,-,-,-,-,26,-,-,-,129,-
211,3,1,0,0,0,クレジット購入借入金純減,-4700,-,82.6,-2833,-,8357,-,11612,-,-9116,-,-7467,-,-15132,-
212,3,1,0,0,0,土地家屋純増,7761,-,...,9150,-,30710,-,37675,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,753,-,78.0,880,-,22,-,26,-,1000,-,1154,-,41,-
214,3,1,0,0,0,繰越純増,-30034,-,41.4,-32269,-,-34317,-,-32620,-,-28586,-,-32157,-,-17545,-
