1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,4419,1.3,1492,0.6,628,0.2,2617,0.9,1207,0.4,5638,1.4,8547,2.2,7592,1.7,6101,2.2
177,2,3,0,0,0,（再掲）経常消費支出,231893,68.5,199679,84.7,203980,76.2,215389,75.0,237284,70.9,245435,62.2,225174,58.5,271614,60.9,229419,83.1
178,2,3,0,0,0,（再掲）情報通信関係費,16569,4.9,11111,4.7,11514,4.3,13722,4.8,17605,5.3,16363,4.1,18841,4.9,21119,4.7,17802,6.4
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,297120,87.7,189805,80.5,250198,93.5,268048,93.4,309247,92.5,369825,93.7,306871,79.7,351453,78.8,251371,91.0
180,2,2,0,0,0,その他の実支出,237003,-,110580,-,183199,-,171363,-,263165,-,323615,-,311963,-,284032,-,134315,-
181,2,3,0,0,0,直接税,134528,-,52165,-,95235,-,95283,-,145086,-,174490,-,165474,-,203023,-,80999,-
182,2,4,0,0,0,勤労所得税,64595,-,22248,-,35148,-,49572,-,91431,-,109231,-,95972,-,45066,-,9908,-
183,2,4,0,0,0,個人住民税,41526,-,13835,-,18804,-,24404,-,35623,-,34722,-,40147,-,121552,-,29858,-
184,2,4,0,0,0,他の税,28407,-,16082,-,41283,-,21307,-,18032,-,30537,-,29355,-,36406,-,41234,-
185,2,3,0,0,0,社会保険料,102426,-,58413,-,87965,-,76080,-,118078,-,149034,-,146250,-,81001,-,53316,-
186,2,4,0,0,0,公的年金保険料,58925,-,38246,-,55506,-,47402,-,69233,-,90354,-,86901,-,43095,-,12603,-
187,2,4,0,0,0,健康保険料,32779,-,17098,-,28918,-,20910,-,37296,-,44222,-,45375,-,30345,-,23657,-
188,2,4,0,0,0,介護保険料,7154,-,599,-,82,-,4521,-,7412,-,9484,-,8842,-,4925,-,15949,-
189,2,4,0,0,0,他の社会保険料,3568,-,2470,-,3459,-,3247,-,4137,-,4974,-,5132,-,2636,-,1108,-
190,2,3,0,0,0,その他,49,-,2,-,-,-,-,-,-,-,90,-,239,-,8,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),973362,-,795207,-,1063489,-,844759,-,1048371,-,1201281,-,1040667,-,966679,-,678629,-
192,2,2,0,0,0,預貯金,774919,-,613010,-,722743,-,632932,-,846865,-,960643,-,854458,-,781195,-,602349,-
193,2,2,0,0,0,保険料,22203,-,17518,-,16860,-,15002,-,28227,-,31186,-,30939,-,16723,-,9634,-
194,2,3,0,0,0,個人・企業年金保険料,6796,-,2469,-,5443,-,4419,-,6869,-,15702,-,12224,-,1467,-,334,-
195,2,3,0,0,0,他の保険料,15407,-,15049,-,11417,-,10583,-,21359,-,15484,-,18714,-,15255,-,9300,-
196,2,2,0,0,0,有価証券購入,3395,-,2186,-,786,-,2772,-,3292,-,8517,-,6163,-,102,-,-,-
197,2,2,0,0,0,土地家屋借金返済,48380,-,54102,-,94158,-,68162,-,58839,-,40872,-,57568,-,16879,-,11788,-
198,2,2,0,0,0,他の借金返済,1219,-,1523,-,-,-,274,-,1791,-,3636,-,-,-,220,-,973,-
199,2,2,0,0,0,クレジット購入借入金返済,122080,-,106861,-,228930,-,125617,-,109242,-,154803,-,86200,-,150557,-,53696,-
200,2,2,0,0,0,実支出以外の支払のその他,1164,-,6,-,11,-,-,-,114,-,1624,-,5339,-,1003,-,189,-
201,2,1,0,0,0,繰越金,264463,-,692412,-,702830,-,306884,-,194008,-,125993,-,221202,-,151432,-,90250,-
202,3,0,0,0,0,可処分所得,747462,-,607072,-,691996,-,634220,-,849781,-,975541,-,907097,-,632065,-,458958,-
203,3,0,0,0,0,黒字,408714,-,371198,-,424362,-,347183,-,515306,-,580857,-,522071,-,185859,-,182716,-
204,3,1,0,0,0,金融資産純増,396773,-,340377,-,307586,-,310606,-,517451,-,558589,-,499742,-,227821,-,221014,-
205,3,3,0,0,0,貯蓄純増,395546,-,338191,-,306800,-,307834,-,514158,-,563881,-,493580,-,227719,-,221014,-
206,3,4,0,0,0,預貯金純増,388334,-,348378,-,289940,-,294614,-,485931,-,532695,-,463989,-,253641,-,270171,-
207,3,4,0,0,0,保険純増,7212,-,-10187,-,16860,-,13220,-,28227,-,31186,-,29590,-,-25922,-,-49157,-
208,3,3,0,0,0,有価証券純購入,1227,-,2186,-,786,-,2772,-,3292,-,-5292,-,6163,-,102,-,-,-
209,3,1,0,0,0,土地家屋借金純減,48380,-,54102,-,94158,-,68162,-,58839,-,40872,-,57568,-,16879,-,11788,-
210,3,1,0,0,0,他の借金純減,676,-,1523,-,-,-,274,-,1791,-,3244,-,-,-,-3706,-,973,-
211,3,1,0,0,0,クレジット購入借入金純減,-14779,-,19768,-,56991,-,3043,-,-37158,-,-6792,-,-62513,-,-8159,-,-27983,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,547,-,6,-,11,-,-43,-,114,-,425,-,2282,-,1003,-,189,-
214,3,1,0,0,0,繰越純増,-22883,-,-44578,-,-34385,-,-34860,-,-25730,-,-15481,-,24992,-,-47979,-,-23266,-
