1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,7605,2.0,6853,2.4,6545,1.7,621,0.2,4351,1.0,4026,0.9,17475,4.0,6514,2.3,14116,4.5
177,2,3,0,0,0,（再掲）経常消費支出,260278,68.5,240821,85.6,237267,63.0,245815,65.1,272769,63.2,273483,62.3,298695,67.8,238982,85.7,237870,76.2
178,2,3,0,0,0,（再掲）情報通信関係費,16568,4.4,13850,4.9,10090,2.7,13841,3.7,15539,3.6,18167,4.1,19443,4.4,19602,7.0,17730,5.7
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,339417,89.4,216073,76.8,273644,72.7,323212,85.7,400637,92.8,423718,96.6,397810,90.3,265135,95.1,269566,86.4
180,2,2,0,0,0,その他の実支出,111281,-,123852,-,118616,-,112901,-,92178,-,142379,-,130662,-,129369,-,41091,-
181,2,3,0,0,0,直接税,48223,-,56124,-,50339,-,46891,-,34543,-,66975,-,54686,-,66107,-,12746,-
182,2,4,0,0,0,勤労所得税,22091,-,26774,-,28314,-,20620,-,14082,-,29245,-,21808,-,37081,-,5715,-
183,2,4,0,0,0,個人住民税,24058,-,27983,-,20748,-,23472,-,18942,-,36200,-,30425,-,26829,-,4061,-
184,2,4,0,0,0,他の税,2074,-,1366,-,1278,-,2799,-,1519,-,1531,-,2454,-,2198,-,2970,-
185,2,3,0,0,0,社会保険料,63017,-,67728,-,68277,-,66010,-,57635,-,75320,-,75976,-,63262,-,28131,-
186,2,4,0,0,0,公的年金保険料,37357,-,43969,-,43908,-,39020,-,35009,-,45243,-,46147,-,36207,-,10520,-
187,2,4,0,0,0,健康保険料,20432,-,21204,-,21753,-,21218,-,17797,-,23276,-,23595,-,19388,-,14906,-
188,2,4,0,0,0,介護保険料,3221,-,-,-,-,-,3736,-,3202,-,4488,-,3742,-,5462,-,2086,-
189,2,4,0,0,0,他の社会保険料,2007,-,2556,-,2616,-,2036,-,1627,-,2313,-,2492,-,2206,-,620,-
190,2,3,0,0,0,その他,41,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,214,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),656555,-,625300,-,691287,-,755356,-,638150,-,742025,-,752412,-,570302,-,410907,-
192,2,2,0,0,0,預貯金,448386,-,485781,-,463847,-,503554,-,435479,-,504100,-,467692,-,437453,-,282482,-
193,2,2,0,0,0,保険料,39057,-,8382,-,15377,-,21064,-,25902,-,34776,-,104783,-,14608,-,52731,-
194,2,3,0,0,0,個人・企業年金保険料,5285,-,2019,-,3734,-,5335,-,6074,-,9093,-,8224,-,2083,-,1082,-
195,2,3,0,0,0,他の保険料,33773,-,6363,-,11642,-,15729,-,19828,-,25682,-,96559,-,12525,-,51649,-
196,2,2,0,0,0,有価証券購入,4409,-,4354,-,9872,-,5162,-,4430,-,3479,-,7964,-,1173,-,317,-
197,2,2,0,0,0,土地家屋借金返済,46313,-,15536,-,54850,-,66090,-,50011,-,55662,-,45101,-,25460,-,40803,-
198,2,2,0,0,0,他の借金返済,851,-,-,-,-,-,496,-,2756,-,606,-,281,-,-,-,1563,-
199,2,2,0,0,0,クレジット購入借入金返済,117052,-,111247,-,147331,-,158976,-,119546,-,142380,-,125390,-,90869,-,32679,-
200,2,2,0,0,0,実支出以外の支払のその他,486,-,-,-,9,-,14,-,26,-,1023,-,1202,-,739,-,333,-
201,2,1,0,0,0,繰越金,216649,-,191790,-,363446,-,353967,-,268604,-,68039,-,129650,-,123141,-,320529,-
202,3,0,0,0,0,可処分所得,481909,-,511168,-,489755,-,524700,-,520009,-,526392,-,518339,-,437699,-,296470,-
203,3,0,0,0,0,黒字,102111,-,229998,-,113346,-,147387,-,88504,-,87545,-,77640,-,158975,-,-15667,-
204,3,1,0,0,0,金融資産純増,122153,-,241428,-,117823,-,164364,-,74542,-,82571,-,132185,-,176322,-,57494,-
205,3,3,0,0,0,貯蓄純増,117744,-,237075,-,107951,-,159202,-,70112,-,79093,-,124221,-,175149,-,57177,-
206,3,4,0,0,0,預貯金純増,80744,-,228693,-,92574,-,138138,-,44516,-,44317,-,20597,-,164112,-,15963,-
207,3,4,0,0,0,保険純増,37000,-,8382,-,15377,-,21064,-,25596,-,34776,-,103624,-,11037,-,41214,-
208,3,3,0,0,0,有価証券純購入,4409,-,4354,-,9872,-,5162,-,4430,-,3479,-,7964,-,1173,-,317,-
209,3,1,0,0,0,土地家屋借金純減,46313,-,15536,-,54850,-,66090,-,50011,-,55662,-,45101,-,25460,-,40803,-
210,3,1,0,0,0,他の借金純減,254,-,-,-,-,-,496,-,2756,-,255,-,281,-,-4436,-,1077,-
211,3,1,0,0,0,クレジット購入借入金純減,-35497,-,2614,-,-13325,-,-65999,-,-26312,-,-33718,-,-67529,-,-2458,-,-39032,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,-1260,-,-,-,0,-,-163,-,-847,-,951,-,-8862,-,739,-,285,-
214,3,1,0,0,0,繰越純増,-29852,-,-29580,-,-46002,-,-17402,-,-11645,-,-18177,-,-23536,-,-36652,-,-76294,-
