1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第４表　年間収入区分別及び住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
203,3,0,0,0,0,黒字,85336,-,-12.9,96530,-,54899,-,64685,-,94901,-,106752,-,19350,-
204,3,1,0,0,0,金融資産純増,117992,-,5.8,129238,-,78482,-,89581,-,130409,-,141966,-,51705,-
205,3,3,0,0,0,貯蓄純増,123003,-,10.8,135253,-,78482,-,89581,-,136995,-,149911,-,50802,-
206,3,4,0,0,0,預貯金純増,157410,-,2.8,174349,-,175161,-,201013,-,151831,-,165792,-,57562,-
207,3,4,0,0,0,保険純増,-34406,-,18.4,-39097,-,-96679,-,-111432,-,-14836,-,-15880,-,-6760,-
208,3,3,0,0,0,有価証券純購入,-5011,-,...,-6015,-,-,-,-,-,-6586,-,-7945,-,904,-
209,3,1,0,0,0,土地家屋借金純減,3279,-,-12.9,3835,-,-,-,-,-,4309,-,5066,-,-,-
210,3,1,0,0,0,他の借金純減,188,-,...,37,-,-,-,-,-,247,-,49,-,1079,-
211,3,1,0,0,0,クレジット購入借入金純減,-14012,-,-21.4,-14546,-,-15621,-,-17104,-,-13506,-,-13726,-,-10860,-
212,3,1,0,0,0,土地家屋純増,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,918,-,...,1112,-,7,-,8,-,1204,-,1467,-,-228,-
214,3,1,0,0,0,繰越純増,-23029,-,-69.5,-23145,-,-7968,-,-7800,-,-27763,-,-28071,-,-22346,-
