地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／売上（収入）金額（百万円）,従業者規模別／1～4人／事業所数（事業所）,従業者規模別／1～4人／従業者数（人）,従業者規模別／1～4人／売上（収入）金額（百万円）,従業者規模別／5～9人／事業所数（事業所）,従業者規模別／5～9人／従業者数（人）,従業者規模別／5～9人／売上（収入）金額（百万円）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数（人）,従業者規模別／10～19人／売上（収入）金額（百万円）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数（人）,従業者規模別／20～29人／売上（収入）金額（百万円）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数（人）,従業者規模別／30～49人／売上（収入）金額（百万円）,従業者規模別／50人以上／事業所数（事業所）,従業者規模別／50人以上／従業者数（人）,従業者規模別／50人以上／売上（収入）金額（百万円）,従業者規模別／出向・派遣従業員のみ／事業所数（事業所）,従業者規模別／出向・派遣従業員のみ／従業者数（人）,従業者規模別／出向・派遣従業員のみ／売上（収入）金額（百万円）
4,13123,江戸川区,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13123,江戸川区,1,G,情報通信業,88,1774,…,59,112,…,18,116,…,5,71,…,2,51,…,-,-,…,4,1424,…,-,-,…
4,13123,江戸川区,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,13,51,…,8,16,…,5,35,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13123,江戸川区,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,75,1723,49510,51,96,830,13,81,546,5,71,1037,2,51,x,-,-,-,4,1424,x,-,-,-
4,13123,江戸川区,1,H,運輸業，郵便業,790,5723,…,578,757,…,71,510,…,76,1038,…,28,688,…,14,515,…,23,2215,…,-,-,…
4,13123,江戸川区,1,I,卸売業，小売業,3994,32894,964323,2371,5410,106939,741,4803,148340,502,6976,223258,200,4727,123135,86,3143,145055,88,7835,216941,6,-,654
4,13123,江戸川区,1,J,金融業，保険業,71,244,…,51,112,…,17,97,…,3,35,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13123,江戸川区,1,K,不動産業，物品賃貸業,1398,5632,113478,1116,2264,28552,184,1156,35295,65,865,30486,14,326,8597,9,314,3480,7,707,7069,3,-,1
4,13123,江戸川区,1,L,学術研究，専門・技術サービス業,454,2493,19279,302,671,4962,94,594,5297,44,586,5690,7,173,1628,4,146,1592,2,323,x,1,-,x
4,13123,江戸川区,1,M,宿泊業，飲食サービス業,1830,13739,66688,1133,2470,12412,329,2172,12252,191,2658,14507,78,1800,6705,72,2647,9920,26,1992,x,1,-,x
4,13123,江戸川区,1,N,生活関連サービス業，娯楽業,1403,5862,124180,1152,2243,20600,127,795,15708,73,966,19137,21,506,24670,15,578,28226,11,774,15729,4,-,110
4,13123,江戸川区,1,O,教育，学習支援業,370,3513,…,195,364,…,75,504,…,48,646,…,34,815,…,7,258,…,10,926,…,1,-,…
4,13123,江戸川区,2,O1,教育，学習支援業（学校教育）,29,805,…,-,-,…,4,29,…,8,110,…,11,269,…,3,121,…,3,276,…,-,-,…
4,13123,江戸川区,2,O2,教育，学習支援業（その他の教育，学習支援業）,341,2708,12805,195,364,1482,71,475,2124,40,536,1931,23,546,2067,4,137,408,7,650,x,1,-,x
4,13123,江戸川区,1,P,医療，福祉,1274,19230,147885,480,1182,7733,352,2366,17657,235,3056,19337,72,1729,x,66,2490,14796,67,8407,78665,2,-,x
4,13123,江戸川区,1,Q,複合サービス事業,8,111,…,1,3,…,2,16,…,4,62,…,-,-,…,1,30,…,-,-,…,-,-,…
4,13123,江戸川区,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13123,江戸川区,2,Q2,複合サービス事業（協同組合）,8,111,2156,1,3,x,2,16,x,4,62,1247,-,-,-,1,30,x,-,-,-,-,-,-
4,13123,江戸川区,1,R,サービス業（他に分類されないもの）,761,8729,…,397,938,…,178,1170,…,88,1202,…,32,766,…,35,1350,…,28,3303,…,3,-,…
4,13123,江戸川区,2,R1,サービス業（政治・経済・文化団体，宗教）,150,634,…,106,276,…,37,241,…,4,50,…,-,-,…,2,67,…,-,-,…,1,-,…
4,13123,江戸川区,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,611,8095,89073,291,662,8969,141,929,10163,84,1152,x,32,766,8564,33,1283,9933,28,3303,34149,2,-,x
4,13199,境界未定地域,1,A～B,農林漁業（Ａ～Ｂ）,1,22,x,-,-,-,-,-,-,-,-,-,1,22,x,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,D,建設業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13199,境界未定地域,1,E,製造業,5,99,6159,2,6,x,1,6,x,1,18,x,-,-,-,-,-,-,1,69,x,-,-,-
4,13199,境界未定地域,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13199,境界未定地域,1,G,情報通信業,10,459,…,4,11,…,-,-,…,2,29,…,2,44,…,-,-,…,2,375,…,-,-,…
4,13199,境界未定地域,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13199,境界未定地域,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,10,459,167068,4,11,478,-,-,-,2,29,x,2,44,x,-,-,-,2,375,x,-,-,-
4,13199,境界未定地域,1,H,運輸業，郵便業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13199,境界未定地域,1,I,卸売業，小売業,134,2375,49098,72,199,2488,37,246,9698,7,90,2648,5,128,2414,1,41,x,5,1671,28557,7,-,x
4,13199,境界未定地域,1,J,金融業，保険業,7,130,…,1,2,…,2,14,…,1,12,…,-,-,…,3,102,…,-,-,…,-,-,…
4,13199,境界未定地域,1,K,不動産業，物品賃貸業,13,1120,22437,2,5,x,2,15,x,3,34,1975,2,43,x,1,30,x,2,993,x,1,-,x
4,13199,境界未定地域,1,L,学術研究，専門・技術サービス業,12,2120,127789,2,3,x,-,-,-,-,-,-,-,-,-,1,36,x,9,2081,127518,-,-,-
4,13199,境界未定地域,1,M,宿泊業，飲食サービス業,106,1833,11258,22,54,465,12,87,685,36,551,3735,25,581,3056,9,344,x,2,216,x,-,-,-
4,13199,境界未定地域,1,N,生活関連サービス業，娯楽業,22,405,8203,10,26,422,5,27,1295,2,25,x,1,24,x,1,45,x,1,258,x,2,-,x
4,13199,境界未定地域,1,O,教育，学習支援業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13199,境界未定地域,2,O1,教育，学習支援業（学校教育）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13199,境界未定地域,2,O2,教育，学習支援業（その他の教育，学習支援業）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,P,医療，福祉,7,104,2000,1,3,x,3,25,48,1,19,x,1,23,x,1,34,x,-,-,-,-,-,-
4,13199,境界未定地域,1,Q,複合サービス事業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13199,境界未定地域,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13199,境界未定地域,2,Q2,複合サービス事業（協同組合）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,R,サービス業（他に分類されないもの）,32,3965,…,7,19,…,6,44,…,2,34,…,4,90,…,6,210,…,7,3568,…,-,-,…
4,13199,境界未定地域,2,R1,サービス業（政治・経済・文化団体，宗教）,1,4,…,1,4,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13199,境界未定地域,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,31,3961,121306,6,15,154,6,44,1646,2,34,x,4,90,x,6,210,7985,7,3568,103277,-,-,-
1,13200,市部,1,A～B,農林漁業（Ａ～Ｂ）,165,1267,x,72,200,1375,55,353,2290,28,371,3173,4,96,676,4,130,x,2,117,x,-,-,-
1,13200,市部,1,C,鉱業，採石業，砂利採取業,12,102,x,6,17,x,3,15,87,1,13,x,1,22,x,1,35,x,-,-,-,-,-,-
1,13200,市部,1,D,建設業,8374,44594,…,5176,12149,…,2101,13665,…,840,10945,…,160,3826,…,80,2942,…,16,1067,…,1,-,…
1,13200,市部,1,E,製造業,5464,126075,3746493,2775,6392,68444,1097,7179,81765,696,9534,x,311,7472,127016,241,9104,x,336,86394,3143160,8,-,x
1,13200,市部,1,F,電気・ガス・熱供給・水道業,8,207,…,1,1,…,1,5,…,4,50,…,-,-,…,-,-,…,2,151,…,-,-,…
1,13200,市部,1,G,情報通信業,1420,27749,…,846,1653,…,224,1480,…,135,1835,…,59,1408,…,62,2253,…,90,19120,…,4,-,…
1,13200,市部,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,397,2672,…,269,540,…,63,416,…,35,472,…,10,245,…,12,435,…,6,564,…,2,-,…
1,13200,市部,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,1023,25077,x,577,1113,x,161,1064,x,100,1363,16424,49,1163,14646,50,1818,23438,84,18556,224180,2,-,x
1,13200,市部,1,H,運輸業，郵便業,773,11560,…,403,677,…,106,729,…,109,1482,…,58,1380,…,46,1763,…,51,5529,…,-,-,…
1,13200,市部,1,I,卸売業，小売業,23892,237493,6852200,12632,29554,502216,5115,33305,1024021,3414,46808,1335777,1344,31471,842835,687,25329,928096,622,71026,2191558,78,-,27698
1,13200,市部,1,J,金融業，保険業,492,1775,…,370,771,…,90,585,…,26,315,…,3,64,…,1,40,…,-,-,…,2,-,…
1,13200,市部,1,K,不動産業，物品賃貸業,9210,34385,878814,7604,15124,215106,1040,6502,202558,361,4737,186944,90,2085,68600,46,1696,x,28,4241,x,41,-,x
1,13200,市部,1,L,学術研究，専門・技術サービス業,4720,40050,474986,3395,6957,66487,816,5181,70887,275,3575,x,85,2006,x,55,2087,21189,83,20244,x,11,-,269
1,13200,市部,1,M,宿泊業，飲食サービス業,12711,117597,485742,6771,14654,73522,2476,16322,74529,1687,23395,104870,929,22238,85597,648,24006,84176,179,16982,62710,21,-,338
1,13200,市部,1,N,生活関連サービス業，娯楽業,8817,46792,754834,6703,13474,x,1155,7342,56892,521,7000,111043,164,3831,121149,128,4861,x,99,10284,226355,47,-,x
1,13200,市部,1,O,教育，学習支援業,3974,32453,…,2476,4286,…,658,4406,…,401,5383,…,222,5290,…,136,4923,…,74,8165,…,7,-,…
1,13200,市部,2,O1,教育，学習支援業（学校教育）,231,6579,…,4,9,…,17,128,…,81,1178,…,60,1440,…,48,1707,…,21,2117,…,-,-,…
1,13200,市部,2,O2,教育，学習支援業（その他の教育，学習支援業）,3743,25874,227259,2472,4277,x,641,4278,x,320,4205,x,162,3850,11227,88,3216,12773,53,6048,149555,7,-,326
1,13200,市部,1,P,医療，福祉,10163,187368,1405330,3508,8048,x,2824,19031,135937,1805,23735,149824,636,15228,x,696,26702,202905,680,94624,762376,14,-,x
1,13200,市部,1,Q,複合サービス事業,98,2122,…,7,19,…,9,65,…,46,571,…,17,426,…,10,358,…,9,683,…,-,-,…
1,13200,市部,2,Q1,複合サービス事業（郵便局）,4,15,…,3,8,…,1,7,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
1,13200,市部,2,Q2,複合サービス事業（協同組合）,94,2107,33068,4,11,224,8,58,1244,46,571,10167,17,426,7946,10,358,6787,9,683,6700,-,-,-
1,13200,市部,1,R,サービス業（他に分類されないもの）,4769,72325,…,2473,5443,…,941,6184,…,607,8246,…,215,5123,…,214,8093,…,289,39236,…,30,-,…
1,13200,市部,2,R1,サービス業（政治・経済・文化団体，宗教）,1031,5382,…,705,1548,…,201,1285,…,70,899,…,20,461,…,12,422,…,9,767,…,14,-,…
1,13200,市部,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,3738,66943,589341,1768,3895,47882,740,4899,74808,537,7347,98910,195,4662,x,202,7671,x,280,38469,x,16,-,x
4,13201,八王子市,1,A～B,農林漁業（Ａ～Ｂ）,25,252,1232,10,28,138,4,23,155,10,140,x,-,-,-,-,-,-,1,61,x,-,-,-
4,13201,八王子市,1,C,鉱業，採石業，砂利採取業,1,3,x,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,D,建設業,1338,7349,…,813,1977,…,348,2279,…,134,1727,…,21,497,…,17,622,…,4,247,…,1,-,…
4,13201,八王子市,1,E,製造業,1211,19141,290543,614,1423,13687,226,1476,17993,181,2512,36871,69,1613,27964,68,2577,57466,53,9540,136562,-,-,-
4,13201,八王子市,1,F,電気・ガス・熱供給・水道業,2,20,…,-,-,…,-,-,…,2,20,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13201,八王子市,1,G,情報通信業,197,3459,…,124,240,…,32,209,…,13,184,…,6,149,…,9,323,…,13,2354,…,-,-,…
4,13201,八王子市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,38,213,…,29,59,…,7,43,…,-,-,…,-,-,…,1,41,…,1,70,…,-,-,…
4,13201,八王子市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,159,3246,17849,95,181,2090,25,166,1848,13,184,1746,6,149,1109,8,282,2807,12,2284,8249,-,-,-
4,13201,八王子市,1,H,運輸業，郵便業,171,1766,…,106,176,…,23,152,…,16,217,…,10,237,…,8,309,…,8,675,…,-,-,…
4,13201,八王子市,1,I,卸売業，小売業,3670,38226,1196729,1849,4351,85430,799,5241,188522,564,7703,226488,233,5496,169625,101,3806,142232,109,11629,380581,15,-,3851
4,13201,八王子市,1,J,金融業，保険業,74,302,…,51,121,…,18,119,…,5,62,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13201,八王子市,1,K,不動産業，物品賃貸業,1178,4044,89055,961,1913,21281,138,866,22047,50,660,x,17,391,15182,5,164,2917,1,50,x,6,-,-
4,13201,八王子市,1,L,学術研究，専門・技術サービス業,743,5906,54428,507,1023,7109,153,950,8149,47,626,9295,9,209,4391,14,521,4517,10,2577,20790,3,-,177
4,13201,八王子市,1,M,宿泊業，飲食サービス業,1796,16725,68722,965,2066,10347,322,2126,9397,234,3234,15287,145,3492,12059,95,3529,11206,28,2278,10320,7,-,107
4,13201,八王子市,1,N,生活関連サービス業，娯楽業,1196,6557,92703,921,1862,8348,145,911,6743,73,972,13994,21,502,17746,15,605,19123,15,1705,26481,6,-,268
4,13201,八王子市,1,O,教育，学習支援業,532,3449,…,350,593,…,81,547,…,51,670,…,24,573,…,19,687,…,6,379,…,1,-,…
4,13201,八王子市,2,O1,教育，学習支援業（学校教育）,19,524,…,-,-,…,1,8,…,3,37,…,7,165,…,7,251,…,1,63,…,-,-,…
4,13201,八王子市,2,O2,教育，学習支援業（その他の教育，学習支援業）,513,2925,10690,350,593,2141,80,539,1936,48,633,x,17,408,930,12,436,2117,5,316,1572,1,-,x
4,13201,八王子市,1,P,医療，福祉,1443,29095,218946,454,1100,7038,394,2663,16536,289,3821,21442,77,1834,x,111,4252,23751,116,15425,131787,2,-,x
4,13201,八王子市,1,Q,複合サービス事業,1,90,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,90,…,-,-,…
4,13201,八王子市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13201,八王子市,2,Q2,複合サービス事業（協同組合）,1,90,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,90,x,-,-,-
4,13201,八王子市,1,R,サービス業（他に分類されないもの）,864,11154,…,465,1009,…,171,1119,…,109,1481,…,27,666,…,42,1651,…,44,5228,…,6,-,…
4,13201,八王子市,2,R1,サービス業（政治・経済・文化団体，宗教）,200,943,…,138,322,…,39,242,…,14,186,…,2,41,…,2,69,…,1,83,…,4,-,…
4,13201,八王子市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,664,10211,79226,327,687,5902,132,877,10666,95,1295,15390,25,625,4205,40,1582,12352,43,5145,x,2,-,x
4,13202,立川市,1,A～B,農林漁業（Ａ～Ｂ）,8,45,492,5,15,129,2,13,x,1,17,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13202,立川市,1,C,鉱業，採石業，砂利採取業,3,11,4,2,6,x,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13202,立川市,1,D,建設業,324,2060,…,169,411,…,101,656,…,36,477,…,10,230,…,8,286,…,-,-,…,-,-,…
4,13202,立川市,1,E,製造業,203,4617,82170,90,227,6336,44,284,3250,26,353,4883,12,298,8318,12,438,9834,19,3017,49550,-,-,-
4,13202,立川市,1,F,電気・ガス・熱供給・水道業,1,12,…,-,-,…,-,-,…,1,12,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13202,立川市,1,G,情報通信業,120,3491,…,44,98,…,19,131,…,19,265,…,14,326,…,13,488,…,10,2183,…,1,-,…
4,13202,立川市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,24,205,…,14,28,…,3,23,…,2,27,…,2,53,…,2,74,…,-,-,…,1,-,…
4,13202,立川市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,96,3286,73681,30,70,659,16,108,2733,17,238,3701,12,273,2111,11,414,6213,10,2183,58263,-,-,-
4,13202,立川市,1,H,運輸業，郵便業,21,388,…,7,14,…,6,41,…,2,32,…,3,77,…,2,77,…,1,147,…,-,-,…
4,13202,立川市,1,I,卸売業，小売業,1381,17188,727767,587,1427,41656,373,2455,132456,227,3050,154559,91,2120,86793,52,1977,111437,46,6159,200632,5,-,235
4,13202,立川市,1,J,金融業，保険業,36,167,…,25,58,…,7,45,…,2,21,…,2,43,…,-,-,…,-,-,…,-,-,…
4,13202,立川市,1,K,不動産業，物品賃貸業,492,3299,145845,349,719,20045,86,549,41701,30,392,19713,9,222,7368,8,320,25892,6,1097,31036,4,-,91
4,13202,立川市,1,L,学術研究，専門・技術サービス業,301,2919,33832,182,422,4380,70,443,4231,25,335,x,7,154,6257,5,208,1168,11,1357,13001,1,-,x
4,13202,立川市,1,M,宿泊業，飲食サービス業,676,8278,39686,284,635,3507,124,813,3605,134,1884,10208,63,1541,6254,54,2017,x,16,1388,7262,1,-,x
4,13202,立川市,1,N,生活関連サービス業，娯楽業,442,3044,74698,302,612,3482,63,391,4409,39,530,8412,15,339,5031,13,485,8409,7,687,44893,3,-,63
4,13202,立川市,1,O,教育，学習支援業,182,1419,…,103,186,…,36,236,…,21,292,…,15,346,…,1,34,…,5,325,…,1,-,…
4,13202,立川市,2,O1,教育，学習支援業（学校教育）,10,185,…,-,-,…,2,16,…,4,66,…,3,69,…,1,34,…,-,-,…,-,-,…
4,13202,立川市,2,O2,教育，学習支援業（その他の教育，学習支援業）,172,1234,6953,103,186,1379,34,220,1734,17,226,1933,12,277,x,-,-,-,5,325,985,1,-,x
4,13202,立川市,1,P,医療，福祉,462,10133,157344,146,343,2691,128,856,11093,81,1062,7386,27,653,4364,45,1775,74024,32,5444,57754,3,-,33
4,13202,立川市,1,Q,複合サービス事業,4,54,…,-,-,…,1,5,…,2,23,…,1,26,…,-,-,…,-,-,…,-,-,…
4,13202,立川市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13202,立川市,2,Q2,複合サービス事業（協同組合）,4,54,1395,-,-,-,1,5,x,2,23,x,1,26,x,-,-,-,-,-,-,-,-,-
4,13202,立川市,1,R,サービス業（他に分類されないもの）,372,10824,…,138,312,…,80,531,…,61,821,…,23,559,…,23,851,…,45,7750,…,2,-,…
4,13202,立川市,2,R1,サービス業（政治・経済・文化団体，宗教）,35,267,…,23,47,…,7,46,…,2,33,…,-,-,…,1,30,…,1,111,…,1,-,…
4,13202,立川市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,337,10557,90851,115,265,6223,73,485,11408,59,788,9439,23,559,12533,22,821,x,44,7639,43481,1,-,x
4,13203,武蔵野市,1,A～B,農林漁業（Ａ～Ｂ）,4,20,406,1,2,x,3,18,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,D,建設業,176,833,…,110,263,…,47,301,…,16,195,…,3,74,…,-,-,…,-,-,…,-,-,…
4,13203,武蔵野市,1,E,製造業,107,3505,19307,64,146,1176,15,93,920,19,252,3617,2,48,x,5,195,3503,2,2771,x,-,-,-
4,13203,武蔵野市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13203,武蔵野市,1,G,情報通信業,124,1486,…,64,135,…,26,178,…,15,199,…,4,100,…,7,251,…,8,623,…,-,-,…
4,13203,武蔵野市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,53,375,…,31,72,…,12,80,…,6,70,…,1,24,…,2,69,…,1,60,…,-,-,…
4,13203,武蔵野市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,71,1111,11785,33,63,427,14,98,881,9,129,2187,3,76,1607,5,182,2996,7,563,3688,-,-,-
4,13203,武蔵野市,1,H,運輸業，郵便業,19,272,…,13,16,…,2,14,…,2,30,…,-,-,…,-,-,…,2,212,…,-,-,…
4,13203,武蔵野市,1,I,卸売業，小売業,1494,14243,352775,805,1990,31538,352,2292,47073,196,2633,65423,68,1590,26636,35,1198,25482,30,4540,156174,8,-,449
4,13203,武蔵野市,1,J,金融業，保険業,17,61,…,11,18,…,5,33,…,1,10,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13203,武蔵野市,1,K,不動産業，物品賃貸業,876,4047,142677,717,1395,17221,108,681,21645,28,363,16790,9,203,11129,5,168,12946,5,1237,62909,4,-,36
4,13203,武蔵野市,1,L,学術研究，専門・技術サービス業,296,2786,16116,211,470,3466,50,322,4205,19,249,2959,5,116,935,6,219,995,5,1410,3557,-,-,-
4,13203,武蔵野市,1,M,宿泊業，飲食サービス業,952,12491,45287,444,1017,6176,210,1420,6951,149,2080,10221,75,1786,8122,54,2014,7256,16,4174,6446,4,-,115
4,13203,武蔵野市,1,N,生活関連サービス業，娯楽業,541,3374,43598,339,713,10219,109,731,4279,55,719,5651,15,356,11475,12,476,10220,6,379,1636,5,-,118
4,13203,武蔵野市,1,O,教育，学習支援業,247,3448,…,115,223,…,55,371,…,39,516,…,13,307,…,7,248,…,16,1783,…,2,-,…
4,13203,武蔵野市,2,O1,教育，学習支援業（学校教育）,15,933,…,1,3,…,-,-,…,6,87,…,1,21,…,1,40,…,6,782,…,-,-,…
4,13203,武蔵野市,2,O2,教育，学習支援業（その他の教育，学習支援業）,232,2515,11517,114,220,1809,55,371,2453,33,429,x,12,286,847,6,208,660,10,1001,3496,2,-,x
4,13203,武蔵野市,1,P,医療，福祉,565,8504,65909,227,525,3447,188,1250,9936,68,871,5323,30,703,x,26,943,6026,25,4212,37143,1,-,x
4,13203,武蔵野市,1,Q,複合サービス事業,2,32,…,-,-,…,-,-,…,1,11,…,1,21,…,-,-,…,-,-,…,-,-,…
4,13203,武蔵野市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13203,武蔵野市,2,Q2,複合サービス事業（協同組合）,2,32,x,-,-,-,-,-,-,1,11,x,1,21,x,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,R,サービス業（他に分類されないもの）,222,2772,…,108,247,…,49,333,…,26,356,…,14,342,…,10,358,…,13,1136,…,2,-,…
4,13203,武蔵野市,2,R1,サービス業（政治・経済・文化団体，宗教）,52,296,…,32,68,…,13,87,…,3,42,…,3,67,…,1,32,…,-,-,…,-,-,…
4,13203,武蔵野市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,170,2476,32252,76,179,3237,36,246,x,23,314,4990,11,275,8698,9,326,5195,13,1136,7865,2,-,x
