地域階層,地域コード,地域名,産業分類階層,大分類,産業分類名,企業等／総数／企業数（企業）,企業等／総数／事業所数（事業所）,企業等／総数／企業従業者数（人）,企業等／総数／売上（収入）金額（百万円）,個人経営／企業数（企業）,個人経営／事業所数（事業所）,個人経営／企業従業者数（人）,個人経営／売上（収入）金額（百万円）,法人／会社企業／総数／企業数（企業）,法人／会社企業／総数／事業所数（事業所）,法人／会社企業／総数／企業従業者数（人）,法人／会社企業／総数／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万円未満／企業数（企業）,法人／会社企業／資本金階級／300万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万円未満／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万～500万円未満／企業数（企業）,法人／会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万～500万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／500万～1000万円未満／企業数（企業）,法人／会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／500万～1000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,法人／会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／1000万～3000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,法人／会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／3000万～5000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／5000万～1億円未満／企業数（企業）,法人／会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,法人／会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,法人／会社企業／資本金階級／5000万～1億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1億円～3億円未満／企業数（企業）,法人／会社企業／資本金階級／1億円～3億円未満／事業所数（事業所）,法人／会社企業／資本金階級／1億円～3億円未満／企業従業者数（人）,法人／会社企業／資本金階級／1億円～3億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3億円～10億円未満／企業数（企業）,法人／会社企業／資本金階級／3億円～10億円未満／事業所数（事業所）,法人／会社企業／資本金階級／3億円～10億円未満／企業従業者数（人）,法人／会社企業／資本金階級／3億円～10億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／10億円～50億円未満／企業数（企業）,法人／会社企業／資本金階級／10億円～50億円未満／事業所数（事業所）,法人／会社企業／資本金階級／10億円～50億円未満／企業従業者数（人）,法人／会社企業／資本金階級／10億円～50億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／50億円以上／企業数（企業）,法人／会社企業／資本金階級／50億円以上／事業所数（事業所）,法人／会社企業／資本金階級／50億円以上／企業従業者数（人）,法人／会社企業／資本金階級／50億円以上／売上（収入）（百万円）,法人／会社以外の法人／企業数（企業）,法人／会社以外の法人／事業所数（事業所）,法人／会社以外の法人／企業従業者数（人）,法人／会社以外の法人／売上（収入）金額（百万円）
4,13109,品川区,1,Q,複合サービス事業,7,7,26,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,26,x
4,13109,品川区,1,R,サービス業（他に分類されないもの）,660,1878,35667,403702,42,43,94,x,368,1401,33757,x,17,17,144,1083,81,85,897,4688,31,37,288,4806,168,291,8271,63437,20,138,4208,31233,22,217,7582,84268,11,458,5877,93008,7,91,5245,53490,2,57,1035,x,1,2,175,x,250,434,1816,26771
4,13110,目黒区,0,A-R,全産業（Ｓ公務を除く）,7078,11669,231959,4672921,2710,2727,8015,45421,4070,8321,143587,3498247,280,334,2689,30264,1355,1480,6957,71110,399,439,2695,84735,1496,2202,22353,385596,179,629,10827,294907,146,804,20419,427649,68,1003,46363,1191577,26,625,11248,270756,15,338,9831,281921,8,369,9789,455924,298,621,80357,1129254
4,13110,目黒区,0,A-B,農林漁業（Ａ～Ｂ）,5,6,39,x,-,-,-,-,5,6,39,x,-,-,-,-,1,1,12,x,-,-,-,-,4,5,27,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,A,農業，林業,5,6,39,x,-,-,-,-,5,6,39,x,-,-,-,-,1,1,12,x,-,-,-,-,4,5,27,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,C,鉱業，採石業，砂利採取業,1,2,13,x,-,-,-,-,1,2,13,x,-,-,-,-,-,-,-,-,-,-,-,-,1,2,13,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,D,建設業,377,527,4441,200558,53,53,128,x,324,474,4313,x,11,11,32,618,78,79,293,4129,30,30,112,2226,153,161,1298,32719,23,43,728,18522,17,40,655,33809,3,62,763,39583,-,-,-,-,-,-,-,-,1,40,411,x,-,-,-,-
4,13110,目黒区,1,E,製造業,467,760,12307,539295,75,76,170,649,392,684,12137,538646,13,13,41,573,115,120,487,3811,31,33,181,1675,163,236,3152,57235,26,58,1026,17389,21,74,2224,78806,10,70,1899,121781,6,28,1335,26468,1,4,256,x,2,44,1523,x,-,-,-,-
4,13110,目黒区,1,F,電気・ガス・熱供給・水道業,1,1,1,x,-,-,-,-,1,1,1,x,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,G,情報通信業,254,303,4600,95349,1,1,1,x,250,299,4578,x,24,24,78,559,55,56,224,4116,27,29,195,3120,101,114,1507,20748,12,14,321,3512,13,26,766,24198,11,24,677,29426,-,-,-,-,2,7,796,x,-,-,-,-,3,3,21,x
4,13110,目黒区,1,H,運輸業，郵便業,49,85,4734,x,15,15,24,105,31,67,4700,x,1,1,29,x,5,6,76,x,5,5,51,x,16,37,1536,12361,2,2,498,x,-,-,-,-,-,-,-,-,-,-,-,-,2,16,2510,x,-,-,-,-,3,3,10,3
4,13110,目黒区,1,I,卸売業，小売業,1648,3713,63576,1975229,541,547,1492,x,1105,3161,61883,1962055,64,112,1795,24048,377,430,2001,31122,88,105,865,67266,432,802,5562,161066,47,385,5903,212806,36,279,3596,187892,17,686,34569,870589,11,69,2113,150724,4,181,3538,157467,2,85,1799,x,2,5,201,x
4,13110,目黒区,1,J,金融業，保険業,45,57,332,4817,3,3,8,56,40,42,147,x,1,1,2,x,17,19,50,310,4,4,8,51,14,14,70,457,1,1,1,x,-,-,-,-,1,1,-,x,2,2,16,x,-,-,-,-,-,-,-,-,2,12,177,x
4,13110,目黒区,1,K,不動産業，物品賃貸業,894,987,3604,75947,289,290,472,x,599,691,3108,x,35,36,83,533,192,195,549,5400,56,56,182,1879,245,284,1247,22706,25,40,245,5093,25,40,358,16276,9,28,377,12919,2,2,17,x,1,1,28,x,-,-,-,-,6,6,24,363
4,13110,目黒区,1,L,学術研究，専門・技術サービス業,542,677,7580,170677,161,161,506,4813,373,508,7019,165396,49,49,140,1408,122,128,446,4068,40,41,223,2546,122,135,935,14310,10,11,244,6190,9,13,434,7424,4,26,660,26159,1,1,16,x,3,20,1065,47806,2,73,2826,x,8,8,55,469
4,13110,目黒区,1,M,宿泊業，飲食サービス業,954,1740,18219,132979,618,620,1984,x,335,1119,16210,x,32,32,233,1168,153,175,1277,8129,55,66,490,3143,65,169,1994,13454,4,4,23,23,5,93,1896,8515,4,81,2212,48978,1,357,4774,x,-,-,-,-,1,127,3230,x,1,1,25,x
4,13110,目黒区,1,N,生活関連サービス業，娯楽業,713,993,9704,153273,430,431,962,3455,275,554,8651,112179,24,26,108,807,120,141,645,4715,31,35,138,919,68,95,812,19165,10,14,165,9523,7,54,3167,37003,1,1,264,x,1,68,1697,x,1,108,1603,x,-,-,-,-,8,8,91,37640
4,13110,目黒区,1,O,教育，学習支援業,201,278,7818,92528,79,81,345,890,89,131,1247,13311,10,13,72,187,33,40,275,1043,11,11,94,451,26,27,355,1407,2,15,112,x,2,20,199,x,2,2,124,x,-,-,-,-,-,-,-,-,-,-,-,-,33,66,6226,78327
4,13110,目黒区,1,P,医療，福祉,643,1058,82493,1042742,428,432,1882,13009,84,255,7931,28184,9,9,58,237,35,36,345,1312,10,10,100,339,17,28,380,1638,2,13,60,x,6,152,6769,20876,1,3,194,x,-,-,-,-,-,-,-,-,-,-,-,-,131,371,72680,1001550
4,13110,目黒区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,1,R,サービス業（他に分類されないもの）,284,482,12498,135644,17,17,41,74,166,327,11610,129413,6,6,17,x,52,54,277,2400,11,14,56,x,69,93,3465,x,15,29,1501,16941,5,13,355,x,5,19,4624,22138,2,98,1280,x,1,1,35,x,-,-,-,-,101,138,847,6157
4,13111,大田区,0,A-R,全産業（Ｓ公務を除く）,19481,27237,342695,11029427,7749,7793,20805,129104,11074,18534,302156,10653156,647,685,3525,33875,3932,4153,18797,189210,1167,1271,7332,100391,4102,5498,65019,1286119,483,1385,20026,537589,352,1534,46860,880054,123,1574,38067,601937,56,552,15540,827161,23,245,18001,617112,17,1462,68170,5566434,658,910,19734,247167
4,13111,大田区,0,A-B,農林漁業（Ａ～Ｂ）,13,13,102,x,-,-,-,-,13,13,102,x,-,-,-,-,5,5,13,x,1,1,7,x,7,7,82,974,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,A,農業，林業,13,13,102,x,-,-,-,-,13,13,102,x,-,-,-,-,5,5,13,x,1,1,7,x,7,7,82,974,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13111,大田区,1,D,建設業,1722,1992,14771,x,298,298,686,x,1423,1693,14080,x,38,38,114,1474,510,519,2290,26410,188,190,959,13252,560,626,5245,101090,64,98,1711,35643,29,114,1513,63167,12,48,919,49460,5,41,1192,67242,-,-,-,-,1,3,78,x,1,1,5,x
4,13111,大田区,1,E,製造業,3719,5093,94629,3777829,696,697,1372,x,3020,4393,93031,3770838,75,78,523,7945,1082,1117,4032,34149,329,359,1553,15288,1183,1499,16811,259109,144,305,6396,136540,112,274,6945,160017,45,362,8449,157910,12,112,2498,85585,9,84,3301,100318,8,182,42454,2813367,3,3,226,x
4,13111,大田区,1,F,電気・ガス・熱供給・水道業,3,4,11,x,-,-,-,-,3,4,11,x,-,-,-,-,-,-,-,-,-,-,-,-,1,2,7,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x,1,1,2,x,-,-,-,-,-,-,-,-
4,13111,大田区,1,G,情報通信業,208,334,7581,175854,5,5,10,12,203,329,7571,175843,20,21,58,465,52,53,185,1527,17,17,102,875,77,89,906,9297,9,14,318,4348,8,15,327,9632,9,81,2292,38682,3,25,1522,53969,1,7,1847,x,-,-,-,-,-,-,-,-
4,13111,大田区,1,H,運輸業，郵便業,641,1014,29568,538527,283,283,337,1482,352,725,29183,534544,5,5,23,131,60,71,800,7655,35,41,757,6169,165,256,8493,83826,31,95,3276,33898,36,133,5970,75478,9,53,3350,30981,6,55,3303,76107,3,3,930,133401,1,12,2279,x,6,6,48,2502
4,13111,大田区,1,I,卸売業，小売業,4138,6259,64887,4759728,1458,1473,3979,38505,2666,4767,60736,4712211,175,188,1286,15498,874,927,4293,67998,256,278,1731,47984,1054,1477,16610,633266,117,280,3540,235799,82,594,7627,346451,28,208,4423,130289,23,280,4282,526886,3,129,11362,302107,2,352,5278,x,14,19,172,9011
4,13111,大田区,1,J,金融業，保険業,125,188,3773,120287,14,14,30,131,102,145,3486,116212,11,11,42,249,37,37,92,x,11,13,47,x,31,53,1792,x,6,6,36,x,2,2,9,x,2,2,6,x,-,-,-,-,1,9,78,x,1,12,1384,x,9,29,257,3945
4,13111,大田区,1,K,不動産業，物品賃貸業,2207,2279,7068,107572,915,917,1496,x,1280,1350,5517,x,95,95,231,2266,450,453,1271,9481,126,132,392,4389,499,531,2568,42208,57,66,392,6919,34,51,407,13599,3,4,84,3267,2,4,41,x,1,1,76,x,-,-,-,-,12,12,55,2865
4,13111,大田区,1,L,学術研究，専門・技術サービス業,748,827,4954,99986,297,297,1005,x,428,506,3731,90142,58,58,189,1083,169,176,589,3909,43,45,208,1346,130,149,955,10277,14,25,491,6707,6,39,749,9105,4,10,499,56202,-,-,-,-,2,2,39,x,-,-,-,-,23,24,218,x
4,13111,大田区,1,M,宿泊業，飲食サービス業,2146,4072,40353,259068,1599,1606,4492,17000,543,2447,35752,240643,68,78,420,2147,261,287,1778,11280,74,79,504,2635,84,271,3015,22290,11,424,1591,46988,9,17,689,8446,4,651,15954,71137,-,-,-,-,1,8,361,x,1,602,11267,x,4,19,109,1425
4,13111,大田区,1,N,生活関連サービス業，娯楽業,1367,1838,11959,311123,982,994,2096,x,377,834,9807,301846,31,35,133,612,176,227,1139,13068,38,57,296,3498,93,166,1738,50393,11,44,1215,20899,8,27,685,93572,3,43,765,52686,2,8,474,x,-,-,-,-,2,214,3321,x,8,10,56,x
4,13111,大田区,1,O,教育，学習支援業,324,412,9091,135262,187,187,563,1617,81,121,1006,x,8,8,54,164,34,40,168,898,8,10,95,350,22,53,565,2370,2,2,15,x,2,2,88,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,104,7522,x
4,13111,大田区,1,P,医療，福祉,1367,1675,18060,123974,948,955,4607,33181,165,334,4053,17740,33,40,351,1018,81,97,974,3286,12,20,282,694,25,53,902,3394,3,3,46,138,2,4,142,x,2,110,1297,x,-,-,-,-,-,-,-,-,-,-,-,-,254,386,9400,73052
4,13111,大田区,1,Q,複合サービス事業,8,11,34,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,11,34,x
4,13111,大田区,1,R,サービス業（他に分類されないもの）,745,1226,35854,248165,67,67,132,572,418,873,34090,226953,30,30,101,821,141,144,1173,8590,29,29,399,3138,171,266,5330,49947,14,23,999,7631,22,262,21709,96381,2,2,29,x,2,26,2226,x,1,1,5,x,1,85,2109,x,260,286,1632,20640
4,13112,世田谷区,0,A-R,全産業（Ｓ公務を除く）,15189,20189,207154,5493691,6416,6462,19834,112864,7992,12363,152027,4986389,584,665,3487,36845,2812,3051,14821,147336,807,897,5460,56240,2877,3992,35966,574245,271,537,9727,188709,215,1260,23556,391261,56,617,24890,386555,28,667,15427,1387634,12,321,13382,262620,5,28,3604,1537421,781,1364,35293,394438
4,13112,世田谷区,0,A-B,農林漁業（Ａ～Ｂ）,37,38,213,3583,-,-,-,-,36,37,211,x,2,2,3,x,9,9,35,246,8,8,40,460,12,12,102,602,2,2,17,x,3,4,14,1937,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x
4,13112,世田谷区,1,A,農業，林業,37,38,213,3583,-,-,-,-,36,37,211,x,2,2,3,x,9,9,35,246,8,8,40,460,12,12,102,602,2,2,17,x,3,4,14,1937,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x
4,13112,世田谷区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,D,建設業,1252,1609,12458,333594,168,168,398,2175,1084,1441,12060,331419,24,24,86,1291,313,314,1359,16876,119,123,565,9191,488,530,3948,91850,69,116,1802,46192,35,108,1605,65442,6,74,785,35708,2,107,1535,x,1,18,229,x,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,E,製造業,596,798,13072,551404,94,94,174,x,501,703,12887,550797,9,10,32,212,134,141,622,6198,45,50,273,3407,229,299,3177,52630,30,68,1640,32109,33,82,2496,67360,4,15,922,43247,2,8,267,x,2,10,693,x,1,8,2731,x,1,1,11,x
4,13112,世田谷区,1,F,電気・ガス・熱供給・水道業,2,2,14,x,-,-,-,-,2,2,14,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,1,G,情報通信業,409,513,10735,192483,11,11,28,x,396,500,10696,192262,56,56,164,1388,120,122,423,3847,37,38,169,3789,127,138,1472,22957,14,21,2626,15518,12,20,669,32782,5,14,483,6363,7,62,3575,69163,1,2,710,x,1,11,356,x,2,2,11,x
4,13112,世田谷区,1,H,運輸業，郵便業,281,349,5041,37141,168,169,222,x,109,176,4802,x,5,6,63,x,25,25,239,1922,14,16,272,2180,52,74,2459,17040,3,8,190,1808,8,45,1529,11993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,17,466
4,13112,世田谷区,1,I,卸売業，小売業,3557,5622,46018,3182670,1406,1417,4205,32701,2139,4146,40606,3095153,124,185,1264,23937,801,916,4784,66662,197,225,1365,21555,794,1267,9041,253104,72,202,2152,51703,44,740,10589,139829,11,99,2724,122950,11,303,5961,1159164,2,119,1682,x,2,8,504,x,12,59,1207,54816
4,13112,世田谷区,1,J,金融業，保険業,83,116,2567,20412,6,6,10,x,76,95,2307,x,5,5,5,44,26,26,69,606,9,9,27,209,26,29,126,1593,1,1,1,x,3,19,2063,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,15,250,x
4,13112,世田谷区,1,K,不動産業，物品賃貸業,1602,1830,15783,278364,376,379,684,4194,1218,1443,14946,264948,55,55,197,1111,420,427,1189,13115,109,114,414,4046,485,518,2560,39994,48,59,396,31696,42,74,980,13190,10,10,39,744,3,13,75,2264,4,130,8971,157093,-,-,-,-,8,8,153,9222
4,13112,世田谷区,1,L,学術研究，専門・技術サービス業,1041,1133,5984,75971,327,329,983,x,693,780,4183,58244,96,96,233,1996,246,251,786,8126,63,66,246,2243,231,254,1443,15210,9,17,150,2409,10,18,156,5688,3,3,134,5568,-,-,-,-,1,41,941,x,1,1,13,x,21,24,818,x
4,13112,世田谷区,1,M,宿泊業，飲食サービス業,1795,2417,29471,148081,1275,1283,3982,15112,514,1127,25414,x,52,57,471,2537,233,270,1830,9294,86,96,679,3882,85,216,2079,12556,5,14,214,2222,7,79,1522,11009,6,355,18398,89676,-,-,-,-,-,-,-,-,-,-,-,-,6,7,75,x
4,13112,世田谷区,1,N,生活関連サービス業，娯楽業,1480,1696,6780,142856,983,989,2137,7862,491,701,4580,134472,51,53,220,1251,233,261,1251,9320,44,60,270,1799,123,231,1641,29279,3,5,79,x,6,48,740,14021,4,15,284,77429,-,-,-,-,-,-,-,-,-,-,-,-,6,6,63,522
4,13112,世田谷区,1,O,教育，学習支援業,529,766,16199,147933,306,316,940,1868,156,287,3215,10698,24,25,101,530,58,66,482,2327,12,19,121,400,48,163,2281,6511,3,3,11,103,1,1,2,x,1,1,179,x,-,-,-,-,-,-,-,-,-,-,-,-,67,163,12044,135367
4,13112,世田谷区,1,P,医療，福祉,1828,2336,29567,212435,1230,1235,5910,39856,221,349,4823,17692,42,52,478,1447,84,111,1100,4076,32,40,625,1484,38,81,1194,4468,3,11,158,535,1,1,7,x,3,27,491,984,1,9,372,x,1,1,156,x,-,-,-,-,377,752,18834,154887
4,13112,世田谷区,1,Q,複合サービス事業,5,31,472,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,31,472,x
4,13112,世田谷区,1,R,サービス業（他に分類されないもの）,692,933,12780,157733,66,66,161,484,356,576,11283,141976,39,39,170,780,110,112,652,4717,32,33,394,1594,139,180,4443,26451,9,10,291,3276,10,21,1184,14267,2,3,451,x,2,165,3642,x,-,-,-,-,-,-,-,-,270,291,1336,15272
4,13113,渋谷区,0,A-R,全産業（Ｓ公務を除く）,13537,44407,810888,25381450,3232,3261,10670,x,9533,39248,739567,22765303,620,709,5102,86373,2107,2404,14328,190608,865,1111,7783,149357,4015,7318,84439,1434201,523,1653,27375,589826,566,5462,89592,1689480,306,6994,120529,1651368,154,2356,69889,1909950,94,5162,85142,4026230,56,5837,233853,11016248,772,1898,60651,x
4,13113,渋谷区,0,A-B,農林漁業（Ａ～Ｂ）,2,4,14,x,-,-,-,-,1,3,11,x,-,-,-,-,-,-,-,-,-,-,-,-,1,3,11,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,x
4,13113,渋谷区,1,A,農業，林業,2,4,14,x,-,-,-,-,1,3,11,x,-,-,-,-,-,-,-,-,-,-,-,-,1,3,11,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,x
4,13113,渋谷区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13113,渋谷区,1,C,鉱業，採石業，砂利採取業,1,1,18,x,-,-,-,-,1,1,18,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,18,x,-,-,-,-,-,-,-,-
4,13113,渋谷区,1,D,建設業,489,1078,20174,884157,34,34,84,315,452,1041,20078,882681,12,12,92,834,83,84,320,5161,20,21,134,2946,246,299,3534,85661,43,87,1145,39183,27,98,1641,54377,6,48,1411,36092,5,116,2266,114575,3,122,2516,75614,2,149,6998,x,3,3,12,1161
4,13113,渋谷区,1,E,製造業,501,1490,73589,4688946,46,46,95,x,453,1442,73487,x,22,26,128,1553,83,89,416,6995,34,38,230,5013,209,290,3724,88208,29,71,1435,31004,22,104,4740,141059,12,64,1345,33498,14,190,4755,226368,7,116,7152,381423,14,447,49537,3773007,2,2,7,x
4,13113,渋谷区,1,F,電気・ガス・熱供給・水道業,5,11,102,x,-,-,-,-,5,11,102,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,23,x,1,7,67,x,3,3,12,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13113,渋谷区,1,G,情報通信業,1572,2151,73548,1973363,14,14,22,x,1547,1952,59351,1312789,117,123,1073,19735,265,276,1792,19376,132,134,1062,14644,676,739,12507,169299,86,106,3848,83068,100,182,9440,142983,78,150,8581,159525,47,112,10219,296381,18,60,4955,220528,6,48,5701,184950,11,185,14175,x
4,13113,渋谷区,1,H,運輸業，郵便業,55,1676,87861,x,11,11,13,52,43,1664,87841,2543029,1,7,77,x,5,5,30,x,5,14,294,20070,16,43,1337,x,3,23,1381,12747,5,44,1298,x,3,16,245,18254,-,-,-,-,1,64,1336,x,3,1447,81838,2384813,1,1,7,x
4,13113,渋谷区,1,I,卸売業，小売業,2652,13697,150772,7476786,437,441,1332,12704,2200,13207,147686,7008101,100,108,1155,37839,469,598,3162,66566,209,343,1674,67108,932,2580,19323,558446,120,536,4821,230218,160,2306,22973,814686,73,2064,19712,705687,31,1302,20531,746695,27,2649,33230,2347325,13,653,20716,1426014,15,49,1754,455982
4,13113,渋谷区,1,J,金融業，保険業,151,2649,33343,2257018,6,6,18,165,136,2435,27596,1520673,8,10,105,x,22,42,153,1201,5,16,84,732,43,57,268,4791,7,32,329,5108,12,13,82,2372,17,213,1501,21492,11,20,2322,23737,6,346,3227,36916,4,1685,19507,1417807,9,208,5729,736180
4,13113,渋谷区,1,K,不動産業，物品賃貸業,1377,2502,30202,1390499,222,223,405,3948,1144,2266,29743,x,47,48,123,1723,256,260,931,15618,97,99,366,5171,510,615,3173,103625,80,104,1290,50671,77,127,1162,68133,34,245,4470,103502,8,79,1155,66145,16,647,14762,604158,2,25,2254,x,11,13,54,x
4,13113,渋谷区,1,L,学術研究，専門・技術サービス業,2026,2388,25418,761379,574,578,1974,18231,1364,1683,20807,708536,135,139,636,9641,344,348,1481,20928,132,133,745,12187,585,641,5605,110467,50,59,897,24632,46,72,2708,52530,23,51,1510,138498,17,61,2591,54068,8,76,1349,43263,4,83,3111,241039,88,127,2637,34612
4,13113,渋谷区,1,M,宿泊業，飲食サービス業,1407,6733,93897,472067,726,728,2517,10954,679,5993,91344,x,59,101,1068,5221,232,286,2262,16288,92,149,1241,7062,187,585,9190,50277,19,88,1581,10143,20,915,12193,51751,15,2787,38338,130283,3,131,4033,15725,1,492,8613,x,3,410,12419,140358,2,12,36,x
4,13113,渋谷区,1,N,生活関連サービス業，娯楽業,1103,3762,41378,628480,433,439,1023,4541,655,3276,39576,608112,65,77,398,4191,195,238,1664,27299,61,65,777,7490,227,501,5175,83246,26,81,1235,36597,30,941,8912,95342,20,683,12698,96230,1,22,877,x,5,576,6582,188130,1,68,1123,x,15,47,779,15826
4,13113,渋谷区,1,O,教育，学習支援業,369,1091,31825,375738,100,104,333,x,197,671,8776,67234,18,18,113,574,44,54,573,2825,26,35,262,1616,77,217,3174,17919,12,302,3384,29518,12,31,1041,9827,2,4,83,x,1,5,115,x,-,-,-,-,-,-,-,-,72,316,22716,x
4,13113,渋谷区,1,P,医療，福祉,932,1862,36921,440907,607,615,2809,23890,106,922,27298,214499,8,11,43,292,37,49,442,1836,16,21,236,741,21,45,634,2665,6,52,1661,4982,7,233,4963,33231,3,383,16384,85356,2,16,438,x,-,-,-,-,1,95,2433,x,219,325,6814,202519
4,13113,渋谷区,1,Q,複合サービス事業,2,2,9,x,-,-,-,-,1,1,5,x,-,-,-,-,1,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,x
