地域階層,地域コード,地域名,産業分類階層,大分類,分類名,資本金階級／総数／企業数（企業）,資本金階級／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,13115,杉並区,1,K,不動産業，物品賃貸業,1397,6287,69,179,461,1237,148,491,561,2416,51,416,47,571,7,295,1,5,1,342,-,-
4,13115,杉並区,1,L,学術研究，専門・技術サービス業,585,3568,79,197,234,761,42,189,180,1200,9,178,6,667,3,78,3,123,-,-,-,-
4,13115,杉並区,1,M,宿泊業，飲食サービス業,618,8605,66,574,236,1995,96,774,93,2672,6,324,6,888,1,12,-,-,-,-,-,-
4,13115,杉並区,1,N,生活関連サービス業，娯楽業,443,5030,41,288,180,1115,50,452,98,1279,7,250,7,385,3,498,-,-,1,243,-,-
4,13115,杉並区,1,O,教育，学習支援業,155,2594,17,143,62,760,16,155,36,744,1,47,-,-,2,277,-,-,-,-,-,-
4,13115,杉並区,1,P,医療，福祉,196,3435,27,209,60,1013,28,493,38,1070,1,51,3,83,2,94,-,-,-,-,-,-
4,13115,杉並区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,杉並区,1,R,サービス業（他に分類されないもの）,339,12822,20,90,124,844,26,194,134,6421,11,506,8,1633,3,2876,-,-,1,6,-,-
4,13116,豊島区,0,A-R,全産業（Ｓ公務を除く）,8372,301463,457,3433,2161,12912,718,7443,3387,64374,401,22567,345,36768,143,28037,49,27000,31,28897,19,53642
4,13116,豊島区,0,A-B,農林漁業（Ａ～Ｂ）,3,5,-,-,-,-,-,-,2,1,-,-,1,4,-,-,-,-,-,-,-,-
4,13116,豊島区,1,A,農業，林業,2,1,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,B,漁業,1,4,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-
4,13116,豊島区,0,C-R,非農林漁業（Ｃ～Ｒ）,8369,301458,457,3433,2161,12912,718,7443,3385,64373,401,22567,344,36764,143,28037,49,27000,31,28897,19,53642
4,13116,豊島区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,D,建設業,736,12061,31,155,189,1037,51,267,372,3960,41,1174,20,1065,7,561,6,1603,1,645,-,-
4,13116,豊島区,1,E,製造業,761,30203,26,129,202,889,41,212,324,4851,36,1776,49,5310,27,3373,6,1006,8,4136,5,8200
4,13116,豊島区,1,F,電気・ガス・熱供給・水道業,4,26,-,-,1,1,-,-,1,1,-,-,-,-,2,24,-,-,-,-,-,-
4,13116,豊島区,1,G,情報通信業,810,28622,55,313,127,840,74,748,364,7632,56,2476,59,3770,23,9847,3,291,5,2139,-,-
4,13116,豊島区,1,H,運輸業，郵便業,80,8349,1,4,10,93,1,6,45,2836,2,8,3,426,1,407,1,1545,-,-,-,-
4,13116,豊島区,1,I,卸売業，小売業,1920,60987,85,632,491,2660,180,2148,808,10459,90,3013,77,7423,33,4434,7,2357,3,2224,5,23529
4,13116,豊島区,1,J,金融業，保険業,140,6602,11,67,41,175,9,36,42,393,7,103,11,85,5,169,4,344,2,527,4,4663
4,13116,豊島区,1,K,不動産業，物品賃貸業,1180,9115,55,208,297,1086,108,319,536,3022,65,669,31,1092,13,455,3,1578,3,49,2,149
4,13116,豊島区,1,L,学術研究，専門・技術サービス業,791,22195,58,249,236,913,54,310,335,3789,29,944,24,1534,6,930,3,592,3,853,2,11680
4,13116,豊島区,1,M,宿泊業，飲食サービス業,722,53453,54,669,254,2375,73,1619,148,6235,17,4837,20,7289,4,2183,4,5955,2,13982,1,5421
4,13116,豊島区,1,N,生活関連サービス業，娯楽業,456,14914,28,473,126,1002,55,748,120,3277,18,2954,20,1665,9,494,3,1879,1,592,-,-
4,13116,豊島区,1,O,教育，学習支援業,169,14802,20,246,46,444,15,127,45,4496,5,411,5,434,2,479,3,4329,2,3335,-,-
4,13116,豊島区,1,P,医療，福祉,155,5011,21,176,56,584,19,298,32,1563,4,367,1,1290,-,-,2,327,-,-,-,-
4,13116,豊島区,1,Q,複合サービス事業,1,12,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13116,豊島区,1,R,サービス業（他に分類されないもの）,444,35106,12,112,84,801,38,605,213,11859,31,3835,24,5381,11,4681,4,5194,1,415,-,-
4,13117,北区,0,A-R,全産業（Ｓ公務を除く）,5058,161295,255,1317,1765,9442,488,3829,1876,37931,180,6492,129,14114,42,37602,17,15106,16,27558,7,3721
4,13117,北区,0,A-B,農林漁業（Ａ～Ｂ）,3,17,-,-,-,-,2,16,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,A,農業，林業,3,17,-,-,-,-,2,16,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,0,C-R,非農林漁業（Ｃ～Ｒ）,5055,161278,255,1317,1765,9442,486,3813,1875,37930,180,6492,129,14114,42,37602,17,15106,16,27558,7,3721
4,13117,北区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,D,建設業,771,9082,21,78,262,1165,71,301,332,3132,35,770,20,1076,6,706,1,85,1,489,1,1127
4,13117,北区,1,E,製造業,818,25574,14,44,254,1279,64,377,349,5499,43,2088,37,5403,9,2491,5,1752,8,3900,2,2171
4,13117,北区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,G,情報通信業,134,2800,14,35,30,76,16,72,56,902,3,105,3,859,2,260,2,147,1,50,-,-
4,13117,北区,1,H,運輸業，郵便業,113,9847,2,8,25,162,13,307,53,3336,6,1179,5,905,5,2198,1,1585,-,-,-,-
4,13117,北区,1,I,卸売業，小売業,1315,67436,71,387,458,2752,124,1014,518,5954,38,796,35,2995,8,29730,4,5519,3,17266,-,-
4,13117,北区,1,J,金融業，保険業,55,293,3,10,25,96,7,24,15,72,1,13,1,21,-,-,1,1,-,-,1,50
4,13117,北区,1,K,不動産業，物品賃貸業,599,2619,33,79,199,534,78,243,230,877,27,413,15,146,2,95,-,-,1,8,1,181
4,13117,北区,1,L,学術研究，専門・技術サービス業,263,2422,23,91,111,380,11,71,96,1103,4,108,3,276,3,258,1,4,-,-,1,63
4,13117,北区,1,M,宿泊業，飲食サービス業,363,28260,26,202,161,1152,47,396,50,13484,5,61,2,429,2,290,1,5596,1,5824,1,129
4,13117,北区,1,N,生活関連サービス業，娯楽業,270,3587,17,152,103,565,25,335,71,795,8,522,4,215,2,82,1,417,1,21,-,-
4,13117,北区,1,O,教育，学習支援業,61,690,6,19,20,139,7,181,16,215,2,14,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,P,医療，福祉,101,1978,14,135,43,728,10,348,21,452,-,-,1,85,-,-,-,-,-,-,-,-
4,13117,北区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,1,R,サービス業（他に分類されないもの）,192,6690,11,77,74,414,13,144,68,2109,8,423,3,1704,3,1492,-,-,-,-,-,-
4,13118,荒川区,0,A-R,全産業（Ｓ公務を除く）,3999,86817,172,786,1383,6737,403,2375,1511,17909,139,6004,125,10501,38,12681,9,1914,4,1538,4,22942
4,13118,荒川区,0,A-B,農林漁業（Ａ～Ｂ）,1,5,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,A,農業，林業,1,5,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,0,C-R,非農林漁業（Ｃ～Ｒ）,3998,86812,172,786,1382,6732,403,2375,1511,17909,139,6004,125,10501,38,12681,9,1914,4,1538,4,22942
4,13118,荒川区,1,C,鉱業，採石業，砂利採取業,1,6,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,D,建設業,480,5714,19,48,155,617,40,154,212,1796,14,344,21,1262,4,565,-,-,1,601,-,-
4,13118,荒川区,1,E,製造業,1236,21746,31,132,452,1955,143,734,480,5461,47,1839,39,2859,8,1380,2,919,2,856,2,4948
4,13118,荒川区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,G,情報通信業,76,1442,10,34,12,23,4,22,40,606,3,49,5,483,1,76,1,149,-,-,-,-
4,13118,荒川区,1,H,運輸業，郵便業,84,5894,-,-,16,82,11,92,40,2464,4,338,7,2064,3,809,-,-,-,-,-,-
4,13118,荒川区,1,I,卸売業，小売業,1081,14445,41,231,362,1717,90,462,432,4153,45,2017,35,2048,11,2379,4,806,1,81,-,-
4,13118,荒川区,1,J,金融業，保険業,33,348,-,-,14,170,4,7,11,164,1,1,2,4,-,-,-,-,-,-,-,-
4,13118,荒川区,1,K,不動産業，物品賃貸業,251,1411,11,28,75,267,22,84,120,536,5,87,4,42,2,57,-,-,-,-,-,-
4,13118,荒川区,1,L,学術研究，専門・技術サービス業,130,1007,16,57,43,170,6,34,55,479,-,-,2,18,3,193,1,27,-,-,-,-
4,13118,荒川区,1,M,宿泊業，飲食サービス業,222,8630,12,64,102,678,33,295,33,638,3,202,-,-,2,6349,1,13,-,-,-,-
4,13118,荒川区,1,N,生活関連サービス業，娯楽業,162,12414,10,46,62,359,15,171,33,672,7,799,1,403,1,7,-,-,-,-,1,9093
4,13118,荒川区,1,O,教育，学習支援業,29,497,2,5,10,109,5,23,6,132,-,-,1,158,-,-,-,-,-,-,-,-
4,13118,荒川区,1,P,医療，福祉,78,1741,13,109,27,295,12,69,13,308,1,51,1,36,1,797,-,-,-,-,-,-
4,13118,荒川区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,1,R,サービス業（他に分類されないもの）,135,11517,7,32,52,290,18,228,35,494,9,277,7,1124,2,69,-,-,-,-,1,8901
4,13119,板橋区,0,A-R,全産業（Ｓ公務を除く）,7709,161014,430,2515,2701,14750,776,5716,2815,42473,294,15031,209,28315,62,13317,27,14650,12,8487,4,9420
4,13119,板橋区,0,A-B,農林漁業（Ａ～Ｂ）,5,17,1,6,2,3,1,5,1,3,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,A,農業，林業,5,17,1,6,2,3,1,5,1,3,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,0,C-R,非農林漁業（Ｃ～Ｒ）,7704,160997,429,2509,2699,14747,775,5711,2814,42470,294,15031,209,28315,62,13317,27,14650,12,8487,4,9420
4,13119,板橋区,1,C,鉱業，採石業，砂利採取業,1,7,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-
4,13119,板橋区,1,D,建設業,1259,10767,38,141,456,2093,137,636,491,4088,57,876,32,1804,2,84,3,644,-,-,-,-
4,13119,板橋区,1,E,製造業,1583,51884,39,212,464,2229,161,973,681,11289,72,5022,66,7275,28,3729,11,11376,8,4598,3,4101
4,13119,板橋区,1,F,電気・ガス・熱供給・水道業,1,13,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,G,情報通信業,176,2540,22,60,67,182,14,47,54,1262,6,124,3,201,-,-,1,560,-,-,-,-
4,13119,板橋区,1,H,運輸業，郵便業,223,14888,4,17,48,619,25,706,109,6806,19,4101,11,1105,1,404,2,845,-,-,-,-
4,13119,板橋区,1,I,卸売業，小売業,1817,39795,106,678,641,3403,182,1194,686,8616,52,1326,49,6066,15,6650,8,1078,2,3826,1,5319
4,13119,板橋区,1,J,金融業，保険業,89,424,11,54,29,106,7,13,31,150,2,53,3,20,1,1,-,-,-,-,-,-
4,13119,板橋区,1,K,不動産業，物品賃貸業,846,3779,37,108,299,856,82,249,339,1697,41,269,18,342,8,185,-,-,-,-,-,-
4,13119,板橋区,1,L,学術研究，専門・技術サービス業,342,2319,35,74,145,622,20,90,106,836,11,234,2,6,2,109,1,97,1,59,-,-
4,13119,板橋区,1,M,宿泊業，飲食サービス業,384,6780,35,266,176,1352,53,543,64,1710,4,59,3,2145,-,-,-,-,-,-,-,-
4,13119,板橋区,1,N,生活関連サービス業，娯楽業,339,6096,26,130,144,1074,38,318,66,1436,10,204,9,388,3,1611,1,50,-,-,-,-
4,13119,板橋区,1,O,教育，学習支援業,63,1307,7,35,20,205,4,27,19,185,3,716,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,P,医療，福祉,202,4277,43,493,81,1147,19,241,23,1122,6,515,2,146,1,193,-,-,1,4,-,-
4,13119,板橋区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,1,R,サービス業（他に分類されないもの）,379,16121,26,241,129,859,33,674,144,3260,11,1532,10,8810,1,351,-,-,-,-,-,-
4,13120,練馬区,0,A-R,全産業（Ｓ公務を除く）,8314,96912,439,3298,3276,19285,734,5447,2990,36319,204,7484,152,9569,33,2649,14,2931,4,1912,3,1466
4,13120,練馬区,0,A-B,農林漁業（Ａ～Ｂ）,17,123,-,-,9,45,2,11,4,36,-,-,1,27,-,-,-,-,-,-,-,-
4,13120,練馬区,1,A,農業，林業,17,123,-,-,9,45,2,11,4,36,-,-,1,27,-,-,-,-,-,-,-,-
4,13120,練馬区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,0,C-R,非農林漁業（Ｃ～Ｒ）,8297,96789,439,3298,3267,19240,732,5436,2986,36283,204,7484,151,9542,33,2649,14,2931,4,1912,3,1466
4,13120,練馬区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,D,建設業,1878,16372,52,277,698,3109,168,894,783,6623,62,1163,44,1905,5,365,2,92,1,1288,-,-
4,13120,練馬区,1,E,製造業,626,11720,10,38,188,1030,46,366,289,3652,26,1205,21,1656,7,1163,4,993,2,237,1,950
4,13120,練馬区,1,F,電気・ガス・熱供給・水道業,2,26,-,-,-,-,-,-,1,22,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,G,情報通信業,339,3939,49,252,143,735,20,186,93,769,3,61,4,340,3,145,2,515,1,387,1,428
4,13120,練馬区,1,H,運輸業，郵便業,185,8284,4,205,37,525,29,530,91,4614,8,1336,3,616,1,25,-,-,-,-,-,-
4,13120,練馬区,1,I,卸売業，小売業,1929,21178,73,611,780,4720,163,1243,736,8664,42,1868,21,1518,10,563,4,669,-,-,-,-
4,13120,練馬区,1,J,金融業，保険業,93,369,12,22,44,153,9,49,21,80,1,4,2,42,-,-,1,2,-,-,-,-
4,13120,練馬区,1,K,不動産業，物品賃貸業,1212,5011,54,152,514,1463,104,383,448,2069,26,157,30,446,5,182,-,-,-,-,-,-
4,13120,練馬区,1,L,学術研究，専門・技術サービス業,492,2532,43,123,221,833,39,117,164,877,5,162,4,83,1,107,-,-,-,-,1,88
4,13120,練馬区,1,M,宿泊業，飲食サービス業,395,5772,30,325,169,1564,48,673,59,1379,5,291,4,338,-,-,-,-,-,-,-,-
4,13120,練馬区,1,N,生活関連サービス業，娯楽業,406,7036,34,339,182,1900,41,278,94,2546,8,122,6,422,-,-,1,660,-,-,-,-
4,13120,練馬区,1,O,教育，学習支援業,113,1822,13,120,43,405,11,97,25,463,4,283,1,64,-,-,-,-,-,-,-,-
4,13120,練馬区,1,P,医療，福祉,235,4256,40,435,95,1589,29,414,30,945,6,284,1,19,-,-,-,-,-,-,-,-
4,13120,練馬区,1,Q,複合サービス事業,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13120,練馬区,1,R,サービス業（他に分類されないもの）,391,8468,25,399,153,1214,24,202,152,3580,8,548,10,2093,1,99,-,-,-,-,-,-
4,13121,足立区,0,A-R,全産業（Ｓ公務を除く）,10192,153125,510,3229,3887,22080,1186,8394,3597,57411,278,15128,208,24251,45,6314,14,6862,3,1859,-,-
4,13121,足立区,0,A-B,農林漁業（Ａ～Ｂ）,9,179,-,-,3,61,3,11,3,107,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,A,農業，林業,9,179,-,-,3,61,3,11,3,107,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,0,C-R,非農林漁業（Ｃ～Ｒ）,10183,152946,510,3229,3884,22019,1183,8383,3594,57304,278,15128,208,24251,45,6314,14,6862,3,1859,-,-
4,13121,足立区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,D,建設業,2077,18018,80,357,852,4346,249,1555,727,7474,57,1116,38,2091,6,155,-,-,-,-,-,-
4,13121,足立区,1,E,製造業,2108,31474,33,113,779,3740,263,1528,830,11403,73,3583,53,6598,9,2776,2,456,1,193,-,-
4,13121,足立区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,G,情報通信業,123,676,20,64,48,202,12,47,34,255,1,11,1,54,-,-,-,-,1,-,-,-
4,13121,足立区,1,H,運輸業，郵便業,428,21082,12,193,84,1018,59,998,213,8869,21,4520,18,4254,2,32,-,-,-,-,-,-
4,13121,足立区,1,I,卸売業，小売業,2397,32498,138,962,866,4788,262,1490,908,10546,62,2486,50,2457,9,1047,7,6166,1,1666,-,-
4,13121,足立区,1,J,金融業，保険業,101,544,10,22,53,297,8,44,27,162,-,-,1,8,-,-,-,-,-,-,-,-
4,13121,足立区,1,K,不動産業，物品賃貸業,1021,4864,45,115,421,1280,127,546,351,1820,24,284,19,468,8,47,2,71,-,-,-,-
4,13121,足立区,1,L,学術研究，専門・技術サービス業,319,2463,34,123,131,446,28,112,104,1190,7,189,4,368,-,-,1,5,-,-,-,-
4,13121,足立区,1,M,宿泊業，飲食サービス業,437,13685,45,417,182,1735,53,907,73,3898,9,1147,5,4759,-,-,-,-,-,-,-,-
4,13121,足立区,1,N,生活関連サービス業，娯楽業,344,5562,25,125,139,1300,39,259,84,1503,4,142,8,1160,6,655,-,-,-,-,-,-
4,13121,足立区,1,O,教育，学習支援業,66,1548,7,38,22,160,2,6,24,757,2,436,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,P,医療，福祉,193,7431,34,392,71,963,23,452,29,4060,5,754,1,12,1,109,1,97,-,-,-,-
4,13121,足立区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13121,足立区,1,R,サービス業（他に分類されないもの）,569,13101,27,308,236,1744,58,439,190,5367,13,460,10,2022,4,1493,1,67,-,-,-,-
4,13122,葛飾区,0,A-R,全産業（Ｓ公務を除く）,7022,82236,343,1860,2914,15625,837,6024,2239,33504,213,7264,110,7786,33,2421,3,2163,5,1166,1,641
4,13122,葛飾区,0,A-B,農林漁業（Ａ～Ｂ）,6,45,-,-,2,16,1,4,2,15,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,A,農業，林業,6,45,-,-,2,16,1,4,2,15,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,0,C-R,非農林漁業（Ｃ～Ｒ）,7016,82191,343,1860,2912,15609,836,6020,2237,33489,213,7264,110,7786,33,2421,3,2163,5,1166,1,641
4,13122,葛飾区,1,C,鉱業，採石業，砂利採取業,1,41,-,-,-,-,1,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,D,建設業,1072,8421,42,204,447,2117,136,889,354,3489,42,885,12,271,-,-,-,-,1,156,-,-
4,13122,葛飾区,1,E,製造業,1854,21583,35,129,774,3595,222,1168,659,8874,66,2686,37,2040,9,709,1,89,2,797,1,641
4,13122,葛飾区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,G,情報通信業,91,427,12,23,38,118,11,85,24,142,2,14,-,-,1,9,-,-,-,-,-,-
4,13122,葛飾区,1,H,運輸業，郵便業,171,9967,9,48,30,542,20,546,77,4471,13,1716,7,1465,3,563,-,-,1,197,-,-
4,13122,葛飾区,1,I,卸売業，小売業,1693,21175,85,508,697,3824,198,1179,558,9134,41,909,28,2281,9,798,1,2032,1,16,-,-
4,13122,葛飾区,1,J,金融業，保険業,54,181,3,9,23,75,6,24,17,64,3,5,1,2,1,2,-,-,-,-,-,-
4,13122,葛飾区,1,K,不動産業，物品賃貸業,714,3000,25,60,291,888,91,310,249,991,23,94,12,349,4,218,-,-,-,-,-,-
4,13122,葛飾区,1,L,学術研究，専門・技術サービス業,255,1200,34,64,122,507,22,91,60,388,4,89,1,7,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,M,宿泊業，飲食サービス業,331,3686,30,271,156,1204,39,250,54,1180,2,147,1,34,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,N,生活関連サービス業，娯楽業,279,2913,16,103,129,865,27,389,59,773,4,149,2,120,4,105,1,42,-,-,-,-
4,13122,葛飾区,1,O,教育，学習支援業,50,611,6,49,12,64,8,36,13,294,2,39,2,78,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,P,医療，福祉,156,3628,30,276,58,822,28,751,18,1207,4,387,1,24,1,9,-,-,-,-,-,-
4,13122,葛飾区,1,Q,複合サービス事業,1,13,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,1,R,サービス業（他に分類されないもの）,294,5345,16,116,135,988,27,261,94,2469,7,144,6,1115,1,8,-,-,-,-,-,-
4,13123,江戸川区,0,A-R,全産業（Ｓ公務を除く）,9024,130359,410,2166,3489,20142,1046,7877,3092,48031,272,9272,170,13107,37,7972,23,13870,3,693,-,-
4,13123,江戸川区,0,A-B,農林漁業（Ａ～Ｂ）,11,109,1,9,4,23,2,24,3,40,1,13,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,A,農業，林業,11,109,1,9,4,23,2,24,3,40,1,13,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,0,C-R,非農林漁業（Ｃ～Ｒ）,9013,130250,409,2157,3485,20119,1044,7853,3089,47991,271,9259,170,13107,37,7972,23,13870,3,693,-,-
4,13123,江戸川区,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,D,建設業,1661,15530,59,265,676,3499,209,1657,579,6544,60,1326,25,914,4,241,3,574,-,-,-,-
4,13123,江戸川区,1,E,製造業,1908,21840,42,136,737,3847,192,1071,780,9627,58,1785,35,2352,7,537,5,1381,1,192,-,-
4,13123,江戸川区,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,G,情報通信業,107,1029,21,71,32,77,8,28,35,377,3,413,-,-,1,8,-,-,-,-,-,-
4,13123,江戸川区,1,H,運輸業，郵便業,438,17766,7,88,86,966,64,933,209,7998,27,1946,15,2838,2,296,2,1542,-,-,-,-
4,13123,江戸川区,1,I,卸売業，小売業,2116,27148,95,588,814,4804,235,1781,731,10374,65,2223,47,3224,7,2230,3,297,1,18,-,-
4,13123,江戸川区,1,J,金融業，保険業,75,662,6,24,33,109,9,38,20,106,-,-,1,3,1,5,2,349,-,-,-,-
4,13123,江戸川区,1,K,不動産業，物品賃貸業,961,5970,46,139,387,1154,117,370,320,1841,30,391,29,1226,7,115,3,109,1,483,-,-
4,13123,江戸川区,1,L,学術研究，専門・技術サービス業,269,2161,27,131,105,396,23,153,83,706,6,156,4,480,1,10,-,-,-,-,-,-
4,13123,江戸川区,1,M,宿泊業，飲食サービス業,405,17516,23,162,172,1493,64,603,69,2504,3,74,2,114,2,2627,1,9170,-,-,-,-
4,13123,江戸川区,1,N,生活関連サービス業，娯楽業,318,4335,21,99,148,1129,36,285,55,1669,7,396,4,146,1,17,1,28,-,-,-,-
4,13123,江戸川区,1,O,教育，学習支援業,68,1598,7,30,24,257,6,39,20,1082,1,26,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,P,医療，福祉,179,4272,28,286,63,836,27,452,27,835,-,-,1,1058,-,-,1,361,-,-,-,-
4,13123,江戸川区,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,R,サービス業（他に分類されないもの）,508,10423,27,138,208,1552,54,443,161,4328,11,523,7,752,4,1886,2,59,-,-,-,-
4,13199,境界未定地域,0,A-R,全産業（Ｓ公務を除く）,142,45164,4,75,21,130,8,881,39,9926,5,519,14,386,18,6241,9,3911,5,3108,8,19709
4,13199,境界未定地域,0,A-B,農林漁業（Ａ～Ｂ）,1,37,-,-,-,-,-,-,-,-,-,-,1,37,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,A,農業，林業,1,37,-,-,-,-,-,-,-,-,-,-,1,37,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,0,C-R,非農林漁業（Ｃ～Ｒ）,141,45127,4,75,21,130,8,881,39,9926,5,519,13,349,18,6241,9,3911,5,3108,8,19709
4,13199,境界未定地域,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,D,建設業,1,117,-,-,-,-,-,-,-,-,-,-,1,117,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,E,製造業,5,6811,-,-,-,-,-,-,1,4,-,-,-,-,1,6,-,-,1,198,1,6582
