産業分類階層,大分類,中分類,分類名,東京都／総数（民営）／事業所数（事業所）,東京都／総数（民営）／従業者数（人）,東京都／総数（民営）／売上（収入）金額（百万円）,区部／民営／事業所数（事業所）,区部／民営／従業者数（人）,区部／民営／売上（収入）金額（百万円）,千代田区／民営／事業所数（事業所）,千代田区／民営／従業者数（人）,千代田区／民営／売上（収入）金額（百万円）,中央区／民営／事業所数（事業所）,中央区／民営／従業者数（人）,中央区／民営／売上（収入）金額（百万円）,港区／民営／事業所数（事業所）,港区／民営／従業者数（人）,港区／民営／売上（収入）金額（百万円）,新宿区／民営／事業所数（事業所）,新宿区／民営／従業者数（人）,新宿区／民営／売上（収入）金額（百万円）,文京区／民営／事業所数（事業所）,文京区／民営／従業者数（人）,文京区／民営／売上（収入）金額（百万円）,台東区／民営／事業所数（事業所）,台東区／民営／従業者数（人）,台東区／民営／売上（収入）金額（百万円）,墨田区／民営／事業所数（事業所）,墨田区／民営／従業者数（人）,墨田区／民営／売上（収入）金額（百万円）,江東区／民営／事業所数（事業所）,江東区／民営／従業者数（人）,江東区／民営／売上（収入）金額（百万円）,品川区／民営／事業所数（事業所）,品川区／民営／従業者数（人）,品川区／民営／売上（収入）金額（百万円）,目黒区／民営／事業所数（事業所）,目黒区／民営／従業者数（人）,目黒区／民営／売上（収入）金額（百万円）,大田区／民営／事業所数（事業所）,大田区／民営／従業者数（人）,大田区／民営／売上（収入）金額（百万円）,世田谷区／民営／事業所数（事業所）,世田谷区／民営／従業者数（人）,世田谷区／民営／売上（収入）金額（百万円）,渋谷区／民営／事業所数（事業所）,渋谷区／民営／従業者数（人）,渋谷区／民営／売上（収入）金額（百万円）,中野区／民営／事業所数（事業所）,中野区／民営／従業者数（人）,中野区／民営／売上（収入）金額（百万円）,杉並区／民営／事業所数（事業所）,杉並区／民営／従業者数（人）,杉並区／民営／売上（収入）金額（百万円）,豊島区／民営／事業所数（事業所）,豊島区／民営／従業者数（人）,豊島区／民営／売上（収入）金額（百万円）,北区／民営／事業所数（事業所）,北区／民営／従業者数（人）,北区／民営／売上（収入）金額（百万円）,荒川区／民営／事業所数（事業所）,荒川区／民営／従業者数（人）,荒川区／民営／売上（収入）金額（百万円）,板橋区／民営／事業所数（事業所）,板橋区／民営／従業者数（人）,板橋区／民営／売上（収入）金額（百万円）,練馬区／民営／事業所数（事業所）,練馬区／民営／従業者数（人）,練馬区／民営／売上（収入）金額（百万円）,足立区／民営／事業所数（事業所）,足立区／民営／従業者数（人）,足立区／民営／売上（収入）金額（百万円）,葛飾区／民営／事業所数（事業所）,葛飾区／民営／従業者数（人）,葛飾区／民営／売上（収入）金額（百万円）,江戸川区／民営／事業所数（事業所）,江戸川区／民営／従業者数（人）,江戸川区／民営／売上（収入）金額（百万円）,境界未定地域／民営／事業所数（事業所）,境界未定地域／民営／従業者数（人）,境界未定地域／民営／従業者数（人）,市部／民営／事業所数（事業所）,市部／民営／従業者数（人）,市部／民営／売上（収入）金額（百万円）,八王子市／民営／事業所数（事業所）,八王子市／民営／従業者数（人）,八王子市／民営／売上（収入）金額（百万円）,立川市／民営／事業所数（事業所）,立川市／民営／従業者数（人）,立川市／民営／売上（収入）金額（百万円）,武蔵野市／民営／事業所数（事業所）,武蔵野市／民営／従業者数（人）,武蔵野市／民営／売上（収入）金額（百万円）,三鷹市／民営／事業所数（事業所）,三鷹市／民営／従業者数（人）,三鷹市／民営／売上（収入）金額（百万円）,青梅市／民営／事業所数（事業所）,青梅市／民営／従業者数（人）,青梅市／民営／売上（収入）金額（百万円）,府中市／民営／事業所数（事業所）,府中市／民営／従業者数（人）,府中市／民営／売上（収入）金額（百万円）,昭島市／民営／事業所数（事業所）,昭島市／民営／従業者数（人）,昭島市／民営／売上（収入）金額（百万円）,調布市／民営／事業所数（事業所）,調布市／民営／従業者数（人）,調布市／民営／売上（収入）金額（百万円）,町田市／民営／事業所数（事業所）,町田市／民営／従業者数（人）,町田市／民営／売上（収入）金額（百万円）,小金井市／民営／事業所数（事業所）,小金井市／民営／従業者数（人）,小金井市／民営／売上（収入）金額（百万円）,小平市／民営／事業所数（事業所）,小平市／民営／従業者数（人）,小平市／民営／売上（収入）金額（百万円）,日野市／民営／事業所数（事業所）,日野市／民営／従業者数（人）,日野市／民営／売上（収入）金額（百万円）,東村山市／民営／事業所数（事業所）,東村山市／民営／従業者数（人）,東村山市／民営／売上（収入）金額（百万円）,国分寺市／民営／事業所数（事業所）,国分寺市／民営／従業者数（人）,国分寺市／民営／売上（収入）金額（百万円）,国立市／民営／事業所数（事業所）,国立市／民営／従業者数（人）,国立市／民営／売上（収入）金額（百万円）,福生市／民営／事業所数（事業所）,福生市／民営／従業者数（人）,福生市／民営／売上（収入）金額（百万円）,狛江市／民営／事業所数（事業所）,狛江市／民営／従業者数（人）,狛江市／民営／売上（収入）金額（百万円）,東大和市／民営／事業所数（事業所）,東大和市／民営／従業者数（人）,東大和市／民営／売上（収入）金額（百万円）,清瀬市／民営／事業所数（事業所）,清瀬市／民営／従業者数（人）,清瀬市／民営／売上（収入）金額（百万円）,東久留米市／民営／事業所数（事業所）,東久留米市／民営／従業者数（人）,東久留米市／民営／売上（収入）金額（百万円）,武蔵村山市／民営／事業所数（事業所）,武蔵村山市／民営／従業者数（人）,武蔵村山市／民営／売上（収入）金額（百万円）,多摩市／民営／事業所数（事業所）,多摩市／民営／従業者数（人）,多摩市／民営／売上（収入）金額（百万円）,稲城市／民営／事業所数（事業所）,稲城市／民営／従業者数（人）,稲城市／民営／売上（収入）金額（百万円）,羽村市／民営／事業所数（事業所）,羽村市／民営／従業者数（人）,羽村市／民営／売上（収入）金額（百万円）,あきる野市／民営／事業所数（事業所）,あきる野市／民営／従業者数（人）,あきる野市／民営／売上（収入）金額（百万円）,西東京市／民営／事業所数（事業所）,西東京市／民営／従業者数（人）,西東京市／民営／売上（収入）金額（百万円）,町村部／民営／事業所数（事業所）,町村部／民営／従業者数（人）,町村部／民営／売上（収入）金額（百万円）,西多摩郡／民営／事業所数（事業所）,西多摩郡／民営／従業者数（人）,西多摩郡／民営／売上（収入）金額（百万円）,瑞穂町／民営／事業所数（事業所）,瑞穂町／民営／従業者数（人）,瑞穂町／民営／売上（収入）金額（百万円）,日の出町／民営／事業所数（事業所）,日の出町／民営／従業者数（人）,日の出町／民営／売上（収入）金額（百万円）,檜原村／民営／事業所数（事業所）,檜原村／民営／従業者数（人）,檜原村／民営／売上（収入）金額（百万円）,奥多摩町／民営／事業所数（事業所）,奥多摩町／民営／従業者数（人）,奥多摩町／民営／売上（収入）金額（百万円）,島部／民営／事業所数（事業所）,島部／民営／従業者数（人）,島部／民営／売上（収入）金額（百万円）,大島支庁／民営／事業所数（事業所）,大島支庁／民営／従業者数（人）,大島支庁／民営／売上（収入）金額（百万円）,大島町／民営／事業所数（事業所）,大島町／民営／従業者数（人）,大島町／民営／売上（収入）金額（百万円）,利島村／民営／事業所数（事業所）,利島村／民営／従業者数（人）,利島村／民営／売上（収入）金額（百万円）,新島村／民営／事業所数（事業所）,新島村／民営／従業者数（人）,新島村／民営／売上（収入）金額（百万円）,神津島村／民営／事業所数（事業所）,神津島村／民営／従業者数（人）,神津島村／民営／売上（収入）金額（百万円）,三宅支庁／民営／事業所数（事業所）,三宅支庁／民営／従業者数（人）,三宅支庁／民営／売上（収入）金額（百万円）,三宅村／民営／事業所数（事業所）,三宅村／民営／従業者数（人）,三宅村／民営／売上（収入）金額（百万円）,御蔵島村／民営／事業所数（事業所）,御蔵島村／民営／従業者数（人）,御蔵島村／民営／売上（収入）金額（百万円）,八丈支庁／民営／事業所数（事業所）,八丈支庁／民営／従業者数（人）,八丈支庁／民営／売上（収入）金額（百万円）,八丈町／民営／事業所数（事業所）,八丈町／民営／従業者数（人）,八丈町／民営／売上（収入）金額（百万円）,青ヶ島村／民営／事業所数（事業所）,青ヶ島村／民営／従業者数（人）,青ヶ島村／民営／売上（収入）金額（百万円）,小笠原支庁／民営／事業所数（事業所）,小笠原支庁／民営／従業者数（人）,小笠原支庁／民営／売上（収入）金額（百万円）,小笠原村／民営／事業所数（事業所）,小笠原村／民営／従業者数（人）,小笠原村／民営／売上（収入）金額（百万円）
2,I,60,その他の小売業,28534,207498,4853548,21259,151135,3847811,1028,11498,259541,955,8435,769672,961,8824,269826,1110,15580,344713,535,2661,44425,1154,5745,125906,643,3767,71405,714,6288,274726,804,5917,155293,668,4649,77626,1373,7773,154822,1526,8964,152123,988,9183,196935,635,3166,58286,1091,5629,94638,868,6697,130838,706,4299,64276,477,2203,35664,881,5403,104030,986,6464,113005,1238,7090,148501,890,4344,77461,991,6389,121862,37,167,2238,6962,54415,949095,994,8688,153310,342,3203,59482,469,3093,54643,243,1773,36383,263,1751,33074,391,3034,54611,187,1461,23889,381,2923,49817,734,6300,108741,176,1333,19283,302,2161,37062,214,1606,26316,222,1723,27812,187,1340,23254,164,922,12622,140,920,14064,106,742,13481,157,1226,19513,116,704,14109,169,1548,29061,126,880,19643,216,2246,36753,100,923,17003,95,628,10776,172,1152,20209,296,2135,34186,313,1948,56642,143,1275,47312,80,893,41272,44,299,5275,8,23,211,11,60,554,170,673,9330,97,300,3718,63,193,2426,-,-,-,21,60,744,13,47,548,16,61,1256,15,58,x,1,3,x,41,229,3041,41,229,3041,-,-,-,16,83,1315,16,83,1315
2,I,61,無店舗小売業,3566,50056,2176031,2811,42327,1929611,179,2544,126882,191,3662,224290,206,4062,263465,186,2938,258115,89,729,22360,140,1770,43878,87,654,23328,100,2335,256700,138,2536,90957,62,419,9634,135,1950,80343,176,1968,40991,172,5596,120664,71,1364,80322,104,1485,27460,131,1271,88450,64,1725,10961,32,244,x,101,900,37192,131,980,33315,130,1255,34362,81,468,12691,104,878,26345,1,594,x,733,7664,245684,121,1484,41613,37,1017,14871,33,172,2728,28,384,11598,29,177,4294,41,507,16492,22,176,8007,40,370,41795,85,942,23895,15,45,655,25,206,8651,33,144,5723,25,327,12318,12,40,1729,13,185,8201,10,48,1440,17,153,5249,17,175,3971,5,30,320,19,180,5561,11,49,558,34,421,14830,11,65,240,12,124,5209,15,53,771,23,190,4966,22,65,736,12,41,x,6,31,409,5,8,101,1,2,x,-,-,-,10,24,x,4,5,13,3,3,x,-,-,-,-,-,-,1,2,x,1,2,x,1,2,x,-,-,-,3,4,14,2,3,x,1,1,x,2,13,x,2,13,x
1,J,00,金融業，保険業,3287,30755,…,2785,28957,…,442,8386,…,379,5630,…,358,5107,…,180,1833,…,54,402,…,91,443,…,55,221,…,74,510,…,101,1375,…,42,145,…,114,382,…,78,223,…,117,1090,…,44,205,…,75,389,…,106,806,…,53,167,…,24,187,…,79,318,…,89,289,…,92,301,…,60,174,…,71,244,…,7,130,…,492,1775,…,74,302,…,36,167,…,17,61,…,15,35,…,21,67,…,27,90,…,13,35,…,17,76,…,63,244,…,11,40,…,26,103,…,27,67,…,15,40,…,12,58,…,6,14,…,10,38,…,7,11,…,14,42,…,9,34,…,11,40,…,2,12,…,14,48,…,8,16,…,8,33,…,14,43,…,15,59,…,10,23,…,6,16,…,-,-,…,5,13,…,-,-,…,1,3,…,4,7,…,2,4,…,2,4,…,-,-,…,-,-,…,-,-,…,1,1,…,1,1,…,-,-,…,1,2,…,1,2,…,-,-,…,-,-,…,-,-,…
2,J,62,銀行業,10,578,…,10,578,…,4,113,…,4,198,…,-,-,…,2,267,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,J,63,協同組織金融業,15,662,…,14,661,…,4,576,…,2,23,…,2,16,…,3,42,…,-,-,…,-,-,…,1,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,1,…,1,3,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,1,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,1,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,J,64,貸金業，クレジットカード業等非預金信用機関,540,3813,…,496,3686,…,66,442,…,37,319,…,39,320,…,43,480,…,10,201,…,26,122,…,11,36,…,13,106,…,28,813,…,10,38,…,29,130,…,10,26,…,23,180,…,6,14,…,16,50,…,24,94,…,15,30,…,11,28,…,14,94,…,12,29,…,19,54,…,19,42,…,15,38,…,-,-,…,44,127,…,4,7,…,9,28,…,1,2,…,1,1,…,1,2,…,1,1,…,-,-,…,1,3,…,5,26,…,3,7,…,3,8,…,-,-,…,2,3,…,1,8,…,-,-,…,3,8,…,1,1,…,1,2,…,2,7,…,1,4,…,-,-,…,2,6,…,1,2,…,-,-,…,-,-,…,1,1,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,J,65,金融商品取引業，商品先物取引業,741,12644,…,701,12576,…,165,5065,…,155,2982,…,167,3206,…,32,228,…,10,35,…,7,26,…,4,16,…,10,59,…,16,152,…,4,6,…,15,29,…,15,30,…,34,434,…,8,10,…,20,121,…,8,16,…,4,6,…,1,3,…,4,5,…,6,13,…,7,9,…,1,1,…,3,4,…,5,120,…,40,68,…,3,5,…,3,6,…,3,4,…,3,9,…,1,1,…,1,1,…,1,2,…,2,3,…,12,16,…,1,4,…,2,2,…,3,4,…,1,2,…,1,5,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,2,…,1,1,…,-,-,…,-,-,…,1,1,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,J,66,補助的金融業等,123,2493,…,119,2468,…,29,508,…,32,1169,…,27,443,…,6,107,…,1,2,…,2,20,…,1,5,…,3,30,…,2,64,…,-,-,…,1,1,…,1,3,…,4,22,…,1,66,…,-,-,…,5,7,…,-,-,…,-,-,…,-,-,…,-,-,…,1,9,…,1,2,…,-,-,…,2,10,…,4,25,…,-,-,…,2,24,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,-,…,-,-,…,-,-,…,1,1,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1858,10565,…,1445,8988,…,174,1682,…,149,939,…,123,1122,…,94,709,…,33,164,…,56,275,…,38,164,…,48,315,…,55,346,…,28,101,…,69,222,…,52,164,…,56,454,…,29,115,…,39,218,…,69,689,…,34,131,…,11,155,…,60,216,…,71,247,…,65,229,…,39,129,…,53,202,…,-,-,…,403,1554,…,67,290,…,22,109,…,13,55,…,11,25,…,19,64,…,24,87,…,12,33,…,14,70,…,46,202,…,7,29,…,21,93,…,24,63,…,12,35,…,10,45,…,5,14,…,7,30,…,6,10,…,12,39,…,7,27,…,10,36,…,2,12,…,11,40,…,6,13,…,8,33,…,14,43,…,13,57,…,10,23,…,6,16,…,-,-,…,5,13,…,-,-,…,1,3,…,4,7,…,2,4,…,2,4,…,-,-,…,-,-,…,-,-,…,1,1,…,1,1,…,-,-,…,1,2,…,1,2,…,-,-,…,-,-,…,-,-,…
1,K,00,不動産業，物品賃貸業,46271,264406,14534288,36941,229542,13645876,1824,30319,2897068,2000,21522,2103566,2264,31257,3236644,2586,27092,1519663,1254,4295,135635,1619,6017,250939,960,5219,129753,949,5243,280009,1954,9025,504318,1091,3647,89580,2519,8115,170933,2121,9419,203704,1741,18000,1032999,1387,5381,72881,2167,6590,123435,1477,7004,263152,1175,3284,46248,511,2001,25146,1253,4085,61698,1614,5383,190857,1690,6272,115836,1374,3620,55896,1398,5632,113478,13,1120,22437,9210,34385,878814,1178,4044,89055,492,3299,145845,876,4047,142677,640,1574,25316,220,629,12351,657,1947,38530,213,718,17356,486,1940,38739,783,4195,99851,253,766,14076,331,887,20472,406,1055,27204,220,789,20450,249,1165,26623,244,771,10934,110,393,4084,236,659,6066,134,439,16861,109,292,13007,209,633,20523,98,357,7401,231,960,23254,236,561,7423,109,358,5756,83,288,3442,407,1619,41519,120,479,9598,73,389,9091,49,282,7053,21,104,2017,2,3,x,1,-,x,47,90,x,7,21,x,6,16,x,-,-,-,1,5,x,-,-,-,5,11,x,5,11,x,-,-,-,19,33,159,19,33,159,-,-,-,16,25,84,16,25,84
2,K,68,不動産取引業,8634,71084,4433178,6813,61494,4020377,368,7050,675712,425,5984,697910,477,6780,552745,529,11050,881375,150,778,21692,201,908,59167,164,717,22109,149,843,34368,282,1640,73691,208,1263,46915,365,1511,33933,411,2129,81458,500,7447,380635,203,1083,31460,379,1832,65216,362,2101,66893,162,645,14198,80,325,x,268,1182,24729,331,1824,135913,284,1301,47508,224,794,16636,288,1313,40272,3,994,x,1800,9539,411138,229,1012,32785,104,613,25234,162,1459,99196,70,343,12734,36,179,4652,107,460,15562,58,226,11718,127,678,22769,182,1014,42986,55,235,7071,51,178,10005,52,298,16053,57,302,14471,56,336,8941,41,191,4202,34,128,1909,23,110,1937,42,133,7767,35,128,10639,30,132,11552,31,101,2332,48,295,7639,25,110,x,32,138,x,31,109,2069,82,631,30369,21,51,1662,16,44,1631,11,31,1454,5,13,177,-,-,-,-,-,-,5,7,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,6,x,4,6,x,-,-,-,1,1,x,1,1,x
2,K,69,不動産賃貸業・管理業,35433,150650,5445946,28363,129719,5082926,1306,13949,1036923,1417,12778,1109039,1582,15301,714829,1967,14360,432349,1072,2659,36867,1362,4339,99019,750,3914,83949,699,2797,108107,1609,5938,183664,854,2036,33383,2069,5527,114535,1633,6398,110364,1153,9238,563181,1151,3991,36609,1732,4146,48895,1060,4101,124076,985,2383,28066,410,1345,13962,936,2367,26588,1216,2927,44184,1303,3893,52589,1109,2346,28372,980,2874,40361,8,112,13019,7003,20699,358457,878,2436,45362,345,2212,69005,701,2493,41093,559,1122,11010,173,368,6365,524,1318,19861,144,369,4600,334,910,10339,559,2339,47392,191,459,6263,269,632,9162,341,667,9566,151,387,4534,182,688,15166,193,455,3442,68,191,1462,207,509,3711,84,254,8210,74,164,2368,167,412,6342,50,151,2477,174,591,14896,207,427,3635,75,197,2301,43,147,957,310,801,8938,67,232,4563,38,181,4375,24,147,3213,12,32,x,1,2,x,1,-,x,29,51,188,3,8,x,2,3,x,-,-,-,1,5,x,-,-,-,3,9,x,3,9,x,-,-,-,9,11,50,9,11,50,-,-,-,14,23,x,14,23,x
2,K,70,物品賃貸業,2204,42672,4655164,1765,38329,4542572,150,9320,1184433,158,2760,296617,205,9176,1969070,90,1682,205939,32,858,77076,56,770,92753,46,588,23695,101,1603,137533,63,1447,246963,29,348,9283,85,1077,22465,77,892,11882,88,1315,89183,33,307,4813,56,612,9324,55,802,72184,28,256,3984,21,331,x,49,536,10381,67,632,10761,103,1078,15739,41,480,10888,130,1445,32846,2,14,x,407,4147,109219,71,596,10908,43,474,51606,13,95,2387,11,109,1573,11,82,1334,26,169,3107,11,123,1038,25,352,5630,42,842,9473,7,72,742,11,77,1305,13,90,1584,12,100,1445,11,141,2516,10,125,3290,8,74,714,6,40,418,8,52,884,-,-,-,12,89,2630,17,105,2592,9,74,719,4,24,x,2,23,x,9,32,416,15,187,2212,32,196,3373,19,164,3085,14,104,2385,4,59,x,1,1,x,-,-,-,13,32,288,4,13,x,4,13,x,-,-,-,-,-,-,-,-,-,2,2,x,2,2,x,-,-,-,6,16,x,6,16,x,-,-,-,1,1,x,1,1,x
1,L,00,学術研究，専門・技術サービス業,31916,364580,13583769,27122,324178,13105967,3592,65177,3364504,3153,38226,1327949,3353,63898,4486588,2537,27743,719436,938,8412,313863,967,9605,123178,472,3517,100219,462,9275,595922,871,20029,445494,589,6472,121516,815,5004,98960,1091,5711,77979,2153,21692,676040,595,3913,129107,824,3448,35085,1330,11303,176687,441,3690,42723,220,1850,20432,546,2648,27515,736,3092,32151,540,2776,28893,431,2084,14657,454,2493,19279,12,2120,127789,4720,40050,474986,743,5906,54428,301,2919,33832,296,2786,16116,174,3202,30092,126,1668,4447,260,2208,25189,115,845,6407,261,2098,58626,533,2543,40400,141,1068,42494,165,727,4514,242,3481,16889,106,610,18867,145,2297,66425,115,714,8753,71,263,1983,63,459,9102,88,515,4051,56,315,3832,88,405,2466,56,209,1457,173,1402,9334,75,355,4178,64,1494,4531,82,915,1997,181,646,4575,74,352,2816,45,272,x,26,114,x,15,146,535,1,1,x,3,11,58,29,80,x,12,17,138,9,14,129,-,-,-,1,1,x,2,2,x,1,3,x,1,3,x,-,-,-,8,15,x,8,15,x,-,-,-,8,45,217,8,45,217
2,L,71,学術・開発研究機関,773,28083,454254,627,16164,266775,110,3787,99830,69,583,11472,113,1647,41612,45,799,23618,46,977,11331,11,226,4545,9,326,3479,31,1044,5693,27,1928,3689,11,873,709,18,348,857,26,949,19785,14,281,21426,13,130,590,14,144,1604,17,113,902,8,747,11899,5,52,113,12,130,493,8,285,2611,7,93,74,5,356,123,8,346,320,-,-,-,140,11792,187359,30,994,13067,8,818,8318,4,1159,12,9,2208,17740,3,540,211,5,40,450,5,171,1464,11,930,36529,10,413,5239,12,601,37448,3,30,124,8,342,398,3,236,16092,3,1455,x,1,29,x,-,-,-,2,243,x,3,223,-,5,134,1854,2,31,x,1,5,x,5,8,44,1,9,x,3,1170,8,1,1,x,2,2,x,6,127,120,3,97,x,1,15,x,2,82,x,-,-,-,-,-,-,3,30,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,30,x,3,30,x
2,L,72,専門サービス業（他に分類されないもの）,19664,183366,6868661,17303,172407,6748703,2608,44083,2750822,2297,23436,791935,2344,33551,1324877,1732,13705,355115,540,2801,38191,605,3841,36898,293,1358,73660,213,3722,450123,484,12637,185957,355,1955,62946,445,1884,20603,576,2418,31000,1320,8747,280032,330,1900,111233,500,1563,11386,839,6305,73912,239,955,8394,118,539,x,288,1158,9179,408,1311,13709,281,1116,9568,241,822,6057,237,1003,7614,10,1597,x,2339,10898,119480,350,1353,11685,166,952,8743,191,924,10215,92,280,3013,51,169,1068,121,916,16114,61,225,1510,138,467,12826,256,953,10061,71,245,1760,80,283,1777,116,1852,3755,53,151,968,72,309,20093,61,231,1856,33,115,689,26,88,537,52,147,1039,21,80,821,37,86,722,28,82,432,83,426,4163,25,71,592,33,105,2160,33,102,677,89,286,2205,22,61,478,12,45,x,8,26,x,3,18,x,1,1,x,-,-,-,10,16,x,7,8,28,5,6,x,-,-,-,1,1,x,1,1,x,-,-,-,-,-,-,-,-,-,1,1,x,1,1,x,-,-,-,2,7,x,2,7,x
2,L,73,広告業,2076,47248,4556170,1959,46411,4525590,301,5490,318090,345,6132,370650,315,19625,2945086,184,3976,203521,45,848,80305,59,632,17874,14,41,566,14,171,3142,51,1635,183164,29,287,6572,35,149,2881,47,245,5156,278,4803,283357,26,212,3469,25,179,6385,76,906,43277,17,120,4036,3,13,x,17,81,1378,23,52,665,25,177,4082,17,82,1988,12,68,1661,1,487,x,117,837,30579,19,84,1785,18,244,9779,9,84,1076,9,110,4469,3,9,55,2,7,x,1,1,x,6,55,2296,13,82,4900,4,16,181,4,5,117,5,24,56,-,-,-,2,5,x,5,52,3466,1,6,x,1,1,x,4,16,1450,2,3,x,-,-,-,-,-,-,5,15,259,-,-,-,-,-,-,2,8,x,2,10,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,L,74,技術サービス業（他に分類されないもの）,9403,105883,1704684,7233,89196,1564898,573,11817,195762,442,8075,153892,581,9075,175013,576,9263,137182,307,3786,184035,292,4906,63859,156,1792,22514,204,4338,136964,309,3829,72684,194,3357,51289,317,2623,74618,442,2099,22039,541,7861,91225,226,1671,13814,285,1562,15710,398,3979,58597,177,1868,18394,94,1246,x,229,1279,16465,297,1444,15165,227,1390,15169,168,824,6490,197,1076,9684,1,36,x,2124,16523,137567,344,3475,27891,109,905,6992,92,619,4813,64,604,4871,69,950,3113,132,1245,x,48,448,x,106,646,6976,254,1095,20201,54,206,3106,78,409,2496,113,1263,12680,50,223,1808,68,528,6311,48,402,x,37,142,x,34,127,511,29,129,1562,28,98,x,49,288,x,27,122,x,80,953,4868,49,275,x,28,219,2363,46,804,1299,88,348,2340,46,164,2219,30,130,1944,17,73,1557,10,46,329,-,-,-,3,11,58,16,34,275,5,9,110,4,8,x,-,-,-,-,-,-,1,1,x,1,3,x,1,3,x,-,-,-,7,14,x,7,14,x,-,-,-,3,8,x,3,8,x
1,M,00,宿泊業，飲食サービス業,63018,606989,3609944,49459,485799,3109600,2781,43923,395924,3709,44646,282846,3515,50587,461285,3377,46298,275896,1142,10285,83633,2729,20148,128703,1557,14143,81428,1608,17502,98725,2329,20120,156024,1272,9444,48123,2837,20027,128969,2548,22732,117080,2486,31085,223518,1271,7722,37608,2232,13271,61105,2118,30097,148074,1490,10541,46204,930,5819,26856,1797,12268,54004,1713,12998,60565,2329,16087,67888,1753,10484,47197,1830,13739,66688,106,1833,11258,12711,117597,485742,1796,16725,68722,676,8278,39686,952,12491,45287,420,3726,15398,496,3432,13976,775,6979,29027,416,3274,15035,713,6778,27892,1092,11924,51801,348,2813,12097,525,4395,17260,433,3610,14169,416,3001,12369,391,3540,14938,281,2153,8780,299,2173,8565,190,1321,5148,245,1687,7322,200,1304,4934,242,2172,8692,213,1909,7080,359,5126,20195,157,1248,4407,322,1983,7110,227,1643,7292,527,3912,18563,848,3593,14602,223,1611,7066,86,711,2985,47,520,2658,21,93,213,69,287,1209,625,1982,7537,301,957,3166,147,520,1995,9,16,62,86,274,732,59,147,376,67,198,1171,61,176,1121,6,22,49,171,568,2206,166,555,2137,5,13,69,86,259,994,86,259,994
