地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口（人）,面積（平方キロメートル） ,昼間人口密度（人／平方キロメートル） ,常住人口（人）,昼夜間人口比率
112005,1311200103,112,001,03,,,,,●,50,001003,世田谷区,池尻,池尻３丁目,池尻３丁目,6829,0.22,31041,5039,135.5
112006,1311200104,112,001,04,,,,,●,50,001004,世田谷区,池尻,池尻４丁目,池尻４丁目,4808,0.25,19232,5670,84.8
112007,1311200200,112,002,00,,,,●,,40,0020,世田谷区,三宿,,三宿,8728,0.37,23589,8766,99.6
112008,1311200201,112,002,01,,,,,●,50,002001,世田谷区,三宿,三宿１丁目,三宿１丁目,5154,0.17,30318,4227,121.9
112009,1311200202,112,002,02,,,,,●,50,002002,世田谷区,三宿,三宿２丁目,三宿２丁目,3574,0.20,17870,4539,78.7
112010,1311200300,112,003,00,,,,●,,40,0030,世田谷区,太子堂,,太子堂,28881,0.85,33978,19527,147.9
112011,1311200301,112,003,01,,,,,●,50,003001,世田谷区,太子堂,太子堂１丁目,太子堂１丁目,10607,0.19,55826,3111,341.0
112012,1311200302,112,003,02,,,,,●,50,003002,世田谷区,太子堂,太子堂２丁目,太子堂２丁目,4627,0.18,25706,4470,103.5
112013,1311200303,112,003,03,,,,,●,50,003003,世田谷区,太子堂,太子堂３丁目,太子堂３丁目,3042,0.17,17894,4820,63.1
112014,1311200304,112,003,04,,,,,●,50,003004,世田谷区,太子堂,太子堂４丁目,太子堂４丁目,7582,0.15,50547,2962,256.0
112015,1311200305,112,003,05,,,,,●,50,003005,世田谷区,太子堂,太子堂５丁目,太子堂５丁目,3023,0.16,18894,4164,72.6
112016,1311200400,112,004,00,,,,●,,40,0040,世田谷区,三軒茶屋,,三軒茶屋,17964,0.48,37425,13966,128.6
112017,1311200401,112,004,01,,,,,●,50,004001,世田谷区,三軒茶屋,三軒茶屋１丁目,三軒茶屋１丁目,7109,0.20,35545,5891,120.7
112018,1311200402,112,004,02,,,,,●,50,004002,世田谷区,三軒茶屋,三軒茶屋２丁目,三軒茶屋２丁目,10855,0.28,38768,8075,134.4
112019,1311200500,112,005,00,,,,●,,40,0050,世田谷区,若林,,若林,15534,0.90,17260,20116,77.2
112020,1311200501,112,005,01,,,,,●,50,005001,世田谷区,若林,若林１丁目,若林１丁目,4056,0.18,22533,4650,87.2
112021,1311200502,112,005,02,,,,,●,50,005002,世田谷区,若林,若林２丁目,若林２丁目,2350,0.17,13824,3881,60.6
112022,1311200503,112,005,03,,,,,●,50,005003,世田谷区,若林,若林３丁目,若林３丁目,2498,0.17,14694,3549,70.4
112023,1311200504,112,005,04,,,,,●,50,005004,世田谷区,若林,若林４丁目,若林４丁目,4165,0.22,18932,4513,92.3
112024,1311200505,112,005,05,,,,,●,50,005005,世田谷区,若林,若林５丁目,若林５丁目,2465,0.16,15406,3523,70.0
112025,1311200600,112,006,00,,,,●,,40,0060,世田谷区,世田谷,,世田谷,23383,0.77,30368,16856,138.7
112026,1311200601,112,006,01,,,,,●,50,006001,世田谷区,世田谷,世田谷１丁目,世田谷１丁目,5160,0.28,18429,6384,80.8
112027,1311200602,112,006,02,,,,,●,50,006002,世田谷区,世田谷,世田谷２丁目,世田谷２丁目,2988,0.15,19920,3682,81.2
112028,1311200603,112,006,03,,,,,●,50,006003,世田谷区,世田谷,世田谷３丁目,世田谷３丁目,2992,0.13,23015,3361,89.0
112029,1311200604,112,006,04,,,,,●,50,006004,世田谷区,世田谷,世田谷４丁目,世田谷４丁目,12243,0.21,58300,3429,357.0
112030,1311200700,112,007,00,,,,●,,40,0070,世田谷区,桜,,桜,9502,0.63,15083,12716,74.7
112031,1311200701,112,007,01,,,,,●,50,007001,世田谷区,桜,桜１丁目,桜１丁目,2769,0.24,11538,4799,57.7
112032,1311200702,112,007,02,,,,,●,50,007002,世田谷区,桜,桜２丁目,桜２丁目,2373,0.16,14831,3521,67.4
112033,1311200703,112,007,03,,,,,●,50,007003,世田谷区,桜,桜３丁目,桜３丁目,4360,0.23,18957,4396,99.2
112034,1311200800,112,008,00,,,,●,,40,0080,世田谷区,弦巻,,弦巻,16803,1.16,14485,25460,66.0
112035,1311200801,112,008,01,,,,,●,50,008001,世田谷区,弦巻,弦巻１丁目,弦巻１丁目,3820,0.28,13643,5171,73.9
112036,1311200802,112,008,02,,,,,●,50,008002,世田谷区,弦巻,弦巻２丁目,弦巻２丁目,2688,0.22,12218,4667,57.6
112037,1311200803,112,008,03,,,,,●,50,008003,世田谷区,弦巻,弦巻３丁目,弦巻３丁目,3471,0.21,16529,4386,79.1
112038,1311200804,112,008,04,,,,,●,50,008004,世田谷区,弦巻,弦巻４丁目,弦巻４丁目,3743,0.22,17014,5316,70.4
112039,1311200805,112,008,05,,,,,●,50,008005,世田谷区,弦巻,弦巻５丁目,弦巻５丁目,3081,0.23,13396,5920,52.0
112040,1311200900,112,009,00,,,,●,,40,0090,世田谷区,経堂,,経堂,16725,0.99,16894,20365,82.1
112041,1311200901,112,009,01,,,,,●,50,009001,世田谷区,経堂,経堂１丁目,経堂１丁目,4926,0.21,23457,4456,110.5
112042,1311200902,112,009,02,,,,,●,50,009002,世田谷区,経堂,経堂２丁目,経堂２丁目,3539,0.17,20818,3415,103.6
112043,1311200903,112,009,03,,,,,●,50,009003,世田谷区,経堂,経堂３丁目,経堂３丁目,1995,0.17,11735,3432,58.1
112044,1311200904,112,009,04,,,,,●,50,009004,世田谷区,経堂,経堂４丁目,経堂４丁目,2944,0.22,13382,4735,62.2
112045,1311200905,112,009,05,,,,,●,50,009005,世田谷区,経堂,経堂５丁目,経堂５丁目,3321,0.22,15096,4327,76.8
112046,1311201000,112,010,00,,,,●,,40,0100,世田谷区,宮坂,,宮坂,10506,0.69,15226,12269,85.6
112047,1311201001,112,010,01,,,,,●,50,010001,世田谷区,宮坂,宮坂１丁目,宮坂１丁目,3773,0.27,13974,4119,91.6
112048,1311201002,112,010,02,,,,,●,50,010002,世田谷区,宮坂,宮坂２丁目,宮坂２丁目,2575,0.18,14306,3410,75.5
112049,1311201003,112,010,03,,,,,●,50,010003,世田谷区,宮坂,宮坂３丁目,宮坂３丁目,4158,0.24,17325,4740,87.7
112050,1311201100,112,011,00,,,,●,,40,0110,世田谷区,桜丘,,桜丘,21843,1.24,17615,20471,106.7
112051,1311201101,112,011,01,,,,,●,50,011001,世田谷区,桜丘,桜丘１丁目,桜丘１丁目,9635,0.25,38540,2531,380.7
112052,1311201102,112,011,02,,,,,●,50,011002,世田谷区,桜丘,桜丘２丁目,桜丘２丁目,3279,0.19,17258,3943,83.2
112053,1311201103,112,011,03,,,,,●,50,011003,世田谷区,桜丘,桜丘３丁目,桜丘３丁目,2489,0.24,10371,4536,54.9
112054,1311201104,112,011,04,,,,,●,50,011004,世田谷区,桜丘,桜丘４丁目,桜丘４丁目,2670,0.30,8900,4420,60.4
112055,1311201105,112,011,05,,,,,●,50,011005,世田谷区,桜丘,桜丘５丁目,桜丘５丁目,3770,0.26,14500,5041,74.8
112056,1311201200,112,012,00,,,,●,,40,0120,世田谷区,下馬,,下馬,20948,1.41,14857,28179,74.3
112057,1311201201,112,012,01,,,,,●,50,012001,世田谷区,下馬,下馬１丁目,下馬１丁目,4430,0.24,18458,6360,69.7
112058,1311201202,112,012,02,,,,,●,50,012002,世田谷区,下馬,下馬２丁目,下馬２丁目,4082,0.27,15119,5754,70.9
112059,1311201203,112,012,03,,,,,●,50,012003,世田谷区,下馬,下馬３丁目,下馬３丁目,4087,0.19,21511,3820,107.0
112060,1311201204,112,012,04,,,,,●,50,012004,世田谷区,下馬,下馬４丁目,下馬４丁目,2285,0.20,11425,2191,104.3
112061,1311201205,112,012,05,,,,,●,50,012005,世田谷区,下馬,下馬５丁目,下馬５丁目,2184,0.21,10400,3882,56.3
112062,1311201206,112,012,06,,,,,●,50,012006,世田谷区,下馬,下馬６丁目,下馬６丁目,3880,0.30,12933,6172,62.9
112063,1311201300,112,013,00,,,,●,,40,0130,世田谷区,野沢,,野沢,11135,0.68,16375,15892,70.1
112064,1311201301,112,013,01,,,,,●,50,013001,世田谷区,野沢,野沢１丁目,野沢１丁目,2441,0.15,16273,3818,63.9
112065,1311201302,112,013,02,,,,,●,50,013002,世田谷区,野沢,野沢２丁目,野沢２丁目,2379,0.13,18300,3348,71.1
112066,1311201303,112,013,03,,,,,●,50,013003,世田谷区,野沢,野沢３丁目,野沢３丁目,4257,0.26,16373,5775,73.7
112067,1311201304,112,013,04,,,,,●,50,013004,世田谷区,野沢,野沢４丁目,野沢４丁目,2058,0.14,14700,2951,69.7
112068,1311201400,112,014,00,,,,●,,40,0140,世田谷区,上馬,,上馬,15538,0.88,17657,21599,71.9
112069,1311201401,112,014,01,,,,,●,50,014001,世田谷区,上馬,上馬１丁目,上馬１丁目,3099,0.16,19369,5003,61.9
112070,1311201402,112,014,02,,,,,●,50,014002,世田谷区,上馬,上馬２丁目,上馬２丁目,3706,0.18,20589,4937,75.1
112071,1311201403,112,014,03,,,,,●,50,014003,世田谷区,上馬,上馬３丁目,上馬３丁目,1663,0.08,20788,1926,86.3
112072,1311201404,112,014,04,,,,,●,50,014004,世田谷区,上馬,上馬４丁目,上馬４丁目,4125,0.22,18750,4852,85.0
112073,1311201405,112,014,05,,,,,●,50,014005,世田谷区,上馬,上馬５丁目,上馬５丁目,2945,0.24,12271,4881,60.3
112074,1311201500,112,015,00,,,,●,,40,0150,世田谷区,駒沢,,駒沢,24961,0.94,26554,17427,143.2
112075,1311201501,112,015,01,,,,,●,50,015001,世田谷区,駒沢,駒沢１丁目,駒沢１丁目,13952,0.22,63418,3355,415.9
112076,1311201502,112,015,02,,,,,●,50,015002,世田谷区,駒沢,駒沢２丁目,駒沢２丁目,4716,0.27,17467,5147,91.6
112077,1311201503,112,015,03,,,,,●,50,015003,世田谷区,駒沢,駒沢３丁目,駒沢３丁目,2207,0.15,14713,2978,74.1
112078,1311201504,112,015,04,,,,,●,50,015004,世田谷区,駒沢,駒沢４丁目,駒沢４丁目,2389,0.17,14053,3692,64.7
112079,1311201505,112,015,05,,,,,●,50,015005,世田谷区,駒沢,駒沢５丁目,駒沢５丁目,1697,0.13,13054,2255,75.3
112080,1311201600,112,016,00,,,,●,,40,0160,世田谷区,代田,,代田,15813,1.36,11627,23833,66.3
112081,1311201601,112,016,01,,,,,●,50,016001,世田谷区,代田,代田１丁目,代田１丁目,2810,0.20,14050,3995,70.3
112082,1311201602,112,016,02,,,,,●,50,016002,世田谷区,代田,代田２丁目,代田２丁目,2296,0.20,11480,3652,62.9
112083,1311201603,112,016,03,,,,,●,50,016003,世田谷区,代田,代田３丁目,代田３丁目,3249,0.29,11203,5498,59.1
112084,1311201604,112,016,04,,,,,●,50,016004,世田谷区,代田,代田４丁目,代田４丁目,2637,0.29,9093,3936,67.0
112085,1311201605,112,016,05,,,,,●,50,016005,世田谷区,代田,代田５丁目,代田５丁目,2296,0.18,12756,3289,69.8
112086,1311201606,112,016,06,,,,,●,50,016006,世田谷区,代田,代田６丁目,代田６丁目,2525,0.20,12625,3463,72.9
112087,1311201700,112,017,00,,,,●,,40,0170,世田谷区,梅丘,,梅丘,7109,0.50,14218,9095,78.2
112088,1311201701,112,017,01,,,,,●,50,017001,世田谷区,梅丘,梅丘１丁目,梅丘１丁目,3771,0.21,17957,4217,89.4
112089,1311201702,112,017,02,,,,,●,50,017002,世田谷区,梅丘,梅丘２丁目,梅丘２丁目,2172,0.20,10860,3367,64.5
112090,1311201703,112,017,03,,,,,●,50,017003,世田谷区,梅丘,梅丘３丁目,梅丘３丁目,1166,0.09,12956,1511,77.2
112091,1311201800,112,018,00,,,,●,,40,0180,世田谷区,豪徳寺,,豪徳寺,4874,0.43,11335,6642,73.4
112092,1311201801,112,018,01,,,,,●,50,018001,世田谷区,豪徳寺,豪徳寺１丁目,豪徳寺１丁目,3403,0.21,16205,4219,80.7
112093,1311201802,112,018,02,,,,,●,50,018002,世田谷区,豪徳寺,豪徳寺２丁目,豪徳寺２丁目,1471,0.22,6686,2423,60.7
112094,1311201900,112,019,00,,,,●,,40,0190,世田谷区,代沢,,代沢,13923,0.99,14064,17180,81.0
112095,1311201901,112,019,01,,,,,●,50,019001,世田谷区,代沢,代沢１丁目,代沢１丁目,2931,0.19,15426,3042,96.4
112096,1311201902,112,019,02,,,,,●,50,019002,世田谷区,代沢,代沢２丁目,代沢２丁目,2985,0.27,11056,4671,63.9
112097,1311201903,112,019,03,,,,,●,50,019003,世田谷区,代沢,代沢３丁目,代沢３丁目,1586,0.15,10573,2201,72.1
112098,1311201904,112,019,04,,,,,●,50,019004,世田谷区,代沢,代沢４丁目,代沢４丁目,2793,0.22,12696,4422,63.2
112099,1311201905,112,019,05,,,,,●,50,019005,世田谷区,代沢,代沢５丁目,代沢５丁目,3628,0.16,22675,2844,127.6
112100,1311202000,112,020,00,,,,●,,40,0200,世田谷区,羽根木,,羽根木,4355,0.33,13197,7201,60.5
112101,1311202001,112,020,01,,,,,●,50,020001,世田谷区,羽根木,羽根木１丁目,羽根木１丁目,2005,0.16,12531,2923,68.6
112102,1311202002,112,020,02,,,,,●,50,020002,世田谷区,羽根木,羽根木２丁目,羽根木２丁目,2350,0.17,13824,4278,54.9
112103,1311202100,112,021,00,,,,●,,40,0210,世田谷区,大原,,大原,6600,0.42,15714,8384,78.7
112104,1311202101,112,021,01,,,,,●,50,021001,世田谷区,大原,大原１丁目,大原１丁目,4156,0.24,17317,5479,75.9
112105,1311202102,112,021,02,,,,,●,50,021002,世田谷区,大原,大原２丁目,大原２丁目,2444,0.18,13578,2905,84.1
112106,1311202200,112,022,00,,,,●,,40,0220,世田谷区,北沢,,北沢,19600,0.98,20000,19187,102.2
112107,1311202201,112,022,01,,,,,●,50,022001,世田谷区,北沢,北沢１丁目,北沢１丁目,3787,0.25,15148,5430,69.7
112108,1311202202,112,022,02,,,,,●,50,022002,世田谷区,北沢,北沢２丁目,北沢２丁目,8200,0.19,43158,2649,309.6
112109,1311202203,112,022,03,,,,,●,50,022003,世田谷区,北沢,北沢３丁目,北沢３丁目,2518,0.16,15738,3287,76.6
112110,1311202204,112,022,04,,,,,●,50,022004,世田谷区,北沢,北沢４丁目,北沢４丁目,2268,0.18,12600,3486,65.1
112111,1311202205,112,022,05,,,,,●,50,022005,世田谷区,北沢,北沢５丁目,北沢５丁目,2827,0.20,14135,4335,65.2
112112,1311202300,112,023,00,,,,●,,40,0230,世田谷区,松原,,松原,25960,1.51,17192,30548,85.0
112113,1311202301,112,023,01,,,,,●,50,023001,世田谷区,松原,松原１丁目,松原１丁目,5350,0.29,18448,6480,82.6
112114,1311202302,112,023,02,,,,,●,50,023002,世田谷区,松原,松原２丁目,松原２丁目,6004,0.26,23092,5003,120.0
112115,1311202303,112,023,03,,,,,●,50,023003,世田谷区,松原,松原３丁目,松原３丁目,3965,0.22,18023,5165,76.8
112116,1311202304,112,023,04,,,,,●,50,023004,世田谷区,松原,松原４丁目,松原４丁目,1807,0.19,9511,3573,50.6
112117,1311202305,112,023,05,,,,,●,50,023005,世田谷区,松原,松原５丁目,松原５丁目,4520,0.31,14581,5894,76.7
112118,1311202306,112,023,06,,,,,●,50,023006,世田谷区,松原,松原６丁目,松原６丁目,4314,0.24,17975,4433,97.3
112119,1311202400,112,024,00,,,,●,,40,0240,世田谷区,赤堤,,赤堤,13742,1.10,12493,20743,66.2
112120,1311202401,112,024,01,,,,,●,50,024001,世田谷区,赤堤,赤堤１丁目,赤堤１丁目,2931,0.28,10468,4649,63.0
112121,1311202402,112,024,02,,,,,●,50,024002,世田谷区,赤堤,赤堤２丁目,赤堤２丁目,2320,0.21,11048,4069,57.0
112122,1311202403,112,024,03,,,,,●,50,024003,世田谷区,赤堤,赤堤３丁目,赤堤３丁目,2156,0.22,9800,3969,54.3
112123,1311202404,112,024,04,,,,,●,50,024004,世田谷区,赤堤,赤堤４丁目,赤堤４丁目,3857,0.21,18367,4000,96.4
112124,1311202405,112,024,05,,,,,●,50,024005,世田谷区,赤堤,赤堤５丁目,赤堤５丁目,2478,0.18,13767,4056,61.1
112125,1311202500,112,025,00,,,,●,,40,0250,世田谷区,桜上水,,桜上水,18221,1.02,17864,14437,126.2
112126,1311202501,112,025,01,,,,,●,50,025001,世田谷区,桜上水,桜上水１丁目,桜上水１丁目,2447,0.20,12235,3358,72.9
112127,1311202502,112,025,02,,,,,●,50,025002,世田谷区,桜上水,桜上水２丁目,桜上水２丁目,1204,0.17,7082,2007,60.0
112128,1311202503,112,025,03,,,,,●,50,025003,世田谷区,桜上水,桜上水３丁目,桜上水３丁目,9135,0.24,38063,1751,521.7
112129,1311202504,112,025,04,,,,,●,50,025004,世田谷区,桜上水,桜上水４丁目,桜上水４丁目,2926,0.20,14630,4157,70.4
112130,1311202505,112,025,05,,,,,●,50,025005,世田谷区,桜上水,桜上水５丁目,桜上水５丁目,2509,0.21,11948,3164,79.3
112131,1311202600,112,026,00,,,,●,,40,0260,世田谷区,東玉川,,東玉川,6013,0.48,12527,8581,70.1
112132,1311202601,112,026,01,,,,,●,50,026001,世田谷区,東玉川,東玉川１丁目,東玉川１丁目,2105,0.24,8771,4149,50.7
112133,1311202602,112,026,02,,,,,●,50,026002,世田谷区,東玉川,東玉川２丁目,東玉川２丁目,3908,0.24,16283,4432,88.2
112134,1311202700,112,027,00,,,,●,,40,0270,世田谷区,奥沢,,奥沢,23232,1.69,13747,29718,78.2
112135,1311202701,112,027,01,,,,,●,50,027001,世田谷区,奥沢,奥沢１丁目,奥沢１丁目,3273,0.30,10910,5407,60.5
112136,1311202702,112,027,02,,,,,●,50,027002,世田谷区,奥沢,奥沢２丁目,奥沢２丁目,2990,0.25,11960,4655,64.2
112137,1311202703,112,027,03,,,,,●,50,027003,世田谷区,奥沢,奥沢３丁目,奥沢３丁目,4136,0.19,21768,4265,97.0
112138,1311202704,112,027,04,,,,,●,50,027004,世田谷区,奥沢,奥沢４丁目,奥沢４丁目,1432,0.12,11933,2287,62.6
112139,1311202705,112,027,05,,,,,●,50,027005,世田谷区,奥沢,奥沢５丁目,奥沢５丁目,3634,0.22,16518,3656,99.4
112140,1311202706,112,027,06,,,,,●,50,027006,世田谷区,奥沢,奥沢６丁目,奥沢６丁目,2747,0.18,15261,3491,78.7
112141,1311202707,112,027,07,,,,,●,50,027007,世田谷区,奥沢,奥沢７丁目,奥沢７丁目,3307,0.28,11811,3702,89.3
112142,1311202708,112,027,08,,,,,●,50,027008,世田谷区,奥沢,奥沢８丁目,奥沢８丁目,1713,0.15,11420,2255,76.0
112143,1311202800,112,028,00,,,,●,,40,0280,世田谷区,玉川田園調布,,玉川田園調布,3154,0.31,10174,2371,133.0
112144,1311202801,112,028,01,,,,,●,50,028001,世田谷区,玉川田園調布,玉川田園調布１丁目,玉川田園調布１丁目,1907,0.18,10594,1150,165.8
112145,1311202802,112,028,02,,,,,●,50,028002,世田谷区,玉川田園調布,玉川田園調布２丁目,玉川田園調布２丁目,1247,0.13,9592,1221,102.1
112146,1311202900,112,029,00,,,,●,,40,0290,世田谷区,玉堤,,玉堤,9213,0.65,14174,5983,154.0
112147,1311202901,112,029,01,,,,,●,50,029001,世田谷区,玉堤,玉堤１丁目,玉堤１丁目,7970,0.50,15940,4776,166.9
112148,1311202902,112,029,02,,,,,●,50,029002,世田谷区,玉堤,玉堤２丁目,玉堤２丁目,1243,0.15,8287,1207,103.0
112149,1311203000,112,030,00,,,,●,,40,0300,世田谷区,等々力,,等々力,23873,1.72,13880,28081,85.0
112150,1311203001,112,030,01,,,,,●,50,030001,世田谷区,等々力,等々力１丁目,等々力１丁目,1661,0.24,6921,2672,62.2
112151,1311203002,112,030,02,,,,,●,50,030002,世田谷区,等々力,等々力２丁目,等々力２丁目,3007,0.24,12529,3734,80.5
112152,1311203003,112,030,03,,,,,●,50,030003,世田谷区,等々力,等々力３丁目,等々力３丁目,2601,0.20,13005,2604,99.9
112153,1311203004,112,030,04,,,,,●,50,030004,世田谷区,等々力,等々力４丁目,等々力４丁目,2184,0.14,15600,2436,89.7
112154,1311203005,112,030,05,,,,,●,50,030005,世田谷区,等々力,等々力５丁目,等々力５丁目,2296,0.22,10436,3654,62.8
112155,1311203006,112,030,06,,,,,●,50,030006,世田谷区,等々力,等々力６丁目,等々力６丁目,5367,0.24,22363,4753,112.9
112156,1311203007,112,030,07,,,,,●,50,030007,世田谷区,等々力,等々力７丁目,等々力７丁目,3437,0.24,14321,4710,73.0
112157,1311203008,112,030,08,,,,,●,50,030008,世田谷区,等々力,等々力８丁目,等々力８丁目,3320,0.20,16600,3518,94.4
112158,1311203100,112,031,00,,,,●,,40,0310,世田谷区,尾山台,,尾山台,5105,0.50,10210,6663,76.6
112159,1311203101,112,031,01,,,,,●,50,031001,世田谷区,尾山台,尾山台１丁目,尾山台１丁目,1100,0.14,7857,1752,62.8
112160,1311203102,112,031,02,,,,,●,50,031002,世田谷区,尾山台,尾山台２丁目,尾山台２丁目,1164,0.18,6467,1987,58.6
112161,1311203103,112,031,03,,,,,●,50,031003,世田谷区,尾山台,尾山台３丁目,尾山台３丁目,2841,0.18,15783,2924,97.2
112162,1311203200,112,032,00,,,,●,,40,0320,世田谷区,上野毛,,上野毛,9229,0.83,11119,12879,71.7
112163,1311203201,112,032,01,,,,,●,50,032001,世田谷区,上野毛,上野毛１丁目,上野毛１丁目,3085,0.21,14691,4324,71.3
