区分／地域／分類コード／部門名,中間需要／東京都地域／Ｋ01／農林水産業（百万円）,中間需要／東京都地域／Ｋ06／鉱業（百万円）,中間需要／東京都地域／Ｋ11／飲食料品（百万円）,中間需要／東京都地域／Ｋ15／繊維製品（百万円）,中間需要／東京都地域／Ｋ16／パルプ・紙・木製品（百万円）,中間需要／東京都地域／Ｋ20／化学製品（百万円）,中間需要／東京都地域／Ｋ21／石油・石炭製品（百万円）,中間需要／東京都地域／Ｋ22／プラスチック・ゴム（百万円）,中間需要／東京都地域／Ｋ25／窯業・土石製品（百万円）,中間需要／東京都地域／Ｋ26／鉄鋼（百万円）,中間需要／東京都地域／Ｋ27／非鉄金属（百万円）,中間需要／東京都地域／Ｋ28／金属製品（百万円）,中間需要／東京都地域／Ｋ29／はん用機械（百万円）,中間需要／東京都地域／Ｋ30／生産用機械（百万円）,中間需要／東京都地域／Ｋ31／業務用機械（百万円）,中間需要／東京都地域／Ｋ32／電子部品（百万円）,中間需要／東京都地域／Ｋ33／電気機械（百万円）,中間需要／東京都地域／Ｋ34／情報・通信機器（百万円）,中間需要／東京都地域／Ｋ35／輸送機械（百万円）,中間需要／東京都地域／Ｋ39／その他の製造工業製品（百万円）,中間需要／東京都地域／Ｋ41／建設（百万円）,中間需要／東京都地域／Ｋ46／電力・ガス・熱供給（百万円）,中間需要／東京都地域／Ｋ47／水道（百万円）,中間需要／東京都地域／Ｋ48／廃棄物処理（百万円）,中間需要／東京都地域／Ｋ51／商業（百万円）,中間需要／東京都地域／Ｋ53／金融・保険（百万円）,中間需要／東京都地域／Ｋ55／不動産（百万円）,中間需要／東京都地域／Ｋ57／運輸・郵便（百万円）,中間需要／東京都地域／Ｋ59／情報通信（百万円）,中間需要／東京都地域／Ｋ61／公務（百万円）,中間需要／東京都地域／Ｋ63／教育・研究（百万円）,中間需要／東京都地域／Ｋ64／医療・福祉（百万円）,中間需要／東京都地域／Ｋ65／その他の非営利団体サービス（百万円）,中間需要／東京都地域／Ｋ66／対事業所サービス（百万円）,中間需要／東京都地域／Ｋ67／対個人サービス（百万円）,中間需要／東京都地域／Ｋ68／事務用品（百万円）,中間需要／東京都地域／Ｋ69／分類不明（百万円）,中間需要／東京都地域／Ｌ10／本社（百万円）,中間需要／東京都地域／Ｒ70／都：財・サービス内生部門計（百万円）,中間需要／東京都地域／Ｒ71／都：内生部門計（百万円）,中間需要／その他地域／Ｍ01／農林水産業（百万円）,中間需要／その他地域／Ｍ06／鉱業（百万円）,中間需要／その他地域／Ｍ11／飲食料品（百万円）,中間需要／その他地域／Ｍ15／繊維製品（百万円）,中間需要／その他地域／Ｍ16／パルプ・紙・木製品（百万円）,中間需要／その他地域／Ｍ20／化学製品（百万円）,中間需要／その他地域／Ｍ21／石油・石炭製品（百万円）,中間需要／その他地域／Ｍ22／プラスチック・ゴム（百万円）,中間需要／その他地域／Ｍ25／窯業・土石製品（百万円）,中間需要／その他地域／Ｍ26／鉄鋼（百万円）,中間需要／その他地域／Ｍ27／非鉄金属（百万円）,中間需要／その他地域／Ｍ28／金属製品（百万円）,中間需要／その他地域／Ｍ29／はん用機械（百万円）,中間需要／その他地域／Ｍ30／生産用機械（百万円）,中間需要／その他地域／Ｍ31／業務用機械（百万円）,中間需要／その他地域／Ｍ32／電子部品（百万円）,中間需要／その他地域／Ｍ33／電気機械（百万円）,中間需要／その他地域／Ｍ34／情報・通信機器（百万円）,中間需要／その他地域／Ｍ35／輸送機械（百万円）,中間需要／その他地域／Ｍ39／その他の製造工業製品（百万円）,中間需要／その他地域／Ｍ41／建設（百万円）,中間需要／その他地域／Ｍ46／電力・ガス・熱供給（百万円）,中間需要／その他地域／Ｍ47／水道（百万円）,中間需要／その他地域／Ｍ48／廃棄物処理（百万円）,中間需要／その他地域／Ｍ51／商業（百万円）,中間需要／その他地域／Ｍ53／金融・保険（百万円）,中間需要／その他地域／Ｍ55／不動産（百万円）,中間需要／その他地域／Ｍ57／運輸・郵便（百万円）,中間需要／その他地域／Ｍ59／情報通信（百万円）,中間需要／その他地域／Ｍ61／公務（百万円）,中間需要／その他地域／Ｍ63／教育・研究（百万円）,中間需要／その他地域／Ｍ64／医療・福祉（百万円）,中間需要／その他地域／Ｍ65／その他の非営利団体サービス（百万円）,中間需要／その他地域／Ｍ66／対事業所サービス（百万円）,中間需要／その他地域／Ｍ67／対個人サービス（百万円）,中間需要／その他地域／Ｍ68／事務用品（百万円）,中間需要／その他地域／Ｍ69／分類不明（百万円）,中間需要／その他地域／Ｎ10／本社（百万円）,中間需要／その他地域／Ｓ70／他：財・サービス内生部門計（百万円）,中間需要／その他地域／Ｓ71／他：内生部門計（百万円）,中間需要／Ｔ71／内生部門計（百万円）,最終需要／東京都地域／Ｐ71／都事業所家計外消費支出（百万円）,最終需要／東京都地域／Ｐ61／他県事業所家計外消費支出（百万円）,最終需要／東京都地域／Ｐ72／民間消費支出（他県民支出を除く。）（百万円）,最終需要／東京都地域／Ｐ92／他県民支出（百万円）,最終需要／東京都地域／Ｐ73／一般政府消費支出（百万円）,最終需要／東京都地域／Ｐ74／都内総固定資本形成（公的）（百万円）,最終需要／東京都地域／Ｐ75／都内総固定資本形成（民間）（百万円）,最終需要／東京都地域／Ｐ76／在庫純増（百万円）,最終需要／東京都地域／Ｐ77／調整項（百万円）,最終需要／東京都地域／Ｒ78／都内最終需要計（百万円）,最終需要／東京都地域／Ｒ79／都内需要合計（百万円）,最終需要／東京都地域／Ｐ80／輸出（百万円）,最終需要／東京都地域／Ｒ81／都：輸出計（百万円）,最終需要／東京都地域／Ｒ83／都：最終需要計（百万円）,最終需要／東京都地域／Ｒ84／都：需要合計（百万円）,最終需要／東京都地域／Ｐ84／（控除）輸入（百万円）,最終需要／東京都地域／Ｐ85／（控除）関税（百万円）,最終需要／東京都地域／Ｐ86／（控除）輸入品商品税（百万円）,最終需要／東京都地域／Ｒ87／都：（控除）輸入計（百万円）,最終需要／その他地域／Ｑ71／都事業所家計外消費支出（百万円）,最終需要／その他地域／Ｑ61／他県事業所家計外消費支出（百万円）,最終需要／その他地域／Ｑ72／都民支出（百万円）,最終需要／その他地域／Ｑ92／民間消費支出（都民支出を除く。）（百万円）,最終需要／その他地域／Ｑ73／一般政府消費支出（百万円）,最終需要／その他地域／Ｑ74／他地域内総固定資本形成（公的）（百万円）,最終需要／その他地域／Ｑ75／他地域内総固定資本形成（民間）（百万円）,最終需要／その他地域／Ｑ76／在庫純増（百万円）,最終需要／その他地域／Ｑ77／調整項（百万円）,最終需要／その他地域／Ｓ78／他地域内最終需要計（百万円）,最終需要／その他地域／Ｓ79／他地域内需要合計（百万円）,最終需要／その他地域／Ｑ80／輸出（百万円）,最終需要／その他地域／Ｓ81／他：輸出計（百万円）,最終需要／その他地域／Ｓ83／他：最終需要計（百万円）,最終需要／その他地域／Ｓ84／他：需要合計（百万円）,最終需要／その他地域／Ｑ84／（控除）輸入（百万円）,最終需要／その他地域／Ｑ85／（控除）関税（百万円）,最終需要／その他地域／Ｑ86／（控除）輸入品商品税（百万円）,最終需要／その他地域／Ｓ87／他：（控除）輸入計（百万円）,最終需要／Ｔ81／輸出計（百万円）,最終需要／Ｔ78／国内最終需要計（百万円）,最終需要／Ｔ79／国内需要合計（百万円）,最終需要／Ｔ83／最終需要計（百万円）,最終需要／Ｔ84／需要合計（百万円）,最終需要／Ｔ87／（控除）輸入計（百万円）,Ｔ97／生産額（百万円）
中間投入／東京都地域／Ｆ70／都：財・サービス内生部門計（百万円）,19152,3112,247081,41279,63115,151613,3310,53446,46161,27084,56921,43245,50936,106859,156147,167944,278131,247415,294349,347369,1568086,1060328,262246,96229,3343531,2293153,2800455,1821399,6810538,2124025,938524,2008746,189555,5659126,2608142,85395,379946,7578037,36454093,44032130,154772,13534,1061861,92663,390608,626897,68333,373127,147237,372682,193278,260125,270975,421660,191513,427064,525968,267273,1113954,298943,1537988,352611,131353,35976,2291918,893845,662816,979298,1271330,813413,555276,1275131,190431,1493757,1095441,60452,75550,1204871,20989053,22193924,66226054,2494326,642610,31946939,4770740,11545782,2160268,7843246,21305,24428,61449644,105481774,2996029,2996029,64445673,108477803,-7027159,-113056,-364115,-7504330,0,160913,55072,5627179,14096,655327,4637078,17895,0,11167560,33361484,1555605,1555605,12723165,34917089,0,0,0,0,4551634,72617204,138843258,77168838,143394892,-7504330,135890562
中間投入／東京都地域／Ｆ71／都：内生部門計（百万円）,19508,3291,265958,46763,67508,177796,3421,57784,49545,27885,57728,48420,56775,115242,175388,180810,294630,263042,307229,431687,1879658,1103250,262246,111532,4681792,3082214,3184747,2038970,8567303,2124025,968128,2020216,208375,6817153,2730854,85395,379946,7578037,42896214,50474251,193290,49139,1591865,242177,557216,1426460,138217,543723,277514,473760,277891,455012,439595,690548,406010,771347,856394,517046,1548668,673623,3575707,733829,131353,218131,7368033,1896448,1347116,2396713,2986257,813413,655505,1364803,313773,4084377,1848611,60452,75550,1204871,41999566,43204437,93678688,2494326,642610,31946939,4770740,11545782,2160268,7843246,21305,24428,61449644,111923895,2996029,2996029,64445673,114919924,-7027159,-113056,-364115,-7504330,0,160913,55072,5627179,14096,655327,4637078,17895,0,11167560,54371997,1555605,1555605,12723165,55927602,0,0,0,0,4551634,72617204,166295892,77168838,170847526,-7504330,163343196
中間投入／その他地域／Ｃ01／農林水産業（百万円）,1415,0,219400,177,773,206,0,8433,35,0,3,0,0,0,0,0,0,0,0,5056,3561,0,0,0,571,0,10,333,0,631,2051,13455,962,223,193678,0,0,0,450973,450973,1453112,75,6807325,34937,295984,29498,0,296289,1865,2,734,0,0,0,0,0,0,0,5,47422,51400,0,0,0,7867,0,160,1744,0,1010,23856,118707,7522,455,948420,0,0,0,10128389,10128389,10579362,11644,0,304832,48619,0,0,5259,-987,0,369367,820340,216,216,369583,820556,0,0,0,0,0,47746,14938,2906044,0,0,162756,247285,2315,3381084,13509473,47244,47244,3428328,13556717,-2292742,-33332,-116239,-2442313,47460,3750451,14329813,3797911,14377273,-2442313,11934960
中間投入／その他地域／Ｃ06／鉱業（百万円）,0,1,0,0,1,22,233,1,4098,0,254,0,0,0,1,0,0,0,0,21,22801,357,0,0,0,0,0,0,0,60,0,0,0,0,-3,0,4,0,27851,27851,184,1445,2672,32,57608,126888,13143450,1186,369324,1924562,1194464,1890,416,691,235,823,493,103,3463,6129,296625,6271050,0,0,0,0,0,94,0,215,1318,0,0,12,-229,0,396,0,23405539,23405539,23433390,0,0,2,0,0,0,0,-653,0,-651,27200,2,2,-649,27202,0,0,0,0,0,-4466,0,-5882,0,0,-6532,-42861,1711,-58030,23347509,35075,35075,-22955,23382584,-21063338,-7,-1594835,-22658180,35077,-58681,23374709,-23604,23409786,-22658180,751606
中間投入／その他地域／Ｃ11／飲食料品（百万円）,1339,0,183309,39,60,2765,0,1,24,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,1617,0,0,1348,7,2520,4917,36576,705,200,986517,0,865,0,1223927,1223927,1143868,0,5879174,7229,17751,153776,63,174,2908,22,0,0,0,0,0,0,0,0,0,19127,557,0,0,0,10938,0,0,7459,4,10302,40904,357640,5819,216,5084621,0,5082,0,12747634,12747634,13971561,160400,0,2259514,554244,94,0,0,23575,0,2997827,4221754,6652,6652,3004479,4228406,0,0,0,0,0,622926,115426,21685989,216564,0,0,153032,11258,22805195,35552829,320741,320741,23125936,35873570,-4133840,-303731,-1275821,-5713392,327393,25803022,39774583,26130415,40101976,-5713392,34388584
中間投入／その他地域／Ｃ15／繊維製品（百万円）,332,6,232,13389,410,65,0,789,84,13,16,51,60,336,188,758,444,237,348,3216,8966,69,149,267,14917,3657,106,3113,6964,5015,984,9860,1601,12679,11410,2239,210,1865,103180,105045,55036,2665,31750,798382,56399,22620,477,46813,20427,9176,8740,11360,9678,17327,6726,52141,36103,9563,72997,33280,119774,3007,2678,6231,304894,34028,2032,69453,21827,125961,14131,156933,94256,105611,149066,17440,2636,15365,2531618,2546983,2652028,10299,0,119480,31116,0,114,24946,-5536,0,180419,285464,350,350,180769,285814,0,0,0,0,0,77703,15597,2996604,0,488,175803,-130680,20472,3155987,5702970,478122,478122,3634109,6181092,-2882326,-189751,-151227,-3223304,478472,3336406,5988434,3814878,6466906,-3223304,3243602
中間投入／その他地域／Ｃ16／パルプ・紙・木製品（百万円）,1200,6,10675,530,43693,6762,1,754,2637,60,100,463,257,253,1788,2402,3051,2462,567,119130,171292,816,857,1451,91695,26538,2889,20498,269130,5541,25390,32012,4184,58677,40633,86524,1657,23578,1036575,1060153,243011,1435,492712,21996,3151133,340709,264,84078,137378,8404,22480,37105,14808,15086,27613,82691,102855,34374,63360,783630,2024232,32413,7341,10201,605841,92410,23739,206510,412797,44651,170510,272892,68808,139873,232962,455883,8872,52009,10475057,10527066,11587219,23130,0,38216,9268,32,1926,34524,-7802,0,99294,1159447,1360,1360,100654,1160807,0,0,0,0,0,50365,2032,286279,1962,9740,200570,-56366,13525,508107,11035173,346652,346652,854759,11381825,-1614630,-23931,-81708,-1720269,348012,607401,12194620,955413,12542632,-1720269,10822363
中間投入／その他地域／Ｃ20／化学製品（百万円）,5477,73,7004,6017,4426,96166,197,29314,3353,427,316,1233,718,1584,3537,5063,5775,4886,6522,35340,31286,1813,7117,7323,78,215,226,1431,25295,5454,16122,560785,609,49324,52700,2548,8457,0,988211,988211,661101,8808,338253,370276,398411,9439010,30484,2705627,213006,88091,94162,80902,37122,54699,104445,239260,196180,70426,451865,287359,225199,18317,49696,51108,699,511,1557,18839,36719,31514,179808,6985139,9855,207179,272343,15730,51931,0,24025631,24025631,25013842,30679,0,220324,20295,0,0,0,1900,0,273198,1261409,645,645,273843,1262054,0,0,0,0,0,122636,4223,2146414,0,0,0,113878,139670,2526821,26552452,4734040,4734040,7260861,31286492,-5102357,-42908,-254535,-5399800,4734685,2800019,27813861,7534704,32548546,-5399800,27148746
中間投入／その他地域／Ｃ21／石油・石炭製品（百万円）,2702,209,4960,528,652,2245,2410,543,2433,663,206,599,292,386,601,949,506,328,3870,2684,43224,89826,9726,6832,26867,3432,5386,454249,18739,52003,28392,23339,2060,41742,52274,0,22918,1481,908775,910256,241169,21585,169106,29296,67065,2266967,1253423,29786,188252,1172951,38597,34584,15941,19507,7177,27411,18766,4566,107562,21625,688467,1511138,65533,46975,184757,13794,45312,4987756,29103,367449,183239,180031,24184,140481,317869,0,130070,3545,14651494,14655039,15565295,5180,0,200335,82396,0,0,0,6041,0,293952,1204208,4,4,293956,1204212,0,0,0,0,0,19155,76818,5786951,0,0,0,102643,26827,6012394,20667433,1507694,1507694,7520088,22175127,-3314623,-6700,-222890,-3544213,1507698,6306346,21871641,7814044,23379339,-3544213,19835126
中間投入／その他地域／Ｃ22／プラスチック・ゴム（百万円）,899,11,17899,646,5151,7960,3,19087,615,56,267,445,1566,4935,13432,8593,12770,18780,22413,56524,64397,0,18428,3411,31827,16883,4342,6553,79999,8868,12472,9437,1533,37105,15141,8696,5579,0,516723,516723,120157,3618,642229,35666,213702,466809,2248,2521930,55418,17822,57361,46427,113320,298435,233161,260006,538041,294741,1546868,470380,583220,0,121754,32520,391201,70026,37016,126905,67391,55776,118410,101816,30968,597873,107694,53879,32889,0,10467677,10467677,10984400,4182,0,50991,9653,90,0,0,308,0,65224,581947,27,27,65251,581974,0,0,0,0,0,17951,2442,595146,4703,0,-558,61805,52957,734446,11202123,2020702,2020702,2755148,13222825,-1075942,-33963,-55483,-1165388,2020729,799670,11784070,2820399,13804799,-1165388,12639411
中間投入／その他地域／Ｃ25／窯業・土石製品（百万円）,78,0,1262,17,1557,2876,67,374,21202,140,81,519,1836,1677,11959,19240,4340,1268,7769,2967,284128,94,2152,266,2048,118,413,74,257,555,7359,4749,121,1463,10651,1026,5534,0,400237,400237,28474,437,86252,2019,54827,147694,5374,50924,534114,133777,56423,39799,71869,60090,129013,663506,134597,20328,334705,40206,2459626,960,15291,1711,15920,240,4569,1242,165,7180,54593,40445,1715,70659,55652,5803,31423,0,5361622,5361622,5761859,2916,0,16994,3187,0,0,0,-934,0,22163,422400,131,131,22294,422531,0,0,0,0,0,11084,1121,121226,0,0,0,13875,26700,174006,5535628,840551,840551,1014557,6376179,-485388,-3007,-24372,-512767,840682,196169,5958028,1036851,6798710,-512767,6285943
中間投入／その他地域／Ｃ26／鉄鋼（百万円）,6,0,0,7,3991,7,0,386,376,101264,36,37303,23937,34999,9977,2243,27070,4985,45308,3072,162735,0,240,0,0,0,0,1454,0,125,0,21,0,658,310,6,7955,0,468471,468471,848,2522,0,452,97370,910,-9,27613,50046,17035665,13670,2558886,1241139,1456762,143096,78810,717059,75651,2886082,30376,1161304,0,1518,0,0,0,0,11630,0,837,0,155,23,8638,1489,31,44691,0,27647264,27647264,28115735,0,0,5,0,0,0,0,567,0,572,469043,9,9,581,469052,0,0,0,0,0,0,0,-39642,0,-31272,-182706,168193,60417,-25010,27622254,3319730,3319730,3294720,30941984,-1046148,-2957,-52455,-1101560,3319739,-24438,28091297,3295301,31411036,-1101560,30309476
中間投入／その他地域／Ｃ27／非鉄金属（百万円）,0,1,1597,0,1212,764,0,336,185,275,6539,7936,7506,6869,12136,18542,26483,23927,16596,7620,67948,266,140,4,199,0,0,47,715,1430,134,9410,63,3311,3282,194,4427,0,230094,230094,0,708,59711,27,28518,129165,187,31248,59834,204028,3609812,688097,374914,274685,220442,708441,964364,283215,1042134,107619,471775,11877,1238,16,1164,0,0,628,1912,6760,1934,78179,949,31617,16589,1024,34246,0,9447057,9447057,9677151,285,0,3593,157,0,0,22900,-498,0,26437,256531,2,2,26439,256533,0,0,0,0,0,1031,208,161916,0,0,298754,1754,92695,556358,10003415,2177534,2177534,2733892,12180949,-3296269,-8053,-165214,-3469536,2177536,582795,10259946,2760331,12437482,-3469536,8967946
中間投入／その他地域／Ｃ28／金属製品（百万円）,44,129,9715,323,4118,4286,0,1682,437,70,60,10725,6152,9712,13044,7436,13627,10161,5971,7013,524507,891,514,70,38574,660,1996,4179,4248,50222,521,2188,703,11095,20300,65,2876,0,768314,768314,13938,16423,460484,7352,122161,221028,9192,85589,68811,19140,14408,680787,317890,449451,231532,255248,375453,161822,460643,87113,3815892,11145,3828,497,246372,2296,20564,57904,10757,131638,4100,16794,10284,66938,107281,379,16921,0,8582055,8582055,9350369,5708,0,26845,1047,7,303,40987,-1145,0,73752,842066,186,186,73938,842252,0,0,0,0,0,22573,31,250050,613,2398,212519,23457,23688,535329,9117384,606950,606950,1142279,9724334,-654203,-3458,-32787,-690448,607136,609081,9959450,1216217,10566586,-690448,9876138
中間投入／その他地域／Ｃ29／はん用機械（百万円）,0,6,0,0,175,13,0,28,46,13,0,95,23041,14371,4587,812,2719,1004,3187,1430,32735,0,2796,0,32,0,0,395,138,3134,0,3,0,64415,42,0,0,0,155217,155217,6,1858,0,0,12363,507,0,4370,12958,3162,149,9198,1263259,547555,95718,27752,187146,19571,369568,2770,266537,0,19385,0,342,0,0,2671,95,9019,0,8,0,415097,369,0,0,0,3271433,3271433,3426650,0,0,1032,0,0,19946,304626,61,0,325665,480882,5,5,325670,480887,0,0,0,0,0,0,0,11160,0,93003,3121833,78884,85602,3390482,6661915,3004668,3004668,6395150,9666583,-874225,0,-43710,-917935,3004673,3716147,7142797,6720820,10147470,-917935,9229535
中間投入／その他地域／Ｃ30／生産用機械（百万円）,0,10,0,0,29,0,1,183,18,24,4,80,632,32125,615,1108,1677,273,364,234,221,15,76,0,31,0,0,174,22,96,0,0,0,93180,61,0,0,0,131253,131253,43,1168,0,0,798,0,202,30072,5269,2980,744,4663,32799,1808194,10040,35945,27304,6543,41527,693,2685,101,567,0,271,0,0,1758,61,499,0,0,0,614641,406,0,0,0,2629973,2629973,2761226,0,0,495,29,0,13179,483008,307,0,497018,628271,5,5,497023,628276,0,0,0,0,0,0,0,8628,0,60476,5531207,154221,172162,5926694,8556667,5944633,5944633,11871327,14501300,-1112157,0,-55608,-1167765,5944638,6423712,9184938,12368350,15129576,-1167765,13961811
中間投入／その他地域／Ｃ31／業務用機械（百万円）,61,0,0,0,0,0,0,0,0,0,0,0,213,1115,16718,0,474,101,193,33,458,0,24,9,9381,74,0,79,2356,37446,0,35914,0,64326,4787,5275,0,0,179037,179037,2810,0,8,0,0,20,0,0,0,0,0,148,20262,64397,497647,2707,9157,6553,15292,1019,6051,0,243,89,80266,240,0,938,2110,375588,0,465474,0,328791,30874,26789,0,0,1937473,1937473,2116510,517,0,14096,1111,9,14610,455280,1837,0,487460,666497,3172,3172,490632,669669,0,0,0,0,0,1860,334,150876,149,146995,2921552,24133,46349,3292248,5229721,1269047,1269047,4561295,6498768,-1185731,-420,-59291,-1245442,1272219,3779708,5896218,5051927,7168437,-1245442,5922995
中間投入／その他地域／Ｃ32／電子部品（百万円）,0,0,0,0,4,1,0,0,0,0,6,78,759,2537,37635,85685,87189,107874,1917,4940,1561,7,6,0,163,282,0,20,18394,22850,2862,43,0,88758,21,4859,0,366,468451,468817,7,21,45,3,113,98,7,12,7,22,1587,31602,68780,111530,816402,3224196,1720277,2194779,249998,46982,11650,107,47,0,1826,659,0,162,16985,57928,30276,157,0,678564,507,30494,0,618,9295830,9296448,9765265,186,0,14798,1485,0,0,0,632,0,17101,485918,3,3,17104,485921,0,0,0,0,0,735,202,110954,0,0,0,192498,153629,458018,9754466,5583723,5583723,6041741,15338189,-2741430,0,-137067,-2878497,5583726,475119,10240384,6058845,15824110,-2878497,12945613
中間投入／その他地域／Ｃ33／電気機械（百万円）,28,2,0,0,30,1,0,1,1,0,1,48,2136,5369,4229,4808,31888,6922,11364,1835,33206,3,53,0,2687,30,119,862,4495,12066,1774,583,0,36838,966,0,812,1925,163157,165082,2155,273,17,0,1211,83,0,329,275,0,242,8226,229349,306155,108364,242048,1530479,163175,1336773,7899,334728,64,400,0,19935,64,829,7486,3973,47504,14585,6810,41,399732,7297,0,5513,5577,4786014,4791591,4956673,9952,0,268454,17485,0,40979,263408,2539,0,602817,767899,20,20,602837,767919,0,0,0,0,0,39773,1022,2513277,0,340425,3595498,170075,163025,6823095,11614686,4573660,4573660,11396755,16188346,-2525528,-95,-126148,-2651771,4573680,7425912,12382585,11999592,16956265,-2651771,14304494
中間投入／その他地域／Ｃ34／情報・通信機器（百万円）,0,0,2,0,0,3,0,5,0,0,0,2,55,72,24,25,29,8274,2540,38,6490,22,4,5,3102,957,823,278,4589,15973,314,196,21,7658,985,0,0,0,52486,52486,168,15,684,56,127,1197,71,268,114,29,43,641,6533,4484,610,1002,911,165657,298384,673,84570,446,64,91,36993,4663,3937,5839,7140,50595,3947,1915,468,64643,8020,0,0,0,754998,754998,807484,11795,0,248927,12754,0,46348,379935,-12493,0,687266,739752,394,394,687660,740146,0,0,0,0,0,64806,3402,3473325,0,722843,3052284,-106807,80129,7289982,8044980,2245987,2245987,9535969,10290967,-3561841,0,-177915,-3739756,2246381,7977248,8784732,10223629,11031113,-3739756,7291357
中間投入／その他地域／Ｃ35／輸送機械（百万円）,1321,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,397261,0,0,0,0,0,0,0,0,84563,0,52032,285,0,0,35010,266,0,0,0,570777,570777,70134,31,0,0,0,0,0,0,0,0,0,0,0,9282,0,0,0,0,19093148,0,0,0,0,0,0,0,0,580805,0,306486,1877,0,0,1797153,2100,0,0,0,21861016,21861016,22431793,0,0,490414,8787,0,29406,616977,-21288,0,1124296,1695073,7236,7236,1131532,1702309,0,0,0,0,0,0,11795,4687582,0,183691,4115099,-340664,350115,9007618,30868634,14041180,14041180,23048798,44909814,-2034000,0,-99433,-2133433,14048416,10131914,32563707,24180330,46612123,-2133433,44478690
中間投入／その他地域／Ｃ39／その他の製造工業製品（百万円）,103,9,2777,1150,1194,914,1,81,227,37,30,80,94,320,1064,806,826,1686,745,34151,11884,1638,390,1129,28326,55416,626,4965,179072,27820,34614,15471,10225,112147,27469,19683,224,10647,577394,588041,18616,2839,267848,45939,120605,89462,44813,146019,75299,376844,192398,25569,11955,34194,37252,71803,54182,57547,76774,413962,148963,163536,11188,13345,484792,370594,2204,80762,531362,304402,535134,209492,180776,356545,288519,148765,6911,40318,6001210,6041528,6629569,24350,0,119398,17434,1,11423,109861,-728,0,281739,869780,2479,2479,284218,872259,0,0,0,0,0,162430,9096,2087656,16,70686,661134,-12573,14060,2992505,9034033,498815,498815,3491320,9532848,-1876953,-67332,-78536,-2022821,501294,3274244,9903813,3775538,10405107,-2022821,8382286
中間投入／その他地域／Ｃ41／建設（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69325,4654,39205,14424,87489,177748,14423,84310,71562,246093,60105,78282,35085,50052,13955,92345,52175,15160,64803,24109,57537,754942,230361,21044,516214,113490,2724190,553486,169703,719951,345114,252555,14492,123987,202322,0,0,79722,8094692,8174414,8174414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14788876,22491074,0,0,37279950,45454364,0,0,37279950,45454364,0,0,0,0,0,37279950,45454364,37279950,45454364,0,45454364
中間投入／その他地域／Ｃ46／電力・ガス・熱供給（百万円）,251,70,4694,810,1385,3178,173,1407,2063,1311,1217,1307,1062,1567,1744,6035,1981,1013,4248,7792,10841,45509,15237,13202,92666,14177,24770,28157,35943,28258,31744,34122,775,44706,79173,0,4010,73319,546598,619917,113812,19041,391922,65773,408289,626515,115212,267113,271611,855226,216822,173375,101054,115387,44553,340900,119939,34182,470299,105283,204857,2048075,149494,125738,1645114,84898,314999,389062,210125,317673,508413,524460,16089,302250,1199970,0,39870,290033,12937395,13227428,13847345,478,0,315498,0,0,0,0,0,0,315976,935893,3803,3803,319779,939696,0,0,0,0,0,3883,0,5270231,0,0,0,0,0,5274114,18501542,18196,18196,5292310,18519738,-875,0,0,-875,21999,5590090,19437435,5612089,19459434,-875,19458559
中間投入／その他地域／Ｃ47／水道（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11772,1882,77658,4111,25523,69981,9416,15475,8264,28917,8385,6846,5894,8518,3770,23471,8725,1494,15670,7213,35641,14034,403898,32127,183804,37503,32614,173964,72145,129134,269768,279451,10944,44293,415936,0,13582,52913,2491823,2544736,2544736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,0,1694294,-268799,0,0,0,0,1427571,3972307,8520,8520,1436091,3980827,-786,0,0,-786,8520,1427571,3972307,1436091,3980827,-786,3980041
中間投入／その他地域／Ｃ48／廃棄物処理（百万円）,2,2,147,4,21,132,0,7,68,0,2,2,14,2,23,64,30,14,107,103,1701,2797,483,0,4440,5165,62,5371,6554,19392,4109,6311,2,824,28790,0,844,6246,87589,93835,2802,1023,17403,382,5570,42074,367,791,11095,2470,1274,574,1822,266,1916,6157,2279,638,12319,2164,60084,275048,4817,0,100678,51724,830,120997,87437,777330,101083,136955,116,12406,522437,0,15364,41174,2380692,2421866,2515701,0,0,7804,0,0,0,0,0,0,7804,101639,252,252,8056,101891,0,0,0,0,0,0,0,189227,602742,0,0,0,0,791969,3213835,2133,2133,794102,3215968,-172,0,0,-172,2385,799773,3315474,802158,3317859,-172,3317687
