地域階層,地区コード,項番 Item number,地域,District,総数 All manufacturing／事業所数 Establishments,総数 All manufacturing／従業者数 Employees,総数 All manufacturing／現金給与総額 Total cash wages,総数 All manufacturing／原材料使用額等 Value of raw materials used， etc.,総数 All manufacturing／製造品出荷額等 Shipment value of manufactured goods， etc.,総数 All manufacturing／粗付加価値額 Gross value added,事業所数 Establishments／食料品 Food,事業所数 Establishments／飲料・たばこ・飼料 Beverages， tobacco and feed,事業所数 Establishments／繊維工業 Textiles,事業所数 Establishments／木材・木製品(家具を除く) Lumber and wood products， except furniture,事業所数 Establishments／家具・装備品 Furniture and fixtures,事業所数 Establishments／パルプ・紙・紙加工品 Pulp， paper and paper products,事業所数 Establishments／印刷・同関連業 Printing and allied industries,事業所数 Establishments／化学工業 Chemicals,事業所数 Establishments／石油・石炭製品 Petroleum and coal products,事業所数 Establishments／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,事業所数 Establishments／ゴム製品 Rubber products,事業所数 Establishments／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,事業所数 Establishments／窯業・土石製品 Ceramic， stone and clay products,事業所数 Establishments／鉄鋼業 Iron and steel,事業所数 Establishments／非鉄金属 Non-ferrous metals and products,事業所数 Establishments／金属製品 Fabricated metal products,事業所数 Establishments／はん用機械器具 General-purpose machinery,事業所数 Establishments／生産用機械器具 Production machinery,事業所数 Establishments／業務用機械器具 Business use machinery,事業所数 Establishments／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,事業所数 Establishments／電気機械器具 Electrical machinery， equipment and supplies,事業所数 Establishments／情報通信機械器具 Information and communications equipment,事業所数 Establishments／輸送用機械器具 Transportation equipment,事業所数 Establishments／その他 Others,従業者数 Persons engaged／食料品 Food,従業者数 Persons engaged／飲料・たばこ・飼料 Beverages， tobacco and feed,従業者数 Persons engaged／繊維工業 Textiles,従業者数 Persons engaged／木材・木製品(家具を除く) Lumber and wood products， except furniture,従業者数 Persons engaged／家具・装備品 Furniture and fixtures,従業者数 Persons engaged／パルプ・紙・紙加工品 Pulp， paper and paper products,従業者数 Persons engaged／印刷・同関連業 Printing and allied industries,従業者数 Persons engaged／化学工業 Chemicals,従業者数 Persons engaged／石油・石炭製品 Petroleum and coal products,従業者数 Persons engaged／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,従業者数 Persons engaged／ゴム製品 Rubber products,従業者数 Persons engaged／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,従業者数 Persons engaged／窯業・土石製品 Ceramic， stone and clay products,従業者数 Persons engaged／鉄鋼業 Iron and steel,従業者数 Persons engaged／非鉄金属 Non-ferrous metals and products,従業者数 Persons engaged／金属製品 Fabricated metal products,従業者数 Persons engaged／はん用機械器具 General-purpose machinery,従業者数 Persons engaged／生産用機械器具 Production machinery,従業者数 Persons engaged／業務用機械器具 Business use machinery,従業者数 Persons engaged／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,従業者数 Persons engaged／電気機械器具 Electrical machinery， equipment and supplies,従業者数 Persons engaged／情報通信機械器具 Information and communications equipment,従業者数 Persons engaged／輸送用機械器具 Transportation equipment,従業者数 Persons engaged／その他 Others,製造品出荷額等 Value of manufactured goods shipments， etc.／食料品 Food,製造品出荷額等 Value of manufactured goods shipments， etc.／飲料・たばこ・飼料 Beverages， tobacco and feed,製造品出荷額等 Value of manufactured goods shipments， etc.／繊維工業 Textiles,製造品出荷額等 Value of manufactured goods shipments， etc.／木材・木製品(家具を除く) Lumber and wood products， except furniture,製造品出荷額等 Value of manufactured goods shipments， etc.／家具・装備品 Furniture and fixtures,製造品出荷額等 Value of manufactured goods shipments， etc.／パルプ・紙・紙加工品 Pulp， paper and paper products,製造品出荷額等 Value of manufactured goods shipments， etc.／印刷・同関連業 Printing and allied industries,製造品出荷額等 Value of manufactured goods shipments， etc.／化学工業 Chemicals,製造品出荷額等 Value of manufactured goods shipments， etc.／石油・石炭製品 Petroleum and coal products,製造品出荷額等 Value of manufactured goods shipments， etc.／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,製造品出荷額等 Value of manufactured goods shipments， etc.／ゴム製品 Rubber products,製造品出荷額等 Value of manufactured goods shipments， etc.／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,製造品出荷額等 Value of manufactured goods shipments， etc.／窯業・土石製品 Ceramic， stone and clay products,製造品出荷額等 Value of manufactured goods shipments， etc.／鉄鋼業 Iron and steel,製造品出荷額等 Value of manufactured goods shipments， etc.／非鉄金属 Non-ferrous metals and products,製造品出荷額等 Value of manufactured goods shipments， etc.／金属製品 Fabricated metal products,製造品出荷額等 Value of manufactured goods shipments， etc.／はん用機械器具 General-purpose machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／生産用機械器具 Production machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／業務用機械器具 Business use machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,製造品出荷額等 Value of manufactured goods shipments， etc.／電気機械器具 Electrical machinery， equipment and supplies,製造品出荷額等 Value of manufactured goods shipments， etc.／情報通信機械器具 Information and communications equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／輸送用機械器具 Transportation equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／その他 Others
2,13219,17,狛江市,Komae-shi,24,421,167041,531649,843800,290520,2,-,1,-,1,-,4,1,-,-,-,-,-,-,-,4,3,1,1,-,3,2,-,1,27,-,6,-,6,-,171,29,-,-,-,-,-,-,-,48,39,14,38,-,23,15,-,5,x,-,x,-,x,-,326174,x,-,-,-,-,-,-,-,72346,42296,x,x,-,28741,x,-,x
2,13220,18,東大和市,Higashiyamato-shi,35,1254,617967,5550397,8062770,2371551,3,1,-,-,1,1,3,-,-,1,-,-,-,-,1,5,-,3,3,4,7,2,-,-,648,7,-,-,5,10,38,-,-,9,-,-,-,-,4,102,-,24,116,29,214,48,-,-,6897907,x,-,-,x,x,33165,-,-,x,-,-,-,-,x,90614,-,240353,390153,19567,293188,x,-,-
2,13221,19,清瀬市,Kiyose-shi,19,1027,497464,1030594,1987526,897084,3,1,-,-,1,1,1,4,-,1,-,-,-,-,-,1,1,-,2,-,1,-,2,-,84,11,-,-,4,62,5,327,-,10,-,-,-,-,-,6,9,-,16,-,40,-,453,-,51099,x,-,-,x,x,x,761974,-,x,-,-,-,-,-,x,x,-,x,-,x,-,x,-
2,13222,20,東久留米市,Higashikurume-shi,49,3524,1806916,8734918,13949013,4928386,9,1,-,-,4,-,3,-,-,1,-,-,2,-,-,7,3,2,4,3,3,2,1,4,1650,188,-,-,23,-,46,-,-,7,-,-,18,-,-,75,33,151,30,28,27,53,7,1188,5295895,x,-,-,26135,-,101155,-,-,x,-,-,x,-,-,95590,57763,x,31882,20542,25835,x,x,4625752
2,13223,21,武蔵村山市,Musashimurayama-shi,123,4125,1609356,4787245,9508947,4455618,13,-,1,-,5,2,7,-,-,6,-,-,2,-,-,22,3,24,7,6,14,1,6,4,1701,-,72,-,166,26,97,-,-,45,-,-,28,-,-,378,81,604,112,93,282,61,354,25,3255583,-,x,-,1312644,x,85326,-,-,50001,-,-,x,-,-,576735,160371,2120160,148085,99821,430130,x,854811,36031
2,13224,22,多摩市,Tama-shi,22,925,428541,1383822,2530027,1109503,4,-,-,-,-,-,3,-,-,1,-,-,-,-,-,1,-,2,2,2,3,1,-,3,127,-,-,-,-,-,336,-,-,30,-,-,-,-,-,4,-,23,184,78,85,16,-,42,151396,-,-,-,-,-,484339,-,-,x,-,-,-,-,-,x,-,x,x,x,265472,x,-,71185
2,13225,23,稲城市,Inagi-shi,61,1699,719519,1309434,2638535,1236924,3,1,-,-,1,-,-,1,-,2,-,-,3,-,-,8,-,9,11,10,6,5,-,1,413,119,-,-,11,-,-,7,-,105,-,-,66,-,-,378,-,86,131,195,86,92,-,10,534881,x,-,-,x,-,-,x,-,x,-,-,248960,-,-,659467,-,106659,122469,237641,101519,102807,-,x
2,13227,24,羽村市,Hamura-shi,69,7579,4435764,48664005,60123895,10773616,-,-,-,-,1,1,5,2,-,1,-,-,1,2,2,11,4,8,3,5,6,1,12,4,-,-,-,-,7,101,106,142,-,7,-,-,16,279,56,124,647,435,37,227,379,9,4660,347,-,-,-,-,x,x,356371,x,-,x,-,-,x,x,x,303241,1568390,967909,57111,348947,1623743,x,50524043,912739
2,13228,25,あきる野市,Akiruno-shi,73,2020,1007645,1912881,3677418,1657133,5,1,-,3,2,3,-,-,-,6,-,-,4,-,2,9,1,14,4,2,5,2,5,5,138,18,-,29,20,60,-,-,-,96,-,-,38,-,154,127,143,253,131,20,401,28,209,155,75095,x,-,38529,x,94443,-,-,-,156815,-,-,48632,-,x,153264,x,457397,335102,x,750177,x,432186,269731
2,13229,26,西東京市,Nishitokyo-shi,33,1075,557870,1719327,3071847,1349432,6,-,-,-,-,1,4,1,-,1,-,-,-,-,-,3,3,2,3,2,1,3,1,2,165,-,-,-,-,8,87,10,-,6,-,-,-,-,-,37,388,17,137,17,12,65,26,100,114168,-,-,-,-,x,224880,x,-,x,-,-,-,-,-,31078,2129406,x,180827,x,x,141636,x,x
1,13300,,郡部,All gun,260,8392,4243332,21433012,56790450,32871584,17,1,1,7,4,6,6,3,3,18,-,-,11,8,3,38,10,31,19,15,14,2,23,20,615,9,10,57,65,122,273,232,39,362,-,-,277,145,102,464,112,451,717,317,537,172,2964,350,2078210,x,x,46884,247610,183672,613045,706478,487091,606739,-,-,1655687,445419,172543,699100,175676,803532,1373828,379206,1613040,x,43731099,510445
1,13350,,島部,All islands,34,272,58952,104430,233563,108552,20,4,-,-,-,-,-,5,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,136,30,-,-,-,-,-,58,-,-,-,-,48,-,-,-,-,-,-,-,-,-,-,-,71102,42062,-,-,-,-,-,31138,-,-,-,-,89261,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 ) 11   工業 11  MANUFACTURING INDUSTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-1  地域， 産業別事業所数， 従業者数及び製造品出荷額等 (平成31･令和元年) 11-1  ESTABLISHMENTS，EMPLOYEES，AND SHIPMENTS BY DISTRICT AND INDUSTRY ( 2019 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
この表は，工業統計調査によるもので，東京都が集計した結果である。調査の時点は令和2年6月１日であるが，事業所数，従業者数以外の項目については，平成31･令和元年１年間のもの（1月から12月の合計）となっている。なお，従業者４人以上の事業所についての数値である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is based on the Manufacturing Industry Survey taken on June 1， 2020， with the results tabulated by the TMG. Survey is as of June 1， 2020， but items other than the number of establishments and employees are for the one year of 2019 (total from Jan. through Dec.). Figures are for establishments with 4 or more employees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都総務局統計部産業統計課 「2020東京の工業　2020年工業統計調査報告（2019年実績）」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(単位　金額　万円) (Value in ten thousands of yen) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
