事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),超過労働給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,11月,224743,271245,195685,206747,252065,178428,201060,5687,17996,19180,17257
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,12月,243617,313901,200831,208626,256691,179366,204266,4360,34991,57210,21465
５人以上,Q89 広告業,平成17,2005,年平均,542482,592847,407178,458735,500383,346849,432426,26309,83747,92464,60329
５人以上,Q89 広告業,平成18,2006,年平均,555341,614743,405102,448125,495330,328735,420537,27588,107216,119413,76367
５人以上,Q89 広告業,平成19,2007,年平均,477261,561965,326704,409859,482417,280891,391657,18202,67402,79548,45813
５人以上,Q89 広告業,平成19,2007,1月,415043,496439,271738,400132,476717,265296,381168,18964,14911,19722,6442
５人以上,Q89 広告業,平成19,2007,2月,418748,489671,286692,417403,487995,285964,399297,18106,1345,1676,728
５人以上,Q89 広告業,平成19,2007,3月,424201,500122,293266,403473,479380,272561,385146,18327,20728,20742,20705
５人以上,Q89 広告業,平成19,2007,4月,419639,487448,304293,405477,483219,273233,387027,18450,14162,4229,31060
５人以上,Q89 広告業,平成19,2007,5月,408763,482878,278912,406229,479898,277158,389949,16280,2534,2980,1754
５人以上,Q89 広告業,平成19,2007,6月,628322,749620,414368,407267,478546,281540,390494,16773,221055,271074,132828
５人以上,Q89 広告業,平成19,2007,7月,506804,586675,364911,415003,487067,286981,396034,18969,91801,99608,77930
５人以上,Q89 広告業,平成19,2007,8月,419708,490282,292995,412339,483336,284868,394065,18274,7369,6946,8127
５人以上,Q89 広告業,平成19,2007,9月,425702,494954,301210,406134,473478,285074,388141,17993,19568,21476,16136
５人以上,Q89 広告業,平成19,2007,10月,419412,490044,291985,415841,487767,286081,397321,18520,3571,2277,5904
５人以上,Q89 広告業,平成19,2007,11月,482961,575806,315502,414229,484801,286943,394981,19248,68732,91005,28559
５人以上,Q89 広告業,平成19,2007,12月,760152,901428,506428,414830,486692,285771,396276,18554,345322,414736,220657
５人以上,QS-1 一括分,平成17,2005,年平均,390029,481224,250112,319914,390240,212016,299307,20607,70115,90984,38096
５人以上,QS-1 一括分,平成18,2006,年平均,383656,470390,256842,311777,375662,218371,290193,21584,71879,94728,38471
５人以上,QS-1 一括分,平成19,2007,年平均,375266,454052,265799,305826,364561,224218,281752,24074,69440,89491,41581
５人以上,QS-1 一括分,平成19,2007,1月,318471,388633,222220,299752,362970,213026,277127,22625,18719,25663,9194
５人以上,QS-1 一括分,平成19,2007,2月,301584,356872,218599,298468,352853,216838,274778,23690,3116,4019,1761
５人以上,QS-1 一括分,平成19,2007,3月,319519,377587,234538,301249,354040,223991,277184,24065,18270,23547,10547
５人以上,QS-1 一括分,平成19,2007,4月,321783,386040,232265,305765,364308,224207,281312,24453,16018,21732,8058
５人以上,QS-1 一括分,平成19,2007,5月,312086,371533,229902,300092,357905,220167,275190,24902,11994,13628,9735
５人以上,QS-1 一括分,平成19,2007,6月,521752,648213,347699,305028,363596,224418,279662,25366,216724,284617,123281
５人以上,QS-1 一括分,平成19,2007,7月,422294,512066,299016,309446,370178,226046,284360,25086,112848,141888,72970
５人以上,QS-1 一括分,平成19,2007,8月,317729,383230,230525,307843,369567,225668,283935,23908,9886,13663,4857
５人以上,QS-1 一括分,平成19,2007,9月,317110,378960,232866,307472,368233,224712,285076,22396,9638,10727,8154
５人以上,QS-1 一括分,平成19,2007,10月,314090,377404,230504,306143,367003,225795,282434,23709,7947,10401,4709
５人以上,QS-1 一括分,平成19,2007,11月,341468,408686,249923,314580,374687,232720,289837,24743,26888,33999,17203
５人以上,QS-1 一括分,平成19,2007,12月,689186,846121,461631,313734,369845,232373,289832,23902,375452,476276,229258
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成19年確報,,,,,,,,,,,,,,,
第１－１表　産業、性別常用労働者の１人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,,,,,
