"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"132136","132136000316","東村山市","東村山駅西口地下駐輪場","","","","","","","132136","","東京都東村山市野口町一丁目41","東京都","東村山市","野口町1丁目","41","","35.761558","139.464132","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000317","東村山市","秋津駅第1駐輪場管理事務所","","","","","","","132136","","東京都東村山市秋津町五丁目8-12","東京都","東村山市","秋津町5丁目","8-12","","35.777421","139.496116","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000318","東村山市","新秋津駅第1駐輪場管理事務所","","","","","","","132136","","東京都東村山市秋津町五丁目6-12","東京都","東村山市","秋津町5丁目","6-12","","35.778416","139.494893","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000319","東村山市","萩山駅北口駐輪場管理事務所","","","","","","","132136","","東京都東村山市萩山町二丁目3-3","東京都","東村山市","萩山町2丁目","3-3","","35.741363","139.476510","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000320","東村山市","久米川駅南口トイレ","","","","","","","132136","","東京都東村山市栄町二丁目3先","東京都","東村山市","栄町2丁目","3 先","","35.749719","139.472199","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000321","東村山市","東村山駅東口トイレ","","","","","","","132136","","東京都東村山市本町二丁目3","東京都","東村山市","本町2丁目","3","","35.760394","139.466418","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000322","東村山市","市営賃貸工場アパート","","","","","","","132136","","東京都東村山市久米川町一丁目50-1外","東京都","東村山市","久米川町1丁目","50-1 外","","35.770669","139.479958","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000323","東村山市","東村山駅西口公益施設","","","","","","","132136","","東京都東村山市野口町一丁目46","東京都","東村山市","野口町1丁目","46","","35.759997","139.465323","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000324","東村山市","東村山市白州山の家","","","","","","","192091","","山梨県北杜市白州町横手997","山梨県","北杜市","白州町横手","997","","35.789037","138.322688","","","","","","","","4080313","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000325","東村山市","吉田さろん","","","","","","","132136","","東京都東村山市青葉町二丁目3-7","東京都","東村山市","青葉町2丁目","3-7","","35.761063","139.488585","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000327","東村山市","交通安全協会事務所","","","","","","","132136","","東京都東村山市本町一丁目5-1","東京都","東村山市","本町1丁目","5-1","","35.752840","139.467395","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
