データセット_ID,全国地方公共団体コード,地方公共団体名,データセット_タイトル,データセット_サブタイトル,データセット_概要,データセット_キーワード,データセット_分類,データセット_ユニバーサルメニュー,データセット_公開日,データセット_最終更新日,データセット_バージョン,データセット_言語,データセット_URL,データセット_更新頻度,データセット_準拠する標準,データセット_関連ドキュメント,データセット_来歴情報,データセット_対象地域,データセット_対象期間,データセット_連絡先名称,データセット_連絡先メールアドレス,データセット_連絡先電話番号,データセット_連絡先内線番号,データセット_連絡先FormURL,データセット_連絡先備考（その他、SNSなど）,データセット_備考,ファイル_タイトル,ファイル_アクセスURL,ファイル_ダウンロードURL,ファイル_説明,ファイル形式,ファイル_ライセンス,ファイル_ステータス,ファイル_サイズ,ファイル_公開日,ファイル_最終更新日,ファイル_利用規約,ファイル_関連ドキュメント,ファイル_言語,ファイル_準拠する標準,ファイル_API対応有無
0000000045,131202,東京都練馬区,区役所（庁舎等）,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/chousha.html,随時,,,,東京都練馬区,,総務部総務課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000046,131202,東京都練馬区,区民センター,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kumincenter.html,随時,,,,東京都練馬区,,区民部戸籍住民課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000047,131202,東京都練馬区,区民事務所,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kuminjimusho.html,随時,,,,東京都練馬区,,区民部戸籍住民課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000048,131202,東京都練馬区,土木出張所,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/dobokushucchoujo.html,随時,,,,東京都練馬区,,土木部道路公園課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000049,131202,東京都練馬区,総合福祉事務所,,"令和4年12月7日現在の位置情報等です。
※座標系：世界測地系",施設・高齢者・障害者・位置情報,施設情報,,2017/03/17,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/sougouhukushijimusho.html,随時,,,,東京都練馬区,,福祉部生活福祉課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000052,131202,東京都練馬区,練馬区保健所,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・健康・医療・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/nerimakuhokenjo.html,随時,,,,東京都練馬区,,健康部健康推進課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000053,131202,東京都練馬区,保健相談所,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・健康・医療・位置情報,施設情報,,2017/03/17,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/hokensoudanjo.html,随時,,,,東京都練馬区,,健康部健康推進課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000054,131202,東京都練馬区,練馬区保健所生活衛生課石神井分室,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/seikatsueiseika.html,随時,,,,東京都練馬区,,健康部生活衛生課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000055,131202,東京都練馬区,厚生文化会館,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・子ども・高齢者・文化芸術・生涯学習・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kouseibunkakaikan.html,随時,,,,東京都練馬区,,福祉部管理課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000056,131202,東京都練馬区,福祉関係団体,,"令和4年11月8日現在の位置情報等です。
※座標系：世界測地系",施設・高齢者・介護・障害者・位置情報,施設情報,,2017/03/17,2022/11/15,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/hukushikankei.html,随時,,,,東京都練馬区,,福祉部管理課;高齢施策担当部高齢社会対策課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2022/11/15,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000057,131202,東京都練馬区,はつらつセンター,,"平成29年4月21日現在の位置情報等です。
※座標系：世界測地系
※平成29年4月1日から、高齢者センターは、はつらつセンターに名称が変わりました。",施設・健康・高齢者・位置情報,施設情報,,2017/03/17,2017/04/21,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/koureishacenter.html,随時,,,,東京都練馬区,,高齢施策担当部高齢社会対策課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/04/21,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000058,131202,東京都練馬区,敬老館,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・健康・高齢者・位置情報,施設情報,,2017/03/17,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/keiroukan.html,随時,,,,東京都練馬区,,高齢施策担当部高齢社会対策課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000059,131202,東京都練馬区,デイサービスセンター（区立）,,"令和4年11月8日現在の位置情報等です。
※座標系：世界測地系",施設・高齢者・介護・位置情報,施設情報,,2017/03/17,2022/11/15,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/dayservice.html,随時,,,,東京都練馬区,,高齢施策担当部高齢社会対策課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2022/11/15,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000061,131202,東京都練馬区,中村橋福祉ケアセンター（心身障害者福祉センター）,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・障害者・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/hukushicare.html,随時,,,,東京都練馬区,,福祉部障害者サービス調整担当課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000062,131202,東京都練馬区,こども発達支援センター,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・子ども・障害者・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/hattatsushien.html,随時,,,,東京都練馬区,,福祉部障害者サービス調整担当課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000063,131202,東京都練馬区,福祉作業所,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・障害者・位置情報,施設情報,,2017/03/17,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/hukushisagyousho.html,随時,,,,東京都練馬区,,福祉部障害者施策推進課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000064,131202,東京都練馬区,福祉園,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・障害者・位置情報,施設情報,,2017/03/17,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/hukushien.html,随時,,,,東京都練馬区,,福祉部障害者施策推進課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000065,131202,東京都練馬区,障害者地域生活支援センター,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・障害者・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/chiikiseikatsushien.html,随時,,,,東京都練馬区,,福祉部障害者施策推進課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000066,131202,東京都練馬区,障害者グループホーム,,"令和4年11月15日現在の位置情報等です。
※座標系：世界測地系",施設・障害者・位置情報,施設情報,,2017/03/17,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/grouphome.html,随時,,,,東京都練馬区,,福祉部障害者施策推進課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000067,131202,東京都練馬区,心身障害者福祉集会所,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・障害者・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/hukushishuukaijo.html,随時,,,,東京都練馬区,,福祉部障害者施策推進課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000068,131202,東京都練馬区,谷原フレンド,,"令和4年11月15日現在の位置情報等です。
※座標系：世界測地系
※施設名称を「障害者地域活動支援センター」から変更しました。",施設・障害者・位置情報,施設情報,,2017/03/17,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/chiikikatsudoushien.html,随時,,,,東京都練馬区,,福祉部障害者施策推進課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000069,131202,東京都練馬区,資源循環センター,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・ごみ・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/shigenjunkan.html,随時,,,,東京都練馬区,,環境部清掃リサイクル課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000070,131202,東京都練馬区,リサイクルセンター,,"平成29年4月21日現在の位置情報等です。
※座標系：世界測地系",施設・ごみ・位置情報,施設情報,,2017/03/17,2017/04/21,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/recycle.html,随時,,,,東京都練馬区,,環境部清掃リサイクル課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/04/21,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000071,131202,東京都練馬区,清掃事務所,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・ごみ・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/seisoujimusho.html,随時,,,,東京都練馬区,,環境部各清掃事務所,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000072,131202,東京都練馬区,清掃事業所,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・ごみ・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/seisoujigyousho.html,随時,,,,東京都練馬区,,環境部石神井清掃事務所,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000073,131202,東京都練馬区,防災学習センター,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・教育・防災・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/bousaigakushuu.html,随時,,,,東京都練馬区,,危機管理室区民防災課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000074,131202,東京都練馬区,子ども家庭支援センター,,"令和4年4月1日現在の位置情報等です。
※座標系：世界測地系",施設・子ども・位置情報,施設情報,,2017/03/17,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kodomokateishien.html,随時,,,,東京都練馬区,,こども家庭部子ども家庭支援センター,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000075,131202,東京都練馬区,ファミリーサポートセンター,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・子ども・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/familysupport.html,随時,,,,東京都練馬区,,こども家庭部子ども家庭支援センター,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000076,131202,東京都練馬区,子育てのひろば（ぴよぴよ）,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・子ども・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/piyopiyo.html,随時,,,,東京都練馬区,,こども家庭部子ども家庭支援センター,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000077,131202,東京都練馬区,区立保育園,,"令和4年11月11日現在の位置情報等です。
※座標系：世界測地系",施設・子ども・位置情報,施設情報,,2017/03/17,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kuritsuhoikuen.html,随時,,,,東京都練馬区,,こども家庭部保育計画調整課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000078,131202,東京都練馬区,児童館,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・子ども・位置情報,施設情報,,2017/03/17,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/jidoukan.html,随時,,,,東京都練馬区,,こども家庭部子育て支援課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000079,131202,東京都練馬区,学童クラブ,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・子ども・位置情報,施設情報,,2017/03/17,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/gakudou.html,随時,,,,東京都練馬区,,こども家庭部子育て支援課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000080,131202,東京都練馬区,区立幼稚園,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・教育・子ども・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kuritsuyouchien.html,随時,,,,東京都練馬区,,教育振興部学務課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000081,131202,東京都練馬区,区立小学校,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・教育・子ども・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kuritsushougakkou.html,随時,,,,東京都練馬区,,教育振興部学校施設課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000082,131202,東京都練馬区,区立中学校,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・教育・子ども・位置情報,施設情報,,2017/03/17,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kuritsuchuugakkou.html,随時,,,,東京都練馬区,,教育振興部学校施設課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000083,131202,東京都練馬区,生涯学習センター・分館,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・文化芸術・生涯学習・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/shougaigakushuu.html,随時,,,,東京都練馬区,,地域文化部文化・生涯学習課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000084,131202,東京都練馬区,美術館,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・観光・文化芸術・生涯学習・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/bijutsukan.html,随時,,,,東京都練馬区,,地域文化部文化・生涯学習課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000085,131202,東京都練馬区,練馬文化センター・大泉学園ホール,,"令和6年5月1日現在の位置情報等です。
※座標系：世界測地系",施設・観光・文化芸術・生涯学習・位置情報,施設情報,,2017/03/17,2024/05/01,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/bunkayumeria.html,随時,,,,東京都練馬区,,地域文化部文化・生涯学習課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2024/05/01,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000086,131202,東京都練馬区,石神井公園区民交流センター（消費生活センター）,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・産業・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kuminkouryuu.html,随時,,,,東京都練馬区,,産業経済部経済課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000087,131202,東京都練馬区,区民・産業プラザ,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・観光・文化芸術・産業・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kuminsangyou.html,随時,,,,東京都練馬区,,産業経済部経済課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000088,131202,東京都練馬区,文化交流ひろば,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・文化芸術・生涯学習・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/bunkakouryuu.html,随時,,,,東京都練馬区,,地域文化部地域振興課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000089,131202,東京都練馬区,図書館・受取窓口,,"令和4年11月16日現在の位置情報等です。
※座標系：世界測地系",施設・教育・文化芸術・生涯学習・位置情報,施設情報,,2017/03/17,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/toshokan.html,随時,,,,東京都練馬区,,教育振興部光が丘図書館,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000090,131202,東京都練馬区,石神井公園ふるさと文化館・分室,,"令和4年12月15日現在の位置情報等です。
※座標系：世界測地系",施設・観光・文化芸術・生涯学習・位置情報,施設情報,,2017/03/17,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/hurusatobunkakan.html,随時,,,,東京都練馬区,,地域文化部文化・生涯学習課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000091,131202,東京都練馬区,学校教育支援センター・分室,,"平成30年10月26日現在の位置情報等です。
※座標系：世界測地系",施設・教育・子ども・位置情報,施設情報,,2017/03/17,2018/10/26,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/gakkoukyouikushien.html,随時,,,,東京都練馬区,,教育振興部学校教育支援センター,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2018/10/26,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000092,131202,東京都練馬区,青少年館,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・子ども・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/seishounenkan.html,随時,,,,東京都練馬区,,こども家庭部青少年課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000093,131202,東京都練馬区,男女共同参画センターえーる,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/danjokyoudou.html,随時,,,,東京都練馬区,,総務部人権・男女共同参画課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000094,131202,東京都練馬区,地区区民館,,"平成29年4月1日現在の位置情報等です。
※座標系：世界測地系",施設・子ども・高齢者・位置情報,施設情報,,2017/03/17,2017/04/01,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/chikukuminkan.html,随時,,,,東京都練馬区,,地域文化部地域振興課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/04/01,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000095,131202,東京都練馬区,地域集会所,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・位置情報,施設情報,,2017/03/17,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/chiikishuukaijo.html,随時,,,,東京都練馬区,,地域文化部地域振興課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000096,131202,東京都練馬区,東京中高年齢労働者福祉センター（サンライフ練馬）,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・健康・産業・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/sunlife.html,随時,,,,東京都練馬区,,産業経済部経済課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
