行政区,救命講習受講優良証交付事業所等一覧
中央区,松竹株式会社新橋演舞場
中央区,住倉建物サービス株式会社　東京事業部
中央区,隅田商事株式会社　永代橋エコＳＳ
中央区,全電協株式会社本社
中央区,ダイヤビルテック株式会社
中央区,ティッセンクルップ・ウーデ・クロリンエンジニアリングズ株式会社
中央区,東京駅八重州大地下街商店会
中央区,東京海員会館
中央区,東京地下鉄株式会社｢銀座駅務管区銀座地域」
中央区,東京地下鉄株式会社｢銀座駅務管区東銀座地域」
中央区,東京都交通局電車部馬喰駅務管理所
中央区,日本運行システム株式会社
中央区,日本交通株式会社銀座営業所内ハイヤー研修センター
中央区,ファシリティパートナーズ株式会社
中央区,舟宿　小松屋
中央区,ミアヘルサ株式会社認可保育所日生東日本橋保育園ひびき
中央区,三井不動産株式会社日本橋一丁目オフィス
中央区,三井不動産株式会社ビルディング本部
中央区,三井不動産ファシリティーズ株式会社
中央区,明光石油株式会社日本橋カズヲスタンド店
中央区,屋形船　かねこ
中央区,有限会社　鈴木屋
中央区,株式会社明治座
中央区,隅田商事株式会社本石町エコサービスステーション
中央区,東京建物株式会社
中央区,東京地下鉄株式会社上野駅務管区茅場町地域
中央区,東京地下鉄株式会社日本橋駅務管区日本橋地域
千代田区,東京消防信用組合 本店
千代田区,東京都石油商業組合
千代田区,浜友観光株式会社東京本社
千代田区,ＡＬＳＯＫ東京株式会社
千代田区,ＡＬＳＯＫ昇日セキュリティーサービス株式会社
千代田区,JR東日本ビルテック株式会社　東京駅丸の内事業所
千代田区,JR東日本ビルテック株式会社 東京支店東京事業センター東京駅設備管理センター
千代田区,JR東日本ビルテック株式会社サウスタワー事業所
千代田区,JR東日本ビルテック株式会社サピアタワー事業所
千代田区,JR東日本ビルテック株式会社ホテルエドモント事業所
千代田区,JR東日本ホテルメッツ　秋葉原
千代田区,ＪＲ東日本ビルテック株式会社ＪＥＢＬ秋葉原スクエア事業所
千代田区,ＪＲ東日本ビルテック株式会社アトレ秋葉原事業所
千代田区,JR東日本ビルテック株式会社東京支店東京駅防災センター
千代田区,RB工装株式会社  東京事業部
千代田区,ｱｰﾊﾞﾝﾈｯﾄ大手町ビル管理
千代田区,暁星中学高等学校
千代田区,アパホテル秋葉原駅前
千代田区,アパホテル飯田橋駅前
千代田区,アパホテル飯田橋駅南
千代田区,アパホテル上野広小路
千代田区,アパホテル神田駅東
千代田区,アパホテル神田駅前
千代田区,アパホテル神田神保町駅東
千代田区,アパホテル東京九段下
千代田区,アパホテル日本橋馬喰町駅北
千代田区,アパホテル半蔵門平河町
千代田区,アパホテルプライド国会議事堂前
千代田区,アマン東京
千代田区,イイノ・ビルテック株式会社
千代田区,一般財団法人  法曹会
千代田区,一般財団法人主婦会館
千代田区,一般財団法人電力中央研究所
千代田区,エスパス日拓秋葉原駅前店
千代田区,株式会社　ＪＲ東日本クロスステーション（株式会社　鉄道会館から名称変更）
千代田区,株式会社エトワール海渡　商品部
千代田区,株式会社エム・シー・ファシリティーズ
千代田区,株式会社セノン東京システム支社
千代田区,株式会社セノン東京第一支社
千代田区,株式会社セノン東京第三支社
千代田区,株式会社セノン東京第二支社
千代田区,株式会社セブン＆アイ・ホールディングス
千代田区,株式会社タカシマ
千代田区,株式会社帝国ホテル
千代田区,株式会社帝国ホテルハイヤー
千代田区,株式会社東京會舘
千代田区,株式会社東京交通会館
千代田区,株式会社ナカタニ神田明神下給油所
千代田区,株式会社ニュー・オータニ
千代田区,株式会社宝珠ベビーケアサービス
千代田区,(株)毎日ビルディング
千代田区,共栄石油株式会社小川町ＳＳ
千代田区,共栄セキュリティーサービス株式会社
千代田区,グラングルメ
千代田区,グランスタ
千代田区,グランルーフ
千代田区,グランルーフフロント
千代田区,経団連会館防災センター
千代田区,ケッズスポーツマッサージ神田小川町
千代田区,公益財団法人ニッセイ文化振興財団
千代田区,公益財団法人日本ケアフィット共育機関
千代田区,公益財団法人日本武道館
千代田区,五大テック株式会社東京支社
千代田区,国家公務員共済組合連合会東京共済会館（ＫＫＲホテル東京）
千代田区,シアタークリエ
千代田区,住商ビルマネージメント株式会社
千代田区,隅田商事（株）東神田ＳＳ
千代田区,セントラル警備保障株式会社　東京事業部グラントウキョウサウスタワー事業所
千代田区,東海旅客鉄道株式会社東京駅
千代田区,東京高速道路株式会社
千代田区,東京商工会議所
千代田区,東京ステーション開発株式会社
千代田区,東京地下鉄株式会社飯田橋駅務管区九段下地域
千代田区,東京地下鉄株式会社霞ヶ関駅務管区国会議事堂前駅
千代田区,東京地下鉄㈱新御茶ノ水駅
千代田区,東京都交通局日比谷駅務管区（新宿から交付）
千代田区,東宝株式会社  帝国劇場
千代田区,東宝ファシリティーズ株式会社
千代田区,特別区社会福祉事業団　自立支援センター　千代田寮
千代田区,日経ビル・ＪＡビル・経団連会館全体共用部管理事務所
千代田区,日本経済新聞社東京本社ビル防災センター
千代田区,日本コンベンションサービス株式会社
千代田区,日本信号株式会社
千代田区,日本ホテル株式会社　東京ステーションホテル
千代田区,日本ホテル株式会社ホテルメトロポリタンエドモント
千代田区,パシフィックセンチュリープレイス丸の内防災センター
千代田区,防災士研修センター
千代田区,ホテルメトロポリタン丸の内
千代田区,三菱地所株式会社
千代田区,三菱地所プロパティマネジメント株式会社
千代田区,有楽町朝日ホール
千代田区,株式会社アトレ秋葉原店
千代田区,株式会社パレスホテル
千代田区,株式会社帝国ホテルサービス
千代田区,株式会社東京国際フォーラム
千代田区,東日本旅客鉄道株式会社有楽町駅
千代田区,東日本旅客鉄道株式会社東京駅
豊島区,日本ホテル（株）ホテルメトロポリタン
豊島区,JR東日本ﾋﾞﾙﾃｯｸ株式会社ﾒﾄﾛﾎﾟﾘﾀﾝﾌﾟﾗｻﾞﾋﾞﾙ事業所
豊島区,JR東日本ホテルメッツ　駒込
豊島区,JR東日本ホテルメッツ　目白
豊島区,アパホテル池袋駅北口
豊島区,アパホテル駒込駅前
豊島区,アパホテル巣鴨駅前
豊島区,アパホテル東京板橋駅前
豊島区,アパホテル山手大塚駅タワー
豊島区,学校法人本郷学園
豊島区,株式会社KSP・EAST
豊島区,株式会社ケアリッチ
豊島区,株式会社黒龍堂　ホテルグランドシティ
豊島区,株式会社東武百貨店
豊島区,公益財団法人東京都歴史文化財団東京芸術劇場
豊島区,サンシャインシティプリンスホテル
豊島区,すずらん通り商店街
豊島区,ダイヤ通商株式会社巣鴨給油所
豊島区,東京燃料林産株式会社池袋給油所
豊島区,特別養護老人ホームアトリエ村
豊島区,豊島区役所
豊島区,浜友観光株式会社　楽園　池袋店
豊島区,ホテルベルクラシック東京
豊島区,社会福祉法人毛里田睦会　まちの保育園東池袋
中野区,株式会社七星科学研究所
中野区,株式会社マルイファシリティーズ
中野区,ケッズ鍼灸接骨院中野
中野区,渋谷石油株式会社中野サービスステーション
中野区,スギコーケアセンター野方
中野区,東亜学園高等学校
中野区,日本自動車交通株式会社
中野区,まつざわ動物病院
中野区,大和幼稚園
中野区,実践学園中学・高等学校
中野区,専門学校東京工科自動車大学校
中野区,東京地下鉄株式会社新宿駅務管区中野坂上地域
中野区,明治大学付属中野中学・高等学校
中野区,弥生交通株式会社
練馬区,社会福祉法人マーガレット学園　マーガレット保育園
練馬区,かちどき製粉株式会社
練馬区,学校法人愛和学園愛和幼稚園
練馬区,株式会社新都市ライフホールディングス光が丘事業本部
練馬区,株式会社太平洋シルバーサービスシルバーシティ石神井北館
練馬区,株式会社太平洋シルバーサービスシルバーシティ石神井南館
練馬区,株式会社トリートップ
練馬区,公園南住宅防災隊
練馬区,社会福祉法人エンゼル保育園
練馬区,社会福祉法人大泉松和会大泉保育園
練馬区,社会福祉法人マーガレット学園　マーガレット保育園分園
練馬区,社会福祉法人南光会なんこう保育園
練馬区,社会福祉法人武蔵野会練馬福祉園
練馬区,スポーツクラブＮＡＳ光が丘
練馬区,東京少年鑑別所
練馬区,にじいろ保育園上石神井
練馬区,認定こども園南光幼稚園
練馬区,練馬区立光が丘体育館
練馬区,ホテル都
練馬区,武蔵大学体育連合会
練馬区,中村石油株式会社練馬北町給油所
練馬区,東京地下鉄株式会社有楽町・副都心線乗務管区小竹運転事務室
練馬区,東京地下鉄株式会社有楽町・副都心線乗務管区小竹車掌事務室
練馬区,豊玉タクシー株式会社
文京区, 文京学院大学女子中学校高等学校
文京区,アパホテル御茶ノ水駅北
文京区,一般財団法人東京大学運動会
文京区,科研製薬株式会社
文京区,学校法人　桜蔭学園
文京区,株式会社CAPITA湯島ＳＳ
文京区,株式会社東京ドームホテル
文京区,こころおちゃのみず第一保育園
文京区,こころおちゃのみず第二保育園
文京区,こどもヶ丘保育園本駒込園
文京区,こどもヶ丘保育園第二本駒込園
文京区,宗教法人天心聖教
文京区,新北斗警備保障株式会社
文京区,テンダーラビング保育園千駄木
文京区,東京地下鉄株式会社営業部後楽園役務管区後楽園地域
文京区,特定非営利活動法人　FBO
文京区,文京区役所
文京区,ヤマト徽章株式会社
文京区,京華学園
文京区,中央シェル石油販売株式会社セルフ本郷給油所
港区,（株）阪急阪神ホテルズ第一ホテル東京
港区,アパホテル株式会社
港区,ティッセンクルップ・ジャパン株式会社
港区,ANAインターコンチネンタルホテル東京
港区,ＪＲ東日本ビルテック株式会社ウォーターズ竹芝事業所
港区,ＪＲ東日本ビルテック株式会社品川イーストビル事業所
港区,ＭＴ＆ヒルトンホテル株式会社コンラッド東京
港区,ＴＭＥＳ株式会社
港区,ＴＯＴＯ株式会社
港区,赤坂インターシティマネジメント株式会社
港区,アパヴィラホテル赤坂見附
港区,アパホテル品川泉岳寺駅前
港区,アパホテル新橋御成門
港区,アパホテル新橋虎ノ門
港区,アパホテル西麻布
港区,アパホテル三田駅前
港区,アパホテル六本木SIX
港区,アパホテル六本木駅前
港区,アラコム株式会社
港区,アンダーズ東京
港区,一般財団法人アジア会館
港区,一般社団法人東京アメリカンクラブ
港区,一般社団法人東京倶楽部
港区,出光リテール販売株式会社東京カンパニー青山中央サービスステーション
港区,エームサービス株式会社
港区,エスパス日拓赤坂見附駅前店
港区,株式会社　網長
港区,株式会社　スタッフ・ユー
港区,株式会社アトレ品川店
港区,株式会社関東東急ホテルズ新橋愛宕山東急ＲＥＩホテル
港区,株式会社グランドニッコー東京　グランドニッコー東京台場
港区,株式会社西武・プリンスホテルズワールドワイド　東京プリンスホテル
港区,株式会社田町ビル
港区,株式会社ティッセンクルップ　オットー
港区,株式会社トラスト
港区,株式会社フィリップス・ジャパン
港区,株式会社プリンスホテル　品川プリンスホテル
港区,株式会社プリンスホテルグランドプリンスホテル高輪ｸﾞﾗﾝﾄﾞﾌﾟﾘﾝｽﾎﾃﾙ新高輪ザ・プリンスさくらタワー東京　
港区,株式会社ホテルオークラ東京
港区,株式会社森トラスト・ホールディングス
港区,笄小地区防災協議会
港区,国際自動車株式会社
港区,ザ・ロイヤルパークホテルアイコック東京汐留
港区,サントリーホール
港区,社会福祉法人東京聖ビンセンシオ・ア・パウロ会愛星保育園
港区,住電電業株式会社
港区,ストリングスホテル東京インターコンチネンタル
港区,聖徳学園三田幼稚園
港区,世界貿易センタービルディング
港区,大東建託パートナーズ株式会社
港区,田中燃料㈱シアロ
港区,ティッセンクルップ・アクセス・ジャパン株式会社
港区,東京インターナショナルスクール
港区,東京警備保障株式会社東京支社
港区,東京港埠頭株式会社お台場海浜公園
港区,東京港埠頭株式会社　客船ターミナル管理事務所
港区,東京地下鉄株式会社白金高輪運転事務室
港区,東京地下鉄株式会社白金変電区
港区,東京都交通局電車部大門駅務管理所
港区,東京都立青山特別支援学校
港区,東京ミッドタウンマネジメント株式会社
港区,日鉄興和不動産株式会社
港区,日本オラクル株式会社　オラクル青山センター
港区,日本ロバロ株式会社
港区,野村不動産パートナーズ株式会社　施設管理部サービスセンター
港区,ﾊｰﾊﾞｰﾄ･ｽﾐｽ・ﾌﾘｰﾋﾙｽﾞ外国法事務弁護士事務所
港区,パナソニック株式会社ライフソリューションズ社
港区,パナソニックファシリティーズ㈱
港区,ヒルトン東京お台場
港区,不二建設株式会社
港区,船宿　縄定
港区,船宿　丸長
港区,ベクターリスクマネジメント株式会社
港区,丸新石油株式会社赤坂支店
港区,三菱地所株式会社開東閣
港区,港区スポーツセンター
港区,明治記念館
港区,メズム東京　オートグラフコレクション
港区,本村小地区防災協議会
港区,森トラスト・ビルマネジメント株式会社
港区,森トラスト株式会社
港区,森ビル株式会社
港区,屋形船　なわ安
港区,有限会社　石川釣船店
港区,有限会社　和泉屋商店
港区,有限会社　えびや
港区,有限会社　竹内釣船店
港区,有限会社　辰金
港区,ランチBOXあいちゃん
港区,株式会社西武・プリンスホテルズワールドワイド　ザ・プリンスパークタワー東京
港区,㈱共和ショップス麻布給油所
港区,東京都交通局電車部泉岳寺常務管理所
港区,有限会社　船宿はしや
目黒区,(株)鈴美商事セルフ駒沢通り給油所
目黒区,（株）佐藤商会CaReS中目黒ステーション
目黒区,出光リテール販売（株）東京カンパニー八雲給油所
目黒区,ウエスティンホテル東京
目黒区,学校法人目黒日本大学学園
目黒区,社会福祉法人　いたるセンター　目黒区目黒本町福祉工房
目黒区,東光サービス株式会社
目黒区,目黒区清掃事務所
目黒区,目黒区中小企業センター・目黒区勤労福祉会館
目黒区,目黒区役所
目黒区,祐天寺付属幼稚園
目黒区,若築建設株式会社
目黒区,二引（株）Ｄｒ．Drive中目黒ＳＳ
目黒区,明光石油（株）池尻店
昭島市,アーバンリゾーツ昭和の森(株)フォレスト・イン昭和館
昭島市,昭島市清掃センター
昭島市,昭島市役所
昭島市,介護老人保健施設アゼリア
昭島市,学校法人啓明学園
昭島市,京王自動車株式会社昭島営業所
昭島市,社会福祉法人愛信福祉会上ノ原保育園
昭島市,社会福祉法人昭島愛育会昭和保育園
昭島市,社会福祉法人恩賜財団東京都同胞援護会昭和郷第二保育園
昭島市,社会福祉法人恩賜財団東京都同胞援護会つつじが丘保育園
昭島市,社会福祉法人ダビデ会昭島ナオミ保育園
昭島市,社会福祉法人多摩育児会多摩保育園
昭島市,社会福祉法人多摩育児会中神保育園
昭島市,社会福祉法人多摩育児会幼保連携型認定こども園イコロ昭和の森
昭島市,橋本産業㈱昭島北給油所
昭島市,丸信産業有限会社
昭島市,有限会社　原島組
あきる野市,公認秋川幼稚園
あきる野市,社会福祉法人　秋川あすなろ会　西秋留保育園
あきる野市,社会福祉法人　観能福祉会　五日市わかば保育園
あきる野市,社会福祉法人　山の子会未来
あきる野市,社会福祉法人多摩養育園光明第六保育園
あきる野市,社会福祉法人松楓会介護老人福祉施設特別養護老人ホーム和敬園和敬園
あきる野市,社会福祉法人松楓会特別養護老人ホームコスモホームコスモホーム
あきる野市,田口石油株式会社あきる野多摩橋給油所
あきる野市,西東京バス株式会社五日市営業所
あきる野市,有限会社私市石油店
あきる野市,有限会社杉田燃料店
あきる野市,有限会社松本商店
青梅市,青梅エンゼル保育園
青梅市,学校法人福島学園福島学園幼稚園
青梅市,株式会社　最上建工
青梅市,株式会社モリコー
青梅市,京王自動車株式会社青梅営業所
青梅市,社会福祉法人新町西保育園
青梅市,社会福祉法人梅郷福祉会梅郷保育園
青梅市,社会福祉法人青梅みどり福祉会青梅みどり第二保育園
青梅市,社会福祉法人介護老人福祉施設仁育会青梅療育院
青梅市,社会福祉法人かすみ台福祉会かすみ台第三保育園
青梅市,社会福祉法人新町保育会新町保育園
青梅市,社会福祉法人東京武尊会特別養護老人ホーム御岳園
青梅市,社会福祉法人東京武尊会特別養護老人ホーム塩船園
青梅市,社会福祉法人徳心会特別養護老人ホームあゆみえん
青梅市,社会福祉法人友田保育園
青梅市,社会福祉法人梨の木福祉会青梅梨の木保育園
青梅市,社会福祉法人博仁会養護老人ホーム愛仁ホーム
青梅市,社会福祉法人日向和田保育園
青梅市,住友金属鉱山株式会社材料事業部紛体材料事業部青梅事業所
青梅市,東京都立青峰学園
青梅市,社会福祉法人一石会特別養護老人ホーム大洋園
青梅市,東京武尊会介護老人福祉施設九十九園
青梅市,特別養護老人ホーム青梅愛弘園
青梅市,特別養護老人ホーム青梅天使園
清瀬市,清瀬市役所
清瀬市,社会福祉法人千曲会中清戸保育園
国立市,国立市役所
国立市,東京都多摩障害者ｽﾎﾟｰﾂｾﾝﾀｰ
国立市,特定非営利活動法人国立ルビナスカタバミ作業所
小金井市,社会福祉法人多摩養育園光明第二保育園
小金井市,ラック・シャトーアスレチッククラブ
国分寺市,ＪＲ東日本ビルテック株式会社  セレオ国分寺事業所
国分寺市,JR東日本ホテルメッツ　国分寺
国分寺市,社会福祉法人心会　特別養護老人ホーム　うれしのの里
国分寺市,社会福祉法人日吉会  やなぎ保育園
小平市,出光リテール販売㈱東京カンパニープリテール小平東
小平市,小平市立小平第十二小学校
小平市,小平市立小平第三小学校
小平市,小平天然温泉テルメ小川
小平市,創価学園　法人本部
小平市,滝島商事株式会社
小平市,東京都住宅供給公社小平窓口センター
小平市,有限会社　師岡石油
小平市,特定非営利活動法人タンポポ保育園
狛江市,インデペンデンスヴィレッジ成城西
狛江市,株式会社ニシヤマ狛江給油所
狛江市,株式会社ニシヤマ和泉本町給油所
狛江市,狛江こだま幼稚園
狛江市,社会福祉法人　狛江保育園
狛江市,社会福祉法人狛江福祉会こまえ苑
狛江市,千代田第一工業株式会社
狛江市,社会福祉法人純生喜狛会　駒井町みんなの家
立川市,株式会社ルミネ立川店
立川市,JR東日本商業開発㈱ｸﾞﾗﾝﾃﾞｭｵ立川
立川市,JR東日本ビルテック株式会社　立川エリア事業センター
立川市,JR東日本ホテルメッツ　立川
立川市,ＪＲ東日本ビルテック株式会社本店・ルミネ立川営業所
立川市,アール・ビー工装株式会社ﾙﾐﾈ立川店中央監視室
立川市,エキュート立川
立川市,株式会社立飛プロパティマネジメント
立川市,株式会社東日本環境アクセス立川駅ビル事業所
立川市,(株)ルミネクリエーツ立川営業所
立川市,国営昭和記念公園管理センター　昭和記念公園　パークス共同体
立川市,立川?島屋S.C.（株式会社?島屋立川店）
立川市,立川高松接骨院
立川市,多摩都市モノレール㈱
立川市,東京消防信用組合立川支店
立川市,特別養護老人ホーム西砂ホーム
立川市,パレスホテル立川
立川市,東日本旅客鉄道株式会社　立川駅
立川市,藤幼稚園
立川市,㈱伊勢丹立川店
多摩市,京王自動車株式会社多摩中央営業所
多摩市,京王電鉄株式会社　　　　　
多摩市,京王レクレーション株式会社  桜ケ丘カントリークラブ
多摩市,株式会社オール商会・ヴィータ聖蹟桜ヶ丘事業所
多摩市,株式会社サンリオエンターテイメント
多摩市,京王電鉄株式会社　         　　　　　相模原管区
多摩市,京王電鉄株式会社　　         　　　　電力指令所
多摩市,シルバーシティー聖蹟桜ヶ丘
多摩市,多摩興運株式会社　                    多摩エコ・ステーション
多摩市,多摩市立温水プール　アクアブルー多摩
多摩市,東京都立　多摩桜の丘学園
多摩市,日信電子サービス株式会社　東京支社西東京営業所
多摩市,有限会社　永山石油
調布市,イースタンモータース調布株式会社
調布市,株式会社　しんす
調布市,株式会社ルネサンス
調布市,京王自動車株式会社調布中央営業所
調布市,京王レクリエーション株式会社京王テニスクラブ
調布市,社会福祉法人　稲城青葉会　城山保育園上石原
調布市,社会福祉法人オリンピア保育園
調布市,社会福祉法人東京かたばみ会調布なないろ保育園
調布市,社会福祉法人常盤会ときわぎ国領保育園
調布市,調布市立石原小学校
調布市,調布市立上ノ原小学校
調布市,調布市立柏野小学校
調布市,調布市立神代中学校
調布市,調布市立北ノ台小学校
調布市,調布市立国領小学校
調布市,調布市立杉森小学校
調布市,調布市立染地小学校
調布市,調布市立第四中学校
調布市,調布市立第一小学校
調布市,調布市立第五中学校
調布市,調布市立第三小学校
調布市,調布市立第三中学校
調布市,調布市立第七中学校
調布市,調布市立第二小学校
調布市,調布市立第六中学校
調布市,調布市立滝坂小学校
調布市,調布市立多摩川小学校
調布市,調布市立調布中学校
調布市,調布市立調和小学校
調布市,調布市立布田小学校
調布市,調布市立深大寺小学校
調布市,調布市立富士見台小学校
調布市,調布市立緑ヶ丘小学校
調布市,調布市立八雲台小学校
調布市,調布市立若葉小学校
調布市,大和ライフネクスト株式会社介護施設カノン調布
調布市,有料老人ホームデンマークＩＮＮ深大寺
西多摩郡奥多摩町,おくたま地域振興財団
西多摩郡奥多摩町,奥多摩の風はとのす荘
西多摩郡奥多摩町,有限会社小林石油
西多摩郡奥多摩町,有限会社和井田商会
西東京市,学校法人日本文華学園　文華女子高等学校
西東京市,社会福祉法人至誠学舎東京緑寿園
西東京市,西東京雲母保育園
西東京市,西東京スポーツセンター株式会社
西東京市,西東京市役所
西東京市,損保ジャパン事務本部ビル
八王子市,(株）京南エネオス八王子インターステーション
八王子市,社会福祉法人一誠会特別養護老人ホーム偕楽園
八王子市,社会福祉法人多摩養育園
八王子市,聖徳学園八王子中央幼稚園
八王子市,ＪＲ東京西駅ビル開発株式会社セレオ八王子
八王子市,JR東日本ビルテック株式会社八王子支店八王子駅ビル事業センター
八王子市,株式会社京王設備サービス　技術総合訓練センター
八王子市,株式会社タウンサービス
八王子市,株式会社内山石油店
八王子市,敬愛フレンド保育園
八王子市,京王自動車株式会社八王子営業所
八王子市,京王プラザホテル八王子
八王子市,こくみん共済ＣＯＯＰ　情報センター
八王子市,ジェイアール東日本ﾋﾞﾙﾃｯｸ株式会社八王子支店
八王子市,社会福祉法人公徳福祉会めぐみ第二保育園
八王子市,社会福祉法人多摩養育園　養護老人ホーム桜の里
八王子市,社会福祉法人多摩養育園光明第四保育園
八王子市,社会福祉法人多摩養育園光明第五保育園
八王子市,社会福祉法人多摩養育園光明第七保育園
八王子市,社会福祉法人多摩養育園光明第八保育園
八王子市,社会福祉法人多摩養育園光明第一保育園
八王子市,社会福祉法人多摩養育園光明第三保育園
八王子市,社会福祉法人多摩養育園多摩特養老人ホーム
八王子市,社会福祉法人多摩養育園八王子市立石川保育園
八王子市,社会福祉法人多摩養育園養護老人ホーム竹の里
八王子市,社会福祉法人多摩養育園精華
八王子市,社会福祉法人多摩養育園光華
八王子市,社会福祉法人武蔵野会　
八王子市,社会福祉法人萌の会障害者支援施設愛幸
八王子市,聖徳学園多摩中央幼稚園
八王子市,聖パウロ学園高等学校
八王子市,東京都立南大沢学園
八王子市,中日本エクストール横浜（株）八王子本線料金所
八王子市,日清食品ホールディングス株式会社 the WAVE
八王子市,由井市民センター
八王子市,養護老人ホーム楢の里
八王子市,㈱荒木Dr..Driveセルフ八王子給油所八王子ＳＳ
八王子市,㈱八王子スポーツクラブ
八王子市,社会福祉法人一誠会第二偕楽園ホーム
八王子市,社会福祉法人一誠会デイサービス初音の杜
八王子市,石森石油株式会社
羽村市,社会福祉法人松栄福祉会　まつぼっくり保育園
羽村市,特別養護老人ホーム羽村園
羽村市,羽村市役所
東久留米市,東久留米市建設業協会
東久留米市,株式会社奥住造園
東久留米市,株式会社島崎工業所
東久留米市,株式会社信和
東久留米市,株式会社大樹工業
東久留米市,株式会社日栄電気工業
東久留米市,木村建材工業株式会社
東久留米市,久留米設備工業株式会社
東久留米市,東久留米ＣＰＲ友の会
東久留米市,松村園芸株式会社
東久留米市,有限会社高橋工業
東久留米市,有限会社西山植物園
東村山市,社会福祉法人梨世会
東村山市,西武・狭山丘陵パートナーズ狭山公園
東村山市,株式会社かいば
東村山市,東村山市役所
東大和市,社会福祉法人　多摩大和園　やまと苑
東大和市,特別養護老人ホーム　風の樹
東大和市,東大和市役所
東大和市,有限会社　荒井商店
東大和市,ロンドスクールマックス上北台
東大和市,ロンドフィットネスクラブ東大和
日野市,京王電鉄株式会社鉄道事業本部工務部施設管理所
日野市,京王電鉄株式会社鉄道事業本部車両電気部電力管理所
日野市,京王電鉄株式会社鉄道事業本部鉄道営業部京王西管区
日野市,京王電鉄株式会社鉄道事業本部鉄道営業部高幡不動乗務区
日野市,コニカミノルタエンジニアリング株式会社
日野市,シティホテル高幡
日の出町,日の出町社会福祉協議会
日の出町,日の出町ユートピアひまわりホーム
日の出町,日の出町大久野老人福祉センター
日の出町,日の出町大久野健康いきいきセンター
日の出町,日の出町本宿老人福祉センター
日の出町,日の出町ユートピアサンホーム
日の出町,平井・生涯青春ふれあい総合福祉センター
日の出町,社会福祉法人　さくらぎ会さくらぎ保育園
日の出町,社会福祉法人　山の子会山の子の家
日の出町,社会福祉法人　さくらぎ会　さくらぎこぱん
日の出町,社会福祉法人　山の子会あかしでの家
檜原村,出光興産販売店谷合石油
檜原村,山王商事有限会社
府中市,学校法人山縣学園北山幼稚園
府中市,株式会社東芝府中事業所
府中市,社会福祉法人　やなぎ会　府中愛児園
府中市,社会福祉法人紅葉の会　さくらんぼ保育園
府中市,社会福祉法人たけの子福祉会府中保育園
府中市,社会福祉法人多摩養育園　光明府中南保育園
府中市,社会福祉法人多摩養育園光明高倉保育園
府中市,社会福祉要人多摩養育園府中市立介護予防推進センター
府中市,東芝ディーエムエス株式会社
府中市,東芝プラントシステム株式会社
府中市,明星小学校
府中市,吉野石油有限会社
福生市,京王自動車株式会社　福生営業所
福生市,武陽ガス株式会社
町田市,社会福祉法人　明社会　東平しらゆり保育園
町田市,学校法人玉川学園
町田市,株式会社　開発機工
町田市,株式会社　共進開発
町田市,株式会社　ルミネ町田
町田市,株式会社小田急百貨店町田店
町田市,株式会社?木商店
町田市,(株)ルミネクリエーツ町田営業所
町田市,京王自動車株式会社町田営業所
町田市,ジェイアール東日本ビルテック株式会社ルミネ町田事業所
町田市,社会福祉法人　香楓会　　　　　　　　　　　　　小野路保育園
町田市,社会福祉法人明社会　　東平ひまわりこども園
町田市,社会福祉法人明社会　鶴川第二学童クラブ
町田市,社会福祉法人明社会　東平なでしこ保育園
町田市,社会福祉法人明社会　東平ひなぎく保育園
町田市,セントラル警備保障株式会社　東京研修センター
町田市,町田市役所
町田市,有限会社ブルーグラスバス
瑞穂町,瑞穂町役場
三鷹市,ＥＮＥＯＳ三鷹中央ステーション株式会社エノモト
三鷹市,にじいろ保育園三鷹下連雀
三鷹市,三鷹市役所
武蔵野市,JR東日本ホテルメッツ　武蔵境
武蔵野市,アトレ吉祥寺事業所
武蔵野市,株式会社アトレ吉祥寺店
武蔵野市,社会福祉法人武蔵野春秋館桜堤ケアハウス
武蔵野市,武蔵野市役所
武蔵村山市,西武・狭山丘陵パートナーズ野山北・六道山公園
武蔵村山市,育成会ひまわり保育園
武蔵村山市,医療法人財団立川中央病院介護老人保健施設アルカディア
武蔵村山市,社会福祉法人　武蔵村山正徳会　特別養護老人ホーム　サンシャインホーム
武蔵村山市,社会福祉法人　村山福祉会　特別養護老人ホーム　伊奈平苑
武蔵村山市,社会福祉法人　恭篤会　特別養護老人ホーム　むさし村山苑
武蔵村山市,拓殖大学第一高等学校
武蔵村山市,武蔵村山育成会　めぐみ保育園
武蔵村山市,武蔵村山市水泳連盟
武蔵村山市,武蔵村山市役所
