,2021年,,,,,,,,,2022年,,,
ときわ台駅北口第４自転車駐車場（有料ゲート式）,,1,2,3,1,1,6,5,4,,5,9,37
ニック向原薬局,3,10,3,3,2,1,3,3,3,2,1,3,37
仲町区民事務所,1,3,7,5,4,3,3,2,2,2,3,2,37
東板橋体育館,,5,,2,3,4,7,3,4,6,3,,37
氷川児童館,4,3,2,4,4,4,3,2,4,3,2,2,37
ときわ台薬局,4,5,3,4,2,1,4,3,2,1,3,4,36
はすのみ児童館,,1,1,1,1,4,1,11,1,10,2,3,36
仲町ふれあい館,,,2,11,1,1,2,1,,11,6,1,36
佐藤医院,3,,2,3,,5,,9,3,8,2,,35
子ども家庭支援センター,,4,2,1,1,9,4,1,1,4,,8,35
西高島平駅前自転車駐車場（有料）,1,,6,2,3,,4,2,,4,5,8,35
東武東上線  ときわ台駅,,,,,34,,,,1,,,,35
板橋区平和公園,3,2,1,2,4,6,2,2,4,2,3,4,35
弥生児童館,2,,,7,2,3,2,1,3,9,4,2,35
蓮根三丁目自転車駐車場（有料）,9,2,2,,3,4,3,3,,3,2,4,35
ときわ台駅北口第１自転車駐車場（有料）,1,1,7,2,2,,5,7,,1,4,4,34
ときわ通り星薬局,5,5,1,5,3,2,1,3,3,2,1,3,34
郷土芸能伝承館,3,,,2,2,,1,15,8,2,,1,34
中央図書館,9,3,3,1,5,,2,2,3,3,1,2,34
東武練馬駅周辺放置禁止区域図,3,7,,1,1,7,2,2,2,2,6,1,34
板橋区立中央図書館,,,,,,9,4,2,1,17,,1,34
板橋第四小学校,7,,3,2,,,19,1,1,,,1,34
蓮根児童館,3,2,1,2,1,5,10,1,1,6,1,1,34
No.42遺跡,3,13,2,,,1,,,2,7,1,4,33
下赤塚小学校,1,,,1,,1,25,5,,,,,33
耳鼻咽喉科いいだクリニック,,,,,,,,,4,10,17,2,33
徳丸タウンブリッジ自転車駐車場（有料）,8,2,2,1,3,5,1,4,1,2,1,3,33
板橋区役所前駅東自転車駐車場（有料）,7,,1,2,5,1,3,2,1,2,6,3,33
板橋公園,,3,2,1,5,7,1,5,3,1,2,3,33
No.14遺跡,,2,4,4,9,1,,2,2,2,5,1,32
No.77遺跡,4,2,1,3,,4,6,,2,7,,3,32
高島平児童館,1,2,,5,2,3,5,2,3,3,4,2,32
植村記念加賀スポーツセンター,,,,,,12,,,7,12,,1,32
いたばし総合ボランティアセンター,2,,2,3,2,3,,3,5,2,6,3,31
栄愛薬局,3,3,4,3,1,3,4,2,1,4,2,1,31
向原保育園,,2,,,,4,7,7,3,7,1,,31
高島平区民事務所,2,5,4,8,2,1,1,,,3,3,2,31
内村医院,,,6,2,2,2,,4,,11,2,2,31
蓮根第二児童館,5,2,1,2,2,5,,1,1,10,,2,31
No.164遺跡,3,3,2,4,7,1,2,2,3,2,1,,30
No.43遺跡,1,3,3,1,5,6,1,2,1,1,5,1,30
No.53遺跡,,4,3,1,5,,1,,1,15,,,30
No.67遺跡,2,2,2,4,4,,4,8,3,,1,,30
さかうえ保育園,1,1,,,1,3,1,2,1,16,1,3,30
金沢小学校,1,1,2,1,1,4,14,1,2,,,3,30
公文書館,3,,4,,6,7,,2,,,5,3,30
上板橋駅北自転車駐車場（有料）,1,2,1,,3,7,3,2,5,2,3,1,30
中央図書館、いたばしボローニャ絵本館,,4,1,2,8,5,1,3,1,4,,1,30
板橋区立リサイクルプラザ,1,1,,1,1,2,2,3,5,9,2,3,30
鈴薬局徳丸店,1,5,3,2,,1,2,1,6,2,3,4,30
No.88遺跡,1,3,8,,1,,,,4,2,2,8,29
メディスンショップなります薬局,,1,1,,,4,,3,3,13,,4,29
ゆりの木児童館,1,3,3,2,1,8,1,1,4,5,,,29
友和保育園,2,1,,,,11,1,1,2,5,1,5,29
No.78遺跡,5,3,4,1,,5,3,5,,,1,1,28
高島平PCR検査センター,,,,,,,,,,,28,,28
高島平福祉園分場,,1,2,4,1,,18,2,,,,,28
志村ふれあい館,,2,2,5,,2,4,,2,8,2,1,28
常盤台地域集会室,1,6,3,4,,1,2,,1,8,1,1,28
植村冒険館,,,,2,5,1,,,1,15,4,,28
成増駅北口第２自転車駐車場（有料）,4,2,4,2,2,2,4,1,2,2,2,1,28
大山駅自転車駐車場（有料コイン式）,1,4,9,,2,1,1,1,4,1,2,2,28
蓮根PCR検査センター,,,,,,,,,,,28,,28
No.117遺跡,1,4,7,5,1,6,,2,,,,1,27
No.30遺跡,8,2,4,1,1,,1,,,1,5,4,27
No.97遺跡,12,4,,,3,3,,3,,1,1,,27
No.98遺跡,3,3,2,,2,7,,2,3,,3,2,27
こぶし保育園,2,,3,,6,6,1,1,2,5,,1,27
ときわ台駅北口第２自転車駐車場（有料）,,,6,4,,1,5,5,,1,2,3,27
志村三丁目駅第１自転車駐車場（有料）,3,,,3,5,,2,5,,1,2,6,27
上板橋小学校,,,3,5,,1,15,,3,,,,27
板橋区保健所,1,4,1,2,2,4,2,5,,1,4,1,27
No.31遺跡,3,1,5,,1,,1,4,,6,3,2,26
No.52遺跡,1,1,7,1,,5,3,,2,2,3,1,26
No.96遺跡,4,5,,2,1,1,1,1,1,6,,4,26
グランダ大山,,1,2,,5,12,,,1,3,1,1,26
志村橋児童館,4,1,,,1,3,,3,1,12,1,,26
志村児童館,4,2,2,1,2,4,2,,2,6,,1,26
志村第四中学校,1,,1,4,,,17,2,,,,1,26
常盤台公園,17,1,,,2,4,,,1,,,1,26
成増ヶ丘小学校,,,,1,,,23,,,,2,,26
成増一丁目自転車駐車場（有料）,2,,3,,,2,2,2,,4,4,7,26
相生保育園,3,,,,,3,2,,1,16,,1,26
大山西町保育園,,1,,1,,9,2,,7,6,,,26
中根橋小学校,,4,2,3,1,,16,,,,,,26
板橋保育園,,1,4,4,1,3,,,2,6,1,4,26
弥生小学校あいキッズ,,,,,,,,,,,,26,26
緑が丘児童館,6,,2,2,1,6,,2,3,4,,,26
No.127遺跡,1,7,2,4,3,6,,,1,,1,,25
No.74遺跡,5,3,1,,2,,2,3,1,3,2,3,25
No.93遺跡,1,5,,11,,2,,2,1,1,2,,25
ときわ台駅北口第３自転車駐車場（有料）,1,1,6,3,1,,4,2,,1,2,4,25
開運堂今井薬局,2,1,7,3,4,2,,1,3,2,,,25
岩田医院,,,4,2,,3,1,3,,4,8,,25
向原児童館,4,1,1,3,1,6,,2,2,4,1,,25
高島平温水プール,2,,1,5,,1,5,3,1,6,1,,25
桜川いこいの家,4,7,1,1,2,1,,1,2,1,,5,25
上板橋第四小学校,,,2,5,1,,17,,,,,,25
水車公園,2,8,1,2,3,1,2,,1,,4,1,25
清水図書館,3,1,2,2,,1,9,,2,1,1,3,25
赤塚福祉事務所,1,,2,,4,,1,2,3,5,5,2,25
東板橋公園,2,3,2,,1,1,9,,1,2,,4,25
東武練馬駅東自転車駐車場（有料コイン式）,6,2,2,2,1,8,,1,,,1,2,25
板橋区平日夜間応急こどもクリニック,1,5,3,1,,,2,1,1,7,1,3,25
板橋区立板橋こども動物園,,,2,1,,5,2,3,6,5,,1,25
No.171遺跡,3,2,1,2,1,4,,,6,,3,2,24
No.20遺跡,2,3,3,6,3,,2,1,,1,3,,24
No.8遺跡,4,1,6,2,3,,,,,3,1,4,24
NPO法人みんなのセンターおむすび,2,,1,2,,4,1,,3,7,1,3,24
紅梅児童館,,,,2,1,5,,3,4,4,3,2,24
志村三丁目駅周辺放置禁止区域図,1,3,3,2,2,3,3,2,2,1,,2,24
新河岸児童館,,,2,2,2,4,1,3,2,7,,1,24
板橋第五小学校,2,1,,3,3,1,13,1,,,,,24
弥生保育園,,1,2,2,,5,2,,5,5,1,1,24
No.135遺跡,1,7,2,2,4,,1,2,,1,3,,23
No.21遺跡,6,5,4,,,2,,1,3,,2,,23
とも薬局,,,,,,,2,5,4,6,5,1,23
昆虫公園,,1,1,2,1,,2,15,,1,,,23
志村三丁目駅第２自転車駐車場（有料）,1,1,,1,2,2,3,3,3,2,3,2,23
上板橋第一中学校,,,,1,,1,16,,5,,,,23
赤塚いこいの家,1,5,,2,3,,1,2,4,5,,,23
赤塚溜池公園,5,,2,,1,,2,2,,3,3,5,23
大禮保育園,,5,,1,,6,1,,3,6,,1,23
中板橋駅北口自転車駐車場（有料）,,4,1,2,1,,6,2,,,2,5,23
渡邉医院,,,6,3,,2,,4,,4,2,2,23
板橋区立美術館,,1,,1,1,4,1,1,5,5,3,1,23
茂呂塾保育園,2,1,,1,1,4,,2,1,10,1,,23
No.158遺跡,,6,3,,,,1,1,,6,4,1,22
No.15遺跡,3,1,3,6,1,,8,,,,,,22
あいあい保育園,,2,1,1,1,5,1,,3,5,1,2,22
イトーヨーカドー上板橋店,,1,,,,5,,,2,14,,,22
いわい耳鼻咽喉科クリニック,,,,,,,,,2,5,10,5,22
かないくぼ保育園,1,3,1,,,8,1,1,1,3,3,,22
ことぶき薬局大山店,3,3,2,1,6,2,,1,4,,,,22
ハイライフプラザいたばし,5,,1,,1,1,,3,6,1,4,,22
みなみ保育園,,3,2,,,8,,,1,8,,,22
リサイクルプラザ,9,1,1,,2,,5,,1,2,1,,22
加賀小学校,,1,,,,,19,,2,,,,22
区立文化会館,,5,5,2,3,,,,,3,2,2,22
高島陸橋交差点C自転車駐車場（有料）,2,2,1,1,,8,,,,,1,7,22
消費者センター,,2,1,1,,,4,2,1,3,4,4,22
常盤台小学校,2,2,,1,,3,13,1,,,,,22
赤塚図書館,,1,,,1,2,,1,5,11,,1,22
赤塚体育館,2,1,3,1,2,,3,,2,4,2,2,22
大原生涯学習センター,2,1,2,1,,2,4,2,2,1,5,,22
中板橋駅東自転車駐車場（有料）,,,2,4,1,1,2,2,3,,2,5,22
板橋区立グリーンホール,,,1,1,,2,2,1,5,1,,9,22
板橋第一小学校,1,2,,5,,1,12,,,,1,,22
板橋第二中学校,1,,,3,,1,12,1,,,,4,22
No.112遺跡,1,3,1,1,3,1,2,,2,1,1,5,21
No.36遺跡,1,2,3,3,3,1,,3,2,,1,2,21
ときわ台保育園,1,,,2,,4,,,1,10,3,,21
橋りょう維持工事（2）,,,,,6,9,2,1,1,,2,,21
高島平つくし保育園,1,,,,,4,1,4,1,7,2,1,21
志村坂下小学校,1,,3,2,1,1,10,3,,,,,21
成増駅南口第２自転車駐車場（有料）,,4,1,,,,,5,,1,7,3,21
大和いこいの家,,,1,1,1,3,,7,4,,2,2,21
板橋第一中学校,4,,3,1,,2,8,1,,,1,1,21
板橋明星幼稚園,,,1,,,8,,1,5,5,1,,21
風の子保育園,,1,1,,,1,1,1,1,14,1,,21
北野保育園,,,,,,3,1,2,1,12,,2,21
弥生小学校,,1,,1,,3,13,,1,,,2,21
No.100遺跡,,1,2,4,2,1,2,3,,2,,3,20
No.49遺跡,,1,,5,7,1,2,2,,1,,1,20
No.60遺跡,2,3,3,1,,,,1,,,,10,20
No.9遺跡,,1,1,1,9,7,,,1,,,,20
あすなろ保育園,,1,1,,1,2,,,3,10,1,1,20
エミュルション,,,,,,,,6,1,7,2,4,20
セブンタウン小豆沢,,,,,,2,,3,3,11,,1,20
ダイエー西台店,,,1,,,3,2,,4,9,,1,20
加賀福祉園,1,1,13,1,,,1,1,1,,,1,20
紅梅小学校,1,,4,1,,,8,2,,2,2,,20
志村第三小学校,,1,,5,,,14,,,,,,20
上板橋体育館,1,4,,2,,,3,2,2,4,1,1,20
星樂保育園,1,1,1,,,11,1,,1,3,,1,20
前野いこいの家,,1,,,2,2,,3,3,8,,1,20
中台ふれあい館,1,2,,4,,,2,1,3,6,1,,20
中板橋保育園,1,4,,,,8,1,,2,3,,1,20
仲宿いこいの家,1,3,2,4,,,1,2,3,1,,3,20
徳丸小学校,,,1,2,1,,13,2,1,,,,20
板橋第八小学校,,,1,1,,,15,1,,1,1,,20
落合幼稚園,1,1,,2,,10,,1,1,3,1,,20
IT2[sanitize]11[sanitize]63,3,3,1,2,4,2,1,,2,,1,,19
No.114遺跡,,1,2,2,3,2,,2,4,,,3,19
No.126遺跡,2,1,,3,3,7,2,,,,,1,19
No.130遺跡,5,1,2,1,,2,,3,2,3,,,19
No.166遺跡,3,7,1,2,3,,,1,1,1,,,19
No.34遺跡,14,1,1,,1,1,,1,,,,,19
No.61遺跡,2,3,,3,1,5,,1,3,,,1,19
NPO法人ワーカーズコープ「どんぐりのおうち」,1,,1,,1,6,,,3,5,,2,19
グローバルキッズ上板橋園,,,1,3,1,5,,,1,8,,,19
つばさ薬局,5,4,,,,1,3,2,,1,2,1,19
戸田硬式軟式兼用野球場 B面,,2,1,4,1,4,3,1,1,,,2,19
高島第一小学校,1,,1,2,,,15,,,,,,19
桜川小学校通学区域,,,,12,6,,,,,1,,,19
志村第三中学校,,,,2,,1,15,1,,,,,19
舟渡地域センター,4,,1,2,3,2,1,1,2,,2,1,19
成増小学校,1,,,2,,,12,4,,,,,19
西高島平駅周辺放置禁止区域図,2,,2,2,1,4,6,,1,,,1,19
浅倉内科クリニック,,,2,2,,2,1,2,1,6,3,,19
大谷口保育園,,1,,2,,6,2,,1,6,,1,19
氷川図書館,,1,8,3,1,1,2,1,1,,,1,19
放射第35号線,,,,,,,,,,,,19,19
明日葉保育園蓮根園,,,,,,10,2,,3,4,,,19
蓮根いこいの家,1,5,,3,5,1,1,1,,2,,,19
蓮根保育園,2,,1,1,2,2,1,1,1,5,2,1,19
No.107遺跡,1,2,,2,2,2,1,,6,,,2,18
No.149遺跡,,4,1,2,3,,1,4,,,1,2,18
No.16遺跡,,1,3,4,,,,2,,,1,7,18
No.174遺跡,,2,1,4,,1,2,4,3,1,,,18
No.41遺跡,1,1,1,,5,,,1,,1,8,,18
No.65遺跡,2,4,2,5,4,,,,,,1,,18
いたばしボローニャ子ども絵本館(中央図書館併設),,2,3,,5,,,,1,3,1,3,18
おんだ薬局,1,3,3,2,,,1,2,1,3,2,,18
ひまわりキッズガーデン志村,1,2,2,1,1,3,1,1,1,2,3,,18
旭保育園,,2,,1,1,5,1,2,1,3,,2,18
見次公園,1,4,3,2,1,,1,,,1,3,2,18
高島平あやめ保育園,2,,,1,,2,,,1,12,,,18
高島陸橋交差点D自転車駐車場（有料）,,1,3,,1,2,,,1,,1,9,18
小桜保育園,2,,,1,,4,2,,1,6,,2,18
仁木医院,,,2,4,,4,,4,,2,2,,18
赤塚幼稚園,,1,1,,,7,2,,2,5,,,18
板橋区役所前駅,3,,2,1,2,3,5,,,1,1,,18
文殊院,,1,1,2,3,,,3,4,3,1,,18
龍峰,,,,,,,,,10,7,1,,18
No.150遺跡,1,3,4,2,,1,1,2,1,1,,1,17
No.168遺跡,2,6,1,,4,3,,,,,1,,17
No.173遺跡,1,1,2,4,2,,2,,2,,2,1,17
イオンスタイル板橋,,1,,1,4,3,1,1,2,2,2,,17
しらさぎ児童館,2,,,,1,2,4,,1,4,1,2,17
ひまわりキッズガーデン小茂根,,,,2,,7,,,2,5,1,,17
みどり薬局（小豆沢）,,,1,5,1,2,,1,3,3,,1,17
下赤塚駅前集会所,,2,,2,1,2,3,5,,1,1,,17
高島平ふれあい館,,,2,3,,,,1,,9,2,,17
高島陸橋交差点B自転車駐車場（有料）,1,1,2,4,,2,,,1,,3,3,17
三園小学校,4,,,2,1,,6,3,1,,,,17
小竹向原駅周辺放置禁止区域図,3,2,,2,,2,1,2,1,1,2,1,17
松葉保育園,,4,,,,2,1,2,1,6,,1,17
上板橋健康福祉センター内集会所,1,,1,4,,,3,1,1,2,1,3,17
水車公園前自転車保管所,1,1,2,2,1,1,1,3,,,4,1,17
西高島平駅南口自転車駐車場（有料コイン式）,2,,1,1,1,3,1,,1,,3,4,17
赤塚新町保育園,2,,1,2,1,5,,1,1,2,1,1,17
大山東集会所,1,1,3,2,2,4,1,,,2,,1,17
大谷口小学校,1,1,,2,,1,8,,,4,,,17
板橋区立文化会館,,,,1,,3,2,1,9,,,1,17
No.103遺跡,2,2,2,2,,2,,1,1,2,2,,16
No.116遺跡,1,3,,,10,1,,1,,,,,16
No.3遺跡,1,3,1,1,1,,2,3,2,,,2,16
わかたけかなえ保育園,,,,,,3,1,,2,8,1,1,16
愛和保育園,1,1,1,,2,4,,1,4,2,,,16
栄町保育園,,1,,,,3,,,3,6,,3,16
桜川中学校,,,,3,,,12,,,,,1,16
志村第一小学校,,,,4,,1,9,,,,,2,16
志村第五中学校,,,1,1,,1,10,2,1,,,,16
笑和生活薬局,3,2,,1,2,,1,5,2,,,,16
大國医院,,,,,,,,,3,4,4,5,16
特別養護老人ホーム　ブルーポピーアネックス,,,,,,4,,,1,10,1,,16
南前野保育園,,,1,1,,5,,2,3,4,,,16
本蓮沼駅第２自転車駐車場（有料ゲート式）,1,1,3,1,1,,3,1,,,1,4,16
蓮根小学校,,,,1,,,14,1,,,,,16
No.51遺跡,1,1,3,3,,1,1,,3,2,,,15
No.54遺跡,2,2,3,,,,1,,1,1,5,,15
No.5遺跡,,8,1,,,,,,1,3,1,1,15
No.62遺跡,1,1,4,3,2,1,,,2,,,1,15
No.84遺跡,,1,1,2,,2,1,,2,1,3,2,15
YUMEパーク大和町,2,1,1,5,,3,1,,,1,1,,15
イオンスタイル板橋前野町店,,,,,,2,1,,2,9,,1,15
ときわ台徳岡歯科医院,,,,,,5,1,,4,4,,1,15
なりますいこいの家,2,,2,2,2,,2,1,1,2,,1,15
まんまる薬局,1,2,,1,3,2,,1,2,1,2,,15
加賀藩下屋敷跡,,1,2,,,5,3,1,2,,1,,15
加賀保育園,,4,,,,6,,,1,4,,,15
荒川戸田橋サッカー場A面,,2,4,,4,2,1,1,,,,1,15
高島平くるみ保育園,1,,,,,1,4,1,1,4,2,1,15
高島平駅西口自転車駐車場（有料コイン式）,2,,,3,2,2,1,1,,1,3,,15
志村三丁目駅第４自転車駐車場（有料コイン式）,1,,2,,,,2,2,,,5,3,15
小豆沢福祉園,,,,,,6,,4,1,4,,,15
上板橋保育園,,,,1,1,6,2,,1,4,,,15
新河岸陸上競技場,1,3,2,,1,,2,3,,1,,2,15
成増公園前自転車駐車場（有料）,2,3,,2,,1,,,1,1,1,4,15
生活クラブ保育園ぽむ,,,,,,3,,,1,10,1,,15
赤塚第一中学校,,,3,1,,,9,,,1,1,,15
帝京幼稚園,,,,,,5,2,,2,5,,1,15
東新保育園,1,1,,,1,3,1,3,1,3,,1,15
板橋交通公園内集会所,1,,1,2,,10,,1,,,,,15
板橋第七小学校,,1,2,1,,,9,,,,,2,15
板橋第二小学校,2,,1,,2,,10,,,,,,15
氷川つり堀公園,,1,1,,1,2,,7,,,,3,15
北野保育園分園,1,,,,1,3,1,1,1,7,,,15
【集団接種会場】中央図書館跡地,,,,,,,,,12,2,,,14
No.155遺跡,1,3,1,2,,1,,1,2,2,1,,14
No.161遺跡,,3,3,,2,,,1,1,,3,1,14
No.175遺跡,,4,,1,,3,1,2,2,,1,,14
No.1遺跡,,2,1,2,1,,,4,,4,,,14
No.71遺跡,,2,8,1,,3,,,,,,,14
No.76遺跡,3,1,3,1,,,,3,1,,1,1,14
No.92遺跡,,1,,,,,,,,2,6,5,14
NS1[sanitize]12[sanitize]20211020,,,,,,,12,,1,,,1,14
アスクときわ台保育園,,2,,,1,7,,,1,3,,,14
グランダ大山弐番館,1,1,,,,8,,,1,2,,1,14
ヒルマ薬局下板橋店,,1,2,,1,2,,1,2,,1,4,14
マルジュー（ＭＡＲＵＪＵ）仲宿店,,,,,,,1,,6,5,2,,14
ゆりの木保育園,2,,1,,,5,2,,1,3,,,14
わかたけ保育園,,,2,1,,1,2,,2,6,,,14
下板橋駅前集会所,1,,1,2,,2,2,1,1,2,,2,14
紅梅保育園,,,,4,,4,,1,1,3,,1,14
合同会社　D・FARE（ディ・ファーレ）,13,,,,,,1,,,,,,14
子ども家庭総合支援センター,,,,,,,,,,,,14,14
志村三丁目駅第５自転車駐車場（有料コイン式）,2,,2,2,,1,,3,1,1,2,,14
志村第二小学校,1,2,,,1,1,7,,,,2,,14
若木小学校,,,,1,1,,10,2,,,,,14
若木保育園,,1,,,,4,,,1,8,,,14
舟渡小学校,1,,,3,,,8,1,,,,1,14
小豆沢公園,1,2,1,1,1,1,4,1,1,1,,,14
植村記念加賀スポーツセンター（旧東板橋体育館）,,,,,1,,2,6,1,,2,2,14
新高島平駅北自転車駐車場（有料）,1,,2,1,1,2,3,,,1,1,2,14
成増地域センター・アクトホール,1,1,,1,,,1,,3,4,1,2,14
清水いこいの家,,1,,1,2,,4,3,2,1,,,14
東京家政大学「森のサロン」,1,,1,,,5,,,2,4,,1,14
東京高齢協　ふじみ,2,,,,,9,,,1,2,,,14
東光寺,,3,,1,,8,,1,,1,,,14
道路補修工事（2110）,8,2,3,1,,,,,,,,,14
道路補修工事（2112）,9,2,1,2,,,,,,,,,14
板橋区赤塚一丁目14～34番地先,2,6,3,3,,,,,,,,,14
北前野小学校,,3,,2,,,8,1,,,,,14
蓮根かとう接骨院,,,,,,3,1,,2,5,,3,14
No.131遺跡,,1,2,1,,1,,1,3,4,,,13
No.157遺跡,,3,1,2,1,,1,,1,,1,3,13
No.23遺跡,,2,3,1,7,,,,,,,,13
No.35遺跡,4,3,,,1,,2,2,1,,,,13
No.58遺跡,2,2,3,1,2,,,1,,,1,1,13
No.82遺跡,,3,,,1,1,,,8,,,,13
No.87遺跡,2,1,,3,1,1,,,1,,,4,13
あさひが丘保育園,,,1,,,8,1,,1,2,,,13
さくら保育園,1,1,1,1,,5,,,1,3,,,13
ひまわりキッズガーデン大原,,2,,,1,2,,,1,5,2,,13
まえの本通り薬局,1,2,,,1,3,2,,,,1,3,13
まるよし,,,,,,,,,6,6,1,,13
やまと保育園,,1,,,,2,,1,1,6,,2,13
企業活性化センター,,,,1,,1,,2,5,,4,,13
郷土資料館,,2,,,,2,,1,3,4,1,,13
高島平図書館,,,1,1,1,1,1,2,,6,,,13
四葉集会所,,1,5,1,1,2,,1,1,,,1,13
志村さかした保育園,1,,,,,1,1,,1,7,,2,13
舟渡小学校あいキッズ,,9,4,,,,,,,,,,13
城北交通公園,1,1,,2,,,,4,1,2,,2,13
成増駅南口第３自転車駐車場（有料）,,1,1,1,,1,,4,,,4,1,13
成増駅南口第６自転車駐車場,,,,1,2,,2,1,1,2,2,2,13
西台いこいの家,,2,1,3,1,2,,1,2,1,,,13
西台中学校,,,3,,,,,7,,2,1,,13
前野保育園,3,,,,,3,,,3,2,1,1,13
大和集会所,2,,1,,1,,1,1,,1,2,4,13
第一保育園,,1,,1,,4,,1,1,5,,,13
第二たつの子保育園,,,,,,5,,,1,4,1,2,13
中板橋駅南口自転車駐車場（有料）,1,,,1,1,1,3,1,,,1,4,13
徳丸福祉園,,1,,,1,1,2,7,,1,,,13
板橋第十小学校,,2,,2,,2,7,,,,,,13
富士見台小学校,1,,2,3,,1,6,,,,,,13
平尾宿名主屋敷跡,,3,3,1,2,2,,,,2,,,13
補助第173号線,,,,,,,,,8,,,5,13
陽光保育園,,1,,,,7,,,2,2,1,,13
和敬保育園,,,,,2,2,,,1,7,1,,13
D1378_,,,,12,,,,,,,,,12
No.108遺跡,,4,,1,,2,,,,,,5,12
No.10遺跡,,1,2,,1,1,,,2,,,5,12
No.111遺跡,1,1,,,,2,1,2,2,2,,1,12
No.129遺跡,5,1,1,,,,,,,,,5,12
No.141遺跡,,1,,,3,,2,,,6,,,12
No.176遺跡,,6,,1,1,1,,,1,1,1,,12
No.4遺跡,,1,4,2,2,,,,,2,1,,12
No.64遺跡,1,2,4,1,,,,,,2,,2,12
アスク上板橋保育園,,,,,1,7,,,1,3,,,12
おとしより保健福祉センター,,,3,1,,1,1,1,,3,,2,12
グローバルキッズ板橋園,1,1,1,,,4,1,,1,3,,,12
はぁもにぃ保育園,,,,2,,7,,1,1,1,,,12
ひばり薬局本町店,4,2,1,3,2,,,,,,,,12
ひまわりベビールーム小竹向原,2,,1,1,,2,,1,1,3,1,,12
ほけんの窓口　大山ハッピーロード店,,,1,,,1,1,,2,4,2,1,12
まきば幼稚園,,,,,,4,,,1,3,3,1,12
まなぽーと大原（大原生涯学習センター）,,,,1,1,,,,3,7,,,12
マルエツ　板橋駅前店,,,1,2,,,2,1,4,,1,1,12
メリーポピンズ東武練馬ルーム,,1,1,2,1,2,,1,1,1,,2,12
安養院,1,,3,1,,1,,2,1,,1,2,12
街頭消火器 高[sanitize]008,,,,,,,,12,,,,,12
敬隣保育園,,,1,,,2,,,1,7,,1,12
高島平一丁目集会所,1,,3,,3,,,1,1,1,,2,12
高島平一丁目第三公園,,,,,,,,12,,,,,12
高島陸橋交差点F自転車駐車場（有料）,,,2,1,,1,2,,1,1,2,2,12
志村小学校,,1,,3,,,6,1,,,,1,12
社会福祉法人緑伸会保育園加賀のこども,,,,,,5,,,2,5,,,12
上板橋駅東自転車駐車場（有料）,1,1,1,,,1,3,2,,2,1,,12
上板橋第三中学校,2,,,1,,,6,,,2,1,,12
新河岸一丁目集会所,1,1,,3,2,1,,,1,1,,2,12
仁天堂薬局,1,2,,1,2,,1,2,,1,2,,12
赤塚公園,,,,,,,,,,,2,10,12
前野小学校,,,,3,,,6,2,1,,,,12
東京自由保育園,,1,1,,,2,2,,1,4,,1,12
特別養護老人ホーム　いずみの苑,1,,,,,4,1,,2,3,,1,12
板橋第五中学校,,1,2,,,,8,1,,,,,12
板橋第三中学校,1,,2,,,4,,,,,1,4,12
板橋第六小学校あいキッズ,,,,,,1,,3,8,,,,12
遍照寺,,2,,2,,3,,1,2,2,,,12
morris,,,,,,,,,8,3,,,11
No.120遺跡,,2,3,,,,,5,1,,,,11
No.145遺跡,,3,1,2,1,3,,,,,,1,11
No.147遺跡,,5,,4,,,,2,,,,,11
No.148遺跡,1,4,,2,,,,4,,,,,11
No.159遺跡,,5,1,,,,2,,,1,1,1,11
No.162遺跡,,3,2,1,1,,,,3,,,1,11
No.29遺跡,,2,3,,1,,,2,,,3,,11
No.39遺跡,5,4,,,,,,,,,2,,11
No.47遺跡,,6,1,,1,,2,,,,,1,11
No.57遺跡,1,2,1,,,1,1,1,2,1,,1,11
No.6遺跡,1,1,1,,,,1,,,4,3,,11
No.7遺跡,,2,4,,,,,,,3,2,,11
No.86遺跡,,2,,1,,3,,,3,2,,,11
SG2[sanitize]11[sanitize]11,,,,,,,,11,,,,,11
あおば薬局,3,2,,1,3,2,,,,,,,11
いっ久家　大山茶屋,,,,2,,2,,1,2,3,,1,11
かえで保育園,,,,,,1,,5,1,3,,1,11
グリーンカレッジホール（シニア学習プラザ）,1,,2,1,2,,2,1,1,,1,,11
グリーンホール（旧産文ホール）,,,2,,,,,1,,3,4,1,11
こうま幼稚園,3,,,,,2,,,1,5,,,11
さいわい保育園,,1,,,,7,,,1,2,,,11
はなまるキッズクリニック,,,2,,5,,,2,,,2,,11
ぶらいと薬局中板橋店,1,3,1,3,1,2,,,,,,,11
ライフ　仲宿店,,1,,1,,,1,1,5,,1,1,11
わかたけ第二保育園,,,,,,4,,,2,5,,,11
観明寺,,3,2,,,4,1,,,1,,,11
高島平もみじ保育園,,1,,,,4,1,1,1,1,1,1,11
志村橋保育園,,,,1,,2,4,,1,2,1,,11
小田島こどもクリニック,,,,,,,,,1,2,5,3,11
成増三丁目集会所,,3,,,,1,1,,,4,1,1,11
太陽の子保育園,1,2,,,,1,,,1,5,,1,11
東新いこいの家,1,,1,,2,,1,,,5,,1,11
東板橋図書館,,,2,1,,1,1,2,3,1,,,11
東板橋庭球場,2,,,,1,1,,,,4,2,1,11
道路補修工事（6）,,,,,9,1,1,,,,,,11
板橋都税事務所,2,1,1,1,,1,,4,,1,,,11
保健福祉オンブズマン室,,,2,1,,1,,3,,,4,,11
本町集会所,,,3,,3,,,1,,,2,2,11
AK7[sanitize]77[sanitize]20210818,,,,,4,3,,,1,2,,,10
AZ4[sanitize]20211108,,,,,,,,10,,,,,10
