,2022年,,,,,,,,,2023年,,,
高島平もみじ保育園,,,1,,,,,,,,,1,2
高島平駅第一駐輪場（西口高架下）,,,,,,,,,,,1,1,2
高島平九丁目公園,,,,2,,,,,,,,,2
高島平区民間,,,2,,,,,,,,,,2
高島平警察署,1,,,,,,,,,1,,,2
高島平五丁目第二公園,,,,1,,,,,1,,,,2
高島平中央総合病院【24時間利用可】,,,,,,,,,,1,1,,2
高島平福祉園分場　3時caf?,,,,,,,,,,,2,,2
合格屋,,,,,,,,,,,2,,2
合同会社　D・FARE（ディ・ファーレ）,,,,,,,1,,,1,,,2
坂下一丁目公園,,,,,,,,,,,1,1,2
坂下一丁目児童遊園,,,,,,,,,,2,,,2
暫,,,,,1,1,,,,,,,2
四葉二丁目公園,,1,,,,,,,,,1,,2
志村警察署,,,,1,,,,1,,,,,2
志村坂下小　１,,,,,,,1,,,1,,,2
志村坂公園,,,,,,,,1,1,,,,2
志村三中学校,,,,1,1,,,,,,,,2
志村三丁目駅第３駐輪場,,,,,,,,,,1,,1,2
志村消防署,,,,,,,1,1,,,,,2
志村消防署蓮根出張所,,,,,,,1,,1,,,,2
志村城山公園,1,,,,,,,,,,,1,2
志村第一小,,,,,2,,,,,,,,2
志村第一中学校,1,,,,,,,,,,,1,2
志村第三公園,1,,,,1,,,,,,,,2
志村第二公園,,1,,1,,,,,,,,,2
私立まるやま幼稚園,,,2,,,,,,,,,,2
若木第二児童遊園,,,,,,,,1,1,,,,2
手打そば　こはら,,,,,,,,,,,2,,2
舟渡斎場,,,,,1,,1,,,,,,2
小規模保育園ひまわり保育所,,,,,,,,,,,,2,2
小規模保育園マミー保育所,2,,,,,,,,,,,,2
小原青果店,,,,,,,,,,,2,,2
小豆沢庭球場,,,2,,,,,,,,,,2
小豆沢野球場Ａ面,,,,,,,,,1,,1,,2
小豆沢野球場B面,,,,1,,,,,1,,,,2
小茂根公園,,,,1,,,1,,,,,,2
小茂根出張所【24時間利用可】　※消防隊使用時は設置場所に無い場合があります。,,,2,,,,,,,,,,2
障がい者就労支援センター,,,,,,,1,,1,,,,2
上板橋第四小　２,,,,,,,,,,2,,,2
上板富士児童遊園,,,,,,,2,,,,,,2
城北信用金庫　志村支店,,,,,,,,,1,1,,,2
城北信用金庫　常盤台支店,,,,,,,2,,,,,,2
城北野球場A面,,,,,,,,,,,,2,2
常楽院,,,1,,,1,,,,,,,2
常盤台PCR検査センター（令和４年７月15日（金）から開始）,,,,2,,,,,,,,,2
常盤台ルート　１６子育て地蔵,1,,,,,,,,,,1,,2
常盤台ルート　１専称院,1,,,,,,,,,1,,,2
常盤台ルート　３大山福地蔵,,,,,,,1,,,1,,,2
常盤台ルート　６長命寺,,,,,,,,,1,,1,,2
常盤台ルート　８平安地蔵,1,,,,,1,,,,,,,2
常盤台ルート　轡神社～大山福地蔵,,,,1,,,,,1,,,,2
常盤台ルート　氷川神社～旧上板橋村役場跡地,,,,,,,,,,1,,1,2
常盤台ルート　平安地蔵～氷川神社,,,,,,,,,1,,,1,2
常盤台外科病院【24時間利用可】,,,,,,,,,,,,2,2
心身障害児総合医療療育センター,,,,,,1,,,,1,,,2
新河岸公園内集会所,,,,1,,,,,,,,1,2
新河岸三丁目公園,,,,1,,,,1,,,,,2
新河岸小　２,,,,,1,,,,,,1,,2
成増ケ丘小学校,,,,,1,1,,,,,,,2
成増一丁目第三児童遊園,,,,,1,,,,,1,,,2
成増一丁目第二児童遊園,1,,,,,,1,,,,,,2
成増一丁目北児童遊園,,,,,,,2,,,,,,2
成増四丁目緑地,,,,,,,1,,,,1,,2
成増二丁目児童遊園,,,,,,2,,,,,,,2
成増北第一公園,,,,,,1,1,,,,,,2
清水湯,,,,,,,,1,1,,,,2
西台三丁目公園,,,,1,,,1,,,,,,2
石かわ,,,,,1,,1,,,,,,2
石神井川の桜並木,,,1,,,1,,,,,,,2
石川橋公園,,1,,,,,,,,1,,,2
赤塚しのがやと公園,,,,,,1,,,,,1,,2
赤塚ルート　１赤塚氷川神社,,,,,,,,,,1,1,,2
赤塚ルート　２赤塚城跡,,,,,,,,,,,1,1,2
赤塚ルート　４赤塚諏訪神社,,,,,,,,1,,1,,,2
赤塚ルート　水車公園・徳水亭～安楽寺,,,,,,1,,,,1,,,2
赤塚ルート　東京大仏（乗蓮寺）～松月院,,,1,,,,,1,,,,,2
赤塚一丁目そよかぜ公園,,1,1,,,,,,,,,,2
赤塚三丁目原公園,,,,,1,,,,,1,,,2
赤塚城跡,,,1,,,1,,,,,,,2
赤塚第二中学校,1,,,1,,,,,,,,,2
赤塚二丁目児童遊園,,,,,,,,,,,,2,2
赤塚不動の滝,,,,,,1,,,,1,,,2
赤塚幼稚園,,,,,,,,,,,,2,2
赤塚溜池公園周辺,,,,,,1,,,,,,1,2
赤塚六丁目保育園,1,1,,,,,,,,,,,2
泉町公園,,,,,,,1,,1,,,,2
前野ホール公園,,,,1,,,,,,,1,,2
前野町五丁目児童遊園,,,1,,1,,,,,,,,2
前野福祉園,,,,1,,,,,,,,1,2
全国ふるさとふれあいショップとれたて村,,,,,,,,,,,2,,2
双葉ふれあい広場,1,,1,,,,,,,,,,2
早瀬の渡し,,,,,,,,,,2,,,2
巣鴨信用金庫　常盤台支店,,,,,,,,,2,,,,2
巣鴨信用金庫　東新町支店,,,,,,,1,,,,1,,2
巣鴨信用金庫　板橋栄町支店,,,,,,,1,,1,,,,2
相盛橋児童遊園,,,1,,,,,,,,1,,2
総合ケアセンター　若葉ゆめの園,,,,1,,1,,,,,,,2
太洋かまぼこ,,,,,,,,,,,2,,2
大原社会教育会館,,,,,1,1,,,,,,,2
大原第二公園,1,,,,1,,,,,,,,2
大山らる小規模保育園,,1,,,,,,1,,,,,2
大山駅前郵便局,,,,,,,,2,,,,,2
大山駅東地区地区計画,,,,,,1,,,1,,,,2
大衆食堂やまだや,,,,,2,,,,,,,,2
大谷口上町公園,1,1,,,,,,,,,,,2
大谷口二丁目公園,,2,,,,,,,,,,,2
大谷口二丁目緑地,1,1,,,,,,,,,,,2
第20投票所,,,,,,,,,,,,2,2
第25投票所,,,,,,,,,,,,2,2
第2投票所,,,,,,,,,,,,2,2
第4投票所,,,,,,,,,,,,2,2
第52投票所,,,,,,,,,,,,2,2
男女平等推進センター,,,1,,,,,,,1,,,2
竹の湯,,1,,,,,,1,,,,,2
中原公園,,1,,,1,,,,,,,,2
中国料理　露華,,,,,,,,,,,2,,2
中台小　１,,,,,,,,,,,2,,2
中台小　２,,,,,,,,,,2,,,2
中台小学校あいキッズ,,,,,2,,,,,,,,2
中台二丁目児童遊園,,,,,,,,,,,2,,2
中板橋雲母（きらら）保育園（A型）,,,,1,,,,1,,,,,2
中板橋駅,,,,,,1,,,,,1,,2
調査中,,,,,1,,1,,,,,,2
長岡屋,,,,,,,,,,,2,,2
長寿庵,,,,,,,,,,,2,,2
長徳寺,,,1,,,,,,1,,,,2
帝京幼稚園,,2,,,,,,,,,,,2
天祖神社,,,1,,,,,,1,,,,2
都営三田線  新高島平駅,,1,,,,,1,,,,,,2
都営三田線  西台駅,,,,,,,,,,,2,,2
都営三田線  本蓮沼駅,,,,,,,,,2,,,,2
都営三田線　板橋本町駅,,,,1,1,,,,,,,,2
都営三田線　本蓮沼駅,,,,1,,1,,,,,,,2
土のうステーション 赤10,,,,,,,2,,,,,,2
土のうステーション 赤16,,1,,,,,1,,,,,,2
土のうステーション 赤21,,,,,,1,,1,,,,,2
土のうステーション 赤32,,,,,,,2,,,,,,2
土のうステーション 板1,,,,2,,,,,,,,,2
土のうステーション 板17,,,,2,,,,,,,,,2
土のうステーション 板19,,,,2,,,,,,,,,2
土のうステーション 板28,,1,,1,,,,,,,,,2
土のうステーション 板32,,,,,,,,,2,,,,2
土のうステーション 板7,,,,,,,2,,,,,,2
土のうステーション 板8,,,,,,,1,1,,,,,2
東京メトロ有楽町線・副都心線  地下鉄成増駅,,,,,,2,,,,,,,2
東京家政大学緑窓会カフェコクリコ,,,,,,,,,,,2,,2
東坂下二丁目公園,1,,,,,1,,,,,,,2
東新児童遊園,,,,1,,,,,1,,,,2
東武東上線  下赤塚駅,,,,1,,1,,,,,,,2
東武東上線　東武練馬駅,,,,1,,,1,,,,,,2
徳丸ヶ原庭球場,1,,,,1,,,,,,,,2
徳丸高山公園,,1,,,,,,,,,1,,2
徳丸小　２,,,,,,,,,,1,,1,2
徳丸北野神社（田遊び）,,,,,,1,,,,,,1,2
特別養護老人ホーム　ブルーポピーアネックス,,,,,,,1,,1,,,,2
特養ホームいずみの苑,,,,,,,1,,,,1,,2
特養ホームみどりの苑,,,,,,,,,2,,,,2
南極の石モニュメント,,,,,1,1,,,,,,,2
南蔵院のしだれ桜,,,1,,1,,,,,,,,2
日本政策金融公庫　板橋支店,,,,1,,,,,,,1,,2
八千代銀行　板橋支店,,,,,,,2,,,,,,2
板橋ルート　２加賀公園,,,1,,,,,,,1,,,2
板橋ルート　５平尾宿脇本陣跡,,,1,,,1,,,,,,,2
板橋ルート　いたばし観光センター～遍照寺,,,2,,,,,,,,,,2
板橋ルート　観明寺～平尾宿脇本陣跡,,,,,,,,,,1,,1,2
板橋駅西口地区,,,,2,,,,,,,,,2
板橋区立企業活性化センター,,,,,2,,,,,,,,2
板橋区立蓮根福祉園「ろーたすの家」,,,,,,,,,,,2,,2
板橋警察署常盤台交番,,,1,,,1,,,,,,,2
板橋小茂根郵便局,,,,,1,,,,,,1,,2
板橋常盤台三郵便局,,,,,,,,,1,1,,,2
板橋前野郵便局,,,,,,,,,1,1,,,2
板橋第五小　１,,,,,,,,,,,2,,2
板橋第四小学校あいキッズ,,,,,,,,,2,,,,2
板橋第四小学校通学区域,2,,,,,,,,,,,,2
板橋第二小学校あいキッズ,,,1,,1,,,,,,,,2
板橋第八小　１,,,,,,,1,,,,1,,2
板橋第六小　１,,,,,1,,1,,,,,,2
板橋第六小　２,,,,,1,,,,,,1,,2
番号無し,,2,,,,,,,,,,,2
富久鮨,,,,,,,,,,,2,,2
富士見交番【24時間利用可】,,,,,1,1,,,,,,,2
富士見西児童遊園,,1,,,,,,1,,,,,2
富士見台小　１,,,,,,,,,,1,,1,2
富士見台小　２,,,,,1,,,,,1,,,2
浮間舟渡駅,,,,1,,,,,,1,,,2
武蔵野銀行　板橋支店,,,,,,1,,,,,1,,2
武道場,,,,,2,,,,,,,,2
平家,,,,,,,,,,,2,,2
平尾児童遊園,,,,,,,1,,,,,1,2
米のいそかわ,,,,,,,,,,,2,,2
保育園加賀のこども,,,2,,,,,,,,,,2
豊敬稲荷神社,,,1,,,,,,,1,,,2
北野小　４,,,,,,,,,,1,,1,2
北野小　６,,,,,,,1,,,1,,,2
北野小　７,,,,,1,,,,,1,,,2
北野小学校あいキッズ第二ルーム,,,,1,1,,,,,,,,2
本町にぎわい広場,,,,,2,,,,,,,,2
本町公衆トイレ,,,,,,,,1,,1,,,2
味の民芸　高島平店,,,,,,,,,,1,1,,2
明日葉保育園蓮根園,,,,,1,,,,1,,,,2
木下の保育園成増小規模保育園,2,,,,,,,,,,,,2
木下製餡,,1,,,,,,1,,,,,2
薬局くすりの福太郎上板橋店,1,,,,,,,,1,,,,2
薬師の泉,,1,,1,,,,,,,,,2
友和の森保育園,,,1,1,,,,,,,,,2
有限会社小島屋,,,,,,,,,,,2,,2
龍神,,,,,2,,,,,,,,2
緑ヶ丘第三公園,,,2,,,,,,,,,,2
緑小学校,,,,2,,,,,,,,,2
鈴木ベーカリー,,,,,,,,,,,,2,2
蓮根かとう接骨院,,,,,,,,,1,,,1,2
蓮根ねっぱ公園,,,,,,,,,1,,1,,2
蓮根みなみ公園,,,,,,,,,,,2,,2
蓮根駅,,,,,,,,,,,1,1,2
蓮根交番【24時間利用可】,,,,,,,,,,,,2,2
蓮根三丁目公園,,,1,,1,,,,,,,,2
蓮根児童遊園,,,,1,,,,,,,1,,2
蓮根川緑道,,,,,,,1,,,1,,,2
蓮根第二小　２,,,,,,,1,,,,1,,2
蓮根二丁目公園,,,,,,,,,,2,,,2
蓮沼児童遊園,,,1,,,,,,,1,,,2
蓮沼第二児童遊園,,,,,,,,,,1,,1,2
和菓子司つるや,,,,,,,,,,,2,,2
和食レストランとんでん　高島平店,,,,,,,,,,1,1,,2
珈琲屋 らびっと,,,,,,1,,,,,,1,2
萬盛庵,,,,,,,,,,,2,,2
1942/1/1,,,,,,,,2,,,,,2
2023/5/21,,,,,,,,,,,,2,2
16,,,,,,,,,,,1,,1
18,,,,,,,,,,,,1,1
42,,,,,,,,,,,1,,1
198,,,,,,,,,,,1,,1
224,,,,,,,,,,,1,,1
308,,,,,,,,,,,1,,1
339,,,,,,,,,,,,1,1
341,,,,,,,,,,,1,,1
344,,,,,,,,,,,1,,1
456,,,,,,,,,,,1,,1
471,,,,,,,,,,,,1,1
482,,,,,,,,,,,,1,1
5030,,,,,1,,,,,,,,1
（旧）高島第七小学校,,,1,,,,,,,,,,1
?社郷,,,,,,,,,,,1,,1
02.01.08,,,,,,,,,1,,,,1
02.03.26,,1,,,,,,,,,,,1
1＿2,,,,,,,,,,,,1,1
1＿9,,,,,,,,,,,,1,1
12＿2,,,,,,,,,,,,1,1
15＿1,,,,,,,,,,,,1,1
16A113_,,,,,,,,,1,,,,1
16A117_,,,,,,,,,,1,,,1
16A149_,,,,,,,,,,1,,,1
16A151_,,,,,,,,,,1,,,1
16A156_,,,,,,,,,,1,,,1
16A190_,,,,,,,,,,1,,,1
16A906_,,,,,,,,1,,,,,1
16A910_,,,,,,,,,1,,,,1
16B075_,,,,,,,,,,,1,,1
16C062_,,,,,,,,,,1,,,1
16C083_,,,,,,,,1,,,,,1
16C091_,,,,,,,,,,1,,,1
16F073_,,,,,,,,,1,,,,1
16G015_,,,,,1,,,,,,,,1
16K032_,,,,,,,,1,,,,,1
16L029_,,,,,,,,,,1,,,1
16L094_,,,,,,,,,1,,,,1
16L907_,,,,,,,,,1,,,,1
16Q001_,,,,,,,,,1,,,,1
17A001_,,,,,,,,,1,,,,1
17A034_,,,,,,,,,,1,,,1
17A139_,,,,,,,,,,1,,,1
17B141_,,,,,,,,1,,,,,1
17C011_,,,,,,,,1,,,,,1
17C025_,,,,,,,,,,1,,,1
17C038_,,,,,,,,1,,,,,1
17C908_,,,,,,,,1,,,,,1
17C936_,,,,,,,,,,,,1,1
17D051_,,,,,,,,,1,,,,1
17D052_,,,,,,,,,1,,,,1
17E909_,,,,,,,,,1,,,,1
17F021_,,,,,1,,,,,,,,1
17F022_,,,,,1,,,,,,,,1
17F930_,,,,1,,,,,,,,,1
17G131_,,,,,1,,,,,,,,1
17G132_,,,,,1,,,,,,,,1
17G929_,,,,,1,,,,,,,,1
17L004_,,,,,,,,,1,,,,1
17L039_,,,,,,,,,1,,,,1
17L127_,,,,,,,,,1,,,,1
17L913_,,,,,,,,,,,1,,1
17N015_,,,,,,,,1,,,,,1
17N058_,,,,,,,,,1,,,,1
17N090_,,,,,,,,1,,,,,1
17N121_,,,,,,,,,1,,,,1
17N938_,,,,,,,,1,,,,,1
18＿1,,,,,,,,,,,,1,1
18＿6,,,,,,,,,,,,1,1
19＿1,,,,,,,,,,,,1,1
１項２号予定,,,,,,,,,,1,,,1
1項5号,,,,,,,,1,,,,,1
2＿2,,,,,,,,,,,,1,1
20＿3,,,,,,,,,,,,1,1
20＿7,,,,,,,,,,,,1,1
3＿2,,,,,,,,,,,,1,1
30.6.15,,,,,,,,,,,1,,1
32＿2,,,,,,,,,,,,1,1
32＿4,,,,,,,,,,,,1,1
36＿5,,,,,,,,,,,,1,1
４２条１項２号,,,,,,,,,1,,,,1
42条1項3号,,,,,,,,,1,,,,1
４２条１項５号,,,,,,,,,,1,,,1
42条2項,,,,,,,,,1,,,,1
44＿5,,,,,,,,,,,,1,1
46＿1,,,,,,,,,,,,1,1
48＿6,,,,,,,,,,,,1,1
5＿3,,,,,,,,,,,,1,1
5＿4,,,,,,,,,,,,1,1
52＿2,,,,,,,,,,,,1,1
54＿6,,,,,,,,,,,,1,1
55＿3,,,,,,,,,,,,1,1
56＿5,,,,,,,,,,,,1,1
6＿2,,,,,,,,,,,,1,1
62＿4,,,,,,,,,,,,1,1
7＿7,,,,,,,,,,,,1,1
a,,,,,1,,,,,,,,1
A1001_,,,,,,,,,1,,,,1
A1082_,,,,,,,,,1,,,,1
A1087_,,,,,1,,,,,,,,1
A1364_,,,,,1,,,,,,,,1
A1528_,,,,,,,,,,1,,,1
A1565_,,,,,,,,,1,,,,1
A1650_,,,,,,,,,1,,,,1
A1901_,,,,,,,,,,1,,,1
A1927_,,,,,,,,1,,,,,1
A1959_,,,,,,1,,,,,,,1
A1973_,,,,,,,,1,,,,,1
A2126_,,,,,1,,,,,,,,1
A2299_,,,,,,,,1,,,,,1
A2553_,,,1,,,,,,,,,,1
A2701_,,,,,,,,1,,,,,1
A2762_,,,,,,,,,,,,1,1
A2769_,,,,,,,,,,1,,,1
A2865_,,,,,,,,1,,,,,1
A3129_,,,,,,,,,,1,,,1
A3201_,1,,,,,,,,,,,,1
A3205_,,,,,,,,,1,,,,1
A3272_,,1,,,,,,,,,,,1
A3315_,,,,,,,,1,,,,,1
A3441_,,,,,,,,1,,,,,1
A3633_,,,,,,,,,1,,,,1
A3634_,,,1,,,,,,,,,,1
A3707_,,,,,,,,,,,1,,1
A3734_,,,,,,,,1,,,,,1
A3755_,,,,,,,,,1,,,,1
A3875_,,,,,,,,1,,,,,1
A4000_,,,,,,,,1,,,,,1
A4039_,,,,,,,,1,,,,,1
A4041_,,,,,,,,1,,,,,1
A4053_,,,,,,,,1,,,,,1
A4146_,,,,,1,,,,,,,,1
A4406_,,,,,,1,,,,,,,1
A4412_,,,,,,,,,1,,,,1
A4756_,,,,,,,,,1,,,,1
A5033_,,,,,1,,,,,,,,1
A5191_,,,,,,,,,,1,,,1
A7055_,,,,,,,,,,1,,,1
A7168_,,,,,,,,,,1,,,1
A7186_,,,,,,,,,1,,,,1
A7207_,,1,,,,,,,,,,,1
A7241_,,,,,1,,,,,,,,1
A7288_,,,,,,,,,1,,,,1
A7312_,,,,,1,,,,,,,,1
A7392_,,,,,1,,,,,,,,1
A7469_,,,,,1,,,,,,,,1
A7607_,,,,,1,,,,,,,,1
A7615_,1,,,,,,,,,,,,1
A7641_,,,1,,,,,,,,,,1
AIC[sanitize]11[sanitize]03,,,1,,,,,,,,,,1
AK1[sanitize]11[sanitize]07,,,,,,,,,1,,,,1
AK1[sanitize]15[sanitize]35,1,,,,,,,,,,,,1
AK2[sanitize]11[sanitize]18,,1,,,,,,,,,,,1
AK2[sanitize]15[sanitize]42[sanitize]1,,,,1,,,,,,,,,1
AK2[sanitize]20[sanitize]114,,,,,,,,,1,,,,1
AK2[sanitize]2[sanitize]300411,,,,,,,,,,,,1,1
AK3[sanitize]11[sanitize]27,,1,,,,,,,,,,,1
AK4[sanitize]11[sanitize]34,,,,,,,,,,,,1,1
AK4[sanitize]13[sanitize]01,1,,,,,,,,,,,,1
AK4[sanitize]15[sanitize]11[sanitize]1,,,,,,,,,,,,1,1
AK5[sanitize]11[sanitize]55,,,,,,,,,,,1,,1
AK5[sanitize]15[sanitize]06,,1,,,,,,,,,,,1
AK5[sanitize]20[sanitize]04,1,,,,,,,,,,,,1
AK7[sanitize]12[sanitize]04[sanitize]2,,,,,,,,,,1,,,1
AK7[sanitize]13[sanitize]01,1,,,,,,,,,,,,1
AK7[sanitize]13[sanitize]02,,,,,,,1,,,,,,1
AK8[sanitize]11[sanitize]17,1,,,,,,,,,,,,1
anzen,,,,,,,,,,,,1,1
AS1[sanitize]11[sanitize]13,1,,,,,,,,,,,,1
AS1[sanitize]13[sanitize]03,1,,,,,,,,,,,,1
AS1[sanitize]15[sanitize]04[sanitize]1,,,,,,,,,1,,,,1
AS1[sanitize]20[sanitize]102,1,,,,,,,,,,,,1
AS3[sanitize]11[sanitize]11,,,,,,1,,,,,,,1
AS3[sanitize]20[sanitize]06,,,1,,,,,,,,,,1
AS3[sanitize]77[sanitize]05,,1,,,,,,,,,,,1
AZ1[sanitize]11[sanitize]07,,1,,,,,,,,,,,1
AZ1[sanitize]11[sanitize]10,,,,,,,1,,,,,,1
AZ1[sanitize]15[sanitize]04,,,,,,1,,,,,,,1
AZ2[sanitize]15[sanitize]04,,,,,,,,1,,,,,1
AZ3[sanitize]11[sanitize]01,,,,,,1,,,,,,,1
AZ4[sanitize]11[sanitize]07,,,,,,,,,1,,,,1
AZ4[sanitize]11[sanitize]09,,,,,,,,1,,,,,1
AZ4[sanitize]12[sanitize]01,,,,,,1,,,,,,,1
AZ4[sanitize]15[sanitize]07,,,,,,,,1,,,,,1
AZ4[sanitize]15[sanitize]15,,,1,,,,,,,,,,1
B1001_,,,,1,,,,,,,,,1
B1025_,,,,,,,,,,1,,,1
B1289_,,,,,,,,,1,,,,1
B1333_,,,,,,,1,,,,,,1
B1682_,,,1,,,,,,,,,,1
B1712_,,,,,,,,,,1,,,1
B1758_,,,,,1,,,,,,,,1
B2163_,,,,,1,,,,,,,,1
B2165_,,,,,1,,,,,,,,1
B2401_,,,1,,,,,,,,,,1
B2613_,,,,,,,,,,1,,,1
B2614_,,,,,,,,,,1,,,1
B2699_,,,,,,,,,1,,,,1
B2701_,,,,,,,,,1,,,,1
B2707_,,,,,,,,,1,,,,1
B2771_,,,,,,1,,,,,,,1
B2943_,,,,,,,,,1,,,,1
B2944_,,,,,,,,,1,,,,1
B3052_,,,,,,,,,1,,,,1
B3277_,,,1,,,,,,,,,,1
B3280_,,,,,,,,,1,,,,1
B3283_,,,,,,,,,1,,,,1
B3286_,,,,,,,,,1,,,,1
B3292_,,,1,,,,,,,,,,1
B3550_,,,,,,,,,,1,,,1
B3729_,,,,1,,,,,,,,,1
B3765_,,,,,,,,,1,,,,1
B3869_,,,,,,,,,1,,,,1
B4092_,,,,,,,,1,,,,,1
B4094_,,,,,,,,1,,,,,1
B4095_,,,,,,,,1,,,,,1
B4129_,,,,,,,,,,1,,,1
B4146_,,,,,,,,,,,,1,1
B4398_,,,,,,,,,1,,,,1
B4770_,,,1,,,,,,,,,,1
B4774_,,,,1,,,,,,,,,1
B5063_,,1,,,,,,,,,,,1
B5162_,,,,,,,,,1,,,,1
B5163_,,,,,,,,,1,,,,1
B5165_,,,,,,,,,1,,,,1
B5167_,,,,,,,,,1,,,,1
B5168_,,,,,,,,,1,,,,1
B5182_,,,,,,,,,,1,,,1
B5222_,,,,,,,,,,,,1,1
B5435_,,,,,,,,,1,,,,1
B5437_,,,,,,,,,1,,,,1
B5438_,,,,,,,,,1,,,,1
B6410_,,1,,,,,,,,,,,1
B6520_,,,,,,,,,1,,,,1
B6521_,,,,,,,,,1,,,,1
B6555_,,,,,1,,,,,,,,1
B6560_,,,,,1,,,,,,,,1
B6561_,,,,,1,,,,,,,,1
B6602_,,,,1,,,,,,,,,1
B6603_,,,,1,,,,,,,,,1
B7086_,,,1,,,,,,,,,,1
B7213_,,,1,,,,,,,,,,1
B7334_,,,,,1,,,,,,,,1
B7350_,,,1,,,,,,,,,,1
B7403_,,,,,,,1,,,,,,1
B7540_,,,,,,,1,,,,,,1
B7612_,,,,,,,,,,1,,,1
B7642_,,,,,,,,,,1,,,1
C2325_,,,,,,,,1,,,,,1
C3053_,,,,,,,,,,,,1,1
C3101_,,,,,,,,,,,1,,1
C3104_,,,,,,,,,,,1,,1
C3105_,,,,,,,,,,,,1,1
C3238_,,,,,,,,,1,,,,1
C3306_,,,,,,,,,,,1,,1
C3308_,,,,,,,,,,,1,,1
C3309_,,,,,,,,,,,1,,1
C3315_,,,,,,,,,,,1,,1
C3317_,,,,,,,,,,,1,,1
C3318_,,,,,,,,,,,1,,1
C3323_,,,,,,,,,,,1,,1
C3424_,,,,,,,,,,,1,,1
C3428_,,,,,,,,,,,1,,1
C3459_,,,,,,,,,,,1,,1
C3673_,,,,,,,,1,,,,,1
choju,,,,1,,,,,,,,,1
choju2,,,,1,,,,,,,,,1
D1190_,,,,,,,1,,,,,,1
D1192_,,,,,,,1,,,,,,1
D1792_,,,,,,,,,,,1,,1
D2053_,,,,,,,,1,,,,,1
D2444_,,1,,,,,,,,,,,1
D2448_,,1,,,,,,,,,,,1
D2892_,,,,,,,1,,,,,,1
D3002_,,,,,,,,1,,,,,1
D3062_,,,,,,,1,,,,,,1
D3523_,,,,,1,,,,,,,,1
D3527_,,,,,1,,,,,,,,1
D3528_,,,,,1,,,,,,,,1
D3541_,,,,,1,,,,,,,,1
D3858_,,,,,,,,,1,,,,1
D4285_,,,,,,,1,,,,,,1
D4915_,,,,,,,1,,,,,,1
D4940_,,,,,,,1,,,,,,1
D5143_,,,,,,,,,1,,,,1
D5247_,,,,,,,,1,,,,,1
D5604_,1,,,,,,,,,,,,1
D7149_,,,,,,,1,,,,,,1
D7180_,,,,,1,,,,,,,,1
D7490_,,,,,,,1,,,,,,1
D7598_,,1,,,,,,,,,,,1
D7717_,,,1,,,,,,,,,,1
D7755_,,,,,1,,,,,,,,1
D8019_,,1,,,,,,,,,,,1
D8021_,,1,,,,,,,,,,,1
Ｄ8034_,,,,,,,,,,,1,,1
D8079_,,,,,1,,,,,,,,1
ddaicho,,,,,,,,,,,,1,1
ddaicho2,,,,,,,,,,,,1,1
E165_,,,,,,,,,1,,,,1
E25_,,,,,1,,,,,,,,1
E72_,,,,,,,,,1,,,,1
FJC[sanitize]11[sanitize]01,,,1,,,,,,,,,,1
FJC[sanitize]13[sanitize]05,,1,,,,,,,,,,,1
FJC[sanitize]14[sanitize]01,,,,,,,,,,,,1,1
FJC[sanitize]15[sanitize]07[sanitize]2,,,,1,,,,,,,,,1
FJC[sanitize]20[sanitize]05,,,1,,,,,,,,,,1
FN1[sanitize]11[sanitize]06,,,,,1,,,,,,,,1
FN1[sanitize]11[sanitize]10,,,,1,,,,,,,,,1
FN1[sanitize]11[sanitize]22,,,,,,,1,,,,,,1
FN1[sanitize]77[sanitize]01,,,,1,,,,,,,,,1
FN3[sanitize]11[sanitize]07,,,,,,,,,,,1,,1
FTC[sanitize]11[sanitize]07,,,,,,,,,,,1,,1
FTC[sanitize]11[sanitize]22,,,,,,,,,,,,1,1
FTC[sanitize]20[sanitize]43,,,,1,,,,,,,,,1
HKC[sanitize]11[sanitize]01,,1,,,,,,,,,,,1
HKC[sanitize]11[sanitize]02,,,1,,,,,,,,,,1
HKC[sanitize]11[sanitize]06,,,1,,,,,,,,,,1
HKC[sanitize]11[sanitize]08,,1,,,,,,,,,,,1
HKC[sanitize]11[sanitize]14,,,,,,,,1,,,,,1
HKC[sanitize]15[sanitize]06,,,,,,,,1,,,,,1
HKC[sanitize]20[sanitize]03,,,,,,,,1,,,,,1
HNC[sanitize]15[sanitize]12,1,,,,,,,,,,,,1
HNC[sanitize]15[sanitize]13,,,,,,1,,,,,,,1
HNC[sanitize]15[sanitize]31,1,,,,,,,,,,,,1
HNC[sanitize]20[sanitize]102,1,,,,,,,,,,,,1
HNC[sanitize]20[sanitize]18,1,,,,,,,,,,,,1
HOC[sanitize]13[sanitize]02,,,,,,,,,1,,,,1
HOC[sanitize]15[sanitize]17[sanitize]1,,,,,,,1,,,,,,1
HOC[sanitize]20[sanitize]07,,,,,,,,,,1,,,1
HOC[sanitize]20[sanitize]10,,,,,,,,,,1,,,1
HS1[sanitize]11[sanitize]11,,1,,,,,,,,,,,1
HS1[sanitize]15[sanitize]06,,1,,,,,,,,,,,1
HYC[sanitize]11[sanitize]09,,,,,,1,,,,,,,1
HYC[sanitize]15[sanitize]14[sanitize]3,,,,,,,,,,1,,,1
HYC[sanitize]15[sanitize]29[sanitize]7,,,,,,,1,,,,,,1
IND[sanitize]20[sanitize]02,,,,1,,,,,,,,,1
IT1[sanitize]11[sanitize]37,,,,,,,,,,,1,,1
