,2017年,,,,,,,,,2018年,,,
はなまるキッズクリニック,,,5,,7,,,4,,,17,,33
上板橋駅周辺の放置禁止区域図,10,4,2,3,4,,3,1,,,2,4,33
大禮保育園,2,8,2,9,,3,3,2,,,,4,33
高島平調剤薬局,2,1,2,3,3,3,3,3,4,4,1,3,32
高島陸橋交差点B自転車駐車場（有料）,5,6,,3,6,2,,2,2,1,3,2,32
志村橋保育園,2,,1,,12,12,,,2,2,1,,32
松葉保育園,10,3,2,7,,2,1,,,2,1,4,32
No.59遺跡,4,2,6,6,,,1,,3,6,3,,31
NPO法人みんなのセンターおむすび,5,1,3,1,4,3,2,2,3,3,3,1,31
向原中学校,2,,,,,3,3,,1,1,1,20,31
成増アクトホール,,2,12,1,,3,13,,,,,,31
泉福寺,3,,1,1,,,2,5,4,6,3,6,31
道路補修工事（1701）,2,1,5,10,4,5,4,,,,,,31
ソーシン薬局ときわ台店,1,1,1,2,1,3,3,3,4,5,3,3,30
高島平福祉園分場,,,1,2,,1,15,1,2,3,5,,30
桜川いこいの家,8,6,2,2,1,,1,2,2,,2,4,30
よりふじ医院,,,,3,5,,,,,,18,3,29
志村さかした保育園,,13,,4,1,,,2,,2,2,5,29
小豆沢体育館,8,4,1,5,,,3,1,,4,3,,29
小茂根図書館,2,1,12,4,1,,,1,,,1,7,29
東光寺,3,4,1,,,4,3,3,1,2,2,6,29
徳丸地域センター管理事務所,1,,,1,,,,5,6,5,5,6,29
文化会館,,2,4,3,,2,,9,3,1,4,1,29
みどり薬局,2,,1,5,2,1,2,,2,7,3,3,28
やまと保育園,7,4,2,1,3,,1,,,2,,8,28
加賀保育園,4,2,4,7,2,3,2,2,,1,1,,28
高島平駅西口自転車駐車場（有料コイン式）,5,3,4,1,2,4,1,,3,,4,1,28
秀クリニック,,5,,,,5,7,,6,2,,3,28
小竹向原駅周辺放置禁止区域図,6,3,,9,,4,1,,1,,2,2,28
赤塚ルート　１１旧粕谷家住宅,,,1,2,1,,,,,3,1,20,28
前野地域センター管理事務所・エコポリスセンター・前野いこいの家,,1,,,,,,5,5,4,5,8,28
No.159遺跡,5,1,3,,,2,1,,3,,8,4,27
No.164遺跡,2,5,1,1,3,2,3,,3,3,2,2,27
うさぎ薬局,1,,1,2,1,4,2,1,4,7,3,1,27
おとしより保健福祉センター,2,,7,2,5,2,3,2,2,1,,1,27
ニック向原薬局,,1,2,2,1,3,3,3,3,3,3,3,27
開運堂今井薬局,1,,1,3,3,2,1,2,2,6,3,3,27
舟渡いこいの家,2,5,5,1,,1,5,2,1,1,3,1,27
笑和生活薬局,,,,1,2,,,2,14,3,2,3,27
西台図書館,2,5,11,1,1,2,1,,,3,,1,27
仲町ふれあいセンター（ふれあい館・区民事務所・地域センター）,,,1,,,1,,6,4,5,3,7,27
天木診療所,,,,,,,2,4,3,,13,5,27
No.100遺跡,4,,1,8,9,2,1,1,,,,,26
おおにし薬局,1,1,1,3,1,2,1,3,1,6,3,3,26
グローバルキッズ上板橋園,,1,1,,,2,6,11,,2,,3,26
下赤塚小学校,4,3,2,4,1,7,2,2,,,1,,26
高島陸橋交差点E自転車駐車場（有料）,9,4,4,1,,2,2,1,,2,1,,26
志村三丁目駅周辺放置禁止区域図,5,6,,1,2,2,2,,2,1,2,3,26
上板橋健康福祉センター内集会所,1,5,2,2,4,1,5,2,,1,3,,26
相生保育園,1,4,,1,3,5,,2,,,,10,26
No.130遺跡,3,1,,,,1,5,4,2,2,3,4,25
No.2遺跡,5,,,1,6,,1,2,9,,,1,25
No.99遺跡,2,5,1,,3,1,1,10,,,1,1,25
グリーンカレッジホール（シニア学習プラザ）,2,2,1,1,,1,5,,1,9,2,1,25
さくら薬局赤塚新町店,1,,,,1,3,2,1,,2,1,14,25
ひまわりキッズガーデン城山,3,3,1,1,2,1,2,1,1,2,4,4,25
向原保育園,2,1,,8,1,3,2,1,1,,4,2,25
常盤台集会所,2,,,3,2,1,1,5,2,3,2,4,25
大和いこいの家,,,5,2,2,1,3,,1,5,2,4,25
徳丸ヶ原庭球場,5,3,3,4,,1,,1,2,1,,5,25
No.104遺跡,12,4,,1,1,4,1,1,,,,,24
ほけんの窓口　大山ハッピーロード,7,1,7,3,,1,,1,1,,1,2,24
公文書館,1,1,5,1,2,2,1,1,,1,5,4,24
坂下三丁目保育園,3,10,2,,,6,,1,,1,1,,24
新高島平駅南自転車駐車場（有料コイン式）,3,7,1,2,2,,1,,3,1,1,3,24
中台ふれあい館,1,5,6,2,1,2,1,,,2,1,3,24
道路補修工事（5）,,,15,,4,5,,,,,,,24
南條薬局,2,1,1,2,1,3,4,,1,3,4,2,24
氷川つり堀公園,3,6,1,,1,5,2,,1,,1,4,24
ＪＲ埼京線　板橋駅,1,,,,1,,,,4,1,7,9,23
No.111遺跡,1,2,1,,,,4,4,,7,4,,23
さかうえ保育園,4,2,5,1,1,3,1,1,1,1,1,2,23
弘瀬医院,7,,,4,,3,,,4,,5,,23
志村坂上地域センター志村コミュニティホール,,,1,,1,4,,,,5,6,6,23
成増生涯学習センター,5,5,2,1,2,1,3,,2,2,,,23
西台保育園,2,1,1,1,2,,6,1,3,,,6,23
大谷口地域センター管理事務所,1,,1,,1,4,,,,2,6,8,23
第一保育園,,5,1,3,,1,4,1,3,,,5,23
道路補修工事（1703）,6,,6,,8,3,,,,,,,23
南前野保育園,3,1,3,1,,6,4,2,1,,,2,23
No.105遺跡,1,5,,,2,,,,11,,3,,22
加賀二丁目公園,,2,,7,4,3,2,2,,,2,,22
今村医院,,,,,,,,,3,19,,,22
志村ふれあい館,4,2,2,3,1,1,1,,2,4,2,,22
仲宿保育園,4,,3,,2,2,2,1,1,4,1,2,22
東新いこいの家,2,1,4,2,2,2,3,2,,1,1,2,22
道路補修工事（1713）,4,3,11,4,,,,,,,,,22
板橋第一小学校,6,2,4,1,,2,3,1,,2,1,,22
緑が丘保育園,4,2,1,4,1,,,2,,,3,5,22
圓福寺,1,5,1,3,8,,,1,,3,,,22
No.158遺跡,5,1,4,,,2,1,,2,1,3,2,21
No.172遺跡,5,3,,,2,3,1,,4,2,,1,21
加賀藩下屋敷跡,6,,2,2,3,3,2,,,2,1,,21
戸田一般野球場10面,5,1,4,5,,2,,,2,,,2,21
四ツ又公園,,2,,3,1,2,1,,3,4,2,3,21
植村冒険館,3,2,4,4,1,,1,,1,2,1,2,21
前野いこいの家,3,1,5,2,,4,,1,3,,2,,21
道路補修工事（２）,,,5,1,6,4,1,3,1,,,,21
徳丸ケ原公園,,6,4,2,1,1,2,1,,1,1,2,21
板橋区保健所・板橋健康福祉センター,5,3,3,2,1,3,,,2,,,2,21
板橋三丁目縁宿広場,,4,3,1,1,1,3,5,1,,1,1,21
板橋大山公園,,,1,4,2,2,,7,3,,,2,21
平成29年6月14日午前5時頃,,,3,1,1,,1,2,6,3,4,,21
弥生保育園,1,1,,1,,8,4,1,1,,2,2,21
蓮根いこいの家,3,2,4,1,,,2,2,4,,1,2,21
No.118遺跡,,,,8,,,,,,,12,,20
橋りょう維持工事（１）,,,5,7,6,2,,,,,,,20
山中児童遊園内集会所,2,,,3,2,,4,1,,5,2,1,20
松月院,3,1,,3,,2,5,3,,1,1,1,20
常盤台小学校,5,4,2,4,,,2,1,2,,,,20
西台いこいの家,,2,5,2,4,,2,,,,2,3,20
前野町一丁目広場,,3,4,,1,1,,1,1,,5,4,20
板橋駅前公園,2,6,2,2,1,2,,,3,,2,,20
板橋第五小学校,4,3,3,2,1,1,3,2,,,,1,20
本町にぎわい広場,,3,1,1,,1,1,4,3,2,3,1,20
No.145遺跡,4,3,1,4,,1,,1,,1,1,3,19
No.162遺跡,8,2,1,,2,,1,1,,2,2,,19
あいあい保育園,,4,1,,4,1,2,2,2,1,1,1,19
おんだ薬局,,,1,3,1,3,3,2,1,2,1,2,19
ことぶき薬局大山店,4,,,,,,1,4,6,4,,,19
ときわ台保育園,2,1,1,2,1,5,3,2,1,,,1,19
街頭消火器,19,,,,,,,,,,,,19
赤塚新町保育園,3,1,,2,1,,6,3,1,2,,,19
赤塚保育園,7,3,,1,2,2,2,2,,,,,19
早川医院,5,3,5,6,,,,,,,,,19
大谷口保育園,1,7,4,2,,1,2,,,1,1,,19
帝京大学医学部附属病院,6,,7,3,,,1,,,,1,1,19
東新集会所,1,,,1,2,,1,3,4,,7,,19
東新保育園,4,1,2,4,2,3,,3,,,,,19
道路補修工事（1）,,,4,1,3,3,1,7,,,,,19
板橋四丁目50～番地先,,,,,,,,1,5,6,5,2,19
板橋第二小学校,2,3,2,,1,3,5,3,,,,,19
平成29年2月25日（土）20時頃,3,2,3,,4,,,,3,1,3,,19
蓮根福祉園,1,1,5,1,3,2,,,1,4,1,,19
No.134遺跡,,,1,1,3,3,,3,1,,2,4,18
No.163遺跡,10,1,,,1,,1,,,,3,2,18
みなみ保育園,4,2,,3,2,1,3,2,1,,,,18
メリーポピンズ東武練馬ルーム,1,,,,,3,3,3,3,,3,2,18
郷土資料館,2,8,3,2,,1,,,,1,,1,18
戸田少年硬式軟式兼用野球場Ａ面,4,3,5,1,3,,,,,1,,1,18
高島平つぼみ保育園,1,4,4,,,,,5,1,,2,1,18
志村警察署前野町交番,1,,1,,,,,,,1,14,1,18
前野保育園,2,10,,,,,1,1,,,,4,18
中板橋保育園,1,1,1,5,2,2,4,2,,,,,18
道路補修工事（3）,,,10,1,1,5,,,,1,,,18
日経印刷株式会社 グラフィックガーデン,,,6,1,3,,7,,1,,,,18
平成28年1月31日（日）17時頃,,1,3,1,,,2,,3,5,3,,18
平成29年1月12日（木）19時頃,5,,1,1,2,1,,1,2,2,2,1,18
平成29年6月19日午前11時25分頃,,,10,,3,,,,3,,,2,18
北角診療所,,,,,,,,4,12,2,,,18
No.144遺跡,2,4,1,3,,,1,,2,1,1,2,17
No.157遺跡,1,1,2,1,2,3,,,2,1,3,1,17
No.161遺跡,3,1,2,1,4,,1,1,,1,3,,17
NPO法人ワーカーズコープ「どんぐりのおうち」,2,,,1,1,3,2,1,3,2,,2,17
グローバルキッズ板橋園,2,5,2,2,3,1,1,,,,1,,17
けやきの公園,,5,1,1,,4,1,1,,,2,2,17
こぶし保育園,1,1,,8,1,,1,3,1,1,,,17
しらさぎ 保育園,,13,,,2,,,1,,1,,,17
ねづクリニック,,,,,3,,3,4,,7,,,17
わかたけかなえ保育園,2,1,,,,6,,2,,4,,2,17
旭保育園,,5,1,1,1,1,2,1,,,,5,17
大谷口二丁目集会所,2,5,,3,3,1,,1,,,,2,17
道路補修工事（緊急工事）（１）,,,4,,6,7,,,,,,,17
徳丸福祉園,,,3,5,1,,,5,,1,1,1,17
南板橋公園,,6,,1,2,3,1,,,,3,1,17
板橋四丁目14～59番地先,,,,,,,,1,3,7,4,2,17
板橋消防署,,,,1,2,1,,2,2,1,,8,17
板橋第八小学校,2,,2,2,,2,7,,1,,,1,17
板橋明星幼稚園,8,,1,2,,,,,3,,2,1,17
浮間舟渡駅周辺放置禁止区域図,2,1,,1,3,1,1,1,,1,3,3,17
平尾宿名主屋敷跡,,2,3,,,2,2,3,,2,,3,17
遍照寺,,2,,1,4,2,2,3,,2,,1,17
No.155遺跡,3,3,1,1,,2,,1,,1,4,,16
かえで保育園,3,2,2,,,1,1,1,3,,3,,16
ダイエー西台店,4,3,2,2,1,1,1,1,1,,,,16
愛和保育園,3,1,1,,1,2,3,3,,1,1,,16
稲荷神社,7,3,,2,,,,3,,,,1,16
戸田硬式軟式兼用野球場 B面,4,2,5,2,,1,,,,,,2,16
幸町集会所,3,,7,,,1,,2,1,2,,,16
高島平二丁目集会所,3,1,2,,,6,2,,,,,2,16
志村ベビールーム,,1,1,1,2,1,,4,1,1,1,3,16
志村坂上駅,4,1,1,2,,1,1,1,,2,1,2,16
志村第四中学校,2,,5,2,2,,5,,,,,,16
七軒家集会所,1,1,2,,,,1,3,2,3,1,2,16
若木保育園,2,1,5,1,1,,2,1,,,2,1,16
小桜保育園,1,1,,2,,4,2,,2,,2,2,16
水久保公園内集会所,1,4,2,,,2,,,,2,5,,16
赤塚図書館,,1,3,2,1,2,1,1,1,2,1,1,16
太陽の子保育園,2,4,5,1,1,1,1,,,,1,,16
道路補修工事（10）,,,,,,4,3,5,4,,,,16
道路補修工事（22）,,,,,,,,6,4,1,1,4,16
No.103遺跡,5,1,1,3,1,,3,,,,1,,15
No.140遺跡,,,2,1,,1,1,2,1,2,,5,15
No.154遺跡,1,,,,,3,1,2,,1,7,,15
まなぽーと大原（大原生涯学習センター）,3,7,,1,,,,2,1,1,,,15
みゆき薬局,1,,1,3,1,3,2,,,,1,3,15
加賀庭球場,2,1,1,4,,1,2,2,,,1,1,15
共助会医院,,5,,7,,3,,,,,,,15
戸田一般野球場9面,3,,3,1,1,1,3,1,,1,1,,15
紅梅保育園,1,5,,3,1,,2,2,,,1,,15
高島平一丁目第三公園内集会所,1,4,1,1,,,,,5,1,1,1,15
高島平図書館,2,,5,1,1,1,1,,,3,,1,15
四葉公園,,,1,2,,,2,1,,5,,4,15
十字堂薬局板橋店,1,,1,4,2,1,2,1,2,,,1,15
赤塚新町光が丘集会所,3,,,,,2,,3,2,,2,3,15
赤塚土木事務所,4,4,1,,2,,1,,,2,,1,15
都立赤塚公園,2,3,2,,1,,3,,,3,1,,15
板橋第二中学校,4,1,2,1,,3,4,,,,,,15
板橋土木事務所,5,2,,5,,,,,,,,3,15
氷川土合公園,,1,,2,,2,3,1,3,,3,,15
浮間舟渡フットサルパーク,5,2,3,1,,,1,,,2,,1,15
薬局くすりの福太郎上板橋店,3,,2,3,,2,3,,,,,2,15
蓮根三丁目公衆トイレ,,,,1,2,12,,,,,,,15
No.110遺跡,1,1,,4,1,,2,1,1,3,,,14
No.112遺跡,7,,1,,,1,1,1,,2,1,,14
No.141遺跡,,,2,1,,1,,2,5,1,,2,14
No.15遺跡,2,,1,1,,2,3,,1,,2,2,14
No.33遺跡,1,1,,2,,,3,1,3,,2,1,14
No.47遺跡,,1,,6,2,1,2,,,1,1,,14
No.61遺跡,2,1,,,3,3,,1,,2,2,,14
NR4-13-20,,,,,,,,,,,,14,14
アスクときわ台保育園,,2,,,,5,5,1,,1,,,14
ソラスト成増（A型）,4,6,2,,,,,1,,1,,,14
ダイエー成増店,1,4,,,2,1,1,2,1,,1,1,14
なかいたばしさくらさくほいくえん,,7,1,,,,1,4,,,,1,14
はすね鈴薬局,,1,,,1,3,3,2,,,1,3,14
マハヤナ第二保育園,,1,3,1,1,1,2,,1,,1,3,14
敬隣保育園,1,1,3,,2,1,2,,,,1,3,14
紅梅小学校,1,1,2,,,,5,1,2,,,2,14
高島平さつき保育園,3,,1,,3,1,2,2,,1,,1,14
昆虫公園,1,7,1,,,,,1,,2,1,1,14
坂下二丁目集会所,1,,,,,1,4,,,1,2,5,14
志村消防署,2,1,,1,,,,5,1,,,4,14
成増駅,1,2,,2,3,,,2,2,,,2,14
西高島平駅周辺放置禁止区域図,4,,,,2,2,1,,2,3,,,14
赤塚ルート　旧粕谷家住宅～徳丸北野神社（田遊び）,,,,1,,,,,,2,2,9,14
赤塚第三中学校,3,1,,1,,2,1,1,1,,2,2,14
赤塚六丁目保育園,2,1,,,4,3,1,2,1,,,,14
増福寺,1,,,,,3,,4,1,4,1,,14
竹の子公園,1,7,,1,,2,,,,,1,2,14
東京高齢協　ふじみ,2,2,1,,,1,1,,,2,,5,14
道路補修工事（11）,,,,,,6,4,1,3,,,,14
道路補修工事（12）,,,,,,,,2,5,6,1,,14
道路補修工事（1709）,3,1,10,,,,,,,,,,14
道路補修工事（20）,1,,,,,,,3,3,6,1,,14
道路補修工事（21）,3,,,,,,,3,2,4,,2,14
徳丸東遺跡,,,,1,,,,2,,1,2,8,14
南常盤台一丁目集会所,2,1,3,1,1,,,,2,1,2,1,14
日生板橋区役所前保育園ひびき,,3,3,,,1,2,,,,4,1,14
保険deあんしん館大山ハッピーロード店,9,1,,,,,,,2,,,2,14
薬局トモズ大山店,,,,,,,,1,4,6,2,1,14
蓮根保育園,1,,1,1,1,,,1,1,1,4,3,14
No.109遺跡,2,4,,,1,1,,,1,,1,3,13
No.133遺跡,,1,1,,9,,1,,,1,,,13
No.135遺跡,1,3,2,,,,,1,1,2,,3,13
No.18遺跡,1,,,,,,,2,1,,5,4,13
さくら薬局本店,1,,1,3,4,4,,,,,,,13
サミットストア　板橋弥生町店,1,,4,1,2,,,,1,,,4,13
にじいろ保育園上板橋,,3,1,,,,,5,,,2,2,13
戸田一般野球場5面,4,1,2,,1,,1,1,,2,,1,13
荒川戸田橋サッカー場A面,5,,3,2,1,,,1,,,,1,13
高島平温水プール,5,,3,1,1,,1,,,,1,1,13
坂下三丁目保育園（仮園舎）,6,7,,,,,,,,,,,13
三鈴電工販売株式会社,,,,,4,,9,,,,,,13
山中児童遊園,,,1,1,1,1,,1,3,1,2,2,13
小豆沢野球場Ａ面,4,2,2,,,1,1,,,,1,2,13
障がい者福祉センター,1,4,1,4,,2,,,,,,1,13
仁天堂薬局,,1,1,1,2,,1,2,,1,3,1,13
成増小学校,1,2,,,,2,5,1,,2,,,13
成増図書館(アートギャラリー),1,,6,2,,,1,,,1,,2,13
清水町集会所,3,,,,,,1,2,1,1,4,1,13
西台集会所,2,2,3,1,3,1,,,,,,1,13
赤塚高台集会所,3,,,,2,,1,3,,,2,2,13
赤塚福祉園,1,,3,2,,4,,1,1,1,,,13
仲宿ふれあい広場,,4,1,1,,1,5,,,1,,,13
都市計画道路補助第87号線整備工事（下水道）,,,,,,3,2,4,2,1,,1,13
東京自由保育園,1,1,1,2,2,2,1,,,,3,,13
道路補修工事（14）,,,,,2,5,,4,,2,,,13
道路補修工事（1711）,5,2,5,,1,,,,,,,,13
道路補修工事（1714）,3,4,5,1,,,,,,,,,13
特別養護老人ホーム　ブルーポピーアネックス,5,1,3,,,,1,,,,,3,13
麦の子保育園,4,5,,,,2,,,,,,2,13
板橋区公文書館,,,9,1,,,,2,,,,1,13
板橋宿本陣跡,,1,,,,4,,5,,,3,,13
氷川町小規模保育園,,,,2,2,2,3,,,,1,3,13
風の子保育園,4,1,,1,2,2,2,,1,,,,13
北野保育園,2,4,,,,,3,,1,,1,2,13
本町児童遊園,,2,,1,1,1,4,1,,3,,,13
本町集会所,3,,1,1,,,,,,,5,3,13
本蓮沼駅前いずみ公園,,1,4,,4,3,,1,,,,,13
友和保育園,2,3,,3,,,1,1,1,,2,,13
蓮沼薬局,,,,,1,3,3,2,1,2,,1,13
No.136遺跡,,2,2,,1,,,1,,1,1,4,12
No.139遺跡,,1,4,,,,1,1,2,1,,2,12
No.147遺跡,,1,,1,1,3,,4,,1,1,,12
No.96遺跡,,,1,2,,4,,,5,,,,12
YUMEパーク大和町,2,1,1,,3,,2,,,2,1,,12
コウシン薬局,,,1,2,1,2,,1,2,1,2,,12
サイゼリヤ　板橋大山駅前店,1,1,,,,2,,4,1,,,3,12
デニーズ　大山東町店,2,1,4,,2,,,1,1,,,1,12
ベルクスモール浮間舟渡,1,,3,1,,,1,,1,1,1,3,12
延命寺,3,,,,,,1,3,,,3,2,12
戸田硬式軟式兼用野球場Ａ面,6,2,1,,,1,,,,,,2,12
向台保育園,3,1,1,5,,,1,,,,,1,12
高砂鐵工株式会社,,,2,,1,1,8,,,,,,12
高島平ベビールーム,,,3,1,2,,,,1,3,2,,12
高島平一丁目集会所,2,3,,,,,1,,2,,1,3,12
高島平五丁目第二公園内集会所,2,1,,,,,,3,2,4,,,12
高島平七丁目公園内集会所,1,,4,,,1,3,,,1,,2,12
高島平少年サッカー場,9,,1,,,,,1,,,1,,12
志村坂下小学校,1,3,2,2,1,,1,,,1,1,,12
志村第一小学校,4,,,1,2,2,2,,,,1,,12
志村第三小学校,6,,,,2,,1,3,,,,,12
上板橋第四小学校,3,1,5,,,,2,,,,,1,12
西前野保育園,1,1,,2,,1,2,1,,,1,3,12
大谷口北町集会所,4,,,,,,4,,2,,1,1,12
稚竹幼稚園,1,2,1,4,,1,,1,,2,,,12
中丸児童遊園内集会所,2,2,1,,1,2,1,,,,1,2,12
仲宿集会所,1,2,,2,1,1,,,3,2,,,12
東京都健康長寿医療センター（旧東京都老人医療センター）,,1,1,2,,,,3,,1,,4,12
道路築造工事（都市計画道路補助第173号線）,,,,,,,,6,2,,3,1,12
道路補修工事（24）,,,,,,,,3,3,5,1,,12
徳丸ヶ原公園内集会所,2,1,,,,6,1,,1,,,1,12
日生あずさわ保育園ひびき,,4,1,,1,1,3,,,1,,1,12
板橋,,,,,2,2,3,5,,,,,12
板橋税務署,4,,,2,1,1,,,,,1,3,12
富士見西児童遊園,,,2,2,1,3,2,1,,,1,,12
富士見台小学校,1,1,1,1,,1,,,,,7,,12
保健福祉オンブズマン室,1,,2,1,1,1,3,,,,,3,12
豊島病院,1,1,1,5,,1,,,,,2,1,12
陽光保育園,,,2,2,,,1,,3,1,3,,12
緑小学校,6,,1,,,1,3,1,,,,,12
蓮根集会所,2,1,,3,,,2,1,2,,,1,12
dawntest,,8,,,,,,,,,3,,11
No.171遺跡,2,,5,,1,,1,,1,,,1,11
No.29遺跡,1,,,1,1,1,,,1,,,6,11
No.63遺跡,,,,,3,1,1,1,,5,,,11
No.71遺跡,,,2,1,,,1,2,1,1,2,1,11
No.98遺跡,,1,3,,1,,,1,,1,2,2,11
イトーヨーカドー　上板橋店,,1,,1,1,2,1,,,3,,2,11
イトーヨーカドー上板橋店,,1,,4,1,2,1,1,1,,,,11
コスモメイト成増保育園本園,,1,4,,,2,1,,,,3,,11
コモディイイダ　ハッピーロード大山店,,,1,1,,2,,,4,,,3,11
さんさん薬局,,,,,1,2,1,2,3,2,,,11
ジョナサン　板橋仲宿店,1,,1,,1,1,,1,2,1,,3,11
セブンタウン小豆沢,1,4,,3,,1,,2,,,,,11
たつの子保育園,,,,,,5,,6,,,,,11
ひまわりキッズガーデン大原,1,,1,,2,1,1,,3,1,,1,11
プラザ薬局,1,,,,2,2,1,2,1,2,,,11
ライフ　板橋店,,,,,,2,,2,1,1,4,1,11
ローズ薬局,,1,,1,2,,,1,2,1,3,,11
企業活性化センター,,1,2,1,,2,2,,,1,2,,11
旧板橋町役場跡地,,,,1,1,2,2,4,,,1,,11
教育相談所成増分室,1,3,2,,1,1,,,,2,,1,11
戸田一般野球場11面,3,,1,2,1,2,,,,,,2,11
戸田一般野球場8面,3,,3,,,1,,,1,1,,2,11
荒川戸田橋緑地,,,5,,,,1,2,,,2,1,11
高島平すみれ保育園,1,1,,,,,,,,1,1,7,11
高島平ふれあい館,1,2,3,2,1,,,1,,,,1,11
高島幼稚園,2,3,4,,,1,,,,,,1,11
志村第五小学校,4,,3,1,,,1,,,2,,,11
志村第六小学校,3,1,1,,2,,,,,,2,2,11
舟渡保育園,4,,3,,,,,1,,2,,1,11
小豆沢一丁目13～小豆沢二丁目12番地先,,,,,,,,2,3,5,1,,11
赤塚諏訪神社のこぶケヤキ,1,,,1,,,,2,,,,7,11
総合ケアセンター　若葉ゆめの園,3,,2,2,,,,1,,,,3,11
大山保育園,,2,,2,,,3,,,,2,2,11
大谷口小学校,3,,2,2,,,2,,,2,,,11
地域ケアセンター　ビオラ,6,,1,1,,,1,,1,,,1,11
仲宿商店街一帯,,,,1,,,,,,1,,9,11
東京家政大学「森のサロン」,1,,3,,,1,,1,2,1,1,1,11
東新ベビールーム,,,7,,1,1,1,1,,,,,11
東武東上線  大山駅,,,2,1,,,,,,2,,6,11
東武東上線  中板橋駅,5,1,2,,,1,,1,,,,1,11
道路補修工事（13）,,,,,,,,3,2,6,,,11
道路補修工事（25）,,,,,,,,2,4,3,,2,11
徳丸ヶ原,2,,,1,1,,,,,,7,,11
認定こども園板橋向原幼稚園,,,3,2,1,1,,,,1,1,2,11
板橋警察署大山町交番,,,,1,,1,2,1,,,1,5,11
板橋第七小学校,1,,1,3,,2,3,,,,1,,11
北部公園事務所,,5,1,1,,,1,2,,1,,,11
蓮根三丁目公園,,,1,3,,7,,,,,,,11
蓮根小学校,1,3,,1,1,,1,1,2,,,1,11
蓮根第二小学校,2,2,,4,,2,,,,,,1,11
和敬保育園,1,2,,1,1,,4,,,,2,,11
IT2-11-63,1,,,2,2,2,,1,,,,2,10
No.138遺跡,1,,1,,1,,1,1,2,,,3,10
No.146遺跡,,1,3,1,,3,,,,1,1,,10
No.167遺跡,,1,,1,1,,5,,1,,,1,10
アスク上板橋保育園,1,,,2,,1,2,1,,,,3,10
こぶし保育園（公設民営）,3,1,,1,1,,,1,,1,2,,10
ときわ台駅,,2,1,1,,,1,1,2,1,,1,10
ひいらぎ保育園,,1,,3,,,,,,,2,4,10
ヒルマ薬局小豆沢店,,,,,1,3,2,1,,3,,,10
まなぽーと成増（成増生涯学習センター）,2,3,,2,,,2,,,,,1,10
メディスンショップなります薬局,,,5,,1,,1,1,,1,,1,10
ゆりの木保育園,3,,1,1,,,2,,,2,1,,10
栄町１９番遊び場,,,2,,1,2,,1,1,,3,,10
戸田橋少年野球場Ｅ面,4,1,,,2,1,,,1,,,1,10
戸田橋少年野球場Ｆ面,2,,2,1,2,,,1,,,,2,10
高島平くるみ保育園,4,1,1,,,,3,,1,,,,10
高島平つくし保育園,2,2,1,,,,2,1,,,2,,10
女性健康支援センター,2,2,2,1,1,1,,,,,,1,10
城北野球場Ｂ面,4,1,,3,,,,1,,,1,,10
新河岸公園内集会所,2,1,3,3,,,,,,,,1,10
水久保公園,,1,1,1,,4,,,2,,,1,10
水道局板橋南営業所,,1,1,,,3,,5,,,,,10
清水町第二集会所,1,1,,,1,1,2,,,1,3,,10
西台三丁目公園,,,,,3,3,,1,2,1,,,10
石神井川の桜並木（桜川地区～加賀地区）,2,,,,,4,1,3,,,,,10
赤塚しのがやと公園,,,1,,2,1,2,,,,3,1,10
前野町三丁目集会所,1,4,,1,1,1,,,,,2,,10
双葉町ひだまり公園,,3,1,,1,3,,1,1,,,,10
中宿脇本陣跡,,1,,,,5,,3,1,,,,10
東京都板橋都税事務所,1,,,1,1,1,1,1,1,,1,2,10
道路補修工事（15）,,,,,3,5,,,,1,1,,10
道路補修工事（1707）,3,2,4,1,,,,,,,,,10
徳丸ヶ原野球場,6,,,,,1,,1,,,,2,10
徳丸タウンブリッジ緑地,,,1,,1,1,1,3,,,,3,10
徳丸小学校,4,,1,2,,,2,,,1,,,10
板橋四丁目東公園,,2,,,,3,,,2,1,2,,10
板橋第一中学校,1,,,,3,3,1,2,,,,,10
板橋第十小学校,2,1,,2,1,1,,,1,1,1,,10
板橋第二公園,,2,2,,,2,,1,1,1,,1,10
板橋二丁目フレンドパーク,,2,,2,,1,1,1,,,3,,10
板橋郵便局,1,1,,,2,1,2,,,,3,,10
番場児童遊園,,3,,,,1,2,,1,,1,2,10
富士見台集会所,2,1,1,,,2,1,1,,1,1,,10
平成28年4月1日（金）13時頃,,1,1,1,2,,,,2,2,1,,10
平成28年8月11日（木）2時頃,2,,1,1,,1,,,3,1,1,,10
平和保育園,3,2,1,,,1,1,,,1,,1,10
蓮根二丁目公園,,3,2,2,,2,,1,,,,,10
cucul（美容室）,,,,,1,1,1,,1,2,1,2,9
No.131遺跡,,1,2,1,3,,,,,,1,1,9
No.137遺跡,1,2,,,1,,,2,1,,1,1,9
No.143遺跡,,,1,,1,,,1,1,1,2,2,9
No.148遺跡,,1,1,2,,2,,,,2,1,,9
No.150遺跡,1,,,2,,,,3,,,1,2,9
No.55遺跡,,2,2,3,,,,1,1,,,,9
No.77遺跡,,6,,1,1,,,,,,,1,9
キッズタウンむかいはら保育園,,4,,,,1,,1,1,,,2,9
さいわい保育園,1,3,,2,,,1,,,,1,1,9
ソラストときわ台第二（A型）,,6,,,,,1,2,,,,,9
ひまわりベビールーム小竹向原,,2,,3,,,2,,1,,1,,9
