,2018年,,,,,,,,,2019年,,,
小茂根一丁目児童遊園,,1,,1,,,,,,,,1,3
障がい者就労支援センター,,,,,2,,,,,,,1,3
上板橋第三中学校,1,,,,,,,,,,1,1,3
上板橋第二小学校あいキッズ,,,,1,,,,,,1,,1,3
上板富士公園,1,,,1,,,,,,1,,,3
常楽院,,,,,,1,,1,,1,,,3
常盤台ルート　１２茂呂遺跡,,,,2,,,,1,,,,,3
常盤台小学校通学区域,,,3,,,,,,,,,,3
成増アクトホール,,,,,,,,,,,,3,3
成増一丁目向新田の森,1,,,,1,,,,,,,1,3
成増三丁目23～24番地先,1,2,,,,,,,,,,,3
清水湯,1,1,,,,,,1,,,,,3
清水豆腐店,,,,,,2,,,1,,,,3
西台二丁目児童遊園,1,1,,,,,1,,,,,,3
誠志会病院,,,,,3,,,,,,,,3
青山クリニック,,,,,,,,,,,3,,3
石神井川の桜並木,,1,,,1,,1,,,,,,3
赤塚ルート　１３昆虫公園,1,,1,,,,,,,,1,,3
赤塚諏訪神社のこぶケヤキ,,,,,1,,2,,,,,,3
赤塚諏訪神社の田遊び,,2,,,,,,1,,,,,3
前谷津川緑道,1,2,,,,,,,,,,,3
前野五丁目西児童遊園,1,,,,1,,,,,,,1,3
前野町一丁目地区,2,,,1,,,,,,,,,3
前野町二丁目町会,2,,,1,,,,,,,,,3
双葉さくらプチガーデン,,,3,,,,,,,,,,3
双葉ふれあい広場,1,,,1,,,,,,,,1,3
倉持薬局,,3,,,,,,,,,,,3
惣菜・弁当のマツザワヤ,,,,,,1,,,,2,,,3
相盛橋児童遊園,2,,,,,1,,,,,,,3
増福寺,,2,,,,,1,,,,,,3
太洋蒲鉾店,,,,2,1,,,,,,,,3
大黒屋豆腐店,,,,,,,,,3,,,,3
大谷口調剤薬局,,,1,2,,,,,,,,,3
大門遺跡,,1,,,1,,1,,,,,,3
第一硝子株式会社,,,,2,,,1,,,,,,3
第二富士見湯,1,1,,,1,,,,,,,,3
中根橋小学校あいキッズ,,1,,1,,1,,,,,,,3
中台えのき児童遊園,1,,,1,,,,,,,,1,3
中台小あいキッズ,,,,3,,,,,,,,,3
中台小学校あいキッズ,,,,3,,,,,,,,,3
中板橋駅,2,,,,,1,,,,,,,3
仲町1番地先～11番地先,1,,1,1,,,,,,,,,3
長徳寺,2,,,,1,,,,,,,,3
都営三田線　新板橋駅,,1,,1,,1,,,,,,,3
都営西台アパート７号棟,,,1,,2,,,,,,,,3
土のうステーション 赤11,,,,1,,2,,,,,,,3
土のうステーション 赤13,,,,2,,1,,,,,,,3
土のうステーション 赤15,,,,,2,1,,,,,,,3
土のうステーション 赤16,,,,,,3,,,,,,,3
土のうステーション 赤17,,,,1,,2,,,,,,,3
土のうステーション 赤19,,,,,1,2,,,,,,,3
土のうステーション 赤24,,,,1,,2,,,,,,,3
土のうステーション　赤２８,,,,,,3,,,,,,,3
土のうステーション　板16,,,,1,,2,,,,,,,3
土のうステーション　板21,,,,1,,2,,,,,,,3
土のうステーション　板22,,1,,,,2,,,,,,,3
土のうステーション 板4,,1,,,1,1,,,,,,,3
土のうステーション 板5,,,1,2,,,,,,,,,3
土のうステーション　板8,,,,1,1,1,,,,,,,3
東山町6～28番地先,1,,,,,1,1,,,,,,3
道路補修工事（1808）,2,1,,,,,,,,,,,3
道路補修工事（1809）,1,,1,1,,,,,,,,,3
道路補修工事（8）,,,,,3,,,,,,,,3
徳丸小あいキッズ,,,,3,,,,,,,,,3
徳山内科外科,,,,,,,,,,,3,,3
南町会地区,,,,,,,3,,,,,,3
日経印刷株式会社 グラフィックガーデン,,1,,2,,,,,,,,,3
日大板橋　レストラン　シェトワ,,,,3,,,,,,,,,3
馬頭観音堂,,,,,2,,,,1,,,,3
板橋3丁目食堂,,,,,,,,,,1,,2,3
板橋ルート　２加賀公園,1,,,,,,,,1,1,,,3
板橋ルート　８遍照寺,,,,,1,,,1,1,,,,3
板橋一丁目町会地区,2,,,,,,1,,,,,,3
板橋雲母（きらら）保育園(A型）,,,1,,,,1,,,,,1,3
板橋区役所（給水拠点）,,,1,,1,,,,1,,,,3
板橋警察署大谷口交番,,2,,,,,,1,,,,,3
板橋消防署【24時間利用可】　※消防隊使用時は設置場所に無い場合があります。,,3,,,,,,,,,,,3
板橋第七小学校あいキッズ,,1,,2,,,,,,,,,3
板橋第六小学校あいキッズ,,,,1,,1,,,,,,1,3
板橋東町会一帯,,,,2,,,,1,,,,,3
氷川薬局,,,,,,,1,2,,,,,3
富士見交番【24時間利用可】,1,1,,,,,,,,1,,,3
富士見病院,,,,,3,,,,,,,,3
浮間舟渡病院,,,,,3,,,,,,,,3
平成28年7月8日（金）,,,1,,2,,,,,,,,3
米のいそかわ,,,,3,,,,,,,,,3
野川公園,1,1,,,,,,,,,,1,3
弥生小あいキッズ,,,,3,,,,,,,,,3
薬師の泉庭園,,1,,,,1,1,,,,,,3
緑ケ丘第二公園,3,,,,,,,,,,,,3
蓮根ねっぱ公園,,,,1,,,,,2,,,,3
蓮根公園,,1,,,,,,,2,,,,3
蓮根第二小学校,1,,,,1,,1,,,,,,3
蓮根二丁目公園,1,1,,1,,,,,,,,,3
20150629,,,,,,,,2,,,,,2
20190204,,,,,,,,,,,2,,2
20190228,,,,,,,,,,,2,,2
(株)花咲　本店,,,,,,,1,1,,,,,2
（株）花咲　本店,,,,2,,,,,,,,,2
16A156_,,,,,,,,2,,,,,2
16A169_,1,,,,,,,1,,,,,2
16C060_,,,,,,2,,,,,,,2
17A018_,,,,,,,,2,,,,,2
17A147_,2,,,,,,,,,,,,2
17E088_,2,,,,,,,,,,,,2
17F926_,,,2,,,,,,,,,,2
17K082_,,,2,,,,,,,,,,2
17K119_,,,,,2,,,,,,,,2
17K934_,,,,,,2,,,,,,,2
17L082_,,,,,,,,2,,,,,2
30.10.12,,,,,,,2,,,,,,2
30.7.12,,,,2,,,,,,,,,2
30.7.19,,,,2,,,,,,,,,2
A1130_,2,,,,,,,,,,,,2
A1290_,2,,,,,,,,,,,,2
A1572_,,,,,,2,,,,,,,2
A2059_,,,,,2,,,,,,,,2
A2616_,,,,2,,,,,,,,,2
A2682_,,,,,,,,,,2,,,2
A2694_,2,,,,,,,,,,,,2
A2711_,,,,2,,,,,,,,,2
A3280_,2,,,,,,,,,,,,2
A3372_,,,,2,,,,,,,,,2
A3596_,2,,,,,,,,,,,,2
A3599_,,,,2,,,,,,,,,2
A7350_,,,,,,2,,,,,,,2
A7808_,,,,2,,,,,,,,,2
AK1-15-10,,,,,2,,,,,,,,2
AK2-11-01,,,,2,,,,,,,,,2
AK5-20-09,,,,,2,,,,,,,,2
AK8-15-02,,,,,,,,,,,,2,2
AS2-13-04,,,,,,,,,,,2,,2
AS2-20-105,,,,,,,2,,,,,,2
AS3-15-06,,,,,,,,,,2,,,2
B1676_,,,,,,,,2,,,,,2
B2284_,,2,,,,,,,,,,,2
B2437_,,,2,,,,,,,,,,2
B4409_,,,,,,,,,2,,,,2
B4760_,2,,,,,,,,,,,,2
B5123_,,,,,,2,,,,,,,2
B5259_,,2,,,,,,,,,,,2
B5881_,,,,,,,2,,,,,,2
B6233_,,,,,,1,1,,,,,,2
B6742_,,2,,,,,,,,,,,2
B7386_,,,,,,,2,,,,,,2
B7508_,,,,,,,,,,2,,,2
C1460_,,2,,,,,,,,,,,2
C1558_,,,,,,2,,,,,,,2
C2392_,,,,,,,2,,,,,,2
C2607_,2,,,,,,,,,,,,2
C2697_,,,2,,,,,,,,,,2
C2879_,1,1,,,,,,,,,,,2
C3242_,2,,,,,,,,,,,,2
D1315_,,2,,,,,,,,,,,2
D1360_,,,,,,,2,,,,,,2
D1372_,,,,,,2,,,,,,,2
D2457_,,,,,,,,2,,,,,2
D2614_,,,,,2,,,,,,,,2
D2719_,,2,,,,,,,,,,,2
D2747_,,2,,,,,,,,,,,2
D2788_,,,,,,,,,1,1,,,2
D2792_,,,,,,,,,,2,,,2
D2794_,,,,,,,,,,2,,,2
D2802_,,,,,,,,,,2,,,2
D2849_,,,,,,,2,,,,,,2
D3003_,,,1,,,,,,,1,,,2
D3493_,,,,,,,,2,,,,,2
D3789_,,,,,,,,2,,,,,2
D4375_,,2,,,,,,,,,,,2
D4377_,,2,,,,,,,,,,,2
D4688_,,,,,,,,,2,,,,2
D5006_,,2,,,,,,,,,,,2
D5007_,,2,,,,,,,,,,,2
D5009_,,2,,,,,,,,,,,2
D5125_,,,,,,,,,2,,,,2
D5127_,,,,,,,,,2,,,,2
D7362_,,,,,,,2,,,,,,2
D7850_,,2,,,,,,,,,,,2
D7963_,,2,,,,,,,,,,,2
E155_,,,2,,,,,,,,,,2
eiyou,,,1,,1,,,,,,,,2
eiyou2,,,1,,1,,,,,,,,2
FJC-13-04,,,,,,2,,,,,,,2
FN2-11-26,,2,,,,,,,,,,,2
FN3-11-07,,2,,,,,,,,,,,2
FN4-11-01,,2,,,,,,,,,,,2
GOPAN,,,,,,,,,,2,,,2
HKC-11-10,1,,,,,,,,1,,,,2
HKC-11-14,,,,,,1,,,,,1,,2
HKC-11-15,,,,,,1,,,,,1,,2
HNC-15-02,,,,,,,,,,,2,,2
HOC-11-02,,,2,,,,,,,,,,2
HOC-13-03,,,,,,,,,,,,2,2
HOC-20-101,,,2,,,,,,,,,,2
HOC-20-40,,,,,,,2,,,,,,2
hoiku,,,,2,,,,,,,,,2
hoiku2,,,,2,,,,,,,,,2
IT1-11-44,,,,,,,,,1,,,1,2
IT1-11-52,,,,,,2,,,,,,,2
IT2-11-05,,,,2,,,,,,,,,2
IT2-11-68,,,,,1,,,,,1,,,2
IT3-11-01,,,,,,,,,,,,2,2
IT3-11-30,,,,,,,,,,,,2,2
IT3-15-01,,,1,,,,1,,,,,,2
IZC-15-08,,,,,,,,,,,2,,2
KG2-20-102,,,,,,,,,,2,,,2
KI1-15-01,,,,,2,,,,,,,,2
KI2-11-11,,,,,,,,2,,,,,2
KI3-11-27,,,,,,,,2,,,,,2
KM1-11-02,,,,,,2,,,,,,,2
KNC-15-02,,2,,,,,,,,,,,2
KNC-20-20,,2,,,,,,,,,,,2
ME2-13-01,,,,,,,,,,2,,,2
ME2-15-03,,,,,,,,,,2,,,2
ME2-15-25,,2,,,,,,,,,,,2
ME2-20-07,,,,,,,,,,2,,,2
ME3-11-01,,,2,,,,,,,,,,2
ME3-15-04,,1,1,,,,,,,,,,2
ME4-11-12,2,,,,,,,,,,,,2
MH3-77-01,,,,,,2,,,,,,,2
MT1-11-16,,,,2,,,,,,,,,2
MT1-11-17,,,,2,,,,,,,,,2
MT1-11-33,,,,1,,,,,1,,,,2
MTC-13-02,,,,2,,,,,,,,,2
MTC-13-03,,,,,,,,,,,,2,2
MTC-20-109,,,,2,,,,,,,,,2
ND1-20-15,,,,,,,,2,,,,,2
ND3-11-04,,,,,,,,1,,,,1,2
ND3-11-301116,,,,,,,,2,,,,,2
No.12遺跡,,,,,1,,,,,,,1,2
No.132遺跡,,,,,,,,1,1,,,,2
No.146遺跡,,,,,,,1,,1,,,,2
No.147遺跡,,,,,,,1,,,,1,,2
No.31遺跡,,,,,,,,,,,,2,2
No.35遺跡,,,,,,,,,2,,,,2
No.40遺跡,,,,1,,,,,,,,1,2
No.52遺跡,,,,,,,,,,,1,1,2
No.60遺跡,,1,,,,,,,,,1,,2
No.69遺跡,,,,,,,2,,,,,,2
No.7遺跡,,,1,,,,,,1,,,,2
No.82遺跡,,2,,,,,,,,,,,2
No.85遺跡,1,1,,,,,,,,,,,2
No.87遺跡,,,,1,,,,,,,,1,2
No.91遺跡,,,,2,,,,,,,,,2
No.95遺跡,1,,,,,1,,,,,,,2
NR2-15-08,,,,,,,2,,,,,,2
NR3-20-03,2,,,,,,,,,,,,2
NR4-13-301122,,,,,,,,2,,,,,2
NR4-15-08,,,,,,,,2,,,,,2
NR5-11-08,,,,2,,,,,,,,,2
NR5-15-300529,,2,,,,,,,,,,,2
NS1-11-25,,,,,,,,,,2,,,2
NS1-20-11,,,,,,,,,,2,,,2
NS-15-310227,,,,,,,,,,,1,1,2
NS2-12-300404,1,,,,,,,,,,1,,2
NS3-15-04,,,,,,,,,,,2,,2
OHC-11-20,,,,,,,2,,,,,,2
OHC-15-10,,,,,,,1,,1,,,,2
OHC-20-11,,,,,,,,,1,,1,,2
OHC-20-26,,,,,,,1,,,1,,,2
ONC-20-29,,,,,,,2,,,,,,2
OOC-11-10,,1,,,1,,,,,,,,2
OOC-11-12,,2,,,,,,,,,,,2
ORC-20-19,,,,,,,,,,,,2,2
OSC-13-300625,,,2,,,,,,,,,,2
OSC-20-40,,,2,,,,,,,,,,2
OY2-15-12-1,,,,,,,,2,,,,,2
OY2-20-06,,,,,,,,2,,,,,2
P1401_,2,,,,,,,,,,,,2
P1442_,2,,,,,,,,,,,,2
P1444_,2,,,,,,,,,,,,2
P1528_,2,,,,,,,,,,,,2
P2274_,1,1,,,,,,,,,,,2
P2280_,2,,,,,,,,,,,,2
P3290_,2,,,,,,,,,,,,2
P3620_,,2,,,,,,,,,,,2
P3781_,2,,,,,,,,,,,,2
P4252_,,,2,,,,,,,,,,2
P5690_,1,,,,,,,1,,,,,2
P6018_,,,,,,1,1,,,,,,2
P7433_,,,,,2,,,,,,,,2
P7736_,,,,,2,,,,,,,,2
S452_,,,,,,,,2,,,,,2
S457_,2,,,,,,,,,,,,2
S934_,,,,,,,,2,,,,,2
S938_,,,,,,,,2,,,,,2
S948_,,,,2,,,,,,,,,2
SG1-11-12,,,,,,,,,,,2,,2
SG3-11-09,,,,2,,,,,,,,,2
SWC-13-270901,2,,,,,,,,,,,,2
SWC-14-02,2,,,,,,,,,,,,2
SWC-20-22,,,,,,,2,,,,,,2
test2,,,,2,,,,,,,,,2
TK1-11-30,2,,,,,,,,,,,,2
TK1-15-04,,,,,,2,,,,,,,2
TK2-12-01,1,,,1,,,,,,,,,2
TK4-11-04,,,,,,,,,,,2,,2
TK4-11-08,,,,2,,,,,,,,,2
TK4-11-13,,,,2,,,,,,,,,2
TM1-11-45,,,,,,,2,,,,,,2
TM1-15-06,,,,,,,,,,,2,,2
TM1-20-08,,,,,,,2,,,,,,2
TM5-11-01,,,,,,,,,,,,2,2
TM6-11-22,,,,,2,,,,,,,,2
TM7-11-09,2,,,,,,,,,,,,2
TS7-11-33,,,,,,,2,,,,,,2
WK1-15-06,,,2,,,,,,,,,,2
WK1-20-04,1,,,,,,1,,,,,,2
X8589_,,,,,,,,2,,,,,2
X8598_,,,,,,2,,,,,,,2
X8659_,,,,,,,,,,,,2,2
YMC-15-21,,2,,,,,,,,,,,2
YYC-12-05,2,,,,,,,,,,,,2
アコレ　成増1丁目店,,,2,,,,,,,,,,2
あさひ,,,,,,,,,,,,2,2
エピ・バスケット,,,,,,,1,1,,,,,2
ガスト　板橋駅前店,,,,1,,,1,,,,,,2
カフェ・タプロ-,,,,,,,,,,2,,,2
キッチン・ピッコロ,,,,,,,2,,,,,,2
キンダーナーサリー上板橋小規模保育園,,,2,,,,,,,,,,2
グランピエール,,,,,,,,1,,,1,,2
けんたくん　板橋東店,,,,,,,,2,,,,,2
コモディイイダ宮本町店,,,,1,1,,,,,,,,2
ジョナサン　成増駅前店,,,,,,,2,,,,,,2
ジョナサン　蓮根店,,1,,,,,,1,,,,,2
スーパーベルクス　板橋中台店,,,1,,,,,,1,,,,2
ダイシン薬局,,2,,,,,,,,,,,2
ときわ台駅南口駐輪場,,,,,1,,,1,,,,,2
にたば橋児童遊園,1,,,,,,,,,,1,,2
にりんそう保育園,,1,,,,,,1,,,,,2
ぬくもりのおうち保育園高島平小規模保育園,,,1,1,,,,,,,,,2
バーミヤン　赤塚新町店,,,1,,,,1,,,,,,2
ハイライフプラザ,,1,,1,,,,,,,,,2
ハジメ薬局,,2,,,,,,,,,,,2
ハッピーマム成増（A型）,,,2,,,,,,,,,,2
パブリバ八光,,,,,,,1,,,,,1,2
ひまわり(豊島病院内食堂）,,,,,1,,1,,,,,,2
ブ-ランジェリ-　アンティーム,,,,,,1,,,,1,,,2
まごころ弁当 板橋北店,,,,1,,,,1,,,,,2
ままや,,,,,,1,1,,,,,,2
マルエツ　板橋駅前店,,,,,,,1,,,1,,,2
ミニ菓子パン　　（パン）,,,2,,,,,,,,,,2
よしや光が丘店,,,,,2,,,,,,,,2
よしや中板橋店,,,,,1,,,1,,,,,2
ライフストア板橋店,1,1,,,,,,,,,,,2
愛染児童遊園,1,,1,,,,,,,,,,2
圧磨機圧輪記念碑,1,1,,,,,,,,,,,2
安楽寺,,1,,,,,1,,,,,,2
一の湯,,,,,,2,,,,,,,2
稲荷台28～加賀二丁目21番地先,,,2,,,,,,,,,,2
稲垣浴泉,,,,,,2,,,,,,,2
栄寿司　小吉,,,,,,,,,1,1,,,2
栄湯,,,2,,,,,,,,,,2
欧風菓子　サンドリアン,,,,,,,1,,,,1,,2
黄金湯,,,,,,1,,,,,,1,2
加賀小あいキッズ,,,,2,,,,,,,,,2
加賀中学校通学区域,,,,,2,,,,,,,,2
花ふぇ花ふぇ,,,,,,,,,,,,2,2
街頭消火器　桜-109,2,,,,,,,,,,,,2
街頭消火器　大-160,2,,,,,,,,,,,,2
街頭消火器　大-168,2,,,,,,,,,,,,2
株式会社スガヌマ,,,,2,,,,,,,,,2
株式会社ヒューマンテック,,,,2,,,,,,,,,2
株式会社藤村工業,,,,2,,,,,,,,,2
岩の湯,,,,,,,,,,1,,1,2
菊秀,,,,,,,2,,,,,,2
喫茶　萩,,,,,,1,,,,,1,,2
旧志村役場跡地,,,,,,1,,1,,,,,2
旧白子川緑地,2,,,,,,,,,,,,2
旧白子川緑道,1,,,,,,1,,,,,,2
魚鶴,,,,1,,,,1,,,,,2
共創未来大山薬局,,,,,,,,,,,1,1,2
業務スーパー　成増店,1,,1,,,,,,,,,,2
近藤勇の墓,,,,,1,,1,,,,,,2
金子病院【24時間開院：医療用のため貸し出しは不可】,1,1,,,,,,,,,,,2
金寿司（小豆沢）,,,,2,,,,,,,,,2
金沢小あいキッズ,,,,2,,,,,,,,,2
熊野神社,,1,,,,1,,,,,,,2
戸田一般野球場1面,1,,,,,,,1,,,,,2
戸田橋地域安全センター【24時間利用可】,,1,,,,,,1,,,,,2
戸田川公園,,,,1,,1,,,,,,,2
御手洗不動,,1,,,1,,,,,,,,2
御嶽神社,,,,,,,1,1,,,,,2
向原一丁目いこいの広場,1,,,,,,,,,,,1,2
向原小あいキッズ,,,,2,,,,,,,,,2
向原地域安全センター【24時間利用可】,,2,,,,,,,,,,,2
紅梅小あいキッズ,,,,2,,,,,,,,,2
高島第一小あいキッズ,,,,2,,,,,,,,,2
高島第一小学校,1,,,,,,,1,,,,,2
高島第五小あいキッズ,,,,2,,,,,,,,,2
高島第五小学校あいキッズ,,,,2,,,,,,,,,2
高島第三小あいキッズ,,,,2,,,,,,,,,2
高島第三小学校あいキッズ,,1,,1,,,,,,,,,2
高島第二小あいキッズ,,,,2,,,,,,,,,2
高島第二小学校,1,,,,,,1,,,,,,2
高島第六小あいキッズ,,,,2,,,,,,,,,2
高島第六小学校,,,,,,1,,,,,1,,2
高島第六小学校あいキッズ,,,,1,,1,,,,,,,2
高島平一丁目公園,,1,,,,,,,,1,,,2
高島平駅,1,,,,,,,,,,,1,2
高島平九丁目公園,1,,,,,1,,,,,,,2
高島平九丁目児童遊園,,,,1,,1,,,,,,,2
高島平警察署笹目橋交番,1,,,,,,1,,,,,,2
高島平自然ルート　７前谷津川緑道,,,2,,,,,,,,,,2
高島平七丁目公園,2,,,,,,,,,,,,2
高島平中央総合病院【24時間利用可】,,2,,,,,,,,,,,2
高島平歴史ルート　５区立城北交通公園,,,1,,1,,,,,,,,2
合資会社　田中屋,,,,,,1,,,,,,1,2
黒田水産,,,,,,,,,,,,2,2
今村医院,,,,,,,,,,2,,,2
坂下一丁目南町会一帯,2,,,,,,,,,,,,2
坂下三丁目第二公園,1,,,,,,,,1,,,,2
桜川三丁目駐在所【24時間利用可】,1,1,,,,,,,,,,,2
三園小あいキッズ,,,,2,,,,,,,,,2
三菱東京ＵＦＪ銀行　志村坂上支店,,,1,,,,,,,,,1,2
三菱東京ＵＦＪ銀行　大山駅前支店,,1,,,,,,,,,,1,2
三鈴電工販売株式会社,,,,2,,,,,,,,,2
志村ルート　スタート　都営三田線　本蓮沼駅,1,,,,,1,,,,,,,2
志村警察署西台交番,1,,,,1,,,,,,,,2
志村警察署中台交番,1,,,1,,,,,,,,,2
志村警察署蓮根交番,1,,1,,,,,,,,,,2
志村坂下小あいキッズ,,,,2,,,,,,,,,2
志村坂下小学校あいキッズ,,,,1,,,1,,,,,,2
志村小あいキッズ,,,,2,,,,,,,,,2
志村小学校あいキッズ,,,,2,,,,,,,,,2
志村消防署【24時間利用可】　※消防隊使用時は設置場所に無い場合があります。,,2,,,,,,,,,,,2
志村第一中学校通学区域,,,,,1,,1,,,,,,2
志村第五小あいキッズ,,,,2,,,,,,,,,2
志村第四小あいキッズ,,,,2,,,,,,,,,2
志村第六小あいキッズ,,,,2,,,,,,,,,2
志村第六小学校,1,,,,,1,,,,,,,2
志村六小学校,,2,,,,,,,,,,,2
私立愛和保育園,,,,,1,,,,,,1,,2
私立板橋富士見幼稚園,,,,,,1,,1,,,,,2
若木一丁目公園,1,,,,,,,1,,,,,2
若木原公園,2,,,,,,,,,,,,2
若木三丁目児童遊園,,,,,1,,,,,1,,,2
若木児童遊園,,,,,,,,,,,2,,2
若木小あいキッズ,,,,2,,,,,,,,,2
若木西第一児童遊園,1,,,,,,,,,,1,,2
若木二丁目緑地,,,1,,,,1,,,,,,2
寿し勝,,,1,,1,,,,,,,,2
舟渡三丁目27番地先,1,,,,1,,,,,,,,2
舟渡三丁目公園,1,,1,,,,,,,,,,2
舟渡三丁目児童遊園,1,,,1,,,,,,,,,2
舟渡四丁目児童遊園,,,1,,,,,,1,,,,2
舟渡小あいキッズ,,,,2,,,,,,,,,2
舟渡町会集会所,,,,,1,,1,,,,,,2
舟渡二丁目いこいの場,1,,,,,,,1,,,,,2
舟渡病院【24時間利用可】,,1,,,,,,1,,,,,2
準備中,,,,,,,2,,,,,,2
初音湯,,,,,1,1,,,,,,,2
小規模保育園ビーフェア板橋赤塚ばうむ保育園,,,1,1,,,,,,,,,2
小島屋,,,,,,,,,,,2,,2
小茂根三丁目いこいの森,,,,,,,1,,1,,,,2
小茂根四丁目公園,,,,,1,,,,,1,,,2
小茂根二丁目公園,,,1,,,,1,,,,,,2
松月院幼稚園,,,,,2,,,,,,,,2
上板橋一中学校,1,1,,,,,,,,,,,2
上板橋小あいキッズ,,,,2,,,,,,,,,2
上板橋第四小あいキッズ,,,,2,,,,,,,,,2
上板橋第四小学校あいキッズ,,,,2,,,,,,,,,2
上板橋第二小あいキッズ,,,,2,,,,,,,,,2
常盤台ルート　１４桜川緑道,,,,,,,,,1,1,,,2
常盤台ルート　３大山福地蔵,1,,,1,,,,,,,,,2
常盤台ルート　４豊敬稲荷神社,1,,,,,,,,,,1,,2
常盤台ルート　９氷川神社,2,,,,,,,,,,,,2
常盤台ルート　スタート　東武東上線　中板橋駅,,,,,1,,,,,,1,,2
常盤台ルート　安養院～茂呂遺跡,,,,,,,,1,1,,,,2
常盤台ルート　平安地蔵～氷川神社,,,,,,1,1,,,,,,2
常盤台一・二丁目町会一帯,,,,,,,1,,,1,,,2
常盤台駅前公衆トイレ,1,,,,,,,,,1,,,2
常盤台交番【24時間利用可】,1,1,,,,,,,,,,,2
常盤台出張所【24時間利用可】　※消防隊使用時は設置場所に無い場合があります。,1,1,,,,,,,,,,,2
常盤台小あいキッズ,,,,2,,,,,,,,,2
常盤台地域センター管理事務所,,,,,,,,,,2,,,2
新河岸小あいキッズ,,,,2,,,,,,,,,2
真畔公園,1,,,,,,,,,,,1,2
水上バス　小豆沢発着所,,1,,,1,,,,,,,,2
成増との山遺跡,,,2,,,,,,,,,,2
成増小あいキッズ,,,,2,,,,,,,,,2
成増南児童館,,,,,2,,,,,,,,2
成増二丁目緑の広場,1,,,,,,,1,,,,,2
西京信用金庫徳丸支店,,,,,,,,,,,,2,2
西光院,1,1,,,,,,,,,,,2
西高島平駅,1,,1,,,,,,,,,,2
西台四丁目児童遊園,1,,,,,,,,,,1,,2
西台中学校,,1,,,,,,,1,,,,2
石神井川の桜並木（桜川地区～加賀地区）,,,,,1,,1,,,,,,2
赤塚ルート　１赤塚氷川神社,,,1,,,,,,,,1,,2
赤塚ルート　松月院～大堂,,,1,,,1,,,,,,,2
赤塚ルート　水車公園・徳水亭～安楽寺,,,2,,,,,,,,,,2
赤塚ルート　東京大仏（乗蓮寺）～松月院,,,,,,1,,,,,1,,2
赤塚支所・区民事務所・地域センター・福祉事務所,,,,1,,1,,,,,,,2
赤塚小あいキッズ,,,,2,,,,,,,,,2
赤塚小学校あいキッズ,,,,2,,,,,,,,,2
赤塚新町小あいキッズ,,,,2,,,,,,,,,2
赤塚新町小学校あいキッズ,,,,2,,,,,,,,,2
前野町五丁目児童遊園,1,,,,,,,,,,,1,2
巣鴨信用金庫　幸町支店,,1,,,,,,,,,,1,2
巣鴨信用金庫　東新町支店,,2,,,,,,,,,,,2
巣鴨萬盛堂薬局大山東町店,,2,,,,,,,,,,,2
大山駅前郵便局,,2,,,,,,,,,,,2
大山東調剤薬局,,2,,,,,,,,,,,2
大谷口一丁目４番遊び場（大谷口公園広場部分）,,,,1,,,,,,1,,,2
大谷口小あいキッズ,,,,2,,,,,,,,,2
大谷口小学校あいキッズ,,,,2,,,,,,,,,2
大谷口上町83～大谷口二丁目1番地先,1,,1,,,,,,,,,,2
大谷口北町宮ノ下公園,,,,,1,1,,,,,,,2
沢の湯,,,2,,,,,,,,,,2
中根橋小あいキッズ,,,,2,,,,,,,,,2
中台しいのき公園,1,,,,,1,,,,,,,2
中台ならの木公園,1,,,,1,,,,,,,,2
中台児童遊園,1,,,,1,,,,,,,,2
中台中学校通学区域,2,,,,,,,,,,,,2
中台二丁目公園,1,,,,1,,,,,,,,2
中板橋雲母（きらら）保育園（A型）,,,,,1,1,,,,,,,2
中板橋交番【24時間利用可】,1,1,,,,,,,,,,,2
仲町防災さざんかの広場,1,,1,,,,,,,,,,2
長命寺,1,,,,,,,1,,,,,2
坪木屋精肉店,,,,,,1,,,1,,,,2
杜のまちや,,,,2,,,,,,,,,2
都営三田線  高島平駅,,,,,,,2,,,,,,2
都営三田線  志村三丁目駅,1,,,,,,,1,,,,,2
都営三田線  西台駅,,,,,,,1,1,,,,,2
都鮨,,,,2,,,,,,,,,2
土のうステーション 赤12,,,,,,1,1,,,,,,2
土のうステーション 赤20,,,,,,1,,1,,,,,2
土のうステーション 赤25,,,,,,2,,,,,,,2
土のうステーション　赤２７,,,,,,2,,,,,,,2
土のうステーション　赤３０,,,,,,1,1,,,,,,2
土のうステーション 赤6,,,,1,,1,,,,,,,2
土のうステーション 赤8,,,,,,2,,,,,,,2
土のうステーション　板31,,,,2,,,,,,,,,2
東京家政大学　森のサロン,,2,,,,,,,,,,,2
東京土建一般労働組合板橋支部会館,,,,1,,,,,1,,,,2
東京武蔵野病院,,,,,2,,,,,,,,2
東山公園,1,,,1,,,,,,,,,2
東山町交番【24時間利用可】,1,1,,,,,,,,,,,2
東新児童遊園,1,,,,,,,,,1,,,2
東武ストア小豆沢店,,,,,,,,,2,,,,2
東武東上線  上板橋駅,,,,,,,1,,1,,,,2
東武東上線　中板橋駅,1,1,,,,,,,,,,,2
東武東上線　東武練馬駅,,1,,,,,1,,,,,,2
藤の湯,,,2,,,,,,,,,,2
道路補修工事（11）,,,,,2,,,,,,,,2
道路補修工事(12),,,,2,,,,,,,,,2
道路補修工事（15）,2,,,,,,,,,,,,2
道路補修工事（1614）,,,,,2,,,,,,,,2
道路補修工事（1701）,,2,,,,,,,,,,,2
