"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"131083","131083100421","江東区","関東大震災横死者供養塔　昭和10年在銘","カントウダイシンサイオウシシャクヨウトウ　ショウワ１０ネンザイメイ","","Votive pagoda of the dead next to the Great Kanto Earthquake and having the maker's name inscribed in 1935","江東区登録文化財","美術工芸","江東区","131083","","東京都江東区東陽3-8-11区立沢海橋第2児童遊園","東京都","江東区","東陽3丁目","8-11 区立沢海橋第2児童遊園","","35.669542","139.809036","","","(03)3647-9819","","","","","1350016","1","基","6000020131083","江東区","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100422","江東区","上水木樋　3本","ジョウスイキトイ　３ボン","","Water supply Kitoi and three","江東区登録文化財","美術工芸","江東区","131083","","東京都江東区東陽4-11-28","東京都","江東区","東陽4丁目","11-28","","35.672793","139.817322","","","(03)3647-9819","","","","","1350016","1","基","6000020131083","江東区","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100423","江東区","墓石　宝永６年在銘","ボセキ　ホウエイ６ネンザイメイ","","Tombstone and having the maker's name inscribed in 1709","江東区登録文化財","美術工芸","江東区","131083","","東京都江東区東陽4-11-28","東京都","江東区","東陽4丁目","11-28","","35.672793","139.817322","","","(03)3647-9819","","","","","1350016","1","基","6000020131083","江東区","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100424","江東区","題目曼荼羅","ダイモクマンダラ","","Theme Mandala","江東区登録文化財","美術工芸","江東区","131083","","東京都江東区東陽4-11-28","東京都","江東区","東陽4丁目","11-28","","35.672793","139.817322","","","(03)3647-9819","","","","","1350016","1","幅","6000020131083","江東区","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100425","江東区","ガラス乾板　深川区史図版　113点","ガラスカンバン　フカガワクシズハン　１１３テン","","Glass film plate, Fukagawacity history diagram and 113 points","江東区指定文化財","美術工芸","江東区","131083","","東京都江東区東陽4-11-28","東京都","江東区","東陽4丁目","11-28","","35.672793","139.817322","","","(03)3647-9819","","","","","1350016","113","点","6000020131083","江東区","2011-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/17220.html",""
"131083","131083100426","江東区","震災復興橋梁図面　901枚","シンサイフッコウキョウリョウズメン　９０１マイ","","Earthquake disaster reconstruction bridge drawing and 901","江東区指定文化財","美術工芸","江東区","131083","","東京都江東区東陽4-11-28","東京都","江東区","東陽4丁目","11-28","","35.672793","139.817322","","","(03)3647-9819","","","","","1350016","901","枚","6000020131083","江東区","2015-04-01","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/88760.html",""
"131083","131083100427","江東区","中江兆民翁之碑","ナカエチョウミンオウノヒ","","Nakae Chomin okina monument","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1981-03-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100428","江東区","聖廟九百年御忌句碑","セイビョウキュウヒャクネンオンキクヒ","","A sanctuary 900th anniversary stone tablet inscribed with a haiku","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1981-03-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100429","江東区","歌川豊国翁之碑","ウタガワトヨクニオウノヒ","","Toyokuni Utagawa okina monument","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1982-03-15","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100430","江東区","帰春翁筆塚","キシュンオウフデヅカ","","thanks to the spirit of brushes monument Kisyunou","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15475.html",""
"131083","131083100431","江東区","董斎筆塚","クンサイフデヅカ","","thanks to the spirit of brushes monument Kunsai","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15476.html",""
"131083","131083100432","江東区","花仙堂筆塚","カセンドウフデヅカ","","thanks to the spirit of brushes monument Kasendo","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15477.html",""
"131083","131083100433","江東区","正木樸筆塚　亀田鵬斎書","マサキアラキフデヅカ　カメダホウサイショ","","thanks to the spirit of brushes monument Masaki-Akira and Kameda-Housai note","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15478.html",""
"131083","131083100434","江東区","花鳥図碑　岸駒・曲江画","カチョウズヒ　ガンク・キョクコウガ","","Flowers and birds design monument, Ganku and Kyokukou picture","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15479.html",""
"131083","131083100435","江東区","石川勝蔵歌碑","イシカワカツゾウカヒ","","Katsuzo-Ishikawa monument","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15480.html",""
"131083","131083100436","江東区","八百万神碑　男谷静斎書","ヤオヨロズカミヒ　オダニセイサイヒ","","Yaoyorozu god monument and Odani Seisai note","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100437","江東区","燈籠　松平康任奉納　一対","トウロウ　マツダイラヤストウホウノウ　イッツイ","","Light basket, Yasushi Matsudaira duty dedication and one pair","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","対","2010605000177","亀戸天神社","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100438","江東区","松庵句碑","ショウアンクヒ","","Shoan stone tablet inscribed with a haiku","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15483.html",""
"131083","131083100439","江東区","くんきょ先生碑","クンキョセンセイヒ","","KUNKYO teacher monument","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15484.html",""
"131083","131083100440","江東区","鮮斎永濯碑","センサイエイタクヒ","","Sensai Eitaku monument","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1985-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15485.html",""
"131083","131083100441","江東区","梅松両社再建発句碑","バイショウリョウシャサイケンホックヒ","","Stone tablet inscribed with a haiku from the Umematsu restructure of both companies","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15486.html",""
"131083","131083100442","江東区","菅原白竜画師献技碑","スガワラハクリュウガシコンギヒ","","Sugawara Hakuryuu painter monument","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100443","江東区","臥龍園句碑","ガリュウエンクヒ","","Garyuu garden stone tablet inscribed with a haiku","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15488.html",""
"131083","131083100444","江東区","累卵塔碑","ルイラントウヒ","","Ruiran tower monument","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15489.html",""
"131083","131083100445","江東区","藤樹奉献碑　大正４年在銘","トウジュホウケンヒ　タイショウ４ネンザイメイ","","Wisteria flowers dedication monument and having the maker's name inscribed in 1915","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1991-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15490.html","本殿裏にあり"
"131083","131083100446","江東区","明楽斎修筆碑　明治29年在銘","メイラクサイシュウヒツヒ　メイジ２９ネンザイメイ","","Meiraku-Saisyu brush monument and having the maker's name inscribed in 1896","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1991-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15491.html",""
"131083","131083100447","江東区","鷽替由来板木　大正５年在銘","ウソガエユライハンギ　タイショウ５ネンザイメイ","","usokae origin block and having the maker's name inscribed in 1916","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100448","江東区","鍾珠山人玉光句碑　弘化２年在銘","スイシュサンジンギョクコウクヒ　コウカ２ネンザイメイ","","Suisyusanjin-Gyokukou stone tablet inscribed with a haiku and having the maker's name inscribed in 1845","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15493.html",""
"131083","131083100449","江東区","燈籠（残欠）　文政２年在銘","トウロウ（ザンケツ）　ブンセイ２ネンザイメイ","","Light basket (imperfection) and having the maker's name inscribed in 1819","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100450","江東区","亀戸神社縁起碑　大正12年在銘","カメイドジンジャエンギヒ　タイショウ１２ネンザイメイ","","Kameido shrine origin monument and having the maker's name inscribed in 1923","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100451","江東区","頌徳碑　明治28年在銘","ショウトクヒ　メイジ２８ネンザイメイ","","Shoutoku monument and having the maker's name inscribed in 1895","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100452","江東区","菅公一千年祭記念碑　明治35年在銘","カンコウイッセンネンサイキネンヒ　メイジ３５ネンザイメイ","","Sugawara no Michizane 1000th anniversary monument and having the maker's name inscribed in 1902","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100453","江東区","菅公一千年祭記念碑","カンコウイッセンネンサイキネンヒ","","Sugawara no Michizane 1000th anniversary monument","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100454","江東区","菅公一千年祭記念境内全図銅板寄附碑","カンコウイッセンネンサイキネンケイダイゼンズドウバンキフヒ","","Sugawara no Michizane 1000th anniversary commemoration precinct complete map sheet copper contribution monument","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100455","江東区","菅廟種梅碑　明治35年在銘","カンビョウシュバイヒ　メイジ３５ネンザイメイ","","Kanbyousyubai monument and having the maker's name inscribed in 1902","江東区登録文化財","美術工芸","亀戸天神社","131083","","東京都江東区亀戸3-6-1","東京都","江東区","亀戸3丁目","6-1","","35.702666","139.820838","","","(03)3681-0010","","","","","1360071","1","基","2010605000177","亀戸天神社","2000-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100456","江東区","芭蕉句碑　絢堂素丸書","バショウクヒ　シュンドウサクマルショ","","Basho stone tablet inscribed with a haiku and Syundousakumaru note","江東区登録文化財","美術工芸","龍眼寺","131083","","東京都江東区亀戸3-34-2","東京都","江東区","亀戸3丁目","34-2","","35.705622","139.819415","","","(03)3681-2620","","","","","1360071","1","基","","龍眼寺","1981-03-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100457","江東区","冬嶺・市町句碑","トウレイ・シチョウクヒ","","Tourei-sityou stone tablet inscribed with a haiku","江東区登録文化財","美術工芸","龍眼寺","131083","","東京都江東区亀戸3-34-2","東京都","江東区","亀戸3丁目","34-2","","35.705622","139.819415","","","(03)3681-2620","","","","","1360071","1","基","","龍眼寺","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100458","江東区","百寿句碑","ヒャクジュクヒ","","Hyakuju stone tablet inscribed with a haiku","江東区登録文化財","美術工芸","龍眼寺","131083","","東京都江東区亀戸3-34-2","東京都","江東区","亀戸3丁目","34-2","","35.705622","139.819415","","","(03)3681-2620","","","","","1360071","1","基","","龍眼寺","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100459","江東区","螺舎一堂句碑","ラシャイチドウクヒ","","Rashaichidou stone tablet inscribed with a haiku","江東区登録文化財","美術工芸","龍眼寺","131083","","東京都江東区亀戸3-34-2","東京都","江東区","亀戸3丁目","34-2","","35.705622","139.819415","","","(03)3681-2620","","","","","1360071","1","基","","龍眼寺","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100460","江東区","天祖神社社号標石　大正５年在銘","テンソジンジャシャゴウヒョウセキ　タイショウ５ネンザイメイ","","Tenso-jinjya shrine title stone monument and having the maker's name inscribed in 1916","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区亀戸3-38-35","東京都","江東区","亀戸3丁目","38-35","","35.706504","139.820913","","","(03)3681-3042","","","","","1360071","1","基","","天祖神社","2015-04-01","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/89977.html",""
"131083","131083100461","江東区","境内社太郎稲荷神社社号標石　昭和18年在銘","ケイダイシャタロウイナリジンジャシャゴウヒョウセキ　ショウワ１８ネンザイメイ","","Precinct company Taro Inarijinja shrine title stone monument","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区亀戸3-38-35","東京都","江東区","亀戸3丁目","38-35","","35.706504","139.820913","","","(03)3681-3042","","","","","1360071","1","基","","天祖神社","2015-04-01","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/89978.html",""
"131083","131083100462","江東区","琴臺東條先生之碑","キンダイトウジョウセンセイノヒ","","Kindai-Tojo's monument","江東区登録文化財","美術工芸","天祖神社","131083","","東京都江東区亀戸3-38-35","東京都","江東区","亀戸3丁目","38-35","","35.706504","139.820913","","","(03)3681-3042","","","","","1360071","1","基","","天祖神社","2015-04-01","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100463","江東区","六字名号供養塔　伝祐天書","ロクジミョウゴウクヨウトウ　デンユウテンショ","","Rokuji Buddha's name votive pagoda and Denyuten note","江東区登録文化財","美術工芸","祐天堂","131083","","東京都江東区亀戸3-39境橋橋台地","東京都","江東区","亀戸3丁目","39 境橋橋台地","","35.706022","139.823649","","","","","","","","1360071","1","基","","祐天堂","1982-03-15","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100464","江東区","松植紀年之碑　大正５年在銘","ショウショクキネンノヒ　タイショウ５ネンザイメイ","","Tree planting monument and having the maker's name inscribed in 1916","江東区登録文化財","美術工芸","光明寺","131083","","東京都江東区亀戸3-42-1","東京都","江東区","亀戸3丁目","42-1","","35.704178","139.822582","","","","","","","","1360071","1","基","","光明寺","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100465","江東区","市場通笑碑","イチバツウショウノヒ","","Market smile monument","江東区登録文化財","美術工芸","光明寺","131083","","東京都江東区亀戸3-42-1","東京都","江東区","亀戸3丁目","42-1","","35.704178","139.822582","","","","","","","","1360071","1","基","","光明寺","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15507.html",""
"131083","131083100466","江東区","延命地蔵尊碑　文久３年在銘","エンメイジゾウソンヒ　ブンキュウ３ネンザイメイ","","Life prolongation Jizo monument and having the maker's name inscribed in 1863","江東区登録文化財","美術工芸","光明寺","131083","","東京都江東区亀戸3-42-1","東京都","江東区","亀戸3丁目","42-1","","35.704178","139.822582","","","","","","","","1360071","1","基","","光明寺","1997-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100467","江東区","古筆了意翁之碑","コヒツリョウイオウノヒ","","Kohitsu-Ryoui monument","江東区登録文化財","美術工芸","普門院","131083","","東京都江東区亀戸3-43-3","東京都","江東区","亀戸3丁目","43-3","","35.703512","139.822503","","","","","","","","1360071","1","基","","普門院","1983-05-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15509.html","墓地内にある"
"131083","131083100468","江東区","松本魯山歌碑","マツモトロザンカヒ","","Matsumoto-Rozan monument","江東区登録文化財","美術工芸","普門院","131083","","東京都江東区亀戸3-43-3","東京都","江東区","亀戸3丁目","43-3","","35.703512","139.822503","","","","","","","","1360071","1","基","","普門院","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/rekishishiryo/15510.html",""
"131083","131083100469","江東区","徳本講碑　明治９年在銘","トクホンコウヒ　メイジ９ネンザイメイ","","Tokuhon-Kou monument and having the maker's name inscribed in 1876","江東区登録文化財","美術工芸","普門院","131083","","東京都江東区亀戸3-43-3","東京都","江東区","亀戸3丁目","43-3","","35.703512","139.822503","","","","","","","","1360071","1","基","","普門院","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100470","江東区","燈籠（残欠）　応永28年在銘","トウロウ（ザンケツ）　オウエイ２８ネンザイメイ","","Light basket (imperfection) and having the maker's name inscribed in 1421","江東区登録文化財","美術工芸","普門院","131083","","東京都江東区亀戸3-43-3","東京都","江東区","亀戸3丁目","43-3","","35.703512","139.822503","","","","","","","","1360071","1","基","","普門院","1995-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100471","江東区","大杉殿扁額　佐々木文山書","オオスギドノヘンガク　ササキブンサンショ","","Mr. Osugi, long and narrow frame and Sasaki Bunsan note","江東区登録文化財","美術工芸","香取神社","131083","","東京都江東区亀戸3-57-22","東京都","江東区","亀戸3丁目","57-22","","35.704295","139.825214","","","(03)3684-2813","","","","","1360071","1","基","","香取神社","1982-03-15","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100472","江東区","棟札　4枚","ムナフダ　４マイ","","4 Ridge plate","江東区登録文化財","美術工芸","香取神社","131083","","東京都江東区亀戸3-57-22","東京都","江東区","亀戸3丁目","57-22","","35.704295","139.825214","","","(03)3684-2813","","","","","1360071","4","枚","","香取神社","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100473","江東区","亀戸惣鎮守葛飾神社号標石　文政７年在銘","カメイドソウチンジュカツシカジンジャシャゴウヒョウセキ　ブンセイ７ネンザイメイ","","Kameido Sou local deity Katsushika shrine number stone monument and having the maker's name inscribed in 1824","江東区登録文化財","美術工芸","香取神社","131083","","東京都江東区亀戸3-57-22","東京都","江東区","亀戸3丁目","57-22","","35.704295","139.825214","","","(03)3684-2813","","","","","1360071","1","基","","香取神社","1991-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100474","江東区","狛犬（残欠）　文化２年在銘","コマイヌ（ザンケツ）　ブンカ２ネンザイメイ","","Guardian dog guarding the precincts (imperfection) and having the maker's name inscribed in 1805","江東区登録文化財","美術工芸","香取神社","131083","","東京都江東区亀戸3-57-22","東京都","江東区","亀戸3丁目","57-22","","35.704295","139.825214","","","(03)3684-2813","","","","","1360071","1","基","","香取神社","1995-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100475","江東区","亀戸水神森由来碑　昭和13年在銘","カメイドスイジンノモリユライヒ　ショウワ１３ネンザイメイ","","KameidoSuijinmori history monument and having the maker's name inscribed in 1938","江東区登録文化財","美術工芸","水神社","131083","","東京都江東区亀戸4-11-19","東京都","江東区","亀戸4丁目","11-19","","35.701104","139.831522","","","","","","","","1360071","1","基","","水神社","2001-03-29","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
"131083","131083100476","江東区","是心軒一露居士碑　明治32年在銘","ゼシンケンイチロコジヒ　メイジ３２ネンザイメイ","","Zeshinken-Ichiro tombstone and having the maker's name inscribed in 1899","江東区登録文化財","美術工芸","東覚寺","131083","","東京都江東区亀戸4-24-1","東京都","江東区","亀戸4丁目","24-1","","35.703227","139.826243","","","(03)3681-8213","","","","","1360071","1","基","","東覚寺","1993-03-29","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13482.html",""
